run	subrun	event	base_numu	base_nue	base_Enu	base_x	base_y	base_z	hits_numu	hits_nue	hits_Enu	hits_x	hits_y	hits_z	truth_signal
18255	1	393538	0.363	-8.853	332.9	-167.9	-73.8	227.9	1.082	-6.831	725.3	-167.9	-73.8	227.7	
18255	1	395597	-0.001	-15.000	1562.9	45.0	21.8	79.9	-1.942	-15.000	0.0	0.0	0.0	0.0	
18255	1	396222	0.887	-4.544	3565.5	121.6	-161.4	317.4	0.931	-5.037	3573.7	121.6	-161.4	317.4	
18255	1	397487	-2.877	-15.000	283.1	-25.1	193.8	174.4	-0.231	-6.191	170.4	-19.5	-185.6	101.2	
18255	1	399963	-999.000	-999.000	0.0	0.0	0.0	0.0	2.591	-15.000	698.5	-129.1	-124.8	309.0	
18255	1	402297	1.284	-15.000	929.4	-107.3	8.5	97.6	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	405487	-999.000	-999.000	0.0	0.0	0.0	0.0	0.484	-15.000	322.3	-68.7	131.8	443.3	
18255	1	407798	-2.543	-15.000	488.5	62.8	199.8	313.0	-1.942	-15.000	0.0	0.0	0.0	0.0	
18255	1	408304	-1.339	-15.000	378.2	103.2	-108.0	188.0	-1.407	-12.421	289.6	107.8	-98.3	182.8	
18255	1	410082	-999.000	-999.000	0.0	0.0	0.0	0.0	-4.273	-15.000	693.0	-152.9	3.9	1.4	
18255	1	410566	1.051	-15.000	104.1	-7.0	-94.6	86.7	0.781	-15.000	103.1	-7.0	-94.6	86.7	
18255	1	411802	-999.000	-999.000	0.0	0.0	0.0	0.0	-2.220	-15.000	8.5	-40.3	195.1	387.1	
18255	1	412062	-1.575	-15.000	59.1	194.3	-20.1	339.8	-2.519	-15.000	106.2	6.7	-36.0	289.5	
18255	1	412242	2.138	0.523	1060.6	184.9	84.9	168.5	2.012	4.376	1086.6	184.9	84.9	168.5	
18255	1	412326	-1.416	-15.000	216.4	-165.5	66.4	484.2	0.028	-15.000	322.2	-168.6	70.1	479.0	
18255	1	412612	-3.141	-15.000	469.3	-0.7	-198.7	304.8	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	414240	2.068	-15.000	363.5	7.0	99.3	217.9	4.010	-15.000	1112.8	16.2	99.6	239.2	
18255	1	415278	-0.906	0.305	2326.8	46.5	-10.1	215.5	-0.994	-3.520	2337.6	65.6	10.5	154.1	
18255	1	415564	1.879	-15.000	476.5	33.5	187.1	223.3	-2.294	-15.000	19.6	23.2	159.6	262.6	
18255	1	475096	-1.942	-15.000	0.0	0.0	0.0	0.0	-999.000	-999.000	0.0	0.0	0.0	0.0	
18255	1	475778	-0.639	-9.958	143.1	-1.2	-86.1	32.4	-0.086	-15.000	269.2	3.6	-62.7	12.1	
18255	1	478374	2.853	-15.000	389.8	135.0	143.3	387.8	2.902	-15.000	411.9	152.4	-118.5	398.1	
18255	1	480970	1.618	-15.000	488.6	-170.7	133.1	449.8	0.443	-15.000	628.4	-170.6	133.7	450.4	
18255	1	493615	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.214	-15.000	341.8	-159.1	-171.8	459.4	
18255	1	497399	2.080	-15.000	1170.8	0.3	-162.6	245.4	-2.580	-15.000	510.9	-201.4	162.1	95.4	
18255	1	500567	-0.521	-15.000	362.9	72.2	84.0	111.2	-1.059	-15.000	360.3	63.8	100.8	124.8	
18255	1	502019	2.658	-15.000	1041.1	-112.2	-44.9	65.6	1.307	-15.000	727.0	-158.9	-38.2	66.4	
18259	1	48774	4.479	-15.000	894.9	-7.9	15.3	185.7	2.523	-15.000	2009.2	62.4	24.2	384.1	
18259	1	53658	-0.911	-15.000	322.0	-142.2	-92.5	48.3	-3.309	-15.000	26.4	111.5	-131.3	9.4	
18259	1	96636	-2.136	-15.000	106.9	80.5	-61.9	42.1	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	157215	1.476	-15.000	753.5	-150.6	0.5	105.8	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	158227	3.713	-15.000	629.5	2.1	-156.6	124.5	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	161725	2.241	-15.000	586.0	165.2	80.6	66.7	0.854	-15.000	588.7	165.7	80.0	66.5	
18259	1	163595	-999.000	-999.000	0.0	0.0	0.0	0.0	4.003	-15.000	718.8	93.9	-110.8	337.6	
18259	1	165060	-999.000	-999.000	0.0	0.0	0.0	0.0	1.294	-15.000	1107.4	53.8	-183.7	330.4	
18259	1	166050	-1.184	-15.000	419.8	41.4	33.1	355.7	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	169724	0.665	-15.000	428.7	20.7	-62.8	456.5	1.166	-15.000	731.2	-9.7	-63.5	443.1	
18259	1	170194	-999.000	-999.000	0.0	0.0	0.0	0.0	0.498	-15.000	842.3	2.8	-105.1	194.1	
18259	1	170274	1.053	-15.000	286.9	-68.4	-159.9	27.5	1.504	-15.000	257.8	-76.1	-158.2	29.7	
18259	1	171096	-999.000	-999.000	0.0	0.0	0.0	0.0	0.016	-15.000	821.9	-96.4	186.6	146.5	
18259	1	171778	-999.000	-999.000	0.0	0.0	0.0	0.0	-1.942	-15.000	0.0	0.0	0.0	0.0	
18259	1	172262	-4.125	-15.000	331.1	40.8	43.1	0.0	-0.328	-15.000	345.6	-32.8	180.3	249.0	
18259	1	173438	-2.178	-15.000	108.3	-192.6	-78.1	177.9	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	173671	3.052	-15.000	965.5	2.0	-105.8	106.0	2.822	-15.000	1194.0	-13.7	-99.6	82.5	
18259	1	173978	-0.440	-15.000	276.1	107.9	-71.6	103.8	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	179303	-3.238	-15.000	26.8	54.1	9.0	381.9	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	179369	2.213	-15.000	1267.3	201.3	70.9	499.2	5.082	-12.649	1676.0	-28.9	58.0	41.0	
18259	1	179840	-3.065	-15.000	107.1	-122.5	32.8	334.1	-999.000	-999.000	0.0	0.0	0.0	0.0	
18259	1	236500	-999.000	-999.000	0.0	0.0	0.0	0.0	-2.195	-15.000	113.7	-166.5	-72.5	254.2	
