# doc pdvd/98 -- m3-200k-w predictions on the real-data Michel crops (d98_predict.py; bf16, CUDA)
# variants: Z = Michel only, muon zeroed; S = overlap cells scaled by (charge-pred_mu)/charge; M = muon left in; Zw = Z with the wider mask.  mu/sig in cm from the response plane.
# tier A = Bragg ratio>=0.8 & q2d_ovl<0.2 & n_stop_gammas==0 & frac_lost<0.2; inrange = 80<=drift_tick<=340
det	key	tier	inrange	drift_tick	drift_fit	mu_Z	sig_Z	mu_S	sig_S	mu_M	sig_M	mu_Zw	sig_Zw	q_keep	q_overlap	frac_overlap	frac_lost	n_pix	ke_best	ke_region	ratio	q2d_ovl	n_stop_gammas	kind	source	conn_type	michel_len	kink_deg	apa	face	d97
pdvd	039252_13/69	B	1	289.9	289.6	231.2	32.21	128.9	24.32	253.1	25.48	231.2	32.21	1.651e+06	8.43e+05	0.5106	0.3746	378	37	47.87	0.8552	0.1845	0	both	flat	1	9.899	79.71	6	0	
pdvd	039252_5/101	A	1	234.5	233.7	175	30.74	186.7	28.21	206.2	24.32	133.6	29.33	1.859e+06	2.18e+05	0.1173	0.07955	824	23	24.58	0.9824	0.05616	0	attached	flat	1	2.536	63.23	6	0	
pdvd	039252_5/129	A	1	259.6	259.1	198.4	46.5	253.1	38.25	270.3	24.7	198.4	46.5	1.314e+06	3.297e+05	0.2509	0.1923	553	38.73	41.4	0.9012	0.134	0	both	flat	1	8.471	60.07	3	0	
pdvd	039252_9/79	B	1	329.1	329	206.2	45.43	245.3	36.79	278.1	37.81	206.2	45.43	9.225e+05	3.021e+05	0.3275	0.2588	286	26.3	29.15	0.7725	0.2269	0	both	flat	1	4.29	95.55	4	0	
pdvd	039253_9/120	B	1	177.8	177.9	160.9	39.78	118.8	28.65	173.4	32.47	160.9	39.78	1.068e+06	4.572e+05	0.428	0.3685	285	31.73	35.2	0.8364	0.1063	0	attached	flat	1	6.615	96.18	3	0	
pdvd	039349_43/43	B	0	24.97	24.86	209.4	113.3	150	44.72	260.9	26.09	209.4	113.3	5.566e+05	5.076e+05	0.9121	0.8905	49	9.806	6.769	1.178	3.651	0	attached	flat	1	5.298	150.5	7	1	
pdvd	039349_5/54	A	1	235.2	236.8	195.3	30.26	193	28.88	193	28.88	203.1	28.21	8.071e+05	3.289e+05	0.4075	0.03791	246	19.08	37.57	0.8173	0	0	attached	flat	2	8.613	-1	5	0	
pdvd	039349_68/65	B	0	30.33	29.9	99.61	18.94	102.3	19.85	107	21.63	99.61	18.94	7.719e+05	4.873e+05	0.6314	0.5363	134	15.88	18.95	0.9962	0.529	1	both	flat	1	2.606	26.18	6	1	
pdvd	039349_70/54	B	1	299	298.7	164.8	38.25	186.7	40.88	365.6	45.96	162.5	37.96	1.605e+06	6.317e+05	0.3937	0.3325	421	37.82	45.68	0.744	0.1888	0	both	flat	1	11.21	119.1	6	1	
pdvd	039349_72/39	B	0	48.9	49.54	94.53	11.05	92.97	6.7	96.88	11.05	93.75	11.05	1.434e+06	5.358e+05	0.3737	0.2609	466	46.46	43.99	1.156	0.1451	0	both	flat	1	12.9	84.75	5	0	
pdvd	039349_72/40	A	0	43.53	41.5	96.88	10.06	94.14	6.912	92.97	6.805	97.27	10.87	1.872e+06	4.377e+05	0.2338	0.1613	489	31.66	32.01	0.8496	0.07635	0	attached	flat	1	12.64	57.27	4	1	
pdvd	039349_78/22	B	1	166.9	166	193.8	31.71	185.2	35.1	184.4	34.02	204.7	33.5	3.259e+06	5.819e+05	0.1786	0.2055	862	24.73	22.18	1.302	0.04342	0	attached	flat	1	7.2	21.51	1	1	
