run	subrun	event	idx	flav	mode	ccnc	Etot	Edep	T	vx	vy	vz	event_has_candidate	n_candidates	min_cand_dist_cm
291	26	9856	0	nue	DIS	CC	1949.8	480.9	0.892	-83.96	-135.34	495.84	1	1	477.37
291	26	9856	1	numu	MEC	CC	3788.0	420.0	0.328	190.06	-207.82	96.0	1	1	16.67
291	26	11568	0	nue	RES	CC	1341.9	1234.3	0.806	-116.2	109.27	266.57	1	1	0.41
291	26	11568	1	numu	QE	NC	748.5	0.0	1.548	203.87	-50.18	-274.69	1	1	648.58
291	26	11568	2	numu	QE	CC	478.4	0.0	1.552	-159.86	-575.39	-127.67	1	1	791.01
291	28	440	0	nue	RES	CC	679.9	300.5	0.428	93.16	-175.19	223.09	1	1	2.70
291	28	440	1	numu	QE	NC	944.9	0.0	0.802	32.39	366.29	-464.4	1	1	878.06
291	28	1911	0	nue	QE	CC	232.9	151.3	0.309	134.22	-186.07	78.04	1	1	2.89
291	28	2162	0	nue	DIS	CC	1829.9	176.3	0.853	-86.57	-84.75	494.63	1	1	1.64
291	28	3972	0	numu	QE	CC	426.9	0.0	0.429	-599.6	175.5	858.45	1	1	770.46
291	28	3972	1	nue	RES	CC	2351.8	1599.2	0.263	-37.77	73.47	340.02	1	1	3.86
291	28	6975	0	nue	RES	CC	2481.6	2108.0	1.238	-132.57	151.64	21.13	1	1	0.63
291	28	7423	0	nue	QE	CC	347.6	317.7	0.832	-71.1	75.81	427.91	1	1	27.88
291	28	8682	0	nue	QE	CC	1075.0	961.7	1.455	164.36	-23.5	413.69	1	1	0.19
291	28	8877	0	nue	QE	CC	671.6	579.6	1.237	-66.28	-131.36	100.09	1	2	12.08
291	28	8877	1	numu	RES	NC	2048.1	553.6	0.57	67.24	-114.8	486.55	1	2	2.42
291	28	8877	2	numu	QE	CC	406.5	0.0	0.522	299.2	-203.66	-337.75	1	2	583.24
291	28	11603	0	nue	QE	CC	1400.7	1216.8	1.073	154.06	-26.1	283.17	1	1	0.34
291	28	12135	0	numu	MEC	CC	785.6	0.0	1.203	-123.83	-149.5	759.4	1	1	832.23
291	28	12135	1	numu	QE	CC	696.1	0.0	0.677	-36.38	113.23	975.18	1	1	955.65
291	28	12135	2	nue	MEC	CC	849.5	592.6	0.289	121.73	180.01	17.73	1	1	19.90
291	37	293	0	nue	MEC	CC	663.2	532.8	0.299	-65.06	-153.58	394.6	1	1	1.15
291	37	690	0	nue	RES	CC	2188.1	1400.2	1.135	-187.92	-130.45	398.64	1	1	5.62
291	37	4348	0	numu	QE	CC	814.2	660.1	1.323	82.84	123.13	391.58	1	1	2.31
291	37	4348	1	numu	RES	CC	2427.2	0.0	0.422	532.31	208.88	100.98	1	1	542.97
291	37	4348	2	nue	RES	CC	1805.6	1636.6	1.388	-19.45	141.95	30.44	1	1	377.91
291	37	4819	0	numu	MEC	CC	1025.4	4.4	0.951	-168.99	-79.17	611.55	1	1	378.76
291	37	4819	1	nue	QE	CC	1331.0	952.9	0.865	-187.48	192.26	318.37	1	1	28.20
291	37	4819	2	numu	RES	CC	1076.7	0.0	0.145	-251.53	-524.05	-326.28	1	1	979.64
291	37	9656	0	nue	QE	CC	548.2	453.7	0.274	177.65	-149.39	138.66	1	1	36.21
291	37	10354	0	numu	RES	NC	3280.3	0.0	1.494	-340.24	-97.29	371.04	1	1	406.97
291	37	10354	1	nue	RES	CC	1349.4	1114.6	1.127	-4.08	-193.95	160.09	1	1	3.30
291	37	10354	2	numu	QE	CC	713.2	0.0	0.262	703.7	-64.04	-226.03	1	1	816.91
291	37	11789	0	nue	QE	CC	719.3	657.1	1.09	79.2	-182.23	195.83	1	1	2.11
291	37	11789	1	numu	RES	NC	900.7	0.0	0.767	31.63	-224.33	-449.57	1	1	648.59
291	42	410	0	nue	QE	CC	2398.0	2322.3	0.525	62.49	-4.12	249.28	1	2	88.12
291	42	410	1	numu	QE	CC	1053.1	943.2	1.506	-112.33	73.07	175.16	1	2	0.37
291	42	410	2	numu	MEC	CC	714.9	0.0	1.238	-140.03	-434.27	684.85	1	2	616.54
291	42	410	3	nue	QE	NC	1135.9	0.0	0.323	-496.85	-17.29	-28.59	1	2	444.68
291	42	3653	0	nue	RES	CC	1433.0	1229.6	1.183	171.15	37.44	240.09	1	1	0.21
291	42	4539	0	nue	QE	CC	629.7	460.4	1.215	97.46	10.55	4.28	1	1	6.02
291	42	4958	0	nue	QE	CC	1385.2	1325.6	1.404	143.34	178.23	0.51	1	1	0.49
291	42	6815	0	nue	QE	CC	1565.0	640.8	1.591	-16.35	161.01	439.68	1	1	1.23
291	42	7180	0	nue	QE	CC	993.6	771.1	0.253	143.73	119.02	73.72	1	1	0.19
291	42	7180	1	numu	QE	CC	1053.9	0.0	0.371	-293.65	10.07	-327.06	1	1	603.16
291	42	9911	0	nue	QE	CC	1206.4	1182.0	0.725	-110.53	-63.12	151.24	1	1	0.75
291	42	9911	1	numu	QE	CC	327.1	0.0	1.029	321.73	-454.16	685.79	1	1	790.45
291	42	10003	0	numu	RES	CC	2945.1	0.0	0.343	-625.46	-283.9	1154.82	1	1	1144.53
291	42	10003	1	numu	MEC	CC	758.6	18.0	0.762	-257.09	243.19	76.58	1	1	345.06
291	42	10003	2	nue	DIS	CC	2076.0	1440.2	0.75	-18.55	61.92	247.68	1	1	0.43
291	42	10350	0	nue	QE	CC	1151.8	26.2	1.178	201.98	-97.16	20.63	0	0	-1.00
291	45	526	0	numu	QE	NC	519.9	0.0	0.699	-236.96	-436.71	393.3	0	0	-1.00
291	45	526	1	nue	QE	CC	982.1	580.9	1.44	-124.99	110.36	454.39	0	0	-1.00
291	45	540	0	nue	MEC	CC	1435.9	1313.1	0.724	-30.29	-105.41	33.08	1	1	0.96
291	45	1571	0	nue	RES	CC	1383.0	335.4	1.08	-141.52	140.33	479.15	1	1	0.45
291	45	1571	1	numu	QE	CC	386.6	0.0	1.093	-133.45	-281.39	-281.22	1	1	869.07
291	45	1571	2	numu	QE	CC	849.0	0.0	0.219	73.96	-268.01	-292.7	1	1	898.97
291	45	1571	3	numu	QE	CC	1631.5	0.0	1.525	-49.57	-111.19	746.44	1	1	378.51
291	45	1832	0	nue	RES	CC	1975.0	1632.3	1.548	122.83	105.29	307.61	1	1	1.33
291	45	2138	0	numu	MEC	NC	736.7	0.0	0.595	-12.54	343.95	-409.24	1	1	955.41
291	45	2138	1	nue	RES	CC	2279.4	1004.0	0.889	123.28	4.78	474.35	1	1	0.77
291	45	3433	0	numu	QE	CC	387.9	0.0	0.803	-244.03	3.33	-439.64	1	1	542.83
291	45	3433	1	numu	QE	CC	1354.0	0.0	0.12	-41.38	-320.27	723.31	1	1	825.25
291	45	3433	2	nue	DIS	CC	1551.3	809.0	0.537	-138.43	169.58	65.64	1	1	0.63
291	45	3433	3	numu	QE	NC	449.7	0.0	0.336	303.19	-703.77	-243.08	1	1	1026.35
291	45	3460	0	nue	RES	CC	2592.9	1870.1	0.162	-13.81	21.63	187.64	1	1	0.62
291	45	3471	0	numu	QE	CC	412.4	0.0	0.675	694.53	-53.5	-322.08	1	1	1091.26
291	45	3471	1	nue	QE	CC	1076.1	123.1	1.271	9.65	195.26	491.05	1	1	1.24
291	45	4221	0	nue	MEC	CC	379.9	331.3	0.686	-53.18	-2.19	23.67	1	1	3.22
291	45	4221	1	numu	QE	CC	475.0	0.0	1.274	-573.33	35.74	103.48	1	1	528.25
291	45	6535	0	numu	QE	NC	559.4	0.0	1.589	-486.09	-510.74	965.7	1	1	1037.46
291	45	6535	1	nue	QE	CC	2656.4	2615.7	0.391	20.75	-8.55	212.44	1	1	0.24
291	45	9190	0	numu	DIS	CC	3443.0	0.0	0.167	530.77	-438.42	-767.47	1	1	1143.02
291	45	9190	1	nue	DIS	CC	1598.7	819.0	1.539	-185.08	-16.35	16.84	1	1	0.40
291	45	9852	0	nue	RES	CC	1006.1	961.4	1.577	139.4	-110.52	100.23	1	1	0.57
291	45	12214	0	numu	QE	NC	448.1	0.0	0.241	488.79	83.97	934.54	1	1	1016.31
291	45	12214	1	nue	QE	CC	739.4	376.1	1.126	-86.13	-184.66	139.84	1	1	1.29
291	52	93	0	nue	RES	CC	1925.5	1478.2	0.977	-44.04	45.5	275.84	1	1	69.91
291	52	1290	0	nue	QE	CC	999.0	650.7	0.53	-191.18	-66.46	486.22	1	1	0.55
291	52	1981	0	numu	QE	CC	316.1	0.0	0.443	-535.62	-170.27	141.83	1	1	702.43
291	52	1981	1	numu	MEC	CC	460.4	0.0	0.088	-474.63	1.84	-338.96	1	1	749.57
291	52	1981	2	nue	RES	CC	1247.1	1003.4	1.012	83.63	162.86	135.2	1	1	1.49
291	52	2953	0	nue	RES	CC	1399.3	782.6	0.512	-74.96	51.03	483.65	1	1	1.67
291	52	5271	0	nue	RES	CC	426.0	340.4	0.884	193.91	69.74	327.11	1	1	1.43
291	52	5987	0	numu	RES	CC	702.2	0.0	0.692	-626.39	-181.42	797.82	1	1	834.28
291	52	5987	1	numu	MEC	CC	696.1	0.0	0.847	47.6	-627.79	872.41	1	1	659.61
291	52	5987	2	nue	RES	CC	1483.2	1198.2	0.698	99.7	-185.8	387.24	1	1	2.19
291	52	6321	0	nue	QE	CC	505.5	482.9	1.484	-34.15	-149.91	86.41	1	1	1.03
291	52	6321	1	numu	RES	NC	3039.7	0.0	1.032	-1.87	-5.98	-347.65	1	1	459.24
291	52	6372	0	numu	QE	CC	298.4	0.0	0.65	164.24	-331.16	-493.45	1	2	750.92
291	52	6372	1	nue	QE	CC	772.3	550.6	0.607	108.88	-126.29	459.92	1	2	0.95
291	52	6372	2	numu	QE	CC	1296.5	903.3	1.314	23.72	89.85	111.86	1	2	0.93
291	52	7370	0	nue	RES	CC	2706.3	1888.8	0.945	19.27	177.73	385.5	1	1	2.82
291	52	7370	1	numu	QE	CC	576.4	0.0	1.556	-218.19	-513.08	-476.1	1	1	1127.80
291	52	8141	0	numu	QE	NC	564.2	0.0	0.562	-152.86	-453.2	920.38	1	1	576.93
291	52	8141	1	nue	QE	CC	347.8	147.0	0.755	-69.08	-184.5	416.3	1	1	1.91
291	52	9006	0	nue	MEC	CC	2194.3	2162.5	0.704	-144.82	73.53	66.68	1	1	0.78
291	52	11557	0	numu	QE	CC	507.2	0.0	0.687	-87.87	-511.34	64.28	1	1	456.32
291	52	11557	1	numu	QE	CC	260.0	0.1	1.393	374.78	-29.84	232.7	1	1	549.39
291	52	11557	2	nue	RES	CC	925.9	433.5	0.087	-169.81	-104.12	254.04	1	1	0.77
291	52	12313	0	nue	MEC	CC	2927.8	2689.6	1.431	50.74	82.33	213.97	1	1	0.77
291	52	12313	1	numu	QE	CC	764.1	0.0	1.187	629.74	156.96	918.97	1	1	915.70
291	69	3289	0	nue	RES	CC	2011.7	927.4	0.192	152.77	118.9	467.24	1	1	49.06
291	69	3289	1	numu	QE	CC	465.6	0.0	1.594	178.58	-247.92	576.12	1	1	403.46
291	69	7548	0	numu	RES	NC	2502.7	0.0	1.446	563.58	627.11	-467.0	1	1	973.37
291	69	7548	1	nue	MEC	CC	961.3	792.5	0.667	-37.47	75.8	62.66	1	1	1.41
291	69	11249	0	nue	RES	CC	2259.1	1956.0	0.943	65.79	115.2	323.7	1	1	1.23
291	69	11249	1	numu	QE	CC	444.5	0.7	0.877	-133.67	215.41	617.8	1	1	368.77
291	90	687	0	nue	QE	CC	1391.0	716.6	0.406	-77.67	193.27	118.07	1	1	1.96
291	90	2904	0	nue	QE	CC	5227.8	2313.3	1.096	-49.74	128.31	430.78	1	1	0.85
291	90	3899	0	numu	RES	CC	1082.0	0.4	0.314	-108.44	-228.83	-297.06	1	1	678.04
291	90	3899	1	nue	RES	CC	2210.3	1733.1	1.02	56.07	-159.02	356.99	1	1	2.04
291	90	5486	0	numu	QE	CC	707.3	0.0	0.944	-86.12	-163.73	955.07	1	1	638.42
291	90	5486	1	nue	QE	CC	423.4	670.5	0.698	19.93	96.47	364.49	1	1	40.10
291	90	5915	0	nue	DIS	CC	2445.9	2358.5	1.055	-142.63	140.63	265.93	1	1	0.56
291	90	8299	0	nue	RES	CC	2406.2	1577.3	0.73	30.26	154.5	301.83	1	1	16.74
291	90	8570	0	numu	RES	CC	1461.9	0.0	0.232	319.25	-469.25	591.83	1	1	769.14
291	90	8570	1	nue	QE	CC	645.7	303.6	1.165	142.28	183.64	221.34	1	1	2.16
291	90	11280	0	nue	QE	CC	998.2	986.8	0.159	-44.54	-90.43	135.45	1	1	0.67
291	90	11280	1	numu	QE	NC	456.1	0.0	0.335	-625.27	-400.32	311.76	1	1	681.82
291	90	11280	2	numu	QE	CC	596.9	0.0	1.206	160.57	-96.45	-325.9	1	1	505.14
291	90	12130	0	numu	QE	NC	666.6	0.0	0.24	-178.62	-345.25	-298.63	1	1	699.31
291	90	12130	1	nue	QE	CC	790.4	750.0	1.567	84.11	-164.69	322.65	1	1	1.21
292	11	124	0	nue	MEC	CC	900.0	792.4	0.174	-101.49	-159.87	9.77	1	1	1.16
292	11	2794	0	nue	RES	CC	2289.9	1710.1	0.752	-11.91	-100.56	328.87	1	1	3.05
292	11	4202	0	nue	RES	CC	2021.0	1851.4	0.592	85.5	-192.48	76.05	1	1	1.56
292	11	4202	1	numu	QE	NC	992.5	9.8	0.847	-114.93	-167.13	249.48	1	1	266.30
292	11	4551	0	nue	RES	CC	825.4	653.3	1.039	141.58	-162.45	365.5	1	1	0.40
292	11	4551	1	numu	QE	CC	401.7	12.2	1.449	173.98	-227.92	219.26	1	1	163.76
292	11	4551	2	numu	MEC	CC	739.4	0.0	0.297	211.45	-236.29	-300.24	1	1	673.70
292	11	5630	0	nue	QE	CC	329.7	243.9	1.06	163.33	-191.44	383.04	1	1	18.38
292	11	5693	0	nue	MEC	CC	1211.3	1074.2	0.253	-15.77	-8.49	146.54	1	1	1.37
292	11	7372	0	numu	RES	CC	5592.6	0.0	1.125	-102.09	-460.22	1830.47	1	1	1538.09
292	11	7372	1	numu	QE	CC	648.1	0.0	1.509	478.13	102.55	839.11	1	1	536.67
292	11	7372	2	nue	QE	CC	570.0	304.6	0.702	117.15	185.7	450.05	1	1	1.91
292	11	7380	0	nue	QE	CC	673.9	544.1	1.305	-167.26	143.93	420.65	1	1	0.11
292	11	7993	0	numu	QE	CC	411.9	0.0	1.114	225.2	-531.68	408.35	1	2	449.90
292	11	7993	1	numu	QE	CC	1120.2	527.5	1.454	-141.36	-163.53	391.94	1	2	0.31
292	11	7993	2	nue	QE	CC	526.6	476.2	0.809	81.19	-53.98	294.03	1	2	74.97
292	11	7993	3	numu	RES	NC	2049.4	0.0	0.37	-595.49	-109.44	194.18	1	2	498.38
292	11	7993	4	numu	QE	CC	401.4	0.0	0.689	677.26	-617.75	-398.97	1	2	1034.77
292	11	9329	0	numu	QE	CC	251.0	0.0	1.356	-640.47	-170.32	-356.13	1	1	949.00
292	11	9329	1	numu	QE	CC	346.7	0.0	0.848	-489.45	-120.96	302.37	1	1	573.71
292	11	9329	2	numu	QE	CC	513.6	0.0	0.616	116.33	-392.4	-318.21	1	1	796.18
292	11	9329	3	nue	RES	CC	2083.1	1848.4	1.584	12.07	156.09	252.63	1	1	3.02
292	11	11165	0	nue	DIS	CC	3588.3	798.0	0.437	109.12	164.28	458.63	1	1	3.60
292	11	11584	0	nue	RES	CC	1668.7	1506.6	1.564	-166.08	-29.4	265.98	1	1	21.17
292	15	312	0	nue	RES	CC	879.9	565.6	0.637	-163.07	4.59	296.72	1	1	0.15
292	15	312	1	numu	RES	CC	2654.9	0.0	0.09	603.93	-128.66	357.9	1	1	780.87
292	15	8217	0	nue	RES	CC	3226.7	2835.3	0.271	120.71	44.79	65.15	1	1	0.88
292	15	8217	1	numu	RES	NC	2129.8	0.0	0.666	557.06	-339.37	554.8	1	1	759.94
292	15	8398	0	numu	QE	CC	1322.9	0.0	0.445	-548.98	285.74	847.19	1	1	914.91
292	15	8398	1	nue	RES	CC	1913.2	1557.5	1.145	18.6	157.28	141.27	1	1	3.25
292	15	9805	0	nue	MEC	CC	1220.8	1007.3	0.271	-3.71	125.82	128.91	0	0	-1.00
292	20	793	0	numu	RES	CC	2494.0	0.0	0.46	236.49	-439.66	52.75	1	1	611.95
292	20	793	1	nue	DIS	CC	2314.7	1817.0	1.218	-197.23	-1.89	116.54	1	1	24.66
292	20	1399	0	nue	MEC	CC	999.2	955.4	0.538	30.56	-163.9	157.9	1	1	2.91
292	20	2424	0	numu	QE	NC	1835.3	0.0	0.53	-207.83	87.32	974.36	1	1	903.85
292	20	2424	1	nue	MEC	CC	761.9	781.5	0.746	27.0	129.82	101.7	1	1	1.55
292	20	4450	0	numu	RES	NC	2540.9	0.0	0.294	71.56	268.25	-361.65	1	1	808.98
292	20	4450	1	nue	DIS	CC	4029.8	2795.1	1.059	-0.53	124.79	421.11	1	1	13.51
292	20	4450	2	numu	RES	CC	649.3	0.0	0.302	-544.55	-623.75	461.62	1	1	915.90
292	20	4753	0	numu	QE	CC	918.3	0.0	0.289	-238.99	149.53	624.45	1	1	430.83
292	20	4753	1	nue	QE	CC	496.7	457.4	1.53	110.31	126.95	373.11	1	1	0.59
292	20	5939	0	numu	DIS	NC	1655.3	0.0	1.014	-17.7	492.0	-374.27	1	1	805.36
292	20	5939	1	nue	DIS	CC	1971.7	1816.2	0.92	-123.51	1.08	262.31	1	1	9.54
292	20	6688	0	numu	RES	CC	4159.6	0.0	0.658	627.71	-64.39	852.9	1	1	959.43
292	20	6688	1	nue	MEC	CC	2074.3	1488.0	0.469	-150.36	65.89	306.44	1	1	0.49
292	20	10695	0	numu	QE	CC	491.7	0.0	0.391	-440.66	-87.64	-334.36	1	1	738.20
292	20	10695	1	nue	QE	CC	620.3	505.4	1.49	-156.21	164.89	284.07	1	1	13.16
292	20	11081	0	numu	RES	CC	848.3	0.0	0.616	263.15	222.42	-297.75	1	1	684.43
292	20	11081	1	nue	QE	CC	358.0	327.8	0.845	147.28	-71.78	302.48	1	1	6.32
292	26	339	0	nue	MEC	CC	1983.7	1992.7	1.222	-178.22	58.04	143.11	1	1	3.79
292	26	1623	0	numu	QE	CC	1105.4	0.0	1.361	138.06	120.57	-280.08	0	0	-1.00
292	26	1623	1	numu	QE	NC	1093.0	0.0	0.765	-663.03	-75.62	670.78	0	0	-1.00
292	26	1623	2	nue	RES	CC	2052.0	202.7	1.347	199.67	-23.0	478.04	0	0	-1.00
292	26	1643	0	numu	MEC	NC	729.9	0.0	0.159	-53.3	-152.09	-421.32	1	1	511.53
292	26	1643	1	numu	RES	NC	510.7	0.0	0.898	-365.45	-375.15	120.41	1	1	588.38
292	26	1643	2	nue	MEC	CC	2313.6	2238.3	0.727	88.59	-8.08	47.21	1	1	1.31
292	26	1643	3	numu	QE	CC	1445.4	0.0	0.661	-669.5	-20.91	968.07	1	1	1191.88
292	26	3585	0	nue	MEC	CC	608.1	456.9	1.236	36.72	24.16	107.7	1	1	0.78
292	26	3585	1	numu	QE	NC	234.6	0.0	0.793	-668.81	589.01	-129.17	1	1	934.31
292	26	6046	0	nue	QE	CC	1227.9	975.9	0.425	105.76	-109.39	84.17	1	1	0.63
292	26	6046	1	numu	QE	NC	496.2	0.0	1.183	-45.15	420.41	-354.77	1	1	704.27
292	26	6733	0	numu	DIS	NC	3231.8	0.0	1.238	459.08	-0.59	-426.76	1	1	1109.79
292	26	6733	1	nue	QE	CC	966.7	755.0	1.59	-173.51	178.38	415.81	1	1	44.94
292	26	6733	2	numu	QE	NC	316.4	0.0	1.55	-635.01	404.31	430.14	1	1	503.13
292	26	7989	0	nue	QE	CC	3616.4	1676.4	0.748	190.12	-148.11	128.95	1	1	386.82
292	26	8039	0	nue	QE	CC	808.3	534.5	1.224	146.5	-13.41	296.59	1	1	43.12
292	26	8687	0	numu	QE	CC	491.2	0.0	0.479	-111.51	-487.39	126.49	1	1	770.42
292	26	8687	1	nue	MEC	CC	3004.1	329.9	0.247	-89.13	191.19	491.84	1	1	0.61
292	26	9241	0	numu	QE	CC	582.0	0.0	1.456	-480.81	-168.59	409.7	1	1	439.64
292	26	9241	1	nue	QE	CC	1365.5	1175.8	1.473	-109.23	44.78	304.67	1	1	1.81
292	26	10658	0	nue	DIS	CC	2226.3	1641.9	0.506	-43.53	108.31	315.98	1	1	1.97
292	26	10709	0	nue	QE	CC	1245.3	726.1	0.963	-200.59	178.7	400.25	1	1	0.82
292	26	10709	1	numu	QE	CC	445.0	0.0	0.221	226.89	-531.1	235.7	1	1	845.29
292	26	11557	0	nue	RES	CC	1916.7	1190.1	0.888	-161.6	134.87	418.79	1	1	0.27
292	26	11863	0	nue	RES	CC	3330.5	2727.8	0.138	-83.81	189.6	101.63	1	1	3.03
292	26	11863	1	numu	DIS	CC	3006.6	0.0	1.273	-493.57	-323.95	1143.44	1	1	1229.15
292	41	2895	0	numu	RES	CC	6184.7	0.0	1.045	70.44	-37.27	-1689.18	1	1	1740.31
292	41	2895	1	nue	RES	CC	2160.7	1562.3	0.422	35.55	170.2	36.72	1	1	2.19
292	41	3222	0	nue	RES	CC	1618.3	1400.7	0.855	7.07	-11.63	1.56	1	1	4.71
