event	cluster	raw_near	raw_mid	raw_contrast	fit_near	fit_mid	fit_contrast	raw_contrast_entry
039349_58	35	6.97e+04	6.997e+04	0.9961	3.84e+04	4.59e+04	0.8367	2.041
039349_58	59	2.559e+04	5.283e+04	0.4843	3.955e+04	5.095e+04	0.7762	2.108
039349_58	60	9.462e+04	3.951e+04	2.395	5.091e+04	4.73e+04	1.076	4.029
039349_59	20	1.722e+05	1.196e+05	1.439	1.277e+05	6.005e+04	2.127	0.395
039349_59	27	5.071e+04	9.544e+04	0.5313	3.358e+04	5.909e+04	0.5683	1.903
039349_59	58	1.316e+05	5.33e+04	2.469	7.635e+04	4.189e+04	1.823	1.123
039349_59	60	4.084e+04	8.218e+04	0.4969	4.711e+04	6.603e+04	0.7134	4.661
039349_5	55	1.27e+05	5.805e+04	2.187	2.251e+04	5.683e+04	0.3961	0.9215
039349_5	64	1.869e+05	7.706e+04	2.426	4.97e+04	6.974e+04	0.7126	1.737
039349_62	23	3.629e+04	5.784e+04	0.6274	4.4e+04	5.629e+04	0.7817	1.327
039349_62	28	6.061e+04	4.441e+04	1.365	6.552e+04	5.87e+04	1.116	2.139
039349_62	32	6.667e+04	6.958e+04	0.9581	5.862e+04	5.44e+04	1.078	0.7102
039349_62	49	2.454e+05	6.35e+04	3.864	1.16e+05	5.596e+04	2.072	1.771
039349_62	51	3.411e+04	6.752e+04	0.5052	2.684e+04	4.1e+04	0.6547	1.294
039349_62	64	4.628e+04	3.255e+04	1.422	3.691e+04	4.777e+04	0.7727	2.896
039349_62	67	2.543e+05	4.918e+04	5.17	4.431e+04	5.242e+04	0.8452	1.541
039349_62	74	2.217e+05	7.772e+04	2.853	5.68e+04	4.978e+04	1.141	2.707
039349_63	23	2.336e+04	6.609e+04	0.3534	2.399e+04	5.618e+04	0.427	1.004
039349_63	51	2.209e+05	6.693e+04	3.3	5.174e+04	4.707e+04	1.099	1.852
039349_63	52	8.708e+04	3.73e+04	2.334	4.708e+04	4.523e+04	1.041	2.025
039349_64	28	2.427e+04	3.047e+04	0.7965	4.904e+04	5.58e+04	0.879	1.551
039349_64	62	7284	4.011e+04	0.1816	6712	4.396e+04	0.1527	4.049
039349_65	32	3.513e+04	1.349e+04	2.604	9548	3.878e+04	0.2462	0.7049
039349_65	38	8.854e+04	7002	12.65	5.691e+04	2.614e+04	2.177	2.684
039349_66	25	6.35e+04	5.553e+04	1.144	4.851e+04	5.82e+04	0.8336	1.2
039349_66	28	6.248e+04	1.097e+05	0.5697	5.446e+04	5.492e+04	0.9918	0.544
039349_66	65	5.742e+04	5.044e+04	1.138	3.872e+04	4.922e+04	0.7866	1.121
039349_66	66	1.046e+05	5.049e+04	2.072	8.564e+04	5.454e+04	1.57	1.568
039349_66	72	2.381e+05	3.146e+04	7.568	6.055e+04	3.178e+04	1.906	1.417
039349_66	79	8.869e+04	3.466e+04	2.559	4.757e+04	3.42e+04	1.391	3.337
039349_67	33	8.317e+04	5.964e+04	1.394	6.724e+04	6.734e+04	0.9985	1.636
039349_67	35	4.452e+04	3260	13.66	2.217e+04	2.615e+04	0.848	2.051
039349_67	38	2.27e+04	9.73e+04	0.2333	1.569e+04	6.089e+04	0.2577	2.152
039349_67	67	8.756e+04	1.207e+05	0.7253	4.956e+04	5.619e+04	0.8819	2.189
039349_68	27	2.767e+04	1.014e+05	0.2728	1.819e+04	6.383e+04	0.285	3.628
039349_68	47	4.686e+04	2.934e+04	1.597	4.165e+04	4.75e+04	0.8767	1.956
039349_68	53	4.807e+04	1550	31.01	3.229e+04	2.122e+04	1.522	0.5246
039349_68	62	1.013e+05	4.517e+04	2.242	6.924e+04	4.462e+04	1.552	1.71
039349_6	68	7.612e+04	4.088e+04	1.862	1.992e+04	4.64e+04	0.4294	3.501
039349_6	76	1.063e+05	3.254e+04	3.268	5.031e+04	4.235e+04	1.188	0.7284
039349_70	44	2.155e+04	4.654e+04	0.463	4.196e+04	4.518e+04	0.9287	1.04
039349_71	28	7.381e+04	1.412e+04	5.229	6.502e+04	4.814e+04	1.351	1.298
039349_71	37	3.927e+04	1.613e+04	2.434	2.585e+04	2.103e+04	1.229	9.802
039349_71	43	1.26e+05	4.806e+04	2.623	8.314e+04	6.212e+04	1.338	0.9219
039349_72	11	1.152e+05	5.84e+04	1.972	5.334e+04	5.753e+04	0.9272	1.805
039349_72	12	6410	3.759e+04	0.1705	4.308e+04	4.608e+04	0.9349	0.361
039349_72	19	1.077e+05	4.845e+04	2.224	7.247e+04	5.456e+04	1.328	0.2547
039349_72	45	1.802e+05	4.833e+04	3.729	4.938e+04	4.007e+04	1.232	1.162
039349_72	67	3361	2.933e+04	0.1146	1.793e+04	1.462e+04	1.226	3.193
039349_73	28	2.28e+04	5.862e+04	0.3889	3.156e+04	5.258e+04	0.6002	1.441
039349_73	29	7.125e+04	7.221e+04	0.9867	4.236e+04	4.849e+04	0.8736	2.046
039349_73	73	1.287e+05	4.133e+04	3.115	9.685e+04	4.659e+04	2.079	1.519
039349_74	31	2.329e+04	5.194e+04	0.4483	2.425e+04	4.65e+04	0.5215	1.183
039349_74	50	1.036e+05	5.245e+04	1.976	4.51e+04	4.867e+04	0.9267	1.4
