evt	tag	newtag	verdict	dist_cm	old_vid	new_vid
172762	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	15001	15001
172850	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1801	12002	12002
173049	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2331	9010	9010
173108	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0711	25002	25002
173340	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	7003	7003
173912	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4525	2003	2021
174352	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7509	11001	11001
174661	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1435	7002	7002
174771	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3275	15003	15003
175094	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2000	5002	5002
175117	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6150	17003	17003
175814	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1090	11002	11002
175952	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4969	10005	10005
176810	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	13002	13002
176948	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5578	20002	20002
177149	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4051	14002	14002
177521	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4689	8040	8002
177536	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0910	77017	77017
177961	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4800	11003	11004
178388	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2518	6013	6002
178570	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.9389	19003	19003
178885	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3070	9001	9001
179054	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1561	22001	22001
179611	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3464	10002	10002
179752	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3363	15002	15002
179765	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1210	4003	4003
179897	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1278	24002	24002
180544	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1543	10005	10005
236610	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.9899	12002	12003
237446	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6068	12005	12005
240372	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3692	16006	16006
241626	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.7856	13001	13001
242000	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	2.3261	14003	14003
242550	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1986	14003	14004
242726	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2454	20002	20002
242814	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1476	10029	10003
243628	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3751	15003	15003
275231	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.2702	6002	6002
277123	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	8001	8001
279977	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.1501	15002	15002
280351	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2093	10002	10002
281985	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4553	17002	17002
282749	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.8622	17006	17023
283299	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	11003	11003
283568	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3143	18002	18002
283591	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0745	14002	14002
284206	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1794	10007	10007
285350	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4561	18002	18002
285680	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5031	37013	37013
286489	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2342	13002	13002
287770	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7476	20002	20002
288012	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.4507	10023	10023
289246	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0247	16002	16002
289464	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5552	11002	11002
290542	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.6915	6001	6001
290588	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7529	14003	14003
292370	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1323	17002	17002
292524	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0469	9002	9002
292568	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1374	9003	9003
292722	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5705	10004	10004
292788	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5406	13002	13002
292810	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.0965	2004	2008
293734	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2584	12002	12002
294174	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5387	16002	16002
315955	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0800	17002	17002
316811	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.4092	8036	8036
319871	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5911	29019	29019
320485	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0664	19002	19002
321015	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3889	16049	16049
321629	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3080	10003	10003
321741	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2169	16004	48009
321895	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.7436	7008	7004
322135	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.7032	15029	15029
322181	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2275	8002	8002
322269	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1101	7002	7002
322861	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.9718	10005	10005
323125	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4869	12004	12004
347384	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0857	15002	15002
348594	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6331	16002	16002
348682	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	11001	11001
349056	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	5.3108	12002	12003
351564	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0577	11002	11002
352202	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3162	14002	14002
352796	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2797	10011	10011
355238	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4391	5003	5003
389225	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1138	9004	9004
390216	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4905	13003	13003
390391	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7346	4001	4002
390743	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	4.5183	17004	17005
390942	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.1665	13001	13002
391415	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1873	11002	11002
391513	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0377	8009	8001
391899	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5224	5002	5003
392009	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2089	6002	6002
392327	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1175	14002	14002
392527	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.5538	13003	13003
392649	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	7001	7001
392988	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1955	14003	14003
393089	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2637	19001	19001
393485	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0810	4002	4002
393538	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7250	8002	8002
393758	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1229	17002	17002
393935	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	16001	16001
395012	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0562	10005	10003
395033	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0344	10003	10003
395089	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4680	21004	21004
395209	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.3632	4001	4001
395298	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.2146	56020	56016
395443	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3475	5003	5003
395573	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3055	10002	10002
395870	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3530	16002	16002
396805	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2906	6002	6002
396927	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2075	15004	15003
396971	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	3.8356	10003	10003
397103	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.5993	8002	8021
397190	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	10001	10001
397401	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2169	16005	16005
397599	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1932	22002	22002
397630	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.2095	15002	15002
398181	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7919	37024	37024
398313	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1532	8002	8002
399061	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	9001	9001
399303	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3132	14002	14002
400029	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1602	15004	15004
400117	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0783	15002	15002
400251	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	3.1837	17003	17006
402077	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3918	15003	15003
402209	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1324	7002	7002
403397	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0872	8002	8002
404189	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3590	5002	5002
405201	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2730	20001	20001
406147	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	2.1526	22011	22002
408326	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5867	21003	21003
408678	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.7397	14003	14003
409140	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6968	13004	13002
409906	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3980	13041	13006
410680	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.8171	11003	11006
410698	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5795	13002	13002
412396	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.3528	19002	19002
414200	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1251	6002	6002
417496	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	19002	19002
474370	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	8001	8001
478088	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6670	22015	22015
478220	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.0000	17001	17001
478374	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	broken	3.9895	12002	12002
478594	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.4326	9002	9002
478638	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7982	5001	5001
480728	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.7306	11002	11002
480970	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.7027	10003	10003
494297	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	loose	1.2113	10013	10003
495199	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.6744	37010	37011
497553	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2706	12010	12003
498851	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.2581	11002	11002
499115	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1045	6003	6003
500149	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1196	17002	17002
502525	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.5944	19003	19003
502921	vtxscan-mcp2k-auto	vtxscan-vtx105-mcp2k-auto	carried	0.1179	10004	10004
49742	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	16000	16000
56180	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	loose	1.9813	18048	18048
57709	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	13002	13002
71022	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0331	16001	16001
71778	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	21001	21001
71872	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.2961	13004	13004
73838	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	loose	1.0933	13002	13013
75206	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	loose	1.3646	10003	10003
75678	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	15001	15001
79616	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	18001	18001
93776	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	9001	9001
94678	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	8001	8001
99959	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	13001	13001
99966	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	loose	1.6856	17002	17002
100322	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	16001	16001
158227	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	11001	11001
163309	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	19001	19001
166295	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	loose	1.8378	19002	19002
169221	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	67007	67007
170428	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0308	14002	14002
170585	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.1399	11002	11002
172177	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.5716	7003	7003
173450	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	broken	3.6194	14000	13002
177068	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.5500	5001	5001
178350	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	15001	15001
178645	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	loose	2.3463	15002	15009
179369	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	17001	17001
242484	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	9001	9001
280159	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.7552	12001	12001
293536	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.7648	15002	15002
316987	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.3604	9001	9002
347824	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.7636	24003	24003
396157	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	3001	3001
398268	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	loose	1.5487	15002	15002
401197	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	9001	9001
406367	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.9702	12000	12000
414240	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.4520	17002	17002
417100	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	25002	25002
481014	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	carried	0.0000	52012	52012
501711	vtxscan-mcp2k-ragree	vtxscan-vtx105-mcp2k-ragree	broken	4.0380	13002	13001
