run	event	kind	theta	ntrack	anode	face	slice	nblob0	nghost0	nblob	nghost	nsoft	q_true0	q_true	q_reco	wmax0_u	wmax0_v	wmax0_w	wmax_u	wmax_v	wmax_w	wmean_u	wmean_v	wmean_w
1	3	iso	2.0	1	4	0	604	192	82	63	24	32	404753.0680004414	178683.87534608226	391052.6984446049	20	17	20	20	17	20	9.6	9.0	8.3
1	3	iso	2.0	1	4	0	605	209	96	65	29	33	420267.03622349724	321225.8785029352	390164.0215649605	20	20	20	20	20	20	10.0	9.3	7.1
1	3	iso	2.0	1	4	0	606	194	73	72	23	28	408427.41089135525	298492.27511286736	391557.9618333243	20	20	18	20	20	18	10.4	9.3	8.9
1	3	iso	2.0	1	4	0	607	215	91	69	26	29	405760.99937621504	156923.70556541532	392106.65266355505	20	18	19	19	17	19	9.7	7.4	8.1
1	3	iso	2.0	1	4	0	608	231	111	69	36	37	405987.03087449074	306442.08227932453	387767.8021263034	20	20	20	19	20	20	8.9	8.7	6.6
1	3	iso	2.0	1	4	0	609	200	104	42	14	17	404132.3544148654	200484.49369554222	387659.7735631317	20	18	20	20	18	20	12.3	9.4	9.4
1	3	iso	2.0	1	4	0	610	205	96	75	21	23	403929.1894364059	383606.58831197023	385993.81756161153	20	19	20	20	19	18	11.2	9.8	8.4
1	3	iso	2.0	1	4	0	611	132	51	58	18	20	402543.7809229195	299003.47924879193	393436.7152842283	20	20	20	19	20	20	10.1	10.9	9.2
1	3	iso	2.0	1	4	0	612	75	22	41	4	5	399792.3199607134	182143.28849554062	388302.14506149304	19	20	19	19	20	19	11.7	13.1	11.4
1	3	iso	2.0	1	4	0	613	70	32	30	8	9	392472.58140558004	309469.44700184464	348803.61965608597	20	19	17	20	16	17	12.4	10.2	9.2
1	3	iso	2.0	1	4	0	614	67	47	38	20	24	229157.8874342658	229150.86105795205	194431.23299013078	19	19	16	19	18	16	8.4	7.8	6.1
1	3	iso	2.0	1	4	0	615	51	46	25	21	24	13510.025671559386	13510.01742362976	44323.34397825599	13	20	20	13	20	20	5.8	7.4	3.8
1	3	iso	2.0	1	4	0	616	30	30	24	24	24	0.0	0.0	829.972836971283	10	9	3	10	9	3	3.8	3.9	1.9
1	3	iso	2.0	1	4	0	617	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0
1	3	iso	2.0	1	6	0	579	36	36	33	33	33	0.0	0.0	0.0	7	5	3	7	5	3	2.6	2.0	1.5
1	3	iso	2.0	1	6	0	580	26	24	24	22	24	594.0683840680867	594.0683840680867	19214.968710392714	15	13	13	15	13	13	6.9	6.4	4.0
1	3	iso	2.0	1	6	0	581	65	55	36	28	33	87028.97145801783	87028.87790252268	138584.4946038425	20	18	20	20	18	20	8.9	7.0	4.2
1	3	iso	2.0	1	6	0	582	86	57	52	37	40	357058.4722869368	164747.71576929325	318754.3386967182	18	18	20	18	18	20	6.5	7.9	5.5
1	3	iso	2.0	1	6	0	583	106	56	52	25	32	401040.2296328554	392890.2344160611	387301.7504209578	19	17	17	19	17	17	10.0	8.9	7.1
1	3	iso	2.0	1	6	0	584	168	74	79	33	38	407409.02092114044	403370.8013420156	392496.0162963048	20	19	20	20	19	20	9.1	7.9	7.4
1	3	iso	2.0	1	6	0	585	220	93	64	27	29	417305.6253099416	365580.52359187603	394050.333030032	20	20	20	19	19	18	8.0	9.5	7.3
1	3	iso	2.0	1	6	0	586	188	64	61	23	28	420367.19890646636	282697.7304073572	391922.164188385	20	20	19	20	20	19	11.3	9.8	7.5
1	3	iso	2.0	1	6	0	587	227	115	61	27	29	406091.21181892743	99828.39376750635	389954.6733326316	20	19	20	20	19	20	11.9	9.4	6.9
1	3	iso	2.0	1	6	0	588	258	118	76	29	30	407574.89011392806	165996.10729853064	392668.8829087075	20	20	20	20	19	20	8.1	9.7	8.0
1	3	iso	2.0	1	6	0	589	167	71	58	19	23	405514.86944904923	220188.03427398205	392173.633772403	20	20	20	20	20	20	9.8	10.7	8.4
1	3	iso	2.0	1	6	0	590	127	59	50	14	15	404147.76781123877	304616.152667433	389616.94195246696	20	20	20	20	20	20	9.9	11.0	9.6
1	3	iso	2.0	1	6	0	591	106	65	31	8	12	400092.0053046644	130737.55242955685	376582.6671149731	20	20	18	20	20	18	10.1	12.5	9.3
1	3	iso	2.0	1	6	0	592	71	44	26	13	15	340783.4514877051	311491.55225771666	277857.7407105565	19	20	18	19	20	18	12.0	12.2	7.3
1	3	iso	2.0	1	6	0	593	45	38	19	15	16	66551.90126183629	66189.58899116516	92736.32871872187	18	19	20	18	19	20	7.4	7.0	4.7
1	3	iso	2.0	1	6	0	594	50	47	28	25	26	284.6578449346125	284.6578449346125	5836.0503187179565	14	17	5	14	17	5	5.3	5.9	1.8
1	3	iso	2.0	1	6	0	595	4	4	1	1	1	0.0	0.0	0.0	4	7	1	4	7	1	4.0	7.0	1.0
1	4	iso	5.0	1	5	0	215	3	3	3	3	3	0.0	0.0	0.0	4	6	3	4	6	3	3.0	3.7	1.7
1	4	iso	5.0	1	5	0	216	5	5	5	5	5	0.0	0.0	4824.73356628418	5	6	4	5	6	4	3.0	3.2	2.2
1	4	iso	5.0	1	5	0	217	3	2	3	2	2	13731.0087890625	13731.0087890625	49397.447315216064	5	13	9	5	13	9	5.0	7.3	6.3
1	4	iso	5.0	1	5	0	218	3	1	3	1	2	156434.61576937092	156434.61576937092	135748.38360595703	7	17	12	7	17	12	6.0	10.3	7.7
1	4	iso	5.0	1	5	0	219	4	2	4	2	2	174843.57421875	174843.57421875	173519.48046875	8	14	14	8	14	14	7.0	9.2	8.0
1	4	iso	5.0	1	5	0	220	4	2	4	2	2	174907.34375	174907.34375	174582.5322265625	8	15	14	8	15	14	6.8	9.8	8.5
1	4	iso	5.0	1	5	0	221	5	3	5	3	3	174732.328125	174732.328125	172501.16993236542	9	17	10	9	17	10	7.6	13.0	6.2
1	4	iso	5.0	1	5	0	222	7	5	5	3	3	174713.63671875	174713.63671875	175981.62396240234	10	17	16	10	17	16	9.2	10.8	8.4
1	4	iso	5.0	1	5	0	223	6	4	6	4	4	174672.6484375	174672.6484375	176404.34591674805	9	15	16	9	15	16	7.5	8.2	8.3
1	4	iso	5.0	1	5	0	224	4	2	4	2	2	174777.8203125	174777.8203125	174757.80583286285	10	16	16	10	16	16	9.5	12.8	11.0
1	4	iso	5.0	1	5	0	225	6	3	5	2	3	174700.3663330078	174700.3663330078	175979.01235961914	10	20	14	10	20	14	9.4	11.6	8.6
1	4	iso	5.0	1	5	0	226	7	2	7	2	2	174821.84632873535	174821.84632873535	172569.98852539062	6	20	12	6	20	12	3.9	14.9	8.9
1	4	iso	5.0	1	5	0	227	4	2	4	2	3	174544.99165344238	174544.99165344238	172457.2578125	10	20	19	10	20	19	10.0	13.2	11.5
1	4	iso	5.0	1	5	0	228	7	5	5	3	3	174458.3359375	174458.3359375	174029.93789672852	9	20	14	9	20	14	6.8	11.4	6.2
1	4	iso	5.0	1	5	0	229	5	3	5	3	3	174263.76513671875	174263.76513671875	174844.5636794567	7	19	13	7	19	13	4.8	9.6	6.0
1	4	iso	5.0	1	5	0	230	3	1	3	1	1	174342.96484375	174342.96484375	170967.60045337677	8	16	10	8	16	10	8.0	15.3	7.7
1	4	iso	5.0	1	5	0	231	2	0	2	0	1	172800.83128356934	172800.83128356934	147543.31640625	7	15	10	7	15	10	7.0	15.0	9.5
1	4	iso	5.0	1	5	0	232	2	0	2	0	1	60638.430672228336	60638.430672228336	66098.4228515625	7	14	9	7	14	9	7.0	13.0	8.5
1	4	iso	5.0	1	5	0	233	3	2	3	2	3	20.53627586364746	20.53627586364746	9892.992736816406	6	9	6	6	9	6	6.0	5.7	5.3
1	4	iso	5.0	1	5	0	234	3	3	3	3	3	0.0	0.0	0.0	4	6	5	4	6	5	3.0	3.3	3.0
1	4	iso	5.0	1	5	1	229	2	2	0	0	0	0.0	0.0	0.0	6	6	1	0	0	0	0.0	0.0	0.0
1	4	iso	5.0	1	5	1	231	1	1	0	0	0	0.0	0.0	0.0	7	9	1	0	0	0	0.0	0.0	0.0
1	4	iso	5.0	1	5	1	232	1	1	0	0	0	0.0	0.0	0.0	7	9	1	0	0	0	0.0	0.0	0.0
1	4	iso	5.0	1	5	1	233	1	1	0	0	0	0.0	0.0	0.0	6	8	1	0	0	0	0.0	0.0	0.0
1	4	iso	5.0	1	5	1	234	2	2	0	0	0	0.0	0.0	0.0	3	3	1	0	0	0	0.0	0.0	0.0
1	4	iso	5.0	1	7	0	231	1	1	1	1	1	0.0	0.0	0.0	3	12	5	3	12	5	3.0	12.0	5.0
1	4	iso	5.0	1	7	0	232	4	4	4	4	4	0.0	0.0	10631.049926757812	4	12	7	4	12	7	2.5	8.5	5.5
1	4	iso	5.0	1	7	0	233	5	2	5	2	2	43693.42309562862	43693.42309562862	73011.94066619875	4	17	10	4	17	10	2.8	9.6	6.6
1	4	iso	5.0	1	7	0	234	5	2	5	2	2	170601.92234802246	170601.92234802246	151108.8017578125	6	15	11	6	15	11	4.0	11.8	8.4
1	4	iso	5.0	1	7	0	235	3	1	3	1	1	174235.6171875	174235.6171875	171470.7265625	9	16	16	9	16	16	9.0	13.3	10.7
1	4	iso	5.0	1	7	0	236	6	4	5	3	3	174142.326171875	174142.326171875	175397.6870918274	8	19	16	8	19	16	6.4	9.0	7.4
1	4	iso	5.0	1	7	0	237	10	7	8	5	6	174020.12129933998	174020.12129933998	173633.77173423767	10	16	16	10	16	16	7.8	6.5	6.6
1	4	iso	5.0	1	7	0	238	6	4	5	3	3	173978.72265625	173978.72265625	175315.9251680374	9	19	18	9	19	18	8.2	11.2	8.0
1	4	iso	5.0	1	7	0	239	7	3	7	3	3	174368.60162353516	174368.60162353516	175005.86977386475	8	18	17	8	18	17	4.9	13.4	9.9
1	4	iso	5.0	1	7	0	240	4	1	4	1	3	173814.59042549133	173814.59042549133	171918.3135986328	9	18	18	9	18	18	7.0	13.0	10.2
1	4	iso	5.0	1	7	0	241	12	8	12	8	8	174071.41967391968	174071.41967391968	173314.28890419012	7	17	14	7	17	14	3.5	7.8	5.7
1	4	iso	5.0	1	7	0	242	4	2	4	2	2	173796.89453125	173796.89453125	175306.35426044464	6	17	14	6	17	14	6.0	13.5	8.0
1	4	iso	5.0	1	7	0	243	8	3	4	1	1	173896.45229168236	173556.86708660424	172031.580078125	7	18	16	7	18	16	5.5	11.2	9.2
1	4	iso	5.0	1	7	0	244	7	4	7	4	5	173956.44180126308	173956.44180126308	173483.48033428192	10	15	15	10	15	15	7.7	8.0	6.4
1	4	iso	5.0	1	7	0	245	9	6	7	4	5	173812.40397838643	173812.40397838643	170619.04422187805	10	16	15	10	16	15	7.3	7.4	6.6
1	4	iso	5.0	1	7	0	246	23	18	21	16	17	173845.22289844882	173845.22289844882	174259.75643980503	8	13	13	8	13	13	3.5	4.3	3.8
1	4	iso	5.0	1	7	0	247	5	3	5	3	3	173700.015625	173700.015625	174446.41528320312	9	18	16	9	18	16	8.2	11.8	8.2
1	4	iso	5.0	1	7	0	248	6	4	4	2	2	173482.421875	173482.421875	173647.5625	10	17	18	10	17	18	8.5	11.0	10.5
1	4	iso	5.0	1	7	0	249	7	4	7	4	5	173399.06301647052	173399.06301647052	171937.3244819641	10	19	16	10	19	16	6.9	8.4	6.3
1	4	iso	5.0	1	7	0	250	5	3	5	3	3	173486.9609375	173486.9609375	172925.6971435547	10	16	16	10	16	16	9.0	10.2	9.6
1	4	iso	5.0	1	7	0	251	7	5	7	5	5	173357.40625	173357.40625	174185.5191473961	8	13	14	8	13	14	6.9	7.7	6.7
1	4	iso	5.0	1	7	0	252	9	6	9	6	7	173189.56995204743	173189.56995204743	175101.92558288574	9	15	16	9	15	16	5.9	6.7	4.8
1	4	iso	5.0	1	7	0	253	8	6	7	5	5	173406.5703125	173406.5703125	175250.2788772583	10	19	15	10	19	15	6.6	7.7	6.1
1	4	iso	5.0	1	7	0	254	5	3	5	3	3	173480.484375	173480.484375	171374.77534484863	10	16	17	10	16	17	9.2	9.6	10.0
1	4	iso	5.0	1	7	0	255	4	2	4	2	2	173271.55078125	173271.55078125	172177.1986541748	10	19	19	10	19	19	10.0	16.0	9.8
1	4	iso	5.0	1	7	0	256	3	1	3	1	1	173079.9766845703	173079.9766845703	174592.50390625	8	18	17	8	18	17	8.0	16.0	11.7
1	4	iso	5.0	1	7	0	257	12	8	9	6	7	173432.05783081055	173224.82983398438	186931.48345947266	7	17	10	7	17	10	5.0	10.0	5.1
1	4	iso	5.0	1	7	0	258	8	6	8	6	6	173087.1875	173087.1875	169346.80136108398	8	17	13	8	17	13	5.1	7.0	4.4
1	4	iso	5.0	1	7	0	259	7	5	7	5	6	173004.21017456055	173004.21017456055	173565.93271827698	10	20	17	10	20	17	6.4	8.3	6.0
1	4	iso	5.0	1	7	0	260	4	0	4	0	1	172836.5830417946	172836.5830417946	173103.0772705078	9	14	15	9	14	15	9.0	13.2	11.5
1	4	iso	5.0	1	7	0	261	10	6	8	4	4	173122.08474731445	173122.08474731445	177483.34324645996	8	19	12	8	19	12	4.5	13.4	6.9
1	4	iso	5.0	1	7	0	262	6	3	5	2	2	173088.56814092398	173088.56814092398	173185.71060943604	9	15	15	9	15	15	8.8	10.8	8.4
1	4	iso	5.0	1	7	0	263	7	5	5	3	3	172939.93359375	172939.93359375	173540.09454345703	8	15	15	8	15	15	7.2	9.4	7.6
1	4	iso	5.0	1	7	0	264	4	0	4	0	1	172973.45787566187	172973.45787566187	173713.19775390625	9	14	15	9	14	15	9.0	13.5	11.8
1	4	iso	5.0	1	7	0	265	7	3	6	2	4	172888.56508789188	172888.56508789188	173247.47607803345	10	14	14	10	14	14	8.5	10.2	7.8
1	4	iso	5.0	1	7	0	266	7	4	6	3	4	172790.10040283203	172790.10040283203	173552.11279678345	9	11	13	9	11	13	7.0	8.2	7.2
1	4	iso	5.0	1	7	0	267	10	8	5	3	3	172734.8046875	172734.8046875	172152.3860721588	10	16	11	10	16	11	8.6	10.2	6.4
1	4	iso	5.0	1	7	0	268	14	10	10	7	8	172727.62294846307	172727.6194741577	171452.71603870392	10	12	14	10	12	14	6.4	5.2	4.5
1	4	iso	5.0	1	7	0	269	18	14	16	12	12	173049.07529449463	173049.07529449463	173596.64639663696	8	15	12	8	15	12	3.6	5.8	4.2
1	4	iso	5.0	1	7	0	270	6	4	5	3	3	172644.16796875	172644.16796875	172419.13409733772	7	17	16	7	17	16	6.8	10.2	7.6
1	4	iso	5.0	1	7	0	271	5	3	5	3	3	172371.28271484375	172371.28271484375	173056.15762519836	7	19	17	7	19	17	6.8	9.6	8.8
1	4	iso	5.0	1	7	0	272	6	3	6	3	4	172303.90255380294	172303.90255380294	173389.27508988976	10	20	18	10	20	18	7.5	9.8	6.5
1	4	iso	5.0	1	7	0	273	5	2	5	2	2	172680.3427734375	172680.3427734375	172695.57972717285	9	18	13	9	18	13	9.0	12.2	8.8
1	4	iso	5.0	1	7	0	274	5	3	5	3	3	172505.890625	172505.890625	171621.09991455078	10	19	17	10	19	17	8.4	12.0	7.8
1	4	iso	5.0	1	7	0	275	17	11	13	7	7	172925.58976364136	172925.58976364136	175770.37506103516	6	18	15	6	18	15	2.8	10.5	6.5
1	4	iso	5.0	1	7	0	276	13	8	12	7	8	172718.51193825994	172718.51193825994	175542.86897528172	9	15	15	9	15	15	4.1	7.8	6.0
1	4	iso	5.0	1	7	0	277	3	1	3	1	1	172151.45166015625	172151.45166015625	172950.431640625	9	20	18	9	20	18	9.0	17.3	12.7
1	4	iso	5.0	1	7	0	278	8	6	8	6	6	172299.92578125	172299.92578125	172495.23635196686	10	16	15	10	16	15	7.1	8.8	5.4
1	4	iso	5.0	1	7	0	279	5	3	5	3	3	172283.30859375	172283.30859375	172319.9485168457	10	17	17	10	17	17	8.8	11.6	8.0
1	4	iso	5.0	1	7	0	280	6	4	6	4	4	172291.203125	172291.203125	172020.47127985954	9	16	16	9	16	16	7.3	9.0	6.8
1	4	iso	5.0	1	7	0	281	9	4	8	3	4	172446.56563581762	172446.56563581762	171544.8288040161	7	14	14	7	14	14	4.0	11.0	8.6
1	4	iso	5.0	1	7	0	282	6	4	5	3	3	172064.734375	172064.734375	174603.3139629364	9	18	17	9	18	17	6.0	9.0	8.0
1	4	iso	5.0	1	7	0	283	4	1	4	1	3	171805.04170663655	171805.04170663655	173064.53762817383	9	19	18	9	19	18	9.0	12.8	11.0
1	4	iso	5.0	1	7	0	284	14	9	14	9	10	172035.43841487914	172035.43841487914	170119.39193344116	7	19	14	7	19	14	3.3	7.0	5.1
1	4	iso	5.0	1	7	0	285	13	9	13	9	9	172283.43328857422	172283.43328857422	171966.68798959255	7	19	15	7	19	15	3.5	8.2	5.2
1	4	iso	5.0	1	7	0	286	9	5	7	3	4	172110.78156661987	172110.78156661987	170998.45656967163	6	20	12	6	20	12	4.4	12.7	8.1
1	4	iso	5.0	1	7	0	287	10	5	10	5	5	172274.4390309945	172274.4390309945	171707.21022057536	6	15	13	6	15	13	3.4	9.4	6.4
1	4	iso	5.0	1	7	0	288	4	1	4	1	3	171845.80393134803	171845.80393134803	171578.65966796875	9	20	18	9	20	18	8.8	12.5	10.5
1	4	iso	5.0	1	7	0	289	8	3	7	3	3	172309.30625391006	172081.8296456337	172310.86206054688	8	20	15	8	20	15	4.9	10.6	8.1
1	4	iso	5.0	1	7	0	290	4	2	4	2	2	171805.203125	171805.203125	169908.78718566895	7	16	15	7	16	15	7.0	12.2	10.2
1	4	iso	5.0	1	7	0	291	6	3	6	3	5	171483.5469084829	171483.5469084829	172292.67912101746	9	17	17	9	17	17	8.7	9.5	7.8
1	4	iso	5.0	1	7	0	292	7	3	7	3	4	171532.77569264756	171532.77569264756	171398.53238105774	10	20	19	10	20	19	8.4	7.3	8.4
1	4	iso	5.0	1	7	0	293	5	2	5	2	3	171558.24507998303	171558.24507998303	171365.6109008789	10	19	18	10	19	18	7.6	9.6	9.0
1	4	iso	5.0	1	7	0	294	11	7	9	5	6	171933.02723121643	171933.02723121643	173210.1700668335	8	15	15	8	15	15	4.2	9.2	7.7
1	4	iso	5.0	1	7	0	295	5	3	5	3	3	171556.18359375	171556.18359375	171983.6046218872	7	18	16	7	18	16	5.8	11.0	7.0
1	4	iso	5.0	1	7	0	296	4	1	4	1	2	171422.5395707544	171422.5395707544	170985.45544433594	8	18	16	8	18	16	8.0	13.5	8.5
1	4	iso	5.0	1	7	0	297	3	1	3	1	1	171536.7734375	171536.7734375	172238.28125	8	16	15	8	16	15	8.0	13.7	10.7
1	4	iso	5.0	1	7	0	298	4	2	4	2	2	171191.767578125	171191.767578125	159204.35960388184	8	14	10	8	14	10	8.0	12.5	5.5
1	4	iso	5.0	1	7	0	299	6	2	6	2	3	120777.56716489792	120777.56716489792	94510.65795135498	5	12	9	5	12	9	3.0	9.2	5.3
1	4	iso	5.0	1	7	0	300	2	0	2	0	1	3944.75060403347	3944.75060403347	21003.58837890625	5	12	8	5	12	8	5.0	10.0	7.5
1	4	iso	5.0	1	7	0	301	2	2	2	2	2	0.0	0.0	0.0	5	7	5	5	7	5	5.0	6.5	4.5
1	4	iso	5.0	1	7	0	302	1	1	0	0	0	0.0	0.0	0.0	2	5	1	0	0	0	0.0	0.0	0.0
1	5	iso	10.0	1	2	0	687	3	3	3	3	3	0.0	0.0	0.0	4	2	1	4	2	1	2.0	1.3	1.0
1	5	iso	10.0	1	2	0	688	5	2	5	2	4	209.26192892715335	209.26192892715335	3426.5846557617188	6	3	3	6	3	3	3.8	2.4	2.4
1	5	iso	10.0	1	2	0	689	4	0	4	0	2	18192.879464129903	18192.879464129903	27997.889907836914	9	8	10	9	8	10	5.8	5.8	6.5
1	5	iso	10.0	1	2	0	690	8	6	7	5	5	68558.88669776917	68558.88669776917	62788.935651779175	18	8	11	18	8	11	6.6	3.4	3.4
1	5	iso	10.0	1	2	0	691	5	1	4	1	1	77837.0419040434	77837.02280974388	74756.15850830078	18	11	18	18	11	18	10.0	6.5	10.2
1	5	iso	10.0	1	2	0	692	8	3	5	2	3	78110.34705543518	78011.49092674255	77933.85644841194	17	14	19	17	14	19	6.0	9.4	7.6
1	5	iso	10.0	1	2	0	693	7	4	6	4	4	77985.5975780487	77968.86743164062	76967.85012722015	12	18	16	12	18	16	7.0	10.0	5.5
1	5	iso	10.0	1	2	0	694	5	2	5	2	3	77961.0694770813	77961.0694770813	78288.14445495605	17	17	16	17	17	16	5.2	10.2	7.2
1	5	iso	10.0	1	2	0	695	4	2	4	2	3	77616.81111878157	77616.81111878157	75098.90492248535	20	13	13	20	13	13	8.0	8.2	5.2
1	5	iso	10.0	1	2	0	696	1	0	1	0	0	69388.546875	69388.546875	59020.09375	16	11	12	16	11	12	16.0	11.0	12.0
1	5	iso	10.0	1	2	0	697	4	1	4	1	3	19919.42304778099	19919.42304778099	24988.485229492188	8	6	8	8	6	8	7.0	4.5	6.5
1	5	iso	10.0	1	2	0	698	7	5	7	5	6	60.62846225500107	60.62846225500107	1463.4555282592773	3	6	4	3	6	4	2.1	3.1	2.3
1	5	iso	10.0	1	2	0	699	3	3	2	2	2	0.0	0.0	0.0	3	5	1	3	5	1	2.0	3.0	1.0
1	5	iso	10.0	1	4	0	695	1	1	1	1	1	0.0	0.0	0.0	4	4	2	4	4	2	4.0	4.0	2.0
