# doc 89 Phase 2 -- prod0901 -> prod0901b successor gate
# shared products identical; T_cluster the only added tree
sample	event	root	archives	nusel	calib	verdict
mcp1k	173498	-	-	-	-	OK
mcp1k	173586	-	-	-	-	OK
mcp1k	173718	-	-	-	-	OK
mcp1k	173822	-	-	-	-	OK
mcp1k	173888	-	-	-	-	OK
mcp1k	173982	-	-	-	-	OK
mcp1k	174114	-	-	-	-	OK
mcp1k	174136	-	-	-	-	OK
mcp1k	174224	-	-	-	-	OK
mcp1k	174240	-	-	-	-	OK
mcp1k	174306	-	-	-	-	OK
mcp1k	174422	-	-	-	-	OK
mcp1k	174488	-	-	-	-	OK
mcp1k	174576	-	-	-	-	OK
mcp1k	174642	-	-	-	-	OK
mcp1k	174752	-	-	-	-	OK
mcp1k	174878	-	-	-	-	OK
mcp1k	174928	-	-	-	-	OK
mcp1k	175016	-	-	-	-	OK
mcp1k	175104	-	-	-	-	OK
mcp1k	175428	-	-	-	-	OK
mcp1k	175500	-	-	-	-	OK
mcp1k	175808	-	-	-	-	OK
mcp1k	175896	-	-	-	-	OK
mcp1k	175956	-	-	-	-	OK
mcp1k	176022	-	-	-	-	OK
mcp1k	176066	-	-	-	-	OK
mcp1k	176088	-	-	-	-	OK
mcp1k	176132	-	-	-	-	OK
mcp1k	176160	-	-	-	-	OK
mcp1k	276198	-	-	-	-	OK
mcp1k	276330	-	-	-	-	OK
mcp1k	276418	-	-	-	-	OK
mcp1k	276550	-	-	-	-	OK
mcp1k	276638	-	-	-	-	OK
mcp1k	276836	-	-	-	-	OK
mcp1k	277276	-	-	-	-	OK
mcp1k	277298	-	-	-	-	OK
mcp1k	277320	-	-	-	-	OK
mcp1k	277782	-	-	-	-	OK
mcp1k	277958	-	-	-	-	OK
mcp1k	278046	-	-	-	-	OK
mcp1k	278266	-	-	-	-	OK
mcp1k	278398	-	-	-	-	OK
mcp1k	278420	-	-	-	-	OK
mcp1k	278640	-	-	-	-	OK
mcp1k	278662	-	-	-	-	OK
mcp1k	278684	-	-	-	-	OK
mcp1k	278785	-	-	-	-	OK
mcp1k	278794	-	-	-	-	OK
mcp1k	278860	-	-	-	-	OK
mcp1k	278917	-	-	-	-	OK
mcp1k	278939	-	-	-	-	OK
mcp1k	279080	-	-	-	-	OK
mcp1k	279115	-	-	-	-	OK
mcp1k	279124	-	-	-	-	OK
mcp1k	279190	-	-	-	-	OK
mcp1k	279256	-	-	-	-	OK
mcp1k	279432	-	-	-	-	OK
mcp1k	279445	-	-	-	-	OK
mcp1k	279564	-	-	-	-	OK
mcp1k	279643	-	-	-	-	OK
mcp1k	279797	-	-	-	-	OK
mcp1k	279951	-	-	-	-	OK
mcp1k	280017	-	-	-	-	OK
mcp1k	280092	-	-	-	-	OK
mcp1k	280281	-	-	-	-	OK
mcp1k	280466	-	-	-	-	OK
mcp1k	280598	-	-	-	-	OK
mcp1k	280752	-	-	-	-	OK
mcp1k	280774	-	-	-	-	OK
mcp1k	280853	-	-	-	-	OK
mcp1k	280884	-	-	-	-	OK
mcp1k	280972	-	-	-	-	OK
mcp1k	280994	-	-	-	-	OK
mcp1k	281095	-	-	-	-	OK
mcp1k	281148	-	-	-	-	OK
mcp1k	281155	-	-	-	-	OK
mcp1k	281214	-	-	-	-	OK
mcp1k	281241	-	-	-	-	OK
mcp1k	281337	-	-	-	-	OK
mcp1k	281485	-	-	-	-	OK
mcp1k	281505	-	-	-	-	OK
mcp1k	281507	-	-	-	-	OK
mcp1k	281527	-	-	-	-	OK
mcp1k	281551	-	-	-	-	OK
mcp1k	281557	-	-	-	-	OK
mcp1k	281595	-	-	-	-	OK
mcp1k	281632	-	-	-	-	OK
mcp1k	281639	-	-	-	-	OK
mcp1k	281676	-	-	-	-	OK
mcp1k	281720	-	-	-	-	OK
mcp1k	281727	-	-	-	-	OK
mcp1k	281808	-	-	-	-	OK
mcp1k	281837	-	-	-	-	OK
mcp1k	281857	-	-	-	-	OK
mcp1k	281901	-	-	-	-	OK
mcp1k	281918	-	-	-	-	OK
mcp1k	281925	-	-	-	-	OK
mcp1k	281953	-	-	-	-	OK
mcp1k	281997	-	-	-	-	OK
mcp1k	282011	-	-	-	-	OK
mcp1k	282033	-	-	-	-	OK
mcp1k	282057	-	-	-	-	OK
mcp1k	282072	-	-	-	-	OK
mcp1k	282094	-	-	-	-	OK
mcp1k	282160	-	-	-	-	OK
mcp1k	282204	-	-	-	-	OK
mcp1k	282217	-	-	-	-	OK
mcp1k	282231	-	-	-	-	OK
mcp1k	282292	-	-	-	-	OK
mcp1k	282299	-	-	-	-	OK
mcp1k	282385	-	-	-	-	OK
mcp1k	282459	-	-	-	-	OK
mcp1k	282541	-	-	-	-	OK
mcp1k	282666	-	-	-	-	OK
mcp1k	282715	-	-	-	-	OK
mcp1k	282737	-	-	-	-	OK
mcp1k	282871	-	-	-	-	OK
mcp1k	282899	-	-	-	-	OK
mcp1k	282930	-	-	-	-	OK
mcp1k	282952	-	-	-	-	OK
mcp1k	282979	-	-	-	-	OK
mcp1k	283009	-	-	-	-	OK
mcp1k	283040	-	-	-	-	OK
mcp1k	283047	-	-	-	-	OK
mcp1k	283091	-	-	-	-	OK
mcp1k	283119	-	-	-	-	OK
mcp1k	283229	-	-	-	-	OK
mcp1k	283265	-	-	-	-	OK
mcp1k	283331	-	-	-	-	OK
mcp1k	283463	-	-	-	-	OK
mcp1k	283485	-	-	-	-	OK
mcp1k	283515	-	-	-	-	OK
mcp1k	283529	-	-	-	-	OK
mcp1k	283537	-	-	-	-	OK
mcp1k	283581	-	-	-	-	OK
mcp1k	283595	-	-	-	-	OK
mcp1k	283683	-	-	-	-	OK
mcp1k	283691	-	-	-	-	OK
mcp1k	283713	-	-	-	-	OK
mcp1k	283771	-	-	-	-	OK
mcp1k	283793	-	-	-	-	OK
mcp1k	283801	-	-	-	-	OK
mcp1k	283817	-	-	-	-	OK
mcp1k	283839	-	-	-	-	OK
mcp1k	283905	-	-	-	-	OK
mcp1k	283969	-	-	-	-	OK
mcp1k	283991	-	-	-	-	OK
mcp1k	284013	-	-	-	-	OK
mcp1k	284081	-	-	-	-	OK
mcp1k	284103	-	-	-	-	OK
mcp1k	284125	-	-	-	-	OK
mcp1k	284145	-	-	-	-	OK
mcp1k	284153	-	-	-	-	OK
mcp1k	284200	-	-	-	-	OK
mcp1k	284211	-	-	-	-	OK
mcp1k	284235	-	-	-	-	OK
mcp1k	284255	-	-	-	-	OK
mcp1k	284323	-	-	-	-	OK
mcp1k	284349	-	-	-	-	OK
mcp1k	284365	-	-	-	-	OK
mcp1k	284367	-	-	-	-	OK
mcp1k	284563	-	-	-	-	OK
mcp1k	284587	-	-	-	-	OK
mcp1k	284596	-	-	-	-	OK
mcp1k	284637	-	-	-	-	OK
mcp1k	284657	-	-	-	-	OK
mcp1k	284769	-	-	-	-	OK
mcp1k	284791	-	-	-	-	OK
mcp1k	284794	-	-	-	-	OK
mcp1k	284835	-	-	-	-	OK
mcp1k	284937	-	-	-	-	OK
mcp1k	284989	-	-	-	-	OK
mcp1k	285025	-	-	-	-	OK
mcp1k	285049	-	-	-	-	OK
mcp1k	285069	-	-	-	-	OK
mcp1k	285080	-	-	-	-	OK
mcp1k	285185	-	-	-	-	OK
mcp1k	285201	-	-	-	-	OK
mcp1k	285253	-	-	-	-	OK
mcp1k	285311	-	-	-	-	OK
mcp1k	285333	-	-	-	-	OK
mcp1k	285366	-	-	-	-	OK
mcp1k	285421	-	-	-	-	OK
mcp1k	285443	-	-	-	-	OK
mcp1k	285467	-	-	-	-	OK
mcp1k	285531	-	-	-	-	OK
mcp1k	285564	-	-	-	-	OK
mcp1k	285577	-	-	-	-	OK
mcp1k	285586	-	-	-	-	OK
mcp1k	285652	-	-	-	-	OK
mcp1k	285663	-	-	-	-	OK
mcp1k	285665	-	-	-	-	OK
mcp1k	285674	-	-	-	-	OK
mcp1k	285753	-	-	-	-	OK
mcp1k	285795	-	-	-	-	OK
mcp1k	285929	-	-	-	-	OK
mcp1k	285971	-	-	-	-	OK
mcp1k	285979	-	-	-	-	OK
mcp1k	285993	-	-	-	-	OK
mcp1k	285999	-	-	-	-	OK
mcp1k	286021	-	-	-	-	OK
mcp1k	286065	-	-	-	-	OK
mcp1k	286089	-	-	-	-	OK
mcp1k	286114	-	-	-	-	OK
mcp1k	286133	-	-	-	-	OK
mcp1k	286177	-	-	-	-	OK
mcp1k	286180	-	-	-	-	OK
mcp1k	286191	-	-	-	-	OK
mcp1k	286197	-	-	-	-	OK
mcp1k	286213	-	-	-	-	OK
mcp1k	286221	-	-	-	-	OK
mcp1k	286241	-	-	-	-	OK
mcp1k	286268	-	-	-	-	OK
mcp1k	286325	-	-	-	-	OK
mcp1k	286329	-	-	-	-	OK
mcp1k	286353	-	-	-	-	OK
mcp1k	286391	-	-	-	-	OK
mcp1k	286400	-	-	-	-	OK
mcp1k	286527	-	-	-	-	OK
mcp1k	286532	-	-	-	-	OK
mcp1k	286551	-	-	-	-	OK
mcp1k	286587	-	-	-	-	OK
mcp1k	286617	-	-	-	-	OK
mcp1k	286631	-	-	-	-	OK
mcp1k	286655	-	-	-	-	OK
mcp1k	286681	-	-	-	-	OK
mcp1k	286683	-	-	-	-	OK
mcp1k	286787	-	-	-	-	OK
mcp1k	286818	-	-	-	-	OK
mcp1k	286884	-	-	-	-	OK
mcp1k	286906	-	-	-	-	OK
mcp1k	287007	-	-	-	-	OK
mcp1k	287013	-	-	-	-	OK
mcp1k	287016	-	-	-	-	OK
mcp1k	287029	-	-	-	-	OK
mcp1k	287099	-	-	-	-	OK
mcp1k	287181	-	-	-	-	OK
mcp1k	287211	-	-	-	-	OK
mcp1k	287249	-	-	-	-	OK
mcp1k	287277	-	-	-	-	OK
mcp1k	287315	-	-	-	-	OK
mcp1k	287431	-	-	-	-	OK
mcp1k	287434	-	-	-	-	OK
mcp1k	287517	-	-	-	-	OK
mcp1k	287522	-	-	-	-	OK
mcp1k	287555	-	-	-	-	OK
mcp1k	287599	-	-	-	-	OK
mcp1k	287621	-	-	-	-	OK
mcp1k	287654	-	-	-	-	OK
mcp1k	287717	-	-	-	-	OK
mcp1k	287759	-	-	-	-	OK
mcp1k	287783	-	-	-	-	OK
mcp1k	287825	-	-	-	-	OK
mcp1k	287830	-	-	-	-	OK
mcp1k	287896	-	-	-	-	OK
mcp1k	288067	-	-	-	-	OK
mcp1k	288287	-	-	-	-	OK
mcp1k	288327	-	-	-	-	OK
mcp1k	288358	-	-	-	-	OK
mcp1k	288397	-	-	-	-	OK
mcp1k	288468	-	-	-	-	OK
mcp1k	288613	-	-	-	-	OK
mcp1k	288639	-	-	-	-	OK
mcp1k	288727	-	-	-	-	OK
mcp1k	288745	-	-	-	-	OK
mcp1k	288776	-	-	-	-	OK
mcp1k	288859	-	-	-	-	OK
mcp1k	288864	-	-	-	-	OK
mcp1k	288921	-	-	-	-	OK
mcp1k	288947	-	-	-	-	OK
mcp1k	288952	-	-	-	-	OK
mcp1k	288974	-	-	-	-	OK
mcp1k	289062	-	-	-	-	OK
mcp1k	289141	-	-	-	-	OK
mcp1k	289145	-	-	-	-	OK
mcp1k	289251	-	-	-	-	OK
mcp1k	289295	-	-	-	-	OK
mcp1k	289343	-	-	-	-	OK
mcp1k	289475	-	-	-	-	OK
mcp1k	289493	-	-	-	-	OK
mcp1k	289559	-	-	-	-	OK
mcp1k	289647	-	-	-	-	OK
mcp1k	289656	-	-	-	-	OK
mcp1k	289805	-	-	-	-	OK
mcp1k	289832	-	-	-	-	OK
mcp1k	289849	-	-	-	-	OK
mcp1k	290052	-	-	-	-	OK
mcp1k	290069	-	-	-	-	OK
mcp1k	290135	-	-	-	-	OK
mcp1k	290201	-	-	-	-	OK
mcp1k	290223	-	-	-	-	OK
mcp1k	290294	-	-	-	-	OK
mcp1k	290316	-	-	-	-	OK
mcp1k	290329	-	-	-	-	OK
mcp1k	290602	-	-	-	-	OK
mcp1k	290712	-	-	-	-	OK
mcp1k	290729	-	-	-	-	OK
mcp1k	290800	-	-	-	-	OK
mcp1k	290844	-	-	-	-	OK
mcp1k	291037	-	-	-	-	OK
mcp1k	291064	-	-	-	-	OK
mcp1k	291262	-	-	-	-	OK
mcp1k	291301	-	-	-	-	OK
mcp1k	291345	-	-	-	-	OK
mcp1k	291372	-	-	-	-	OK
mcp1k	291499	-	-	-	-	OK
mcp1k	291526	-	-	-	-	OK
mcp1k	291548	-	-	-	-	OK
mcp1k	291570	-	-	-	-	OK
mcp1k	291724	-	-	-	-	OK
mcp1k	291768	-	-	-	-	OK
mcp1k	291785	-	-	-	-	OK
mcp1k	291961	-	-	-	-	OK
mcp1k	292005	-	-	-	-	OK
mcp1k	292027	-	-	-	-	OK
mcp1k	292115	-	-	-	-	OK
mcp1k	292384	-	-	-	-	OK
mcp1k	292406	-	-	-	-	OK
mcp1k	292423	-	-	-	-	OK
mcp1k	292450	-	-	-	-	OK
mcp1k	292533	-	-	-	-	OK
mcp1k	292577	-	-	-	-	OK
mcp1k	292643	-	-	-	-	OK
mcp1k	292687	-	-	-	-	OK
mcp1k	292797	-	-	-	-	OK
mcp1k	293127	-	-	-	-	OK
mcp1k	293149	-	-	-	-	OK
mcp1k	293391	-	-	-	-	OK
mcp1k	313781	-	-	-	-	OK
mcp1k	313847	-	-	-	-	OK
mcp1k	313979	-	-	-	-	OK
mcp1k	314199	-	-	-	-	OK
mcp1k	314309	-	-	-	-	OK
mcp1k	314507	-	-	-	-	OK
mcp1k	314705	-	-	-	-	OK
mcp1k	314881	-	-	-	-	OK
mcp1k	314925	-	-	-	-	OK
mcp1k	315013	-	-	-	-	OK
mcp1k	315079	-	-	-	-	OK
mcp1k	315167	-	-	-	-	OK
mcp1k	315343	-	-	-	-	OK
mcp1k	315409	-	-	-	-	OK
mcp1k	315497	-	-	-	-	OK
mcp1k	315629	-	-	-	-	OK
mcp1k	315849	-	-	-	-	OK
mcp1k	315871	-	-	-	-	OK
mcp1k	315959	-	-	-	-	OK
mcp1k	316003	-	-	-	-	OK
mcp1k	316025	-	-	-	-	OK
mcp1k	316311	-	-	-	-	OK
mcp1k	316487	-	-	-	-	OK
mcp1k	316553	-	-	-	-	OK
mcp1k	316729	-	-	-	-	OK
mcp1k	316971	-	-	-	-	OK
mcp1k	317191	-	-	-	-	OK
mcp1k	317323	-	-	-	-	OK
mcp1k	317543	-	-	-	-	OK
mcp1k	317741	-	-	-	-	OK
mcp1k	317939	-	-	-	-	OK
mcp1k	318049	-	-	-	-	OK
mcp1k	318335	-	-	-	-	OK
mcp1k	318379	-	-	-	-	OK
mcp1k	318731	-	-	-	-	OK
mcp1k	319039	-	-	-	-	OK
mcp1k	319611	-	-	-	-	OK
mcp1k	319809	-	-	-	-	OK
mcp1k	320029	-	-	-	-	OK
mcp1k	320095	-	-	-	-	OK
mcp1k	320491	-	-	-	-	OK
mcp1k	320623	-	-	-	-	OK
mcp1k	320667	-	-	-	-	OK
mcp1k	320865	-	-	-	-	OK
mcp1k	321107	-	-	-	-	OK
mcp1k	321173	-	-	-	-	OK
mcp1k	321371	-	-	-	-	OK
mcp1k	321525	-	-	-	-	OK
mcp1k	321767	-	-	-	-	OK
mcp1k	321789	-	-	-	-	OK
mcp1k	345523	-	-	-	-	OK
mcp1k	345633	-	-	-	-	OK
mcp1k	345655	-	-	-	-	OK
mcp1k	346293	-	-	-	-	OK
mcp1k	346315	-	-	-	-	OK
mcp1k	346491	-	-	-	-	OK
mcp1k	346623	-	-	-	-	OK
mcp1k	347085	-	-	-	-	OK
mcp1k	347129	-	-	-	-	OK
mcp1k	347371	-	-	-	-	OK
mcp1k	347833	-	-	-	-	OK
mcp1k	348075	-	-	-	-	OK
mcp1k	348471	-	-	-	-	OK
mcp1k	348515	-	-	-	-	OK
mcp1k	348691	-	-	-	-	OK
mcp1k	348713	-	-	-	-	OK
mcp1k	348845	-	-	-	-	OK
mcp1k	348889	-	-	-	-	OK
mcp1k	349087	-	-	-	-	OK
mcp1k	349241	-	-	-	-	OK
mcp1k	349373	-	-	-	-	OK
mcp1k	349461	-	-	-	-	OK
mcp1k	349527	-	-	-	-	OK
mcp1k	349549	-	-	-	-	OK
mcp1k	349835	-	-	-	-	OK
mcp1k	349879	-	-	-	-	OK
mcp1k	349945	-	-	-	-	OK
mcp1k	350099	-	-	-	-	OK
mcp1k	350121	-	-	-	-	OK
mcp1k	350297	-	-	-	-	OK
mcp1k	350781	-	-	-	-	OK
mcp1k	350935	-	-	-	-	OK
mcp1k	351507	-	-	-	-	OK
mcp1k	351551	-	-	-	-	OK
mcp1k	351617	-	-	-	-	OK
mcp1k	351639	-	-	-	-	OK
mcp1k	351705	-	-	-	-	OK
mcp1k	351749	-	-	-	-	OK
mcp1k	351815	-	-	-	-	OK
mcp1k	352123	-	-	-	-	OK
mcp1k	352211	-	-	-	-	OK
mcp1k	352233	-	-	-	-	OK
mcp1k	352365	-	-	-	-	OK
mcp1k	352915	-	-	-	-	OK
mcp1k	352937	-	-	-	-	OK
mcp1k	353179	-	-	-	-	OK
mcp1k	353223	-	-	-	-	OK
mcp1k	353487	-	-	-	-	OK
mcp1k	353729	-	-	-	-	OK
mcp1k	353751	-	-	-	-	OK
mcp1k	386332	-	-	-	-	OK
mcp1k	386354	-	-	-	-	OK
mcp1k	386442	-	-	-	-	OK
mcp1k	386794	-	-	-	-	OK
mcp1k	386816	-	-	-	-	OK
mcp1k	386838	-	-	-	-	OK
mcp1k	386948	-	-	-	-	OK
mcp1k	387102	-	-	-	-	OK
mcp1k	387168	-	-	-	-	OK
mcp1k	387674	-	-	-	-	OK
mcp1k	387696	-	-	-	-	OK
mcp1k	387850	-	-	-	-	OK
mcp1k	388026	-	-	-	-	OK
mcp1k	388224	-	-	-	-	OK
mcp1k	388510	-	-	-	-	OK
mcp1k	388642	-	-	-	-	OK
mcp1k	388752	-	-	-	-	OK
mcp1k	388884	-	-	-	-	OK
mcp1k	388972	-	-	-	-	OK
mcp1k	389214	-	-	-	-	OK
mcp1k	389302	-	-	-	-	OK
mcp1k	389544	-	-	-	-	OK
mcp1k	389588	-	-	-	-	OK
mcp1k	389830	-	-	-	-	OK
mcp1k	389874	-	-	-	-	OK
mcp1k	389962	-	-	-	-	OK
mcp1k	390006	-	-	-	-	OK
mcp1k	390028	-	-	-	-	OK
mcp1k	390182	-	-	-	-	OK
mcp1k	390270	-	-	-	-	OK
mcp1k	390534	-	-	-	-	OK
mcp1k	390600	-	-	-	-	OK
mcp1k	390644	-	-	-	-	OK
mcp1k	390842	-	-	-	-	OK
mcp1k	390864	-	-	-	-	OK
mcp1k	390996	-	-	-	-	OK
mcp1k	391172	-	-	-	-	OK
mcp1k	391238	-	-	-	-	OK
mcp1k	391260	-	-	-	-	OK
mcp1k	391722	-	-	-	-	OK
mcp1k	391766	-	-	-	-	OK
mcp1k	391826	-	-	-	-	OK
mcp1k	391854	-	-	-	-	OK
mcp1k	392112	-	-	-	-	OK
mcp1k	392178	-	-	-	-	OK
mcp1k	392184	-	-	-	-	OK
mcp1k	392200	-	-	-	-	OK
mcp1k	392272	-	-	-	-	OK
mcp1k	392316	-	-	-	-	OK
mcp1k	392338	-	-	-	-	OK
mcp1k	392354	-	-	-	-	OK
mcp1k	392376	-	-	-	-	OK
mcp1k	392552	-	-	-	-	OK
mcp1k	392558	-	-	-	-	OK
mcp1k	392684	-	-	-	-	OK
mcp1k	392800	-	-	-	-	OK
mcp1k	393042	-	-	-	-	OK
mcp1k	393086	-	-	-	-	OK
mcp1k	393124	-	-	-	-	OK
mcp1k	393212	-	-	-	-	OK
mcp1k	393256	-	-	-	-	OK
mcp1k	393322	-	-	-	-	OK
mcp1k	393410	-	-	-	-	OK
mcp1k	393542	-	-	-	-	OK
mcp1k	393608	-	-	-	-	OK
mcp1k	394268	-	-	-	-	OK
mcp1k	394488	-	-	-	-	OK
mcp1k	394532	-	-	-	-	OK
mcp1k	394642	-	-	-	-	OK
mcp1k	394796	-	-	-	-	OK
mcp1k	394906	-	-	-	-	OK
mcp1k	395060	-	-	-	-	OK
mcp1k	395148	-	-	-	-	OK
mcp1k	395258	-	-	-	-	OK
mcp1k	395390	-	-	-	-	OK
mcp1k	395610	-	-	-	-	OK
mcp1k	395654	-	-	-	-	OK
mcp1k	395720	-	-	-	-	OK
mcp1k	395764	-	-	-	-	OK
mcp1k	395852	-	-	-	-	OK
mcp1k	395962	-	-	-	-	OK
mcp1k	396776	-	-	-	-	OK
mcp1k	397194	-	-	-	-	OK
mcp1k	397238	-	-	-	-	OK
mcp1k	397392	-	-	-	-	OK
mcp1k	397480	-	-	-	-	OK
mcp1k	397568	-	-	-	-	OK
mcp1k	397722	-	-	-	-	OK
mcp1k	397920	-	-	-	-	OK
mcp1k	398084	-	-	-	-	OK
mcp1k	398238	-	-	-	-	OK
mcp1k	398260	-	-	-	-	OK
mcp1k	398414	-	-	-	-	OK
mcp1k	398436	-	-	-	-	OK
mcp1k	398480	-	-	-	-	OK
mcp1k	398514	-	-	-	-	OK
mcp1k	398656	-	-	-	-	OK
mcp1k	398690	-	-	-	-	OK
mcp1k	398722	-	-	-	-	OK
mcp1k	398810	-	-	-	-	OK
mcp1k	398932	-	-	-	-	OK
mcp1k	399042	-	-	-	-	OK
mcp1k	399052	-	-	-	-	OK
mcp1k	399118	-	-	-	-	OK
mcp1k	399240	-	-	-	-	OK
mcp1k	399284	-	-	-	-	OK
mcp1k	399328	-	-	-	-	OK
mcp1k	399382	-	-	-	-	OK
mcp1k	399426	-	-	-	-	OK
mcp1k	399702	-	-	-	-	OK
mcp1k	399856	-	-	-	-	OK
mcp1k	399910	-	-	-	-	OK
mcp1k	399998	-	-	-	-	OK
mcp1k	400054	-	-	-	-	OK
mcp1k	400174	-	-	-	-	OK
mcp1k	400262	-	-	-	-	OK
mcp1k	400274	-	-	-	-	OK
mcp1k	400460	-	-	-	-	OK
mcp1k	400504	-	-	-	-	OK
mcp1k	400592	-	-	-	-	OK
mcp1k	400636	-	-	-	-	OK
mcp1k	400724	-	-	-	-	OK
mcp1k	400768	-	-	-	-	OK
mcp1k	400856	-	-	-	-	OK
mcp1k	400900	-	-	-	-	OK
mcp1k	400922	-	-	-	-	OK
mcp1k	401054	-	-	-	-	OK
mcp1k	401208	-	-	-	-	OK
mcp1k	401252	-	-	-	-	OK
mcp1k	401450	-	-	-	-	OK
mcp1k	401516	-	-	-	-	OK
mcp1k	401626	-	-	-	-	OK
mcp1k	401758	-	-	-	-	OK
mcp1k	401780	-	-	-	-	OK
mcp1k	401824	-	-	-	-	OK
mcp1k	401846	-	-	-	-	OK
mcp1k	401912	-	-	-	-	OK
mcp1k	401934	-	-	-	-	OK
mcp1k	402330	-	-	-	-	OK
mcp1k	402484	-	-	-	-	OK
mcp1k	402506	-	-	-	-	OK
mcp1k	402528	-	-	-	-	OK
mcp1k	402880	-	-	-	-	OK
mcp1k	402902	-	-	-	-	OK
mcp1k	402968	-	-	-	-	OK
mcp1k	403518	-	-	-	-	OK
mcp1k	403716	-	-	-	-	OK
mcp1k	403958	-	-	-	-	OK
mcp1k	404244	-	-	-	-	OK
mcp1k	404464	-	-	-	-	OK
mcp1k	404684	-	-	-	-	OK
mcp1k	404772	-	-	-	-	OK
mcp1k	404816	-	-	-	-	OK
mcp1k	404860	-	-	-	-	OK
mcp1k	405190	-	-	-	-	OK
mcp1k	405212	-	-	-	-	OK
mcp1k	405234	-	-	-	-	OK
mcp1k	405432	-	-	-	-	OK
mcp1k	405454	-	-	-	-	OK
mcp1k	405586	-	-	-	-	OK
mcp1k	405674	-	-	-	-	OK
mcp1k	405740	-	-	-	-	OK
mcp1k	405938	-	-	-	-	OK
mcp1k	406444	-	-	-	-	OK
mcp1k	406642	-	-	-	-	OK
mcp1k	406752	-	-	-	-	OK
mcp1k	406796	-	-	-	-	OK
mcp1k	407148	-	-	-	-	OK
mcp1k	407170	-	-	-	-	OK
mcp1k	407258	-	-	-	-	OK
mcp1k	407280	-	-	-	-	OK
mcp1k	407918	-	-	-	-	OK
mcp1k	408028	-	-	-	-	OK
mcp1k	408094	-	-	-	-	OK
mcp1k	408534	-	-	-	-	OK
mcp1k	408556	-	-	-	-	OK
mcp1k	408776	-	-	-	-	OK
mcp1k	409084	-	-	-	-	OK
mcp1k	409282	-	-	-	-	OK
mcp1k	409458	-	-	-	-	OK
mcp1k	409480	-	-	-	-	OK
mcp1k	409546	-	-	-	-	OK
mcp1k	409590	-	-	-	-	OK
mcp1k	409634	-	-	-	-	OK
mcp1k	409920	-	-	-	-	OK
mcp1k	409942	-	-	-	-	OK
mcp1k	409964	-	-	-	-	OK
mcp1k	410008	-	-	-	-	OK
mcp1k	410426	-	-	-	-	OK
mcp1k	410558	-	-	-	-	OK
mcp1k	411152	-	-	-	-	OK
mcp1k	411262	-	-	-	-	OK
mcp1k	411306	-	-	-	-	OK
