event	flagged	admitted	admitted_info	convicted	verdict_unknown	dropped	sel_main_off	sel_main_on	sel_L_off	sel_L_on	n_assoc_off	n_assoc_on	label_off	label_on
48301	8	5	5	0	0	0							cosmic-tagged	cosmic-tagged
48367	6	1	1	0	0	0	19	19	168.2	168.2	22	22	nu-candidate	nu-candidate
48565	8	0		0	0	0							no-bundle	no-bundle
48895	6	2	2	0	0	0							cosmic-tagged	cosmic-tagged
49445	2	0		0	0	0							cosmic-tagged	cosmic-tagged
49467	5	0		0	0	0							cosmic-tagged	cosmic-tagged
49511	3	0		0	0	0							no-beam-flash	no-beam-flash
49709	3	0		0	0	0							no-beam-flash	no-beam-flash
49885	6	0		0	0	0							no-beam-flash	no-beam-flash
49951	6	1	1	0	0	0	16	16	61.3	61.3	12	12	nu-candidate	nu-candidate
50017	13	0		0	0	0							no-beam-flash	no-beam-flash
50303	8	4	4	0	0	0	12	12	44.2	44.2	10	10	nu-candidate	nu-candidate
50523	5	2	2	0	0	0							cosmic-tagged	cosmic-tagged
50743	10	2	2	0	0	0	17	17	2.7	2.7	5	5	nu-candidate	nu-candidate
50765	8	1	1	0	0	0							cosmic-tagged	cosmic-tagged
50787	4	1	1	0	0	0	6	6	49.2	49.2	1	1	nu-candidate	nu-candidate
50809	5	0		0	0	0							no-beam-flash	no-beam-flash
50831	10	1	1	0	0	0	14	14	18.7	18.7	10	10	nu-candidate	nu-candidate
50919	8	2	2	0	0	0							nu-candidate	nu-candidate
51051	9	2	2	0	0	0	19	19	253.1	253.1	4	4	nu-candidate	nu-candidate
51469	4	0		0	0	0							cosmic-tagged	cosmic-tagged
51513	7	2	2	0	0	0	16	16	74.5	74.5	5	5	nu-candidate	nu-candidate
51865	10	5	5	0	0	0	8	8	2.8	2.8	7	7	nu-candidate	nu-candidate
52085	9	0		0	0	0	6	6	139.9	139.9	6	6	nu-candidate	nu-candidate
52195	10	1	1	0	0	0							cosmic-tagged	cosmic-tagged
52613	7	0		0	0	0	2	2	15.2	15.2	31	31	nu-candidate	nu-candidate
52657	6	1	1	0	0	0	23	23	101.0	101.0	5	5	nu-candidate	nu-candidate
52723	6	0		0	0	0	7	7	61.6	61.6	3	3	nu-candidate	nu-candidate
53361	3	2	2	0	0	0	27	27	124.4	124.4	4	4	nu-candidate	nu-candidate
53427	3	0		0	0	0	14	14	195.5	195.5	3	3	nu-candidate	nu-candidate
53493	11	0		0	0	0							no-bundle	no-bundle
53581	8	0		0	0	0							no-bundle	no-bundle
53713	5	3	3	0	0	0	15	15	2.3	2.3	9	9	nu-candidate	nu-candidate
53779	8	0		0	0	0							no-beam-flash	no-beam-flash
53955	9	0		0	0	0							cosmic-tagged	cosmic-tagged
54175	8	1	1	0	0	0	18	18	187.1	187.1	17	17	nu-candidate	nu-candidate
54209	8	0		0	0	0							no-beam-flash	no-beam-flash
54285	10	0		0	0	0							no-beam-flash	no-beam-flash
54341	19	5	5	0	0	0	18	18	80.4	80.4	14	14	nu-candidate	nu-candidate
54351	7	1	1	0	0	0	17	17	68.2	68.2	5	5	nu-candidate	nu-candidate
54505	3	0		0	0	0							no-beam-flash	no-beam-flash
54527	4	0		0	0	0							no-beam-flash	no-beam-flash
55231	9	0		0	0	0							cosmic-tagged	cosmic-tagged
55539	5	2	2	0	0	0	18	18	196.0	196.0	2	2	nu-candidate	nu-candidate
55583	10	1	1	0	0	0							nu-candidate	nu-candidate
55595	9	2	2	0	0	0	8	8	190.4	190.4	6	6	nu-candidate	nu-candidate
55627	8	1	1	0	0	0	22	22	191.7	191.7	5	5	nu-candidate	nu-candidate
55693	5	0		0	0	0							no-bundle	no-bundle
55715	8	3	3	0	0	0	15	15	31.8	31.8	8	8	nu-candidate	nu-candidate
55925	7	1	1	0	0	0							nu-candidate	nu-candidate
55957	13	0		0	0	0	13	13	2.2	2.2	2	2	nu-candidate	nu-candidate
56211	13	0		0	0	0	11	11	23.1	23.1	3	3	nu-candidate	nu-candidate
56243	8	0		0	0	0	9	9	117.2	117.2	25	25	nu-candidate	nu-candidate
56299	10	0		0	0	0							no-beam-flash	no-beam-flash
56353	12	2	2	0	0	0							cosmic-tagged	cosmic-tagged
56387	9	3	3	0	0	0							cosmic-tagged	cosmic-tagged
56463	9	1	1	0	0	0	14	14	429.3	429.3	17	17	no-bundle	no-bundle
56519	6	0		0	0	0							no-bundle	no-bundle
57245	9	0		0	0	0							nu-candidate	nu-candidate
57311	3	0		0	0	0							no-bundle	no-bundle
57333	7	0		0	0	0							no-bundle	no-bundle
57355	7	0		0	0	0							cosmic-tagged	cosmic-tagged
57441	5	1	1	0	0	0	20	20	102.0	102.0	9	9	nu-candidate	nu-candidate
57485	9	4	4	0	0	0	16	16	80.8	80.8	4	4	nu-candidate	nu-candidate
57487	1	0		0	0	0							nu-candidate	nu-candidate
57575	12	0		0	0	0	12	12	285.1	285.1	6	6	nu-candidate	nu-candidate
57661	9	6	6	0	0	0	18	18	122.3	122.3	7	7	nu-candidate	nu-candidate
57883	11	2	2	0	0	0	16	16	97.4	97.4	2	2	nu-candidate	nu-candidate
57903	10	4	4	0	0	0	14	14	97.3	97.3	4	4	nu-candidate	nu-candidate
57949	6	0		0	0	0							no-bundle	no-bundle
58169	13	1	1	0	0	0							nu-candidate	nu-candidate
58211	4	1	1	0	0	0							nu-candidate	nu-candidate
58255	8	2	2	0	0	0							cosmic-tagged	cosmic-tagged
58321	5	0		0	0	0	19	19	177.8	177.8	2	2	nu-candidate	nu-candidate
58343	10	4	4	0	0	0	2	2	1.2	1.2	0	0	cosmic-tagged	cosmic-tagged
58345	5	0		0	0	0	7	7	47.7	47.7	3	3	nu-candidate	nu-candidate
58433	5	0		0	0	0							nu-candidate	nu-candidate
58519	10	0		0	0	0							no-beam-flash	no-beam-flash
58543	8	0		0	0	0							cosmic-tagged	cosmic-tagged
58607	15	2	2	0	0	0	23	23	15.7	15.7	8	8	nu-candidate	nu-candidate
58653	6	0		0	0	0	4	4	94.3	94.3	7	7	nu-candidate	nu-candidate
58667	7	0		0	0	0							nu-candidate	nu-candidate
58711	2	1	1	0	0	0							cosmic-tagged	cosmic-tagged
58717	9	2	2	0	0	0	21	21	21.4	21.4	4	4	nu-candidate	nu-candidate
58755	11	2	2	0	0	0							cosmic-tagged	cosmic-tagged
58777	10	0		0	0	0							no-beam-flash	no-beam-flash
58821	6	2	2	0	0	0							cosmic-tagged	cosmic-tagged
58997	12	0		0	0	0							no-beam-flash	no-beam-flash
59003	8	1	1	1	0	1	19	19	298.4	298.4	4	3	nu-candidate	nu-candidate
59019	9	0		0	0	0							no-beam-flash	no-beam-flash
59025	5	1	1	0	0	0	19	19	299.7	299.7	4	4	nu-candidate	nu-candidate
59047	10	0		0	0	0	2	2	1.1	1.1	0	0	cosmic-tagged	cosmic-tagged
59063	8	1	1	0	0	0							cosmic-tagged	cosmic-tagged
59069	6	0		0	0	0							no-bundle	no-bundle
59085	3	0		0	0	0	3	3	27.1	27.1	2	2	nu-candidate	nu-candidate
59093	4	1	1	0	0	0	15	15	120.1	120.1	14	14	nu-candidate	nu-candidate
59179	5	1	1	0	0	0	15	15	168.6	168.6	4	4	nu-candidate	nu-candidate
59247	7	1	1	0	0	0	15	15	159.4	159.4	2	2	nu-candidate	nu-candidate
59261	8	4	4	0	0	0	11	11	94.5	94.5	8	8	nu-candidate	nu-candidate
59335	9	2	2	0	0	0	11	11	71.2	71.2	8	8	nu-candidate	nu-candidate
59371	16	2	2	0	0	0	8	8	107.8	107.8	7	7	nu-candidate	nu-candidate
59377	10	3	3	0	0	0							cosmic-tagged	cosmic-tagged
59415	14	0		0	0	0							no-beam-flash	no-beam-flash
59459	7	1	1	0	0	0							cosmic-tagged	cosmic-tagged
59553	7	2	2	0	0	0	10	10	78.3	78.3	9	9	nu-candidate	nu-candidate
59663	7	2	2	0	0	0							nu-candidate	nu-candidate
59685	6	0		0	0	0	6	6	168.2	168.2	2	2	nu-candidate	nu-candidate
59723	6	2	2	0	0	0							cosmic-tagged	cosmic-tagged
59753	7	0		0	0	0	14	14	3.1	3.1	13	13	nu-candidate	nu-candidate
59773	8	0		0	0	0							cosmic-tagged	cosmic-tagged
59789	2	0		0	0	0							no-bundle	no-bundle
59795	12	0		0	0	0							no-beam-flash	no-beam-flash
59863	6	0		0	0	0							cosmic-tagged	cosmic-tagged
59899	3	0		0	0	0	5	5	40.2	40.2	2	2	nu-candidate	nu-candidate
59929	3	1	1	0	0	0	20	20	139.7	139.7	11	11	nu-candidate	nu-candidate
60017	10	0		0	0	0	7	7	46.7	46.7	2	2	nu-candidate	nu-candidate
60119	15	0		0	0	0							no-beam-flash	no-beam-flash
60345	12	1	1	0	0	0							cosmic-tagged	cosmic-tagged
60369	8	0		0	0	0							cosmic-tagged	cosmic-tagged
60559	4	1	1	1	0	0							cosmic-tagged	cosmic-tagged
60669	5	1	1	0	0	0	17	17	81.0	81.0	4	4	nu-candidate	nu-candidate
60763	6	0		0	0	0							no-bundle	no-bundle
60933	5	0		0	0	0	18	18	145.3	145.3	5	5	nu-candidate	nu-candidate
60985	6	0		0	0	0							cosmic-tagged	cosmic-tagged
61071	10	0		0	0	0	4	4	3.1	3.1	3	3	nu-candidate	nu-candidate
61093	3	0		0	0	0							cosmic-tagged	cosmic-tagged
61307	9	2	2	0	0	0							cosmic-tagged	cosmic-tagged
61313	9	1	1	0	0	0							cosmic-tagged	cosmic-tagged
61351	9	2	2	0	0	0	17	17	352.5	352.5	6	6	nu-candidate	nu-candidate
61417	7	1	1	0	0	0	9	9	157.3	157.3	5	5	nu-candidate	nu-candidate
61461	4	3	3	0	0	0	10	10	138.9	138.9	12	12	nu-candidate	nu-candidate
61483	4	0		0	0	0							no-beam-flash	no-beam-flash
61579	2	1	1	0	0	0	20	20	156.2	156.2	6	6	nu-candidate	nu-candidate
61637	5	3	3	0	0	0							cosmic-tagged	cosmic-tagged
61681	7	1	1	0	0	0	2	2	111.1	111.1	2	2	nu-candidate	nu-candidate
61711	11	1	1	0	0	0							nu-candidate	nu-candidate
61843	5	2	2	0	0	0	17	17	47.1	47.1	17	17	nu-candidate	nu-candidate
61997	6	1	1	0	0	0							cosmic-tagged	cosmic-tagged
62011	8	0		0	0	0							cosmic-tagged	cosmic-tagged
62019	7	0		0	0	0							cosmic-tagged	cosmic-tagged
62149	9	0		0	0	0	13	13	128.2	128.2	3	3	nu-candidate	nu-candidate
62209	7	0		0	0	0							no-beam-flash	no-beam-flash
62231	4	1	1	0	0	0							cosmic-tagged	cosmic-tagged
62281	6	1	1	0	0	0	19	19	120.8	120.8	2	2	nu-candidate	nu-candidate
62303	6	1	1	0	0	0							cosmic-tagged	cosmic-tagged
62327	9	4	4	0	0	0							cosmic-tagged	cosmic-tagged
62429	7	0		0	0	0							cosmic-tagged	cosmic-tagged
62459	6	0		0	0	0	10	10	197.1	197.1	4	4	nu-candidate	nu-candidate
62473	3	1	1	0	0	0							cosmic-tagged	cosmic-tagged
62495	10	0		0	0	0	16	16	76.4	76.4	10	10	nu-candidate	nu-candidate
62561	3	1	1	0	0	0	15	15	2.4	2.4	1	1	nu-candidate	nu-candidate
62583	12	6	6	0	0	0	12	12	1.6	1.6	0	0	cosmic-tagged	cosmic-tagged
62613	1	1	1	0	0	0							cosmic-tagged	cosmic-tagged
62721	8	1	1	0	0	0	16	16	5.2	5.2	11	11	nu-candidate	nu-candidate
62825	3	0		0	0	0							no-beam-flash	no-beam-flash
62943	7	2	2	0	0	0							cosmic-tagged	cosmic-tagged
62979	5	1	1	0	0	0							cosmic-tagged	cosmic-tagged
63097	2	0		0	0	0							nu-candidate	nu-candidate
63163	6	0		0	0	0	6	6	171.8	171.8	9	9	nu-candidate	nu-candidate
63273	2	0		0	0	0							nu-candidate	nu-candidate
63359	8	0		0	0	0	3	3	26.0	26.0	3	3	nu-candidate	nu-candidate
63427	8	1	1	0	0	0	18	18	84.4	84.4	3	3	nu-candidate	nu-candidate
63493	9	3	3	0	0	0							nu-candidate	nu-candidate
63515	3	0		0	0	0							cosmic-tagged	cosmic-tagged
63537	7	0		0	0	0	2	2	2.0	2.0	9	9	nu-candidate	nu-candidate
63551	3	0		0	0	0	6	6	94.7	94.7	1	1	nu-candidate	nu-candidate
63559	5	2	2	0	0	0	11	11	159.1	159.1	15	15	nu-candidate	nu-candidate
63581	1	0		0	0	0							no-bundle	no-bundle
63603	6	1	1	0	0	0	13	13	120.9	120.9	1	1	nu-candidate	nu-candidate
63669	10	5	5	0	0	0	5	5	180.5	180.5	10	10	nu-candidate	nu-candidate
63711	8	0		0	0	0							cosmic-tagged	cosmic-tagged
63947	4	0		0	0	0							nu-candidate	nu-candidate
64057	3	0		0	0	0							no-beam-flash	no-beam-flash
64079	5	0		0	0	0							no-bundle	no-bundle
64107	2	0		0	0	0							nu-candidate	nu-candidate
64409	6	5	5	0	0	0	8	8	91.6	91.6	24	24	nu-candidate	nu-candidate
64453	3	1	1	0	0	0							cosmic-tagged	cosmic-tagged
64475	9	1	1	0	0	0							cosmic-tagged	cosmic-tagged
64503	7	0		0	0	0	9	9	49.8	49.8	3	3	nu-candidate	nu-candidate
64591	10	2	2	0	0	0	17	17	214.0	214.0	14	14	nu-candidate	nu-candidate
64613	4	0		0	0	0	3	3	1.6	1.6	2	2	nu-candidate	nu-candidate
64701	6	1	1	0	0	0							cosmic-tagged	cosmic-tagged
64717	9	1	1	0	0	0	17	17	46.9	46.9	16	16	nu-candidate	nu-candidate
64921	9	1	1	0	0	0	11	11	112.5	112.5	13	13	nu-candidate	nu-candidate
64959	3	2	2	0	0	0	19	19	87.7	87.7	2	2	nu-candidate	nu-candidate
65018	8	0		0	0	0							nu-candidate	nu-candidate
65025	5	0		0	0	0	16	16	38.3	38.3	1	1	nu-candidate	nu-candidate
65053	7	0		0	0	0	6	6	127.3	127.3	4	4	nu-candidate	nu-candidate
65267	9	3	3	0	0	0	15	15	10.6	10.6	6	6	nu-candidate	nu-candidate
65289	5	1	1	0	0	0	14	14	159.2	159.2	3	3	nu-candidate	nu-candidate
65295	3	0		0	0	0	13	13	62.6	62.6	1	1	nu-candidate	nu-candidate
65355	8	1	1	0	0	0							nu-candidate	nu-candidate
65612	3	0		0	0	0							no-beam-flash	no-beam-flash
65647	9	1	1	0	0	0							cosmic-tagged	cosmic-tagged
65691	10	0		0	0	0							cosmic-tagged	cosmic-tagged
65788	6	0		0	0	0							no-beam-flash	no-beam-flash
65942	9	0		0	0	0							cosmic-tagged	cosmic-tagged
65999	6	2	2	0	0	0							cosmic-tagged	cosmic-tagged
66043	4	0		0	0	0							no-beam-flash	no-beam-flash
66087	9	0		0	0	0							no-beam-flash	no-beam-flash
66118	8	0		0	0	0	9	9	83.4	83.4	1	1	nu-candidate	nu-candidate
66272	6	1	1	0	0	0	24	24	16.0	16.0	5	5	nu-candidate	nu-candidate
66329	8	0		0	0	0							cosmic-tagged	cosmic-tagged
66338	7	0		0	0	0							no-beam-flash	no-beam-flash
66461	4	0		0	0	0							cosmic-tagged	cosmic-tagged
66571	7	0		0	0	0							no-bundle	no-bundle
66615	4	2	2	0	0	0							cosmic-tagged	cosmic-tagged
66624	10	0		0	0	0							cosmic-tagged	cosmic-tagged
66646	12	1	1	0	0	0	14	14	22.1	22.1	1	1	nu-candidate	nu-candidate
66712	4	0		0	0	0	11	11	72.6	72.6	2	2	nu-candidate	nu-candidate
66822	8	1	1	0	0	0							cosmic-tagged	cosmic-tagged
66954	14	1	1	0	0	0							cosmic-tagged	cosmic-tagged
67108	5	0		0	0	0							no-bundle	no-bundle
67152	12	4	4	0	0	0							nu-candidate	nu-candidate
67394	3	1	1	0	0	0	19	19	79.5	79.5	15	15	nu-candidate	nu-candidate
67746	5	1	1	0	0	0	10	10	172.4	172.4	1	1	nu-candidate	nu-candidate
67922	18	0		0	0	0							no-beam-flash	no-beam-flash
67988	4	0		0	0	0							no-beam-flash	no-beam-flash
68054	6	1	1	1	0	0							cosmic-tagged	cosmic-tagged
68362	0	0		0	0	0							no-bundle	no-bundle
68428	8	1	1	0	0	0							cosmic-tagged	cosmic-tagged
68516	9	0		0	0	0							no-bundle	no-bundle
68648	7	1	1	0	0	0	15	15	116.8	116.8	1	1	nu-candidate	nu-candidate
68714	4	0		0	0	0	5	5	94.0	94.0	1	1	nu-candidate	nu-candidate
68956	3	1	1	0	0	0							cosmic-tagged	cosmic-tagged
68978	6	2	2	0	0	0	18	18	156.3	156.3	2	2	nu-candidate	nu-candidate
69000	13	6	6	0	0	0							cosmic-tagged	cosmic-tagged
69066	14	0		0	0	0							cosmic-tagged	cosmic-tagged
69286	5	0		0	0	0							no-bundle	no-bundle
69308	10	1	1	0	0	0							nu-candidate	nu-candidate
70562	11	3	3	0	0	0							nu-candidate	nu-candidate
70980	7	1	1	0	0	0							cosmic-tagged	cosmic-tagged
71046	10	1	1	0	0	0	19	19	192.2	192.2	8	8	nu-candidate	nu-candidate
71178	7	0		0	0	0	10	10	41.2	41.2	9	9	nu-candidate	nu-candidate
71222	8	1	1	0	0	0	15	15	122.8	122.8	8	8	nu-candidate	nu-candidate
71266	2	0		0	0	0	15	15	95.2	95.2	1	1	nu-candidate	nu-candidate
71288	6	0		0	0	0							no-bundle	no-bundle
71376	7	0		0	0	0							no-beam-flash	no-beam-flash
71486	11	0		0	0	0							cosmic-tagged	cosmic-tagged
71530	2	1	1	0	0	0							cosmic-tagged	cosmic-tagged
71640	3	0		0	0	0	9	9	231.1	231.1	5	5	nu-candidate	nu-candidate
71882	8	1	1	0	0	0							cosmic-tagged	cosmic-tagged
71948	7	0		0	0	0							no-beam-flash	no-beam-flash
72256	9	0		0	0	0	9	9	75.9	75.9	2	2	nu-candidate	nu-candidate
72564	8	0		0	0	0							no-bundle	no-bundle
72586	9	2	2	0	0	0	17	17	301.4	301.4	7	7	nu-candidate	nu-candidate
72828	4	0		0	0	0							cosmic-tagged	cosmic-tagged
73004	11	3	3	1	0	1	15	15	107.1	107.1	7	6	nu-candidate	nu-candidate
73070	10	1	1	0	0	0							nu-candidate	nu-candidate
73422	7	0		0	0	0							no-beam-flash	no-beam-flash
166650	6	0		0	0	0							cosmic-tagged	cosmic-tagged
166738	11	2	2	0	0	0	16	16	225.9	225.9	19	19	nu-candidate	nu-candidate
166804	10	1	1	0	0	0	9	9	28.3	28.3	1	1	nu-candidate	nu-candidate
166870	7	0		0	0	0	10	10	64.3	64.3	14	14	nu-candidate	nu-candidate
167112	6	1	1	0	0	0	16	16	57.0	57.0	5	5	nu-candidate	nu-candidate
167200	9	1	1	0	0	0							cosmic-tagged	cosmic-tagged
167222	7	0		0	0	0							no-bundle	no-bundle
167354	7	1	1	0	0	0							cosmic-tagged	cosmic-tagged
167376	9	0		0	0	0							cosmic-tagged	cosmic-tagged
167398	7	0		0	0	0							cosmic-tagged	cosmic-tagged
167640	4	0		0	0	0							cosmic-tagged	cosmic-tagged
167684	5	0		0	0	0	10	10	14.6	14.6	0	0	nu-candidate	nu-candidate
167904	7	0		0	0	0							no-beam-flash	no-beam-flash
168388	8	1	1	0	0	0							cosmic-tagged	cosmic-tagged
168410	3	0		0	0	0							cosmic-tagged	cosmic-tagged
168432	4	1	1	0	0	0	19	19	84.7	84.7	2	2	nu-candidate	nu-candidate
168526	7	4	4	0	0	0	19	19	373.1	373.1	36	36	nu-candidate	nu-candidate
168614	5	0		0	0	0	5	5	174.2	174.2	1	1	nu-candidate	nu-candidate
168658	9	0		0	0	0	12	12	90.3	90.3	5	5	nu-candidate	nu-candidate
169054	4	2	2	0	0	0							cosmic-tagged	cosmic-tagged
169202	9	0		0	0	0							no-bundle	no-bundle
169208	8	0		0	0	0							cosmic-tagged	cosmic-tagged
169340	8	0		0	0	0							no-bundle	no-bundle
169356	7	1	1	1	0	1	16	16	138.9	138.9	16	15	nu-candidate	nu-candidate
169488	9	3	3	0	0	0	8	8	3.7	3.7	10	10	nu-candidate	nu-candidate
169532	9	0		0	0	0							cosmic-tagged	cosmic-tagged
169598	8	1	1	0	0	0	18	18	88.0	88.0	2	2	nu-candidate	nu-candidate
169620	9	1	1	0	0	0	13	13	201.8	201.8	7	7	nu-candidate	nu-candidate
169626	13	3	3	0	0	0	13	13	79.1	79.1	14	14	nu-candidate	nu-candidate
169708	12	3	3	0	0	0							cosmic-tagged	cosmic-tagged
169736	10	3	3	0	0	0							cosmic-tagged	cosmic-tagged
169758	8	2	2	0	0	0	6	6	70.0	70.0	2	2	nu-candidate	nu-candidate
169774	8	0		0	0	0	2	2	14.1	14.1	10	10	nu-candidate	nu-candidate
169824	2	0		0	0	0	18	18	325.2	325.2	4	4	nu-candidate	nu-candidate
169846	6	0		0	0	0	6	6	2.4	2.4	8	8	nu-candidate	nu-candidate
169890	10	1	1	0	0	0	21	21	149.1	149.1	2	2	nu-candidate	nu-candidate
170792	6	1	1	0	0	0	10	10	56.2	56.2	4	4	nu-candidate	nu-candidate
170808	7	1	1	0	0	0	14	14	91.4	91.4	9	9	nu-candidate	nu-candidate
170814	8	0		0	0	0	18	18	52.6	52.6	3	3	nu-candidate	nu-candidate
170880	11	4	4	0	0	0	13	13	18.4	18.4	8	8	nu-candidate	nu-candidate
170924	13	1	1	0	0	0	16	16	35.8	35.8	1	1	nu-candidate	nu-candidate
170940	8	1	1	0	0	0							cosmic-tagged	cosmic-tagged
170984	5	0		0	0	0							nu-candidate	nu-candidate
171050	8	0		0	0	0							nu-candidate	nu-candidate
171116	9	1	1	0	0	0							cosmic-tagged	cosmic-tagged
171144	7	0		0	0	0							no-beam-flash	no-beam-flash
171358	12	3	3	0	0	0	10	10	31.2	31.2	8	8	nu-candidate	nu-candidate
171446	6	0		0	0	0							cosmic-tagged	cosmic-tagged
171600	14	3	3	0	0	0	14	14	341.8	341.8	12	12	nu-candidate	nu-candidate
171892	4	1	1	0	0	0	23	23	1.9	1.9	2	2	nu-candidate	nu-candidate
172090	4	1	1	0	0	0							cosmic-tagged	cosmic-tagged
172200	7	0		0	0	0							nu-candidate	nu-candidate
172266	9	4	4	0	0	0	16	16	158.6	158.6	13	13	nu-candidate	nu-candidate
172414	11	1	1	0	0	0							cosmic-tagged	cosmic-tagged
172552	7	0		0	0	0							cosmic-tagged	cosmic-tagged
172596	11	2	2	0	0	0							cosmic-tagged	cosmic-tagged
172656	6	0		0	0	0	10	10	262.6	262.6	12	12	nu-candidate	nu-candidate
172722	3	0		0	0	0							cosmic-tagged	cosmic-tagged
172788	10	2	2	0	0	0							nu-candidate	nu-candidate
172794	3	0		0	0	0	20	20	306.4	306.4	1	1	nu-candidate	nu-candidate
172832	8	2	2	0	0	0	21	21	137.1	137.1	15	15	nu-candidate	nu-candidate
172860	12	0		0	0	0							no-beam-flash	no-beam-flash
172926	8	0		0	0	0							no-beam-flash	no-beam-flash
172942	6	0		0	0	0	4	4	84.2	84.2	8	8	nu-candidate	nu-candidate
173058	8	3	3	0	0	0	14	14	7.0	7.0	22	22	nu-candidate	nu-candidate
173146	14	3	3	0	0	0	15	15	154.2	154.2	12	12	nu-candidate	nu-candidate
173234	8	2	2	0	0	0	10	10	233.1	233.1	7	7	nu-candidate	nu-candidate
173256	6	1	1	0	0	0							nu-candidate	nu-candidate
173294	11	0		0	0	0							no-beam-flash	no-beam-flash
173476	9	0		0	0	0							no-beam-flash	no-beam-flash
173498	1	0		0	0	0	6	6	171.7	171.7	3	3	nu-candidate	nu-candidate
173586	10	3	3	0	0	0							nu-candidate	nu-candidate
173718	6	1	1	0	0	0							nu-candidate	nu-candidate
173822	4	0		0	0	0							no-bundle	no-bundle
173888	5	0		0	0	0							nu-candidate	nu-candidate
173982	6	0		0	0	0							cosmic-tagged	cosmic-tagged
174114	9	1	1	0	0	0	17	17	54.2	54.2	10	10	nu-candidate	nu-candidate
174136	6	0		0	0	0							no-bundle	no-bundle
174224	10	3	3	0	0	0	20	20	325.1	325.1	8	8	nu-candidate	nu-candidate
174240	3	0		0	0	0							no-beam-flash	no-beam-flash
174306	3	0		0	0	0							no-beam-flash	no-beam-flash
174422	5	1	1	0	0	0	8	8	10.3	10.3	0	0	cosmic-tagged	cosmic-tagged
174488	0	0		0	0	0							cosmic-tagged	cosmic-tagged
174576	7	0		0	0	0	5	5	110.1	110.1	4	4	nu-candidate	nu-candidate
174642	8	3	3	0	0	0							cosmic-tagged	cosmic-tagged
174752	3	1	1	0	0	0	14	14	17.2	17.2	4	4	nu-candidate	nu-candidate
174878	8	0		0	0	0							no-bundle	no-bundle
174928	5	0		0	0	0	9	9	92.2	92.2	8	8	nu-candidate	nu-candidate
175016	12	3	3	0	0	0	19	19	7.0	7.0	4	4	nu-candidate	nu-candidate
175104	10	4	4	0	0	0							nu-candidate	nu-candidate
175428	10	3	3	0	0	0							cosmic-tagged	cosmic-tagged
175500	6	0		0	0	0							no-beam-flash	no-beam-flash
175808	9	2	2	0	0	0	18	18	136.3	136.3	9	9	nu-candidate	nu-candidate
175896	9	3	3	0	0	0	17	17	71.2	71.2	4	4	nu-candidate	nu-candidate
175956	6	0		0	0	0							no-bundle	no-bundle
176022	9	3	3	0	0	0							cosmic-tagged	cosmic-tagged
176066	4	0		0	0	0							no-beam-flash	no-beam-flash
176088	11	0		0	0	0							no-beam-flash	no-beam-flash
176132	12	0		0	0	0							no-beam-flash	no-beam-flash
176160	6	0		0	0	0							cosmic-tagged	cosmic-tagged
276198	7	0		0	0	0							cosmic-tagged	cosmic-tagged
276330	5	0		0	0	0							no-beam-flash	no-beam-flash
276418	1	0		0	0	0							no-beam-flash	no-beam-flash
276550	14	0		0	0	0							no-bundle	no-bundle
276638	3	0		0	0	0							cosmic-tagged	cosmic-tagged
276836	7	1	1	0	0	0	11	11	236.7	236.7	9	9	nu-candidate	nu-candidate
277276	10	2	2	0	0	0	8	8	139.7	139.7	2	2	nu-candidate	nu-candidate
277298	8	2	2	0	0	0	17	17	57.3	57.3	7	7	nu-candidate	nu-candidate
277320	6	0		0	0	0							no-beam-flash	no-beam-flash
277782	6	0		0	0	0							no-bundle	no-bundle
277958	6	0		0	0	0							cosmic-tagged	cosmic-tagged
278046	9	0		0	0	0	3	3	23.2	23.2	4	4	nu-candidate	nu-candidate
278266	4	2	2	0	0	0	22	22	17.2	17.2	5	5	nu-candidate	nu-candidate
278398	1	0		0	0	0							cosmic-tagged	cosmic-tagged
278420	7	1	1	0	0	0	18	18	88.4	88.4	10	10	nu-candidate	nu-candidate
278640	7	2	2	0	0	0							cosmic-tagged	cosmic-tagged
278662	7	0		0	0	0							cosmic-tagged	cosmic-tagged
278684	12	3	3	1	0	1	10	10	167.2	167.2	10	9	nu-candidate	nu-candidate
278785	3	0		0	0	0	5	5	195.2	195.2	9	9	nu-candidate	nu-candidate
278794	8	1	1	0	0	0	7	7	159.1	159.1	19	19	nu-candidate	nu-candidate
278860	6	0		0	0	0							no-beam-flash	no-beam-flash
278917	4	0		0	0	0							no-bundle	no-bundle
278939	18	0		0	0	0							no-beam-flash	no-beam-flash
279080	2	0		0	0	0							nu-candidate	nu-candidate
279115	10	0		0	0	0							no-bundle	no-bundle
279124	9	0		0	0	0							no-beam-flash	no-beam-flash
279190	11	2	2	0	0	0	17	17	4.9	4.9	2	2	nu-candidate	nu-candidate
279256	6	1	1	0	0	0	15	15	291.8	291.8	5	5	nu-candidate	nu-candidate
279432	8	0		0	0	0							no-bundle	no-bundle
279445	7	2	2	0	0	0	19	19	132.5	132.5	5	5	nu-candidate	nu-candidate
279564	6	0		0	0	0							no-beam-flash	no-beam-flash
279643	8	3	3	0	0	0	20	20	7.6	7.6	5	5	nu-candidate	nu-candidate
279797	6	0		0	0	0							no-beam-flash	no-beam-flash
279951	8	2	2	0	0	0							nu-candidate	nu-candidate
280017	8	1	1	0	0	0	8	8	15.4	15.4	13	13	nu-candidate	nu-candidate
