run	subrun	event	numu_off	numu_on	nue_off	nue_on	enu_off	enu_on	vtx_zero	vtx_move_cm
18259	1	236610	1.5038279	1.8664515			523.39136	461.69656		
18259	1	237292	1.7315296	1.4285604			694.9087	423.6911	0.0	29.977332824976266
18259	1	237446	3.6732886	2.7333028			353.5638	347.44983		
18259	1	237798					948.1953	958.86926		
18259	1	240372	1.1021974	1.0465229						
18259	1	240636	3.8792338	3.5930023						
18259	1	241626	2.3762932	1.4012738			463.38763	429.4757		
18259	1	242000	3.92238	3.4247475			650.9761	675.9114	0.0	2.326061812484772
18259	1	242550					1647.3296	1638.5233		
18259	1	242726	3.6178174	3.564736						
18259	1	242814	0.9834954	0.39739	-4.300936	-15.0			0.0	1.6277703392628626
18259	1	243628	1.1422704	1.9711437			1303.2699	1198.2421	0.0	77.92625361653927
