population	arm	tag	evt	call	j	k	nedge	nlab	verdict	flip	pair	Lmin	Lmax	Tmax	npmin	angle	gw	wdeadX	dis	dens	dvtx	blks	killed	gaps	excuses
PR-data	work-pr57r4-scan395	claude-scan223	280972	0	25	26	1	1	OK	1	SEP	3.13	4.20	1.04	39	67.3	1	0	0.68	186	67.9	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	281485	0	0	5	1	1	good	0	SEP	12.72	14.49	1.08	101	45.0	1	0	4.56	669	10.6	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	281485	0	2	4	1	1	OK	1	SEP	1.04	2.96	0.63	2	2.0	1	0	4.70	645	10.9	closest	1	101	00
PR-data	work-pr57r4-scan395	claude-scan223	281485	0	4	5	1	1	OK	1	SEP	2.96	14.49	1.08	35	7.1	1	0	1.00	657	9.4	closest	1	001	10
PR-data	work-pr57r4-scan395	claude-scan223	281507	0	0	1	1	1	good	0	SEP	1.57	118.85	1.97	14	74.9	0	0	1.21	206	3.3	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	281595	0	0	1	3	2	bad	0	dir	62.11	63.64	1.05	533	0.9	0	6	0.90	254	59.4	closest|dir2|dir1	0|1|1	100|100|100	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	281639	0	0	1	1	1	OK	1	SEP	6.58	31.72	1.17	111	29.2	1	0	0.68	472	23.4	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	281837	0	0	1	1	1	bad	1	SEP	5.79	20.29	0.50	32	51.5	0	0	1.13	1261	8.0	closest	1	100	01
PR-data	work-pr57r4-scan395	claude-scan223	281837	0	0	2	2	1	bad	0	dir	20.29	94.89	5.54	168	67.6	0	0	2.57	1241	6.0	closest|dir1	0|1	110|110	11|01
PR-data	work-pr57r4-scan395	claude-scan223	281837	0	1	2	1	1	bad	1	SEP	5.79	94.89	5.54	32	39.0	0	0	1.01	1302	7.6	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	281837	0	3	4	3	1	bad	0	SEP	51.11	70.65	0.62	510	2.6	0	6	1.79	312	78.0	closest|dir1|dir2	1|1|1	010|010|010	00|10|10
PR-data	work-pr57r4-scan395	claude-scan223	281837	1	0	1	1	1	OK	1	dir	4.44	6.04	0.51	36	52.1	0	0	0.92	94	29.6	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	282072	0	0	3	1	1	good	0	SEP	3.62	296.78	9.75	28	10.4	1	0	3.64	143	298.5	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	282072	0	1	3	2	1	OK	1	SEP	26.78	296.78	9.75	120	66.0	0	0	2.72	413	29.5	closest|dir1	1|1	100|100	00|00
PR-data	work-pr57r4-scan395	claude-scan223	282072	0	2	3	1	1	OK	1	SEP	10.09	296.78	9.75	74	67.1	0	0	1.65	409	3.4	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	282204	0	0	1	1	1	bad	0	SEP	40.98	75.10	11.41	322	56.7	0	1	2.69	515	47.4	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	282204	0	0	2	3	2	bad	0	SEP	40.98	46.95	1.25	322	22.5	0	6	2.25	502	45.2	closest|dir2|dir1	1|1|1	010|010|010	00|10|00
PR-data	work-pr57r4-scan395	claude-scan223	282204	0	1	2	1	1	bad	0	SEP	46.95	75.10	11.41	661	55.5	0	0	1.08	557	2.8	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	282217	0	0	1	1	1	good	0	via2	2.43	152.52	0.87	15	48.7	0	6	4.71	359	251.5	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	282217	0	1	2	3	3	bad	0	dir	152.52	254.83	5.02	1464	9.0	0	6	0.90	360	251.8	closest|dir1|dir2	0|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	282385	0	0	1	2	2	bad	0	SEP	9.87	146.90	0.81	118	60.4	0	0	2.75	220	147.3	closest|dir1	1|1	110|110	00|01
PR-data	work-pr57r4-scan395	claude-scan223	282385	0	0	2	1	1	bad	1	SEP	1.93	146.90	0.81	6	11.0	0	0	1.43	245	146.4	closest	1	010	10
PR-data	work-pr57r4-scan395	claude-scan223	282385	0	1	2	1	1	bad	1	dir	1.93	9.87	0.73	6	65.9	0	0	0.76	213	149.1	closest	0	100	01
PR-data	work-pr57r4-scan395	claude-scan223	282899	0	0	1	1	1	bad	0	SEP	23.91	130.95	1.12	273	26.7	0	0	1.30	367	22.8	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	282979	1	1	2	1	1	good	0	SEP	0.63	0.94	0.19	6	0.0	1	0	1.51	14	83.8	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	283040	0	0	2	1	1	bad	0	dir	6.99	99.51	1.21	161	60.4	0	0	1.00	294	1.1	closest	0	010	10
PR-data	work-pr57r4-scan395	claude-scan223	283040	0	1	2	3	2	bad	0	SEP	16.16	99.51	1.21	218	27.2	0	6	1.66	306	97.3	closest|dir2|dir1	1|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	283463	0	0	1	1	1	OK	1	SEP	0.69	13.10	1.38	6	71.3	1	0	0.94	316	11.2	closest	1	101	11
PR-data	work-pr57r4-scan395	claude-scan223	283713	1	10	11	1	1	OK	1	SEP	1.01	2.87	0.50	10	48.3	1	0	1.71	110	81.6	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	283713	1	19	20	1	1	good	0	SEP	2.17	14.02	1.70	25	34.0	1	0	1.13	443	175.8	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	284013	0	0	1	1	1	OK	1	via2	1.03	74.06	0.94	3	87.7	0	6	3.33	357	5.4	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	284013	0	1	2	2	1	bad	0	dir	10.00	74.06	1.48	217	39.2	0	6	0.97	352	4.8	closest|dir1	0|1	100|100	00|00
PR-data	work-pr57r4-scan395	claude-scan223	284200	0	0	2	1	1	OK	1	SEP	8.44	21.36	1.69	98	24.0	0	0	1.35	486	40.8	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	284200	0	1	2	1	1	OK	1	SEP	0.71	21.36	1.69	4	32.7	1	0	1.14	501	30.3	closest	1	101	00
PR-data	work-pr57r4-scan395	claude-scan223	284200	0	3	4	1	1	good	0	via2	1.93	17.89	3.46	14	55.2	0	0	4.60	698	7.7	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	284200	0	3	7	1	1	OK	1	via2	1.60	1.93	0.45	14	52.4	0	0	1.73	704	11.1	closest	1	100	01
PR-data	work-pr57r4-scan395	claude-scan223	284200	0	4	6	2	2	bad	0	dir	7.91	17.89	3.46	143	49.7	0	0	0.92	675	4.8	closest|dir2	0|1	100|100	00|00
PR-data	work-pr57r4-scan395	claude-scan223	284200	0	4	7	1	1	OK	1	via2	1.60	17.89	3.46	14	75.4	0	0	3.18	704	9.3	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	284769	0	0	1	1	1	OK	1	SEP	6.16	102.32	2.30	23	22.4	0	0	1.39	765	88.0	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	284769	0	1	2	2	1	bad	0	SEP	102.32	255.92	6.16	2321	2.7	0	6	1.39	774	87.8	closest|dir2	1|1	010|010	00|00
PR-data	work-pr57r4-scan395	claude-scan223	284769	1	2	3	1	1	OK	1	dir	0.69	1.10	0.33	2	57.1	0	0	0.97	12	72.7	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	284794	0	1	2	2	1	bad	0	SEP	135.63	263.97	3.47	1208	3.8	0	1	1.95	1559	104.9	closest|dir2	1|1	100|100	00|00
PR-data	work-pr57r4-scan395	claude-scan223	285069	2	0	1	1	1	good	0	SEP	1.12	1.24	0.32	8	86.4	1	0	1.65	20	312.3	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan223	285311	0	0	1	1	1	bad	1	SEP	1.29	53.21	5.02	9	39.2	0	0	1.55	638	4.5	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	285311	0	0	2	1	1	bad	0	SEP	30.50	53.21	5.02	429	53.6	0	0	1.39	633	1.5	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	285366	0	0	1	1	1	bad	1	SEP	2.74	64.59	0.64	43	15.3	0	0	1.11	152	1.5	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	285443	0	2	3	1	1	OK	1	SEP	8.99	13.34	1.94	192	61.5	0	0	1.07	770	22.1	closest	1	010	10
PR-data	work-pr57r4-scan395	claude-scan223	285443	1	0	1	1	1	OK	1	SEP	1.29	2.19	0.54	14	76.9	0	0	1.04	37	40.9	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	285929	0	0	2	3	2	bad	0	dir	62.33	76.23	0.60	644	3.2	0	6	0.90	302	59.2	closest|dir1|dir2	0|1|1	010|010|010	00|10|00
PR-data	work-pr57r4-scan395	claude-scan223	286180	0	0	1	1	1	bad	0	SEP	17.10	26.98	1.06	203	26.4	0	0	4.92	316	29.5	dir1	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286191	0	0	3	1	1	good	0	SEP	9.01	107.60	1.69	21	1.9	0	1	2.61	490	49.0	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286241	0	0	1	1	1	bad	1	SEP	6.24	209.16	2.13	66	27.3	1	0	0.76	230	284.2	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	286400	0	1	2	3	2	bad	0	dir	86.74	221.59	1.28	785	10.1	0	6	0.69	299	178.5	closest|dir2|dir1	0|1|1	100|100|100	01|01|00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	3	11	1	1	OK	1	via3	4.64	28.13	4.84	79	69.7	0	0	4.14	1138	58.7	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	5	9	1	1	OK	0	via2	0.35	20.49	0.70	3	59.8	0	0	1.29	2227	55.4	closest	1	100	01
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	6	9	1	1	OK	1	via3	10.93	20.49	1.85	119	6.0	0	0	1.98	2106	55.4	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	7	11	1	1	OK	1	dir	28.13	107.27	13.83	1922	2.2	0	0	0.97	1921	33.7	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	8	9	1	1	OK	0	via2	4.51	20.49	0.70	44	84.5	0	0	3.62	2270	54.3	closest	1	100	01
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	9	11	1	1	OK	1	dir	20.49	28.13	4.84	119	31.2	0	0	0.75	2387	51.2	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	10	20	1	1	OK	1	SEP	20.31	29.44	4.42	103	89.3	1	0	4.09	1508	26.8	closest	1	101	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	14	15	1	1	OK	1	via2	2.41	9.11	0.78	18	29.0	0	0	3.06	1732	42.3	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	14	16	1	1	OK	1	dir	2.41	2.83	0.57	18	21.6	0	0	0.90	1640	43.6	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	15	19	1	1	OK	1	SEP	9.11	17.75	0.80	72	4.2	0	0	4.37	1856	30.0	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	15	20	1	1	OK	1	SEP	9.11	29.44	4.42	72	85.8	1	0	1.33	1916	32.2	closest	1	001	01
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	17	18	1	1	OK	0	via2	1.51	10.19	1.70	8	16.3	0	0	3.99	2283	42.5	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	18	20	1	1	bad	0	dir	10.19	29.44	4.42	141	35.0	0	0	0.92	1615	44.7	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	286681	0	19	20	1	1	good	0	SEP	17.75	29.44	4.42	201	88.7	1	0	1.13	1673	27.3	closest	1	101	01
PR-data	work-pr57r4-scan395	claude-scan223	286906	0	0	1	1	1	good	0	SEP	4.33	134.58	0.85	40	35.7	1	0	1.30	269	3.7	closest	1	111	10
PR-data	work-pr57r4-scan395	claude-scan223	287517	0	0	1	2	1	bad	0	SEP	32.15	108.46	1.85	588	5.9	1	1	0.69	400	25.5	closest|dir1	1|1	001|001	00|00
PR-data	work-pr57r4-scan395	claude-scan223	287517	0	1	3	1	1	bad	0	SEP	8.26	32.15	1.85	150	14.7	0	0	1.35	706	8.1	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	287517	0	2	3	1	1	bad	1	dir	4.10	8.26	1.13	100	31.6	0	0	0.60	636	7.1	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	287621	0	0	2	1	1	bad	0	SEP	15.47	73.66	12.61	59	22.4	0	0	1.95	414	63.7	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	287621	0	1	2	1	1	bad	0	SEP	21.12	73.66	12.61	68	24.0	0	1	1.95	487	37.3	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	287621	0	2	3	1	1	bad	1	dir	3.09	73.66	12.61	32	80.7	0	0	0.97	207	51.6	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	287654	0	0	1	1	1	bad	0	dir	11.08	50.80	2.71	300	47.2	0	0	0.90	684	3.2	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	287654	0	2	4	1	1	OK	1	SEP	1.15	8.77	0.67	10	80.5	0	0	1.20	98	47.6	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	287830	0	0	1	1	1	OK	1	SEP	1.77	10.74	1.01	17	34.0	0	0	1.55	327	169.9	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	287830	0	0	3	1	1	OK	1	SEP	0.94	1.77	0.55	8	78.9	1	0	1.80	327	169.5	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	287830	0	1	3	1	1	OK	1	SEP	0.94	10.74	1.01	8	53.5	1	0	1.40	333	168.9	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	288287	0	2	3	3	1	bad	1	SEP	114.59	135.59	14.13	1554	9.0	1	0	0.87	311	121.2	closest|dir1|dir2	1|1|1	001|001|001	10|00|00
PR-data	work-pr57r4-scan395	claude-scan223	288287	0	3	4	1	1	OK	1	SEP	0.00	114.59	1.19	1	-1.0	1	0	0.79	143	238.8	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	288287	1	0	1	1	1	OK	1	SEP	1.97	2.33	0.29	9	5.6	0	8	3.27	21	21.7	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	288639	0	1	2	1	1	good	0	SEP	57.68	81.88	1.81	473	89.3	1	0	1.98	405	2.1	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	288745	1	0	1	1	1	good	0	SEP	0.94	1.27	0.48	16	74.5	1	0	1.55	33	179.2	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	290052	0	0	1	1	1	bad	0	SEP	10.98	85.22	3.54	85	82.4	0	0	1.55	351	2.1	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	290729	0	0	1	1	1	bad	0	SEP	9.37	110.50	2.54	112	87.6	0	0	1.51	246	110.5	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	290729	0	1	2	1	1	good	0	SEP	0.35	110.50	2.54	2	36.9	1	1	1.13	255	79.1	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	291499	1	0	1	1	1	good	0	SEP	0.63	0.94	0.19	6	0.0	1	0	1.59	14	324.9	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan223	292005	0	0	1	1	1	good	0	SEP	1.28	50.00	3.76	12	87.7	1	0	1.21	336	10.3	closest	1	101	01
PR-data	work-pr57r4-scan395	claude-scan223	292005	0	1	2	3	1	bad	0	dir	50.00	117.20	3.76	681	2.9	0	0	0.69	362	45.1	closest|dir1|dir2	0|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	292027	0	0	3	1	1	OK	1	SEP	1.67	6.74	1.51	19	89.6	0	0	1.05	363	54.7	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	292027	0	0	4	1	1	OK	1	SEP	0.98	6.74	1.51	7	59.8	1	0	1.29	274	58.6	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	292027	0	2	5	1	1	OK	1	SEP	1.29	16.58	1.26	12	75.1	1	0	1.68	426	48.5	closest	1	011	10
PR-data	work-pr57r4-scan395	claude-scan223	292027	0	3	4	1	1	OK	1	SEP	0.98	1.67	0.52	7	45.1	1	0	3.80	307	56.9	closest	1	101	11
PR-data	work-pr57r4-scan395	claude-scan223	292384	1	0	1	1	1	OK	1	SEP	0.35	1.87	0.47	4	8.5	0	0	1.20	28	102.6	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	292643	0	2	3	1	1	bad	0	dir	15.46	54.24	3.17	205	49.8	0	6	0.97	772	1.6	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	292643	1	0	1	1	1	good	0	SEP	1.11	15.00	1.24	12	55.6	1	0	2.49	256	39.3	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan223	314507	0	0	3	1	1	good	0	SEP	1.53	38.39	1.98	14	89.2	1	0	2.43	302	104.4	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	314507	0	1	3	1	1	good	0	via2	1.74	38.39	1.98	10	32.3	1	0	3.55	194	64.5	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	314507	0	1	5	1	1	good	0	SEP	1.74	13.97	0.41	10	36.1	1	0	1.67	169	60.4	closest	1	111	01
PR-data	work-pr57r4-scan395	claude-scan223	314507	0	2	4	1	1	good	0	via2	1.91	20.09	0.42	20	35.6	1	0	0.98	110	19.2	closest	1	001	10
PR-data	work-pr57r4-scan395	claude-scan223	315167	0	4	6	1	1	good	0	SEP	0.63	148.41	10.46	6	81.5	0	0	1.53	189	25.1	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	315167	0	5	6	1	1	OK	1	dir	1.83	148.41	10.46	16	40.2	0	0	0.90	1079	18.1	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	315497	0	0	2	1	1	bad	0	SEP	2.00	49.58	1.34	30	10.0	0	6	2.34	224	6.4	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	315849	0	0	1	1	1	bad	0	SEP	9.34	62.77	0.73	85	51.2	0	0	1.39	213	63.4	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	316003	0	0	1	1	1	bad	0	SEP	12.19	31.96	0.82	67	2.6	0	0	1.35	381	21.7	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	316025	0	0	1	1	1	bad	0	SEP	10.20	71.97	1.89	302	89.3	0	0	1.71	426	72.2	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	316311	0	0	2	1	1	OK	1	SEP	1.19	84.14	3.62	10	67.6	0	0	2.13	129	80.7	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	316311	0	1	2	1	1	OK	1	SEP	0.00	1.19	0.37	1	-1.0	0	0	2.42	126	81.2	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	316553	0	0	1	3	2	bad	0	SEP	110.84	143.77	1.25	1263	7.7	0	6	2.25	339	97.3	closest|dir1|dir2	1|1|1	010|010|010	10|00|10
PR-data	work-pr57r4-scan395	claude-scan223	316553	0	0	2	1	1	good	0	SEP	11.65	110.84	0.79	47	1.4	0	3	3.31	336	100.8	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	316553	0	1	2	1	1	good	0	SEP	11.65	143.77	1.25	47	7.4	0	0	3.60	355	90.0	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	316729	1	0	1	1	1	OK	1	dir	0.94	1.07	0.41	9	15.9	0	0	0.85	22	277.0	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	317741	0	0	1	1	1	good	0	SEP	1.47	8.70	0.69	17	76.7	1	0	0.60	117	0.8	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	317939	0	0	1	2	1	bad	0	dir	21.11	143.03	4.24	380	59.4	0	0	0.95	970	2.9	closest|dir2	0|1	010|010	11|00
PR-data	work-pr57r4-scan395	claude-scan223	317939	1	2	4	1	1	OK	1	SEP	2.46	37.43	1.85	24	26.3	0	0	1.38	771	32.2	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	317939	1	3	4	1	1	good	0	SEP	0.63	37.43	1.85	6	60.1	1	0	1.97	284	52.6	closest	1	011	11
PR-data	work-pr57r4-scan395	claude-scan223	317939	1	3	5	1	1	good	0	SEP	0.63	5.06	0.73	6	55.5	1	0	1.52	276	53.1	closest	1	011	10
PR-data	work-pr57r4-scan395	claude-scan223	317939	1	4	5	1	1	good	0	SEP	5.06	37.43	1.85	66	30.7	1	0	1.99	277	53.1	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	317939	1	12	13	1	1	good	0	SEP	0.69	0.98	0.28	6	80.2	1	0	1.80	13	96.3	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan223	320667	1	0	1	1	1	bad	1	SEP	1.92	19.04	1.07	18	64.0	0	0	1.11	243	152.3	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	321107	0	0	1	1	1	bad	0	SEP	4.16	221.24	8.52	43	34.1	0	6	2.19	261	219.4	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	321173	0	1	2	1	1	OK	1	dir	1.12	24.23	0.96	12	70.8	0	0	0.79	219	148.3	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	321173	0	2	3	3	1	bad	0	dir	24.23	123.99	1.46	393	6.7	0	0	0.75	464	121.5	closest|dir1|dir2	0|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	345633	0	0	5	1	1	bad	0	dir	97.04	100.30	10.94	1915	6.6	0	6	0.60	499	99.2	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	347085	0	5	6	1	1	good	0	SEP	2.01	11.96	1.87	18	80.4	0	0	3.29	439	13.8	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	348471	0	0	1	1	1	good	0	SEP	28.71	55.41	3.88	906	16.5	1	0	2.27	1086	46.1	closest	1	111	10
PR-data	work-pr57r4-scan395	claude-scan223	348471	0	0	2	2	1	bad	0	SEP	51.44	55.41	3.88	472	69.5	0	0	1.66	314	4.1	closest|dir2	1|1	010|010	00|00
PR-data	work-pr57r4-scan395	claude-scan223	348471	0	3	4	1	1	OK	1	SEP	5.67	9.47	1.31	77	76.4	0	0	1.31	686	78.8	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	348691	0	0	1	2	1	good	1	SEP	53.86	351.61	4.67	1371	77.4	0	0	2.28	1067	3.1	closest|dir1	1|1	100|100	00|00
PR-data	work-pr57r4-scan395	claude-scan223	348691	0	1	2	2	2	good	0	SEP	16.72	351.61	4.67	362	22.5	1	0	4.71	865	1.5	dir2|dir1	1|1	111|111	00|00
PR-data	work-pr57r4-scan395	claude-scan223	348691	0	4	5	1	1	OK	1	dir	4.75	8.24	1.66	52	40.7	0	0	0.97	218	55.9	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	348713	0	0	1	1	1	bad	0	SEP	33.71	88.61	1.75	656	55.1	0	0	1.11	343	0.6	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	349241	0	1	2	1	1	bad	1	SEP	5.74	49.56	1.09	49	74.5	0	0	1.11	195	3.3	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	349461	0	1	2	1	1	OK	1	SEP	9.36	182.06	7.17	27	22.5	0	0	2.11	644	177.2	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	349549	0	0	1	1	1	good	0	via2	3.41	33.69	0.77	31	17.8	1	0	0.60	193	6.1	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	349549	1	1	2	1	1	good	0	SEP	1.04	3.05	0.54	9	14.0	1	0	1.59	1572	125.7	closest	1	101	00
PR-data	work-pr57r4-scan395	claude-scan223	349549	1	1	8	1	1	OK	1	SEP	1.04	28.13	2.91	9	77.6	1	0	1.25	1579	124.6	closest	1	101	11
PR-data	work-pr57r4-scan395	claude-scan223	349549	1	2	6	1	1	good	0	SEP	3.05	12.72	2.33	30	73.7	1	0	1.87	1441	128.3	closest	1	101	10
PR-data	work-pr57r4-scan395	claude-scan223	349549	1	5	6	1	1	good	0	SEP	4.17	12.72	2.33	28	37.4	1	0	1.23	1412	128.3	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	349549	1	5	8	1	1	good	0	SEP	4.17	28.13	2.91	28	54.9	1	0	1.76	1485	126.6	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	349549	1	6	8	2	1	OK	1	SEP	12.72	28.13	2.91	564	24.6	1	0	2.86	1400	126.8	closest|dir1	1|1	001|001	00|00
PR-data	work-pr57r4-scan395	claude-scan223	349549	1	7	9	1	1	OK	1	SEP	1.03	9.05	1.70	12	56.0	1	0	0.92	1216	131.0	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	349549	1	8	9	3	1	OK	1	SEP	9.05	28.13	2.91	316	16.7	1	0	1.04	1346	117.4	closest|dir1|dir2	1|1|1	101|101|101	01|00|01
PR-data	work-pr57r4-scan395	claude-scan223	349549	1	20	21	1	1	OK	1	SEP	0.94	1.16	0.36	9	38.8	1	0	1.84	703	140.7	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	349945	0	0	1	1	1	bad	0	dir	11.57	178.12	2.23	257	70.2	0	0	0.92	883	2.0	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	350297	0	0	1	3	2	bad	0	SEP	37.23	195.47	2.14	349	1.8	0	6	1.09	248	1.6	closest|dir1|dir2	1|1|1	010|010|010	10|00|00
PR-data	work-pr57r4-scan395	claude-scan223	386948	0	2	3	1	1	OK	1	SEP	5.24	16.02	1.02	90	23.2	1	0	0.92	845	55.0	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	386948	0	8	9	1	1	OK	1	SEP	1.71	24.81	1.91	12	42.2	0	0	1.21	740	49.7	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	388224	0	1	2	1	1	OK	1	SEP	1.96	195.54	5.52	17	61.1	0	0	1.63	858	1.3	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	388224	0	2	3	1	1	good	0	SEP	1.40	195.54	5.52	12	15.2	1	0	0.87	739	6.7	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	388224	0	2	4	1	1	OK	1	SEP	1.93	195.54	5.52	7	13.5	0	0	1.11	971	6.5	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	390864	0	0	1	1	1	good	0	SEP	1.14	174.27	1.88	14	44.0	1	0	1.29	453	73.1	closest	1	111	10
PR-data	work-pr57r4-scan395	claude-scan223	392552	0	0	1	1	1	bad	0	dir	81.71	113.87	1.15	717	10.6	0	6	0.75	315	112.9	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	393042	0	1	2	2	1	bad	0	dir	165.01	240.31	2.61	3693	6.8	0	6	0.82	730	162.8	closest|dir1	0|1	010|010	00|00
