population	arm	tag	evt	call	j	k	nedge	nlab	verdict	flip	pair	Lmin	Lmax	Tmax	npmin	angle	gw	wdeadX	dis	dens	dvtx	blks	killed	gaps	excuses
nueCC48	work-pr57r4-scan48	root	360535	0	6	11	1	1	OK	0	SEP	3.94	6.82	0.63	43	40.2	1	0	3.83	4782	55.9	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	360535	0	7	12	1	1	OK	0	SEP	3.61	4.56	0.62	27	64.9	1	1	1.13	3535	63.2	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	360535	0	13	14	1	1	OK	0	SEP	3.52	4.03	0.91	43	44.7	1	1	0.97	2943	66.3	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	389538	0	0	1	2	2	bad	0	dir	45.71	156.82	1.87	597	72.1	0	0	0.82	350	211.5	closest|dir2	0|1	100|100	00|00
nueCC48	work-pr57r4-scan48	root	389538	1	1	2	1	1	OK	0	dir	1.25	20.05	2.37	16	72.2	0	0	0.92	688	81.9	closest	0	100	00
nueCC48	work-pr57r4-scan48	root	389538	1	11	13	1	1	OK	0	SEP	2.00	12.58	1.33	21	59.0	1	0	1.75	472	95.3	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	400474	0	0	1	1	1	OK	0	SEP	3.28	11.34	0.62	32	25.6	0	0	1.40	254	33.2	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	400474	0	0	8	1	1	OK	0	SEP	3.28	85.84	4.11	32	79.1	1	0	1.60	260	29.1	closest	1	111	11
nueCC48	work-pr57r4-scan48	root	400474	0	1	2	1	1	OK	0	SEP	1.40	11.34	0.62	15	28.4	1	0	1.21	163	44.3	closest	1	101	01
nueCC48	work-pr57r4-scan48	root	400474	0	4	7	1	1	OK	0	SEP	3.72	7.60	1.27	35	65.3	0	0	1.28	1377	71.3	closest	1	100	01
nueCC48	work-pr57r4-scan48	root	400474	0	4	8	1	1	OK	0	SEP	3.72	85.84	4.11	35	33.6	0	0	2.19	1283	72.4	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	400474	0	5	7	1	1	OK	0	SEP	3.21	7.60	1.27	41	3.2	1	0	2.09	1766	66.8	closest	1	001	01
nueCC48	work-pr57r4-scan48	root	400474	0	5	8	1	1	OK	0	SEP	3.21	85.84	4.11	41	35.0	1	0	1.81	2043	64.4	closest	1	001	10
nueCC48	work-pr57r4-scan48	root	400474	0	6	7	1	1	OK	0	SEP	6.75	7.60	1.27	112	37.0	0	0	2.50	1279	72.5	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	400474	0	6	8	1	1	OK	0	SEP	6.75	85.84	4.11	128	56.3	0	0	1.13	953	76.4	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	400474	1	2	4	2	2	OK	0	SEP	7.34	21.36	1.90	193	46.9	0	0	1.30	663	109.6	closest|dir1	1|1	100|100	00|00
nueCC48	work-pr57r4-scan48	root	422851	0	0	1	1	1	OK	0	SEP	2.47	3.06	0.69	23	27.1	1	0	1.34	1040	77.6	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	422851	0	0	5	1	1	OK	0	SEP	1.43	2.47	0.49	18	89.1	1	0	3.34	1598	73.5	closest	1	111	00
nueCC48	work-pr57r4-scan48	root	422851	0	4	7	1	1	OK	0	dir	1.21	19.65	3.81	10	29.0	0	0	0.92	2107	65.7	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	422851	0	5	7	1	1	OK	0	SEP	1.43	19.65	3.81	18	71.0	1	0	1.07	1849	71.8	closest	1	001	10
nueCC48	work-pr57r4-scan48	root	422851	0	6	7	1	1	OK	0	via2	6.50	19.65	3.81	59	40.9	0	0	1.11	2030	66.3	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	422851	0	9	11	1	1	OK	0	dir	8.62	56.22	2.10	116	39.9	0	1	0.60	1356	41.3	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	422851	0	10	11	1	1	OK	0	dir	2.06	56.22	2.10	23	70.8	0	0	0.92	972	23.5	closest	0	100	00
nueCC48	work-pr57r4-scan48	root	423981	0	0	3	1	1	OK	0	dir	3.10	79.65	10.09	24	48.5	0	0	0.95	1796	53.1	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	423981	0	1	3	1	1	bad	0	SEP	29.42	79.65	10.09	351	83.2	0	6	1.18	396	77.6	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	423981	1	0	1	1	1	OK	0	SEP	1.58	2.90	0.51	14	49.0	1	0	0.68	38	65.7	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	433451	0	0	10	2	2	OK	0	SEP	6.53	22.64	2.81	119	27.8	1	0	1.45	1022	103.5	closest|dir1	1|1	101|101	00|01
nueCC48	work-pr57r4-scan48	root	433451	0	1	10	1	1	OK	0	SEP	6.10	22.64	2.81	33	37.7	0	0	3.30	2209	88.0	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	433451	0	3	9	1	1	bad	0	SEP	7.32	36.29	3.80	75	41.5	0	0	1.40	615	2.0	closest	1	100	01
nueCC48	work-pr57r4-scan48	root	433451	0	3	17	1	1	bad	0	SEP	7.32	82.99	3.57	75	71.6	0	0	3.18	639	1.2	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	433451	0	4	5	1	1	OK	0	dir	4.32	5.37	0.75	28	6.0	0	0	0.75	3939	58.5	closest	0	100	00
nueCC48	work-pr57r4-scan48	root	433451	0	4	16	1	1	OK	0	via2	4.32	8.34	0.36	28	60.2	0	0	2.80	3930	57.9	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	433451	0	4	17	1	1	OK	0	via2	4.32	82.99	3.57	28	43.7	0	0	1.56	3930	58.2	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	433451	0	7	10	1	1	OK	0	SEP	0.66	22.64	2.81	9	51.0	1	0	1.33	2340	89.7	closest	1	101	01
nueCC48	work-pr57r4-scan48	root	433451	0	9	17	1	1	bad	0	dir	36.29	82.99	3.80	607	67.1	0	0	1.00	667	1.3	closest	0	100	01
nueCC48	work-pr57r4-scan48	root	433451	0	10	11	1	1	OK	0	dir	2.07	22.64	2.81	23	30.3	0	0	0.92	1521	100.1	closest	0	010	10
nueCC48	work-pr57r4-scan48	root	433451	0	10	12	1	1	OK	0	SEP	1.28	22.64	2.81	14	28.0	1	0	1.01	3041	85.7	closest	1	111	00
nueCC48	work-pr57r4-scan48	root	433451	0	10	17	3	1	OK	0	via3	22.64	82.99	3.57	1504	7.3	1	0	1.25	3273	77.7	closest|dir2|dir1	1|1|1	101|101|101	11|00|00
nueCC48	work-pr57r4-scan48	root	433451	0	13	14	1	1	OK	0	SEP	1.64	4.47	0.74	15	11.4	0	0	4.16	4965	75.2	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	433451	0	13	17	1	1	OK	0	SEP	1.64	82.99	3.57	15	16.5	0	0	1.13	5143	75.6	closest	1	010	10
nueCC48	work-pr57r4-scan48	root	433451	0	16	17	1	1	OK	0	dir	8.34	82.99	3.57	40	29.2	0	0	0.92	5613	63.4	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	433451	0	18	20	1	1	good	0	SEP	5.43	6.60	0.55	48	1.8	1	0	1.61	107	114.0	closest	1	001	01
nueCC48	work-pr57r4-scan48	root	437699	2	12	13	1	1	OK	0	SEP	3.24	4.76	0.83	51	20.0	0	0	1.84	106	148.4	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	444187	0	1	2	1	1	OK	0	SEP	2.51	148.44	15.39	33	81.9	0	0	1.01	904	24.1	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	447477	0	0	1	1	1	OK	0	SEP	7.97	12.42	1.82	135	83.0	0	0	4.21	958	60.6	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	447477	0	0	11	1	1	OK	0	SEP	5.43	7.97	1.19	36	63.6	0	0	2.70	917	61.5	closest	1	110	01
nueCC48	work-pr57r4-scan48	root	447477	0	1	2	1	1	OK	0	SEP	4.91	12.42	1.82	41	31.4	0	0	3.25	968	60.4	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	447477	0	1	7	1	1	OK	0	SEP	12.42	56.64	4.76	248	75.4	1	0	4.57	1821	49.9	dir1	1	001	00
nueCC48	work-pr57r4-scan48	root	447477	0	3	4	1	1	OK	0	via2	2.29	3.30	0.54	20	85.8	0	0	3.87	1836	44.1	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	447477	0	7	8	1	1	OK	0	SEP	3.44	56.64	4.76	42	41.7	1	0	0.98	1889	50.8	closest	1	101	01
nueCC48	work-pr57r4-scan48	root	447477	0	7	9	1	1	OK	0	SEP	3.40	56.64	4.76	31	85.3	0	0	1.11	2490	33.0	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	447477	0	11	12	1	1	OK	0	SEP	5.43	10.63	1.43	36	61.3	0	0	2.25	937	60.7	closest	1	100	01
nueCC48	work-pr57r4-scan48	root	469665	0	1	4	1	1	OK	0	SEP	3.20	8.27	1.38	21	73.4	1	0	3.25	743	36.4	closest	1	101	00
nueCC48	work-pr57r4-scan48	root	469665	0	2	3	1	1	OK	0	SEP	0.96	15.13	1.94	11	84.6	1	0	0.95	547	51.9	closest	1	101	11
nueCC48	work-pr57r4-scan48	root	469665	0	6	7	1	1	OK	0	SEP	2.26	28.63	3.60	20	62.3	0	0	1.01	773	26.2	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	469665	0	8	9	1	1	OK	0	SEP	2.22	6.74	0.80	26	48.5	0	0	1.08	112	144.9	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	469665	0	11	15	1	1	OK	0	SEP	5.71	6.89	1.29	43	57.6	0	0	2.77	272	100.9	closest	1	110	00
nueCC48	work-pr57r4-scan48	root	489330	0	0	11	1	1	OK	0	SEP	4.54	82.81	10.45	32	70.8	0	1	2.57	2752	24.3	closest	1	010	00
nueCC48	work-pr57r4-scan48	root	489330	0	2	11	1	1	good	0	SEP	2.85	82.81	10.45	33	19.8	1	0	1.83	3829	50.4	closest	1	001	00
nueCC48	work-pr57r4-scan48	root	489330	0	4	5	1	1	OK	0	dir	2.39	30.72	3.18	21	20.8	0	0	0.96	1462	81.6	closest	0	010	00
nueCC48	work-pr57r4-scan48	root	489330	0	6	11	1	1	OK	0	via2	2.35	82.81	10.45	13	68.5	0	0	1.37	3615	47.7	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	489330	0	7	8	1	1	OK	0	SEP	2.95	9.10	0.47	15	88.0	1	0	4.53	4029	46.6	closest	1	011	00
nueCC48	work-pr57r4-scan48	root	489330	0	7	11	1	1	OK	0	via3	2.95	82.81	10.45	15	82.9	0	0	1.78	3611	47.1	closest	1	100	00
nueCC48	work-pr57r4-scan48	root	489330	0	8	11	1	1	OK	0	SEP	9.10	82.81	10.45	95	20.7	1	0	0.87	4441	42.7	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	18625	0	0	1	2	2	good	0	SEP	52.48	104.85	12.75	3062	43.4	1	0	1.88	951	7.5	closest|dir1	1|1	111|111	11|10
NCpi0	work-pr57r4-scan19	root	18625	0	0	3	1	1	OK	0	via2	2.77	52.48	3.35	38	25.0	0	0	1.90	2119	48.4	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	18625	0	2	3	1	1	OK	0	dir	2.77	4.27	0.95	38	80.6	0	0	0.85	2385	46.9	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	18625	1	0	1	1	1	good	0	SEP	0.69	0.94	0.35	3	90.0	1	0	17.77	409	370.0	closest	1	111	00
NCpi0	work-pr57r4-scan19	root	18625	1	0	2	1	1	good	0	SEP	0.94	2.32	0.59	8	77.1	1	0	5.29	406	366.4	closest	1	111	00
NCpi0	work-pr57r4-scan19	root	18625	1	2	3	1	1	good	0	SEP	2.32	12.17	1.66	21	57.1	1	0	1.10	407	366.0	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	21073	0	0	6	1	1	bad	0	SEP	11.25	92.33	1.87	121	50.5	0	0	1.40	251	89.8	closest	1	110	00
NCpi0	work-pr57r4-scan19	root	21073	0	2	4	1	1	OK	0	SEP	1.51	9.35	0.46	4	21.1	1	0	9.05	503	31.6	closest	1	101	00
NCpi0	work-pr57r4-scan19	root	21073	0	2	5	1	1	OK	0	SEP	1.51	4.41	0.55	4	22.6	0	0	8.54	446	33.8	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	21073	0	2	7	1	1	OK	0	SEP	1.51	37.90	5.05	4	12.8	1	0	10.44	517	32.0	closest	1	101	00
NCpi0	work-pr57r4-scan19	root	21073	0	4	5	1	1	good	0	SEP	4.41	9.35	0.55	19	18.2	1	0	4.43	999	29.0	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	21073	0	4	7	1	1	OK	0	SEP	9.35	37.90	5.05	19	19.0	0	0	1.55	1395	26.9	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	21073	0	4	8	1	1	OK	0	SEP	2.45	9.35	0.46	14	23.7	0	0	2.31	1711	23.6	closest	1	100	01
NCpi0	work-pr57r4-scan19	root	21073	0	5	8	1	1	good	0	SEP	2.45	4.41	0.55	14	31.5	1	0	7.99	1393	27.3	closest	1	101	00
NCpi0	work-pr57r4-scan19	root	21073	0	6	7	1	1	good	0	SEP	37.90	92.33	5.05	1230	59.9	1	0	0.98	2100	1.7	closest	1	001	11
NCpi0	work-pr57r4-scan19	root	21073	1	0	1	1	1	good	0	SEP	1.78	7.69	1.11	22	24.7	1	0	1.39	144	65.7	closest	1	111	00
NCpi0	work-pr57r4-scan19	root	37112	0	0	1	1	1	OK	0	dir	2.47	52.25	2.84	12	5.2	0	10	0.76	847	53.5	closest	0	100	00
NCpi0	work-pr57r4-scan19	root	56982	0	2	4	1	1	OK	0	SEP	10.76	66.92	4.44	174	28.6	0	0	1.10	2315	6.9	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	56982	0	3	4	1	1	OK	0	dir	5.30	66.92	4.44	80	10.8	0	0	0.82	1456	40.7	closest	0	100	00
NCpi0	work-pr57r4-scan19	root	56982	0	4	5	1	1	OK	0	dir	6.70	66.92	4.44	69	54.3	0	1	0.82	2360	9.6	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	71372	0	0	10	1	1	OK	0	SEP	19.66	59.82	4.08	290	90.0	1	0	3.73	3216	35.2	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	71372	0	3	21	1	1	OK	0	SEP	0.69	10.00	1.11	2	16.9	0	6	2.92	2727	28.6	closest	1	010	10
NCpi0	work-pr57r4-scan19	root	71372	0	6	21	1	1	OK	0	SEP	4.94	10.00	1.11	37	16.7	0	6	1.25	2439	27.7	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	71372	0	9	10	1	1	OK	0	dir	2.45	59.82	4.08	32	35.0	0	0	0.76	1198	58.7	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	71372	0	10	21	2	1	OK	0	SEP	10.00	59.82	4.08	175	24.0	0	6	1.73	2865	28.2	closest|dir2	1|1	010|010	00|00
NCpi0	work-pr57r4-scan19	root	71372	0	16	17	1	1	OK	0	SEP	1.34	21.87	1.87	11	68.5	1	0	1.17	304	25.4	closest	1	011	01
NCpi0	work-pr57r4-scan19	root	71372	1	3	9	1	1	OK	0	SEP	1.25	4.35	0.83	10	69.7	0	0	1.65	1917	110.9	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	71372	1	3	16	1	1	OK	0	via2	1.25	42.12	4.48	10	38.7	0	1	4.10	2118	109.5	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	71372	1	7	11	1	1	OK	0	SEP	1.44	1.66	0.47	13	60.2	1	0	1.78	1024	119.6	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	71372	1	7	16	1	1	OK	0	SEP	1.66	42.12	4.48	14	57.7	1	0	3.68	1416	116.5	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	71372	1	9	16	1	1	OK	0	SEP	4.35	42.12	4.48	71	31.9	0	1	4.58	2299	109.0	closest	1	010	10
NCpi0	work-pr57r4-scan19	root	71372	1	13	14	1	1	OK	0	dir	4.28	4.88	0.92	44	60.3	0	0	0.79	1988	112.0	closest	0	100	00
NCpi0	work-pr57r4-scan19	root	71372	1	13	19	1	1	OK	0	SEP	3.52	4.88	0.92	14	26.0	0	1	3.02	2652	108.7	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	71372	1	13	20	1	1	OK	0	SEP	4.88	13.92	0.98	55	67.6	0	0	3.79	1821	112.2	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	71372	1	14	20	1	1	OK	0	SEP	4.28	13.92	0.98	44	43.0	1	0	2.27	1662	112.6	closest	1	101	01
NCpi0	work-pr57r4-scan19	root	71372	1	16	17	1	1	OK	0	SEP	3.47	42.12	4.48	48	82.8	1	0	0.98	2865	101.0	closest	1	001	01
NCpi0	work-pr57r4-scan19	root	71372	1	16	18	1	1	OK	0	via2	13.39	42.12	4.48	336	17.6	1	0	1.38	2975	101.2	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	71372	1	16	20	2	2	OK	0	SEP	13.92	42.12	4.48	262	26.3	0	1	3.32	2005	105.4	closest|dir2	1|1	100|100	00|00
NCpi0	work-pr57r4-scan19	root	71372	1	17	18	1	1	OK	0	SEP	3.47	13.39	1.71	48	70.7	1	0	1.00	2908	102.3	closest	1	001	10
NCpi0	work-pr57r4-scan19	root	71372	1	43	44	1	1	good	0	SEP	0.63	1.28	0.37	12	53.2	1	0	1.97	63	141.5	closest	1	111	00
NCpi0	work-pr57r4-scan19	root	84229	0	0	5	1	1	OK	0	SEP	2.99	62.90	2.06	20	35.5	0	0	1.70	808	61.5	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	84229	0	1	5	1	1	good	0	SEP	4.03	62.90	2.06	32	63.2	1	0	1.48	1235	37.0	closest	1	001	10
NCpi0	work-pr57r4-scan19	root	84229	0	2	4	1	1	good	0	SEP	3.56	15.04	0.73	53	58.7	1	0	2.00	891	83.7	closest	1	011	10
NCpi0	work-pr57r4-scan19	root	84229	0	2	6	1	1	good	0	SEP	3.56	36.24	1.34	53	61.5	1	0	2.91	901	83.8	closest	1	011	00
NCpi0	work-pr57r4-scan19	root	84229	0	3	4	1	1	OK	0	dir	7.66	15.04	1.05	92	19.9	0	0	1.00	845	92.5	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	84229	0	3	6	1	1	OK	0	via2	7.66	36.24	1.34	92	8.5	0	0	1.08	696	96.0	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	84229	0	4	5	2	1	OK	0	dir	15.04	62.90	2.06	114	12.9	0	0	0.98	694	75.9	closest|dir1	0|0	010|010	00|01
NCpi0	work-pr57r4-scan19	root	84229	0	4	6	1	1	OK	0	dir	15.04	36.24	1.34	114	14.5	0	0	0.90	964	88.8	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	84229	0	5	6	2	1	OK	0	dir	36.24	62.90	2.06	496	2.9	0	0	1.00	715	71.3	closest|dir2	0|1	010|010	10|00
NCpi0	work-pr57r4-scan19	root	84229	1	1	2	1	1	OK	0	SEP	1.80	24.44	0.45	24	64.8	0	0	1.50	351	4.5	closest	1	110	00
NCpi0	work-pr57r4-scan19	root	84229	1	13	15	1	1	OK	0	SEP	5.80	39.14	1.71	78	71.2	1	0	1.49	1019	51.2	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	105946	0	2	3	1	1	OK	0	dir	9.69	15.08	1.76	173	26.6	0	0	0.76	474	52.2	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	142421	0	0	1	1	1	OK	0	via5	1.41	6.70	0.68	6	22.7	0	6	2.13	2613	45.7	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	142421	0	1	3	1	1	OK	0	via4	6.70	45.64	3.21	78	8.7	0	6	2.17	2703	44.4	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	142421	0	2	3	1	1	OK	0	dir	1.48	45.64	3.21	9	36.2	0	0	0.90	2718	41.7	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	142421	0	2	15	1	1	OK	0	via3	1.48	2.06	0.51	9	23.9	0	6	2.19	2598	44.0	closest	1	010	10
NCpi0	work-pr57r4-scan19	root	142421	0	3	15	1	1	OK	0	via4	2.06	45.64	3.21	29	51.1	0	6	2.03	2659	44.3	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	142421	0	5	11	1	1	good	0	SEP	1.67	15.63	1.52	16	40.1	1	0	1.40	1114	56.0	closest	1	011	10
NCpi0	work-pr57r4-scan19	root	142421	0	6	8	2	1	bad	0	via2	31.65	59.37	14.00	336	77.1	0	6	1.62	351	47.2	closest|dir2	1|1	100|100	00|00
NCpi0	work-pr57r4-scan19	root	142421	0	7	8	1	1	OK	0	dir	59.37	84.27	14.00	739	21.9	0	4	0.69	401	60.9	closest	0	100	00
NCpi0	work-pr57r4-scan19	root	142421	0	8	9	3	2	bad	0	dir	59.37	182.77	14.00	2486	83.0	0	6	0.92	1002	35.8	closest|dir2|dir1	0|1|1	010|010|010	00|00|00
NCpi0	work-pr57r4-scan19	root	142421	0	10	17	1	1	OK	0	SEP	10.38	12.73	1.58	216	18.5	0	0	1.43	768	73.7	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	142421	0	13	15	1	1	OK	0	via7	2.06	9.87	1.39	29	61.6	0	2	4.86	2008	45.7	closest	1	110	00
NCpi0	work-pr57r4-scan19	root	180801	0	1	4	2	1	bad	0	SEP	17.14	65.53	3.19	201	34.0	0	0	1.05	836	55.5	closest|dir2	1|1	100|100	00|00
NCpi0	work-pr57r4-scan19	root	180801	0	3	4	2	1	OK	0	SEP	6.55	65.53	3.19	133	15.5	0	0	1.13	492	107.6	closest|dir1	1|0	010|000	00|01
NCpi0	work-pr57r4-scan19	root	180801	0	6	7	1	1	good	0	SEP	5.54	6.71	0.76	30	2.2	1	0	4.48	91	39.3	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	259542	0	0	6	1	1	OK	0	SEP	1.60	48.06	3.90	8	53.6	0	0	2.70	1545	22.9	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	259542	0	0	7	1	1	OK	0	SEP	1.60	2.35	0.38	8	38.8	1	0	3.66	1357	25.0	closest	1	011	01
NCpi0	work-pr57r4-scan19	root	259542	0	1	2	1	1	OK	0	SEP	2.13	4.31	0.66	22	33.0	1	0	1.96	2150	15.8	closest	1	101	00
NCpi0	work-pr57r4-scan19	root	259542	0	1	4	1	1	OK	0	SEP	4.31	6.96	0.66	47	5.5	0	0	1.51	2207	16.3	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	259542	0	1	5	1	1	OK	0	SEP	4.31	16.20	0.66	47	10.3	0	0	4.85	2211	14.5	closest	1	100	00
NCpi0	work-pr57r4-scan19	root	259542	0	2	4	1	1	OK	0	SEP	2.13	6.96	0.55	22	33.6	1	0	4.28	2304	14.5	closest	1	101	00
NCpi0	work-pr57r4-scan19	root	259542	0	3	5	1	1	OK	0	dir	2.50	16.20	0.69	33	6.6	0	0	0.82	2136	8.7	closest	0	100	00
NCpi0	work-pr57r4-scan19	root	259542	0	4	6	1	1	OK	0	dir	6.96	48.06	3.90	50	15.8	0	0	0.87	1824	20.2	closest	0	100	00
NCpi0	work-pr57r4-scan19	root	259542	0	6	7	1	1	OK	0	SEP	2.35	48.06	3.90	19	49.0	0	0	4.17	1633	22.4	closest	1	010	10
NCpi0	work-pr57r4-scan19	root	259542	0	10	11	1	1	OK	0	SEP	3.24	8.97	1.31	42	63.1	1	0	1.77	306	32.9	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	259542	0	11	13	1	1	OK	0	SEP	3.24	8.97	1.31	29	9.3	1	0	1.70	306	41.4	closest	1	011	00
NCpi0	work-pr57r4-scan19	root	285567	0	0	2	1	1	bad	0	SEP	6.18	98.22	13.17	53	80.9	0	0	1.35	2052	6.7	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	285567	0	2	3	1	1	good	0	SEP	1.39	98.22	13.17	13	84.0	1	0	1.00	1436	3.5	closest	1	001	01
NCpi0	work-pr57r4-scan19	root	285567	0	2	4	1	1	good	0	SEP	1.49	98.22	13.17	15	38.7	1	0	0.92	302	41.1	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	314838	0	0	2	1	1	OK	0	SEP	8.63	24.07	3.44	178	82.4	1	0	1.86	1533	65.3	closest	1	101	00
NCpi0	work-pr57r4-scan19	root	314838	0	1	2	2	2	OK	0	SEP	24.07	34.89	3.44	1111	9.7	1	0	1.08	1955	51.0	closest|dir1	1|1	001|001	00|00
NCpi0	work-pr57r4-scan19	root	314838	0	3	4	1	1	OK	0	via2	5.01	6.93	1.05	48	64.5	1	0	1.26	1080	86.8	closest	1	001	11
NCpi0	work-pr57r4-scan19	root	314838	0	9	10	1	1	OK	0	dir	5.50	6.11	0.90	74	38.9	0	0	0.75	272	43.9	closest	0	100	00
NCpi0	work-pr57r4-scan19	root	359980	0	0	6	1	1	OK	0	SEP	1.16	24.12	1.62	14	73.6	0	0	1.25	742	20.6	closest	1	110	00
NCpi0	work-pr57r4-scan19	root	359980	0	1	2	1	1	OK	0	SEP	3.05	3.99	0.73	73	38.5	0	0	1.10	1317	39.2	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	359980	0	1	5	1	1	OK	0	SEP	3.05	3.99	0.81	33	88.4	1	0	2.91	1229	42.5	closest	1	011	10
NCpi0	work-pr57r4-scan19	root	359980	0	1	10	1	1	OK	0	SEP	3.99	11.15	2.19	73	20.4	1	0	1.11	1314	39.4	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	359980	0	2	3	1	1	OK	0	SEP	3.05	6.70	1.15	75	16.8	1	0	1.53	1304	39.8	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	359980	0	2	9	1	1	OK	0	SEP	2.18	3.05	0.60	38	50.4	1	0	3.83	1238	42.5	closest	1	011	11
NCpi0	work-pr57r4-scan19	root	359980	0	2	10	1	1	OK	0	SEP	3.05	11.15	2.19	75	18.3	1	0	1.53	1324	39.1	closest	1	011	10
NCpi0	work-pr57r4-scan19	root	359980	0	3	9	1	1	OK	0	SEP	2.18	6.70	1.15	38	34.8	0	0	1.30	1216	44.0	closest	1	010	10
NCpi0	work-pr57r4-scan19	root	359980	0	3	10	1	1	OK	0	SEP	6.70	11.15	2.19	129	33.2	0	0	1.90	1303	39.9	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	359980	0	4	7	1	1	OK	0	SEP	1.38	2.06	0.41	16	63.2	1	0	3.48	1474	34.2	closest	1	101	00
NCpi0	work-pr57r4-scan19	root	359980	0	5	9	1	1	OK	0	via2	2.18	3.05	0.81	33	39.2	0	0	3.13	1215	44.0	closest	1	010	00
NCpi0	work-pr57r4-scan19	root	359980	0	6	8	3	1	OK	0	SEP	9.79	24.12	1.62	114	8.1	0	0	1.17	538	11.0	closest|dir1|dir2	1|0|0	010|010|010	10|01|01
NCpi0	work-pr57r4-scan19	root	359980	0	7	10	1	1	OK	0	SEP	2.06	11.15	2.19	25	48.6	1	0	4.58	1425	35.8	closest	1	011	10
NCpi0	work-pr57r4-scan19	root	359980	0	9	10	1	1	OK	0	dir	2.18	11.15	2.19	38	67.9	0	0	0.75	1224	43.9	closest	0	010	00
NCpi0	work-pr57r4-scan19	root	359980	0	11	12	1	1	good	0	SEP	0.76	13.37	1.00	5	86.6	1	0	0.75	323	3.0	closest	1	001	00
NCpi0	work-pr57r4-scan19	root	359980	0	21	22	1	1	good	0	SEP	1.96	8.36	1.01	18	65.1	1	0	3.29	145	66.2	closest	1	111	01
