sample	run	subrun	event	cls	main_cid	n_fit	n_seg	sel_len_cm	n_assoc	fit_absx	n_near_neg	n_near_pos	gap3d_cm	dyz_cm	x_neg	x_pos	seg_neg	seg_pos	shower_neg	shower_pos	pid_neg	pid_pos	qgap3d_cm	q_n6_neg	q_n6_pos	q_farside_n	q_extrap_dperp	q_extrap_n	ql_joined	ql_cid_near	ql_cid_far	vtx_absx	vtx_y	vtx_z	vtx_is_main	vtx_nseg	vtx_seg_sides	nu_x	nu_y	nu_z	nu_sentinel	nu_absx	dqdx_in3	dqdx_3to15	dqdx_ratio
mcp1k	18255	1	391766	eroded	16	573	5	275.6	2	3.99	9	6	15.05	12.65	-4.17	3.99	24015	16000	1	0	11	13										3.99	-60.9	243.7	0	1	+	122.95	-25.44	0.06	0	122.95			
mcp1k	18255	1	391854	tiny		0		28.4	0																																				
mcp1k	18255	1	392184	no-contact	27	16	4	1.2	4	64.25	0	0																										82.64	-162.1	225.68	0	82.64			
mcp1k	18255	1	392200	one-sided	27	261	8	102.5	5	1.06	14	0											2.82	99	46	46	0.42	46	0	27	15	1.06	-151.5	439.9	0	1	-	-89.7	-198.93	426.54	0	89.7			
mcp1k	18255	1	392376	tiny		0		5.2	0																																				
mcp1k	18255	1	392552	spanned	12	422	9	237.3	8	0.78	17	19	2.4	1.58	-0.78	1.03	12000	12000	0	0	13	13	3.28	95	82	82	0.11	82	1	12	12	18.64	-29.7	178.0	0	1	+	-130.25	-185.93	294.23	0	130.25	46639	47030	0.992
mcp1k	18255	1	393042	eroded	15	734	8	396.9	6	1.47	25	0	247.71	2.4	-168.3	79.4	23006	24007	0	0	11	2212	246.78	0	0	0						1.47	-131.1	412.4	0	1	-	-4.13	-151.27	19.15	0	4.13			
mcp1k	18255	1	393212	one-sided	6	262	37	64.7	25	1.83	0	3											85.64	0	19	0						1.83	195.8	208.2	0	1	+	33.35	184.19	190.95	0	33.35			
mcp1k	18255	1	393608	no-contact	9	92	3	48.1	1	96.57	0	0																										96.57	101.17	500.01	0	96.57			
mcp1k	18255	1	394532	no-contact	8	103	15	26.0	10	130.33	0	0																										197.66	-187.63	22.46	0	197.66			
mcp1k	18255	1	394642	eroded	13	576	6	306.8	2	1.64	0	81	144.12	37.1	-136.56	2.7	18004	43005	0	0	2212	11	19.12	0	176	0						1.64	173.9	300.0	0	1	+	19.57	122.17	3.23	0	19.57			
mcp1k	18255	1	394796	one-sided	15	394	12	159.5	9	1.83	0	31																				1.83	193.3	390.2	0	1	+	37.05	138.1	252.96	0	37.05			
mcp1k	18255	1	394906	tiny		0		1.2	0																																				
mcp1k	18255	1	395060	eroded	19	309	13	125.4	9	1.26	72	124	6.96	0.27	-4.0	2.96	24014	65008	0	0	11	13	92.62	0	180	0						1.26	160.8	84.4	0	1	+	8.35	69.84	0.78	0	8.35			
mcp1k	18255	1	395390	no-contact	13	10	5	3.1	4	95.56	0	0																										99.26	98.74	375.89	0	99.26			
mcp1k	18255	1	395610	spanned	22	697	11	199.3	3	0.6	30	28	1.8	1.26	-0.69	0.6	22000	22000	0	0	13	13	1.78	98	91	91		0	1	22	22	7.41	100.5	185.4	0	2	0+	7.95	101.13	183.86	0	7.95	50078	48707	1.028
mcp1k	18255	1	395654	spanned	15	360	3	197.4	1	0.57	28	28	1.8	1.19	-0.57	0.79	15001	15001	0	0	13	13	2.98	112	115	115	0.09	115	1	15	15	4.86	129.2	179.8	0	2	0+	19.88	151.91	137.39	0	19.88	51037	47300	1.079
mcp1k	18255	1	395764	no-contact	16	17	3	0.8	2	46.22	0	0																										76.69	-91.5	444.3	0	76.69			
mcp1k	18255	1	395962	no-contact	15	155	23	40.8	16	8.75	0	0																										-66.6	42.71	226.11	0	66.6			
mcp1k	18255	1	396776	tiny	-1	4	1	6.8	1																													0.0	0.0	0.0	1				
mcp1k	18255	1	397480	no-contact	8	12	6	2.7	5	117.8	0	0																										-168.09	24.7	256.36	0	168.09			
mcp1k	18255	1	397722	no-contact	18	124	4	69.0	2	135.83	0	0																										143.98	-97.58	86.28	0	143.98			
mcp1k	18255	1	397920	no-contact	8	484	6	274.4	4	36.59	0	0																										40.31	9.66	270.4	0	40.31			
mcp1k	18255	1	398084	no-contact	15	25	10	5.0	9	37.32	0	0																										48.66	193.51	427.3	0	48.66			
mcp1k	18255	1	398238	tiny		0		7.9	0																																				
mcp1k	18255	1	398260	one-sided	5	342	9	170.0	6	0.12	2	0																				0.12	114.7	478.3	0	1	-	-105.79	-11.02	423.14	0	105.79			
mcp1k	18255	1	398414	no-contact	18	29	2	17.3	1	33.58	0	0																										33.58	-183.57	342.16	0	33.58			
mcp1k	18255	1	398436	no-contact	29	10	5	1.6	4	151.35	0	0																										166.43	143.81	149.48	0	166.43			
mcp1k	18255	1	398514	no-contact	18	12	6	2.0	5	37.5	0	0																										166.4	-84.06	472.34	0	166.4			
mcp1k	18255	1	398690	one-sided	18	543	21	1.4	15	2.81	0	24											3.29	173	136	173	1.85	62	0	17	8	2.81	29.5	216.7	1	1	+	2.81	29.47	216.73	0	2.81			
mcp1k	18255	1	398722	tiny	40	4	2	2.5	2																													179.73	-132.54	322.91	0	179.73			
mcp1k	18255	1	399052	no-contact	19	374	25	59.6	9	67.01	0	0																										-114.33	-100.12	446.44	0	114.33			
mcp1k	18255	1	399118	spanned	15	604	18	149.4	5	0.51	100	55	3.0	2.58	-0.57	0.97	16036	16036	0	0	2212	2212	4.31	100	377	377	1.53	57	1	9	9	0.51	64.3	286.3	0	1	-	-87.72	172.41	268.42	0	87.72	72762	86126	0.845
mcp1k	18255	1	399284	no-contact	27	16	8	3.6	8	10.38	0	0																										201.44	-114.77	270.12	0	201.44			
mcp1k	18255	1	399328	no-contact	12	24	2	14.2	1	9.85	0	0																										10.56	-122.26	63.64	0	10.56			
mcp1k	18255	1	399702	no-contact	27	590	13	210.7	1	10.54	0	0																										26.97	5.33	128.41	0	26.97			
mcp1k	18255	1	399856	no-contact	3	109	3	62.9	1	95.32	0	0																										-119.8	99.92	210.68	0	119.8			
mcp1k	18255	1	399998	no-contact	20	61	4	40.9	3	84.79	0	0																										-123.93	157.45	428.17	0	123.93			
mcp1k	18255	1	400054	no-contact	16	25	6	6.8	5	83.43	0	0																										-168.35	-95.82	248.32	0	168.35			
mcp1k	18255	1	400274	tiny		0		2.3	0																																				
mcp1k	18255	1	400460	no-contact	18	309	8	164.2	4	15.88	0	0																										123.33	-63.11	163.69	0	123.33			
mcp1k	18255	1	400504	no-contact	6	128	3	79.0	2	32.0	0	0																										43.75	67.18	442.97	0	43.75			
mcp1k	18255	1	400592	one-sided	14	421	3	236.6	1	4.85	0	4																				4.85	-102.4	452.4	0	1	+	118.9	-46.36	257.16	0	118.9			
mcp1k	18255	1	400636	no-contact	13	474	6	260.3	4	44.08	0	0																										58.14	32.78	133.47	0	58.14			
mcp1k	18255	1	400768	tiny	-1	4	2	4.6	2																													0.0	0.0	0.0	1				
mcp1k	18255	1	400856	no-contact	12	164	4	93.5	2	14.44	0	0																										-30.95	-39.93	384.9	0	30.95			
mcp1k	18255	1	401054	eroded	11	29	8	8.2	6	0.11	0	2	245.04	224.77	-97.48	0.11	11006	16007	0	0	2212	11										0.11	135.5	367.5	0	1	+	-97.37	90.22	143.28	0	97.37			
mcp1k	18255	1	401516	no-contact	12	342	5	180.5	3	40.06	0	0																										56.83	150.25	418.45	0	56.83			
mcp1k	18255	1	401626	no-contact	13	282	11	103.4	5	91.73	0	0																										-109.37	-188.6	348.54	0	109.37			
mcp1k	18255	1	401780	no-contact	13	275	3	150.9	2	76.16	0	0																										-188.02	-89.92	131.44	0	188.02			
mcp1k	18255	1	401846	tiny	-1	8	4	7.0	4																													0.0	0.0	0.0	1				
mcp1k	18255	1	402330	no-contact	1	68	4	34.4	2	58.56	0	0																										-79.99	-198.51	82.42	0	79.99			
mcp1k	18255	1	402484	no-contact	21	59	3	1.1	3	61.25	0	0																										61.25	32.31	0.21	0	61.25			
mcp1k	18255	1	402506	no-contact	13	17	7	2.3	6	10.27	0	0																										-10.48	-160.83	412.4	0	10.48			
mcp1k	18255	1	402880	no-contact	9	163	18	70.0	16	115.18	0	0																										167.59	36.76	68.72	0	167.59			
mcp1k	18255	1	404244	spanned	12	267	20	130.4	15	0.48	15	13	3.0	1.52	-0.48	2.1	12001	12001	1	1	11	11	3.48	100	46	46	0.25	46	1	12	12	12.04	54.6	335.7	0	1	+	26.58	79.49	292.1	0	26.58	38298	52629	0.728
mcp1k	18255	1	404684	spanned	9	138	2	77.9	0	0.73	30	29	3.0	2.47	-0.73	0.97	9001	9001	1	1	11	11	2.45	229	77	77	0.04	77	1	9	9	10.08	141.2	342.8	0	1	0	11.87	195.73	302.49	0	11.87	59016	87760	0.672
mcp1k	18255	1	405234	eroded	16	135	11	34.6	6	4.19	2	0	328.61	322.4	-30.55	33.04	16009	20017	0	1	2212	11	71.65	12	0	0						4.19	167.4	478.3	0	1	-	-13.03	165.05	476.69	0	13.03			
mcp1k	18255	1	405432	no-contact	15	206	9	93.6	6	118.39	0	0																										161.98	112.63	46.01	0	161.98			
mcp1k	18255	1	405454	tiny	54	4	2	1.6	2																													189.26	-127.86	429.38	0	189.26			
mcp1k	18255	1	405674	no-contact	11	310	4	173.2	1	20.29	0	0																										27.83	-181.9	297.53	0	27.83			
mcp1k	18255	1	405740	no-contact	14	49	5	23.0	4	20.3	0	0																										-20.3	52.29	496.93	0	20.3			
mcp1k	18255	1	405938	tiny	45	4	2	4.9	2																													200.47	-105.03	388.69	0	200.47			
mcp1k	18255	1	406444	tiny	9	2	1	1.9	0																													157.07	107.22	135.75	0	157.07			
mcp1k	18255	1	406642	tiny	4	2	1	1.6	0																													109.02	50.81	174.18	0	109.02			
mcp1k	18255	1	406796	eroded	9	200	16	59.7	12	1.84	7	9	4.66	2.24	-2.25	1.84	9017	17021	0	0	13	13	3.65	34	50	50	1.46	42	1	9	9	1.84	-155.7	114.3	0	1	+	-53.51	-154.92	85.34	0	53.51			
mcp1k	18255	1	407148	no-contact	15	410	7	178.3	4	90.92	0	0																										140.89	101.41	103.3	0	140.89			
mcp1k	18255	1	407170	tiny		0		1.6	0																																				
mcp1k	18255	1	407280	spanned	16	660	7	352.5	1	0.77	22	23	2.4	1.81	-0.81	0.77	16003	16003	0	0	13	13	3.75	79	78	78	0.21	78	1	16	16	13.2	-50.9	378.0	0	1	0	-94.67	-157.0	51.88	0	94.67	27428	54422	0.504
mcp1k	18255	1	407918	no-contact	11	281	21	106.7	14	27.05	0	0																										-103.84	-113.11	135.96	0	103.84			
