event	truth	out_qfrac	q_out	q_wo	q_in	shower_id	node_id	sh_pdg	grp	cluster	root_cluster	anchor	nseg	len	dQ	qfrac	med_dqdx_mip	max_seglen	n_track_pid	nsh_holding	touches_main_vtx	nlinks	gap_exact	nstep	cont_frac	conn_qmed	conn_qfrac	walked	ax30_ang	ax100_ang	grp_ang	dis_start	dis_main	anchor_vtx	anchor_dis	conn_new	out_segs
415278	HOLD	0.0	0	0	0	5	83139	11	1	107	83	0	1	0.21	30274.7	0.2551	0.8	0.21	0	1	0	0	29.9	49	0.0	0.0	0.306	1	24.87	0.5	78.26	30.78	117.51	83167	29.9	3	[]
415278	HOLD	0.0	0	0	0	7	99156	11	0	99	99	1	2	10.29	696896.8	0.6984	1.047	5.95	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	124.0	-1	-1.0	-1	[]
415278	HOLD	0.0	0	0	0	7	99156	11	1	75	99	0	1	0.76	37277.9	0.0374	0.598	0.76	0	1	0	0	22.2	36	0.0	0.0	0.139	1	14.58	10.75	79.63	29.28	153.02	76153	10.61	3	[]
415278	HOLD	0.0	0	0	0	7	99156	11	2	76	99	0	1	0.86	89390.4	0.0896	1.664	0.86	0	1	0	0	11.83	19	0.053	0.0	0.421	1	15.64	13.3	43.67	18.13	141.98	75151	10.61	3	[]
415278	HOLD	0.0	0	0	0	7	99156	11	3	80	99	0	1	1.76	174228.8	0.1746	1.994	1.76	0	1	0	0	44.42	73	0.014	0.0	0.068	1	16.06	6.8	105.01	52.06	174.15	75151	24.22	3	[]
415278	HOLD	0.0	0	0	0	8	105182	11	0	105	105	1	2	9.29	540693.4	0.3557	1.15	7.34	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	129.03	-1	-1.0	-1	[]
415278	HOLD	0.0	0	0	0	8	105182	11	1	102	105	0	1	2.06	134496.3	0.0885	1.127	2.06	0	1	0	0	7.88	12	0.0	2332.2	1.0	1	14.22	22.27	67.87	11.49	140.46	104215	3.64	3	[]
415278	HOLD	0.0	0	0	0	8	105182	11	2	103	105	0	1	2.64	75388.1	0.0496	0.477	2.64	0	1	0	0	0.22	0	1.0	-1.0	-1.0	1	21.78	10.91	75.74	4.2	132.4	105224	2.23	3	[]
415278	HOLD	0.0	0	0	0	8	105182	11	3	104	105	0	2	8.67	635671.1	0.4182	1.324	5.47	0	1	0	0	2.91	4	0.25	7169.0	1.0	1	6.04	9.33	63.75	7.26	135.62	105224	3.25	3	[]
415278	HOLD	0.0	0	0	0	8	105182	11	4	110	105	0	1	1.59	133623.7	0.0879	1.167	1.59	0	1	0	0	27.73	45	0.022	0.0	0.378	1	38.46	25.64	19.94	33.96	154.26	102209	26.25	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	0	1	1	1	11	97.22	8718844.9	0.5119	1.384	17.6	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
422851	HOLD	0.0	0	0	0	0	1023	11	1	21	1	0	1	3.62	49722.2	0.0029	0.247	3.62	0	1	0	0	31.37	51	0.118	6873.8	1.0	1	10.08	9.44	74.53	80.81	80.81	23026	5.79	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	2	22	1	0	1	1.91	134133.2	0.0079	1.185	1.91	0	1	0	0	18.05	29	0.172	6230.6	1.0	1	2.33	1.68	61.53	70.97	70.97	80124	2.86	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	3	23	1	0	1	0.41	12677.4	0.0007	0.309	0.41	0	1	0	0	28.48	46	0.109	3166.3	0.913	1	11.18	10.51	123.46	77.05	76.89	24027	3.05	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	4	24	1	0	1	2.31	46471.9	0.0027	0.308	2.31	0	1	0	0	25.13	41	0.073	2420.1	1.0	1	7.96	7.28	117.89	75.69	74.93	23026	3.05	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	5	25	1	0	1	0.71	18897.7	0.0011	0.328	0.71	0	1	0	0	43.08	71	0.014	651.0	0.563	1	7.88	8.37	58.34	96.35	96.35	26031	8.07	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	6	26	1	0	1	1.85	79087.0	0.0046	0.771	1.85	0	1	0	0	43.46	71	0.042	1906.0	0.789	1	3.74	4.02	36.08	97.28	97.28	25029	8.07	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	7	27	1	0	1	1.09	38321.9	0.0022	0.51	1.09	0	1	0	0	27.25	44	0.045	2231.3	0.795	1	2.35	1.96	79.14	81.32	81.32	77103	6.55	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	8	28	1	0	1	0.7	59370.1	0.0035	1.028	0.7	0	1	0	0	27.61	45	0.0	3673.1	1.0	1	24.07	24.75	50.63	71.49	71.49	48075	21.8	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	9	30	1	0	1	0.32	65545.0	0.0038	2.29	0.32	0	1	0	0	7.19	11	0.0	915.8	0.909	1	14.03	14.62	64.19	29.26	29.26	31041	3.33	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	10	31	1	0	1	1.34	79647.0	0.0047	0.878	1.34	0	1	0	0	9.69	15	0.0	4933.9	1.0	1	17.7	18.36	62.37	30.82	30.82	30039	3.33	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	11	32	1	0	1	0.2	16237.6	0.001	0.422	0.2	0	1	0	0	18.06	29	0.0	0.0	0.241	1	11.74	11.51	121.25	64.0	63.93	80116	10.57	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	12	33	1	0	1	0.34	23632.6	0.0014	0.539	0.34	0	1	0	0	9.24	14	0.0	4793.2	1.0	1	21.08	21.76	53.32	24.82	24.82	31041	6.11	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	13	34	1	0	1	0.34	23325.1	0.0014	0.605	0.34	0	1	0	0	17.87	29	0.0	0.0	0.448	1	23.13	23.73	112.17	50.91	50.87	1015	18.83	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	14	36	1	0	1	0.78	72325.2	0.0042	1.201	0.78	0	1	0	0	77.9	129	0.008	0.0	0.403	1	2.1	2.72	67.42	132.78	132.78	38055	8.34	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	15	37	1	0	1	0.13	35681.3	0.0021	1.146	0.13	0	1	0	0	71.46	118	0.0	0.0	0.271	1	4.4	3.98	67.09	125.77	125.77	38055	6.27	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	16	38	1	0	1	0.32	19039.0	0.0011	0.495	0.32	0	1	0	0	75.56	125	0.0	0.0	0.272	1	3.05	2.9	66.69	130.23	130.23	37053	6.27	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	17	47	1	0	1	1.4	245439.5	0.0144	2.157	1.4	1	1	0	0	56.92	94	0.032	0.0	0.489	1	5.5	6.09	29.41	112.0	112.0	49078	10.33	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	18	48	1	0	1	0.23	19276.3	0.0011	0.641	0.23	0	1	0	0	26.87	44	0.0	0.0	0.432	1	17.3	17.83	67.5	78.63	78.63	80109	14.0	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	19	49	1	0	1	0.24	23143.0	0.0014	0.711	0.24	0	1	0	0	50.1	82	0.012	0.0	0.427	1	8.49	9.16	58.37	104.78	104.78	60099	9.8	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	20	50	1	0	1	0.34	34651.6	0.002	0.794	0.34	0	1	0	0	25.43	41	0.0	0.0	0.439	1	12.13	11.71	67.02	75.79	75.79	51081	8.39	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	21	51	1	0	1	0.25	28366.1	0.0017	0.711	0.25	0	1	0	0	20.7	34	0.0	0.0	0.471	1	13.98	13.51	74.94	67.8	67.8	50080	8.39	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	22	54	1	0	1	0.11	25069.1	0.0015	0.742	0.11	0	1	0	0	48.59	80	0.025	0.0	0.325	1	6.92	6.7	65.57	102.75	102.75	60099	15.94	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	23	55	1	0	1	0.72	30516.9	0.0018	0.529	0.72	0	1	0	0	69.59	115	0.0	0.0	0.243	1	13.56	14.24	59.81	123.33	123.33	49078	20.97	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	24	57	1	0	1	0.13	38653.7	0.0023	1.337	0.13	0	1	0	0	32.99	54	0.037	0.0	0.463	1	10.91	11.08	52.53	87.05	87.05	85144	12.53	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	25	58	1	0	1	3.63	187651.1	0.011	0.727	3.63	0	1	0	0	56.56	93	0.065	1131.4	0.57	1	5.59	5.68	19.99	109.87	109.87	26032	12.29	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	26	60	1	0	1	0.47	25329.5	0.0015	0.704	0.47	0	1	0	0	42.52	70	0.043	1422.5	0.6	1	4.62	5.28	63.02	97.47	97.47	85144	6.95	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	27	76	1	0	1	1.79	120232.3	0.0071	1.072	1.79	0	1	0	0	20.74	34	0.059	1419.5	0.794	1	3.67	4.34	32.15	75.45	75.45	77103	2.4	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	28	77	1	0	1	1.37	125466.0	0.0074	1.267	1.37	0	1	0	0	23.69	38	0.053	1652.1	0.684	1	2.53	3.19	59.47	78.35	78.35	76102	2.4	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	29	79	1	0	1	1.7	144951.1	0.0085	1.433	1.7	0	1	0	0	23.85	39	0.282	5630.1	1.0	1	6.42	5.77	52.27	74.95	74.95	24028	3.28	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	30	80	1	0	5	33.98	1729018.1	0.1015	1.027	11.43	0	1	0	0	5.53	8	0.25	10252.1	1.0	1	1.36	0.68	40.46	56.28	54.65	80123	5.04	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	31	80	1	0	6	53.81	3411927.6	0.2003	1.072	14.99	0	1	0	0	4.74	7	0.143	3231.8	1.0	1	1.98	1.45	20.15	54.41	54.41	79107	4.01	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	32	81	1	0	1	0.79	72737.3	0.0043	1.346	0.79	0	1	0	0	17.06	27	0.037	1791.6	0.852	1	2.49	2.99	59.12	71.72	71.72	80117	2.6	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	33	83	1	0	4	13.47	899264.3	0.0528	0.862	3.96	0	1	0	0	33.36	55	0.036	3231.0	0.764	1	7.73	7.46	20.16	84.53	84.53	21021	10.75	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	34	84	1	0	1	0.76	20059.7	0.0012	0.324	0.76	0	1	0	0	10.03	16	0.0	0.0	0.125	1	13.59	13.86	78.91	60.35	60.35	80126	9.87	3	[]
422851	HOLD	0.0	0	0	0	0	1023	11	35	85	1	0	2	7.26	358731.9	0.0211	0.864	5.54	0	1	0	0	30.97	51	0.02	1108.1	0.627	1	4.22	4.85	30.35	85.94	85.94	60100	7.22	3	[]
423981	HOLD	0.0	0	0	0	1	59066	11	0	59	59	1	1	1.04	56682.2	0.5102	0.794	1.04	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	63.34	-1	-1.0	-1	[]
423981	HOLD	0.0	0	0	0	1	59066	11	1	58	59	0	1	0.47	54426.4	0.4898	1.064	0.47	0	1	0	0	47.45	78	0.0	3311.6	1.0	1	2.79	0.21	72.3	48.49	78.02	59063	47.45	3	[]
423981	HOLD	0.0	0	0	0	8	66073	11	0	66	66	1	1	1.63	103809.0	0.733	0.968	1.63	0	1	0	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	75.21	-1	-1.0	-1	[]
423981	HOLD	0.0	0	0	0	8	66073	11	1	61	66	0	1	0.37	37810.1	0.267	1.056	0.37	0	1	0	0	40.43	66	0.015	0.0	0.273	1	21.24	0.7	70.87	41.94	113.98	66078	40.43	3	[]
423981	IN	0.0	0	0	3515315.3	28	12095	11	0	12	12	1	1	48.23	3515315.3	0.3485	1.179	48.23	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
423981	IN	0.0	0	0	4031280.3	28	12095	11	1	12	12	0	5	64.97	4031280.3	0.3997	1.0	20.33	0	1	0	0	0.07	0	1.0	-1.0	-1.0	1	1.44	2.88	6.46	22.76	13.94	12022	8.86	3	[]
423981	IN	0.0	0	0	102789.0	28	12095	11	2	45	12	0	1	2.31	102789.0	0.0102	0.736	2.31	0	1	0	0	40.82	67	0.09	987.6	0.627	1	9.27	11.25	56.81	80.71	80.71	52049	9.87	3	[]
423981	IN	0.0	0	0	238090.3	28	12095	11	3	47	12	0	1	2.31	238090.3	0.0236	1.78	2.31	0	1	0	0	25.71	42	0.262	5322.6	0.643	1	9.76	7.8	38.61	66.1	66.1	73091	6.32	3	[]
423981	IN	0.0	0	0	40863.1	28	12095	11	4	49	12	0	1	0.68	40863.1	0.0041	0.68	0.68	0	1	0	0	36.69	60	0.217	0.0	0.45	1	6.8	4.86	46.0	77.8	77.8	74093	3.45	3	[]
423981	IN	0.0	0	0	98804.2	28	12095	11	5	50	12	0	1	1.31	98804.2	0.0098	0.986	1.31	0	1	0	0	26.52	43	0.093	409.2	0.558	1	12.24	10.9	18.6	65.49	65.49	96099	8.61	3	[]
423981	IN	0.0	0	0	49191.8	28	12095	11	6	52	12	0	1	0.3	49191.8	0.0049	1.171	0.3	0	1	0	0	45.02	74	0.122	795.3	0.554	1	16.79	18.77	10.5	82.3	82.3	45036	9.87	3	[]
423981	IN	0.0	0	0	83883.6	28	12095	11	7	53	12	0	1	0.59	83883.6	0.0083	1.979	0.59	0	1	0	0	74.03	122	0.074	1354.0	0.779	1	11.79	13.47	71.11	113.96	113.96	63072	30.57	3	[]
423981	IN	0.0	0	0	307273.8	28	12095	11	8	54	12	0	1	3.77	307273.8	0.0305	1.547	3.77	0	1	0	0	9.59	15	0.133	5819.3	1.0	1	12.4	14.02	29.1	36.28	36.28	12023	9.54	3	[]
423981	IN	0.0	0	0	44135.1	28	12095	11	9	56	12	0	1	0.36	44135.1	0.0044	1.053	0.36	0	1	0	0	95.25	158	0.057	0.0	0.209	1	29.23	31.21	101.53	128.34	128.34	64074	31.14	3	[]
423981	IN	0.0	0	0	31887.0	28	12095	11	10	63	12	0	1	0.43	31887.0	0.0032	0.778	0.43	0	1	0	0	83.27	138	0.094	0.0	0.312	1	26.88	28.53	110.89	117.83	117.83	64074	10.77	3	[]
423981	IN	0.0	0	0	135278.7	28	12095	11	11	64	12	0	1	0.18	135278.7	0.0134	3.681	0.18	0	1	0	0	81.46	135	0.059	0.0	0.341	1	29.36	31.17	112.38	114.52	114.52	63071	10.77	3	[]
423981	IN	0.0	0	0	32565.1	28	12095	11	12	67	12	0	1	0.92	32565.1	0.0032	0.493	0.92	0	1	0	0	56.72	94	0.053	0.0	0.191	1	30.42	32.23	42.82	87.85	87.85	52050	25.98	3	[]
423981	IN	0.0	0	0	248488.3	28	12095	11	13	73	12	0	1	3.73	248488.3	0.0246	0.997	3.73	0	1	0	0	27.22	44	0.182	1306.2	0.591	1	15.25	13.29	45.56	65.79	65.79	47039	6.32	3	[]
423981	IN	0.0	0	0	1031543.9999999999	28	12095	11	14	74	12	0	4	19.41	1031544.0	0.1023	0.89	5.73	0	1	0	0	40.57	67	0.164	187.0	0.507	1	7.44	5.55	21.82	81.63	81.63	49043	7.21	3	[]
423981	IN	0.0	0	0	95484.0	28	12095	11	15	96	12	0	1	1.55	95484.0	0.0095	1.015	1.55	0	1	0	0	23.87	39	0.231	4522.8	0.718	1	4.56	3.4	11.06	64.89	64.89	47040	7.82	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	0	4	4	1	30	239.58	20631987.5	0.6976	1.146	30.65	0	1	1	0	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0.0	-1	-1.0	-1	[]
433451	HOLD	0.0	0	0	0	0	4040	11	1	4	4	0	1	7.45	263151.9	0.0089	0.633	7.45	0	1	0	0	3.49	5	0.4	5185.0	1.0	1	4.14	3.11	94.6	72.32	71.52	4027	6.77	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	2	30	4	0	1	3.88	81351.4	0.0028	0.409	3.88	0	1	0	0	29.97	49	0.0	2227.0	0.878	1	13.54	11.63	31.99	107.57	107.57	130256	6.35	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	3	32	4	0	1	0.25	21471.5	0.0007	0.571	0.25	0	1	0	0	38.46	63	0.0	0.0	0.365	1	5.61	4.18	71.22	121.88	121.88	75168	6.99	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	4	34	4	0	1	1.73	90722.1	0.0031	0.827	1.73	0	1	0	0	37.5	62	0.0	0.0	0.484	1	8.18	6.24	47.86	119.96	119.96	130257	7.18	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	5	35	4	0	1	2.2	76317.6	0.0026	0.513	2.2	0	1	0	0	14.13	23	0.087	2041.5	0.739	1	8.85	10.74	81.01	83.39	83.39	82183	12.72	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	6	36	4	0	1	0.9	104142.5	0.0035	1.768	0.9	0	1	0	0	66.22	109	0.0	0.0	0.229	1	7.24	6.31	31.32	149.35	149.35	68154	9.78	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	7	38	4	0	1	0.66	39405.7	0.0013	0.687	0.66	0	1	0	0	5.69	8	0.125	4894.2	1.0	1	3.83	3.48	85.12	83.13	83.13	126239	3.75	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	8	39	4	0	1	0.39	29865.5	0.001	0.675	0.39	0	1	0	0	29.54	48	0.021	913.2	0.625	1	3.23	1.74	76.14	112.98	112.98	121225	3.1	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	9	40	4	0	1	0.6	77695.2	0.0026	1.432	0.6	0	1	0	0	32.86	54	0.019	1980.7	0.704	1	2.73	2.69	40.72	116.07	116.07	46110	4.82	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	10	42	4	0	1	0.48	76517.7	0.0026	1.803	0.48	0	1	0	0	12.56	20	0.4	4599.9	0.85	1	3.29	2.99	67.47	94.73	94.73	126247	4.64	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	11	43	4	0	1	0.53	58363.2	0.002	1.456	0.53	0	1	0	0	36.7	60	0.0	1477.4	0.75	1	5.22	6.48	70.45	118.31	118.31	46110	7.53	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	12	45	4	0	1	0.44	35352.7	0.0012	0.714	0.44	0	1	0	0	9.06	14	0.143	876.3	0.643	1	4.37	4.12	53.24	89.29	89.29	126239	5.13	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	13	46	4	0	1	1.66	120371.9	0.0041	1.319	1.66	0	1	0	0	37.09	61	0.033	2055.6	0.836	1	1.94	2.95	7.9	120.06	120.06	40099	4.82	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	14	47	4	0	1	0.9	101684.0	0.0034	1.698	0.9	0	1	0	0	95.93	159	0.044	0.0	0.403	1	3.61	2.06	59.8	179.18	179.18	98217	16.17	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	15	48	4	0	1	0.35	22899.7	0.0008	0.627	0.35	0	1	0	0	74.01	122	0.115	0.0	0.443	1	3.05	4.46	71.46	156.7	156.7	98214	10.23	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	16	49	4	0	1	0.56	25312.1	0.0009	0.479	0.56	0	1	0	0	112.73	187	0.037	0.0	0.337	1	0.82	1.37	89.79	196.03	196.03	50118	11.34	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	17	50	4	0	1	0.28	73193.0	0.0025	1.958	0.28	0	1	0	0	117.32	195	0.036	0.0	0.251	1	3.47	1.62	72.9	200.64	200.64	49116	11.34	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	18	52	4	0	1	0.43	39148.9	0.0013	1.012	0.43	0	1	0	0	73.76	122	0.057	0.0	0.336	1	9.66	10.0	64.76	154.16	154.16	48114	19.47	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	19	55	4	0	1	0.3	34871.7	0.0012	1.002	0.3	0	1	0	0	34.67	57	0.123	0.0	0.421	1	7.12	8.05	68.05	114.78	114.78	62143	11.16	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	20	56	4	0	1	0.66	28922.0	0.001	0.49	0.66	0	1	0	0	45.58	75	0.107	1497.5	0.613	1	6.77	5.96	76.02	127.54	127.54	60138	15.69	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	21	57	4	0	1	1.95	161625.8	0.0055	1.259	1.95	0	1	0	0	110.18	183	0.005	0.0	0.175	1	5.6	4.02	39.59	193.63	193.63	50118	14.52	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	22	58	4	0	1	1.78	150479.4	0.0051	1.381	1.78	0	1	0	0	18.21	29	0.0	0.0	0.069	1	13.87	15.06	38.5	83.15	83.15	38094	17.43	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	23	59	4	0	1	1.78	154571.5	0.0052	1.317	1.78	0	1	0	0	62.2	103	0.078	162.3	0.524	1	2.51	0.71	31.07	145.54	145.54	98214	13.16	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	24	60	4	0	1	0.31	18228.4	0.0006	0.465	0.31	0	1	0	0	47.2	78	0.077	1177.7	0.615	1	0.89	1.35	71.09	130.47	130.47	46111	9.51	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	25	62	4	0	1	0.55	109205.0	0.0037	2.409	0.55	0	1	0	0	26.04	42	0.238	1822.2	0.786	1	2.76	3.02	61.91	108.72	108.72	101223	5.35	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	26	64	4	0	1	0.93	58224.5	0.002	0.825	0.93	0	1	0	0	19.99	32	0.062	3944.3	0.75	1	8.82	10.27	57.58	95.88	95.88	74166	9.81	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	27	65	4	0	1	0.69	77255.7	0.0026	1.455	0.69	0	1	0	0	17.21	28	0.0	0.0	0.393	1	6.04	4.11	22.31	99.92	99.92	97212	2.64	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	28	66	4	0	1	0.76	28978.0	0.001	0.529	0.76	0	1	0	0	14.52	23	0.0	1484.9	0.652	1	7.4	5.47	67.72	96.02	96.02	65148	4.53	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	29	68	4	0	1	0.64	64650.6	0.0022	1.263	0.64	0	1	0	0	61.02	101	0.0	0.0	0.366	1	8.42	8.14	93.96	143.46	143.46	36090	9.78	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	30	69	4	0	1	0.23	44742.1	0.0015	1.259	0.23	0	1	0	0	12.67	20	0.0	2357.0	0.9	1	10.22	8.44	105.46	86.6	86.56	123233	4.97	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	31	70	4	0	1	1.85	245467.7	0.0083	1.746	1.85	1	1	0	0	46.76	77	0.013	0.0	0.416	1	7.91	6.53	23.07	129.78	129.78	75168	9.42	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	32	71	4	0	1	0.42	42781.7	0.0014	0.926	0.42	0	1	0	0	6.82	10	0.1	5105.4	1.0	1	3.09	2.79	73.18	89.49	89.49	126249	5.38	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	33	72	4	0	1	0.34	29855.1	0.001	0.845	0.34	0	1	0	0	28.41	46	0.0	355.8	0.543	1	6.77	5.52	68.68	111.55	111.55	121225	4.64	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	34	73	4	0	1	0.71	37498.3	0.0013	0.602	0.71	0	1	0	0	63.45	105	0.019	0.0	0.314	1	11.68	9.94	63.22	145.29	145.29	36091	16.87	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	35	74	4	0	1	0.42	56139.1	0.0019	1.163	0.42	0	1	0	0	15.3	25	0.04	11755.6	1.0	1	5.51	5.9	83.69	96.79	96.79	126246	7.71	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	36	75	4	0	1	0.55	51453.5	0.0017	1.111	0.55	0	1	0	0	38.41	63	0.0	0.0	0.444	1	8.51	7.46	70.14	121.04	121.04	32083	6.99	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	37	77	4	0	1	1.66	45147.7	0.0015	0.496	1.66	0	1	0	0	27.22	44	0.0	3691.5	1.0	1	17.16	15.25	94.68	98.67	98.67	30078	11.03	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	38	78	4	0	1	0.52	60194.4	0.002	1.276	0.52	0	1	0	0	15.34	25	0.0	988.7	0.76	1	6.91	5.28	91.22	98.23	98.23	83185	3.58	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	39	79	4	0	1	0.82	96788.8	0.0033	1.426	0.82	0	1	0	0	38.13	63	0.048	0.0	0.46	1	10.1	8.41	106.76	120.22	120.12	34087	8.09	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	40	82	4	0	1	2.95	126324.4	0.0043	0.811	2.95	0	1	0	0	5.13	8	0.25	8721.5	1.0	1	5.47	5.71	88.21	80.12	80.09	4037	6.57	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	41	83	4	0	1	0.82	45875.3	0.0016	0.727	0.82	0	1	0	0	14.45	23	0.043	1658.3	0.609	1	8.84	7.19	99.89	96.02	95.95	78175	3.58	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	42	88	4	0	1	3.71	216991.7	0.0073	0.893	3.71	0	1	0	0	10.93	17	0.176	0.0	0.353	1	11.3	9.76	30.16	86.73	86.73	91201	2.49	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	43	91	4	0	1	0.71	32542.2	0.0011	0.586	0.71	0	1	0	0	11.87	19	0.105	0.0	0.474	1	12.27	10.8	102.6	84.93	84.91	88194	2.49	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	44	97	4	0	1	0.91	57054.7	0.0019	0.896	0.91	0	1	0	0	18.9	31	0.0	91.1	0.516	1	5.49	3.69	77.99	102.17	102.17	65149	2.64	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	45	98	4	0	2	6.56	423498.4	0.0143	1.058	4.53	0	1	0	0	76.53	127	0.063	0.0	0.433	1	2.37	1.7	47.56	159.76	159.76	48115	10.23	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	46	101	4	0	1	3.26	181263.4	0.0061	0.946	3.26	0	1	0	0	23.37	38	0.237	2814.1	0.684	1	2.25	4.13	16.86	105.49	105.49	62143	5.35	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	47	121	4	0	2	8.64	373142.2	0.0126	0.807	7.3	0	1	0	0	23.42	38	0.026	1478.7	0.868	1	2.05	1.93	42.08	106.59	106.59	126248	2.73	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	48	123	4	0	2	10.36	470930.5	0.0159	0.656	6.62	0	1	0	0	7.78	12	0.25	12829.4	1.0	1	9.42	7.54	9.8	76.88	76.88	69157	4.94	3	[]
433451	HOLD	0.0	0	0	0	0	4040	11	49	126	4	0	11	77.31	3099032.2	0.1048	0.745	17.45	0	1	0	0	3.39	5	0.4	2775.6	1.0	1	1.59	1.04	15.77	85.82	85.61	127253	2.4	3	[]
