set	event	shower	matched	seg	cls	adj	q	length	is_main_cluster	held_conn	pdg	cluster	same_cluster	held_by	held_nseg	held_q	sib_labelled	tgt_sib	sites	hows
98	169626	53069	53069	43043	STOLEN	False	14591.5	0.321	0	2	13	43	0	42042	2	264575.1			pass4_angle	direct
98	169626	53069	53069	53070	DECLINED	False	1690299.6534445863	14.089869259635142	0		2212	53	1		0	0			in_other_clusters_A	walk_exclude
98	173093	12007	12007	53024	STOLEN	False	75258.6	0.926	0	2	13	53	0	61040	4	801996.0999999999			pass4_angle	direct
98	173093	12007	12007	58029	STOLEN	False	297621.3	4.08	0	2	11	58	0	61040	4	801996.0999999999			pass4_angle	direct
98	173093	12007	12007	61040	SPLIT	False	384382.0	6.591	0	2	11	61	0	61040	4	801996.0999999999				
98	269774	97197	97197	19040	SPLIT	False	192404.4	2.974	0	3	11	19	0	19040	1	192404.4				
98	269774	97197	97197	67079	SIBLING	False	197738.8	1.872	0	2	2212	67	0	13237	50	13567903.799999999	13237		pass4_angle	direct
98	269774	97197	97197	68080	SIBLING	False	187611.5	0.591	0	2	13	68	0	13237	50	13567903.799999999	13237		pass4_angle	direct
98	269774	97197	97197	96189	SIBLING	False	333564.5	5.112	0	2	13	96	0	13237	50	13567903.799999999	13237		pass4_angle	direct
98	269774	97197	97197	96190	SIBLING	False	352639.8	3.294	0	2	11	96	0	13237	50	13567903.799999999	13237		pass4_angle	direct
98	269774	97197	97197	100213	SIBLING	False	77399.9	0.538	0	2	2212	100	0	13237	50	13567903.799999999	13237		pass4_angle	direct
98	269774	97197	97197	108232	SIBLING	False	25719.9	0.352	0	2	11	108	0	13237	50	13567903.799999999	13237			
98	269774	97197	97197	109233	SIBLING	False	32408.5	0.146	0	2	11	109	0	13237	50	13567903.799999999	13237			
98	281485	88090	88090	62041	STOLEN	False	50191.5	0.299	0	2	11	62	0	90104	4	603652.0				
98	281485	88090	88090	65044	SPLIT	False	221823.8	2.407	0	2	11	65	0	65044	1	221823.8				
98	281485	88090	88090	90104	SPLIT	False	333688.0	3.577	0	2	11	90	0	90104	4	603652.0				
98	281485	88090	88090	90105	STOLEN	False	187541.4	4.015	0	2	13	90	0	90104	4	603652.0			from_vertices	walk_add
98	284235	74027	74027	38019	SPLIT	False	239700.3	3.626	0	2	11	38	0	38019	1	239700.3				
98	314838	110088	110088	13010	SPLIT	False	2036454.9	24.537	1	2	11	13	1	13010	4	2468616.9999999995				
98	314838	110088	110088	83027	STOLEN	False	28159.0	0.599	0	4	13	83	0	87031	8	563191.3999999999			pass4_angle	direct
98	314838	110088	110088	85029	STOLEN	False	53932.5	0.836	0	4	11	85	0	87031	8	563191.3999999999			pass4_angle	direct
98	314838	110088	110088	87031	SPLIT	False	80451.0	1.241	0	4	13	87	0	87031	8	563191.3999999999			pass4_angle	direct
98	314838	110088	110088	89033	STOLEN	False	38662.9	0.122	0	2	13	89	0	13010	4	2468616.9999999995			pass4_angle	direct
98	314838	110088	110088	91035	STOLEN	False	63967.1	0.185	0	4	2212	91	0	87031	8	563191.3999999999			pass4_angle	direct
98	314838	110088	110088	94038	STOLEN	False	20778.3	0.142	0	4	13	94	0	87031	8	563191.3999999999			pass4_angle	direct
98	314838	110088	110088	95039	STOLEN	False	58570.4	0.32	0	4	13	95	0	87031	8	563191.3999999999			pass4_angle	direct
98	314838	110088	110088	109070	STOLEN	False	210963.5	5.258	0	4	11	109	0	87031	8	563191.3999999999			pass4_angle	direct
98	314838	110088	110088	109071	STOLEN	False	46369.6	2.536	0	4	13	109	0	87031	8	563191.3999999999			pass4_angle	direct
98	342199	74101	74101	25035	STOLEN	False	513236.9	8.059	0	2	11	25	0	25109	8	1346094.5			from_vertices	walk_add
98	342199	74101	74101	25037	STOLEN	False	269966.7	3.72	0	2	11	25	0	25109	8	1346094.5			from_vertices	walk_add
98	342199	74101	74101	25038	STOLEN	False	385375.5	8.101	0	2	11	25	0	25109	8	1346094.5			from_vertices	walk_add
98	342199	74101	74101	25108	STOLEN	False	37390.3	4.8	0	2	11	25	0	25109	8	1346094.5			from_vertices	walk_add
98	342199	74101	74101	25109	SPLIT	False	15127.2	2.657	0	2	11	25	0	25109	8	1346094.5				
98	342199	74101	74101	72098	STOLEN	False	65084.0	0.93	0	2	11	72	0	25109	8	1346094.5				
98	342199	74101	74101	73099	STOLEN	False	32167.4	0.307	0	2	11	73	0	25109	8	1346094.5				
98	347129	11000	11000	36002	SPLIT	False	22995.3	0.35	0	3	11	36	0	36002	1	22995.3				
98	347129	11000	11000	37003	SPLIT	False	16386.3	0.251	0	3	11	37	0	37003	1	16386.3				
98	347129	11000	11000	38004	SPLIT	False	16203.5	0.637	0	3	11	38	0	38004	1	16203.5				
98	347129	11000	11000	39005	SPLIT	False	56405.4	0.708	0	3	11	39	0	39005	1	56405.4				
98	347129	11000	11000	40032	SPLIT	False	30632.9	0.6	0	2	11	40	0	40032	3	142096.5				
98	347129	11000	11000	40033	STOLEN	False	75833.5	0.765	0	2	11	40	0	40032	3	142096.5			from_vertices	walk_add
98	347129	11000	11000	41007	STOLEN	False	35630.1	0.158	0	2	13	41	0	40032	3	142096.5			pass4_angle	direct
98	347129	11000	11000	42008	SPLIT	False	25569.3	0.22	0	3	11	42	0	42008	1	25569.3				
98	347129	11000	11000	43009	SPLIT	False	40956.3	0.322	0	3	11	43	0	43009	1	40956.3				
98	415278	23012	23012	102168	STOLEN	True	134496.3	2.055	0	2	13	102	0	105182	8	1476399.6			pass4_proximity	direct
98	415278	23012	23012	103169	STOLEN	True	75388.1	2.641	0	2	13	103	0	105182	8	1476399.6			pass4_angle	direct
98	415278	23012	23012	104175	STOLEN	True	228738.1	3.204	0	2	11	104	0	105182	8	1476399.6			pass4_proximity	direct
98	415278	23012	23012	104176	STOLEN	True	406933.1	5.469	0	2	11	104	0	105182	8	1476399.6			pass4_angle	direct
98	415278	23012	23012	105181	STOLEN	True	148707.1	1.95	0	2	13	105	0	105182	8	1476399.6			from_vertices	walk_add
98	415278	23012	23012	105182	SPLIT	True	391986.3	7.338	0	2	11	105	0	105182	8	1476399.6				
98	415278	23012	23012	110187	SPLIT	True	133623.7	1.595	0	4	13	110	0	110187	1	133623.7			pass4_angle	direct
98	415278	23037	23037	23022	SIBLING	True	963685.2	36.412	0	1	11	23	1	23012	41	20838068.800000004	23012		pass3_cluster_map	direct
98	415278	23037	23037	23047	SIBLING	True	2168026.9	56.328	0	1	11	23	1	23012	41	20838068.800000004	23012		pass3_cluster_map	direct
98	415278	23037	23037	75131	STOLEN	True	37277.9	0.762	0	4	13	75	0	99156	6	1035539.7999999999			pass4_angle	direct
98	415278	23037	23037	76132	STOLEN	True	89390.4	0.861	0	4	2212	76	0	99156	6	1035539.7999999999			pass4_angle	direct
98	415278	23037	23037	77133	STOLEN	True	37261.5	0.383	0	4	13	77	0	96152	2	259314.1			pass3_cone	direct
98	415278	23037	23037	80136	STOLEN	True	174228.8	1.755	0	4	2212	80	0	99156	6	1035539.7999999999			pass4_angle	direct
98	415278	23037	23037	96152	SPLIT	True	222052.6	3.831	0	4	11	96	0	96152	2	259314.1			pass3_cone	direct
98	415278	23037	23037	99156	SPLIT	True	376500.5	4.341	0	4	11	99	0	99156	6	1035539.7999999999				
98	415278	23037	23037	99157	STOLEN	True	320396.3	5.95	0	4	13	99	0	99156	6	1035539.7999999999			from_vertices	walk_add
98	423981	12095	12095	63070	STOLEN	False	31887.0	0.433	0	4	13	63	0	64071	2	167165.7			pass4_angle	direct
98	423981	12095	12095	64071	SPLIT	False	135278.7	0.178	0	4	2212	64	0	64071	2	167165.7			pass4_angle	direct
98	444187	19079	19079	19039	STOLEN	False	171359.4	1.224	1	1	11	19	1	19082	4	2608098.4			in_main_cluster	walk_add
98	444187	19079	19079	19067	STOLEN	False	1134734.5	10.421	1	1	11	19	1	19082	4	2608098.4			in_main_cluster	walk_add
98	444187	19079	19079	19082	SPLIT	False	1245871.7	52.448	1	1	11	19	1	19082	4	2608098.4				
98	444187	19079	19079	61074	STOLEN	False	56132.8	1.106	0	1	11	61	0	19082	4	2608098.4			pass3_cone	direct
98	463565	13001	13001	48040	STOLEN	False	27705.9	0.277	0	3	13	48	0	114086	10	2577201.0999999996			in_other_clusters_seg_cone	direct
98	463565	13001	13001	49041	STOLEN	False	39063.0	0.322	0	3	13	49	0	115088	17	4430104.8			in_other_clusters_seg_cone	direct
98	463565	13001	13001	50042	STOLEN	False	38894.2	0.683	0	3	11	50	0	115088	17	4430104.8			in_other_clusters_seg_cone	direct
98	463565	13001	13001	51043	STOLEN	False	26750.3	0.355	0	3	13	51	0	115088	17	4430104.8			in_other_clusters_seg_cone	direct
98	463565	13001	13001	59051	STOLEN	False	125008.9	2.25	0	3	11	59	0	115088	17	4430104.8			in_other_clusters_seg_cone	direct
98	463565	13001	13001	72064	STOLEN	False	271839.7	4.121	0	3,3,3,3	11	72	0	72064,109073,114086,115088	17	4430104.8			in_other_clusters_seg_cone	direct
98	463565	13001	13001	73065	STOLEN	False	74181.2	0.962	0	3	11	73	0	115088	17	4430104.8			in_other_clusters_seg_cone	direct
98	463565	13001	13001	75067	STOLEN	False	199048.5	3.732	0	3	11	75	0	115088	17	4430104.8			in_other_clusters_seg_cone	direct
98	463565	13001	13001	109073	STOLEN	False	558621.1	9.998	0	3,3	11	109	0	109073,114086	10	2577201.0999999996			in_other_clusters_seg_cone	direct
98	463565	13001	13001	109074	STOLEN	False	408865.9	5.98	0	3,3	11	109	0	109073,114086	10	2577201.0999999996			in_other_clusters_A,in_other_clusters_seg_cone	direct,walk_add
98	463565	13001	13001	110075	STOLEN	False	183178.5	3.408	0	3	11	110	0	114086	10	2577201.0999999996			in_other_clusters_seg_cone	direct
98	463565	13001	13001	111079	STOLEN	False	515923.3	6.149	0	3,3	11	111	0	109073,114086	10	2577201.0999999996			in_other_clusters_seg_cone	direct
98	463565	13001	13001	112080	STOLEN	False	124114.0	1.402	0	3	13	112	0	114086	10	2577201.0999999996			in_other_clusters_seg_cone	direct
98	463565	13001	13001	113081	STOLEN	False	42806.4	0.336	0	3,3	13	113	0	109073,114086	10	2577201.0999999996			in_other_clusters_seg_cone	direct
98	463565	13001	13001	114084	STOLEN	False	151690.8	1.169	0	3	13	114	0	114086	10	2577201.0999999996			in_other_clusters_A	walk_add
98	463565	13001	13001	114086	SPLIT	False	292455.5	4.611	0	3	11	114	0	114086	10	2577201.0999999996				
98	463565	13001	13001	115088	SPLIT	False	732470.2	8.952	0	3	11	115	0	115088	17	4430104.8				
98	463565	13001	13001	115090	STOLEN	False	171384.6	4.554	0	3	11	115	0	115088	17	4430104.8			in_other_clusters_A	walk_add
98	463565	13001	13001	115092	STOLEN	False	73442.3	3.423	0	3	11	115	0	115088	17	4430104.8			in_other_clusters_A	walk_add
98	463565	13001	13001	115094	STOLEN	False	31916.8	3.183	0	3	11	115	0	115088	17	4430104.8			in_other_clusters_A	walk_add
98	463565	13001	13001	115099	STOLEN	False	353856.3	4.619	0	3	11	115	0	115088	17	4430104.8			in_other_clusters_A	walk_add
98	463565	13001	13001	115100	STOLEN	False	944192.4	13.206	0	3	11	115	0	115088	17	4430104.8			in_other_clusters_A	walk_add
98	463565	13001	13001	115101	STOLEN	False	185032.3	12.711	0	3	11	115	0	115088	17	4430104.8			in_other_clusters_A	walk_add
98	463565	13001	13001	115102	STOLEN	False	225739.0	4.864	0	3	11	115	0	115088	17	4430104.8			in_other_clusters_A	walk_add
98	463565	13001	13001	115103	STOLEN	False	417500.1	7.203	0	3	11	115	0	115088	17	4430104.8			in_other_clusters_A	walk_add
98	463565	13001	13001	115106	STOLEN	False	519785.0	10.579	0	3	11	115	0	115088	17	4430104.8			in_other_clusters_A	walk_add
98	469665	15003	15003	32007	STOLEN	False	23124.8	0.208	0	2	11	32	0	68052	6	778555.0999999999				
98	469665	15003	15003	35010	STOLEN	False	26919.5	0.241	0	2	13	35	0	68052	6	778555.0999999999			pass4_angle	direct
98	469665	15003	15003	37012	STOLEN	False	17942.1	0.76	0	2	13	37	0	68052	6	778555.0999999999			pass4_angle	direct
98	469665	15003	15003	62073	SPLIT	False	391486.5	7.8	0	2	11	62	0	62073	2	412793.9				
98	469665	15003	15003	62074	STOLEN	False	21307.4	0.594	0	2	11	62	0	62073	2	412793.9			from_vertices	walk_add
98	469665	15003	15003	66042	SPLIT	False	369011.3	3.357	0	2	11	66	0	66042	3	887575.2				
98	469665	15003	15003	66048	STOLEN	False	327944.4	4.444	0	2	13	66	0	66042	3	887575.2			from_vertices	walk_add
141	54341	96031	96031	77019	SPLIT	False	14258.1	0.631	0	3	11	77	0	77019	1	14258.1				
141	54341	96031	96031	96033	DECLINED	False	810652.1681997224	15.878594463764063	0		13	96	1		0	0			from_vertices	walk_exclude
141	54341	101041	101041	34014	SPLIT	False	317193.5	2.916	0	2	11	34	0	34014	4	866200.8				
141	54341	101041	101041	34015	DECLINED	False	869057.4165356405	16.518235105978725	0		13	34	0		0	0			from_vertices	walk_exclude
141	54341	101041	101041	34016	STOLEN	False	344718.3	5.435	0	2	11	34	0	34014	4	866200.8			from_vertices	walk_add
141	54341	101041	101041	104046	STOLEN	False	40121.3	0.402	0	2	13	104	0	34014	4	866200.8			pass4_angle	direct
141	54341	101041	101041	105047	STOLEN	False	164167.7	2.003	0	2	2212	105	0	34014	4	866200.8			pass4_angle	direct
141	54453	57050	57050	23026	STOLEN	False	713511.1	13.016	0	2	11	23	1	58051	6	1059579.3			pass4_angle	direct
141	54453	57050	57050	23028	UNTOUCHED	False	373496.6396262417	6.30605779166037	0		11	23	1		0	0				
141	91917	87053	87053	66021	SPLIT	False	171811.1	1.85	0	3	11	66	0	66021	1	171811.1				
141	98844	70063	70063	66043	STOLEN	False	119906.2	2.495	0	1	11	66	0	6013	14	6136540.699999999				
141	98844	70063	70063	69062	SPLIT	False	392500.4	6.218	0	2	11	69	0	69062	2	431867.7				
141	100135	14025	14025	14024	SPLIT	False	279728.6	7.141	1	1	11	14	1	14024	2	324424.89999999997				
141	168432	49028	49028	50029	SPLIT	False	356007.6	5.075	0	2	11	50	0	50029	2	389738.5				
141	173495	26021	26021	97017	SPLIT	False	234076.2	2.947	0	3	11	97	0	97017	1	234076.2				
141	174771	85085	85085	85058	UNTOUCHED	False	458333.09522866196	14.012878661074826	0		11	85	1		0	0				
141	181050	15006	15006	54014	STOLEN	False	58953.2	0.254	0	2	13	54	0	68031	7	1525775.2999999998			pass4_angle_divert	direct
141	181050	15006	15006	58018	STOLEN	False	89284.8	0.529	0	2	2212	58	0	68031	7	1525775.2999999998			pass4_proximity	direct
141	181050	15006	15006	61021	SPLIT	False	272169.8	4.076	0	2	11	61	0	61021	1	272169.8				
141	181050	15006	15006	68031	SPLIT	False	299605.2	5.422	0	2	11	68	0	68031	7	1525775.2999999998				
141	181050	15006	15006	68032	STOLEN	False	90657.3	6.329	0	2	11	68	0	68031	7	1525775.2999999998			from_vertices	walk_add
141	181050	15006	15006	68034	STOLEN	False	130079.4	5.62	0	2	13	68	0	68031	7	1525775.2999999998			from_vertices	walk_add
141	181050	15006	15006	69039	STOLEN	False	827239.0	13.369	0	2	11	69	1	68031	7	1525775.2999999998			pass4_angle_divert	direct
141	281325	42039	42039	27016	STOLEN	False	28591.0	0.625	0	4	13	27	0	41034	3	633838.6000000001			pass4_angle	direct
141	281325	42039	42039	41034	SPLIT	False	277555.2	4.327	0	4	211	41	0	41034	3	633838.6000000001			pass4_angle	direct
141	281325	42039	42039	41036	STOLEN	False	327692.4	5.288	0	4	13	41	0	41034	3	633838.6000000001			pass4_angle	direct
141	282271	6063	6063	6004	SPLIT	False	166045.5	2.994	1	1	11	6	1	6004	1	166045.5				
141	284206	10051	10051	10052	SPLIT	False	490984.3	23.455	1	1	11	10	1	10052	3	1051396.3				
141	284206	10051	10051	10054	SPLIT	False	1123908.5	29.127	1	1	11	10	1	10054	4	1800632.1				
141	284206	10051	10051	10056	SPLIT	False	655902.8	24.79	1	1	11	10	1	10056	1	655902.8				
141	287007	22001	22001	58030	SPLIT	False	161960.3	2.742	0	4	11	58	0	58030	1	161960.3				
141	289246	63034	63034	77063	SPLIT	False	150209.3	2.484	0	2	11	77	0	77063	3	557082.1				
141	289246	63034	63034	77064	STOLEN	False	366974.7	8.001	0	2	11	77	0	77063	3	557082.1			from_vertices	walk_add
141	293149	4001	4001	27006	STOLEN	False	28444.5	0.31	0	4	13	27	0	31010	4	131123.0			pass4_angle	direct
141	293149	4001	4001	29008	STOLEN	False	32822.2	0.318	0	4	13	29	0	31010	4	131123.0			pass4_angle	direct
141	293149	4001	4001	30009	STOLEN	False	47970.5	1.061	0	4	13	30	0	31010	4	131123.0			pass4_angle	direct
141	293149	4001	4001	31010	SPLIT	False	21885.8	0.295	0	4	13	31	0	31010	4	131123.0			pass4_angle	direct
141	294174	71067	71067	64059	STOLEN	False	215058.6	6.692	0	2	11	64	0	64065	2	636430.7			from_vertices	walk_add
141	294174	71067	71067	64065	SPLIT	False	421372.1	7.291	0	2	11	64	0	64065	2	636430.7				
141	318769	19003	19003	19005	DECLINED	True	2732562.961629431	21.07262292054936	1		2212	19	1		0	0			in_other_clusters_A	walk_exclude
141	348471	60026	60026	38018	SPLIT	False	409746.1	6.014	0	2	11	38	0	38018	3	478712.0				
141	395597	20004	20004	20006	DECLINED	False	665248.1976123749	16.863440520750466	1		13	20	1		0	0			in_main_cluster	walk_exclude
141	396037	69026	69026	65017	SPLIT	False	191236.6	4.32	0	3	11	65	0	65017	1	191236.6				
141	408304	9039	9039	9038	UNTOUCHED	False	897852.0476888394	15.257072465865772	1		211	9	1		0	0				
141	412242	14007	14007	50049	STOLEN	False	249523.3	3.548	0	2	11	50	0	64054	10	1354356.1				
