event	bucket	shower	matched	n_target	n_actual	n_inter	n_miss	n_extra	comp	pur	q_comp	q_pur	q_f1	q_target	q_actual	q_miss	q_extra	drift	miss	extra
174771	?	85085	85060	5	7	3	2	4	0.6000	0.4286	1.0000	0.5164	0.6811	1229555.2273	2380822.8662	0.0000	1151267.6388	7	85084,85085	74047,75048,85060,93077
175896	?	17044	17044	1	2	1	0	1	1.0000	0.5000	1.0000	0.5394	0.7008	859323.2105	1592966.7300	0	733643.5195	1		66037
179048	?	17012	17012	4	4	4	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	2479509.8241	2479509.8241	0	0	2		
179369	?	17002	17002	1	1	1	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	914888.7760	914888.7760	0	0	8		
181050	?	15006	15005	20	11	10	10	1	0.5000	0.9091	0.4160	0.9875	0.5854	5699683.1980	2401095.6504	3328543.9026	29956.3551	13	15001,15006,50010,51011,52012,53013,61021,64025,65026,67027	57017
278420	?	61027	61027	10	23	10	0	13	1.0000	0.4348	1.0000	0.4892	0.6570	1734497.4101	3545574.8388	0	1811077.4286	6		25007,25008,25009,64030,67033,68034,69035,70036,72038,73039,74040,75041,78044
281325	?	42039	42039	11	9	8	3	1	0.7273	0.8889	0.7760	0.9898	0.8700	2830221.2603	2219013.8235	633838.6071	22631.1703	10	27016,41034,41036	23012
282271	?	6063	6063	4	25	3	1	22	0.7500	0.1200	0.9355	0.7354	0.8235	2574646.9969	3275210.9330	166045.4558	866609.3919	22	6004	33020,35022,36023,37024,38025,39026,42029,45032,46033,47034,48035,61048,62049,64051,65052,66053,67054,68055,69056,72059,73060,74061
282979	?	14003	14003	3	4	3	0	1	1.0000	0.7500	1.0000	0.9753	0.9875	2058111.0969	2110263.9254	0	52152.8286	11		20010
283515	?	23009	-1	1	0	0	1	0	0.0000	-	0.0000	-	-	1964650.4875	0	1964650.4875	0	14	23009	
284206	?	10051	10051	4	2	1	3	1	0.2500	0.5000	0.3452	0.9871	0.5115	3643579.9514	1273994.4943	2385978.1542	16392.6971	1	10052,10054,10056	35037
286655	?	79023	19006	6	11	6	0	5	1.0000	0.5455	1.0000	0.6589	0.7944	2733657.9225	4148510.8114	0	1414852.8889	2		67016,69018,71020,81062,82063
286681	?	3012	3012	1	5	1	0	4	1.0000	0.2000	1.0000	0.9513	0.9750	2381985.4913	2503902.5975	0	121917.1062	5		29013,33017,36020,37021
287007	?	22001	22001	4	4	4	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	3013706.4586	3013706.4586	0	0	1		
289246	?	63034	63034	25	27	23	2	4	0.9200	0.8519	0.8767	0.9640	0.9183	4195262.6944	3815441.8590	517184.0286	137363.1932	4	77063,77064	66037,67038,70041,74045
291072	?	21023	21023	33	37	33	0	4	1.0000	0.8919	1.0000	0.9773	0.9885	9987186.5991	10218920.3289	0	231733.7298	6		65057,67059,69061,70062
293149	?	4001	4001	14	9	9	5	0	0.6429	1.0000	0.9296	1.0000	0.9635	4691242.9491	4361126.1566	330116.7925	0	5	27006,29008,30009,31010,38017	
294174	?	71067	71067	9	14	7	2	7	0.7778	0.5000	0.7741	0.9036	0.8338	2816824.7201	2413004.9219	636430.6533	232610.8551	7	64059,64065	47036,51040,52041,55044,59048,62051,77079
318769	?	19003	65037	3	5	3	0	2	1.0000	0.6000	1.0000	0.6015	0.7512	4469602.9200	7430979.7515	0	2961376.8315	5		19001,65037
347085	?	72066	72066	17	21	17	0	4	1.0000	0.8095	1.0000	0.9166	0.9565	3671035.1616	4005231.5911	0	334196.4295	6		30016,33019,38024,71058
347824	?	24112	107060	22	23	22	0	1	1.0000	0.9565	1.0000	0.9950	0.9975	7177754.2096	7214035.1821	0	36280.9725	2		89023
348471	?	60026	60026	17	21	17	0	4	1.0000	0.8095	1.0000	0.8884	0.9409	6234013.3311	7017269.6072	0	783256.2761	6		18006,33013,39019,63051
350121	?	2011	2011	5	15	5	0	10	1.0000	0.3333	1.0000	0.8255	0.9044	4989383.6663	6044290.2281	0	1054906.5618	11		14017,16019,17020,19022,22025,24027,25028,28031,30041,31042
350354	?	18092	18092	32	39	32	0	7	1.0000	0.8205	1.0000	0.9653	0.9824	8280301.8595	8577829.7117	0	297527.8522	9		51028,52029,53030,55032,57034,63040,64041
386442	?	16008	16008	3	17	3	0	14	1.0000	0.1765	1.0000	0.8219	0.9022	2705352.1623	3291725.6995	0	586373.5372	15		22012,39013,40014,41015,43017,44018,46020,47021,48022,49023,50024,51025,65027,66028
393505	?	63025	63025	3	9	3	0	6	1.0000	0.3333	1.0000	0.7777	0.8750	1049198.7258	1349062.7661	0	299864.0403	7		60018,61019,62020,72026,73027,76030
395597	?	20004	20004	2	3	1	1	2	0.5000	0.3333	0.7619	0.9674	0.8525	2794145.1889	2200529.6687	665248.1976	71632.6774	3	20006	83011,84012
396037	?	69026	69026	7	10	6	1	4	0.8571	0.6000	0.9165	0.9467	0.9313	2289558.4775	2216431.4465	191236.6460	118109.6150	4	65017	55007,56008,57009,59011
396323	?	18012	18012	4	4	4	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	2946164.5067	2946164.5067	0	0	0		
397630	?	33038	19010	11	2	2	9	0	0.1818	1.0000	0.5432	1.0000	0.7040	4409553.0134	2395106.7273	2014446.2862	0	11	25015,32022,33028,33029,33037,33038,33039,34041,34042	
400504	?	62014	62014	3	4	3	0	1	1.0000	0.7500	1.0000	0.9446	0.9715	1234269.2620	1306686.5578	0	72417.2959	0		21003
406125	?	38021	38021	1	14	1	0	13	1.0000	0.0714	1.0000	0.0355	0.0686	140400.3892	3952140.5519	0	3811740.1627	9		18013,54040,55041,66046,67047,68048,69049,70050,71051,72052,73053,74055,74056
408304	?	9039	9039	13	15	12	1	3	0.9231	0.8000	0.7735	0.9764	0.8632	3963663.9388	3139792.1004	897852.0477	73980.2093	3	9038	32018,34020,36022
409140	?	13006	13006	4	7	4	0	3	1.0000	0.5714	1.0000	0.9178	0.9571	1328860.3734	1447888.8967	0	119028.5233	3		38008,39009,40010
412242	?	14007	14007	7	7	6	1	1	0.8571	0.8571	0.9700	0.9845	0.9772	8326857.1846	8204851.4096	249523.2960	127517.5210	2	50049	79069
489327	?	19005	19005	23	24	23	0	1	1.0000	0.9583	1.0000	0.6548	0.7914	3421964.2775	5225901.5353	0	1803937.2577	0		19005
499423	?	11045	11045	2	2	2	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	2151051.2650	2151051.2650	0	0	1		
499577	?	13009	13009	4	9	4	0	5	1.0000	0.4444	1.0000	0.7034	0.8259	3841283.3465	5461030.9411	0	1619747.5946	4		66033,69036,72039,79053,95059
