event	bucket	shower	matched	n_target	n_actual	n_inter	n_miss	n_extra	comp	pur	q_comp	q_pur	q_f1	q_target	q_actual	q_miss	q_extra	drift	miss	extra	set
347129	1 under-clustered	11000	11000	10	1	1	9	0	0.1000	1.0000	0.7955	1.0000	0.8861	1567658.1000	1247045.5000	320612.6000	0	0	36002,37003,38004,39005,40032,40033,41007,42008,43009		98
409634	1 under-clustered	69032	27015	12	10	10	2	0	0.8333	1.0000	0.7653	1.0000	0.8670	2748759.7000	2103501.9000	645257.8000	0	12	69032,69033		98
415278	1 under-clustered	23012	23012	44	39	37	7	2	0.8409	0.9487	0.9206	0.9957	0.9567	19150771.7000	17706356.7000	1519872.7000	75457.7000	2	102168,103169,104175,104176,105181,105182,110187	89145,111188	98
415278	1 under-clustered	23037	23037	48	42	39	9	3	0.8125	0.9286	0.8052	0.9886	0.8876	26502115.7993	21585558.8000	5161980.9993	245424.0000	7	23047,56092,75131,76132,77133,80136,96152,99156,99157	70126,71127,78134	98
423981	1 under-clustered	12095	12095	23	29	21	2	8	0.9130	0.7241	0.9834	0.9615	0.9724	10086873.6000	10316477.5000	167165.7000	396769.6000	15	63070,64071	44051,48055,51058,60067,68075,69076,70077,71078	98
444187	1 under-clustered	19079	19079	7	3	3	4	0	0.4286	1.0000	0.6331	1.0000	0.7753	7108676.5000	4500578.1000	2608098.4000	0	0	19039,19067,19082,61074		98
463565	1+2 both	13001	13001	41	37	15	26	22	0.3659	0.4054	0.5876	0.8542	0.6963	16332729.9000	11234867.4000	6735466.2000	1637603.7000	22	48040,49041,50042,51043,59051,72064,73065,75067,109073,109074,110075,111079,112080,113081,114084,114086,115088,115090,115092,115094,115099,115100,115101,115102,115103,115106	24033,44036,45037,46038,47039,52044,53045,55047,56048,57049,61053,62054,63055,64056,65057,66058,67059,68060,69061,71063,74066,117108	98
469665	1 under-clustered	15003	15003	30	27	23	7	4	0.7667	0.8519	0.8837	0.9312	0.9068	10124845.4000	9607698.2000	1177736.0000	660588.8000	9	32007,35010,37012,62073,62074,66042,66048	33008,38013,64032,65040	98
52044	?	24035	58029	9	5	5	4	0	0.5556	1.0000	0.3638	1.0000	0.5335	2565841.6948	933535.1000	1632306.5948	0	8	24007,24009,24034,24035		141
52693	?	18034	18034	13	15	13	0	2	1.0000	0.8667	1.0000	0.9623	0.9808	2866717.4000	2978978.3000	0	112260.9000	3		48012,49013	141
54341	?	96031	96031	5	3	3	2	0	0.6000	1.0000	0.5070	1.0000	0.6728	1673199.0682	848288.8000	824910.2682	0	0	77019,96033		141
54341	?	101041	101041	17	18	16	1	2	0.9412	0.8889	0.8569	0.9889	0.9182	6073640.8165	5262925.7000	869057.4165	58342.3000	6	34015	79021,100039	141
54453	?	57050	57050	6	6	4	2	2	0.6667	0.6667	0.6880	0.9550	0.7998	3483988.4396	2510046.4000	1087007.7396	113065.7000	2	23026,23028	62055,63056	141
67394	?	19012	58035	11	12	11	0	1	1.0000	0.9167	1.0000	0.9484	0.9735	3365638.7000	3548718.3000	0	183079.6000	2		41015	141
69232	?	20021	20021	4	6	4	0	2	1.0000	0.6667	1.0000	0.5732	0.7287	1632908.2000	2848904.0000	0	1215995.8000	1		20021,61017	141
71872	?	13012	13012	1	10	1	0	9	1.0000	0.1000	1.0000	0.7765	0.8742	1074101.5000	1383240.5000	0	309139.0000	10		41020,47026,49028,52031,56035,58037,59038,67053,68054	141
72786	?	16017	16017	6	10	6	0	4	1.0000	0.6000	1.0000	0.7837	0.8788	1918413.5000	2447742.0000	0	529328.5000	2		9009,31033,46040,51045	141
74326	?	80061	80061	2	2	2	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	443100.4000	443100.4000	0	0	6			141
91917	?	87053	87053	9	8	8	1	0	0.8889	1.0000	0.9354	1.0000	0.9666	2658899.3000	2487088.2000	171811.1000	0	0	66021		141
94392	?	5019	5019	3	4	3	0	1	1.0000	0.7500	1.0000	0.9661	0.9828	603086.9000	624248.1000	0	21161.2000	3		21024	141
98844	?	70063	70063	14	13	12	2	1	0.8571	0.9231	0.9031	0.9852	0.9424	5285888.4000	4845017.5000	512406.6000	71535.7000	2	66043,69062	68058	141
100135	?	14025	14025	7	7	6	1	1	0.8571	0.8571	0.9084	0.9905	0.9477	3053397.3000	2800368.9000	279728.6000	26700.2000	1	14024	43016	141
100222	?	113236	113236	68	72	67	1	5	0.9853	0.9306	0.9850	0.9880	0.9865	32167915.5000	32068658.3000	483542.8000	384285.6000	7	14006	68055,69056,74061,76063,80067	141
168432	?	19032	19032	1	1	1	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	946105.0000	946105.0000	0	0	1			141
168432	?	49028	49028	7	7	6	1	1	0.8571	0.8571	0.8977	0.9700	0.9324	3479687.0000	3220266.5000	356007.6000	96587.1000	2	50029	47020	141
171572	?	85025	85025	4	4	4	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	377378.8000	377378.8000	0	0	2			141
173495	?	26021	26021	5	5	5	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	1726242.5000	1726242.5000	0	0	1			141
174771	?	85085	85085	5	4	4	1	0	0.8000	1.0000	0.7847	1.0000	0.8794	2128634.9952	1670301.9000	458333.0952	0	0	85058		141
175896	?	17044	17044	1	3	1	0	2	1.0000	0.3333	1.0000	0.5133	0.6784	859323.2000	1674192.0000	0	814868.8000	2		64020,66037	141
179048	?	17012	17012	4	4	4	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	2479509.8000	2479509.8000	0	0	2			141
179369	?	17002	17002	1	1	1	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	914888.8000	914888.8000	0	0	8			141
181050	?	15006	15006	20	18	14	6	4	0.7000	0.7778	0.7371	0.9555	0.8322	5689989.8000	4389481.8000	1495818.9000	195310.9000	8	54014,58018,68031,68032,68034,69039	21008,59019,60020,72044	141
278420	?	61027	61027	10	22	10	0	12	1.0000	0.4545	1.0000	0.5026	0.6690	1734497.5000	3450916.4000	0	1716418.9000	5		25007,25008,25009,64030,67033,68034,69035,70036,73039,74040,75041,78044	141
281325	?	42039	42039	11	11	8	3	3	0.7273	0.7273	0.7760	0.9560	0.8567	2830221.2000	2297483.4000	633838.6000	101100.8000	12	27016,41034,41036	23012,24013,26015	141
282271	?	6063	6063	4	25	3	1	22	0.7500	0.1200	0.9355	0.7354	0.8235	2574647.0000	3275210.9000	166045.5000	866609.4000	22	6004	33020,35022,36023,37024,38025,39026,42029,45032,46033,47034,48035,61048,62049,64051,65052,66053,67054,68055,69056,72059,73060,74061	141
282979	?	14003	14003	3	4	3	0	1	1.0000	0.7500	1.0000	0.9751	0.9874	2043069.6000	2095222.4000	0	52152.8000	11		20010	141
283515	?	23009	-1	1	0	0	1	0	0.0000	-	0.0000	-	-	1964650.4875	0	1964650.4875	0	14	23009		141
284206	?	10051	10051	4	2	1	3	1	0.2500	0.5000	0.3564	0.9871	0.5237	3528397.4000	1273994.5000	2270795.6000	16392.7000	1	10052,10054,10056	35037	141
286655	?	79023	19006	6	12	6	0	6	1.0000	0.5000	1.0000	0.6502	0.7880	2713441.7000	4173546.6000	0	1460104.9000	3		65014,67016,69018,71020,81062,82063	141
286681	?	3012	3012	1	5	1	0	4	1.0000	0.2000	1.0000	0.9513	0.9750	2381985.5000	2503902.6000	0	121917.1000	5		29013,33017,36020,37021	141
287007	?	22001	22001	4	4	4	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	3013706.4000	3013706.4000	0	0	1			141
289246	?	63034	63034	25	27	23	2	4	0.9200	0.8519	0.8767	0.9640	0.9183	4195262.8000	3815442.0000	517184.0000	137363.2000	4	77063,77064	66037,67038,70041,74045	141
291072	?	21023	21023	33	37	33	0	4	1.0000	0.8919	1.0000	0.9773	0.9885	9975738.7000	10207472.4000	0	231733.7000	6		65057,67059,69061,70062	141
293149	?	4001	4001	14	11	10	4	1	0.7143	0.9091	0.9720	0.9807	0.9764	4691243.0000	4649871.9000	131123.0000	89751.9000	7	27006,29008,30009,31010	32011	141
294174	?	71067	71067	9	14	7	2	7	0.7778	0.5000	0.7741	0.9036	0.8338	2816824.6000	2413004.9000	636430.7000	232611.0000	7	64059,64065	47036,51040,52041,55044,59048,62051,77079	141
318769	?	19003	19003	3	2	2	1	0	0.6667	1.0000	0.3886	1.0000	0.5597	4469602.9616	1737040.0000	2732562.9616	0	2	19005		141
347085	?	72066	72066	17	21	17	0	4	1.0000	0.8095	1.0000	0.9166	0.9565	3671035.2000	4005231.7000	0	334196.5000	6		30016,33019,38024,71058	141
347824	?	24112	107060	22	23	22	0	1	1.0000	0.9565	1.0000	0.9950	0.9975	7175679.7000	7211960.7000	0	36281.0000	2		89023	141
348471	?	60026	60026	17	21	17	0	4	1.0000	0.8095	1.0000	0.8884	0.9409	6234013.2000	7017269.5000	0	783256.3000	6		18006,33013,39019,63051	141
350121	?	2011	2011	5	15	5	0	10	1.0000	0.3333	1.0000	0.8255	0.9044	4989383.7000	6044290.3000	0	1054906.6000	11		14017,16019,17020,19022,22025,24027,25028,28031,30041,31042	141
350354	?	18092	18092	32	51	32	0	19	1.0000	0.6275	1.0000	0.8171	0.8993	8249728.9000	10096478.4000	0	1846749.5000	17		18008,18015,45022,46023,47024,48025,51028,52029,53030,54031,55032,56033,57034,63040,64041,66043,67044,68045,74051	141
386442	?	16008	16008	3	17	3	0	14	1.0000	0.1765	1.0000	0.8219	0.9022	2705352.2000	3291725.6000	0	586373.4000	15		22012,39013,40014,41015,43017,44018,46020,47021,48022,49023,50024,51025,65027,66028	141
393505	?	63025	63025	3	9	3	0	6	1.0000	0.3333	1.0000	0.7777	0.8750	1049198.7000	1349062.8000	0	299864.1000	7		60018,61019,62020,72026,73027,76030	141
395597	?	20004	20004	2	3	1	1	2	0.5000	0.3333	0.7619	0.9674	0.8525	2794145.1976	2200529.7000	665248.1976	71632.7000	3	20006	83011,84012	141
396037	?	69026	69026	7	10	6	1	4	0.8571	0.6000	0.9165	0.9467	0.9313	2289558.5000	2216431.5000	191236.6000	118109.6000	4	65017	55007,56008,57009,59011	141
396323	?	18012	18012	4	4	4	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	2946164.6000	2946164.6000	0	0	0			141
397630	?	33038	19010	11	2	2	9	0	0.1818	1.0000	0.5432	1.0000	0.7040	4409552.8000	2395106.7000	2014446.1000	0	11	25015,32022,33028,33029,33037,33038,33039,34041,34042		141
400504	?	62014	62014	3	4	3	0	1	1.0000	0.7500	1.0000	0.9444	0.9714	1229642.5000	1302059.8000	0	72417.3000	0		21003	141
406125	?	38021	38021	1	1	1	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	140400.4000	140400.4000	0	0	4			141
408304	?	9039	9039	13	15	12	1	3	0.9231	0.8000	0.7726	0.9763	0.8626	3947633.3477	3123761.5000	897852.0477	73980.2000	3	9038	32018,34020,36022	141
409140	?	13006	13006	4	7	4	0	3	1.0000	0.5714	1.0000	0.9178	0.9571	1328860.3000	1447888.9000	0	119028.6000	3		38008,39009,40010	141
412242	?	14007	14007	7	8	6	1	2	0.8571	0.7500	0.9700	0.9585	0.9642	8325753.1000	8425713.6000	249523.3000	349483.8000	3	50049	46045,79069	141
489327	?	19005	19005	23	24	23	0	1	1.0000	0.9583	1.0000	0.6548	0.7914	3421964.1000	5225901.4000	0	1803937.3000	0		19005	141
499423	?	11045	11045	2	2	2	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	2151051.3000	2151051.3000	0	0	1			141
499577	?	13009	13009	4	9	4	0	5	1.0000	0.4444	1.0000	0.7034	0.8259	3841283.3000	5461030.9000	0	1619747.6000	4		66033,69036,72039,79053,95059	141
