event	arm	seg	pdg	len_cm	med_dqdx_mip	cur	cur_nseg	cur_len_cm	owner	divert	pair_dis_cm	front_dis_cm	body_dis_cm	snap_dis_cm	angle_v1	angle_v2	tier	trk	seg_mark	marked_shower	verdict	label_tag
280972	work-pr123r1-dbg141v2-mcp1k	72084	11	10.28	0.837	79136	23	111.4	79136	0	50.07	33.04	0.0	14.48	18.43	26.85	1	1			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	72086	11	3.35	0.604	79136	24	121.7	79136	0	50.07	33.04	0.0	14.48	18.43	26.85	1	1			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	72087	11	8.53	0.419	79136	25	125.0	79136	0	50.07	33.04	0.0	14.48	18.43	26.85	1	1			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	77120	13	0.96	0.754	79136	26	133.6	79136	0	58.98	41.0	6.97	7.7	2.41	3.81	1	1			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	78121	13	0.38	1.161	79136	27	134.5	79136	0	43.75	26.03	2.8	2.8	5.48	11.27	1	1			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	80147	13	0.25	0.353	79136	28	134.9	79136	0	44.03	26.56	1.93	4.28	8.26	15.81	1	1			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	81148	11	6.83	1.234	79136	29	135.2	79136	0	70.68	52.86	7.49	20.22	6.14	8.72	1	1			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	82149	2212	0.44	1.791	79136	30	142.0	79136	0	69.01	51.07	3.97	17.54	3.14	4.88	1	1			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	85156	11	4.74	1.788	79136	31	142.4	79136	0	80.6	62.99	6.88	31.2	10.5	13.59	1	0			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	72173	0	5.52	2.898	79136	32	147.2	79136	0	46.11	29.07	1.05	13.08	17.99	27.31	1	0			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	70073	11	1.36	0.692	72076	7	54.6	72076	0	56.1	25.31	4.88	4.88	6.45	13.37	1	1			correct	emscan-0828-agent5
280972	work-pr123r1-dbg141v2-mcp1k	31048	11	0.69	0.801	27044	1	1.1	27044	0	440.97	7.74	7.74	7.74	15.81	9.86	1	1			correct	emscan-0828-agent5
281165	work-pr123r1-dbgA2-mcp2k	49016	13	0.67	0.96	55036	3	15.1	55036	0	55.05	35.74	24.8	24.8	8.98	8.38	1	1				emscan-0827
281165	work-pr123r1-dbgA2-mcp2k	51018	13	0.18	0.89	55036	4	15.7	16006	1	86.79	68.81	37.43	57.59	8.36	13.68	3	1				emscan-0827
281165	work-pr123r1-dbgA2-mcp2k	54021	11	3.32	0.961	55036	4	15.7	55036	0	35.56	16.51	8.35	8.35	17.91	26.13	1	1				emscan-0827
281165	work-pr123r1-dbgA2-mcp2k	56025	13	4.4	1.048	24010	4	33.7	24010	0	57.37	24.54	12.13	12.13	12.74	24.34	1	1				emscan-0827
281165	work-pr123r1-dbgA2-mcp2k	58027	11	2.52	2.011	24010	5	38.1	24010	0	68.88	37.27	25.48	25.48	14.59	28.31	1	0				emscan-0827
281165	work-pr123r1-dbgA2-mcp2k	60029	13	0.35	0.651	24010	6	40.6	24010	0	74.84	43.21	10.34	30.88	14.43	26.68	1	1				emscan-0827
281165	work-pr123r1-dbgA2-mcp2k	63032	11	1.58	1.225	24010	7	40.9	24010	0	61.79	27.79	7.7	15.21	6.23	9.49	1	1				emscan-0827
281325	work-pr123r1-dbg141v2-mcp2k	27016	13	0.63	0.497	8004	1	16.6	8004	0	95.53	45.93	45.93	45.93	4.94	15.64	3	1	TARGET	42039	under-clustered	emscan-0828-agent5
281325	work-pr123r1-dbg141v2-mcp2k	41034	211	4.33	1.06	8004	2	17.2	8004	0	94.17	40.64	18.04	40.64	6.65	1.9	1	1	TARGET	42039	under-clustered	emscan-0828-agent5
281325	work-pr123r1-dbg141v2-mcp2k	41036	13	5.29	0.905	8004	3	21.5	8004	0	94.51	40.68	0.0	40.68	9.23	6.02	1	1	TARGET	42039	under-clustered	emscan-0828-agent5
281485	work-pr123r1-dbgA2-mcp1k	69048	13	0.34	0.512	87078	2	16.3	87078	0	30.69	15.08	3.53	3.53	4.61	20.76	1	1				emscan-0827
281485	work-pr123r1-dbgA2-mcp1k	83060	11	12.17	1.096	87078	3	16.6	87078	0	29.22	11.9	5.55	5.55	21.67	26.4	1	1				emscan-0827
281485	work-pr123r1-dbgA2-mcp1k	86076	11	2.53	1.378	87078	4	28.8	87078	0	27.14	9.76	2.48	2.48	17.08	14.52	1	0				emscan-0827
281485	work-pr123r1-dbgA2-mcp1k	64043	2212	0.91	2.067	15036	7	38.6	15036	0	63.74	44.2	24.92	24.92	3.55	2.47	1	1				emscan-0827
281485	work-pr123r1-dbgA2-mcp1k	67046	2212	0.3	1.927	15036	8	39.5	15036	0	74.75	55.47	11.82	35.65	1.6	4.96	1	1				emscan-0827
281485	work-pr123r1-dbgA2-mcp1k	76055	13	0.32	0.566	15036	9	39.8	15036	0	60.7	41.52	9.32	22.33	6.28	10.13	1	1				emscan-0827
281485	work-pr123r1-dbgA2-mcp1k	79058	11	5.21	1.304	15036	10	40.1	15036	0	61.67	44.64	16.72	26.71	17.48	28.14	1	0				emscan-0827
281485	work-pr123r1-dbgA2-mcp1k	73052	2212	0.86	2.012	89095	3	9.7	89095	0	26.97	3.74	1.95	1.95	14.49	23.22	1	1				emscan-0827
281485	work-pr123r1-dbgA2-mcp1k	70049	2212	0.14	1.555	84070	4	20.4	84070	0	31.05	12.23	5.46	5.46	9.53	13.61	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	33044	13	0.26	0.935	39050	1	2.5	39050	0	28.95	17.19	14.89	14.89	13.57	13.1	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	53064	13	2.18	1.293	9025	5	39.6	9025	0	50.13	27.27	11.58	11.58	13.59	17.6	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	54065	13	0.37	1.287	9025	6	41.8	9025	0	54.43	31.27	9.48	12.08	17.15	19.56	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	55066	13	0.49	0.725	9025	7	42.2	9025	0	56.75	33.43	5.66	13.48	13.41	15.63	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	59070	11	1.46	1.044	9025	8	42.7	9025	0	77.53	54.64	23.74	33.7	21.26	23.44	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	65076	2212	1.93	1.583	9025	9	44.1	9025	0	115.82	91.77	45.16	68.68	7.77	7.35	3	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	66077	2212	0.82	1.503	9025	10	46.1	9025	0	76.96	54.05	21.63	33.64	13.67	16.45	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	67078	13	0.31	0.357	9025	11	46.9	9025	0	57.32	33.26	9.13	10.17	7.4	6.14	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	69080	13	0.36	0.989	9025	12	47.2	9025	0	55.46	31.4	2.27	8.27	8.66	7.68	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	71082	11	3.39	0.815	9025	13	47.6	9025	0	45.69	23.11	8.14	9.21	11.81	18.63	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	74085	13	0.85	1.042	9025	14	50.9	9025	0	70.33	48.29	25.79	30.86	13.01	18.45	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	78089	13	2.96	0.685	9025	15	51.8	9025	0	30.08	9.44	8.13	8.13	9.46	24.51	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	96139	11	0.99	1.557	9025	16	54.7	9025	0	45.55	23.1	0.14	11.12	10.77	17.38	1	0				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	98155	11	10.53	0.997	9025	17	55.7	9025	0	30.09	9.21	7.79	7.79	11.3	23.96	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	98158	11	7.47	0.923	9025	18	66.3	9025	0	30.09	9.02	0.0	6.98	11.3	23.96	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	98160	11	4.81	0.661	9025	19	73.7	9025	0	32.97	10.54	0.0	6.17	11.31	18.14	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	98161	11	3.31	0.659	9025	20	78.5	9025	0	34.69	12.86	0.0	8.71	11.62	20.86	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	98162	11	2.41	1.17	9025	21	81.9	9025	0	37.39	15.41	0.0	9.84	11.61	20.2	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	98163	11	3.77	1.155	9025	22	84.3	9025	0	36.06	14.3	0.0	9.24	14.3	22.82	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	102211	11	6.59	0.775	9025	23	88.0	9025	0	53.01	30.97	7.55	16.86	13.78	20.08	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	104213	11	2.05	1.149	9025	24	94.6	9025	0	48.71	25.37	4.74	7.85	15.59	17.7	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	105214	13	3.35	0.939	9025	25	96.7	9025	0	66.3	42.35	10.47	19.46	11.54	11.55	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	106215	11	3.7	1.575	9025	26	100.0	9025	0	63.6	39.63	0.96	16.67	10.98	10.8	1	0				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	50061	13	1.91	1.114	93114	2	21.6	93114	0	55.24	41.0	31.16	31.16	9.87	12.5	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	83102	13	0.35	1.336	93114	3	23.5	93114	0	41.34	26.94	15.56	16.95	0.94	1.37	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	94116	11	5.11	1.344	93114	4	23.9	93114	0	24.57	10.18	0.31	0.31	3.23	5.31	1	0				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	94117	13	0.99	0.872	93114	5	29.0	93114	0	28.57	14.41	0.0	4.87	8.56	15.83	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	57068	13	0.9	0.858	51062	1	3.1	51062	0	47.77	15.47	13.1	13.1	20.34	19.73	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	58069	11	1.93	1.303	51062	2	4.0	51062	0	54.25	24.73	17.89	22.02	15.52	26.97	1	0				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	64075	11	0.96	1.235	51062	3	6.0	51062	0	50.87	19.39	3.54	17.1	18.8	22.48	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	72083	13	1.4	0.38	101230	3	16.3	101230	0	64.51	20.37	16.78	16.78	23.31	20.33	1	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	17040	13	0.31	0.9	81098	2	9.4	81098	0	115.85	41.3	38.82	38.82	9.25	11.13	3	1				emscan-0827
281567	work-pr123r1-dbgA2-mcp2k	109218	13	0.32	0.673	81098	3	9.7	81098	0	102.59	29.17	15.01	26.16	13.05	23.83	1	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	71004	13	0.6	0.984	91023	1	10.1	91023	0	84.71	78.25	69.08	69.08	5.77	6.33	3	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	72005	13	0.34	0.534	91023	2	10.6	91023	0	77.27	70.75	10.3	61.56	5.32	5.42	1	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	73006	13	0.25	0.569	91023	3	11.0	91023	0	71.75	65.63	30.69	57.11	22.61	24.49	1	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	76009	2212	0.32	1.77	91023	4	11.2	91023	0	38.75	32.82	24.74	24.74	24.48	28.82	1	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	79012	11	3.83	0.887	91023	5	11.6	91023	0	83.04	76.55	8.69	67.23	1.46	2.05	1	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	89018	11	8.81	0.866	91023	6	15.4	91023	0	49.17	42.64	21.05	33.37	2.25	1.76	1	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	90020	11	13.38	0.979	91023	7	24.2	91023	0	17.82	11.35	3.69	3.69	12.31	16.13	1	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	90021	11	1.88	0.79	91023	8	37.6	91023	0	29.94	23.61	0.0	15.53	18.76	22.37	1	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	90022	11	3.13	1.09	91023	9	39.5	91023	0	28.67	22.42	0.0	14.56	20.41	24.73	1	1				emscan-0827
281639	work-pr123r1-dbgA2-mcp1k	88017	11	6.3	1.187	23001	2	34.0	23001	0	22.87	15.27	3.45	1.81	19.42	18.94	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	14007	13	25.46	1.05	89069	1	21.3	89069	0	58.39	26.75	26.75	26.75	15.62	21.95	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	50015	13	1.0	0.433	89069	2	46.7	89069	0	39.75	14.6	14.17	14.17	14.75	23.93	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	55020	11	2.63	1.304	89069	3	47.7	89069	0	48.79	17.49	16.38	17.49	8.03	7.38	1	0				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	79044	11	0.9	1.921	89069	4	50.4	89069	0	60.87	30.55	16.7	30.55	9.7	12.67	1	0				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	91071	11	4.89	0.894	89069	5	51.3	89069	0	53.4	24.26	6.87	24.26	11.84	15.59	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	97079	11	1.97	0.777	89069	6	56.1	89069	0	59.42	29.42	14.36	29.42	18.91	22.7	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	99081	11	0.63	2.37	89069	7	58.1	89069	0	64.81	35.22	4.98	35.22	21.59	25.89	1	0				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	100089	11	1.4	0.841	89069	8	58.7	89069	0	59.05	30.32	3.84	30.32	21.93	26.45	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	100090	11	1.38	0.747	89069	9	60.1	89069	0	58.75	29.56	0.0	29.56	20.72	24.94	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	100091	13	12.12	2.493	89069	10	61.5	89069	0	50.61	21.98	6.21	21.98	15.78	18.34	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	100092	11	6.53	0.7	89069	11	73.6	89069	0	55.97	26.39	0.0	26.39	18.24	21.69	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	100093	11	1.57	1.354	89069	12	80.2	89069	0	55.97	26.39	0.0	26.39	18.24	21.69	1	0				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	47012	13	0.95	0.591	86055	9	35.9	86055	0	115.84	28.17	16.9	16.9	6.86	11.56	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	48013	13	0.21	0.401	86055	10	36.9	86055	0	99.7	12.56	5.06	5.06	7.15	23.21	1	1				emscan-0827
281781	work-pr123r1-dbgA2-mcp2k	73038	13	0.3	0.661	86055	11	37.1	86055	0	122.44	35.3	7.53	24.28	7.25	15.11	1	1				emscan-0827
282271	work-pr123r1-dbg141v2-mcp2k	22012	11	1.83	0.976	51038	2	19.0	51038	0	67.49	40.86	40.41	40.41	7.15	7.19	1	1			under-clustered	emscan-0828-agent5
282271	work-pr123r1-dbg141v2-mcp2k	22014	13	7.92	1.135	51038	3	20.8	51038	0	59.9	33.38	0.0	33.13	7.76	7.99	1	1			under-clustered	emscan-0828-agent5
282271	work-pr123r1-dbg141v2-mcp2k	22015	11	2.34	1.413	51038	4	28.8	51038	0	59.85	33.34	0.0	33.11	7.91	8.21	1	0			under-clustered	emscan-0828-agent5
282271	work-pr123r1-dbg141v2-mcp2k	54041	11	2.7	1.045	51038	5	31.1	51038	0	76.79	49.84	16.93	48.21	4.48	6.75	1	1			under-clustered	emscan-0828-agent5
282271	work-pr123r1-dbg141v2-mcp2k	56043	13	0.59	0.523	51038	6	33.8	51038	0	83.41	56.61	14.6	55.86	5.73	5.5	1	1			under-clustered	emscan-0828-agent5
282271	work-pr123r1-dbg141v2-mcp2k	57044	11	1.8	1.704	51038	7	34.4	51038	0	87.39	60.52	3.71	59.67	4.89	4.51	1	0			under-clustered	emscan-0828-agent5
282271	work-pr123r1-dbg141v2-mcp2k	58045	13	0.42	0.362	51038	8	36.2	51038	0	91.7	64.83	2.86	63.91	4.76	4.39	1	1			under-clustered	emscan-0828-agent5
282271	work-pr123r1-dbg141v2-mcp2k	60047	13	0.34	1.076	51038	9	36.6	51038	0	100.27	73.6	10.81	72.97	7.62	7.79	1	1			under-clustered	emscan-0828-agent5
282909	work-pr123r1-dbgA2-mcp2k	29021	11	3.59	1.091	75060	15	98.3	75060	0	50.02	25.26	8.84	8.84	16.95	18.57	1	1				
282909	work-pr123r1-dbgA2-mcp2k	32024	13	0.73	1.083	75060	16	101.9	75060	0	43.18	20.85	16.13	19.64	6.51	23.63	1	1				
283515	work-pr123r1-dbg141v2-mcp1k	67037	13	2.83	0.641	24014	4	47.2	24014	0	68.11	22.23	10.05	10.05	14.26	14.94	1	1	OUT	23009	over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	68038	13	0.23	0.62	24014	5	50.1	24014	0	77.99	32.25	13.3	16.43	8.92	1.77	1	1	OUT	23009	over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	69039	13	0.34	0.865	24014	6	50.3	24014	0	87.87	44.08	14.05	24.94	3.76	12.41	1	1	OUT	23009	over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	70040	11	5.24	1.079	24014	7	50.6	24014	0	81.49	37.45	2.9	17.68	6.34	13.61	1	1	OUT	23009	over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	73043	13	0.47	1.124	24014	8	55.9	24014	0	103.59	58.09	17.16	40.27	6.74	1.94	1	1	OUT	23009	over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	76052	13	9.18	1.113	24014	9	56.4	24014	0	63.33	16.99	4.33	5.16	13.19	6.0	1	1	OUT	23009	over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	76054	13	4.24	0.895	24014	10	65.5	24014	0	72.33	25.88	0.0	12.84	13.75	9.15	1	1	OUT	23009	over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	76055	211	2.73	0.953	24014	11	69.8	24014	0	75.07	28.71	0.0	15.06	15.72	14.99	1	1	OUT	23009	over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	72042	13	0.56	1.477	66036	2	13.2	66036	0	72.25	10.19	10.19	10.19	15.34	27.23	1	1			over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	74044	13	0.54	1.373	66036	3	13.7	66036	0	77.08	13.65	10.43	12.29	8.17	11.35	1	1			over-clustered	emscan-0828-agent5
283515	work-pr123r1-dbg141v2-mcp1k	75045	11	5.13	0.733	66036	4	14.3	66036	0	71.14	8.32	7.72	6.06	10.67	19.79	1	1			over-clustered	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	50024	13	1.9	1.322	23011	3	47.6	23011	0	92.17	60.66	22.15	22.15	8.55	13.33	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	51025	2212	0.61	1.529	23011	4	49.5	23011	0	86.25	54.85	7.8	17.93	10.74	16.41	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	55029	11	0.94	2.547	23011	5	50.1	17007	1	68.36	37.03	6.2	6.2	6.43	14.72	1	0			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	56030	13	2.9	1.357	23011	5	50.1	23011	0	68.83	37.1	4.35	4.35	3.25	9.38	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	57031	11	0.83	0.546	23011	6	53.0	23011	0	85.85	53.88	14.39	15.53	1.45	4.7	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	58032	13	0.39	0.666	23011	7	53.9	23011	0	82.56	50.84	8.74	11.99	5.96	10.47	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	59033	11	2.18	1.612	23011	8	54.3	23011	0	81.89	50.05	2.26	11.1	3.89	7.88	1	0			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	60034	13	0.38	0.919	23011	9	56.4	23011	0	85.28	53.23	2.79	14.23	1.4	3.49	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	64041	13	0.53	1.344	23011	10	56.8	23011	0	97.89	65.85	12.52	26.7	1.83	3.53	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	52026	2212	2.38	1.863	67051	2	15.3	67051	0	203.51	42.24	30.55	30.55	3.99	17.86	3	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	53027	13	0.34	0.379	67051	3	17.7	67051	0	181.36	21.11	12.76	12.76	2.56	29.57	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	61035	13	3.78	1.079	67051	4	18.0	67051	0	206.8	43.47	11.92	30.45	6.12	10.03	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	65043	13	4.87	1.094	67051	5	21.8	67051	0	210.02	47.18	7.16	34.62	3.83	7.81	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	65044	11	1.95	1.608	67051	6	26.7	67051	0	214.5	51.8	0.0	39.29	3.45	8.04	1	0			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	66045	13	1.27	0.904	67051	7	28.6	67051	0	187.39	24.17	10.2	11.78	4.96	8.94	1	1			correct	emscan-0828-agent5
283713	work-pr123r1-dbg141v2-mcp1k	68052	13	1.04	0.974	67051	8	29.9	67051	0	178.42	15.04	3.78	3.78	5.04	7.2	1	1			correct	emscan-0828-agent5
284200	work-pr123r1-dbg141v2-mcp1k	18017	13	1.19	1.195	6013	2	16.0	6013	0	60.94	31.03	30.86	30.86	17.12	27.94	1	1			correct	emscan-0828-agent5
284200	work-pr123r1-dbg141v2-mcp1k	25024	13	0.22	0.987	6013	3	17.2	6013	0	85.28	52.5	29.94	52.5	1.73	5.27	3	1			correct	emscan-0828-agent5
284200	work-pr123r1-dbg141v2-mcp1k	30026	13	1.87	1.032	6013	4	17.4	6013	0	31.96	2.82	0.66	0.54	4.2	17.72	1	1			correct	emscan-0828-agent5
284235	work-pr123r1-dbgA2-mcp1k	35016	11	4.85	0.839	6004	3	29.0	6004	0	79.98	41.21	38.55	38.55	4.66	1.85	1	1	TARGET	6004		emscan-0827
284235	work-pr123r1-dbgA2-mcp1k	37018	11	0.78	0.639	6004	4	33.8	6004	0	53.84	14.92	14.17	14.17	9.97	8.75	1	1	TARGET	6004		emscan-0827
284235	work-pr123r1-dbgA2-mcp1k	75030	13	9.32	1.33	6004	5	34.6	6004	0	68.91	30.34	9.25	29.82	13.34	15.04	1	1	TARGET	6004		emscan-0827
284235	work-pr123r1-dbgA2-mcp1k	75031	211	1.74	1.03	6004	6	43.9	6004	0	77.77	39.04	0.0	38.14	12.51	13.38	1	1	TARGET	6004		emscan-0827
284235	work-pr123r1-dbgA2-mcp1k	33014	13	0.32	0.498	74027	4	25.7	74027	0	48.93	15.69	5.55	5.55	18.21	14.88	1	1	TARGET	74027		emscan-0827
284235	work-pr123r1-dbgA2-mcp1k	34015	13	0.35	0.809	74027	5	26.0	74027	0	73.76	40.74	25.75	30.05	13.51	7.8	1	1	TARGET	74027		emscan-0827
284791	work-pr123r1-dbg141v2-mcp1k	24003	11	0.67	0.403	37016	1	11.0	37016	0	80.76	54.5	44.32	44.32	11.65	10.77	3	1			correct	emscan-0828-agent5
284791	work-pr123r1-dbg141v2-mcp1k	25004	11	3.47	1.887	37016	2	11.6	37016	0	76.91	50.59	2.4	40.51	12.72	12.14	1	0			correct	emscan-0828-agent5
284791	work-pr123r1-dbg141v2-mcp1k	26005	13	1.05	1.116	37016	3	15.1	37016	0	88.07	64.63	32.5	54.92	12.24	20.57	3	1			correct	emscan-0828-agent5
284791	work-pr123r1-dbg141v2-mcp1k	28007	11	1.36	0.585	37016	4	16.2	37016	0	72.28	49.29	15.06	40.15	14.45	25.65	1	1			correct	emscan-0828-agent5
284791	work-pr123r1-dbg141v2-mcp1k	29008	13	0.36	0.73	37016	5	17.5	37016	0	60.03	34.31	20.29	24.14	7.74	8.61	1	1			correct	emscan-0828-agent5
284791	work-pr123r1-dbg141v2-mcp1k	35014	13	0.27	0.525	37016	6	17.9	37016	0	55.52	29.98	7.19	20.72	13.39	18.41	1	1			correct	emscan-0828-agent5
284791	work-pr123r1-dbg141v2-mcp1k	59018	11	0.63	2.392	37016	7	18.1	37016	0	42.93	16.99	6.93	6.93	8.7	6.79	1	0			correct	emscan-0828-agent5
284791	work-pr123r1-dbg141v2-mcp1k	59020	11	3.96	0.44	37016	8	18.8	37016	0	43.42	17.52	0.0	7.37	8.19	6.32	1	1			correct	emscan-0828-agent5
284791	work-pr123r1-dbg141v2-mcp1k	59021	211	0.98	0.538	37016	9	22.7	37016	0	44.8	19.77	0.0	10.06	5.72	15.9	1	1			correct	emscan-0828-agent5
284791	work-pr123r1-dbg141v2-mcp1k	59022	11	3.99	1.856	37016	10	23.7	37016	0	42.03	16.72	0.0	7.35	7.41	15.53	1	0			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	32007	13	0.52	0.672	49035	6	30.0	49035	0	34.76	23.23	7.36	7.36	9.81	13.93	1	1			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	33008	13	0.33	0.809	49035	7	30.5	49035	0	47.86	35.83	13.54	19.36	14.13	14.36	1	1			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	34009	13	0.51	1.319	49035	8	30.8	49035	0	34.83	25.49	8.51	13.58	12.17	28.8	1	1			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	37012	11	2.73	1.351	49035	9	31.3	49035	0	57.65	44.78	15.93	29.25	23.81	23.6	1	0			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	39014	2212	0.99	1.73	49035	10	34.1	49035	0	74.8	61.92	17.0	45.97	19.7	18.52	1	1			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	40015	13	0.21	0.965	49035	11	35.1	49035	0	50.78	37.83	7.59	22.41	23.63	23.03	1	1			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	41016	11	1.53	1.354	49035	12	35.3	49035	0	41.9	30.15	5.91	13.77	9.22	10.45	1	0			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	48018	13	2.15	1.069	49035	13	36.8	49035	0	40.62	27.77	8.89	11.91	20.01	17.65	1	1			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	48019	11	11.64	1.505	49035	14	39.0	49035	0	29.86	16.92	0.0	3.4	22.1	19.41	1	0			correct	emscan-0828-agent5
