event	arm	seg	pdg	len_cm	med_dqdx_mip	cur	cur_nseg	cur_len_cm	owner	divert	pair_dis_cm	front_dis_cm	body_dis_cm	snap_dis_cm	angle_v1	angle_v2	tier	trk	seg_mark	marked_shower	verdict	label_tag
285443	work-pr123r1-dbg141v2-mcp1k	48020	11	2.95	0.58	49035	15	50.6	49035	0	40.62	27.77	0.0	11.91	20.01	17.65	1	1			correct	emscan-0828-agent5
285443	work-pr123r1-dbg141v2-mcp1k	51038	2212	0.44	1.844	49035	16	53.5	49035	0	40.1	28.32	1.7	11.95	9.49	10.51	1	1			correct	emscan-0828-agent5
285567	work-pr123r1-dbgA2-ncpi0	82066	11	3.08	1.129	121096	2	13.0	121096	0	62.81	50.7	41.44	41.44	21.86	25.61	1	1				emscan-0827
285567	work-pr123r1-dbgA2-ncpi0	84068	13	0.08	1.422	121096	3	16.1	121096	0	66.66	55.81	41.44	49.98	23.06	29.13	1	1				emscan-0827
285567	work-pr123r1-dbgA2-ncpi0	85069	13	0.43	1.166	121096	4	16.2	121096	0	44.95	32.99	24.39	25.97	11.57	17.61	1	1				emscan-0827
285567	work-pr123r1-dbgA2-ncpi0	86070	2212	0.8	1.543	121096	5	16.6	121096	0	28.67	16.21	6.78	6.78	14.87	21.08	1	1				emscan-0827
285567	work-pr123r1-dbgA2-ncpi0	68052	11	1.94	2.292	70054	1	3.9	70054	0	90.3	0.06	0.06	0.06	35.87	15.45	2	0				emscan-0827
286655	work-pr123r1-dbg141v2-mcp1k	66015	13	1.01	0.707	80055	8	48.6	80055	0	42.7	22.29	7.83	7.83	10.5	21.27	1	1			over-clustered	emscan-0828-agent5
286655	work-pr123r1-dbg141v2-mcp1k	72021	2212	0.21	1.704	80055	9	49.6	80055	0	72.38	49.27	29.55	29.55	15.69	10.32	1	1			over-clustered	emscan-0828-agent5
286655	work-pr123r1-dbg141v2-mcp1k	67016	13	1.46	0.668	19006	5	55.1	19006	0	73.65	32.33	17.27	17.27	14.07	11.49	1	1	OUT	79023	over-clustered	emscan-0828-agent5
286655	work-pr123r1-dbg141v2-mcp1k	69018	2212	0.4	1.588	19006	6	56.6	19006	0	88.22	48.81	22.85	34.37	8.59	12.39	1	1	OUT	79023	over-clustered	emscan-0828-agent5
286655	work-pr123r1-dbg141v2-mcp1k	73022	11	2.61	0.961	19006	7	57.0	19006	0	53.46	12.51	5.46	5.46	11.61	5.65	1	1	TARGET	79023	over-clustered	emscan-0828-agent5
286655	work-pr123r1-dbg141v2-mcp1k	81062	13	0.66	2.868	19006	8	59.6	19006	0	92.4	51.8	17.49	37.87	7.67	4.79	1	1	OUT	79023	over-clustered	emscan-0828-agent5
286655	work-pr123r1-dbg141v2-mcp1k	82063	11	20.57	1.001	19006	9	60.2	19006	0	77.62	36.99	7.8	24.08	9.36	7.16	1	1	OUT	79023	over-clustered	emscan-0828-agent5
286681	work-pr123r1-dbg141v2-mcp1k	31015	13	0.64	1.037	43027	1	2.0	43027	0	18.36	12.76	10.85	10.85	3.92	12.97	1	1			over-clustered	emscan-0828-agent5
286681	work-pr123r1-dbg141v2-mcp1k	73047	11	14.24	1.299	72040	1	36.7	72040	0	29.88	21.04	6.55	6.55	23.1	23.78	1	1			over-clustered	emscan-0828-agent5
286681	work-pr123r1-dbg141v2-mcp1k	73048	11	11.68	2.995	72040	2	50.9	72040	0	28.36	18.87	0.0	2.36	10.67	10.74	1	0			over-clustered	emscan-0828-agent5
287654	work-pr123r1-dbg141v2-mcp1k	89019	11	1.96	1.032	88015	2	8.3	88015	0	73.27	34.59	27.53	27.53	7.46	15.82	1	1			correct	emscan-0828-agent5
287654	work-pr123r1-dbg141v2-mcp1k	89020	2212	4.48	2.338	88015	3	10.3	88015	0	52.45	13.1	5.75	5.75	1.05	4.07	1	1			correct	emscan-0828-agent5
287654	work-pr123r1-dbg141v2-mcp1k	89021	13	18.81	1.086	88015	4	14.8	88015	0	56.73	17.45	0.0	10.16	2.22	7.26	1	1			correct	emscan-0828-agent5
287654	work-pr123r1-dbg141v2-mcp1k	89022	11	3.96	1.361	88015	5	33.6	88015	0	56.73	17.45	0.0	10.16	2.22	7.26	1	0			correct	emscan-0828-agent5
287654	work-pr123r1-dbg141v2-mcp1k	91024	13	0.5	0.651	88015	6	37.5	88015	0	71.27	32.35	4.7	25.28	5.73	12.89	1	1			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	55072	13	0.26	1.042	42052	1	10.7	42052	0	77.49	55.62	46.11	46.11	8.06	19.87	1	1			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	56073	11	0.87	0.527	42052	2	11.0	42052	0	77.16	54.74	19.74	45.16	8.61	18.61	1	1			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	57076	11	3.23	1.081	42052	3	11.8	42052	0	79.75	58.36	7.33	48.98	8.83	21.23	1	1			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	58077	11	1.07	1.029	42052	4	15.1	42052	0	77.32	55.39	3.78	46.09	11.87	22.27	1	1			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	59078	13	0.16	1.045	21042	4	35.8	21042	0	60.29	26.16	12.18	12.18	9.3	28.6	1	1			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	52059	11	9.4	0.737	20036	2	13.0	20036	0	112.57	15.0	13.59	13.59	10.62	3.95	1	1			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	52060	11	4.38	0.38	20036	3	22.4	20036	0	119.64	22.05	0.0	20.62	10.21	3.91	1	1			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	53069	11	2.6	0.634	20036	4	26.8	20036	0	107.73	10.13	2.94	8.81	10.62	3.05	1	1			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	53070	11	6.43	1.966	20036	5	29.4	20036	0	102.9	5.74	5.16	5.16	11.86	7.85	1	0			correct	emscan-0828-agent5
287830	work-pr123r1-dbg141v2-mcp1k	54071	13	0.38	0.94	20036	6	35.8	20036	0	104.42	11.64	9.81	9.81	5.3	29.3	1	1			correct	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21004	11	2.75	0.679	63034	1	2.6	63034	0	148.28	56.93	56.93	56.93	10.61	7.19	4	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21006	11	3.76	0.679	63034	2	5.3	63034	0	149.63	58.2	0.0	58.2	11.17	8.61	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21012	11	7.47	0.621	63034	3	9.1	63034	0	146.38	55.02	3.8	55.02	14.28	16.42	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21013	11	3.38	1.657	63034	4	16.5	63034	0	143.45	52.12	0.0	52.12	14.57	17.27	1	0	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21015	11	8.6	0.718	63034	5	19.9	63034	0	144.2	52.75	2.05	52.75	11.42	9.0	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21016	11	6.54	0.486	63034	6	28.5	63034	0	149.29	57.92	0.0	57.92	12.45	12.23	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21017	11	2.12	0.338	63034	7	35.1	63034	0	149.29	57.92	0.0	57.92	12.45	12.23	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21019	11	2.39	0.24	63034	8	37.2	63034	0	150.27	58.88	0.0	58.88	13.24	14.02	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21020	11	5.94	1.082	63034	9	39.6	63034	0	148.08	57.02	0.0	57.02	15.59	19.8	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	21021	11	5.07	0.467	63034	10	45.5	63034	0	150.48	59.15	0.0	59.15	13.65	15.08	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	57027	11	3.41	0.939	63034	11	50.6	63034	0	151.77	60.46	2.07	60.46	11.74	10.77	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	58028	13	0.19	0.309	63034	12	54.0	63034	0	143.72	52.56	3.7	52.56	15.43	19.54	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	59029	11	1.43	1.293	63034	13	54.2	63034	0	133.03	41.69	10.45	41.69	13.23	14.42	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	60030	11	0.87	1.147	63034	14	55.6	63034	0	135.9	44.42	3.84	44.42	13.16	13.61	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	61031	13	7.58	0.645	63034	15	56.5	63034	0	135.92	44.6	3.0	44.6	10.55	6.15	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	61032	11	2.51	1.504	63034	16	64.1	63034	0	139.58	48.1	0.0	48.1	11.99	10.34	1	0	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	71042	11	3.55	0.507	63034	17	66.6	63034	0	114.58	23.63	16.91	23.63	14.66	21.9	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	72043	11	2.97	0.101	63034	18	70.1	63034	0	128.49	37.32	7.34	37.32	13.71	16.7	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	73044	13	0.31	0.803	63034	19	73.1	63034	0	116.46	27.59	17.87	27.59	10.24	21.61	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	75046	13	0.45	1.113	63034	20	73.4	63034	0	101.4	9.95	9.95	9.95	12.17	7.25	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	76057	13	4.24	1.188	63034	21	73.9	63034	0	115.5	24.74	3.65	24.74	15.79	25.38	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
289246	work-pr123r1-dbg141v2-mcp2k	76058	11	2.78	0.789	63034	22	78.1	63034	0	113.52	22.82	0.0	22.82	15.69	25.92	1	1	TARGET	63034	under-clustered	emscan-0828-agent5
292005	work-pr123r1-dbg141v2-mcp1k	51022	2212	13.74	3.048	46017	1	1.2	46017	0	59.34	9.51	8.4	8.4	38.84	17.34	2	1			not an EM shower	emscan-0828-agent5
292027	work-pr123r1-dbg141v2-mcp1k	33011	13	0.37	0.909	59042	1	6.3	59042	0	30.99	20.12	20.12	20.12	12.35	17.11	1	1			correct	emscan-0828-agent5
292027	work-pr123r1-dbg141v2-mcp1k	34012	13	0.36	1.08	59042	2	6.6	59042	0	15.56	4.87	4.87	4.87	9.79	20.52	1	1			correct	emscan-0828-agent5
292027	work-pr123r1-dbg141v2-mcp1k	35013	13	2.29	0.686	59042	3	7.0	59042	0	17.26	6.1	4.99	6.1	8.01	7.85	1	1			correct	emscan-0828-agent5
292027	work-pr123r1-dbg141v2-mcp1k	55019	11	5.07	0.936	56038	6	51.9	56038	0	55.29	43.19	6.3	6.3	24.82	25.39	1	1			correct	emscan-0828-agent5
292027	work-pr123r1-dbg141v2-mcp1k	55020	13	5.6	1.122	56038	7	57.0	56038	0	55.29	43.19	1.56	5.68	24.82	25.39	1	1			correct	emscan-0828-agent5
292027	work-pr123r1-dbg141v2-mcp1k	57040	11	3.17	0.797	56038	8	62.6	56038	0	48.16	36.04	0.75	0.75	22.15	21.93	1	1			correct	emscan-0828-agent5
292027	work-pr123r1-dbg141v2-mcp1k	58041	13	2.63	0.63	56038	9	65.7	56038	0	56.93	44.85	1.09	6.06	20.91	20.49	1	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	26024	13	0.97	0.279	79054	5	43.6	79054	0	105.99	96.7	80.57	80.57	12.47	13.7	3	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	28026	13	1.67	1.403	79054	6	44.6	79054	0	33.72	24.29	8.87	8.87	7.72	10.5	1	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	29027	13	0.34	0.855	79054	7	46.2	79054	0	82.78	73.54	25.77	57.82	11.78	13.53	3	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	30028	11	3.04	1.882	79054	8	46.6	79054	0	34.48	24.94	5.39	8.42	3.03	3.51	1	0			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	36034	13	0.49	0.695	79054	9	49.6	9018	1	88.19	79.52	22.84	64.77	23.09	25.8	1	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	37035	11	3.69	1.071	79054	9	49.6	79054	0	37.58	28.26	5.28	12.8	10.26	13.8	1	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	38036	11	4.98	0.777	79054	10	53.3	79054	0	34.75	25.55	3.4	11.05	11.86	16.68	1	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	39037	13	0.39	0.877	79054	11	58.3	79054	0	69.69	60.44	14.42	44.85	10.57	12.63	1	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	80060	11	2.83	1.325	79054	12	58.7	9018	1	75.24	66.22	13.97	50.84	17.2	19.7	1	0			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	81061	13	0.37	1.069	79054	12	58.7	9018	1	82.08	73.18	16.74	57.96	19.59	22.11	1	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	82063	13	5.63	1.118	79054	12	58.7	79054	0	61.4	52.21	15.38	36.53	13.92	16.5	1	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	82064	211	0.86	1.393	79054	13	64.3	9018	1	66.32	57.18	0.0	41.53	15.14	17.66	1	1			correct	emscan-0828-agent5
292524	work-pr123r1-dbg141v2-mcp2k	32030	13	0.62	1.056	83073	2	6.7	83073	0	40.65	6.26	4.71	4.71	11.82	19.97	1	1			correct	emscan-0828-agent5
292643	work-pr123r1-dbg141v2-mcp1k	106027	11	2.11	1.604	25015	2	13.0	25015	0	92.48	75.72	64.18	64.18	2.49	2.87	3	0			over-clustered	emscan-0828-agent5
292643	work-pr123r1-dbg141v2-mcp1k	109031	11	2.23	1.187	25015	3	15.1	25015	0	115.88	99.24	27.07	88.07	5.58	6.68	3	1			over-clustered	emscan-0828-agent5
292643	work-pr123r1-dbg141v2-mcp1k	109032	11	6.8	1.243	25015	4	17.3	25015	0	116.51	99.82	0.0	88.58	4.59	5.44	1	1			over-clustered	emscan-0828-agent5
292643	work-pr123r1-dbg141v2-mcp1k	110033	13	0.34	1.001	25015	5	24.1	25015	0	63.43	46.6	29.23	35.0	5.13	5.27	1	1			over-clustered	emscan-0828-agent5
292643	work-pr123r1-dbg141v2-mcp1k	112035	13	7.61	0.871	25015	6	24.5	25015	0	66.75	50.62	13.78	39.51	9.99	14.68	1	1			over-clustered	emscan-0828-agent5
292643	work-pr123r1-dbg141v2-mcp1k	113036	13	0.35	1.234	25015	7	32.1	25015	0	33.63	16.77	5.8	5.8	6.27	6.81	1	1			over-clustered	emscan-0828-agent5
292643	work-pr123r1-dbg141v2-mcp1k	116039	11	8.21	0.825	25015	8	32.4	25015	0	40.72	23.98	7.34	13.26	10.01	13.32	1	1			over-clustered	emscan-0828-agent5
293149	work-pr123r1-dbg141v2-mcp1k	32011	11	0.78	1.807	38017	1	2.0	38017	0	36.71	11.7	10.0	10.0	6.75	27.35	1	0			under-clustered	emscan-0828-agent5
293149	work-pr123r1-dbg141v2-mcp1k	27006	13	0.31	0.674	52031	7	52.8	52031	0	96.85	64.87	61.26	61.26	9.47	27.41	3	1	TARGET	4001	under-clustered	emscan-0828-agent5
293149	work-pr123r1-dbg141v2-mcp1k	29008	13	0.32	0.766	52031	8	53.1	52031	0	86.73	53.44	11.71	49.87	7.67	26.03	1	1	TARGET	4001	under-clustered	emscan-0828-agent5
293149	work-pr123r1-dbg141v2-mcp1k	30009	13	1.06	0.594	52031	9	53.4	52031	0	92.04	55.33	10.76	51.33	7.98	15.9	1	1	TARGET	4001	under-clustered	emscan-0828-agent5
293149	work-pr123r1-dbg141v2-mcp1k	31010	13	0.29	0.526	52031	10	54.5	52031	0	86.94	52.19	12.35	47.13	8.49	22.99	1	1	TARGET	4001	under-clustered	emscan-0828-agent5
293536	work-pr123r1-dbg141v2-mcp2k	82025	13	20.08	1.119	60024	1	3.0	60024	0	41.87	8.77	6.14	6.14	2.36	15.21	1	1			not an EM shower	emscan-0828-agent5
294174	work-pr123r1-dbg141v2-mcp2k	49038	13	0.19	0.873	71067	1	15.4	71067	0	149.52	36.81	25.3	25.3	24.19	18.23	2	1	TARGET	71067	under-clustered	emscan-0828-agent5
294174	work-pr123r1-dbg141v2-mcp2k	50039	11	1.75	0.771	71067	2	15.6	71067	0	140.61	30.39	12.03	16.78	20.34	4.74	1	1	TARGET	71067	under-clustered	emscan-0828-agent5
294174	work-pr123r1-dbg141v2-mcp2k	65066	13	0.35	0.557	71067	3	17.3	71067	0	155.93	48.03	17.76	34.16	16.87	5.79	1	1	TARGET	71067	under-clustered	emscan-0828-agent5
294174	work-pr123r1-dbg141v2-mcp2k	72073	11	3.86	1.253	71067	4	17.7	71067	0	140.82	38.95	19.96	27.25	15.59	28.56	1	1	TARGET	71067	under-clustered	emscan-0828-agent5
294174	work-pr123r1-dbg141v2-mcp2k	74076	11	0.93	0.994	73075	1	3.8	73075	0	169.57	8.12	8.12	8.12	36.42	11.73	2	1			under-clustered	emscan-0828-agent5
314838	work-pr123r1-dbgA2-ncpi0	82026	13	0.2	1.405	110088	5	29.1	110088	0	78.63	67.66	51.54	51.54	19.57	23.62	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	84028	13	0.43	0.627	110088	6	29.3	110088	0	65.72	54.56	13.1	38.29	18.11	22.62	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	86030	2212	0.06	2.184	110088	7	29.7	110088	0	52.15	40.83	16.78	23.93	21.36	26.71	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	92036	13	0.66	0.46	110088	8	29.8	110088	0	59.04	48.27	7.75	32.9	20.12	26.12	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	96040	13	0.41	1.034	110088	9	30.4	110088	0	88.22	77.04	10.93	60.37	19.63	22.86	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	106043	11	8.89	0.822	110088	10	30.9	110088	0	60.98	50.1	3.46	34.23	20.81	26.35	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	106044	11	5.87	0.445	110088	11	39.7	110088	0	62.99	51.96	0.0	35.8	19.31	24.31	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	108062	11	3.12	1.308	110088	12	45.6	110088	0	94.86	84.32	12.42	68.61	23.37	27.22	1	0	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	108064	13	1.45	0.68	110088	13	48.7	110088	0	72.11	61.79	8.59	46.68	24.47	29.96	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	108065	11	29.05	0.759	110088	14	50.2	110088	0	73.31	62.96	0.0	47.75	24.51	29.86	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	108067	11	14.7	0.877	110088	15	79.2	110088	0	83.64	73.22	0.36	57.58	24.95	29.48	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	108068	11	17.49	0.53	110088	16	93.9	110088	0	83.64	73.22	0.0	57.23	24.95	29.48	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	111091	11	8.3	0.867	110088	17	111.4	110088	0	38.34	26.03	8.12	8.12	7.87	6.22	1	1	OUT	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	111092	11	3.82	0.773	110088	18	119.7	110088	0	45.17	32.94	0.0	15.08	6.59	5.76	1	1	OUT	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	83027	13	0.6	0.507	13010	2	30.1	13010	0	104.1	63.6	60.72	60.72	3.81	3.74	3	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	85029	11	0.84	0.964	13010	3	30.7	13010	0	110.85	70.33	7.99	67.2	1.77	1.45	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	87031	13	1.24	0.941	13010	4	31.5	13010	0	100.93	62.27	25.7	58.22	11.71	14.89	3	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	89033	13	0.12	1.193	13010	5	32.7	13010	0	55.93	16.38	13.76	13.76	5.8	8.96	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	91035	2212	0.18	1.854	13010	6	32.9	13010	0	101.96	61.52	9.03	58.05	1.58	2.5	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	93037	11	0.66	0.391	13010	7	33.1	110088	1	104.84	65.15	13.76	62.95	11.16	12.6	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	94038	13	0.14	0.632	13010	7	33.1	13010	0	112.27	71.97	9.82	69.38	6.92	7.43	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	95039	13	0.32	1.409	13010	8	33.2	13010	0	105.23	64.76	3.05	61.89	4.63	4.76	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	109070	11	5.26	0.517	13010	9	33.5	13010	0	111.69	71.25	3.77	68.23	3.33	3.6	1	1	TARGET	110088		emscan-0827
314838	work-pr123r1-dbgA2-ncpi0	109071	13	2.54	0.307	13010	10	38.8	13010	0	116.53	76.06	0.0	72.97	2.7	2.84	1	1	TARGET	110088		emscan-0827
317939	work-pr123r1-dbg141v2-mcp1k	94029	13	0.55	0.749	30022	8	68.2	30022	0	38.47	26.7	3.83	3.83	8.89	13.98	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	95030	13	2.0	1.426	30022	9	68.7	30022	0	31.45	18.49	2.23	2.07	8.87	13.06	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	96031	2212	1.04	2.067	30022	10	70.7	30022	0	52.45	39.85	2.86	2.86	1.94	1.61	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	97032	11	4.69	1.4	30022	11	71.7	30022	0	51.93	39.46	0.37	2.77	3.92	4.13	1	0			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	98033	13	0.31	0.341	30022	12	76.4	30022	0	59.22	46.61	4.53	8.43	4.52	3.33	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	99034	11	1.11	1.254	30022	13	76.7	30022	0	42.57	30.59	13.51	14.26	19.07	28.54	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	100035	11	0.64	0.623	30022	14	77.9	30022	0	47.67	35.95	7.68	9.02	11.2	14.74	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	101036	13	0.35	0.543	30022	15	78.5	30022	0	60.01	47.89	6.78	11.6	9.67	10.96	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	102037	13	0.17	1.19	30022	16	78.8	30022	0	49.38	37.25	8.86	8.86	14.17	15.71	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	103038	13	0.13	0.761	30022	17	79.0	30022	0	51.98	40.13	3.75	11.92	17.35	19.8	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	104039	13	0.04	1.206	30022	18	79.1	30022	0	95.31	83.03	35.14	45.14	8.35	8.92	3	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	105040	13	0.38	0.544	30022	19	79.2	30022	0	94.49	82.14	1.73	44.13	7.36	7.73	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	106041	2212	0.18	1.841	30022	20	79.6	30022	0	90.45	77.96	5.18	39.82	5.41	5.37	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	107042	13	0.2	0.462	30022	21	79.7	30022	0	86.38	73.74	5.52	35.58	3.43	2.59	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	108044	11	9.8	0.875	30022	22	79.9	30022	0	64.93	52.19	6.31	14.24	3.26	1.57	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	108045	11	4.26	0.864	30022	23	89.7	30022	0	74.01	61.28	0.0	23.18	4.13	2.75	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	109046	11	1.87	0.91	30022	24	94.0	30022	0	77.36	64.77	5.17	26.75	1.38	1.91	1	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	111048	2212	0.64	1.554	30022	25	95.9	30022	0	133.5	120.93	39.76	82.84	2.74	2.86	3	1			correct	emscan-0828-agent5
317939	work-pr123r1-dbg141v2-mcp1k	112049	11	0.85	0.721	30022	26	96.5	30022	0	113.81	101.14	19.95	63.26	0.19	1.39	1	1			correct	emscan-0828-agent5
318769	work-pr123r1-dbg141v2-mcp2k	120069	11	3.8	1.351	143101	3	14.0	143101	0	103.38	86.36	80.2	80.2	10.46	10.09	3	0			both	emscan-0828-agent5
318769	work-pr123r1-dbg141v2-mcp2k	122071	11	1.27	0.762	143101	4	17.8	143101	0	68.91	51.64	36.12	45.08	10.26	7.77	1	1			both	emscan-0828-agent5
318769	work-pr123r1-dbg141v2-mcp2k	124073	13	0.36	1.004	143101	5	19.0	143101	0	78.46	61.03	10.37	54.72	13.06	11.56	1	1			both	emscan-0828-agent5
318769	work-pr123r1-dbg141v2-mcp2k	135084	11	2.61	0.767	143101	6	19.4	143101	0	55.92	38.4	13.33	32.24	16.26	15.29	1	1			both	emscan-0828-agent5
318769	work-pr123r1-dbg141v2-mcp2k	136085	13	0.5	1.248	143101	7	22.0	143101	0	51.83	34.56	7.99	29.0	18.06	19.26	1	1			both	emscan-0828-agent5
318769	work-pr123r1-dbg141v2-mcp2k	139088	13	0.39	0.739	143101	8	22.5	143101	0	39.51	23.64	16.39	18.37	11.19	20.68	1	1			both	emscan-0828-agent5
318769	work-pr123r1-dbg141v2-mcp2k	60032	13	0.13	1.251	131080	1	1.0	131080	0	119.29	82.44	81.44	81.44	8.07	10.32	3	1			both	emscan-0828-agent5
318769	work-pr123r1-dbg141v2-mcp2k	80052	13	0.32	0.73	131080	2	1.1	131080	0	116.5	75.89	22.34	74.91	18.78	15.05	1	1			both	emscan-0828-agent5
318769	work-pr123r1-dbg141v2-mcp2k	114063	13	0.14	1.018	131080	3	1.5	131080	0	110.6	79.06	27.29	78.12	5.52	22.43	3	1			both	emscan-0828-agent5
