ev	sat	near	gap	sat_pdg	sat_E	sat_len	sat_conn	sat_track	pio	near_E	marks
176502	74037	109119	25.62	11	2.73	0.4	3	0	0	3464.6	unl
176502	81044	109119	39.3	11	2.46	0.4	3	0	0	3464.6	unl
176502	94057	109119	12.38	11	0.56	1.3	3	0	0	3464.6	unl
176502	96059	23030	5.22	11	0.3	3.0	3	0	0	714.8	unl
176502	133205	23030	36.9	11	2.27	0.7	3	0	0	714.8	unl
176502	134206	23030	34.29	11	2.72	0.7	3	0	0	714.8	unl
176502	136208	23030	32.82	11	3.57	0.4	3	0	0	714.8	unl
176502	150267	109119	18.67	2212	2.42	0.4	3	1	0	3464.6	unl
176502	152269	23030	26.9	11	3.34	0.6	3	0	0	714.8	unl
176986	33006	5000	20.23	11	1.52	0.4	3	0	0	173.8	unl
176986	34007	67048	20.03	11	1.35	0.3	3	0	0	116.3	unl
176986	35008	5000	22.92	11	1.0	0.3	3	0	0	173.8	unl
176986	38011	69045	14.43	11	0.61	0.2	3	0	0	38.5	unl
176986	40013	69045	24.12	11	5.61	1.6	3	0	0	38.5	unl
176986	46021	69045	6.54	11	1.53	0.3	3	0	0	38.5	unl
176986	47022	67048	15.37	2212	3.22	0.3	3	1	0	116.3	unl
176986	66033	67048	5.32	11	3.63	0.7	3	0	0	116.3	unl
281165	53020	55036	16.84	11	6.25	4.9	2	0	0	80.4	unl
281165	57026	24010	10.5	11	6.61	1.8	2	0	0	159.6	unl
281165	46013	55036	29.77	11	1.19	0.2	3	0	0	80.4	unl
281165	47014	24010	13.41	11	2.21	0.8	3	0	0	159.6	unl
281165	48015	24010	17.77	11	2.6	0.6	3	0	0	159.6	unl
281165	50017	55036	15.85	11	1.52	0.5	3	0	0	80.4	unl
281165	59028	24010	17.69	11	2.68	0.9	3	0	0	159.6	unl
281165	61030	24010	19.54	11	1.29	0.2	3	0	0	159.6	unl
281165	62031	24010	18.96	11	2.84	0.4	3	0	0	159.6	unl
281165	64033	24010	23.27	2212	8.16	1.7	3	1	0	159.6	unl
281567	107216	99193	4.0	11	8.18	1.1	2	0	0	414.5	unl
281567	30041	32043	5.24	11	2.02	0.8	3	0	0	20.4	unl
281567	31042	32043	26.65	11	2.16	0.2	3	0	0	20.4	unl
281567	36047	99193	6.49	11	4.22	1.0	3	0	0	414.5	unl
281567	46057	93114	23.29	11	4.3	0.5	3	0	0	130.0	unl
281567	48059	93114	15.01	11	2.24	0.3	3	0	0	130.0	unl
281567	52063	99193	20.44	11	1.39	0.3	3	0	0	414.5	unl
281567	60071	99193	9.18	2212	2.76	0.3	3	1	0	414.5	unl
281567	61072	99193	25.86	11	2.27	0.4	3	0	0	414.5	unl
281567	62073	9025	26.98	11	1.89	0.2	3	0	0	652.5	unl
281567	68079	99193	19.04	11	0.95	0.6	3	0	0	414.5	unl
281567	76087	9025	15.72	11	2.24	0.9	3	0	0	652.5	unl
281781	77042	89069	39.04	11	1.14	5.2	2	0	0	437.5	unl
281781	80045	89069	22.71	11	0.67	1.1	2	0	0	437.5	unl
281781	64029	92073	16.67	11	3.66	1.1	2	0	0	43.9	unl
281781	96078	90070	39.95	11	9.97	1.8	2	0	0	24.9	unl
281781	51016	89069	13.09	2212	4.82	0.7	3	1	0	437.5	unl
281781	54019	89069	15.39	11	0.48	0.1	3	0	0	437.5	unl
281781	57022	89069	18.76	2212	2.07	0.2	3	1	0	437.5	unl
281781	59024	89069	31.64	11	1.51	0.4	3	0	0	437.5	unl
281781	61026	89069	25.1	11	3.97	1.0	3	0	0	437.5	unl
281781	65030	89069	24.81	11	0.68	0.3	3	0	0	437.5	unl
281781	66031	89069	39.23	2212	3.16	0.3	3	1	0	437.5	unl
281781	67032	86055	15.28	2212	3.5	0.8	3	1	0	80.1	unl
281781	71036	86055	36.25	2212	5.34	0.5	3	1	0	80.1	unl
281781	74039	89069	11.13	11	1.21	1.1	3	0	0	437.5	unl
281781	75040	90070	37.91	11	3.69	0.8	3	0	0	24.9	unl
281781	82047	86055	21.91	11	2.09	0.4	3	0	0	80.1	unl
281781	87063	86055	5.19	11	0.79	0.8	3	0	0	80.1	unl
281781	93075	92073	3.5	11	3.54	0.7	3	0	0	43.9	unl
281781	94076	90070	34.19	11	4.2	1.5	3	0	0	24.9	unl
281781	95077	90070	36.07	11	3.88	0.8	3	0	0	24.9	unl
282909	4079	4082	0.0	11	1.64	1.4	1	0	0	26.4	-
282909	4078	4084	0.3	11	3.37	2.1	1	0	0	242.5	-
282909	25017	4082	25.02	11	2.55	2.6	2	0	0	26.4	-
282909	38030	4084	20.36	11	4.9	1.0	2	0	0	242.5	-
282909	24016	75060	4.97	11	3.44	2.5	3	0	0	463.3	-
282909	26018	75060	14.43	11	2.23	0.3	3	0	0	463.3	-
282909	27019	75060	8.27	2212	4.1	0.2	3	1	0	463.3	-
282909	28020	75060	14.58	2212	4.98	0.2	3	1	0	463.3	-
282909	35027	4082	34.93	2212	3.26	0.1	3	1	0	26.4	-
282909	36028	75060	4.03	11	0.78	0.7	3	0	0	463.3	-
282909	43035	4084	23.4	11	1.82	0.1	3	0	0	242.5	-
282909	44036	4082	15.47	2212	9.11	1.5	3	1	0	26.4	-
282909	45037	75060	11.67	11	3.22	1.1	3	0	0	463.3	-
282909	46038	4084	24.55	11	2.99	0.3	3	0	0	242.5	-
282909	47039	75060	4.45	11	2.72	0.2	3	0	0	463.3	-
282909	80077	75060	4.58	11	1.64	2.3	3	0	0	463.3	-
396222	71147	9059	14.33	11	0.13	1.1	2	0	0	2913.7	unl
396222	75151	9059	14.67	11	2.1	3.9	2	0	0	2913.7	unl
396222	78154	95173	23.37	11	2.34	2.8	2	0	1	24.5	unl
396222	76152	9059	17.05	11	8.5	1.4	2	0	0	2913.7	unl
396222	26102	114219	18.09	11	2.53	1.2	3	0	0	28.1	unl
396222	27103	9059	22.75	2212	1.23	0.6	3	1	0	2913.7	unl
396222	28104	131320	17.27	11	1.4	0.7	3	0	0	64.4	unl
396222	29105	130313	14.17	11	2.14	0.5	3	0	0	33.2	unl
396222	31107	9059	34.76	11	1.2	0.5	3	0	0	2913.7	unl
396222	32108	9059	17.93	11	1.44	0.5	3	0	0	2913.7	unl
396222	34110	99181	20.59	11	2.36	0.8	3	0	0	31.3	unl
396222	35111	130313	2.86	11	2.34	0.6	3	0	0	33.2	unl
396222	39115	9059	27.4	11	0.5	0.2	3	0	0	2913.7	unl
396222	49125	9059	13.12	11	0.57	0.1	3	0	0	2913.7	unl
396222	50126	9059	6.9	11	2.48	0.4	3	0	0	2913.7	unl
396222	52128	97175	9.59	11	2.19	0.9	3	0	0	20.1	unl
396222	53129	97175	20.07	11	3.44	0.7	3	0	0	20.1	unl
396222	63139	97175	7.32	11	9.06	1.8	3	0	0	20.1	unl
396222	64140	9059	21.73	2212	3.79	0.5	3	1	0	2913.7	unl
396222	68144	123255	14.98	2212	3.27	0.2	3	1	0	32.7	unl
396222	70146	95173	18.37	11	1.69	0.8	3	0	0	24.5	unl
396222	86162	9059	14.83	2212	5.13	0.4	3	1	0	2913.7	unl
396222	101183	9059	6.71	11	3.06	1.2	3	0	0	2913.7	unl
396222	102184	38114	12.19	11	1.17	1.0	3	0	0	36.3	unl
396222	106188	123255	6.0	11	2.83	0.9	3	0	0	32.7	unl
396222	107189	123255	5.11	11	1.05	0.3	3	0	0	32.7	unl
396222	108190	114219	15.72	11	6.97	1.8	3	0	0	28.1	unl
396222	136337	9059	28.49	11	1.71	0.4	3	0	0	2913.7	unl
396222	36112	131320	3.95	13	0.85	0.3	4	1	0	64.4	unl
409888	13008	57045	3.99	11	0.74	0.8	1	0	0	230.9	unl
409888	41014	57045	14.1	11	0.75	0.2	3	0	0	230.9	unl
415278	83139	23012	9.81	11	6.82	1.5	2	0	0	1144.4	unl
415278	97153	64111	20.74	11	3.38	1.1	2	0	0	27.1	unl
415278	70126	64111	8.58	11	1.95	0.5	3	0	0	27.1	unl
415278	78134	23037	31.95	11	6.17	1.1	3	0	0	1380.3	unl
415278	81137	99156	5.78	11	1.38	0.1	3	0	0	67.6	unl
415278	84140	23037	37.87	11	3.68	0.7	3	0	0	1380.3	unl
415278	85141	99156	36.65	11	0.26	0.3	3	0	0	67.6	unl
415278	88144	23012	8.28	2212	3.34	0.2	3	1	0	1144.4	unl
415278	89145	23012	14.21	11	2.83	0.9	3	0	0	1144.4	unl
415278	108185	105182	8.57	11	2.5	0.4	3	0	0	83.6	unl
415278	109186	105182	18.03	11	2.49	0.3	3	0	0	83.6	unl
415278	111188	23012	20.92	11	1.95	0.9	3	0	0	1144.4	unl
47212	47015	56024	26.94	11	0.36	0.3	3	0	0	21.3	unl
47212	49017	56024	19.26	11	1.3	0.1	3	0	0	21.3	unl
47212	51019	105072	25.61	11	2.05	0.4	3	0	0	614.4	unl
47212	55023	56024	11.51	11	2.29	0.2	3	0	0	21.3	unl
47212	58026	105072	35.25	11	3.11	0.6	3	0	0	614.4	unl
47212	74046	105072	32.73	11	1.42	1.2	3	0	0	614.4	unl
475096	55031	19014	31.73	11	0.95	0.6	3	0	0	142.6	unl
54332	89051	120071	26.69	11	2.81	4.5	2	0	0	63.9	unl
54332	69031	16014	18.82	11	4.33	1.0	2	0	0	336.3	unl
54332	77039	121084	1.86	11	7.43	2.4	2	0	0	35.9	in
54332	81043	121084	29.64	11	5.53	1.3	2	0	0	35.9	in
54332	67029	97060	27.59	11	0.21	0.3	3	0	0	135.9	unl
54332	68030	97060	37.74	11	1.9	0.2	3	0	0	135.9	unl
54332	70032	97060	12.03	2212	6.56	0.8	3	1	0	135.9	unl
54332	71033	16014	23.02	11	0.24	0.4	3	0	0	336.3	unl
54332	72034	97060	17.51	2212	7.75	0.9	3	1	0	135.9	unl
54332	73035	97060	25.98	11	2.38	0.3	3	0	0	135.9	unl
54332	74036	122091	34.92	11	1.5	0.4	3	0	0	139.6	unl
54332	80042	121084	19.62	11	0.38	0.5	3	0	0	35.9	in
54332	82044	16014	11.84	11	1.14	2.8	3	0	0	336.3	unl
54332	83045	120071	8.2	11	0.93	0.9	3	0	0	63.9	unl
54332	85047	16014	6.97	11	2.74	0.2	3	0	0	336.3	unl
54332	90052	97060	19.21	11	1.27	0.3	3	0	0	135.9	unl
54332	91053	97060	4.98	11	2.04	0.4	3	0	0	135.9	unl
54332	94056	97060	6.63	11	2.31	0.6	3	0	0	135.9	unl
54332	96058	97060	12.39	2212	4.3	0.4	3	1	0	135.9	unl
54332	124100	120071	12.93	11	2.42	0.6	3	0	0	63.9	unl
54332	125101	128111	36.89	13	2.84	1.0	3	1	0	88.8	unl
54332	93055	97060	29.06	2212	2.75	3.9	4	1	0	135.9	unl
76346	40030	14058	16.59	11	5.03	1.1	2	0	0	30.2	in
76346	33023	41031	6.38	11	0.74	0.2	3	0	0	30.1	in
76346	36026	41031	16.45	11	0.79	0.4	3	0	0	30.1	in
76346	39029	14059	10.27	2212	5.7	0.8	3	1	0	246.7	in
76346	37027	14059	18.9	2212	8.32	0.6	3	1	0	246.7	in
76350	43037	102087	4.93	11	1.44	7.9	3	0	0	34.1	unl
76350	63057	103093	4.32	11	0.0	2.8	3	0	0	67.4	unl
76350	48042	102087	8.85	2212	4.89	0.8	3	1	0	34.1	unl
76350	50044	102087	8.89	11	1.28	0.2	3	0	0	34.1	unl
76350	51045	102087	14.01	2212	3.59	0.2	3	1	0	34.1	unl
76350	52046	102087	18.98	2212	2.45	0.4	3	1	0	34.1	unl
76350	53047	12098	38.25	11	2.22	0.4	3	0	0	905.2	unl
76350	54048	12098	36.11	11	1.86	0.2	3	0	0	905.2	unl
76350	57051	102087	23.24	2212	1.85	0.4	3	1	0	34.1	unl
76350	59053	12098	26.27	11	2.46	0.7	3	0	0	905.2	unl
76350	61055	102087	19.69	11	2.04	0.7	3	0	0	34.1	unl
76350	69063	102087	12.84	11	2.02	0.4	3	0	0	34.1	unl
99838	47022	48024	9.4	11	1.65	0.4	3	0	0	118.3	unl
99838	60054	48024	30.87	11	5.82	1.4	3	0	0	118.3	unl
105946	48023	53030	38.65	11	6.75	1.6	2	0	0	97.7	unl
105946	32006	53030	16.11	11	2.45	0.3	3	0	0	97.7	unl
105946	34008	53030	9.1	2212	2.39	0.4	3	1	0	97.7	unl
105946	37011	55063	5.79	11	2.84	0.7	3	0	0	494.1	unl
105946	38012	53030	17.03	11	8.38	1.4	3	0	0	97.7	unl
105946	41015	55063	10.99	11	1.37	0.4	3	0	0	494.1	unl
105946	50025	55063	20.42	11	2.78	0.7	3	0	0	494.1	in
105946	51026	53030	23.47	11	0.25	0.6	3	0	0	97.7	unl
142421	53029	108104	9.26	11	9.42	3.5	2	0	0	566.4	unl
142421	44020	108104	16.87	2212	5.64	0.8	3	1	0	566.4	unl
142421	51027	108104	28.61	11	2.58	0.5	3	0	0	566.4	unl
142421	52028	108104	10.95	11	1.41	0.8	3	0	0	566.4	unl
142421	64040	108104	36.67	11	6.62	0.7	3	0	0	566.4	unl
142421	71047	108104	15.92	2212	5.84	0.8	3	1	0	566.4	unl
142421	72048	108104	19.51	11	4.77	0.9	3	0	0	566.4	unl
142421	75051	108104	35.42	2212	3.69	0.5	3	1	0	566.4	unl
142421	81057	7010	11.36	11	1.62	0.8	3	0	0	706.5	unl
180801	68030	15082	13.77	11	1.44	1.7	2	0	0	168.7	unl
180801	80042	15082	7.67	11	6.47	7.7	2	0	0	168.7	unl
180801	61023	15082	20.4	11	4.22	1.0	3	0	0	168.7	unl
180801	62024	15082	6.19	11	1.43	0.2	3	0	0	168.7	unl
180801	63025	15083	37.9	11	3.03	0.8	3	0	0	297.1	unl
180801	64026	15082	10.45	11	1.48	0.3	3	0	0	168.7	unl
180801	65027	15082	27.54	11	2.76	0.6	3	0	0	168.7	unl
180801	67029	15082	19.61	2212	4.35	0.9	3	1	0	168.7	unl
180801	70032	15083	11.48	11	1.03	0.4	3	0	0	297.1	unl
180801	71033	81043	11.73	2212	4.4	0.7	3	1	0	172.4	unl
180801	72034	112061	6.38	11	0.96	0.3	3	0	0	61.1	unl
180801	73035	114078	9.71	11	1.89	0.2	3	0	0	97.0	unl
180801	75037	112061	7.34	2212	5.72	0.8	3	1	0	61.1	unl
180801	76038	112061	10.8	11	3.63	0.6	3	0	0	61.1	unl
180801	77039	15082	22.0	11	6.33	1.7	3	0	0	168.7	unl
180801	78040	15082	31.36	11	0.86	0.4	3	0	0	168.7	unl
18625	50023	126059	34.41	2212	1.39	4.1	3	1	0	703.4	unl
21073	50043	60081	4.71	11	8.55	4.2	2	0	0	680.2	unl
21073	28020	31023	11.71	11	1.17	0.3	3	0	0	76.0	unl
21073	29021	31023	32.23	11	0.82	1.9	3	0	0	76.0	unl
21073	47040	31023	7.79	11	1.58	0.2	3	0	0	76.0	unl
21073	52045	31023	6.71	11	2.34	0.4	3	0	0	76.0	unl
21073	66111	60081	15.43	2212	3.82	0.4	3	1	0	680.2	unl
259542	55027	128135	12.94	11	2.49	1.6	2	0	0	40.8	unl
259542	57029	130127	15.31	11	7.48	1.4	2	0	0	20.2	unl
259542	85057	130127	3.02	11	8.51	2.1	2	0	1	20.2	unl
259542	71043	17004	5.65	11	1.6	4.6	2	0	0	978.2	unl
259542	54026	131129	11.42	2212	8.83	0.7	3	1	0	138.7	unl
259542	56028	120068	28.52	11	3.33	0.5	3	0	0	35.8	unl
259542	58030	130127	23.43	2212	5.3	1.1	3	1	0	20.2	unl
259542	59031	17004	17.86	11	1.24	1.2	3	0	0	978.2	unl
259542	61033	17004	7.99	11	2.09	1.3	3	0	0	978.2	unl
259542	62034	17004	4.76	11	2.99	0.8	3	0	0	978.2	unl
259542	65037	128135	28.17	11	1.74	0.1	3	0	0	40.8	unl
259542	66038	17004	14.7	11	2.68	0.3	3	0	0	978.2	unl
259542	67039	17004	31.23	2212	2.07	0.5	3	1	0	978.2	unl
259542	68040	17004	36.79	2212	2.83	0.2	3	1	0	978.2	unl
259542	69041	120068	9.78	11	1.54	0.7	3	0	0	35.8	unl
259542	74046	17004	5.54	11	4.32	1.6	3	0	0	978.2	unl
259542	79051	128135	14.25	11	4.85	0.9	3	0	0	40.8	unl
259542	80052	120068	15.04	11	1.99	0.4	3	0	0	35.8	unl
259542	84056	130127	14.13	11	2.47	0.4	3	0	0	20.2	unl
259542	86058	17004	21.82	2212	4.04	0.4	3	1	0	978.2	unl
259542	90062	120068	8.48	11	4.71	1.0	3	0	0	35.8	unl
259542	125089	88060	3.59	11	8.1	2.0	3	0	0	104.4	unl
285567	87071	121096	18.32	11	5.25	1.5	2	0	0	86.6	unl
285567	78062	121096	27.71	11	0.92	0.3	3	0	0	86.6	unl
285567	79063	121096	8.47	11	1.98	0.9	3	0	0	86.6	unl
285567	80064	121096	22.5	11	1.11	0.7	3	0	0	86.6	unl
285567	81065	121096	26.98	11	0.86	0.4	3	0	0	86.6	unl
285567	88072	121096	15.28	11	1.58	0.4	3	0	0	86.6	unl
285567	119082	121096	15.63	11	4.69	0.5	3	0	0	86.6	unl
285567	120083	121096	34.24	11	4.67	0.7	3	0	0	86.6	unl
314838	88032	13010	12.21	11	1.24	0.1	3	0	0	117.3	unl
314838	90034	110088	24.11	11	3.5	0.5	3	0	0	691.9	unl
314838	98042	110088	23.92	11	1.27	0.5	3	0	0	691.9	unl
359980	44054	21035	12.7	11	1.04	0.7	3	0	0	596.3	unl
359980	45055	21035	14.29	11	1.4	0.4	3	0	0	596.3	unl
359980	46056	21035	26.92	11	1.32	0.3	3	0	0	596.3	unl
359980	49059	21035	34.09	11	1.51	0.4	3	0	0	596.3	unl
359980	54064	75089	14.62	11	1.65	0.5	3	0	0	163.3	unl
359980	55065	75089	14.75	11	2.19	0.7	3	0	0	163.3	unl
359980	69082	21035	3.65	2212	2.47	2.1	3	1	0	596.3	unl
37112	39020	67048	24.37	2212	4.66	0.7	3	1	0	549.3	unl
37112	46027	84070	22.73	11	1.9	0.2	3	0	0	38.9	unl
37112	47028	67048	20.89	11	0.15	0.1	3	0	0	549.3	unl
37112	53034	67048	20.5	11	1.83	0.1	3	0	0	549.3	unl
37112	59040	67048	16.89	11	2.14	2.9	3	0	0	549.3	unl
37112	66047	67048	16.43	11	2.49	0.8	3	0	0	549.3	unl
37112	38019	67048	4.33	13	3.24	0.9	3	1	0	549.3	unl
399860	58071	17062	8.84	11	2.97	6.0	2	0	0	910.7	unl
399860	57070	17062	17.96	2212	2.25	0.2	3	1	0	910.7	unl
399860	59072	17062	10.03	11	3.58	0.4	3	0	0	910.7	unl
399860	65078	17062	11.38	2212	3.52	0.1	3	1	0	910.7	unl
463565	66058	13001	5.65	11	9.6	4.6	3	0	0	658.8	unl
463565	44036	13001	4.99	11	1.43	0.5	3	0	0	658.8	unl
463565	45037	114086	11.8	11	3.36	0.9	3	0	0	29.2	unl
463565	46038	114086	5.79	11	1.63	0.3	3	0	0	29.2	unl
463565	47039	13001	4.15	11	1.28	0.6	3	0	0	658.8	unl
463565	52044	13001	5.66	11	2.2	0.7	3	0	0	658.8	unl
463565	53045	13001	11.8	11	1.59	0.2	3	0	0	658.8	unl
463565	55047	13001	16.22	11	0.85	0.6	3	0	0	658.8	unl
463565	56048	13001	21.02	11	2.16	0.5	3	0	0	658.8	unl
463565	60052	13001	15.9	2212	1.69	0.9	3	1	0	658.8	unl
463565	61053	13001	22.84	11	3.37	0.9	3	0	0	658.8	unl
463565	62054	13001	18.91	11	1.39	0.3	3	0	0	658.8	unl
463565	63055	13001	9.84	11	3.35	1.0	3	0	0	658.8	unl
463565	64056	13001	21.34	11	6.06	1.5	3	0	0	658.8	unl
463565	65057	13001	2.98	11	3.0	1.1	3	0	0	658.8	unl
463565	67059	13001	18.64	11	1.52	0.3	3	0	0	658.8	unl
463565	68060	13001	5.57	11	4.33	1.6	3	0	0	658.8	unl
463565	69061	13001	12.07	11	1.7	0.3	3	0	0	658.8	unl
463565	71063	13001	7.72	11	3.58	1.5	3	0	0	658.8	unl
463565	74066	13001	5.02	11	4.38	0.7	3	0	0	658.8	unl
463565	76068	115088	9.85	2212	8.81	0.5	3	1	0	215.7	unl
463565	117108	13001	3.98	11	1.73	1.8	3	0	0	658.8	unl
506114	90102	89100	0.25	11	8.5	3.8	2	0	0	44.8	unl
506114	58056	19022	24.72	11	9.75	2.0	3	0	0	1715.0	unl
506114	55053	19022	22.88	11	8.01	0.6	3	0	0	1715.0	unl
506114	57055	19022	22.28	11	3.95	0.4	3	0	0	1715.0	unl
506114	59057	19022	36.82	2212	3.93	0.4	3	1	0	1715.0	unl
506114	62060	19022	17.9	11	1.24	0.3	3	0	0	1715.0	unl
506114	72070	19022	23.22	11	2.2	0.2	3	0	0	1715.0	unl
506114	79077	19022	29.09	11	1.95	0.7	3	0	0	1715.0	unl
506746	74129	69124	20.15	11	2.52	1.1	2	0	0	1038.2	unl
506746	72127	21067	10.09	11	3.36	1.4	2	0	0	60.3	unl
506746	71126	69124	27.41	11	5.71	1.1	2	0	0	1038.2	unl
506746	61090	69124	27.29	11	7.27	3.7	3	0	0	1038.2	unl
521075	92031	18007	4.5	11	2.55	0.6	3	0	0	671.2	unl
521075	93032	18007	32.12	11	1.75	0.4	3	0	0	671.2	unl
56982	71070	22046	12.58	11	9.06	2.1	2	0	0	520.8	unl
56982	63062	22119	30.21	11	9.6	2.9	3	0	0	147.2	unl
56982	69068	22046	26.53	11	2.06	0.4	3	0	0	520.8	unl
56982	72071	22046	13.72	11	1.79	0.5	3	0	0	520.8	unl
56982	74073	22046	6.66	11	2.21	0.2	3	0	0	520.8	unl
56982	76075	22116	35.14	11	1.74	0.2	3	0	0	153.4	unl
56982	77076	22116	24.89	11	2.74	0.6	3	0	0	153.4	unl
56982	78077	22046	8.39	11	1.18	0.4	3	0	0	520.8	unl
56982	79078	22046	21.42	11	0.85	0.2	3	0	0	520.8	unl
56982	81080	22046	5.87	11	2.48	0.3	3	0	0	520.8	unl
56982	82081	22046	18.96	11	5.55	1.0	3	0	0	520.8	unl
56982	91110	22046	3.94	11	2.29	0.5	3	0	0	520.8	unl
56982	55054	22118	13.13	13	0.74	0.3	3	1	0	124.2	unl
71372	74215	97140	3.92	11	3.44	2.8	2	0	0	65.8	unl
71372	58100	94132	38.89	11	6.6	1.9	2	0	0	120.7	unl
71372	53095	19049	34.14	11	2.37	1.0	2	0	0	1901.0	unl
71372	55097	19049	4.98	2212	2.9	0.2	3	1	0	1901.0	unl
71372	57099	97140	34.1	2212	1.3	0.1	3	1	0	65.8	unl
71372	59101	19049	12.23	11	2.33	0.5	3	0	0	1901.0	unl
71372	60102	97140	10.33	11	0.44	0.4	3	0	0	65.8	unl
71372	61103	97140	17.0	11	1.07	0.3	3	0	0	65.8	unl
71372	62104	97140	23.99	11	3.27	0.6	3	0	0	65.8	unl
71372	75117	97140	6.41	11	8.9	2.6	3	0	0	65.8	unl
71372	121172	19049	34.49	11	0.93	0.4	3	0	0	1901.0	unl
71372	126177	19049	17.33	11	0.19	0.3	3	0	0	1901.0	unl
84229	39070	69134	16.66	11	6.8	1.3	2	0	0	958.2	unl
84229	57091	69134	15.11	11	3.99	0.8	3	0	0	958.2	unl
84229	58092	69134	31.8	11	1.39	0.1	3	0	0	958.2	unl
84229	60094	69134	30.92	11	1.26	0.3	3	0	0	958.2	unl
84229	62096	69134	26.84	11	4.04	0.6	3	0	0	958.2	unl
84229	70155	69134	19.07	11	1.57	0.3	3	0	0	958.2	unl
10550	19040	7036	16.65	11	3.43	0.5	3	0	0	773.8	unl
10550	27041	7036	17.0	11	7.38	2.3	3	0	0	773.8	unl
10550	45059	7036	5.69	11	2.92	0.6	3	0	0	773.8	unl
10550	46060	7036	7.03	11	4.31	0.9	3	0	0	773.8	unl
10550	51076	7036	22.07	2212	4.41	0.4	3	1	0	773.8	unl
111412	49030	18013	22.31	11	2.38	0.4	3	0	0	21.7	unl
111412	50031	18013	37.1	11	0.92	0.3	3	0	0	21.7	unl
111412	51032	18013	39.0	11	1.64	0.2	3	0	0	21.7	unl
111412	52033	18061	39.42	11	2.85	2.2	3	0	0	518.4	unl
111412	54035	18013	32.35	11	1.49	0.4	3	0	0	21.7	unl
111412	61042	18013	36.75	11	1.29	0.3	3	0	0	21.7	unl
111412	64045	18060	18.49	11	1.49	0.2	3	0	0	25.0	unl
116962	69063	67056	3.34	11	0.0	6.2	3	0	0	57.7	unl
116962	61042	65046	9.19	11	1.17	0.7	3	0	0	28.4	unl
116962	63044	21072	24.72	11	3.39	0.7	3	0	0	237.6	unl
116962	72066	67056	7.32	11	1.26	1.6	3	0	0	57.7	unl
122660	27029	9110	16.59	11	5.93	1.0	2	0	0	883.4	unl
122660	62106	9110	11.4	11	5.51	2.5	2	0	0	883.4	unl
122660	38040	9110	14.13	11	6.45	1.1	2	0	0	883.4	unl
122660	32034	9110	15.87	11	5.75	2.5	2	0	0	883.4	unl
122660	29031	9110	18.02	11	8.35	2.1	2	0	0	883.4	unl
122660	50052	9110	3.55	11	0.83	5.4	3	0	0	883.4	unl
122660	53070	9110	7.62	11	5.87	20.7	3	0	0	883.4	in
122660	28030	9110	18.61	11	3.19	0.4	3	0	0	883.4	unl
122660	33035	9110	36.73	11	3.11	0.8	3	0	0	883.4	unl
122660	34036	9111	21.99	11	9.38	1.5	3	0	0	78.0	unl
122660	37039	9110	9.97	11	1.89	0.9	3	0	0	883.4	unl
122660	40042	9110	9.63	11	1.55	0.4	3	0	0	883.4	unl
122660	45047	9110	27.26	11	3.34	0.7	3	0	0	883.4	unl
131357	54039	12014	12.56	11	1.8	0.6	3	0	0	644.3	unl
131357	55040	12014	11.56	11	0.64	0.3	3	0	0	644.3	unl
137238	50022	143056	9.74	11	9.6	1.5	2	0	0	370.5	unl
137238	43015	143056	29.54	11	1.29	3.8	2	0	0	370.5	unl
137238	38010	143057	16.42	11	0.86	0.7	3	0	0	89.4	unl
137238	39011	143056	12.79	11	5.55	1.5	3	0	0	370.5	unl
138009	49041	12088	19.27	11	0.1	1.9	2	0	0	1173.1	unl
138009	30022	12088	28.34	11	2.64	0.7	3	0	0	1173.1	unl
138009	32024	12088	15.51	11	5.01	0.9	3	0	0	1173.1	unl
138009	33025	12088	13.15	11	0.78	0.6	3	0	0	1173.1	unl
138009	39031	12088	25.99	2212	5.51	0.8	3	1	0	1173.1	unl
163543	63086	14127	7.7	11	4.41	3.0	3	0	0	149.3	unl
163543	40063	14127	18.82	2212	3.9	0.2	3	1	0	149.3	unl
163543	41064	14127	7.24	11	0.69	0.9	3	0	0	149.3	unl
163543	43066	14127	9.98	11	2.33	0.9	3	0	0	149.3	unl
163543	44067	14129	18.63	11	1.68	0.3	3	0	0	192.7	unl
163543	45068	14129	14.41	11	3.66	0.5	3	0	0	192.7	unl
163543	55078	14131	29.86	11	3.14	0.9	3	0	0	193.3	unl
163543	69098	14127	4.98	11	3.17	1.3	3	0	0	149.3	unl
168596	75097	128131	10.13	11	2.42	2.1	2	0	0	31.5	unl
168596	65087	128131	31.08	11	3.22	1.1	3	0	0	31.5	unl
168596	66088	14153	26.85	11	1.61	0.3	3	0	0	2000.1	unl
168596	68090	14153	25.33	11	2.93	0.3	3	0	0	2000.1	unl
168596	70092	128131	28.8	11	1.0	1.3	3	0	0	31.5	unl
168596	72094	14153	30.93	11	0.38	0.9	3	0	0	2000.1	unl
168596	73095	128131	26.77	11	0.2	0.4	3	0	0	31.5	unl
168596	76098	14153	26.86	11	3.64	0.9	3	0	0	2000.1	unl
168596	84106	14153	17.88	11	1.97	0.3	3	0	0	2000.1	unl
168596	87109	14153	15.7	11	0.62	0.2	3	0	0	2000.1	unl
172230	5119	5027	0.0	11	1.69	2.3	1	0	0	1470.2	unl
172230	41062	5027	26.04	11	6.09	1.6	2	0	0	1470.2	unl
172230	40061	5027	16.14	11	2.41	0.8	3	0	0	1470.2	unl
