event	n_vtx	n_vtx_cl0	n_seg	n_seg_cl0	mainv_cl	seg_cl_min	cl0_deg2	cl0_deg3p	cl0_touch_main	cl0_touch_ids	cl0_ids
63359	9	0	5	0	3	3	0	0	0	-	-
63427	13	0	7	0	18	18	0	0	0	-	-
63537	20	0	10	0	2	2	0	0	0	-	-
63551	4	0	2	0	6	6	0	0	0	-	-
63559	35	0	18	0	11	11	0	0	0	-	-
63603	6	0	4	0	13	13	0	0	0	-	-
63669	26	0	14	0	5	5	0	0	0	-	-
64409	80	0	48	0	8	8	0	0	0	-	-
64475	18	0	11	0	23	23	0	0	0	-	-
64503	8	0	4	0	9	9	0	0	0	-	-
64591	53	0	32	0	17	17	0	0	0	-	-
64613	4	0	2	0	20	19	0	0	0	-	-
64717	35	0	18	0	17	17	0	0	0	-	-
64921	34	0	20	0	62	11	0	0	0	-	-
64959	6	0	3	0	19	19	0	0	0	-	-
65025	4	0	2	0	16	16	0	0	0	-	-
65053	20	1	12	0	6	6	1	0	0	142	24
65266	21	0	11	0	5	5	0	0	0	-	-
65267	16	0	8	0	15	15	0	0	0	-	-
65289	42	0	25	0	18	18	0	0	0	-	-
65295	4	0	2	0	13	13	0	0	0	-	-
65948	31	0	17	0	8	8	0	0	0	-	-
65999	15	0	8	0	27	26	0	0	0	-	-
66118	7	0	4	0	9	9	0	0	0	-	-
66272	15	0	9	0	24	24	0	0	0	-	-
66278	18	0	10	0	13	13	0	0	0	-	-
66366	27	0	16	0	22	22	0	0	0	-	-
66646	7	0	4	0	14	14	0	0	0	-	-
66652	16	0	9	0	22	22	0	0	0	-	-
66712	13	0	9	0	11	11	0	0	0	-	-
66872	24	0	14	0	7	7	0	0	0	-	-
66900	58	0	31	0	15	15	0	0	0	-	-
66944	11	0	7	0	5	5	0	0	0	-	-
67026	11	0	7	0	17	17	0	0	0	-	-
67394	49	0	28	0	19	19	0	0	0	-	-
67746	6	0	4	0	10	10	0	0	0	-	-
67802	10	0	5	0	14	14	0	0	0	-	-
67868	62	0	33	0	16	16	0	0	0	-	-
67898	3	0	2	0	10	10	0	0	0	-	-
67928	28	0	15	0	9	9	0	0	0	-	-
67942	8	0	4	0	22	22	0	0	0	-	-
68280	33	0	17	0	22	22	0	0	0	-	-
68308	16	0	11	0	6	6	0	0	0	-	-
68346	42	0	21	0	9	9	0	0	0	-	-
68648	6	0	4	0	15	15	0	0	0	-	-
68654	16	0	8	0	4	4	0	0	0	-	-
68714	5	0	3	0	5	5	0	0	0	-	-
68726	28	0	14	0	13	13	0	0	0	-	-
68748	26	0	15	0	13	11	0	0	0	-	-
68830	7	0	4	0	11	11	0	0	0	-	-
68956	9	0	5	0	16	16	0	0	0	-	-
68978	7	0	4	0	18	18	0	0	0	-	-
69006	58	0	32	0	11	11	0	0	0	-	-
69144	16	0	9	0	13	13	0	0	0	-	-
69152	5	0	3	0	5	5	0	0	0	-	-
69232	19	0	12	0	20	20	0	0	0	-	-
69254	20	0	11	0	4	4	0	0	0	-	-
69306	32	0	17	0	9	9	0	0	0	-	-
69314	75	0	49	0	3	3	0	0	0	-	-
69386	8	0	4	0	4	4	0	0	0	-	-
69556	21	0	11	0	18	18	0	0	0	-	-
69666	47	0	24	0	15	15	0	0	0	-	-
69936	11	0	7	0	14	14	0	0	0	-	-
70010	2	0	1	0	8	8	0	0	0	-	-
70084	23	0	13	0	20	20	0	0	0	-	-
70178	13	0	7	0	12	12	0	0	0	-	-
70186	20	0	11	0	11	11	0	0	0	-	-
70222	23	0	14	0	12	12	0	0	0	-	-
70288	14	0	7	0	37	10	0	0	0	-	-
70472	33	0	17	0	16	16	0	0	0	-	-
70538	5	0	3	0	16	16	0	0	0	-	-
70612	15	0	8	0	8	8	0	0	0	-	-
70640	38	0	21	0	13	13	0	0	0	-	-
70692	23	0	12	0	18	18	0	0	0	-	-
70713	24	0	13	0	25	25	0	0	0	-	-
70757	18	0	9	0	6	6	0	0	0	-	-
70766	16	0	9	0	21	21	0	0	0	-	-
70912	9	0	5	0	10	10	0	0	0	-	-
71022	28	0	14	0	16	16	0	0	0	-	-
71046	19	0	10	0	18	18	0	0	0	-	-
71092	18	0	10	0	4	4	0	0	0	-	-
71178	35	0	21	0	81	10	0	0	0	-	-
71222	31	0	19	0	15	15	0	0	0	-	-
71266	4	0	2	0	15	15	0	0	0	-	-
71290	12	0	8	0	16	16	0	0	0	-	-
71530	7	0	4	0	17	17	0	0	0	-	-
71640	14	0	7	0	9	9	0	0	0	-	-
71642	138	0	76	0	10	10	0	0	0	-	-
71748	28	0	15	0	8	8	0	0	0	-	-
71778	22	0	11	0	21	21	0	0	0	-	-
71872	97	0	53	0	13	13	0	0	0	-	-
72055	19	1	12	0	14	14	1	0	0	38	23
72099	25	0	13	0	12	12	0	0	0	-	-
72170	9	0	6	0	5	5	0	0	0	-	-
72174	15	0	9	0	5	5	0	0	0	-	-
72196	21	0	13	0	8	8	0	0	0	-	-
73838	12	0	6	0	13	13	0	0	0	-	-
73991	8	0	4	0	10	10	0	0	0	-	-
74123	41	0	23	0	17	17	0	0	0	-	-
74146	20	0	11	0	14	14	0	0	0	-	-
74190	10	0	5	0	12	12	0	0	0	-	-
74270	8	0	4	0	22	22	0	0	0	-	-
74326	46	0	28	0	10	10	0	0	0	-	-
74336	36	0	19	0	68	22	0	0	0	-	-
74380	8	0	5	0	13	13	0	0	0	-	-
74414	13	0	7	0	4	4	0	0	0	-	-
74784	14	0	8	0	8	8	0	0	0	-	-
74854	4	0	2	0	15	15	0	0	0	-	-
75004	16	0	8	0	44	18	0	0	0	-	-
75040	15	0	9	0	17	17	0	0	0	-	-
75052	19	0	10	0	10	10	0	0	0	-	-
75113	10	0	5	0	21	21	0	0	0	-	-
75135	18	0	10	0	14	14	0	0	0	-	-
75206	46	0	24	0	10	10	0	0	0	-	-
75316	23	0	13	0	15	15	0	0	0	-	-
75377	7	0	4	0	20	20	0	0	0	-	-
75554	63	0	32	0	4	4	0	0	0	-	-
75668	2	0	1	0	14	14	0	0	0	-	-
75678	28	0	14	0	15	15	0	0	0	-	-
75700	26	0	14	0	15	15	0	0	0	-	-
75729	26	0	14	0	18	18	0	0	0	-	-
72256	7	0	4	0	9	9	0	0	0	-	-
72275	22	0	16	0	15	15	0	0	0	-	-
72280	16	0	8	0	9	9	0	0	0	-	-
72586	43	0	22	0	17	17	0	0	0	-	-
72649	20	0	10	0	12	12	0	0	0	-	-
72742	9	0	5	0	16	16	0	0	0	-	-
72759	10	0	6	0	28	10	0	0	0	-	-
72760	2	0	1	0	27	27	0	0	0	-	-
72768	33	0	17	0	11	11	0	0	0	-	-
72786	58	0	34	0	17	9	0	0	0	-	-
72840	5	0	3	0	21	21	0	0	0	-	-
72940	19	0	10	0	10	10	0	0	0	-	-
73004	26	0	16	0	15	15	0	0	0	-	-
73038	12	0	6	0	24	22	0	0	0	-	-
73054	9	0	5	0	14	14	0	0	0	-	-
73324	2	0	1	0	6	6	0	0	0	-	-
73336	48	0	26	0	11	11	0	0	0	-	-
73412	7	0	4	0	13	13	0	0	0	-	-
73450	0	0	0	0	-1	-1	0	0	0	-	-
73500	0	0	0	0	-1	-1	0	0	0	-	-
73538	11	0	7	0	14	14	0	0	0	-	-
73688	48	0	26	0	16	16	0	0	0	-	-
73698	7	0	4	0	14	14	0	0	0	-	-
73705	20	0	10	0	13	13	0	0	0	-	-
73727	12	0	6	0	15	15	0	0	0	-	-
92684	6	0	3	0	19	19	0	0	0	-	-
92904	13	0	7	0	15	15	0	0	0	-	-
92907	16	0	8	0	11	11	0	0	0	-	-
92992	17	0	9	0	3	3	0	0	0	-	-
93105	25	0	14	0	9	9	0	0	0	-	-
93234	10	0	5	0	9	9	0	0	0	-	-
93545	2	0	1	0	11	11	0	0	0	-	-
93677	37	0	20	0	16	16	0	0	0	-	-
93696	12	0	7	0	7	7	0	0	0	-	-
93776	14	0	8	0	9	9	0	0	0	-	-
93919	15	0	9	0	5	5	0	0	0	-	-
94029	25	0	13	0	23	10	0	0	0	-	-
94092	11	0	6	0	13	13	0	0	0	-	-
94224	21	1	14	0	17	17	1	0	0	60	26
94293	30	0	17	0	16	16	0	0	0	-	-
94392	29	0	17	0	5	5	0	0	0	-	-
94546	9	0	5	0	13	13	0	0	0	-	-
94678	8	0	4	0	8	8	0	0	0	-	-
94942	14	0	10	0	10	10	0	0	0	-	-
95074	25	0	13	0	10	10	0	0	0	-	-
95151	18	0	10	0	61	6	0	0	0	-	-
95170	22	0	12	0	52	15	0	0	0	-	-
95184	21	0	11	0	3	3	0	0	0	-	-
95405	11	0	7	0	17	17	0	0	0	-	-
95412	28	1	17	0	12	12	0	1	1	12,44	32
95690	15	0	8	0	13	13	0	0	0	-	-
95800	0	0	0	0	-1	-1	0	0	0	-	-
95899	40	0	21	0	69	16	0	0	0	-	-
95911	2	0	1	0	5	5	0	0	0	-	-
96251	6	0	3	0	15	15	0	0	0	-	-
96306	13	0	7	0	11	11	0	0	0	-	-
96383	39	0	23	0	14	14	0	0	0	-	-
96636	22	0	11	0	21	16	0	0	0	-	-
96680	26	0	14	0	24	24	0	0	0	-	-
96864	10	0	6	0	21	21	0	0	0	-	-
97010	45	0	23	0	21	21	0	0	0	-	-
97033	21	0	11	0	32	32	0	0	0	-	-
97062	13	0	8	0	15	15	0	0	0	-	-
97084	37	0	19	0	12	12	0	0	0	-	-
97231	23	0	16	0	18	18	0	0	0	-	-
97260	11	0	7	0	6	6	0	0	0	-	-
97473	10	0	5	0	8	8	0	0	0	-	-
98294	66	0	35	0	17	17	0	0	0	-	-
98298	20	0	10	0	39	18	0	0	0	-	-
98338	12	0	7	0	13	13	0	0	0	-	-
98353	17	0	9	0	13	13	0	0	0	-	-
98382	26	0	13	0	12	12	0	0	0	-	-
98452	7	0	4	0	6	6	0	0	0	-	-
98470	15	0	10	0	11	11	0	0	0	-	-
98474	8	0	4	0	18	18	0	0	0	-	-
78682	10	0	5	0	28	26	0	0	0	-	-
78743	34	0	18	0	17	17	0	0	0	-	-
79491	5	0	3	0	6	6	0	0	0	-	-
79616	11	0	7	0	18	18	0	0	0	-	-
79689	18	0	9	0	14	14	0	0	0	-	-
80672	7	0	4	0	2	2	0	0	0	-	-
80716	4	0	2	0	15	15	0	0	0	-	-
81420	13	0	7	0	15	15	0	0	0	-	-
82322	12	0	7	0	11	11	0	0	0	-	-
83048	10	0	5	0	9	9	0	0	0	-	-
90003	22	0	13	0	17	17	0	0	0	-	-
90135	21	0	11	0	9	9	0	0	0	-	-
90179	29	0	15	0	17	17	0	0	0	-	-
90487	12	0	6	0	8	8	0	0	0	-	-
90751	44	0	22	0	30	30	0	0	0	-	-
91235	17	0	10	0	13	13	0	0	0	-	-
91367	11	0	7	0	7	7	0	0	0	-	-
91609	16	0	8	0	42	26	0	0	0	-	-
91653	18	0	10	0	13	13	0	0	0	-	-
91697	12	0	7	0	2	2	0	0	0	-	-
91782	0	0	0	0	-1	-1	0	0	0	-	-
91917	46	1	27	0	17	17	1	0	0	71	57
92134	11	0	6	0	18	18	0	0	0	-	-
92159	28	0	15	0	4	4	0	0	0	-	-
92225	20	0	11	0	14	14	0	0	0	-	-
75730	28	0	14	0	11	11	0	0	0	-	-
75795	21	0	11	0	14	14	0	0	0	-	-
75862	36	0	19	0	10	10	0	0	0	-	-
75954	37	0	26	0	21	21	0	0	0	-	-
75976	22	0	11	0	11	11	0	0	0	-	-
76038	7	0	4	0	18	18	0	0	0	-	-
76059	20	0	11	0	9	9	0	0	0	-	-
76170	30	0	16	0	23	23	0	0	0	-	-
76250	9	0	5	0	16	16	0	0	0	-	-
76280	29	0	15	0	15	15	0	0	0	-	-
76346	40	0	23	0	14	14	0	0	0	-	-
76350	103	0	62	0	12	12	0	0	0	-	-
76866	22	0	11	0	9	9	0	0	0	-	-
76888	13	0	7	0	18	18	0	0	0	-	-
76998	11	0	6	0	17	17	0	0	0	-	-
77328	13	0	8	0	16	16	0	0	0	-	-
77702	15	0	8	0	21	21	0	0	0	-	-
77846	19	0	10	0	12	12	0	0	0	-	-
77878	29	0	18	0	8	8	0	0	0	-	-
77978	9	0	5	0	53	15	0	0	0	-	-
78032	13	0	8	0	18	18	0	0	0	-	-
78120	7	0	4	0	2	2	0	0	0	-	-
78242	23	0	14	0	17	17	0	0	0	-	-
78259	5	0	3	0	12	12	0	0	0	-	-
78582	6	0	3	0	5	5	0	0	0	-	-
98529	24	0	14	0	16	16	0	0	0	-	-
98660	6	0	3	0	18	18	0	0	0	-	-
98704	3	0	2	0	2	2	0	0	0	-	-
98760	6	0	3	0	7	7	0	0	0	-	-
98778	19	0	11	0	8	8	0	0	0	-	-
98844	85	1	53	0	6	6	1	0	0	73	92
98947	9	0	5	0	20	20	0	0	0	-	-
99035	6	0	4	0	19	19	0	0	0	-	-
99232	11	0	7	0	17	17	0	0	0	-	-
99284	10	0	5	0	12	12	0	0	0	-	-
99563	27	0	16	0	16	16	0	0	0	-	-
99702	16	0	8	0	27	26	0	0	0	-	-
99716	43	0	24	0	13	13	0	0	0	-	-
99782	36	0	20	0	18	18	0	0	0	-	-
99826	26	0	15	0	18	18	0	0	0	-	-
99838	51	0	32	0	14	14	0	0	0	-	-
99959	2	0	1	0	13	13	0	0	0	-	-
99966	13	0	7	0	17	17	0	0	0	-	-
