evt	sample	CP24_best_dl	CP24_top1	CP24_admit5	CP24_admit10	CP24_target_rank	CP24_target_dl	ft2u_best_dl	ft2u_top1	ft2u_admit5	ft2u_admit10	ft2u_target_rank	ft2u_target_dl
321371	mcp1k	0.03467446565628052	1	1	1	0	0.03467446565628052	0.042947471141815186	1	1	1	0	0.042947471141815186
321629	mcp2k	0.9594559669494629	1	1	1	0	0.9594559669494629	0.9570401310920715	1	1	1	0	0.9570401310920715
321741	mcp2k	0.8920482397079468	1	1	1	0	0.8920482397079468	0.9086339473724365	1	1	1	0	0.9086339473724365
321767	mcp1k	0.0059070587158203125	0	0	0	-1	-9	0.011688828468322754	0	0	0	-1	-9
321789	mcp1k	0.005333960056304932	0	0	0	-1	-9	0.010302245616912842	0	1	1	4	0.0050356388092041016
321849	mcp2k	0.9999398589134216	1	1	1	0	0.9999398589134216	0.9999635219573975	1	1	1	0	0.9999635219573975
321895	mcp2k	0.9997420310974121	1	1	1	0	0.9997420310974121	0.9997222423553467	1	1	1	0	0.9997222423553467
321937	mcp2k	0.005376160144805908	0	0	0	-1	-9	0.010345458984375	0	0	0	-1	-9
321983	mcp2k	0.005494236946105957	0	0	0	-1	-9	0.01046520471572876	0	0	0	-1	-9
322135	mcp2k	0.4305074214935303	1	1	1	0	0.4305074214935303	0.41038864850997925	1	1	1	0	0.41038864850997925
322181	mcp2k	0.004749774932861328	0	1	1	1	0.004191160202026367	0.010072290897369385	0	1	1	1	0.009482920169830322
322269	mcp2k	0.8571091890335083	1	1	1	0	0.8571091890335083	0.856773316860199	1	1	1	0	0.856773316860199
322707	mcp2k	0.9981651902198792	0	1	1	1	0.9834505319595337	0.9986693263053894	0	1	1	1	0.9861090779304504
322861	mcp2k	0.0038360953330993652	1	1	1	0	0.0038360953330993652	0.00888592004776001	1	1	1	0	0.00888592004776001
322907	mcp2k	0.9301997423171997	1	1	1	0	0.9301997423171997	0.9408726692199707	1	1	1	0	0.9408726692199707
323125	mcp2k	0.06792956590652466	1	1	1	0	0.06792956590652466	0.08120858669281006	1	1	1	0	0.08120858669281006
323171	mcp2k	0.005014240741729736	0	0	1	9	0.003309190273284912	0.0099831223487854	0	0	1	7	0.008751630783081055
323369	mcp2k	0.009498298168182373	0	0	1	8	0.003925025463104248	0.019091427326202393	0	0	1	9	0.00907289981842041
342199	nuecc48	0.89229416847229	1	1	1	0	0.89229416847229	0.890844464302063	1	1	1	0	0.890844464302063
345633	mcp1k	0.7590007781982422	0	0	1	9	0.3212306499481201	0.8043146729469299	0	0	1	9	0.32972264289855957
346623	mcp1k	0.005447566509246826	0	0	0	-1	-9	0.010418236255645752	0	0	0	-1	-9
347085	mcp1k	0.005482017993927002	0	0	0	-1	-9	0.010452806949615479	0	0	0	-1	-9
347129	mcp1k	0.0059090256690979	0	1	1	4	0.0051116943359375	0.010977625846862793	0	1	1	4	0.01008385419845581
347384	mcp2k	0.04134809970855713	1	1	1	0	0.04134809970855713	0.0566677451133728	1	1	1	0	0.0566677451133728
347824	mcp2k	0.4986231327056885	1	1	1	0	0.4986231327056885	0.48410969972610474	1	1	1	0	0.48410969972610474
347890	mcp2k	0.00524216890335083	0	0	0	-1	-9	0.010214745998382568	0	0	1	6	0.00774151086807251
348471	mcp1k	0.2564416527748108	1	1	1	0	0.2564416527748108	0.27132153511047363	1	1	1	0	0.27132153511047363
348515	mcp1k	0.005312740802764893	0	0	1	5	0.003538072109222412	0.010280430316925049	0	0	1	6	0.008694648742675781
348594	mcp2k	0.03934276103973389	1	1	1	0	0.03934276103973389	0.04827010631561279	1	1	1	0	0.04827010631561279
348682	mcp2k	0.006446242332458496	1	1	1	0	0.006446242332458496	0.013422071933746338	1	1	1	0	0.013422071933746338
348691	mcp1k	0.5506664514541626	1	1	1	0	0.5506664514541626	0.5200597047805786	1	1	1	0	0.5200597047805786
348713	mcp1k	0.30736035108566284	0	0	0	-1	-9	0.3126736879348755	0	0	0	-1	-9
348845	mcp1k	0.982183575630188	1	1	1	0	0.982183575630188	0.9808947443962097	1	1	1	0	0.9808947443962097
349056	mcp2k	0.009067356586456299	0	0	1	9	0.0037984251976013184	0.014603495597839355	0	0	1	8	0.009188234806060791
349087	mcp1k	0.0054569244384765625	0	1	1	3	0.0032877326011657715	0.010427772998809814	0	1	1	3	0.008386194705963135
349241	mcp1k	0.005476236343383789	0	0	0	-1	-9	0.010447084903717041	0	0	0	-1	-9
349461	mcp1k	0.010002374649047852	0	0	1	6	0.0033012032508850098	0.015782952308654785	0	0	1	5	0.008429467678070068
349549	mcp1k	0.9931578636169434	1	1	1	0	0.9931578636169434	0.990313708782196	1	1	1	0	0.990313708782196
349835	mcp1k	0.06341242790222168	1	1	1	0	0.06341242790222168	0.07333910465240479	1	1	1	0	0.07333910465240479
349879	mcp1k	0.9821249842643738	1	1	1	0	0.9821249842643738	0.9873161315917969	1	1	1	0	0.9873161315917969
349945	mcp1k	0.07925313711166382	1	1	1	0	0.07925313711166382	0.12084472179412842	1	1	1	0	0.12084472179412842
350121	mcp1k	0.934679388999939	1	1	1	0	0.934679388999939	0.9863216876983643	1	1	1	0	0.9863216876983643
350186	nuecc48	0.6512455940246582	1	1	1	0	0.6512455940246582	0.6235717535018921	1	1	1	0	0.6235717535018921
350297	mcp1k	0.00817561149597168	1	1	1	0	0.00817561149597168	0.01377415657043457	1	1	1	0	0.01377415657043457
350354	mcp2k	0.010741651058197021	0	0	0	-1	-9	0.017449676990509033	0	0	0	-1	-9
350596	mcp2k	0.006568014621734619	1	1	1	0	0.006568014621734619	0.012160897254943848	1	1	1	0	0.012160897254943848
350935	mcp1k	0.21838313341140747	1	1	1	0	0.21838313341140747	0.5040919184684753	1	1	1	0	0.5040919184684753
351564	mcp2k	0.6083558797836304	1	1	1	0	0.6083558797836304	0.6178876161575317	1	1	1	0	0.6178876161575317
351705	mcp1k	0.0061661601066589355	0	1	1	2	0.004084467887878418	0.01126396656036377	0	1	1	2	0.009184777736663818
351749	mcp1k	0.006980776786804199	1	1	1	0	0.006980776786804199	0.01220005750656128	1	1	1	0	0.01220005750656128
352123	mcp1k	0.9745028018951416	1	1	1	0	0.9745028018951416	0.9827732443809509	1	1	1	0	0.9827732443809509
352202	mcp2k	0.00715327262878418	0	1	1	2	0.0039864182472229	0.012129068374633789	0	1	1	2	0.009577453136444092
352233	mcp1k	0.005469262599945068	0	0	1	6	0.004370689392089844	0.010440051555633545	0	0	1	6	0.009448409080505371
352664	mcp2k	0.9988603591918945	1	1	1	0	0.9988603591918945	0.9997217655181885	1	1	1	0	0.9997217655181885
352796	mcp2k	0.08373534679412842	1	1	1	0	0.08373534679412842	0.10539674758911133	1	1	1	0	0.10539674758911133
353223	mcp1k	0.23241972923278809	1	1	1	0	0.23241972923278809	0.3160896897315979	1	1	1	0	0.3160896897315979
353751	mcp1k	0.006189167499542236	0	0	1	6	0.0031291842460632324	0.011677443981170654	0	0	1	6	0.008625209331512451
354578	mcp2k	0.9978895783424377	1	1	1	0	0.9978895783424377	0.9970046281814575	1	1	1	0	0.9970046281814575
355106	mcp2k	0.005418956279754639	0	1	1	4	0.004565179347991943	0.01038902997970581	0	1	1	4	0.009772241115570068
355238	mcp2k	0.35621899366378784	1	1	1	0	0.35621899366378784	0.39734190702438354	1	1	1	0	0.39734190702438354
359980	ncpi0	0.005453824996948242	0	0	0	-1	-9	0.01073002815246582	0	0	0	-1	-9
360535	nuecc48	0.9929919838905334	0	1	1	3	0.7355202436447144	0.9961265921592712	0	1	1	2	0.8022071123123169
386332	mcp1k	0.0906071662902832	1	1	1	0	0.0906071662902832	0.12013190984725952	1	1	1	0	0.12013190984725952
386948	mcp1k	0.0063315629959106445	0	0	0	-1	-9	0.011686861515045166	0	0	0	-1	-9
387850	mcp1k	0.00486224889755249	1	1	1	0	0.00486224889755249	0.009830892086029053	1	1	1	0	0.009830892086029053
388026	mcp1k	0.03838706016540527	1	1	1	0	0.03838706016540527	0.04835474491119385	1	1	1	0	0.04835474491119385
388224	mcp1k	0.9905725717544556	1	1	1	0	0.9905725717544556	0.9865226745605469	1	1	1	0	0.9865226745605469
388323	mcp2k	0.00547260046005249	0	0	1	9	0.002980530261993408	0.010443389415740967	0	0	1	9	0.007945060729980469
389225	mcp2k	0.43783900141716003	1	1	1	0	0.43783900141716003	0.4539368152618408	1	1	1	0	0.4539368152618408
389379	mcp2k	0.006444811820983887	0	0	0	-1	-9	0.011713266372680664	0	0	0	-1	-9
389538	nuecc48	0.9821001291275024	0	1	1	1	0.7476164102554321	0.9864822030067444	0	1	1	1	0.7371789216995239
389588	mcp1k	0.005439937114715576	0	0	0	-1	-9	0.010410487651824951	0	0	0	-1	-9
389874	mcp1k	0.00444561243057251	0	1	1	3	0.0019033551216125488	0.009558558464050293	0	1	1	3	0.007070302963256836
390182	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
390216	mcp2k	0.08171790838241577	1	1	1	0	0.08171790838241577	0.15685611963272095	1	1	1	0	0.15685611963272095
390370	mcp2k	0.9701497554779053	1	1	1	0	0.9701497554779053	0.9699376821517944	1	1	1	0	0.9699376821517944
390391	mcp2k	0.017831921577453613	0	1	1	4	0.003940761089324951	0.02820533514022827	0	1	1	3	0.011145591735839844
390634	mcp2k	0.005470931529998779	0	0	0	-1	-9	0.01044166088104248	0	0	0	-1	-9
390743	mcp2k	0.007382631301879883	0	1	1	1	0.006501138210296631	0.01273113489151001	0	1	1	1	0.011737525463104248
390810	mcp2k	0.0054261088371276855	0	0	1	8	0.0024066567420959473	0.010396420955657959	0	0	1	9	0.007346153259277344
390842	mcp1k	0.0046773552894592285	0	1	1	4	0.003860771656036377	0.010146081447601318	0	1	1	1	0.009568750858306885
390864	mcp1k	0.005397379398345947	0	1	1	4	0.0028440356254577637	0.010367095470428467	0	1	1	4	0.007998406887054443
390942	mcp2k	0.0054552555084228516	0	0	0	-1	-9	0.010426163673400879	0	0	0	-1	-9
391260	mcp1k	0.005305647850036621	0	1	1	3	0.00465083122253418	0.010273337364196777	0	1	1	3	0.009768664836883545
391415	mcp2k	0.004592418670654297	0	1	1	2	0.003911495208740234	0.009882032871246338	0	1	1	2	0.009028315544128418
391513	mcp2k	0.0320773720741272	1	1	1	0	0.0320773720741272	0.043801307678222656	1	1	1	0	0.043801307678222656
391766	mcp1k	0.006606638431549072	1	1	1	0	0.006606638431549072	0.013628602027893066	1	1	1	0	0.013628602027893066
391777	mcp2k	0.6052154302597046	1	1	1	0	0.6052154302597046	0.6100350618362427	1	1	1	0	0.6100350618362427
391899	mcp2k	0.0054724812507629395	0	0	0	-1	-9	0.01044321060180664	0	0	1	6	0.008836328983306885
392009	mcp2k	0.9999998211860657	1	1	1	0	0.9999998211860657	0.9999998211860657	1	1	1	0	0.9999998211860657
392327	mcp2k	0.04547321796417236	1	1	1	0	0.04547321796417236	0.059937119483947754	1	1	1	0	0.059937119483947754
392527	mcp2k	0.00506281852722168	0	0	1	7	0.0031008124351501465	0.010033011436462402	0	0	1	7	0.008383572101593018
392552	mcp1k	0.005629420280456543	0	0	0	-1	-9	0.0115889310836792	0	0	0	-1	-9
392649	mcp2k	0.005464375019073486	0	0	0	-1	-9	0.010435342788696289	0	0	0	-1	-9
392759	mcp2k	0.006327331066131592	1	1	1	0	0.006327331066131592	0.010776221752166748	1	1	1	0	0.010776221752166748
392891	mcp2k	0.08016407489776611	1	1	1	0	0.08016407489776611	0.09927862882614136	0	1	1	1	0.09860789775848389
392988	mcp2k	0.16570615768432617	1	1	1	0	0.16570615768432617	0.21508479118347168	1	1	1	0	0.21508479118347168
393042	mcp1k	0.005101263523101807	1	1	1	0	0.005101263523101807	0.010105669498443604	1	1	1	0	0.010105669498443604
393089	mcp2k	0.01086723804473877	1	1	1	0	0.01086723804473877	0.021060287952423096	1	1	1	0	0.021060287952423096
393133	mcp2k	0.005489766597747803	0	0	0	-1	-9	0.01046067476272583	0	0	0	-1	-9
393212	mcp1k	0.005546867847442627	0	0	0	-1	-9	0.010730266571044922	0	0	0	-1	-9
393485	mcp2k	0.9272089004516602	1	1	1	0	0.9272089004516602	0.940305769443512	1	1	1	0	0.940305769443512
393538	mcp2k	0.9689446687698364	1	1	1	0	0.9689446687698364	0.973865270614624	1	1	1	0	0.973865270614624
393608	mcp1k	0.004732310771942139	0	1	1	1	0.003358185291290283	0.009713351726531982	0	1	1	1	0.008269429206848145
393727	mcp2k	0.008138000965118408	1	1	1	0	0.008138000965118408	0.01256328821182251	1	1	1	0	0.01256328821182251
393758	mcp2k	0.9999995231628418	1	1	1	0	0.9999995231628418	0.9999998211860657	1	1	1	0	0.9999998211860657
393935	mcp2k	0.004624903202056885	0	0	1	5	0.003185868263244629	0.009581029415130615	0	0	1	5	0.008306324481964111
394407	mcp2k	0.005569040775299072	0	0	1	5	0.004423558712005615	0.010619699954986572	0	1	1	4	0.009712636470794678
394532	mcp1k	0.005375206470489502	0	0	0	-1	-9	0.01034456491470337	0	0	0	-1	-9
394642	mcp1k	0.13709187507629395	1	1	1	0	0.13709187507629395	0.13441094756126404	1	1	1	0	0.13441094756126404
394796	mcp1k	0.9884920120239258	1	1	1	0	0.9884920120239258	0.9934060573577881	1	1	1	0	0.9934060573577881
395012	mcp2k	0.008493602275848389	1	1	1	0	0.008493602275848389	0.016175925731658936	1	1	1	0	0.016175925731658936
395033	mcp2k	0.663718581199646	1	1	1	0	0.663718581199646	0.6458806991577148	1	1	1	0	0.6458806991577148
395089	mcp2k	0.008095920085906982	1	1	1	0	0.008095920085906982	0.014512479305267334	1	1	1	0	0.014512479305267334
395209	mcp2k	0.2604701519012451	1	1	1	0	0.2604701519012451	0.36050641536712646	1	1	1	0	0.36050641536712646
395277	mcp2k	0.011056482791900635	0	0	0	-1	-9	0.01662623882293701	0	0	0	-1	-9
395298	mcp2k	0.33280766010284424	0	1	1	2	0.17177003622055054	0.3672211766242981	0	1	1	2	0.17295265197753906
395443	mcp2k	0.10812115669250488	1	1	1	0	0.10812115669250488	0.11746728420257568	1	1	1	0	0.11746728420257568
395573	mcp2k	0.005473017692565918	0	0	0	-1	-9	0.01044386625289917	0	0	0	-1	-9
395597	mcp2k	0.019837141036987305	1	1	1	0	0.019837141036987305	0.03010004758834839	1	1	1	0	0.03010004758834839
395610	mcp1k	0.006949305534362793	1	1	1	0	0.006949305534362793	0.01258307695388794	1	1	1	0	0.01258307695388794
395654	mcp1k	0.005082547664642334	1	1	1	0	0.005082547664642334	0.01010751724243164	1	1	1	0	0.01010751724243164
395695	mcp2k	0.9989815354347229	1	1	1	0	0.9989815354347229	0.9984511733055115	1	1	1	0	0.9984511733055115
395837	mcp2k	0.009857237339019775	0	0	0	-1	-9	0.012616991996765137	0	0	0	-1	-9
395870	mcp2k	0.7422813773155212	1	1	1	0	0.7422813773155212	0.7557535171508789	1	1	1	0	0.7557535171508789
395962	mcp1k	0.005316495895385742	0	0	1	9	0.0035004019737243652	0.010284245014190674	0	0	1	9	0.008538365364074707
396037	mcp2k	0.005469858646392822	0	0	1	7	0.004171490669250488	0.010440587997436523	0	0	1	7	0.009234368801116943
396091	mcp2k	0.008614718914031982	1	1	1	0	0.008614718914031982	0.015460312366485596	1	1	1	0	0.015460312366485596
396157	mcp2k	0.005329430103302002	0	1	1	3	0.0030303597450256348	0.010297536849975586	0	1	1	3	0.008315980434417725
396323	mcp2k	0.004369020462036133	1	1	1	0	0.004369020462036133	0.009439706802368164	1	1	1	0	0.009439706802368164
396355	mcp2k	0.10323774814605713	1	1	1	0	0.10323774814605713	0.11645400524139404	1	1	1	0	0.11645400524139404
396420	mcp2k	0.040575504302978516	1	1	1	0	0.040575504302978516	0.05051124095916748	1	1	1	0	0.05051124095916748
396551	mcp2k	0.12048816680908203	1	1	1	0	0.12048816680908203	0.1768900454044342	1	1	1	0	0.1768900454044342
396761	mcp2k	0.005433499813079834	0	0	1	5	0.00332564115524292	0.010403931140899658	0	0	1	5	0.008433222770690918
396805	mcp2k	0.9990219473838806	1	1	1	0	0.9990219473838806	0.9995027184486389	1	1	1	0	0.9995027184486389
396816	mcp2k	0.006665468215942383	0	0	0	-1	-9	0.01172858476638794	0	0	0	-1	-9
396829	mcp2k	0.005438506603240967	0	0	0	-1	-9	0.010408997535705566	0	0	0	-1	-9
396882	mcp2k	0.0042313337326049805	0	1	1	3	0.002956688404083252	0.009287834167480469	0	1	1	2	0.00883781909942627
396927	mcp2k	0.9999982118606567	1	1	1	0	0.9999982118606567	0.9999974966049194	1	1	1	0	0.9999974966049194
396971	mcp2k	0.005445003509521484	0	0	0	-1	-9	0.010415613651275635	0	0	1	8	0.010144531726837158
397005	mcp2k	0.5607262253761292	1	1	1	0	0.5607262253761292	0.6074202656745911	1	1	1	0	0.6074202656745911
397103	mcp2k	0.00538712739944458	0	0	0	-1	-9	0.010356664657592773	0	0	0	-1	-9
397190	mcp2k	0.004515647888183594	0	0	0	-1	-9	0.009468436241149902	0	0	0	-1	-9
397379	mcp2k	0.015166878700256348	1	1	1	0	0.015166878700256348	0.022166848182678223	1	1	1	0	0.022166848182678223
397401	mcp2k	0.6809589862823486	1	1	1	0	0.6809589862823486	0.6863141059875488	1	1	1	0	0.6863141059875488
397476	mcp2k	0.009077727794647217	0	1	1	3	0.006254673004150391	0.020090579986572266	0	1	1	2	0.015393316745758057
397487	mcp2k	0.004254341125488281	0	1	1	3	0.0030953288078308105	0.009318947792053223	0	1	1	2	0.00817251205444336
397542	mcp2k	0.005369067192077637	0	1	1	2	0.0034657716751098633	0.010338246822357178	0	1	1	2	0.00852668285369873
397599	mcp2k	0.5876321792602539	1	1	1	0	0.5876321792602539	0.6341594457626343	1	1	1	0	0.6341594457626343
397630	mcp2k	0.014528870582580566	1	1	1	0	0.014528870582580566	0.024109601974487305	1	1	1	0	0.024109601974487305
397722	mcp1k	0.005307257175445557	0	1	1	1	0.0033223628997802734	0.010274946689605713	0	1	1	1	0.008525252342224121
397920	mcp1k	0.7007496356964111	1	1	1	0	0.7007496356964111	0.70125412940979	1	1	1	0	0.70125412940979
397927	mcp2k	0.9331504702568054	1	1	1	0	0.9331504702568054	0.9353125095367432	1	1	1	0	0.9353125095367432
398181	mcp2k	0.9999998807907104	1	1	1	0	0.9999998807907104	0.9999997615814209	1	1	1	0	0.9999997615814209
398260	mcp1k	0.5722963213920593	1	1	1	0	0.5722963213920593	0.6155359148979187	1	1	1	0	0.6155359148979187
398268	mcp2k	0.006436288356781006	1	1	1	0	0.006436288356781006	0.011824727058410645	1	1	1	0	0.011824727058410645
398313	mcp2k	0.005408167839050293	0	0	1	7	0.0028042197227478027	0.010378062725067139	0	0	1	5	0.008095860481262207
398414	mcp1k	0.0036802291870117188	1	1	1	0	0.0036802291870117188	0.008693516254425049	1	1	1	0	0.008693516254425049
399052	mcp1k	0.17364081740379333	1	1	1	0	0.17364081740379333	0.2077859342098236	1	1	1	0	0.2077859342098236
399061	mcp2k	0.005484163761138916	0	0	1	9	0.001996755599975586	0.010455071926116943	0	0	1	9	0.007144272327423096
399118	mcp1k	0.0059549808502197266	0	0	0	-1	-9	0.010686397552490234	0	0	0	-1	-9
399303	mcp2k	0.6934202909469604	1	1	1	0	0.6934202909469604	0.662246584892273	1	1	1	0	0.662246584892273
399328	mcp1k	0.002768099308013916	0	1	1	4	0.00037169456481933594	0.007712900638580322	0	1	1	4	0.005179345607757568
399702	mcp1k	0.0056816935539245605	0	0	0	-1	-9	0.011501312255859375	0	0	0	-1	-9
399856	mcp1k	0.003842175006866455	0	1	1	1	0.003080308437347412	0.008899986743927002	0	1	1	1	0.008493483066558838
399860	ncpi0	0.49165844917297363	1	1	1	0	0.49165844917297363	0.5700898170471191	1	1	1	0	0.5700898170471191
399998	mcp1k	0.005001842975616455	0	1	1	1	0.004612445831298828	0.010302603244781494	0	1	1	1	0.00975048542022705
400029	mcp2k	0.07901215553283691	1	1	1	0	0.07901215553283691	0.09723794460296631	1	1	1	0	0.09723794460296631
400054	mcp1k	0.005358397960662842	0	0	0	-1	-9	0.010327279567718506	0	0	0	-1	-9
400117	mcp2k	0.85859614610672	1	1	1	0	0.85859614610672	0.9418716430664062	1	1	1	0	0.9418716430664062
400185	mcp2k	0.006996095180511475	0	0	0	-1	-9	0.012271404266357422	0	0	0	-1	-9
400251	mcp2k	0.2657105326652527	0	1	1	1	0.20383203029632568	0.32186204195022583	0	1	1	1	0.23795467615127563
400460	mcp1k	0.005563557147979736	1	1	1	0	0.005563557147979736	0.010616660118103027	1	1	1	0	0.010616660118103027
400474	nuecc48	0.9711194038391113	1	1	1	0	0.9711194038391113	0.9756560325622559	1	1	1	0	0.9756560325622559
400504	mcp1k	0.004473984241485596	0	1	1	3	0.003786325454711914	0.009461462497711182	0	1	1	3	0.008916795253753662
400592	mcp1k	0.9258648753166199	1	1	1	0	0.9258648753166199	0.9169648885726929	1	1	1	0	0.9169648885726929
400636	mcp1k	0.0116959810256958	1	1	1	0	0.0116959810256958	0.01873725652694702	1	1	1	0	0.01873725652694702
400779	mcp2k	0.0038638710975646973	0	0	0	-1	-9	0.008949339389801025	0	0	0	-1	-9
400856	mcp1k	0.00446772575378418	0	1	1	1	0.004431962966918945	0.009755074977874756	0	1	1	1	0.009579062461853027
401054	mcp1k	0.005504965782165527	0	0	0	-1	-9	0.01047605276107788	0	0	0	-1	-9
401197	mcp2k	0.005170166492462158	1	1	1	0	0.005170166492462158	0.010077297687530518	0	1	1	1	0.009915649890899658
401241	mcp2k	0.0043753981590271	0	1	1	2	0.002889573574066162	0.00944054126739502	0	1	1	2	0.007929861545562744
401516	mcp1k	0.7989155054092407	1	1	1	0	0.7989155054092407	0.798827588558197	1	1	1	0	0.798827588558197
401626	mcp1k	0.00530850887298584	0	0	0	-1	-9	0.010276257991790771	0	0	0	-1	-9
401780	mcp1k	0.1196972131729126	0	0	1	9	0.004555881023406982	0.1622440218925476	0	0	1	9	0.009652316570281982
402077	mcp2k	0.12931475043296814	1	1	1	0	0.12931475043296814	0.21363699436187744	1	1	1	0	0.21363699436187744
402209	mcp2k	0.995705783367157	1	1	1	0	0.995705783367157	0.9936121106147766	1	1	1	0	0.9936121106147766
402330	mcp1k	0.0052130818367004395	0	1	1	3	0.0029850006103515625	0.010187029838562012	0	1	1	3	0.008041024208068848
402880	mcp1k	0.005483269691467285	0	0	0	-1	-9	0.010454058647155762	0	0	0	-1	-9
403023	mcp2k	0.005444645881652832	0	0	0	-1	-9	0.010415196418762207	0	0	0	-1	-9
403397	mcp2k	0.00554579496383667	1	1	1	0	0.00554579496383667	0.01098489761352539	1	1	1	0	0.01098489761352539
404189	mcp2k	0.6115965843200684	1	1	1	0	0.6115965843200684	0.6586322784423828	1	1	1	0	0.6586322784423828
404244	mcp1k	0.005342543125152588	0	0	0	-1	-9	0.010311007499694824	0	0	0	-1	-9
404684	mcp1k	0.004838287830352783	1	1	1	0	0.004838287830352783	0.009804189205169678	1	1	1	0	0.009804189205169678
405201	mcp2k	1.0	1	1	1	0	1.0	0.9999998807907104	1	1	1	0	0.9999998807907104
405234	mcp1k	0.0040051937103271484	0	0	1	6	0.0022830963134765625	0.008648455142974854	0	0	1	5	0.007432997226715088
405432	mcp1k	0.9938492178916931	1	1	1	0	0.9938492178916931	0.9944995045661926	1	1	1	0	0.9944995045661926
405674	mcp1k	0.9524277448654175	1	1	1	0	0.9524277448654175	0.964894711971283	1	1	1	0	0.964894711971283
405707	mcp2k	0.9497063755989075	1	1	1	0	0.9497063755989075	0.9534135460853577	1	1	1	0	0.9534135460853577
405740	mcp1k	0.005407571792602539	0	1	1	2	0.004377603530883789	0.01037752628326416	0	1	1	2	0.009438872337341309
405927	mcp2k	0.005417287349700928	0	0	0	-1	-9	0.01038748025894165	0	0	1	9	0.008335351943969727
406125	mcp2k	0.006517648696899414	0	0	0	-1	-9	0.011715054512023926	0	0	0	-1	-9
406367	mcp2k	0.00534975528717041	0	0	1	7	0.004153132438659668	0.010318398475646973	0	0	1	7	0.009339094161987305
406631	mcp2k	0.005425214767456055	0	0	1	9	0.004382610321044922	0.010579884052276611	0	0	1	7	0.009470641613006592
406752	mcp1k	0.00342714786529541	0	1	1	2	0.002803206443786621	0.00856250524520874	0	1	1	3	0.00775378942489624
406796	mcp1k	0.005468845367431641	0	0	0	-1	-9	0.010439634323120117	0	0	0	-1	-9
407148	mcp1k	0.9999997615814209	1	1	1	0	0.9999997615814209	0.9999996423721313	1	1	1	0	0.9999996423721313
407280	mcp1k	0.8907445669174194	1	1	1	0	0.8907445669174194	0.9004135131835938	1	1	1	0	0.9004135131835938
407534	mcp2k	0.005419909954071045	0	0	1	6	0.004486262798309326	0.010390102863311768	0	1	1	4	0.010280966758728027
407886	mcp2k	0.009174227714538574	0	0	1	8	0.003300189971923828	0.01516103744506836	0	0	1	8	0.008424043655395508
407918	mcp1k	0.005464375019073486	0	0	0	-1	-9	0.010435402393341064	0	0	0	-1	-9
408326	mcp2k	0.8290435075759888	1	1	1	0	0.8290435075759888	0.8333483338356018	1	1	1	0	0.8333483338356018
408534	mcp1k	0.006183743476867676	1	1	1	0	0.006183743476867676	0.0118943452835083	1	1	1	0	0.0118943452835083
408678	mcp2k	0.00544893741607666	0	0	1	8	0.004077553749084473	0.010419666767120361	0	0	1	6	0.009758234024047852
409052	mcp2k	0.011008203029632568	1	1	1	0	0.011008203029632568	0.017319440841674805	1	1	1	0	0.017319440841674805
409140	mcp2k	0.0347905158996582	0	1	1	1	0.032144010066986084	0.042827486991882324	0	1	1	1	0.0413394570350647
409514	mcp2k	0.016185998916625977	0	1	1	2	0.004376471042633057	0.023116230964660645	0	1	1	2	0.009768784046173096
409546	mcp1k	0.018774569034576416	0	1	1	1	0.009067356586456299	0.024447739124298096	0	1	1	1	0.015614628791809082
409634	mcp1k	0.005454003810882568	0	0	0	-1	-9	0.01042473316192627	0	0	0	-1	-9
409888	mcp2k	0.2833789587020874	0	0	1	5	0.1136506199836731	0.3354831039905548	0	0	1	5	0.1355627179145813
409906	mcp2k	0.005420565605163574	0	0	0	-1	-9	0.010390758514404297	0	0	0	-1	-9
409920	mcp1k	0.00541234016418457	0	0	0	-1	-9	0.010382413864135742	0	0	0	-1	-9
409942	mcp1k	0.9999921917915344	1	1	1	0	0.9999921917915344	0.9999940991401672	1	1	1	0	0.9999940991401672
409964	mcp1k	0.0631948709487915	1	1	1	0	0.0631948709487915	0.07016903162002563	1	1	1	0	0.07016903162002563
410008	mcp1k	0.005649685859680176	0	0	0	-1	-9	0.011718809604644775	0	0	0	-1	-9
410566	mcp2k	0.005510807037353516	0	1	1	4	0.004518270492553711	0.010670721530914307	0	1	1	4	0.009635746479034424
410680	mcp2k	0.820772647857666	1	1	1	0	0.820772647857666	0.8403913378715515	1	1	1	0	0.8403913378715515
410698	mcp2k	0.010063648223876953	1	1	1	0	0.010063648223876953	0.01580369472503662	1	1	1	0	0.01580369472503662
411460	mcp1k	0.005468130111694336	0	1	1	4	0.003294825553894043	0.010438919067382812	0	1	1	4	0.008361399173736572
412208	mcp1k	0.005516529083251953	1	1	1	0	0.005516529083251953	0.012003660202026367	1	1	1	0	0.012003660202026367
412396	mcp2k	0.7615643739700317	1	1	1	0	0.7615643739700317	0.7503958344459534	1	1	1	0	0.7503958344459534
412612	mcp2k	0.0048828125	0	0	1	8	0.0033292174339294434	0.009848415851593018	0	0	1	7	0.008385419845581055
412638	mcp2k	0.0047959089279174805	1	1	1	0	0.0047959089279174805	0.010175764560699463	1	1	1	0	0.010175764560699463
414024	mcp2k	0.005388021469116211	0	0	0	-1	-9	0.010357558727264404	0	0	0	-1	-9
414200	mcp2k	0.7455456256866455	1	1	1	0	0.7455456256866455	0.7697308659553528	1	1	1	0	0.7697308659553528
