evt	sample	CP24_best_dl	CP24_top1	CP24_admit5	CP24_admit10	CP24_target_rank	CP24_target_dl	ft2u_best_dl	ft2u_top1	ft2u_admit5	ft2u_admit10	ft2u_target_rank	ft2u_target_dl
91235	mcp2k	0.6449920535087585	1	1	1	0	0.6449920535087585	0.6352880597114563	1	1	1	0	0.6352880597114563
91367	mcp2k	0.46344271302223206	1	1	1	0	0.46344271302223206	0.5145210027694702	1	1	1	0	0.5145210027694702
91697	mcp2k	0.8421867489814758	1	1	1	0	0.8421867489814758	0.8720519542694092	1	1	1	0	0.8720519542694092
91917	mcp2k	0.3610626459121704	1	1	1	0	0.3610626459121704	0.4049489498138428	1	1	1	0	0.4049489498138428
92134	mcp2k	0.045049071311950684	1	1	1	0	0.045049071311950684	0.05996906757354736	1	1	1	0	0.05996906757354736
92225	mcp2k	0.05151301622390747	0	0	0	-1	-9	0.07280576229095459	0	0	0	-1	-9
92904	mcp2k	0.005238652229309082	0	0	0	-1	-9	0.010213136672973633	0	0	0	-1	-9
92992	mcp2k	0.010415077209472656	0	0	0	-1	-9	0.016649246215820312	0	0	0	-1	-9
93105	mcp2k	0.17449945211410522	1	1	1	0	0.17449945211410522	0.17753082513809204	1	1	1	0	0.17753082513809204
93545	mcp2k	0.005215466022491455	0	1	1	4	0.0012973546981811523	0.010580897331237793	0	1	1	4	0.006546974182128906
93677	mcp2k	0.04215151071548462	1	1	1	0	0.04215151071548462	0.06163984537124634	1	1	1	0	0.06163984537124634
93696	mcp2k	0.6030294895172119	1	1	1	0	0.6030294895172119	0.5960389971733093	1	1	1	0	0.5960389971733093
93776	mcp2k	0.005450427532196045	0	1	1	3	0.004976093769073486	0.0104522705078125	1	1	1	0	0.0104522705078125
94224	mcp2k	0.8123207688331604	1	1	1	0	0.8123207688331604	0.820163369178772	1	1	1	0	0.820163369178772
94293	mcp2k	0.1461883783340454	1	1	1	0	0.1461883783340454	0.17531311511993408	1	1	1	0	0.17531311511993408
94392	mcp2k	0.40412193536758423	1	1	1	0	0.40412193536758423	0.42817574739456177	1	1	1	0	0.42817574739456177
94546	mcp2k	0.007475078105926514	0	0	0	-1	-9	0.013000071048736572	0	0	0	-1	-9
94678	mcp2k	0.06747186183929443	1	1	1	0	0.06747186183929443	0.07757341861724854	1	1	1	0	0.07757341861724854
94942	mcp2k	0.9999861121177673	0	0	1	6	0.3755050301551819	0.9999722242355347	0	0	1	7	0.4154469966888428
95074	mcp2k	0.07392585277557373	1	1	1	0	0.07392585277557373	0.08099442720413208	1	1	1	0	0.08099442720413208
95170	mcp2k	0.012370109558105469	0	0	0	-1	-9	0.01904839277267456	0	0	0	-1	-9
95405	mcp2k	0.37677913904190063	1	1	1	0	0.37677913904190063	0.3942517042160034	1	1	1	0	0.3942517042160034
95412	mcp2k	0.9993302226066589	0	1	1	1	0.15275228023529053	0.9997720718383789	0	1	1	1	0.19837206602096558
95690	mcp2k	0.02263796329498291	1	1	1	0	0.02263796329498291	0.03264278173446655	1	1	1	0	0.03264278173446655
95899	mcp2k	0.024181604385375977	0	1	1	2	0.017018616199493408	0.038870811462402344	0	1	1	2	0.029289186000823975
96306	mcp2k	0.1486215591430664	1	1	1	0	0.1486215591430664	0.18262505531311035	1	1	1	0	0.18262505531311035
96383	mcp2k	0.005444049835205078	0	0	0	-1	-9	0.010414719581604004	0	0	0	-1	-9
97062	mcp2k	0.007181704044342041	0	1	1	4	0.0033235549926757812	0.012341558933258057	0	1	1	4	0.008498549461364746
97084	mcp2k	0.005724430084228516	0	0	0	-1	-9	0.01088649034500122	0	0	0	-1	-9
97231	mcp2k	0.005378305912017822	0	0	0	-1	-9	0.01034766435623169	0	0	0	-1	-9
97260	mcp2k	0.009299933910369873	1	1	1	0	0.009299933910369873	0.01662963628768921	1	1	1	0	0.01662963628768921
98294	mcp2k	0.026631712913513184	0	0	0	-1	-9	0.033707618713378906	0	0	0	-1	-9
98338	mcp2k	0.0054572224617004395	0	1	1	3	0.003578007221221924	0.010428071022033691	0	1	1	3	0.008670151233673096
98353	mcp2k	0.005471348762512207	0	0	0	-1	-9	0.010442137718200684	0	0	0	-1	-9
98470	mcp2k	0.9866859912872314	1	1	1	0	0.9866859912872314	0.9887190461158752	1	1	1	0	0.9887190461158752
98704	mcp2k	0.0021358132362365723	0	1	1	3	0.000467836856842041	0.00744318962097168	0	1	1	1	0.005525708198547363
98778	mcp2k	0.9999992847442627	1	1	1	0	0.9999992847442627	0.9999988675117493	1	1	1	0	0.9999988675117493
98844	mcp2k	0.2793729305267334	1	1	1	0	0.2793729305267334	0.3163178563117981	1	1	1	0	0.3163178563117981
98947	mcp2k	0.9834024310112	1	1	1	0	0.9834024310112	0.9873348474502563	1	1	1	0	0.9873348474502563
99035	mcp2k	0.004869341850280762	0	1	1	3	0.003704249858856201	0.01007235050201416	0	1	1	4	0.008836090564727783
99232	mcp2k	0.014374971389770508	1	1	1	0	0.014374971389770508	0.025550544261932373	1	1	1	0	0.025550544261932373
99716	mcp2k	0.9989849925041199	1	1	1	0	0.9989849925041199	0.9989006519317627	1	1	1	0	0.9989006519317627
99782	mcp2k	0.9951043128967285	1	1	1	0	0.9951043128967285	0.9961928129196167	1	1	1	0	0.9961928129196167
99838	mcp2k	0.3254808783531189	1	1	1	0	0.3254808783531189	0.4031680226325989	1	1	1	0	0.4031680226325989
99959	mcp2k	0.001073300838470459	0	1	1	2	0.00025475025177001953	0.006139397621154785	0	1	1	2	0.004807114601135254
99966	mcp2k	0.005284667015075684	0	1	1	4	0.0029044151306152344	0.010251641273498535	0	1	1	3	0.008363783359527588
100135	mcp2k	0.8237043619155884	1	1	1	0	0.8237043619155884	0.8410813808441162	1	1	1	0	0.8410813808441162
100222	mcp2k	0.7508278489112854	1	1	1	0	0.7508278489112854	0.7533999681472778	1	1	1	0	0.7533999681472778
100245	mcp2k	0.5642409920692444	1	1	1	0	0.5642409920692444	0.5753636360168457	1	1	1	0	0.5753636360168457
100322	mcp2k	0.0033558011054992676	0	1	1	1	0.003194451332092285	0.008507490158081055	1	1	1	0	0.008507490158081055
100420	mcp2k	0.005426287651062012	0	0	1	5	0.003791511058807373	0.01039654016494751	0	0	1	5	0.008916974067687988
100421	mcp2k	0.007735133171081543	1	1	1	0	0.007735133171081543	0.015212416648864746	1	1	1	0	0.015212416648864746
100564	mcp2k	0.9829887747764587	1	1	1	0	0.9829887747764587	0.9877147078514099	1	1	1	0	0.9877147078514099
101004	mcp2k	0.004516780376434326	1	1	1	0	0.004516780376434326	0.00946962833404541	1	1	1	0	0.00946962833404541
101224	mcp2k	0.005439698696136475	0	0	0	-1	-9	0.01041024923324585	0	0	0	-1	-9
101454	mcp2k	0.005478620529174805	0	0	0	-1	-9	0.010449469089508057	0	0	0	-1	-9
101498	mcp2k	0.009032845497131348	0	0	0	-1	-9	0.011931538581848145	0	0	0	-1	-9
101554	mcp2k	0.6023950576782227	1	1	1	0	0.6023950576782227	0.6352726817131042	1	1	1	0	0.6352726817131042
101675	mcp2k	0.9958664178848267	1	1	1	0	0.9958664178848267	0.9954345226287842	1	1	1	0	0.9954345226287842
102247	mcp2k	0.005359292030334473	0	1	1	1	0.003915607929229736	0.010328054428100586	0	1	1	1	0.009009897708892822
102841	mcp2k	0.01343083381652832	1	1	1	0	0.01343083381652832	0.02133411169052124	1	1	1	0	0.02133411169052124
103204	mcp2k	0.8290081024169922	1	1	1	0	0.8290081024169922	0.8300899267196655	1	1	1	0	0.8300899267196655
103391	mcp2k	0.005482792854309082	0	0	0	-1	-9	0.01045370101928711	0	0	0	-1	-9
103798	mcp2k	0.005802929401397705	0	0	0	-1	-9	0.011252343654632568	0	0	0	-1	-9
103952	mcp2k	0.09525185823440552	0	0	0	-1	-9	0.11638975143432617	0	0	0	-1	-9
104216	mcp2k	0.8612543344497681	1	1	1	0	0.8612543344497681	0.8730942606925964	1	1	1	0	0.8730942606925964
104260	mcp2k	0.007760167121887207	1	1	1	0	0.007760167121887207	0.014316976070404053	1	1	1	0	0.014316976070404053
104304	mcp2k	0.0298006534576416	1	1	1	0	0.0298006534576416	0.04540735483169556	1	1	1	0	0.04540735483169556
104920	mcp2k	0.054696083068847656	1	1	1	0	0.054696083068847656	0.08490884304046631	1	1	1	0	0.08490884304046631
105140	mcp2k	0.005406975746154785	0	1	1	3	0.0036025643348693848	0.01037687063217163	0	1	1	3	0.008682966232299805
105316	mcp2k	0.17863595485687256	1	1	1	0	0.17863595485687256	0.317085325717926	1	1	1	0	0.317085325717926
105426	mcp2k	0.00195235013961792	1	1	1	0	0.00195235013961792	0.007225394248962402	1	1	1	0	0.007225394248962402
105492	mcp2k	0.00540316104888916	0	0	0	-1	-9	0.01037299633026123	0	0	0	-1	-9
105946	ncpi0	0.16887032985687256	1	1	1	0	0.16887032985687256	0.18559876084327698	1	1	1	0	0.18559876084327698
111412	nuecc48	0.009379565715789795	0	0	0	-1	-9	0.015127301216125488	0	0	0	-1	-9
114446	ncpi0	0.0053171515464782715	0	0	0	-1	-9	0.010284960269927979	0	0	0	-1	-9
122660	nuecc48	0.9997704029083252	0	1	1	1	0.8097544312477112	0.9996700286865234	0	1	1	1	0.8431158065795898
131357	nuecc48	0.9253593683242798	1	1	1	0	0.9253593683242798	0.9370520710945129	1	1	1	0	0.9370520710945129
137238	nuecc48	0.20969367027282715	1	1	1	0	0.20969367027282715	0.2251853048801422	1	1	1	0	0.2251853048801422
138009	nuecc48	0.573090136051178	1	1	1	0	0.573090136051178	0.6137232780456543	1	1	1	0	0.6137232780456543
142421	ncpi0	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
156093	mcp2k	0.10201859474182129	1	1	1	0	0.10201859474182129	0.10915881395339966	1	1	1	0	0.10915881395339966
157281	mcp2k	0.0045198798179626465	0	0	1	7	0.003430187702178955	0.0096016526222229	0	0	1	7	0.00848078727722168
158227	mcp2k	0.01148766279220581	1	1	1	0	0.01148766279220581	0.016315162181854248	1	1	1	0	0.016315162181854248
159569	mcp2k	0.8482940793037415	1	1	1	0	0.8482940793037415	0.8809312582015991	1	1	1	0	0.8809312582015991
161043	mcp2k	0.0054610371589660645	0	0	0	-1	-9	0.01060330867767334	0	0	0	-1	-9
162143	mcp2k	0.48019328713417053	1	1	1	0	0.48019328713417053	0.49503293633461	1	1	1	0	0.49503293633461
163309	mcp2k	0.01818084716796875	1	1	1	0	0.01818084716796875	0.02846163511276245	1	1	1	0	0.02846163511276245
163543	nuecc48	0.021732330322265625	0	0	0	-1	-9	0.028042733669281006	0	0	0	-1	-9
163771	mcp2k	0.005369603633880615	0	1	1	3	0.003841400146484375	0.010338783264160156	0	1	1	4	0.00894254446029663
164475	mcp2k	0.9545984268188477	1	1	1	0	0.9545984268188477	0.958979070186615	1	1	1	0	0.958979070186615
165544	mcp2k	0.0054547786712646484	0	0	0	-1	-9	0.010425567626953125	0	0	0	-1	-9
165767	mcp2k	0.08703505992889404	0	0	0	-1	-9	0.11520224809646606	0	0	0	-1	-9
166006	mcp2k	0.9455669522285461	1	1	1	0	0.9455669522285461	0.9548954367637634	1	1	1	0	0.9548954367637634
166050	mcp2k	0.005459189414978027	0	0	0	-1	-9	0.010456681251525879	0	0	0	-1	-9
166295	mcp2k	0.011501789093017578	0	0	0	-1	-9	0.017205893993377686	0	0	0	-1	-9
166738	mcp1k	0.7980029582977295	1	1	1	0	0.7980029582977295	0.784582257270813	1	1	1	0	0.784582257270813
166804	mcp1k	0.005404233932495117	0	0	1	6	0.00025475025177001953	0.010374069213867188	0	0	1	6	0.005191683769226074
166870	mcp1k	0.005281984806060791	0	0	0	-1	-9	0.010249018669128418	0	0	0	-1	-9
166996	mcp2k	0.005470454692840576	0	0	1	5	0.004247605800628662	0.010441243648529053	0	0	1	5	0.009331166744232178
167112	mcp1k	0.8889678716659546	1	1	1	0	0.8889678716659546	0.9113253355026245	1	1	1	0	0.9113253355026245
167351	mcp2k	0.005961358547210693	0	0	0	-1	-9	0.01132732629776001	0	0	0	-1	-9
167684	mcp1k	0.0032251477241516113	1	1	1	0	0.0032251477241516113	0.008389830589294434	1	1	1	0	0.008389830589294434
167744	mcp2k	0.005576133728027344	0	0	0	-1	-9	0.010622918605804443	0	0	0	-1	-9
168209	mcp2k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
168432	mcp1k	0.006200075149536133	0	0	0	-1	-9	0.011374890804290771	0	0	0	-1	-9
168448	mcp2k	0.7682374715805054	1	1	1	0	0.7682374715805054	0.7563689947128296	1	1	1	0	0.7563689947128296
168526	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
168596	nuecc48	0.9999675154685974	1	1	1	0	0.9999675154685974	0.999950647354126	1	1	1	0	0.999950647354126
168614	mcp1k	0.005427896976470947	0	1	1	2	0.004306375980377197	0.010398268699645996	0	1	1	2	0.009512126445770264
168658	mcp1k	0.005383551120758057	0	0	1	6	0.003922641277313232	0.0103529691696167	0	0	1	7	0.008929908275604248
168869	mcp2k	0.005504965782165527	0	0	0	-1	-9	0.01047605276107788	0	0	0	-1	-9
169067	mcp2k	0.06957453489303589	1	1	1	0	0.06957453489303589	0.0831763744354248	1	1	1	0	0.0831763744354248
169152	mcp2k	0.29107335209846497	0	0	0	-1	-9	0.35837748646736145	0	0	0	-1	-9
169221	mcp2k	0.022755146026611328	1	1	1	0	0.022755146026611328	0.03459930419921875	1	1	1	0	0.03459930419921875
169240	mcp2k	0.004336535930633545	0	1	1	1	0.004189014434814453	0.009393095970153809	0	1	1	1	0.009282231330871582
169356	mcp1k	0.9954258799552917	1	1	1	0	0.9954258799552917	0.9966487288475037	1	1	1	0	0.9966487288475037
169488	mcp1k	0.01603555679321289	1	1	1	0	0.01603555679321289	0.017873406410217285	0	1	1	1	0.016880273818969727
169598	mcp1k	0.005272865295410156	0	1	1	2	0.00487905740737915	0.010239779949188232	0	1	1	2	0.009941458702087402
169620	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
169626	mcp1k	0.005476593971252441	0	0	1	9	0.0047664642333984375	0.010447442531585693	0	0	1	9	0.010030090808868408
169658	mcp2k	0.8563451766967773	1	1	1	0	0.8563451766967773	0.8596405982971191	1	1	1	0	0.8596405982971191
169724	mcp2k	0.005563318729400635	0	0	1	6	0.003709077835083008	0.01076364517211914	0	0	1	6	0.009410381317138672
169774	mcp1k	0.0053539276123046875	0	0	1	7	0.0033516883850097656	0.010322630405426025	0	0	1	7	0.008507847785949707
169793	mcp2k	0.9912405610084534	1	1	1	0	0.9912405610084534	0.9901481866836548	1	1	1	0	0.9901481866836548
169824	mcp1k	0.20923060178756714	1	1	1	0	0.20923060178756714	0.2787545323371887	1	1	1	0	0.2787545323371887
169846	mcp1k	0.005373656749725342	0	0	0	-1	-9	0.010342955589294434	0	0	0	-1	-9
169890	mcp1k	0.044336557388305664	1	1	1	0	0.044336557388305664	0.051499903202056885	1	1	1	0	0.051499903202056885
170076	mcp2k	0.00734102725982666	1	1	1	0	0.00734102725982666	0.013705253601074219	1	1	1	0	0.013705253601074219
170098	mcp2k	0.9685863852500916	1	1	1	0	0.9685863852500916	0.9686447381973267	1	1	1	0	0.9686447381973267
170274	mcp2k	0.00540846586227417	0	0	0	-1	-9	0.010378360748291016	0	0	0	-1	-9
170326	mcp2k	0.018894672393798828	0	0	0	-1	-9	0.024538099765777588	0	0	0	-1	-9
170365	mcp2k	0.2564721405506134	1	1	1	0	0.2564721405506134	0.37769997119903564	1	1	1	0	0.37769997119903564
170428	mcp2k	0.14676225185394287	1	1	1	0	0.14676225185394287	0.20049989223480225	1	1	1	0	0.20049989223480225
170585	mcp2k	0.03565496206283569	1	1	1	0	0.03565496206283569	0.046709299087524414	1	1	1	0	0.046709299087524414
170761	mcp2k	0.9971765279769897	1	1	1	0	0.9971765279769897	0.998542308807373	1	1	1	0	0.998542308807373
170808	mcp1k	0.010640144348144531	1	1	1	0	0.010640144348144531	0.01920938491821289	1	1	1	0	0.01920938491821289
170814	mcp1k	0.0048670172691345215	0	1	1	3	0.004712164402008057	0.009989619255065918	0	1	1	4	0.009793102741241455
170880	mcp1k	0.005392313003540039	0	0	0	-1	-9	0.010361909866333008	0	0	0	-1	-9
170924	mcp1k	0.005542337894439697	1	1	1	0	0.005542337894439697	0.011557817459106445	1	1	1	0	0.011557817459106445
171143	mcp2k	0.7527744770050049	1	1	1	0	0.7527744770050049	0.76454097032547	1	1	1	0	0.76454097032547
171352	mcp2k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
171358	mcp1k	0.0061702728271484375	0	1	1	1	0.005329012870788574	0.010859668254852295	0	1	1	1	0.010606110095977783
171528	mcp2k	0.0054166316986083984	0	1	1	3	0.005008280277252197	0.010386765003204346	0	1	1	3	0.009977161884307861
171572	mcp2k	0.7659989595413208	1	1	1	0	0.7659989595413208	0.7417356967926025	1	1	1	0	0.7417356967926025
171600	mcp1k	0.005482017993927002	0	0	0	-1	-9	0.010452985763549805	0	0	0	-1	-9
171729	mcp2k	0.9951369166374207	1	1	1	0	0.9951369166374207	0.9944555163383484	1	1	1	0	0.9944555163383484
171866	mcp2k	0.984972357749939	1	1	1	0	0.984972357749939	0.9819307327270508	1	1	1	0	0.9819307327270508
171892	mcp1k	0.0054610371589660645	0	1	1	2	0.00270998477935791	0.010432004928588867	0	1	1	2	0.0076462626457214355
172020	mcp2k	0.13441264629364014	1	1	1	0	0.13441264629364014	0.20169860124588013	1	1	1	0	0.20169860124588013
172090	mcp1k	0.0049741268157958984	1	1	1	0	0.0049741268157958984	0.010104477405548096	1	1	1	0	0.010104477405548096
172177	mcp2k	0.00874185562133789	0	1	1	1	0.006750345230102539	0.014110147953033447	0	1	1	1	0.011227548122406006
172230	nuecc48	0.8333885073661804	1	1	1	0	0.8333885073661804	0.8243630528450012	1	1	1	0	0.8243630528450012
172266	mcp1k	0.00938183069229126	0	0	1	8	0.0051413774490356445	0.015824198722839355	0	1	1	1	0.011857569217681885
172344	mcp2k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
172617	mcp2k	0.707331657409668	1	1	1	0	0.707331657409668	0.694743812084198	1	1	1	0	0.694743812084198
172656	mcp1k	0.0055558085441589355	0	0	0	-1	-9	0.010661959648132324	0	0	0	-1	-9
172762	mcp2k	0.004874706268310547	1	1	1	0	0.004874706268310547	0.01007223129272461	1	1	1	0	0.01007223129272461
172788	mcp1k	0.0051724910736083984	0	1	1	3	0.004692375659942627	0.010202884674072266	0	1	1	2	0.00992119312286377
172794	mcp1k	0.40137356519699097	1	1	1	0	0.40137356519699097	0.45648396015167236	1	1	1	0	0.45648396015167236
172850	mcp2k	0.8147251009941101	1	1	1	0	0.8147251009941101	0.8220824003219604	1	1	1	0	0.8220824003219604
172942	mcp1k	0.0054711103439331055	0	0	0	-1	-9	0.010441899299621582	0	0	0	-1	-9
173049	mcp2k	0.0054972171783447266	1	1	1	0	0.0054972171783447266	0.012799620628356934	1	1	1	0	0.012799620628356934
173058	mcp1k	0.005462169647216797	0	0	0	-1	-9	0.010433077812194824	0	0	0	-1	-9
173093	mcp2k	0.0054389238357543945	0	0	0	-1	-9	0.01040947437286377	0	0	0	-1	-9
173108	mcp2k	0.07904607057571411	1	1	1	0	0.07904607057571411	0.11433166265487671	1	1	1	0	0.11433166265487671
173146	mcp1k	0.890938937664032	1	1	1	0	0.890938937664032	0.8880873918533325	1	1	1	0	0.8880873918533325
173234	mcp1k	0.005472064018249512	0	1	1	2	0.0051152706146240234	0.010442912578582764	0	1	1	2	0.01008760929107666
173340	mcp2k	0.018688738346099854	1	1	1	0	0.018688738346099854	0.02861696481704712	1	1	1	0	0.02861696481704712
173498	mcp1k	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
173585	mcp2k	0.005469143390655518	0	0	1	9	0.0021116137504577637	0.010439872741699219	0	0	0	-1	-9
173620	mcp2k	0.006421923637390137	0	0	0	-1	-9	0.011886894702911377	0	0	0	-1	-9
173819	mcp2k	0.9480867385864258	1	1	1	0	0.9480867385864258	0.9833161234855652	1	1	1	0	0.9833161234855652
173912	mcp2k	0.01154094934463501	0	0	0	-1	-9	0.01719421148300171	0	0	1	5	0.009705781936645508
174114	mcp1k	0.005480051040649414	0	0	0	-1	-9	0.010450899600982666	0	0	1	7	0.007902324199676514
174224	mcp1k	0.5482778549194336	1	1	1	0	0.5482778549194336	0.580775260925293	1	1	1	0	0.580775260925293
174311	mcp2k	0.014937758445739746	0	1	1	2	0.005152463912963867	0.02075403928756714	0	1	1	1	0.013475298881530762
174352	mcp2k	0.005772233009338379	0	0	1	7	0.004099726676940918	0.010845839977264404	0	0	1	5	0.00947558879852295
174576	mcp1k	0.005297720432281494	0	0	1	9	0.003898799419403076	0.010264754295349121	0	0	1	9	0.008987903594970703
174637	nuecc48	0.997495710849762	1	1	1	0	0.997495710849762	0.9985907077789307	1	1	1	0	0.9985907077789307
174661	mcp2k	0.8416417837142944	1	1	1	0	0.8416417837142944	0.8409972786903381	1	1	1	0	0.8409972786903381
174752	mcp1k	0.0053781867027282715	0	0	0	-1	-9	0.010347485542297363	0	0	0	-1	-9
174771	mcp2k	0.9579690098762512	0	1	1	2	0.9104923009872437	0.965027391910553	0	1	1	2	0.9198641777038574
174795	mcp2k	0.005337655544281006	0	1	1	1	0.00464552640914917	0.010305941104888916	0	1	1	1	0.00997251272201538
174896	mcp2k	0.013383865356445312	1	1	1	0	0.013383865356445312	0.023504912853240967	1	1	1	0	0.023504912853240967
174928	mcp1k	0.9476503729820251	1	1	1	0	0.9476503729820251	0.9455512762069702	1	1	1	0	0.9455512762069702
174993	mcp2k	0.005438506603240967	0	1	1	1	0.004122257232666016	0.010576069355010986	0	1	1	1	0.009247422218322754
175016	mcp1k	0.017130613327026367	1	1	1	0	0.017130613327026367	0.019570648670196533	1	1	1	0	0.019570648670196533
175057	mcp2k	0.9999924898147583	1	1	1	0	0.9999924898147583	0.9999967813491821	1	1	1	0	0.9999967813491821
175094	mcp2k	0.005481243133544922	0	0	1	5	0.004346072673797607	0.010569214820861816	0	0	1	5	0.009460806846618652
175117	mcp2k	0.008145630359649658	1	1	1	0	0.008145630359649658	0.013251960277557373	1	1	1	0	0.013251960277557373
175808	mcp1k	0.015961885452270508	1	1	1	0	0.015961885452270508	0.032386720180511475	1	1	1	0	0.032386720180511475
175814	mcp2k	0.9917669296264648	1	1	1	0	0.9917669296264648	0.993522584438324	1	1	1	0	0.993522584438324
175896	mcp1k	0.00984722375869751	1	1	1	0	0.00984722375869751	0.016958177089691162	1	1	1	0	0.016958177089691162
175952	mcp2k	0.9671268463134766	1	1	1	0	0.9671268463134766	0.9763209223747253	1	1	1	0	0.9763209223747253
176150	mcp2k	0.9792885184288025	1	1	1	0	0.9792885184288025	0.9769924879074097	1	1	1	0	0.9769924879074097
176502	mcp2k	0.43547970056533813	0	0	0	-1	-9	0.44752103090286255	0	0	0	-1	-9
176533	mcp2k	0.10445016622543335	1	1	1	0	0.10445016622543335	0.13298243284225464	1	1	1	0	0.13298243284225464
176810	mcp2k	0.0030219554901123047	1	1	1	0	0.0030219554901123047	0.008249223232269287	1	1	1	0	0.008249223232269287
176948	mcp2k	0.04648947715759277	1	1	1	0	0.04648947715759277	0.057231783866882324	1	1	1	0	0.057231783866882324
176986	mcp2k	0.00544583797454834	0	0	1	8	0.0047318339347839355	0.01041644811630249	0	0	1	9	0.009691119194030762
177068	mcp2k	0.005376875400543213	0	0	0	-1	-9	0.010396718978881836	0	0	0	-1	-9
177149	mcp2k	0.11457383632659912	1	1	1	0	0.11457383632659912	0.15922921895980835	1	1	1	0	0.15922921895980835
177178	mcp2k	0.0028424859046936035	0	0	1	9	0.0017592310905456543	0.007840454578399658	0	0	0	-1	-9
177360	mcp2k	0.0034176111221313477	1	1	1	0	0.0034176111221313477	0.008779764175415039	1	1	1	0	0.008779764175415039
177521	mcp2k	0.0054482221603393555	0	0	0	-1	-9	0.010418951511383057	0	0	0	-1	-9
177536	mcp2k	0.9798934459686279	1	1	1	0	0.9798934459686279	0.9853944778442383	1	1	1	0	0.9853944778442383
177939	mcp2k	0.0025559663772583008	0	1	1	3	0.0020315051078796387	0.007494151592254639	0	1	1	1	0.007323324680328369
177961	mcp2k	0.005759000778198242	0	0	1	5	0.0023137927055358887	0.010731399059295654	0	0	1	5	0.007436573505401611
178225	mcp2k	0.005410313606262207	0	0	0	-1	-9	0.010380327701568604	0	0	0	-1	-9
178350	mcp2k	0.12176358699798584	1	1	1	0	0.12176358699798584	0.15781044960021973	1	1	1	0	0.15781044960021973
178388	mcp2k	0.005396246910095215	0	1	1	2	0.0039010047912597656	0.010365903377532959	0	1	1	1	0.009037673473358154
178535	mcp2k	0.0032625794410705566	0	0	1	6	0.0023099780082702637	0.0084342360496521	0	0	1	6	0.007293522357940674
178570	mcp2k	0.997403621673584	1	1	1	0	0.997403621673584	0.9979044795036316	1	1	1	0	0.9979044795036316
178645	mcp2k	0.004006862640380859	0	0	1	9	0.0029254555702209473	0.009189784526824951	0	0	1	8	0.008115708827972412
178865	mcp2k	0.003156602382659912	0	0	1	5	0.002283811569213867	0.008255243301391602	0	0	1	5	0.007344543933868408
178885	mcp2k	0.005462527275085449	0	0	0	-1	-9	0.010433495044708252	0	0	0	-1	-9
179048	mcp2k	0.005502581596374512	0	0	1	9	0.0028423666954040527	0.010473787784576416	0	0	0	-1	-9
179054	mcp2k	0.9999971985816956	1	1	1	0	0.9999971985816956	0.9999953508377075	1	1	1	0	0.9999953508377075
179246	mcp2k	0.01749342679977417	0	0	0	-1	-9	0.02413231134414673	0	0	0	-1	-9
179369	mcp2k	0.005557417869567871	0	0	0	-1	-9	0.010796964168548584	0	0	0	-1	-9
179604	mcp2k	0.04624748229980469	1	1	1	0	0.04624748229980469	0.05813789367675781	1	1	1	0	0.05813789367675781
179611	mcp2k	0.5241982936859131	1	1	1	0	0.5241982936859131	0.5345665216445923	1	1	1	0	0.5345665216445923
179752	mcp2k	0.9999502897262573	1	1	1	0	0.9999502897262573	0.9999772310256958	1	1	1	0	0.9999772310256958
179765	mcp2k	0.9973686933517456	1	1	1	0	0.9973686933517456	0.9983838200569153	1	1	1	0	0.9983838200569153
179897	mcp2k	0.024613380432128906	1	1	1	0	0.024613380432128906	0.03406870365142822	1	1	1	0	0.03406870365142822
179912	mcp2k	0.006645083427429199	0	1	1	1	0.005962729454040527	0.012169241905212402	0	1	1	1	0.01141512393951416
180117	mcp2k	0.7155037522315979	1	1	1	0	0.7155037522315979	0.7509499788284302	1	1	1	0	0.7509499788284302
180544	mcp2k	0.008412063121795654	0	0	0	-1	-9	0.013122498989105225	0	0	0	-1	-9
180645	mcp2k	0.5358564853668213	1	1	1	0	0.5358564853668213	0.5809475779533386	0	1	1	1	0.546015739440918
180698	mcp2k	0.005504965782165527	0	0	0	-1	-9	0.01047605276107788	0	0	0	-1	-9
180801	ncpi0	0.005896389484405518	0	1	1	1	0.005604088306427002	0.011518537998199463	1	1	1	0	0.011518537998199463
196649	nuecc48	0.8154485821723938	1	1	1	0	0.8154485821723938	0.7952594757080078	1	1	1	0	0.7952594757080078
214469	nuecc48	0.9245499968528748	1	1	1	0	0.9245499968528748	0.9127898216247559	1	1	1	0	0.9127898216247559
219295	nuecc48	0.9832984209060669	1	1	1	0	0.9832984209060669	0.9862119555473328	1	1	1	0	0.9862119555473328
234638	nuecc48	0.8620638847351074	1	1	1	0	0.8620638847351074	0.879253625869751	1	1	1	0	0.879253625869751
235435	nuecc48	0.010932087898254395	0	0	1	7	0.0041612982749938965	0.01569998264312744	0	0	1	6	0.009399473667144775
236610	mcp2k	0.0036385655403137207	1	1	1	0	0.0036385655403137207	0.008666932582855225	1	1	1	0	0.008666932582855225
