sample	run	subrun	event	classes	enu_a	enu_b	denu	numu_a	numu_b	nue_a	nue_b	vtx_move_cm	label_a	label_b	eval_a	eval_b	rc_a	rc_b	nuefill_a	nuefill_b
nuecc48	18255	1	350186	nue						4.300936	10.86051									
mcp2k	18259	1	165157	nue						-4.300936	-10.778686									
nuecc48	18255	1	269774	nue						4.300936	10.774608									
mcp2k	18255	1	69232	nue						-4.300936	-10.683099									
nuecc48	18255	1	433451	nue						4.300936	10.534106									
mcp1k	18255	1	282979	nue						-4.300936	-10.379787									
nuecc48	18409	1	214469	nue						4.300936	10.362848									
nuecc48	18255	1	268067	nue						4.300936	10.190249									
mcp2k	18255	1	52044	nue						-4.300936	-10.112187									
mcp2k	18255	1	280159	nue						-4.300936	-10.082277									
nuecc48	18255	1	174637	nue						4.300936	10.029335									
mcp2k	18255	1	323917	nue						-4.300936	-10.021889									
mcp2k	18255	1	475778	nue						-4.300936	-10.007601									
mcp2k	18259	1	94392	nue						-4.300936	-9.882241									
mcp2k	18255	1	408678	nue						-4.300936	-9.857114									
mcp2k	18255	1	53793	enu,numu	876.806	1422.748	545.942	3.854006	4.7431765											
nuecc48	18306	1	256587	nue						4.300936	9.733137									
mcp2k	18259	1	171143	nue						-4.300936	-9.639809									
nuecc48	18255	1	46363	nue						4.300936	9.544592									
nuecc48	18255	1	90055	nue						4.300936	9.512311									
nuecc48	18255	1	219295	nue						4.300936	9.435895									
mcp2k	18255	1	294174	nue						-4.300936	-9.354037									
mcp2k	18255	1	403309	nue						-4.300936	-9.297911									
mcp2k	18255	1	94224	nue						-4.300936	-9.233521									
mcp2k	18255	1	75954	nue						4.300936	9.174497									
mcp1k	18255	1	288287	enu,numu	1053.3767	1538.6306	485.254	2.4320798	4.785039											
mcp2k	18259	1	53130	nue						-4.300936	-9.101214									
mcp2k	18255	1	71642	nue						-4.300936	-9.0711775									
mcp2k	18255	1	500083	nue						-4.300936	-8.84104									
mcp2k	18259	1	179369	nue						-4.300936	-8.718431									
mcp2k	18255	1	348594	nue						-4.300936	-8.627958									
nuecc48	18259	1	116962	nue						-4.300936	-8.406496									
mcp2k	18259	1	242814	nue						-4.300936	-8.318416									
mcp2k	18255	1	390942	nue						-4.300936	-8.160653									
nuecc48	18255	1	268784	nue						4.300936	8.158833									
mcp2k	18255	1	289508	nue						-4.300936	-8.132086									
mcp1k	18255	1	281214	enu	882.2168	499.43365	-382.783													
nuecc48	18255	1	437699	nue						4.300936	7.863164									
nuecc48	18255	1	360535	nue						4.300936	7.792774									
nuecc48	18255	1	168596	nue						4.300936	7.758184									
mcp1k	18259	1	168432	nue						-4.300936	-7.7535224									
mcp2k	18255	1	282067	nue						-4.300936	-7.7235627									
mcp2k	18255	1	52693	nue						-4.300936	-7.434551									
mcp1k	18255	1	286655	nue						-4.300936	-7.362911									
mcp2k	18255	1	69254	nue						-4.300936	-7.3511434									
mcp2k	18255	1	392669	numu				1.8462458	4.5070553											
mcp1k	18255	1	61843	nue						-4.300936	-6.875447									
mcp2k	18255	1	321169	nue						-4.300936	-6.8186836									
mcp1k	18255	1	489327	nue,numu				4.301008	4.857692	-4.300936	-6.73631									
mcp1k	18255	1	286681	enu,numu	1814.9766	2054.1357	239.159	0.7851239	0.5309852											
nuecc48	18255	1	271851	nue						4.300936	6.6347213									
mcp2k	18255	1	76350	nue						-4.300936	-6.57956									
mcp2k	18255	1	395209	numu				4.301008	6.480863											
mcp2k	18255	1	394167	nue						4.300936	6.4667454									
mcp2k	18255	1	275231	numu				4.301008	6.46356											
mcp2k	18255	1	407798	numu				2.9287446	0.79712325											
mcp2k	18255	1	73336	nue						-4.300936	-6.419384									
mcp1k	18255	1	64409	nue						4.300936	6.3431125									
nuecc48	18255	1	138009	nue						4.300936	6.319798									
mcp1k	18255	1	284769	numu				4.301008	6.225754											
mcp1k	18259	1	169824	numu				4.301008	6.187283											
mcp1k	18255	1	287555	enu,numu	1266.5186	1183.7474	-82.771	0.6927174	2.5553665											
mcp2k	18255	1	473952	numu				1.2546499	3.0341115											
mcp2k	18255	1	75554	enu,numu	888.4804	1048.438	159.958	-0.7463909	-0.34075895											
mcp2k	18259	1	175814	numu				4.301008	5.820581											
mcp1k	18255	1	55627	numu				4.301008	5.805475											
mcp2k	18259	1	177536	enu,numu	1073.4031	1221.3501	147.947	2.4027429	3.306336											
mcp1k	18255	1	353223	nue						-4.300936	-5.7740445									
mcp2k	18255	1	347890	enu,numu	777.45044	632.3581	-145.092	-0.07634938	0.24375924											
mcp2k	18255	1	66366	numu				4.301008	5.750969											
mcp1k	18255	1	315497	numu				2.3810687	3.8072202											
mcp2k	18259	1	162143	numu				4.301008	5.7210555											
mcp2k	18259	1	243628	enu,numu	1124.0201	1264.4808	140.461	0.77519405	0.7116605											
nuecc48	18253	1	444187	nue						4.300936	5.691066									
mcp2k	18259	1	172344	nue						-4.300936	-5.6818967									
mcp2k	18255	1	55278	enu,numu	548.2572	685.10754	136.850	0.10644627	0.25241902											
mcp2k	18255	1	409140	nue						-4.300936	-5.6340756									
mcp2k	18255	1	275011	nue						-4.300936	-5.5822716									
mcp2k	18255	1	76038	numu				4.301008	5.5551214											
mcp2k	18259	1	51722	nue						-4.300936	-5.4863954									
mcp2k	18255	1	347824	nue						-4.300936	-5.466508									
mcp2k	18255	1	78032	numu				4.301008	5.463772											
mcp2k	18255	1	400117	numu				4.301008	5.4589505											
mcp2k	18255	1	409888	numu				4.301008	5.4442782											
mcp2k	18255	1	51890	numu				4.301008	5.4300523											
mcp1k	18255	1	292384	numu				4.301008	5.4235516											
mcp1k	18255	1	55595	enu,numu	838.03094	730.46936	-107.562	1.2375361	1.8503748											
mcp1k	18255	1	388026	numu				4.301008	5.36399											
mcp2k	18255	1	76170	numu				4.301008	5.344948											
mcp1k	18255	1	286191	enu,numu	401.54645	502.77405	101.228	2.415968	2.739502											
mcp2k	18259	1	178885	enu,numu	532.31104	631.1377	98.827	-0.5192566	-0.36311823											
mcp2k	18255	1	398181	numu				3.0399053	4.015106											
mcp2k	18259	1	168448	numu				0.775603	1.7386458											
mcp1k	18255	1	58755	nue						-4.300936	-5.2383785									
mcp1k	18255	1	400592	numu				4.301008	5.2236605											
mcp2k	18255	1	82322	numu				4.301008	5.21714											
mcp2k	18259	1	175057	numu				4.301008	5.209902											
mcp1k	18259	1	172942	nue						-4.300936	-5.2009215									
mcp1k	18255	1	285929	numu				4.301008	5.1812463											
mcp2k	18255	1	77978	enu,numu	532.3418	617.69244	85.351	0.13212013	0.74461436											
mcp2k	18255	1	406147	numu				4.301008	5.152449											
mcp2k	18255	1	393538	enu,numu	963.39325	1047.6063	84.213	4.301008	5.1398425											
mcp2k	18259	1	159569	enu	652.8877	736.1427	83.255													
mcp2k	18255	1	66872	enu,numu	439.29993	520.45233	81.152	0.9450559	1.0094956											
mcp2k	18259	1	179604	numu				4.301008	5.104601											
mcp2k	18255	1	99563	numu				-4.301008	-5.0983915											
mcp2k	18259	1	180698	numu				-4.301008	-5.0782146											
mcp2k	18255	1	75377	numu				4.301008	5.0719047											
mcp2k	18255	1	347384	numu				4.301008	5.068445											
mcp2k	18255	1	319475	enu,numu	764.849	839.9866	75.138	-0.11761002	-0.21893616											
mcp2k	18255	1	98778	numu				4.301008	5.048703											
mcp2k	18255	1	69152	numu				4.301008	5.046215											
mcp1k	18255	1	292533	numu				4.301008	5.043678											
mcp2k	18255	1	70912	numu				4.301008	5.0350003											
mcp2k	18255	1	74336	enu,numu	624.77936	697.81445	73.035	-0.14778662	-0.08528195											
mcp2k	18255	1	398567	numu				4.301008	5.026759											
mcp2k	18255	1	397379	numu				4.301008	5.022257											
mcp1k	18255	1	282072	numu				4.301008	5.0200634											
mcp1k	18259	1	172794	numu				1.8675599	2.5618074											
mcp2k	18259	1	99716	numu				4.301008	4.988582											
mcp2k	18255	1	284866	numu				4.301008	4.9867496											
mcp2k	18255	1	408326	numu				4.301008	4.9818306											
mcp2k	18255	1	69144	numu				4.301008	4.979033											
mcp1k	18255	1	321767	numu				3.1378593	3.814725											
mcp2k	18255	1	97260	numu				4.301008	4.952215											
mcp1k	18255	1	290729	enu,numu	578.1945	513.9813	-64.213	2.0589561	2.1432753											
mcp2k	18255	1	478880	enu,numu	1017.767	953.5762	-64.191	1.193491	1.66737											
mcp2k	18255	1	323125	nue						-4.300936	-4.9428425									
mcp1k	18255	1	405674	numu				4.301008	4.9240913											
mcp2k	18259	1	174164	numu				4.301008	4.907219											
mcp1k	18255	1	280972	numu				4.301008	4.9017596											
mcp2k	18255	1	101675	enu,numu	844.63196	904.67175	60.040	1.3316166	1.4972695											
mcp2k	18259	1	178841	numu				4.301008	4.8998604											
mcp1k	18255	1	282217	numu				4.301008	4.886215											
mcp2k	18259	1	94942	numu				4.301008	4.885411											
mcp1k	18255	1	281595	enu	1086.6995	1145.1163	58.417													
mcp2k	18259	1	48774	numu				4.301008	4.879018											
mcp2k	18255	1	405201	numu				3.487196	4.0540347											
mcp2k	18255	1	287926	numu				4.301008	4.856323											
mcp2k	18259	1	173585	numu				4.301008	4.8547854											
mcp2k	18259	1	180117	numu				4.301008	4.8532805											
mcp1k	18255	1	313847	enu,numu	1057.0085	1111.663	54.655	3.4942017	3.377704											
mcp1k	18255	1	288327	enu	522.7613	469.2777	-53.484													
mcp2k	18255	1	56939	numu				4.301008	4.817776											
mcp2k	18255	1	395695	enu,numu	869.5201	920.3808	50.861	3.217063	3.129977											
mcp2k	18255	1	77702	numu				4.301008	4.7822485											
mcp2k	18255	1	290718	numu				4.301008	4.7814665											
mcp2k	18255	1	70186	numu				4.301008	4.760579											
nuecc48	18255	1	389538	numu				4.301008	4.7597985											
mcp1k	18255	1	353751	numu				4.301008	4.749773											
mcp2k	18255	1	393485	numu				4.301008	4.734653											
mcp2k	18255	1	72940	numu				4.301008	4.727996											
mcp2k	18255	1	288012	numu				4.301008	4.7211766											
mcp1k	18255	1	293149	nue						-4.300936	-4.7144084									
mcp1k	18255	1	350121	numu				4.301008	4.7009974											
mcp2k	18259	1	48488	numu				4.301008	4.68775											
mcp2k	18255	1	399303	numu				4.301008	4.678638											
mcp1k	18255	1	56463	numu				4.301008	4.675054											
mcp2k	18255	1	72055	numu				4.301008	4.6734056											
mcp2k	18259	1	176502	nue						4.300936	4.66289									
mcp1k	18259	1	174224	numu				4.301008	4.6401515											
mcp1k	18259	1	171600	numu				4.301008	4.6363935											
mcp1k	18255	1	61579	numu				4.301008	4.6272545											
mcp1k	18255	1	52085	numu				4.301008	4.5940323											
mcp2k	18255	1	392901	numu				4.301008	4.5695844											
mcp2k	18255	1	389225	numu				4.301008	4.56755											
mcp2k	18255	1	57577	numu				4.301008	4.5619917											
mcp2k	18255	1	392417	numu				4.301008	4.5392294											
mcp2k	18255	1	494297	numu				4.301008	4.53288											
mcp1k	18255	1	409964	numu				4.301008	4.529642											
mcp2k	18259	1	160031	numu				-4.301008	-4.5289993											
mcp2k	18255	1	287770	numu				4.301008	4.528217											
mcp2k	18259	1	96306	numu				4.301008	4.5124536											
mcp1k	18255	1	286241	numu				4.301008	4.5072064											
mcp2k	18255	1	67026	numu				3.242799	3.040679											
mcp2k	18255	1	480772	numu				4.301008	4.500355											
mcp1k	18259	1	169890	numu				4.301008	4.489762											
mcp2k	18255	1	79616	numu				4.301008	4.476364											
mcp1k	18255	1	282385	numu				4.301008	4.4733315											
mcp2k	18259	1	237798	numu				4.301008	4.4634156											
mcp1k	18255	1	278684	numu				-2.4175506	-2.2554128											
mcp1k	18255	1	62149	numu				4.301008	4.4612904											
mcp1k	18255	1	390842	numu				4.301008	4.453428											
mcp2k	18259	1	170076	numu				4.301008	4.449585											
mcp2k	18255	1	78242	numu				3.9827614	3.8659394											
mcp2k	18255	1	352796	numu				4.301008	4.3928933											
mcp1k	18255	1	391766	numu				-4.301008	-4.2123666											
mcp2k	18259	1	99826	numu				4.301008	4.378832											
mcp1k	18255	1	313979	numu				4.301008	4.365408											
mcp1k	18255	1	56243	numu				4.301008	4.364322											
mcp2k	18255	1	74784	numu				4.1816797	4.244579											
mcp2k	18255	1	403397	numu				4.301008	4.357729											
