evt	arm	em_excl	deg	n_trk_near	n_sh_near	n_stubs	n_passthru	n_shortcut	n_orphans	kink	kink_seg	numu	nue	detail
169598	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.28	18002	-1.4645265340805054	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
169620	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.3	13007	3.660632371902466	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
169626	work-pr103-on-mcp1k	0	1	0	0	0	0	0	0	0.0	-1	-1.0180896520614624	-4.300936222076416	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
169774	work-pr103-on-mcp1k	1	1	0	1	0	0	0	0	0.0	-1	-2.0771756172180176	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
169824	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.3	18008	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
169846	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-2.7578017711639404	-15.0	{"stubs": [[6000, 0.94]], "passthru": [], "shortcut": [], "orphans": []}
169890	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.23	21002	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
170792	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.11	10003	1.5955214500427246	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
170808	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	3.72	14028	2.197510242462158	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
170814	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.94	18012	0.18841151893138885	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
170880	work-pr103-on-mcp1k	0	2	1	0	1	0	0	0	0.75	13001	-2.472973346710205	-15.0	{"stubs": [[13002, 2.18]], "passthru": [], "shortcut": [], "orphans": []}
170924	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.98	16004	2.225755214691162	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
171358	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.8	10013	0.16624633967876434	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
171600	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.48	14000	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
171892	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-1.493259310722351	-15.0	{"stubs": [[58001, 0.39]], "passthru": [], "shortcut": [], "orphans": []}
172090	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.77	10002	-2.0981740951538086	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
172266	work-pr103-on-mcp1k	0	3	2	1	0	0	0	0	2.16	16032	0.7845373153686523	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
172656	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.18	10003	1.8752669095993042	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
172788	work-pr103-on-mcp1k	0	3	2	0	0	0	0	0	1.62	26004	0.8771716952323914	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
172794	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.25	49003	1.8675599098205566	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
172832	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.32	21001	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
172942	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.94	4034	-0.5019800066947937	-4.300936222076416	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
173058	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.0	-1	-1.9667330980300903	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
173146	work-pr103-on-mcp1k	0	3	2	0	1	0	0	0	0.3	15001	3.705253839492798	-15.0	{"stubs": [[15015, 1.98]], "passthru": [], "shortcut": [], "orphans": []}
173234	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.29	10001	2.8321728706359863	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
173498	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.68	6002	2.901277542114258	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
174114	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.88	17015	0.3664247989654541	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
174224	work-pr103-on-mcp1k	0	3	2	1	0	0	0	0	1.35	20032	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
174422	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.31	18000	0.9551032185554504	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
174576	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.7	5001	2.622281551361084	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
174752	work-pr103-on-mcp1k	1	2	1	1	0	0	0	0	0.0	-1	-3.9824838638305664	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
174928	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.04	9023	2.0771372318267822	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
175016	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.0	-1	-0.5245658755302429	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
175808	work-pr103-on-mcp1k	0	3	2	0	1	0	0	0	0.61	18001	4.176151752471924	-15.0	{"stubs": [[18014, 1.64]], "passthru": [], "shortcut": [], "orphans": []}
175896	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.4	66041	-0.9982151389122009	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
276836	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.66	11021	4.052269458770752	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
277276	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.2	8022	3.2826600074768066	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
277298	work-pr103-on-mcp1k	1	5	1	3	1	0	0	0	0.0	-1	-0.22549238801002502	-4.300936222076416	{"stubs": [[17024, 2.38]], "passthru": [], "shortcut": [], "orphans": []}
278046	work-pr103-on-mcp1k	0	4	3	0	1	0	0	0	1.11	3038	0.5687298774719238	-15.0	{"stubs": [[3037, 2.43]], "passthru": [], "shortcut": [], "orphans": []}
278266	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.33	22001	-3.2517175674438477	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
278420	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.6	18002	1.9407449960708618	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
278640	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.81	17002	-0.9107426404953003	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
278684	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	2.15	10008	-2.417550563812256	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
278785	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.9	5000	2.7528834342956543	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
278794	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.42	7002	2.078387975692749	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
279190	work-pr103-on-mcp1k	0	1	0	0	0	0	0	0	0.0	-1	-1.1641806364059448	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
279256	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.44	15003	3.6081926822662354	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
279445	work-pr103-on-mcp1k	0	1	2	0	1	0	2	2	0.0	-1	-0.3040086627006531	-15.0	{"stubs": [[84005, 0.92]], "passthru": [], "shortcut": [{"seg": 19001, "len": 123.8, "sh": 0, "J": 19002, "dJ": 1.34, "Jdeg": 2, "link": []}, {"seg": 19011, "len": 10.7, "sh": 0, "J": 17, "dJ": 0.94, "Jdeg": 2, "link": []}], "orphans": [{"seg": 19001, "len": 123.8, "dmin": 1.34}, {"seg": 19011, "len": 10.7, "dmin": 0.94}]}
279643	work-pr103-on-mcp1k	0	2	1	0	1	0	0	0	0.0	-1	-1.7682162523269653	-15.0	{"stubs": [[20001, 1.63]], "passthru": [], "shortcut": [], "orphans": []}
280017	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.66	8018	-1.3929245471954346	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
280466	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.4	15005	-0.38170480728149414	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
280598	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.52	15006	2.808448314666748	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
280752	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.74	13001	-3.397249698638916	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
280774	work-pr103-on-mcp1k	0	2	1	0	0	0	0	0	0.57	16003	-2.5194802284240723	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
280853	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.42	11006	0.27566206455230713	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
280972	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.71	7040	4.301008224487305	-2.29828143119812	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
280994	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.66	18001	1.6423488855361938	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
281214	work-pr103-on-mcp1k	0	4	3	1	1	0	2	0	0.0	-1	1.901293396949768	-15.0	{"stubs": [[60041, 1.45]], "passthru": [], "shortcut": [{"seg": 60033, "len": 7.0, "sh": 1, "J": 60031, "dJ": 1.4, "Jdeg": 2, "link": [[60041, 1.45]]}, {"seg": 60040, "len": 3.2, "sh": 0, "J": 60033, "dJ": 3.71, "Jdeg": 3, "link": [[60035, 3.79]]}], "orphans": []}
281337	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-1.5786123275756836	-15.0	{"stubs": [[28000, 0.23]], "passthru": [], "shortcut": [], "orphans": []}
281485	work-pr103-on-mcp1k	0	4	2	1	1	0	0	0	0.0	-1	0.5884012579917908	-4.300936222076416	{"stubs": [[15035, 1.57]], "passthru": [], "shortcut": [], "orphans": []}
281505	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.76	18002	3.391110420227051	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
281507	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.13	8001	1.7326626777648926	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
281527	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.34	14002	2.2411768436431885	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
281595	work-pr103-on-mcp1k	0	3	1	0	1	0	0	0	1.02	20015	2.3048412799835205	-15.0	{"stubs": [[20017, 1.33]], "passthru": [], "shortcut": [], "orphans": []}
281639	work-pr103-on-mcp1k	1	1	0	1	0	0	0	0	0.0	-1	-0.7893896102905273	-4.300936222076416	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
281727	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-2.921137571334839	-15.0	{"stubs": [[10000, 0.25]], "passthru": [], "shortcut": [], "orphans": []}
281837	work-pr103-on-mcp1k	0	6	5	0	0	0	0	0	2.56	63041	0.7618491649627686	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
281953	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	1.25	10000	-1.376082181930542	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282057	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.27	19001	2.3719308376312256	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282072	work-pr103-on-mcp1k	0	1	2	0	1	0	2	2	0.0	-1	4.003594398498535	-15.0	{"stubs": [[7019, 1.84]], "passthru": [], "shortcut": [{"seg": 7003, "len": 47.1, "sh": 0, "J": 7002, "dJ": 1.84, "Jdeg": 3, "link": [[7019, 1.84]]}, {"seg": 7005, "len": 97.7, "sh": 0, "J": 7002, "dJ": 1.84, "Jdeg": 3, "link": [[7019, 1.84]]}], "orphans": [{"seg": 7003, "len": 47.1, "dmin": 1.84}, {"seg": 7005, "len": 97.7, "dmin": 1.84}]}
282204	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.38	4003	2.1756300926208496	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282217	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.2	9007	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282231	work-pr103-on-mcp1k	0	2	1	1	0	0	0	0	0.48	19000	-0.4680664539337158	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282385	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.0	-1	3.6972317695617676	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282459	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.55	10001	4.144449234008789	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282666	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.63	10005	3.6740028858184814	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282737	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.08	21018	3.725440502166748	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282899	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	1.48	7014	3.3667924404144287	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
282979	work-pr103-on-mcp1k	1	3	0	3	0	0	0	0	0.0	-1	-0.9394240379333496	-4.300936222076416	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283009	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.81	23030	1.6288607120513916	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283040	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.36	2008	3.6491568088531494	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283091	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.22	24014	3.679494619369507	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283229	work-pr103-on-mcp1k	0	3	2	0	1	0	0	0	0.54	6001	4.229892730712891	-15.0	{"stubs": [[6011, 1.73]], "passthru": [], "shortcut": [], "orphans": []}
283463	work-pr103-on-mcp1k	1	3	1	1	1	0	0	0	0.0	-1	-0.4610610604286194	-15.0	{"stubs": [[14045, 2.09]], "passthru": [], "shortcut": [], "orphans": []}
283515	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.54	23002	0.2641499936580658	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283595	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.8	12020	-2.0617778301239014	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283691	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.51	23001	-1.7936068773269653	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283713	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.54	17005	4.083157539367676	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283771	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.65	21002	3.412127733230591	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283905	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.36	4000	-2.130638360977173	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283969	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.0	-1	-0.5112166404724121	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
283991	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.36	15003	2.8497722148895264	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284013	work-pr103-on-mcp1k	0	2	1	1	0	0	0	0	0.82	8017	2.2708964347839355	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284103	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.82	8005	2.682145357131958	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284145	work-pr103-on-mcp1k	0	4	4	0	0	0	0	0	0.89	11017	2.7395057678222656	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284153	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.57	14004	4.093738555908203	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284200	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.87	31029	0.2166014313697815	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284211	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.25	14005	2.753211259841919	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284235	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.47	6004	-0.20972593128681183	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284637	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.48	23002	1.7045397758483887	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284657	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.87	5006	3.521989583969116	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284769	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.65	16005	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284791	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.88	4000	-0.04477875307202339	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
284794	work-pr103-on-mcp1k	0	1	1	0	0	0	1	0	0.96	12013	3.3015637397766113	-15.0	{"stubs": [], "passthru": [], "shortcut": [{"seg": 45009, "len": 5.7, "sh": 0, "J": 45015, "dJ": 3.25, "Jdeg": 1, "link": []}], "orphans": []}
285069	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.67	9003	0.3983168601989746	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285253	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.31	24001	-1.4260234832763672	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285311	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.96	11010	2.3393783569335938	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285366	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.67	13000	-2.429574489593506	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285443	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.73	7000	2.2680752277374268	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285467	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.19	18000	-0.5774400234222412	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285531	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.28	15001	3.6715400218963623	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285564	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.94	9004	0.9998523592948914	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285665	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	2.04	9005	1.3295139074325562	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285753	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	3.05	15021	-1.490579605102539	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
285929	work-pr103-on-mcp1k	0	3	2	0	1	0	1	0	0.57	13004	4.301008224487305	-15.0	{"stubs": [[13009, 2.31]], "passthru": [], "shortcut": [{"seg": 29007, "len": 14.0, "sh": 0, "J": 29006, "dJ": 2.31, "Jdeg": 2, "link": [[13009, 2.31]]}], "orphans": []}
285971	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	1.06	7009	3.2301087379455566	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286177	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.73	10000	-0.40464431047439575	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286180	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.27	6003	2.7991600036621094	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286191	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.46	7002	2.4159679412841797	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286241	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.59	11000	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286268	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.16	11003	3.024427890777588	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286353	work-pr103-on-mcp1k	0	3	2	0	0	0	0	0	0.33	9016	2.0157864093780518	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286400	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.17	11003	4.270091533660889	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286527	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.92	16000	2.595651865005493	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286655	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.0	-1	-1.3457436561584473	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286681	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.62	3009	0.785123884677887	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286818	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	1.64	5002	0.7986546158790588	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
286906	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.0	-1	0.9833577275276184	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
287007	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.1	22001	-1.3348743915557861	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
287211	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.81	10001	2.7677836418151855	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
287249	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.27	14001	3.1638107299804688	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
287517	work-pr103-on-mcp1k	0	3	2	0	0	0	0	0	0.63	13010	3.059534788131714	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
287555	work-pr103-on-mcp1k	0	4	3	0	1	0	0	0	1.88	18004	2.5335562229156494	-15.0	{"stubs": [[18007, 1.83]], "passthru": [], "shortcut": [], "orphans": []}
287599	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.08	6004	1.6968960762023926	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
287621	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.2	6020	2.6779205799102783	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
287654	work-pr103-on-mcp1k	0	4	1	2	1	0	0	0	0.56	12001	2.0378713607788086	-4.300936222076416	{"stubs": [[12006, 2.49]], "passthru": [], "shortcut": [], "orphans": []}
287825	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.7	5001	3.0621867179870605	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
287830	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.72	16026	0.7549648880958557	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
288067	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.65	7004	3.6871635913848877	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
288287	work-pr103-on-mcp1k	0	5	4	1	0	0	0	0	3.6	10038	2.5396530628204346	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
288327	work-pr103-on-mcp1k	0	3	2	1	0	0	0	0	1.01	22001	-2.3779995441436768	-4.300936222076416	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
288358	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.12	3002	3.4502062797546387	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
