label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share
run:run029107	rms	U	1	626.48	444	6.15133e+07	4.33821	2.89495	1.4622	12.5167	1.25766	12.5773	1.52307	0	0.428406
run:run029107	rms	U	2	1114.1	573	6.1408e+07	4.52109	2.97379	1.71403	14.4865	1.27051	14.5347	1.46103	0	0.41792
run:run029107	rms	U	3	1568.42	653	6.13483e+07	4.55087	3.01668	1.91915	15.2547	1.46101	15.2932	1.36722	0	0.422031
run:run029107	rms	U	4	1852.11	605	6.14994e+07	4.32462	2.9562	2.03678	14.0698	1.03498	14.1117	1.19605	0	0.421868
run:run029107	rms	U	5	2068.31	604	6.1429e+07	4.34845	3.01144	2.12206	14.3098	0.996365	14.3434	1.18896	0	0.433089
run:run029107	share	U	0	197.86	476	6.12925e+07	3.8247	2.31024	1.19789	9.51308	1.22448	10.7261	1.05199	0	0.473343
run:run029107	share	U	1	626.48	444	6.15133e+07	4.33821	2.89495	1.4622	10.2745	0.913287	12.5773	1.52307	0	0.428406
run:run029107	share	U	2	1114.1	573	6.1408e+07	4.52109	2.97379	1.71403	11.7027	1.08305	14.5347	1.46103	0	0.41792
run:run029107	share	U	3	1568.42	653	6.13483e+07	4.55087	3.01668	1.91915	11.9101	0.922652	15.2932	1.36722	0	0.422031
run:run029107	share	U	4	1852.11	605	6.14994e+07	4.32462	2.9562	2.03678	12.874	1.392	14.1117	1.19605	0	0.421868
run:run029107	share	U	5	2068.31	604	6.1429e+07	4.34845	3.01144	2.12206	11.903	0.831877	14.3434	1.18896	0	0.433089
run:run029107	rms	V	0	275.631	558	6.9225e+07	3.74609	2.73948	1.88057	10.022	1.19402	10.065	1.05219	0	0.520966
run:run029107	rms	V	1	681.509	483	6.98682e+07	3.86609	2.7818	2.04996	11.3696	1.02839	11.4106	0.936237	0	0.496766
run:run029107	rms	V	2	1060.26	634	6.94842e+07	4.18985	2.95396	2.19627	13.6149	1.77428	13.6526	1.03292	0	0.50993
run:run029107	rms	V	3	1424.43	640	6.96091e+07	4.20213	3.1256	2.3283	13.2725	2.19207	13.3095	1.14044	0	0.482212
run:run029107	rms	V	4	1701.63	669	6.94355e+07	4.09162	3.16802	2.42398	12.5465	1.91963	12.5806	1.09533	0	0.502118
run:run029107	rms	V	5	2019.43	661	6.97094e+07	4.13817	3.54136	2.52922	10.9458	1.50058	10.9802	1.50175	0	0.52324
run:run029107	share	V	0	275.631	558	6.9225e+07	3.74609	2.73948	1.88057	6.75395	1.33236	10.065	1.05219	0	0.520966
run:run029107	share	V	1	681.509	483	6.98682e+07	3.86609	2.7818	2.04996	8.53659	1.0241	11.4106	0.936237	0	0.496766
run:run029107	share	V	2	1060.26	634	6.94842e+07	4.18985	2.95396	2.19627	7.40592	2.03927	13.6526	1.03292	0	0.50993
run:run029107	share	V	3	1424.43	640	6.96091e+07	4.20213	3.1256	2.3283	8.51254	2.62852	13.3095	1.14044	0	0.482212
run:run029107	share	V	4	1701.63	669	6.94355e+07	4.09162	3.16802	2.42398	7.53546	1.8733	12.5806	1.09533	0	0.502118
run:run029107	share	V	5	2019.43	661	6.97094e+07	4.13817	3.54136	2.52922	3.85213	1.73728	10.9802	1.50175	0	0.52324
run:run029107	rms	W	0	362.11	901	5.29445e+07	5.14619	1.77843	0.772598	23.4927	4.82905	23.9174	0.704684	0	0.486694
run:run029107	rms	W	1	869.371	941	5.2928e+07	4.30886	2.05661	1.1954	15.6078	5.99855	15.7656	0.691215	0	0.576714
run:run029107	rms	W	2	1286.8	904	5.28776e+07	5.23696	2.23592	1.45386	24.4528	6.27361	24.5401	0.695968	0	0.487545
run:run029107	rms	W	3	1568.6	859	5.30255e+07	5.07043	2.3598	1.60498	22.6383	4.14684	22.7165	0.730493	0	0.478036
run:run029107	rms	W	4	1802.32	944	5.2931e+07	4.65863	2.33281	1.72027	19.1632	5.40953	19.2202	0.526161	0	0.538242
run:run029107	rms	W	5	2045.12	984	5.29657e+07	4.89154	2.5304	1.83238	20.8219	5.61471	20.8818	0.741251	0	0.496485
run:run029107	share	W	0	362.11	901	5.29445e+07	5.14619	1.77843	0.772598	10.4101	3.57207	23.9174	0.704684	0	0.486694
run:run029107	share	W	1	869.371	941	5.2928e+07	4.30886	2.05661	1.1954	5.92185	3.78957	15.7656	0.691215	0	0.576714
run:run029107	share	W	2	1286.8	904	5.28776e+07	5.23696	2.23592	1.45386	10.372	4.64856	24.5401	0.695968	0	0.487545
run:run029107	share	W	3	1568.6	859	5.30255e+07	5.07043	2.3598	1.60498	10.9107	3.04618	22.7165	0.730493	0	0.478036
run:run029107	share	W	4	1802.32	944	5.2931e+07	4.65863	2.33281	1.72027	7.98437	2.8799	19.2202	0.526161	0	0.538242
run:run029107	share	W	5	2045.12	984	5.29657e+07	4.89154	2.5304	1.83238	9.69673	3.66793	20.8818	0.741251	0	0.496485
length:L<100cm	rms	U	0	67.0218	60	4.49626e+06	3.58466	1.98347	1.10468	9.97603	2.62046	10.1359	0.716446	0	0.496139
length:L<100cm	rms	U	1	190.229	59	4.47484e+06	4.88269	1.96747	1.19266	21.2601	5.37843	21.3921	0.603559	0	0.381857
length:L<100cm	rms	U	2	851.417	31	4.41778e+06	4.30681	3.02577	1.58335	11.8447	5.19088	11.9003	1.59111	0	0.428121
length:L<100cm	rms	U	3	1186.51	50	4.59114e+06	5.43932	3.5004	1.74833	20.3376	6.5961	20.3901	1.97374	0	0.345995
length:L<100cm	rms	U	4	1677.6	44	4.47242e+06	4.98389	3.3391	1.96525	17.5061	4.1153	17.5518	1.69336	0	0.393911
length:L<100cm	rms	U	5	1981.47	61	4.53619e+06	4.68972	2.79188	2.08822	18.5189	4.29365	18.5596	0.908562	0	0.392763
length:L<100cm	share	U	0	67.0218	60	4.49626e+06	3.58466	1.98347	1.10468	9.29504	2.55483	10.1359	0.716446	0	0.496139
length:L<100cm	share	U	1	190.229	59	4.47484e+06	4.88269	1.96747	1.19266	19.3441	4.90343	21.3921	0.603559	0	0.381857
length:L<100cm	share	U	2	851.417	31	4.41778e+06	4.30681	3.02577	1.58335	9.78122	5.84251	11.9003	1.59111	0	0.428121
length:L<100cm	share	U	3	1186.51	50	4.59114e+06	5.43932	3.5004	1.74833	16.9111	8.56873	20.3901	1.97374	0	0.345995
length:L<100cm	share	U	4	1677.6	44	4.47242e+06	4.98389	3.3391	1.96525	12.5302	2.82667	17.5518	1.69336	0	0.393911
length:L<100cm	share	U	5	1981.47	61	4.53619e+06	4.68972	2.79188	2.08822	17.1554	3.34287	18.5596	0.908562	0	0.392763
length:L<100cm	rms	V	0	256.359	84	9.23049e+06	3.78867	2.90114	1.87215	9.40392	3.88096	9.44236	1.26543	0	0.548388
length:L<100cm	rms	V	1	727.846	69	9.32227e+06	4.02355	2.63779	2.06841	13.465	3.42307	13.5093	0.660952	0	0.541877
length:L<100cm	rms	V	2	1205.55	82	9.20252e+06	3.12208	2.72436	2.24987	7.35026	3.99997	7.38719	0.51988	0	0.645174
length:L<100cm	rms	V	3	1527.61	83	9.44177e+06	3.82856	3.68157	2.36436	6.65886	2.80834	6.69418	1.79549	0	0.546445
length:L<100cm	rms	V	4	1745.4	70	9.23351e+06	5.70388	3.25743	2.43874	27.8381	9.67891	27.8709	1.21136	0	0.422518
length:L<100cm	rms	V	5	2006.84	140	9.3757e+06	4.79462	3.09998	2.52514	19.7227	3.78727	19.7548	0.844685	0	0.431397
length:L<100cm	share	V	0	256.359	84	9.23049e+06	3.78867	2.90114	1.87215	4.32479	2.28762	9.44236	1.26543	0	0.548388
length:L<100cm	share	V	1	727.846	69	9.32227e+06	4.02355	2.63779	2.06841	7.12978	3.52635	13.5093	0.660952	0	0.541877
length:L<100cm	share	V	2	1205.55	82	9.20252e+06	3.12208	2.72436	2.24987	3.84923	3.17936	7.38719	0.51988	0	0.645174
length:L<100cm	share	V	3	1527.61	83	9.44177e+06	3.82856	3.68157	2.36436	0.00872095	2.42448	6.69418	1.79549	0	0.546445
length:L<100cm	share	V	4	1745.4	70	9.23351e+06	5.70388	3.25743	2.43874	12.7439	6.49074	27.8709	1.21136	0	0.422518
length:L<100cm	share	V	5	2006.84	140	9.3757e+06	4.79462	3.09998	2.52514	13.5031	2.34773	19.7548	0.844685	0	0.431397
length:L<100cm	rms	W	0	149.725	74	4.02386e+06	5.52793	2.24546	0.498522	24.7331	5.95671	25.7644	1.38118	0	0.446742
length:L<100cm	rms	W	1	759.326	69	4.04999e+06	6.2893	2.00546	1.11735	36.5966	6.99418	36.782	0.691305	0	0.275029
length:L<100cm	rms	W	2	1160.36	78	4.22691e+06	6.51062	2.44541	1.38069	38.2294	12.6828	38.3144	1.03499	0	0.33079
length:L<100cm	rms	W	3	1371.04	45	4.09434e+06	7.89903	2.4074	1.50063	58.7732	13.3667	58.8511	0.896246	0	0.265774
length:L<100cm	rms	W	4	1671.78	88	4.11145e+06	4.10544	2.30491	1.65687	14.2233	10.7904	14.2872	0.566974	0	0.572897
length:L<100cm	rms	W	5	1978.44	90	4.10294e+06	5.11828	2.91914	1.80229	20.8795	6.07617	20.9237	1.28516	0	0.453734
length:L<100cm	share	W	0	149.725	74	4.02386e+06	5.52793	2.24546	0.498522	10.1841	3.88181	25.7644	1.38118	0	0.446742
length:L<100cm	share	W	1	759.326	69	4.04999e+06	6.2893	2.00546	1.11735	43.4528	11.2859	36.782	0.691305	0	0.275029
length:L<100cm	share	W	2	1160.36	78	4.22691e+06	6.51062	2.44541	1.38069	27.3098	19.4258	38.3144	1.03499	0	0.33079
length:L<100cm	share	W	3	1371.04	45	4.09434e+06	7.89903	2.4074	1.50063	46.2281	24.4896	58.8511	0.896246	0	0.265774
length:L<100cm	share	W	4	1671.78	88	4.11145e+06	4.10544	2.30491	1.65687	6.39177	8.68307	14.2872	0.566974	0	0.572897
length:L<100cm	share	W	5	1978.44	90	4.10294e+06	5.11828	2.91914	1.80229	10.2215	6.12737	20.9237	1.28516	0	0.453734
length:L>=100cm	rms	U	0	223.755	393	5.68948e+07	3.73101	2.35987	1.21549	9.72117	1.60336	9.82886	1.09635	0	0.478801
length:L>=100cm	rms	U	1	650.975	415	5.68947e+07	4.4171	2.93177	1.47588	13.0294	1.42694	13.0937	1.55445	0	0.423298
length:L>=100cm	rms	U	2	1144.22	533	5.69388e+07	4.4223	2.97096	1.72838	13.6703	1.21135	13.7175	1.44755	0	0.424278
length:L>=100cm	rms	U	3	1589.51	593	5.68158e+07	4.55555	2.99059	1.92814	15.4895	1.61217	15.5271	1.32898	0	0.422342
length:L>=100cm	rms	U	4	1863.33	567	5.6996e+07	4.27092	2.96303	2.04129	13.5926	1.14705	13.628	1.2012	0	0.424276
length:L>=100cm	rms	U	5	2071.12	549	5.69616e+07	4.32265	3.00666	2.12314	14.1193	1.18747	14.153	1.18183	0	0.436176
length:L>=100cm	share	U	0	223.755	393	5.68948e+07	3.73101	2.35987	1.21549	8.93267	1.08543	9.82886	1.09635	0	0.478801
length:L>=100cm	share	U	1	650.975	415	5.68947e+07	4.4171	2.93177	1.47588	10.527	1.095	13.0937	1.55445	0	0.423298
length:L>=100cm	share	U	2	1144.22	533	5.69388e+07	4.4223	2.97096	1.72838	11.1795	1.11442	13.7175	1.44755	0	0.424278
length:L>=100cm	share	U	3	1589.51	593	5.68158e+07	4.55555	2.99059	1.92814	12.1082	0.939824	15.5271	1.32898	0	0.422342
length:L>=100cm	share	U	4	1863.33	567	5.6996e+07	4.27092	2.96303	2.04129	12.631	1.73182	13.628	1.2012	0	0.424276
length:L>=100cm	share	U	5	2071.12	549	5.69616e+07	4.32265	3.00666	2.12314	11.6785	1.27144	14.153	1.18183	0	0.436176
length:L>=100cm	rms	V	0	279.436	477	6.00901e+07	3.72796	2.72044	1.88223	9.99472	1.12877	10.0397	1.02388	0	0.518903
length:L>=100cm	rms	V	1	678.139	411	6.02023e+07	3.84931	2.79013	2.04861	11.1931	1.39075	11.2292	0.948672	0	0.498705
length:L>=100cm	rms	V	2	1034.22	534	6.01623e+07	4.33534	2.99296	2.18652	14.5816	2.25492	14.6183	1.10166	0	0.477052
length:L>=100cm	rms	V	3	1409.73	573	6.04947e+07	4.24076	3.02438	2.32311	14.1954	2.29596	14.2341	0.99328	0	0.477424
length:L>=100cm	rms	V	4	1689.61	600	6.0191e+07	3.78057	3.1478	2.41991	10.2056	1.69146	10.2401	1.07024	0	0.513177
length:L>=100cm	rms	V	5	2020.85	522	6.03848e+07	4.04347	3.62652	2.52968	9.56256	2.93097	9.59735	1.60602	0	0.534557
length:L>=100cm	share	V	0	279.436	477	6.00901e+07	3.72796	2.72044	1.88223	6.97741	1.48076	10.0397	1.02388	0	0.518903
length:L>=100cm	share	V	1	678.139	411	6.02023e+07	3.84931	2.79013	2.04861	8.37563	1.74006	11.2292	0.948672	0	0.498705
length:L>=100cm	share	V	2	1034.22	534	6.01623e+07	4.33534	2.99296	2.18652	9.02859	2.24874	14.6183	1.10166	0	0.477052
length:L>=100cm	share	V	3	1409.73	573	6.04947e+07	4.24076	3.02438	2.32311	9.47987	2.4786	14.2341	0.99328	0	0.477424
length:L>=100cm	share	V	4	1689.61	600	6.0191e+07	3.78057	3.1478	2.41991	7.06616	1.71943	10.2401	1.07024	0	0.513177
length:L>=100cm	share	V	5	2020.85	522	6.03848e+07	4.04347	3.62652	2.52968	2.32695	2.70919	9.59735	1.60602	0	0.534557
length:L>=100cm	rms	W	0	386.824	818	4.87707e+07	5.09547	1.75646	0.798402	23.0789	7.3395	23.5161	0.666446	0	0.495055
length:L>=100cm	rms	W	1	869.715	878	4.88746e+07	4.06414	2.06148	1.19564	13.532	5.24732	13.6971	0.7	0	0.602148
length:L>=100cm	rms	W	2	1302.78	841	4.86037e+07	4.83922	2.21434	1.46285	20.5623	6.32581	20.6547	0.656349	0	0.514316
length:L>=100cm	rms	W	3	1580.81	787	4.9081e+07	5.05595	2.36685	1.61121	22.4779	5.93138	22.5567	0.734866	0	0.477591
length:L>=100cm	rms	W	4	1815.05	866	4.88705e+07	4.7329	2.29781	1.72633	20.0526	5.62876	20.1006	0.430826	0	0.532969
length:L>=100cm	rms	W	5	2045.64	899	4.88623e+07	4.86956	2.53691	1.83261	20.5753	5.65295	20.6352	0.753964	0	0.502086
length:L>=100cm	share	W	0	386.824	818	4.87707e+07	5.09547	1.75646	0.798402	9.9987	5.08442	23.5161	0.666446	0	0.495055
length:L>=100cm	share	W	1	869.715	878	4.88746e+07	4.06414	2.06148	1.19564	4.95621	2.67918	13.6971	0.7	0	0.602148
length:L>=100cm	share	W	2	1302.78	841	4.86037e+07	4.83922	2.21434	1.46285	8.91636	4.42188	20.6547	0.656349	0	0.514316
length:L>=100cm	share	W	3	1580.81	787	4.9081e+07	5.05595	2.36685	1.61121	10.9279	3.90469	22.5567	0.734866	0	0.477591
length:L>=100cm	share	W	4	1815.05	866	4.88705e+07	4.7329	2.29781	1.72633	8.40508	2.90922	20.1006	0.430826	0	0.532969
length:L>=100cm	share	W	5	2045.64	899	4.88623e+07	4.86956	2.53691	1.83261	9.33164	3.42649	20.6352	0.753964	0	0.502086
rr:rr<10cm	rms	U	0	66.4071	35	2.93701e+06	3.4469	2.26574	1.10423	7.84424	1.81596	7.96683	1.05832	0	0.515083
rr:rr<10cm	rms	U	1	866.08	36	2.93466e+06	5.37407	3.14063	1.59093	21.4856	4.96033	21.5481	1.70419	0	0.344116
rr:rr<10cm	rms	U	2	1379.28	37	2.91741e+06	4.4333	2.53031	1.83654	16.5728	5.3931	16.6246	0.786547	0	0.440366
rr:rr<10cm	rms	U	3	1700.59	56	2.98705e+06	4.50785	2.52039	1.97483	17.8261	5.66333	17.8683	0.565462	0	0.421615
rr:rr<10cm	rms	U	4	1852.5	23	2.80982e+06	3.75418	2.54021	2.03694	11.7482	2.13829	11.7903	0.4925	0	0.460573
rr:rr<10cm	rms	U	5	2043.02	23	3.09597e+06	4.59573	3.07463	2.11226	16.0934	4.67067	16.129	1.28094	0	0.398669
rr:rr<10cm	share	U	0	66.4071	35	2.93701e+06	3.4469	2.26574	1.10423	7.02551	2.24828	7.96683	1.05832	0	0.515083
rr:rr<10cm	share	U	1	866.08	36	2.93466e+06	5.37407	3.14063	1.59093	19.5755	8.42808	21.5481	1.70419	0	0.344116
rr:rr<10cm	share	U	2	1379.28	37	2.91741e+06	4.4333	2.53031	1.83654	12.9252	3.40363	16.6246	0.786547	0	0.440366
rr:rr<10cm	share	U	3	1700.59	56	2.98705e+06	4.50785	2.52039	1.97483	15.1337	7.60746	17.8683	0.565462	0	0.421615
rr:rr<10cm	share	U	4	1852.5	23	2.80982e+06	3.75418	2.54021	2.03694	12.0701	2.88007	11.7903	0.4925	0	0.460573
rr:rr<10cm	share	U	5	2043.02	23	3.09597e+06	4.59573	3.07463	2.11226	14.7968	6.15734	16.129	1.28094	0	0.398669
rr:rr<10cm	rms	V	0	123.876	38	4.96112e+06	4.15552	2.92451	1.81318	11.9627	4.00643	12.0032	1.3371	0	0.486122
rr:rr<10cm	rms	V	1	568.841	48	4.96189e+06	3.30131	2.61201	2.00437	8.04726	1.09826	8.09354	0.708889	0	0.546522
rr:rr<10cm	rms	V	2	1166.96	46	4.9292e+06	4.00975	3.11893	2.23576	11.3142	3.25202	11.349	1.22551	0	0.532415
rr:rr<10cm	rms	V	3	1587.43	54	5.13221e+06	3.94677	3.03341	2.38503	12.0278	3.50227	12.0637	0.928801	0	0.507972
rr:rr<10cm	rms	V	4	1740.03	29	4.51084e+06	6.41327	3.33745	2.43694	35.896	14.6838	35.9301	1.32329	0	0.323447
rr:rr<10cm	rms	V	5	1905.65	47	5.53436e+06	5.09715	3.14334	2.49205	22.2768	7.23562	22.3107	0.971758	0	0.47385
rr:rr<10cm	share	V	0	123.876	38	4.96112e+06	4.15552	2.92451	1.81318	7.16032	10.2921	12.0032	1.3371	0	0.486122
rr:rr<10cm	share	V	1	568.841	48	4.96189e+06	3.30131	2.61201	2.00437	6.79294	1.05386	8.09354	0.708889	0	0.546522
rr:rr<10cm	share	V	2	1166.96	46	4.9292e+06	4.00975	3.11893	2.23576	5.29438	1.87255	11.349	1.22551	0	0.532415
rr:rr<10cm	share	V	3	1587.43	54	5.13221e+06	3.94677	3.03341	2.38503	7.94078	2.99981	12.0637	0.928801	0	0.507972
rr:rr<10cm	share	V	4	1740.03	29	4.51084e+06	6.41327	3.33745	2.43694	25.9998	26.9539	35.9301	1.32329	0	0.323447
rr:rr<10cm	share	V	5	1905.65	47	5.53436e+06	5.09715	3.14334	2.49205	9.81304	4.54365	22.3107	0.971758	0	0.47385
rr:rr<10cm	rms	W	0	337.001	50	2.3303e+06	4.34283	1.80705	0.745467	15.6657	5.40077	16.1505	0.771359	0	0.540174
rr:rr<10cm	rms	W	1	1196.62	33	2.43107e+06	5.05742	2.13037	1.40207	22.9137	5.90997	23.0048	0.57966	0	0.42562
rr:rr<10cm	rms	W	2	1453.32	48	2.33149e+06	7.33195	2.22918	1.54495	51.0992	21.8902	51.175	0.577542	0	0.378651
rr:rr<10cm	rms	W	3	1614.92	36	2.39756e+06	4.99182	2.10173	1.62848	23.0046	12.1931	23.1529	1.45519e-11	0	0.491907
rr:rr<10cm	rms	W	4	1705.53	46	2.23461e+06	6.42052	2.41596	1.67349	38.1118	10.7943	38.1867	0.743121	0	0.323675
rr:rr<10cm	rms	W	5	1899.69	40	2.5601e+06	5.13827	2.76643	1.76609	21.8201	4.191	21.8677	1.13258	0	0.436267
rr:rr<10cm	share	W	0	337.001	50	2.3303e+06	4.34283	1.80705	0.745467	7.26458	4.56002	16.1505	0.771359	0	0.540174
rr:rr<10cm	share	W	1	1196.62	33	2.43107e+06	5.05742	2.13037	1.40207	15.5151	7.04902	23.0048	0.57966	0	0.42562
rr:rr<10cm	share	W	2	1453.32	48	2.33149e+06	7.33195	2.22918	1.54495	20.8641	18.6859	51.175	0.577542	0	0.378651
rr:rr<10cm	share	W	3	1614.92	36	2.39756e+06	4.99182	2.10173	1.62848	10.9016	16.4782	23.1529	1.45519e-11	0	0.491907
rr:rr<10cm	share	W	4	1705.53	46	2.23461e+06	6.42052	2.41596	1.67349	29.8621	12.0877	38.1867	0.743121	0	0.323675
rr:rr<10cm	share	W	5	1899.69	40	2.5601e+06	5.13827	2.76643	1.76609	12.553	6.17451	21.8677	1.13258	0	0.436267
rr:rr>30cm	rms	U	0	248.411	386	5.3025e+07	3.78771	2.35695	1.23202	10.2147	1.5289	10.3094	1.08077	0	0.472195
rr:rr>30cm	rms	U	1	655.873	372	5.30793e+07	4.36547	2.95302	1.4786	12.4572	1.38151	12.5233	1.57413	0	0.426731
rr:rr>30cm	rms	U	2	1108.41	498	5.31711e+07	4.39328	3.00352	1.7113	13.1645	1.10583	13.2084	1.49296	0	0.425977
rr:rr>30cm	rms	U	3	1579.83	522	5.30845e+07	4.44678	3.06718	1.92402	14.0296	1.40166	14.0681	1.42203	0	0.423683
rr:rr>30cm	rms	U	4	1868.46	526	5.30235e+07	4.29498	2.96673	2.04335	13.7857	1.30093	13.8206	1.20396	0	0.419898
rr:rr>30cm	rms	U	5	2071.95	532	5.31928e+07	4.32245	3.01117	2.12346	14.0917	1.11115	14.1255	1.18738	0	0.436906
rr:rr>30cm	share	U	0	248.411	386	5.3025e+07	3.78771	2.35695	1.23202	9.44907	1.1567	10.3094	1.08077	0	0.472195
rr:rr>30cm	share	U	1	655.873	372	5.30793e+07	4.36547	2.95302	1.4786	10.0499	1.10761	12.5233	1.57413	0	0.426731
rr:rr>30cm	share	U	2	1108.41	498	5.31711e+07	4.39328	3.00352	1.7113	10.7023	1.06592	13.2084	1.49296	0	0.425977
rr:rr>30cm	share	U	3	1579.83	522	5.30845e+07	4.44678	3.06718	1.92402	11.4049	0.952174	14.0681	1.42203	0	0.423683
rr:rr>30cm	share	U	4	1868.46	526	5.30235e+07	4.29498	2.96673	2.04335	13.0273	1.66993	13.8206	1.20396	0	0.419898
rr:rr>30cm	share	U	5	2071.95	532	5.31928e+07	4.32245	3.01117	2.12346	11.5852	0.981088	14.1255	1.18738	0	0.436906
rr:rr>30cm	rms	V	0	303.609	448	5.78303e+07	3.76718	2.76212	1.89273	10.1015	1.1304	10.1448	1.07096	0	0.518342
rr:rr>30cm	rms	V	1	713.865	400	5.78614e+07	3.86587	2.78422	2.06286	11.4067	1.35436	11.4484	0.925843	0	0.494067
rr:rr>30cm	rms	V	2	1067.27	532	5.76641e+07	4.28897	2.97692	2.19889	14.3322	1.90236	14.3683	1.06456	0	0.498892
rr:rr>30cm	rms	V	3	1409.72	542	5.80747e+07	4.04875	3.03646	2.32311	12.5347	2.18713	12.5691	1.01272	0	0.492272
