run	idx	evt	uid_t	uid_b	n_t	n_b	len_t	len_b	drift_cos_t	drift_cos_b	end_y	end_z	d_yz	d_perp	ang	R	R_q	t0src	gid	pe	t_us	pen_t	pen_b	npast_t	npast_b	qfpast_t	qfpast_b	yzrms_t	yzrms_b	driftext_t	driftext_b
039252	1	298581	4000041	47	242	1026	73.7	160.7	0.664	0.658	-51.2	21.3	5.75	3.52	3.15	2.83	-3.69	pin	26	6950.0	-1516.31	-1.95	0.88	0	5	0.0	0.0011	0.0	0.26	0.0	0.59
039252	1	298581	4000124	72	201	2678	29.1	358.3	0.922	0.908	-140.6	274.0	10.3	1.1	1.93	0.76	-5.46	pin	86	14972.0	356.03	0.37	1.13	2	5	0.0074	0.0018	0.0	0.35	0.3	0.89
039252	4	298623	4000017	133	4110	2614	439.6	379.3	0.745	0.733	75.8	168.3	6.5	3.27	0.99	-1.43	-2.91	pin	131	529.0	1945.84	1.1	-0.33	11	0	0.0006	0.0	2.51	0.0	0.89	0.0
039252	4	298623	4000116	110	2521	3224	438.4	279.0	0.744	0.734	141.0	130.1	4.16	0.63	0.97	-1.43	-3.8	pin	90	782.0	571.95	0.2	-1.23	2	0	0.0001	0.0	0.44	0.0	0.0	0.0
039252	4	298623	4000038	152	3553	1587	385.3	101.2	0.824	0.79	134.0	256.5	3.71	4.1	3.34	-0.54	3.61	pin	72	27782.0	-38.68	-1.19	-1.73	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	4	298623	4000451	161	2546	1519	332.9	189.2	0.981	0.922	266.3	236.2	4.05	3.57	12.21	-10.91	-11.2	pin	111	20894.0	1125.15	-1.17	-12.07	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	4	298623	4000022	114	1990	444	309.0	73.6	0.869	0.865	122.6	18.4	6.09	3.4	7.41	4.2	10.42	geo	62	10406.0	-411.53	0.12	4.32	1	28	0.0003	0.0486	0.0	0.85	0.0	4.15
039252	4	298623	4000104	71	2162	806	336.9	105.8	0.963	0.947	-181.5	259.2	3.9	3.96	3.26	0.94	4.2	pin	86	19859.0	434.68	-0.8	0.14	0	1	0.0	0.0	0.0	0.0	0.0	0.0
039252	4	298623	4000360	146	1402	2050	201.5	273.1	0.793	0.807	134.3	104.7	4.68	2.99	2.48	1.83	-1.72	pin	50	30313.0	-679.43	-1.38	0.45	0	3	0.0	0.0002	0.0	0.37	0.0	0.3
039252	4	298623	4000016	5	587	1766	96.9	234.8	0.569	0.725	-85.4	63.0	13.79	2.3	11.82	-1.43	-3.8	pin	55	7784.0	-614.09	-0.39	-1.82	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	4	298623	4000108	44	452	465	64.8	92.9	0.954	0.958	-29.3	178.1	2.84	2.05	0.92	0.64	0.94	pin	19	291.0	-1838.89	0.32	0.96	2	9	0.0036	0.0095	0.0	0.77	0.3	0.89
039252	4	298623	4000215	92	346	895	61.9	132.6	0.685	0.691	-236.4	281.6	5.84	6.01	9.92	6.27	0.94	geo	125	2807.0	1675.99	-7.21	-0.94	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	4	298623	4000527	40	211	2072	61.6	160.1	0.9	0.835	-1.7	270.0	16.17	6.13	7.66	9.23	5.38	geo	37	26267.0	-1342.15	-8.08	1.15	0	5	0.0	0.0023	0.0	0.71	0.0	0.89
039252	2	298595	4000173	99	2817	268	341.3	32.1	0.934	0.888	329.6	26.4	6.09	4.09	6.49	4.23	13.41	geo	105	23803.0	1285.12	1.47	5.7	5	46	0.0011	0.1196	0.06	0.85	1.18	5.63
039252	2	298595	4000017	1	2416	2613	277.9	332.6	0.958	0.98	-114.5	86.0	4.64	0.97	5.2	2.16	8.08	pin	82	998.0	556.52	-0.52	1.65	0	10	0.0	0.0032	0.0	0.55	0.0	1.48
039252	2	298595	4000076	32	1703	2858	339.9	336.9	0.957	0.936	-226.5	144.1	1.68	2.33	4.04	-1.39	-4.65	pin	112	6083.0	1428.98	-1.77	-3.16	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	2	298595	4000101	9	1397	3257	195.5	354.8	0.868	0.861	-165.9	194.7	8.2	0.21	2.51	0.68	-1.99	pin	152	41071.0	2731.34	-3.6	-2.92	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	2	298595	4000445	154	862	1357	165.7	165.7	0.833	0.839	75.5	210.7	7.3	5.0	1.48	0.98	-0.5	pin	30	197.0	-1315.52	0.38	1.35	3	5	0.0011	0.0029	0.42	0.19	0.3	1.18
039252	2	298595	4000403	151	962	871	133.8	102.8	0.87	0.84	273.1	260.4	2.51	0.59	3.71	-1.99	-2.87	geo	27	8593.0	-1499.5	-0.51	-2.5	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	2	298595	4000463	158	361	417	48.0	40.2	0.644	0.64	76.7	176.8	11.85	2.41	1.98	0.38	-0.21	pin	9	31646.0	-2084.35	-1.57	-1.19	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	2	298595	4000448	5	389	2635	42.7	297.1	0.651	0.618	62.9	249.8	13.27	3.03	3.26	3.64	-2.28	geo	105	23803.0	1285.12	-1.49	2.15	0	10	0.0	0.0012	0.0	0.3	0.0	2.07
039252	5	298637	4000002	3	1376	2311	221.6	321.3	0.936	0.967	-68.4	71.9	5.26	1.79	6.01	0.15	-1.92	pin	95	23518.0	399.07	-0.96	-0.81	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	5	298637	4000125	53	1050	983	145.6	103.6	0.584	0.61	-55.7	217.3	8.46	3.49	3.62	2.81	1.93	geo	109	31187.0	867.33	-2.77	0.04	0	1	0.0	0.0001	0.0	0.0	0.0	0.0
039252	5	298637	4000291	77	1008	3920	117.0	400.0	0.8	0.8	141.9	46.2	3.22	3.16	5.73	0.15	-7.25	geo	97	22850.0	457.83	-1.07	-0.92	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	5	298637	4000010	39	529	391	70.2	59.3	0.987	1.0	-163.4	18.7	0.36	1.66	9.28	5.18	5.48	pin	21	15411.0	-1840.33	-1.04	4.14	0	24	0.0	0.0294	0.0	0.63	0.0	3.85
039252	5	298637	4000020	1	443	2254	53.0	284.7	0.868	0.811	-131.0	130.2	4.01	3.15	8.22	-1.63	-5.48	geo	86	38734.0	141.99	-0.8	-2.42	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	6	298651	4000176	102	1519	301	204.6	41.1	0.833	0.87	43.7	262.2	3.9	2.61	5.71	2.61	5.86	geo	87	17857.0	344.13	-2.38	0.22	0	1	0.0	0.0023	0.0	0.0	0.0	0.0
039252	6	298651	4000166	33	1138	2494	291.3	303.4	0.994	0.996	-214.2	243.8	4.19	3.72	6.58	1.13	-2.13	pin	85	7382.0	300.11	-1.79	-0.66	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	6	298651	4000284	69	1023	532	128.1	56.6	0.934	0.809	260.3	160.5	2.35	0.71	15.43	-3.61	-2.13	geo	30	16511.0	-1418.75	0.11	-3.5	1	0	0.0001	0.0	0.0	0.0	0.0	0.0
039252	6	298651	4000214	12	1002	1796	116.2	184.1	0.458	0.421	-278.3	183.8	16.78	5.15	9.8	1.72	0.83	pin	102	21040.0	773.32	-1.67	0.05	0	1	0.0	0.0	0.0	0.0	0.0	0.0
039252	6	298651	4000543	93	335	409	56.2	57.8	0.698	0.687	74.3	249.4	9.25	4.7	1.25	1.13	1.42	pin	16	23381.0	-2002.46	-1.11	0.01	0	1	0.0	0.0008	0.0	0.0	0.0	0.0
039252	6	298651	4000519	104	342	1570	47.0	154.0	0.763	0.789	75.0	253.0	11.58	2.63	4.2	1.72	-0.06	cosel	168	20018.0	2700.77	-1.89	-0.17	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	7	298665	4000006	11	2527	2457	346.0	349.4	0.926	0.906	-114.0	132.1	1.57	4.21	4.36	0.53	8.23	pin	128	38171.0	1479.1	-1.05	-0.51	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	7	298665	4000151	73	2501	2737	335.7	336.0	0.957	0.952	111.3	152.5	2.01	0.38	1.6	-1.24	-9.24	geo	149	30812.0	2259.6	-1.42	-2.66	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	7	298665	4000017	2	2077	3123	313.8	295.5	0.962	0.967	-102.2	129.6	1.82	3.39	1.75	0.53	-1.24	pin	65	38106.0	-165.62	-1.53	-1.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	7	298665	4000191	50	754	1268	154.3	170.9	0.817	0.801	-238.3	188.0	7.6	2.97	1.6	-0.06	-0.36	pin	33	33582.0	-1293.1	-1.02	-1.08	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	7	298665	4000220	74	756	649	98.6	80.3	0.944	0.928	139.9	21.0	6.95	4.4	5.94	3.49	3.2	geo	24	12646.0	-1632.06	0.01	3.51	2	29	0.0012	0.017	0.59	0.67	0.0	3.26
039252	7	298665	4000207	76	815	831	75.9	94.4	0.867	0.873	310.7	113.1	8.19	7.26	1.14	-4.5	-4.8	pin	24	12646.0	-1632.06	-5.02	-9.52	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	7	298665	4000463	132	545	543	80.4	77.4	0.873	0.878	104.2	218.3	7.17	1.41	1.7	-0.06	-0.65	pin	20	25403.0	-1788.0	-1.48	-1.54	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	9	298693	4000046	39	2633	199	397.5	24.0	0.815	0.809	-318.6	78.7	4.63	5.63	7.62	3.5	8.83	pin	159	11736.0	2551.36	-2.57	0.93	0	7	0.0	0.0181	0.0	0.52	0.0	0.89
039252	9	298693	4000074	142	2531	2819	358.9	401.6	0.786	0.813	30.0	221.4	5.81	2.76	5.93	1.13	-0.05	geo	149	5148.0	2251.24	-1.96	-0.83	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	9	298693	4000020	6	2799	432	388.9	54.3	0.833	0.837	-30.8	73.4	4.19	3.64	0.88	1.13	7.35	geo	96	32450.0	767.04	-1.34	-0.21	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	9	298693	4000022	1	2451	745	374.4	93.4	0.75	0.782	-10.6	67.0	4.08	4.24	2.79	0.54	5.57	pin	69	29164.0	-27.26	-1.0	-0.46	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	9	298693	4000196	93	2058	1986	311.7	331.1	0.985	0.995	245.1	42.8	2.29	2.48	4.18	-1.83	-19.3	pin	169	15810.0	2757.57	-8.23	-10.06	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	9	298693	4000173	114	1364	745	155.3	75.4	0.94	0.944	319.0	56.1	4.06	3.78	3.14	-2.13	-0.35	geo	67	5855.0	-85.58	-1.55	-3.67	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	9	298693	4000102	3	1131	3162	146.4	323.9	0.488	0.462	-53.7	200.8	18.81	1.01	1.69	0.84	-1.83	pin	60	8871.0	-367.91	0.87	1.71	6	9	0.0058	0.0028	1.2	0.91	0.59	1.48
039252	9	298693	4000235	129	751	748	129.8	123.8	0.675	0.681	163.1	138.8	8.95	0.61	0.47	-3.31	-3.9	pin	23	206.0	-1631.28	-5.44	-8.75	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	10	298707	4000001	16	6755	1731	521.9	245.0	0.571	0.569	-124.1	49.7	11.5	7.85	7.78	-0.88	0.9	pin	122	42259.0	1370.23	-0.99	-1.87	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	10	298707	4000083	78	2313	1630	341.4	218.4	0.949	0.937	-119.7	234.7	4.09	5.77	4.3	3.27	5.04	pin	106	24010.0	894.43	-2.2	1.07	0	5	0.0	0.0011	0.0	0.2	0.0	0.89
039252	10	298707	4000126	182	2273	2684	332.8	321.9	0.955	0.948	156.6	167.4	4.44	5.48	1.76	-4.43	-6.21	pin	73	16861.0	-42.47	-1.18	-5.61	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	10	298707	4000151	95	1875	2104	268.4	257.6	0.828	0.799	190.5	152.3	3.77	1.76	3.04	-2.36	4.45	pin	55	845.0	-680.96	-3.48	-5.84	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	10	298707	4000206	154	965	1214	172.4	164.8	0.661	0.661	215.8	212.3	5.0	1.54	0.86	-1.77	-1.47	pin	22	31183.0	-1477.35	0.14	-1.63	1	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	10	298707	4000004	5	1132	1842	185.0	243.7	0.819	0.81	-98.1	50.8	7.63	4.3	2.74	-0.88	-2.95	pin	51	19084.0	-892.85	-0.53	-1.41	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	10	298707	4000205	102	1144	1028	126.9	130.2	0.96	0.965	249.4	163.0	5.25	3.69	1.05	-3.25	-2.36	pin	25	6855.0	-1404.3	-0.32	-3.56	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	10	298707	4000222	114	872	766	130.5	79.3	0.754	0.785	104.9	201.2	9.36	2.87	9.39	-0.29	0.01	pin	70	21671.0	-79.74	-1.29	-1.57	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	10	298707	4000039	11	1022	3366	122.4	365.5	0.829	0.812	-65.3	74.5	10.2	3.0	4.79	-0.29	-6.21	pin	118	26060.0	1257.9	-0.05	-0.34	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	10	298707	4000213	163	344	720	47.5	81.4	0.962	0.912	206.2	280.6	1.7	2.21	9.18	3.27	-2.95	pin	159	27311.0	2512.81	-1.96	1.31	0	7	0.0	0.0037	0.0	0.26	0.0	1.18
039252	10	298707	4000159	125	307	1611	41.2	183.5	0.943	0.968	63.9	24.7	1.62	0.42	4.98	0.9	-3.25	pin	42	12666.0	-1117.15	-0.49	0.41	0	2	0.0	0.0013	0.0	0.3	0.0	0.3
039252	11	298721	4000114	42	12427	2331	211.0	331.1	0.977	0.994	20.2	178.5	11.5	5.0	6.54	8.14	62.93	pin	105	48507.0	614.13	-9.4	-1.26	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	11	298721	4000005	112	1974	2563	262.7	278.3	0.835	0.828	63.7	144.0	6.61	3.99	2.21	-0.75	-4.0	geo	77	29473.0	-327.32	-1.48	-2.23	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	11	298721	4000050	2	1941	1613	265.3	189.3	0.781	0.783	-129.9	125.8	3.06	1.58	0.55	0.44	1.03	pin	95	33343.0	295.92	-0.48	-0.04	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	11	298721	4000219	66	1368	2147	321.4	348.2	0.983	0.969	200.6	150.6	3.74	0.86	4.07	-3.41	-0.75	pin	106	24779.0	659.34	-0.69	-4.1	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	11	298721	4000184	131	1571	2097	200.6	254.1	0.749	0.728	130.7	131.5	6.14	1.56	2.32	-0.15	-1.63	pin	156	22103.0	2487.2	-1.56	-1.71	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	11	298721	4000142	19	1224	913	178.6	103.4	0.881	0.873	-282.9	139.9	2.66	2.5	1.29	1.03	1.03	pin	43	22462.0	-1205.75	-1.42	-0.39	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	11	298721	4000066	21	935	711	111.6	85.1	0.859	0.897	-222.0	38.9	1.19	2.03	9.74	-0.45	0.14	pin	32	22652.0	-1605.45	-0.87	-1.32	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	11	298721	4000203	100	371	253	58.6	38.2	0.462	0.463	32.8	37.6	12.86	4.88	4.41	3.99	3.7	pin	20	323.0	-2096.51	-2.79	1.2	0	9	0.0	0.0074	0.0	0.44	0.0	1.18
039252	11	298721	4000279	51	212	2886	26.7	390.8	0.71	0.66	29.8	269.5	20.15	7.31	9.04	3.99	-3.12	pin	121	19890.0	1325.04	0.24	4.23	1	17	0.0	0.0017	0.0	0.89	0.0	4.15
039252	8	298679	4000001	57	4435	1278	511.6	198.3	0.624	0.639	-174.0	195.1	5.93	4.33	3.38	0.2	3.16	pin	162	45205.0	2427.12	-0.42	-0.22	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	8	298679	4000089	70	3028	2230	393.1	295.4	0.662	0.728	158.0	159.7	7.49	5.27	9.27	-3.94	0.79	geo	120	23325.0	1266.4	0.57	-3.37	4	0	0.0002	0.0	0.41	0.0	0.3	0.0
039252	8	298679	4000061	24	2837	399	374.4	53.1	0.856	0.842	-257.0	24.0	5.18	4.27	2.29	0.5	4.35	geo	158	16373.0	2325.26	-2.52	-2.02	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	8	298679	4000037	30	2471	2507	326.7	317.2	0.977	0.976	-274.1	79.1	4.42	3.15	4.2	0.5	1.68	pin	81	21341.0	327.82	-2.3	-1.8	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	8	298679	4000346	69	2152	651	351.2	99.9	0.975	0.91	185.5	177.2	4.07	2.24	12.3	-3.35	3.16	cosel	117	14050.0	1187.56	-0.19	-3.54	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	8	298679	4000006	10	2316	1357	297.4	153.4	0.329	0.329	-32.2	105.7	14.41	3.01	1.88	0.79	1.09	pin	132	43755.0	1722.19	0.31	1.1	2	15	0.0003	0.0009	0.06	0.75	0.3	0.89
039252	8	298679	4000028	5	1299	919	227.5	112.8	0.949	0.979	-171.5	70.6	4.8	1.67	8.13	-0.98	-0.98	geo	93	22646.0	546.67	-1.54	-2.52	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	8	298679	4000167	4	980	3704	165.6	560.9	0.518	0.579	197.0	59.9	9.28	5.37	6.53	-2.46	-6.61	pin	145	5034.0	1972.95	-0.1	-2.57	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	13	298749	4000006	10	2708	333	381.4	52.8	0.6	0.759	-300.6	46.6	12.39	2.69	12.63	-18.31	2.72	geo	85	15204.0	-6.95	15.44	-2.88	5	0	0.0019	0.0	0.49	0.0	0.89	0.0
039252	13	298749	4000195	94	2419	881	356.3	154.4	0.936	0.933	141.4	196.0	1.57	0.95	1.59	-0.54	3.9	pin	135	22629.0	1986.17	-1.31	-1.86	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	13	298749	4000003	1	2568	2151	287.8	289.5	0.929	0.916	-17.8	91.0	5.38	3.34	5.48	0.64	4.2	pin	74	35603.0	-407.58	-1.35	-0.71	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	13	298749	4000304	101	2106	1284	227.8	151.6	0.968	0.971	90.1	263.0	5.52	5.43	1.89	1.53	3.01	pin	61	26.0	-714.37	-0.35	1.18	0	5	0.0	0.002	0.0	0.49	0.0	0.89
039252	13	298749	4000301	63	1408	2376	322.8	314.9	0.976	0.983	44.7	187.7	4.97	3.08	3.14	1.23	-0.84	pin	128	31714.0	1718.92	-1.72	-0.49	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	13	298749	4000271	54	2542	1474	203.9	208.4	0.815	0.812	215.4	159.4	8.48	2.8	0.24	-1.13	0.05	pin	48	23626.0	-1097.15	-1.12	-2.25	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	13	298749	4000011	13	653	620	101.7	97.3	0.756	0.77	-203.0	45.6	5.93	3.73	3.92	-0.25	-0.25	pin	23	24004.0	-1751.27	-0.81	-1.05	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	13	298749	4000103	3	622	2987	69.4	349.6	0.777	0.76	-138.0	240.2	10.27	4.32	5.65	1.53	-3.5	pin	105	25518.0	738.11	-1.01	0.52	0	6	0.0	0.0001	0.0	0.51	0.0	0.3
039252	13	298749	4000002	9	502	2033	61.1	244.8	0.953	0.954	-147.8	27.8	4.67	6.58	5.79	-1.13	-4.39	pin	86	12824.0	60.65	-0.79	-1.93	0	0	0.0	0.0	0.0	0.0	0.0	0.0
039252	12	298735	4000054	34	2903	958	340.5	99.3	0.98	0.924	-311.3	36.6	3.92	4.72	11.01	0.86	5.0	pin	145	13268.0	1668.64	-2.49	-1.63	0	0	0.0	0.0	0.0	0.0	0.0	0.0
