sample	event	cluster	status_A	status_B	verdict_A	verdict_B	margin_A	margin_B	ks1_A	ks1_B	ks2_A	ks2_B	ratio2_A	ratio2_B
mcp1k	59459	20	0	0	1	1	0.09290	0.07463	0.01647	0.01577	0.10938	0.09039	0.72732	0.76320
mcp1k	59685	6	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	59723	13	0	0	1	1	0.09491	0.09510	0.13067	0.14069	0.22558	0.23580	0.61319	0.65061
mcp1k	59863	15	0	0	1	1	0.07611	0.08157	0.01877	0.01359	0.09488	0.09516	0.74891	0.75025
mcp1k	59929	20	3	3	0	0	-0.02206	-0.03652	0.06854	0.03634	0.04648	0.02641	0.95046	1.03946
mcp1k	60017	7	7	7	1	1	0.07778	0.06224	0.12583	0.11614	0.20361	0.17838	0.94685	0.87621
mcp1k	60559	19	0	0	1	1	0.03434	0.00687	0.01929	0.05483	0.05363	0.06170	0.71104	0.71705
mcp1k	61093	6	0	0	1	1	0.04602	0.04125	0.02917	0.03129	0.07518	0.07254	0.69237	0.69164
mcp1k	61313	18	0	0	1	1	0.06703	0.06054	0.02142	0.02369	0.08846	0.08423	0.37382	0.37716
mcp1k	61351	17	3	3	0	0	-0.00841	-0.02677	0.07748	0.03630	0.06909	0.04175	0.96934	1.03914
mcp1k	61417	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	61997	12	0	0	1	1	0.02886	0.01399	0.03903	0.03926	0.06789	0.05325	0.86763	0.88924
mcp1k	62019	9	0	0	1	1	0.09014	0.08135	0.01560	0.01673	0.10574	0.09808	0.75171	0.74478
mcp1k	62303	12	0	0	1	1	0.02271	0.05116	0.04020	0.02858	0.06291	0.07974	0.74396	0.73391
mcp1k	62459	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	62473	12	0	0	1	1	0.09373	0.08140	0.02343	0.02259	0.11716	0.10399	0.51608	0.52703
mcp1k	62495	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	62613	17	5	5	1	1	0.08763	0.10528	0.04407	0.04346	0.13170	0.14874	0.70601	0.66916
mcp1k	62943	24	0	0	1	1	0.08531	0.08318	0.01213	0.01223	0.09744	0.09541	0.79390	0.80577
mcp1k	62979	11	0	0	1	1	0.06450	0.09960	0.02756	0.01556	0.09206	0.11516	0.78281	0.72536
mcp1k	63163	6	7	7	1	1	0.05101	0.06991	0.09549	0.10632	0.14650	0.17623	0.82061	0.81010
mcp1k	63427	26	7	7	1	1	0.03928	0.05448	0.05025	0.04066	0.08954	0.09514	0.66634	0.65648
mcp1k	63515	1	0	0	1	1	0.09592	0.09553	0.00800	0.02790	0.10391	0.12343	0.69582	0.69937
mcp1k	63559	11	3	3	0	0	0.04079	-0.01474	0.05497	0.02954	0.09576	0.05376	0.90814	0.95633
mcp1k	63603	13	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	63669	5	3	3	0	0	0.08957	0.10010	0.03927	0.03072	0.12884	0.13082	0.84020	0.83424
mcp1k	63669	15	3	3	0	0	0.10475	0.00000	1.22437	0.00000	1.32913	0.00000	4.83313	0.45795
mcp1k	64409	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	64409	14	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.74190	0.75443
mcp1k	64475	23	4	4	1	1	0.07052	0.07781	0.03621	0.05035	0.10673	0.12816	0.66445	0.62624
mcp1k	64591	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	64591	24		3		0		0.00000		0.00000		0.00000		1.21856
mcp1k	64959	19	3	3	0	0	-0.07201	-0.07231	0.12158	0.10712	0.04957	0.03481	0.96456	0.94193
mcp1k	64959	22	3	0	0	1	0.04892	0.06825	0.02869	0.03413	0.07761	0.10237	1.23756	1.28521
mcp1k	65025	16	3	0	0	1	-0.01622	0.01216	0.06766	0.06112	0.05144	0.07328	0.89315	0.81959
mcp1k	65053	6	3	3	0	0	-0.01648	0.00618	0.04996	0.02790	0.04081	0.03408	1.05379	1.18332
mcp1k	65053	13	0	0	1	1	0.08032	0.08838	0.02095	0.01756	0.10128	0.10594	0.66879	0.67212
mcp1k	65267	15	3	3	0	0	0.01003	0.06740	0.04486	0.08745	0.08784	0.15485	0.96646	1.07199
mcp1k	65289	13	0	0	1	1	0.00551	0.00428	0.06897	0.06623	0.07448	0.07051	0.83559	0.82928
mcp1k	65295	13	3	3	0	0	0.03514	0.01751	0.04977	0.04348	0.10443	0.08910	0.94266	0.95137
mcp1k	65647	12	0	0	1	1	0.03681	0.03104	0.03214	0.03351	0.06895	0.06455	0.78421	0.79906
mcp1k	65999	27	3	3	0	0	0.00000	-0.02957	0.00000	0.95431	0.00000	0.92474	0.25013	2.77112
mcp1k	66329	2	0	0	1	1	0.02931	0.02324	0.05358	0.05791	0.08289	0.08114	0.64412	0.63732
mcp1k	66624	4	0	0	1	1	0.08585	0.08714	0.01637	0.02917	0.10222	0.11630	0.77905	0.75847
mcp1k	66646	14	3	3	0	0	-0.04325	-0.01528	0.10728	0.07083	0.06403	0.05555	1.02560	1.10025
mcp1k	66712	11	3	3	0	0	0.00878	0.02395	0.03064	0.03250	0.03943	0.05645	1.13181	1.11981
mcp1k	66822	13	0	0	1	1	0.09756	0.07205	0.00972	0.01911	0.10728	0.09116	0.70837	0.72004
mcp1k	67394	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	67746	10	7	0	1	1	0.04439	0.03405	0.06488	0.04258	0.10927	0.07663	0.86538	0.89220
mcp1k	68054	18	0	0	1	1	0.09581	0.03875	0.01473	0.03671	0.11054	0.07547	0.71837	0.78258
mcp1k	68054	24	0	3	1	0	0.07899	0.07142	0.09657	0.15775	0.17556	0.22917	0.66319	0.79109
mcp1k	68648	15	7	7	1	1	0.00893	0.06335	0.09571	0.10119	0.10464	0.16454	0.67052	0.85322
mcp1k	68956	13	0	0	1	1	0.05105	0.09816	0.02995	0.02130	0.08100	0.11946	0.74842	0.71423
mcp1k	68956	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	68978	18	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	69066	3	0	0	1	1	0.08298	0.08247	0.01992	0.01816	0.10290	0.10063	0.72773	0.72925
mcp1k	71046	18	3	3	0	0	-0.02390	-0.03142	0.05180	0.04243	0.02790	0.02425	1.06785	1.04666
mcp1k	71222	22	2	7	0	1	nan	0.07033	nan	0.80675	nan	0.87708	nan	-2.14322
mcp1k	71266	15	3	3	0	0	0.03694	0.02928	0.06993	0.07007	0.10749	0.10171	0.94458	0.95013
mcp1k	71486	6	0	0	1	1	0.07192	0.05234	0.01720	0.02983	0.08912	0.08217	0.78919	0.77421
mcp1k	71530	15	0	0	1	1	0.00070	0.01480	0.05363	0.03295	0.05433	0.04775	0.73826	0.74286
mcp1k	72256	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	72586	17	7	2	1	0	0.02863	nan	0.02262	nan	0.05247	nan	0.90033	nan
mcp1k	72828	7	0	0	1	1	0.05652	0.05544	0.03876	0.10091	0.09528	0.15635	0.29637	0.30902
mcp1k	73004	23	3	0	0	1	0.00993	0.02084	0.05868	0.04776	0.06861	0.06860	0.86789	0.80326
mcp1k	166804	9	3	3	0	0	0.04686	-0.02813	0.02321	0.04488	0.08171	0.01675	0.89779	1.05719
mcp1k	167112	16	3	3	0	0	0.02327	-0.01188	0.09620	0.08623	0.11946	0.07435	1.08273	1.01383
mcp1k	167200	16	0	0	1	1	0.04521	0.03142	0.03432	0.03824	0.07953	0.06966	0.69565	0.69998
mcp1k	167398	3	0	0	1	1	0.04437	0.04017	0.03287	0.03255	0.07725	0.07272	0.69492	0.68879
mcp1k	168388	6	0	0	1	1	0.03163	0.00913	0.04225	0.05290	0.07388	0.06203	0.30568	0.32177
mcp1k	168432	22	4	2	1	0	0.05451	nan	0.07557	nan	0.13008	nan	0.79951	nan
mcp1k	168526	26	3	3	0	0	0.00000	-0.04405	0.00000	0.00000	0.00000	0.00000	0.73860	0.96005
mcp1k	168614	5	3	7	0	1	-0.00600	0.02730	0.03690	0.04863	0.07011	0.10494	0.96583	0.96292
mcp1k	169356	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	169356	23	0	0	1	1	0.10270	0.05695	0.06824	0.06346	0.17093	0.12041	0.63853	0.65948
mcp1k	169488	14		7		1		0.07045		0.10204		0.17249		0.82269
mcp1k	169598	18	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	169736	15	0	0	1	1	0.06947	0.05490	0.04067	0.04679	0.11014	0.10169	0.78910	0.82505
mcp1k	169774	2	3	3	0	0	-0.03467	0.00000	0.09253	0.00000	0.05787	0.00000	1.00147	0.62908
mcp1k	169890	21	3	3	0	0	-0.01609	-0.01111	0.06102	0.05606	0.04493	0.04495	0.94728	0.93515
mcp1k	170792	10	2	3	0	0	nan	-0.03980	nan	0.12337	nan	0.08357	nan	0.31421
mcp1k	170808	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	170924	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	171050	4	0	0	1	1	0.09525	0.09264	0.01891	0.01051	0.11417	0.10315	0.72141	0.71493
mcp1k	171116	14	0	0	1	1	0.04146	0.07868	0.04747	0.03104	0.08893	0.10971	0.63386	0.61306
mcp1k	171600	24	0		1		0.07140		0.03041		0.10181		1.12148	
mcp1k	172090	10	3	0	0	1	0.01061	0.05713	0.03385	0.03950	0.04446	0.09663	1.13905	0.83918
mcp1k	172266	16	3	3	0	0	-0.00715	0.01542	0.06505	0.05386	0.07275	0.08969	0.97525	0.95710
mcp1k	172552	3	0	0	1	1	0.10091	0.09661	0.04822	0.02942	0.14913	0.12602	0.77949	0.76480
mcp1k	172596	15	0	0	1	1	0.08503	0.08005	0.10665	0.12043	0.19167	0.20048	0.90691	0.91685
mcp1k	172656	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	172788	26	5	0	1	1	0.09453	0.09735	0.10583	0.03613	0.20037	0.13348	0.72821	0.67464
mcp1k	173146	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	173498	6	3	3	0	0	-0.02901	-0.01304	0.07117	0.06382	0.04216	0.06746	1.05807	0.97799
mcp1k	174224	20	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	174422	13	0	0	1	1	0.07357	0.07853	0.02272	0.02369	0.09628	0.10221	0.70334	0.70140
mcp1k	174488	3	0	0	1	1	0.06140	0.07491	0.03245	0.03601	0.09385	0.11092	0.33258	0.31859
mcp1k	174576	5	2	3	0	0	nan	0.02099	nan	0.05437	nan	0.10450	nan	0.98988
mcp1k	174642	9	0	0	1	1	0.07573	0.04738	0.01873	0.03253	0.09446	0.07991	0.73585	0.75362
mcp1k	174928	9	3	5	0	1	0.00752	0.05860	0.08733	0.04755	0.09485	0.12010	1.09762	0.92313
mcp1k	175428	17	0	0	1	1	0.00371	0.00456	0.03251	0.03347	0.03621	0.03803	0.86294	0.84098
mcp1k	175808	18	3	3	0	0	0.00294	-0.02706	0.03939	0.05656	0.05278	0.02950	1.06909	1.18381
mcp1k	175896	17	7	2	1	0	0.06077	nan	0.13827	nan	0.19904	nan	1.15189	nan
mcp1k	176022	9	0	0	1	1	0.04227	0.03147	0.03508	0.04093	0.07735	0.07240	0.74775	0.75312
mcp1k	176160	10	0	0	1	1	0.00141	0.06302	0.05460	0.02387	0.05601	0.08689	0.84941	0.76997
mcp1k	277276	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	277958	13	0	0	1	1	0.05167	0.05069	0.02884	0.02865	0.08051	0.07934	0.69992	0.70354
mcp1k	278640	17	5	0	1	1	0.09329	0.03896	0.05680	0.03723	0.15009	0.07619	0.69398	0.73843
mcp1k	278662	1	0	0	1	1	0.00213	0.04589	0.04359	0.04953	0.08172	0.09542	0.97278	0.89226
mcp1k	278684	10	3	4	0	1	-0.00034	0.03389	0.07625	0.03108	0.08167	0.08132	1.01816	0.91465
mcp1k	278684	19		7		1		0.03620		0.17749		0.21370		-0.58663
mcp1k	278684	20	0	0	1	1	0.06844	0.09573	0.02053	0.01132	0.08897	0.10704	0.41551	0.39548
mcp1k	278794	7	7	7	1	1	0.09381	0.10178	0.01933	0.02311	0.11314	0.12489	0.72864	0.71360
mcp1k	279445	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	279445	26		3		0		0.00000		0.00000		0.00000		1.87498
mcp1k	280092	6	0	0	1	1	0.02076	0.07092	0.05785	0.02291	0.07861	0.09383	0.79236	0.72493
mcp1k	280281	14	0	0	1	1	0.09926	0.09404	0.06208	0.05534	0.16134	0.14939	0.69935	0.70540
mcp1k	280466	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280598	15	3	3	0	0	-0.03852	-0.05198	0.08347	0.06496	0.04495	0.03016	1.02502	1.01074
mcp1k	280774	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280853	21		3		0		0.00000		0.00000		0.00000		1.99172
mcp1k	280972	7	3	3	0	0	0.02949	-0.04897	0.05169	0.14143	0.08118	0.09246	1.07987	1.24903
mcp1k	281095	20	0	0	1	1	0.08468	0.08142	0.02069	0.02335	0.10537	0.10478	0.72788	0.72415
mcp1k	281148	13	0	7	1	1	0.08012	0.03809	0.01578	0.03240	0.09590	0.07049	0.71995	0.75149
mcp1k	281241	11	0	0	1	1	0.07731	0.07339	0.03864	0.03943	0.11595	0.11282	0.70259	0.71246
mcp1k	281485	23	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.71145	1.73994
mcp1k	281507	8	3	3	0	0	0.03936	-0.01757	0.05522	0.04077	0.11190	0.06476	0.94809	1.01479
mcp1k	281527	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	281551	1	0	0	1	1	0.10051	0.09818	0.03199	0.01868	0.13250	0.11686	0.62533	0.61879
mcp1k	281595	20	3	3	0	0	-0.05339	-0.00495	0.12491	0.04839	0.07152	0.04344	1.23027	1.07357
mcp1k	281632	8	0	7	1	1	0.03746	0.06325	0.04240	0.02517	0.07987	0.08842	0.50401	0.48358
mcp1k	281837	13	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	281857	19	0	0	1	1	0.09214	0.09409	0.01344	0.01150	0.10558	0.10560	0.68502	0.68486
mcp1k	281953	10	5	0	1	1	0.09392	0.09707	0.05912	0.02625	0.15304	0.12332	0.77120	0.76261
mcp1k	282033	13	0	0	1	1	0.06953	0.05947	0.02092	0.04201	0.09045	0.10148	0.71336	0.74136
mcp1k	282057	19	3	3	0	0	-0.03975	-0.04545	0.09008	0.10012	0.05033	0.05467	0.93862	0.94616
mcp1k	282072	7	3	3	0	0	-0.00087	0.00622	0.06757	0.03402	0.06670	0.04023	0.94996	1.09328
mcp1k	282160	25		3		0		0.09524		0.24453		0.33977		0.11534
mcp1k	282217	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282385	11	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282459	10	4	3	1	0	0.07462	0.00350	0.04108	0.05517	0.13275	0.07443	0.91318	1.04601
mcp1k	282666	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282715	14	0	3	1	0	0.08199	0.00044	0.04827	0.06514	0.13026	0.06558	0.87925	0.90158
mcp1k	282979	18	3	3	1	1	0.10134	0.10017	0.28458	0.18175	0.38592	0.28192	1.99425	1.88678
mcp1k	282979	19	3	7	0	1	-0.04744	0.00829	10.66705	0.02838	10.61961	0.03668	-13.18550	0.32116
mcp1k	283009	23	4	5	1	1	0.09627	0.07818	0.07462	0.05635	0.17089	0.13453	0.76697	0.78399
mcp1k	283229	6	3	3	0	0	0.03729	-0.00663	0.10321	0.05754	0.14050	0.05092	0.99917	0.91851
mcp1k	283463	14	3	3	0	0	0.01546	-0.03481	0.02754	0.58582	0.04300	0.55101	1.35202	2.84213
mcp1k	283485	15	0	0	1	1	0.08729	0.09233	0.04979	0.02192	0.13708	0.11425	0.80639	0.77801
mcp1k	283515	23	2	0	0	1	nan	0.07402	nan	0.05686	nan	0.13088	nan	0.45859
mcp1k	283515	24		2		0		nan		nan		nan		nan
mcp1k	283529	12	0	3	1	0	0.08570	0.04427	0.02464	0.01991	0.11034	0.06418	0.70734	0.79971
mcp1k	283713	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	283771	21	3	3	0	0	0.05998	0.04636	0.06716	0.05803	0.13827	0.12989	0.95985	0.98896
mcp1k	283817	14	0	0	1	1	0.09528	0.09464	0.01111	0.01181	0.10639	0.10645	0.75288	0.74323
mcp1k	283839	16	0	0	1	1	0.10229	0.09800	0.01275	0.01870	0.11504	0.11670	0.62940	0.64908
mcp1k	283905	4	5	0	1	1	0.08911	0.09918	0.04858	0.02587	0.13769	0.12505	0.71033	0.72312
mcp1k	283969	22	0	0	1	1	0.09633	0.09657	0.04467	0.04080	0.14100	0.13737	0.71668	0.72898
mcp1k	284103	8	7	3	1	0	0.03237	0.02898	0.04795	0.06113	0.08338	0.09733	0.91882	0.94263
mcp1k	284145	11	4	2	1	0	0.08830	nan	0.02996	nan	0.11826	nan	0.75019	nan
mcp1k	284200	6	7	2	1	0	0.08052	nan	8.22545	nan	8.30597	nan	-32.28748	nan
mcp1k	284200	12	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.17062	1.17495
mcp1k	284211	14	7	2	1	0	0.10128	nan	0.12678	nan	0.22806	nan	0.51015	nan
mcp1k	284367	4	0	0	1	1	0.05968	0.07290	0.03207	0.02959	0.09175	0.10249	0.71341	0.70430
mcp1k	284637	23	3	3	0	0	0.00120	-0.01127	0.00705	0.04357	0.00825	0.03230	0.19327	0.18186
mcp1k	284657	5	7	4	1	1	0.06785	0.07464	0.05286	0.04639	0.12071	0.12103	0.69852	0.72131
mcp1k	284769	16	7	3	1	0	0.02075	-0.02247	0.06159	0.06152	0.08337	0.06152	0.93659	1.00127
mcp1k	284791	4	3	3	0	0	-0.01206	0.00000	0.12590	0.00000	0.11384	0.00000	0.85758	0.62705
mcp1k	284794	12	2	7	0	1	nan	0.02279	nan	0.08935	nan	0.11214	nan	0.88331
mcp1k	285080	19	0	0	1	1	0.09949	0.09874	0.02709	0.03314	0.12658	0.13188	0.75308	0.75040
mcp1k	285185	21	0	0	1	1	0.08438	0.08064	0.01654	0.01585	0.10093	0.09649	0.73499	0.73969
mcp1k	285201	2	0	0	1	1	0.07158	0.09772	0.02657	0.02463	0.09815	0.12235	0.53760	0.52473
mcp1k	285253	24	3	3	0	0	-0.04906	-0.00021	0.04895	0.03022	0.03041	0.05558	0.98280	0.93730
mcp1k	285366	13	7	0	1	1	0.00009	0.01357	0.06357	0.02837	0.06366	0.04193	0.58511	0.59815
mcp1k	285421	16	0	0	1	1	0.06455	0.05820	0.07173	0.07107	0.13628	0.12926	0.34269	0.34528
mcp1k	285443	7	3	0	0	1	0.10200	0.11142	0.28568	0.24185	0.38768	0.35326	2.77577	1.73645
mcp1k	285467	18	3	3	0	0	-0.05130	-0.04037	0.06535	0.06724	0.02278	0.04359	1.02345	1.00189
mcp1k	285467	27	0	0	1	1	0.09067	0.08508	0.05126	0.05029	0.14194	0.13537	0.73870	0.75080
mcp1k	285663	7	0	5	1	1	0.08505	0.08990	0.04057	0.04492	0.12563	0.13482	0.73953	0.69845
mcp1k	285795	11	0	0	1	1	0.08499	0.09121	0.02843	0.02263	0.11343	0.11384	0.77784	0.75887
mcp1k	285929	13	3	3	0	0	-0.01435	-0.03010	0.07538	0.08180	0.06444	0.05169	0.97357	0.97261
mcp1k	285999	22	0	0	1	1	0.02147	0.04945	0.04869	0.03552	0.07017	0.08496	0.73437	0.70707
mcp1k	286021	8	3	0	0	1	-0.03339	0.00459	0.13966	0.01782	0.10627	0.02241	0.93603	0.58529
mcp1k	286065	3	0	0	1	1	0.09201	0.09317	0.03268	0.02651	0.12468	0.11968	0.77638	0.78093
mcp1k	286177	10	3	3	0	0	-0.04325	-0.03329	0.20811	0.24639	0.16485	0.21309	1.57732	1.14918
mcp1k	286180	6	7	4	1	1	0.09991	0.09415	0.20097	0.20004	0.30088	0.29419	0.60619	0.64588
mcp1k	286329	14	0	0	1	1	0.07898	0.05668	0.01732	0.02956	0.09630	0.08624	0.77019	0.76681
mcp1k	286353	9	7	0	1	1	0.05533	0.09301	0.09439	0.03763	0.14972	0.13294	1.17062	1.11686
mcp1k	286527	16	7	3	1	0	0.05027	-0.03510	0.11024	0.02415	0.16051	0.04206	0.82998	1.02494
mcp1k	286631	7	0	0	1	1	0.09182	0.09175	0.01992	0.01937	0.11173	0.11111	0.71737	0.70883
mcp1k	286655	19	3	2	0	0	0.08333	nan	0.39886	nan	0.48218	nan	2.01124	nan
mcp1k	286681	3	3	3	0	0	0.10003	-0.00593	0.05922	0.06475	0.15925	0.05882	0.50713	0.50166
mcp1k	286681	10	3	7	0	1	0.06870	0.04536	0.06317	0.09080	0.13187	0.13616	1.39805	0.94395
mcp1k	286906	9	3	3	0	0	-0.04924	-0.04579	0.08517	0.16550	0.03593	0.11971	0.94294	0.92492
mcp1k	287007	12	0	0	1	1	0.09177	0.06027	0.01552	0.02453	0.10729	0.08480	0.77586	0.79844
mcp1k	287007	22	3	3	0	0	-0.03698	-0.04277	0.05470	0.12416	0.02644	0.08139	1.03887	0.99991
mcp1k	287013	15	3	7	0	1	0.10309	0.09118	15.77628	0.69009	15.87938	0.78126	39.22073	1.82240
mcp1k	287181	14	0	0	1	1	0.08156	0.07520	0.02204	0.01727	0.10360	0.09248	0.71505	0.72836
mcp1k	287599	6	7	7	1	1	0.01498	0.00273	0.07645	0.04629	0.09143	0.06461	0.89504	0.94215
mcp1k	287654	12	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	287896	28	3	3	0	0	-0.04906	-0.05022	0.51906	9.12076	0.47001	9.07054	-1.20107	-45.91590
mcp1k	288067	7	3	3	0	0	-0.04624	-0.04185	0.08118	0.05491	0.03494	0.01306	1.13942	1.20078
mcp1k	288287	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288327	22	7	0	1	1	0.02967	0.01161	0.07010	0.07111	0.09978	0.08272	0.69454	0.71342
mcp1k	288358	3	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288358	7	0	0	1	1	0.02478	0.07923	0.04338	0.01918	0.06816	0.09841	0.74139	0.71068
mcp1k	288397	13	0	0	1	1	0.07307	0.07364	0.06509	0.07318	0.13817	0.14683	0.63346	0.65683
mcp1k	288639	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288639	12	0	5	1	1	0.08433	0.09382	0.02547	0.06681	0.10980	0.16063	0.71660	0.86861
mcp1k	288859	9	5	4	1	1	0.08214	0.08482	0.04545	0.03593	0.12759	0.12075	0.85108	0.84278
mcp1k	288864	2	0	0	1	1	0.09016	0.08525	0.04078	0.03383	0.13095	0.11908	0.53306	0.55393
mcp1k	289251	12	3	3	0	0	-0.01719	-0.00152	0.07216	0.03398	0.05851	0.05628	0.96774	0.93971
mcp1k	289295	15	0	3	1	0	0.01266	0.01614	0.03008	0.02683	0.04274	0.04298	0.79753	0.81306
mcp1k	289343	9	0	0	1	1	0.09584	0.09145	0.00857	0.01546	0.10441	0.10691	0.40235	0.39577
mcp1k	289559	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	289647	9	0	0	1	1	0.09783	0.09986	0.02945	0.03548	0.12729	0.13535	0.73288	0.73946
mcp1k	289656	19	7	7	1	1	0.09091	0.09004	0.16862	0.21839	0.25953	0.30843	1.50896	1.30006
