sample	event	cluster	status_A	status_B	verdict_A	verdict_B	margin_A	margin_B	ks1_A	ks1_B	ks2_A	ks2_B	ratio2_A	ratio2_B
mcp1k	59723	13	0	0	1	1	0.09491	0.09500	0.13067	0.14215	0.22558	0.23714	0.61319	0.65788
mcp1k	59863	15	0	0	1	1	0.07611	0.04285	0.01877	0.03662	0.09488	0.07947	0.74891	0.78918
mcp1k	59929	20	3	3	0	0	-0.02206	-0.03664	0.06854	0.03604	0.04648	0.02657	0.95046	1.03920
mcp1k	60017	7	7	7	1	1	0.07778	0.05145	0.12583	0.12408	0.20361	0.17553	0.94685	0.88286
mcp1k	60559	19	0	0	1	1	0.03434	0.00896	0.01929	0.05476	0.05363	0.06372	0.71104	0.72205
mcp1k	61093	6	0	0	1	1	0.04602	0.05268	0.02917	0.02738	0.07518	0.08006	0.69237	0.68442
mcp1k	61313	18	0	0	1	1	0.06703	0.06434	0.02142	0.02291	0.08846	0.08725	0.37382	0.36527
mcp1k	61351	17	3	3	0	0	-0.00841	0.03536	0.07748	0.06108	0.06909	0.10088	0.96934	0.93620
mcp1k	61417	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	61997	12	0	0	1	1	0.02886	0.00055	0.03903	0.04909	0.06789	0.04964	0.86763	0.89879
mcp1k	62019	9	0	0	1	1	0.09014	0.09065	0.01560	0.01528	0.10574	0.10593	0.75171	0.76070
mcp1k	62303	12	0	0	1	1	0.02271	0.04681	0.04020	0.02901	0.06291	0.07582	0.74396	0.73450
mcp1k	62459	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	62473	12	0	0	1	1	0.09373	0.08741	0.02343	0.01810	0.11716	0.10550	0.51608	0.53767
mcp1k	62495	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	62613	17	5	0	1	1	0.08763	0.10387	0.04407	0.07294	0.13170	0.17681	0.70601	0.72487
mcp1k	62943	24	0	0	1	1	0.08531	0.06285	0.01213	0.02595	0.09744	0.08880	0.79390	0.83958
mcp1k	62979	11	0	0	1	1	0.06450	0.09381	0.02756	0.01462	0.09206	0.10842	0.78281	0.73585
mcp1k	63163	6	7	7	1	1	0.05101	0.01328	0.09549	0.09453	0.14650	0.10781	0.82061	0.85124
mcp1k	63427	26	7	7	1	1	0.03928	0.07452	0.05025	0.03831	0.08954	0.11283	0.66634	0.65674
mcp1k	63515	1	0	0	1	1	0.09592	0.08542	0.00800	0.01293	0.10391	0.09835	0.69582	0.70454
mcp1k	63559	11	3	3	0	0	0.04079	-0.01634	0.05497	0.04865	0.09576	0.06704	0.90814	0.99091
mcp1k	63603	13	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	63669	5	3	3	0	0	0.08957	0.10712	0.03927	0.03586	0.12884	0.14298	0.84020	0.81179
mcp1k	63669	15	3	3	0	0	0.10475	-0.01282	1.22437	0.01456	1.32913	0.00174	4.83313	0.58595
mcp1k	64409	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	64409	14	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.74190	0.72856
mcp1k	64475	23	4	4	1	1	0.07052	0.07589	0.03621	0.04468	0.10673	0.12057	0.66445	0.67539
mcp1k	64591	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	64591	24		3		0		0.00000		0.00000		0.00000		1.21805
mcp1k	64959	19	3	3	0	0	-0.07201	-0.07165	0.12158	0.11791	0.04957	0.04627	0.96456	0.97055
mcp1k	64959	22	3	0	0	1	0.04892	0.06857	0.02869	0.03363	0.07761	0.10220	1.23756	1.28615
mcp1k	65025	16	3	3	0	0	-0.01622	-0.01459	0.06766	0.06621	0.05144	0.05162	0.89315	0.84114
mcp1k	65053	6	3	3	0	0	-0.01648	-0.02828	0.04996	0.05634	0.04081	0.02806	1.05379	1.12772
mcp1k	65053	13	0	0	1	1	0.08032	0.07039	0.02095	0.02093	0.10128	0.09132	0.66879	0.69849
mcp1k	65267	15	3	3	0	0	0.01003	-0.02709	0.04486	0.06816	0.08784	0.05690	0.96646	1.00049
mcp1k	65289	13	0	0	1	1	0.00551	0.00726	0.06897	0.06494	0.07448	0.07220	0.83559	0.82887
mcp1k	65295	13	3	3	0	0	0.03514	0.01474	0.04977	0.04770	0.10443	0.09117	0.94266	0.96207
mcp1k	65647	12	0	0	1	1	0.03681	0.03033	0.03214	0.03416	0.06895	0.06449	0.78421	0.79532
mcp1k	65999	27	3	3	0	0	0.00000	0.10241	0.00000	1.62273	0.00000	1.72514	0.25013	6.82380
mcp1k	66329	2	0	0	1	1	0.02931	0.01596	0.05358	0.05915	0.08289	0.07511	0.64412	0.65320
mcp1k	66624	4	0	0	1	1	0.08585	0.09080	0.01637	0.02544	0.10222	0.11624	0.77905	0.76059
mcp1k	66646	14	3	3	0	0	-0.04325	-0.03519	0.10728	0.06294	0.06403	0.02776	1.02560	1.10030
mcp1k	66712	11	3	3	0	0	0.00878	-0.02103	0.03064	0.04858	0.03943	0.02755	1.13181	1.11999
mcp1k	66822	13	0	0	1	1	0.09756	0.09391	0.00972	0.00849	0.10728	0.10240	0.70837	0.70353
mcp1k	67394	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	67746	10	7	7	1	1	0.04439	0.04393	0.06488	0.05545	0.10927	0.09938	0.86538	0.87999
mcp1k	68054	18	0	0	1	1	0.09581	0.09212	0.01473	0.01545	0.11054	0.10756	0.71837	0.72244
mcp1k	68054	24	0	3	1	0	0.07899	0.07142	0.09657	0.15775	0.17556	0.22917	0.66319	0.79109
mcp1k	68648	15	7	3	1	0	0.00893	-0.04960	0.09571	0.10970	0.10464	0.06010	0.67052	1.01420
mcp1k	68956	13	0	0	1	1	0.05105	0.09831	0.02995	0.01973	0.08100	0.11804	0.74842	0.71203
mcp1k	68956	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	68978	18	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	69066	3	0	0	1	1	0.08298	0.08017	0.01992	0.02141	0.10290	0.10157	0.72773	0.71946
mcp1k	71046	18	3	3	0	0	-0.02390	-0.03888	0.05180	0.05716	0.02790	0.01828	1.06785	1.04449
mcp1k	71222	22	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	71266	15	3	3	0	0	0.03694	0.02857	0.06993	0.06960	0.10749	0.10098	0.94458	0.95025
mcp1k	71486	6	0	0	1	1	0.07192	0.07357	0.01720	0.01815	0.08912	0.09172	0.78919	0.77930
mcp1k	71530	15	0	0	1	1	0.00070	0.03314	0.05363	0.03837	0.05433	0.07151	0.73826	0.72704
mcp1k	72256	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	72586	17	7	2	1	0	0.02863	nan	0.02262	nan	0.05247	nan	0.90033	nan
mcp1k	72828	7	0	0	1	1	0.05652	0.04924	0.03876	0.10768	0.09528	0.15692	0.29637	0.31048
mcp1k	73004	23	3	0	0	1	0.00993	0.03286	0.05868	0.03753	0.06861	0.07039	0.86789	0.84334
mcp1k	166804	9	3	3	0	0	0.04686	-0.03083	0.02321	0.04013	0.08171	0.02104	0.89779	1.04884
mcp1k	167112	16	3	2	0	0	0.02327	nan	0.09620	nan	0.11946	nan	1.08273	nan
mcp1k	167200	16	0	0	1	1	0.04521	0.07077	0.03432	0.02241	0.07953	0.09318	0.69565	0.67863
mcp1k	167398	3	0	0	1	1	0.04437	0.03776	0.03287	0.03305	0.07725	0.07081	0.69492	0.69805
mcp1k	168388	6	0	0	1	1	0.03163	0.03763	0.04225	0.04014	0.07388	0.07777	0.30568	0.30527
mcp1k	168432	22	4	4	1	1	0.05451	0.04562	0.07557	0.09052	0.13008	0.13614	0.79951	0.98394
mcp1k	168526	26	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.73860	0.62723
mcp1k	168614	5	3	7	0	1	-0.00600	0.03441	0.03690	0.04102	0.07011	0.11297	0.96583	0.96449
mcp1k	169356	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	169356	23	0	0	1	1	0.10270	0.09833	0.06824	0.05833	0.17093	0.15666	0.63853	0.60538
mcp1k	169488	14		7		1		0.07763		0.11028		0.18792		0.83708
mcp1k	169598	18	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	169736	15	0	0	1	1	0.06947	0.08534	0.04067	0.04157	0.11014	0.12690	0.78910	0.81446
mcp1k	169774	2	3	3	0	0	-0.03467	0.00000	0.09253	0.00000	0.05787	0.00000	1.00147	0.61603
mcp1k	169890	21	3	3	0	0	-0.01609	0.01073	0.06102	0.05036	0.04493	0.06109	0.94728	0.91402
mcp1k	170792	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	170808	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	170924	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	171050	4	0	0	1	1	0.09525	0.09587	0.01891	0.01302	0.11417	0.10889	0.72141	0.71638
mcp1k	171116	14	0	0	1	1	0.04146	0.07896	0.04747	0.02479	0.08893	0.10375	0.63386	0.61557
mcp1k	171600	24	0		1		0.07140		0.03041		0.10181		1.12148	
mcp1k	172090	10	3	0	0	1	0.01061	0.03439	0.03385	0.05175	0.04446	0.08614	1.13905	0.87083
mcp1k	172266	16	3	3	0	0	-0.00715	-0.02782	0.06505	0.08073	0.07275	0.05507	0.97525	0.98887
mcp1k	172552	3	0	0	1	1	0.10091	0.09681	0.04822	0.03310	0.14913	0.12991	0.77949	0.75937
mcp1k	172596	15	0	0	1	1	0.08503	0.08280	0.10665	0.10771	0.19167	0.19051	0.90691	0.88928
mcp1k	172656	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	172788	26	5	0	1	1	0.09453	0.09021	0.10583	0.10038	0.20037	0.19059	0.72821	0.75380
mcp1k	173146	15	2	3	0	0	nan	-0.04746	nan	0.06537	nan	0.03100	nan	1.01933
mcp1k	173498	6	3	3	0	0	-0.02901	-0.05219	0.07117	0.12423	0.04216	0.07204	1.05807	1.11483
mcp1k	174224	20	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	174422	13	0	0	1	1	0.07357	0.05165	0.02272	0.03307	0.09628	0.08472	0.70334	0.71773
mcp1k	174488	3	0	0	1	1	0.06140	0.07728	0.03245	0.03662	0.09385	0.11390	0.33258	0.31716
mcp1k	174576	5	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	174642	9	0	0	1	1	0.07573	0.07241	0.01873	0.02180	0.09446	0.09422	0.73585	0.73131
mcp1k	174928	9	3	3	0	0	0.00752	0.01471	0.08733	0.07665	0.09485	0.09284	1.09762	0.96649
mcp1k	175428	17	0	0	1	1	0.00371	0.02028	0.03251	0.02636	0.03621	0.04664	0.86294	0.86150
mcp1k	175808	18	3	3	0	0	0.00294	0.01640	0.03939	0.03332	0.05278	0.04972	1.06909	1.14097
mcp1k	175896	17	7	7	1	1	0.06077	0.07782	0.13827	0.42110	0.19904	0.49892	1.15189	1.58381
mcp1k	176022	9	0	0	1	1	0.04227	0.03207	0.03508	0.04057	0.07735	0.07263	0.74775	0.75383
mcp1k	176160	10	0	0	1	1	0.00141	0.06754	0.05460	0.02239	0.05601	0.08993	0.84941	0.77515
mcp1k	277276	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	277958	13	0	0	1	1	0.05167	0.05221	0.02884	0.02724	0.08051	0.07945	0.69992	0.68382
mcp1k	278640	17	5	0	1	1	0.09329	0.05348	0.05680	0.03799	0.15009	0.09147	0.69398	0.73472
mcp1k	278662	1	0	0	1	1	0.00213	0.00925	0.04359	0.04162	0.08172	0.08401	0.97278	0.95952
mcp1k	278684	10	3	3	0	0	-0.00034	-0.01236	0.07625	0.02703	0.08167	0.06271	1.01816	0.96536
mcp1k	278684	19		7		1		0.03311		0.21132		0.24443		-0.67771
mcp1k	278684	20	0	0	1	1	0.06844	0.06863	0.02053	0.02085	0.08897	0.08948	0.41551	0.41280
mcp1k	278794	7	7	7	1	1	0.09381	0.10013	0.01933	0.02319	0.11314	0.12332	0.72864	0.71883
mcp1k	279445	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280092	6	0	0	1	1	0.02076	0.08920	0.05785	0.01785	0.07861	0.10705	0.79236	0.70848
mcp1k	280281	14	0	0	1	1	0.09926	0.09397	0.06208	0.03301	0.16134	0.12698	0.69935	0.73957
mcp1k	280466	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280598	15	3	3	0	0	-0.03852	-0.05101	0.08347	0.06472	0.04495	0.03226	1.02502	1.00688
mcp1k	280774	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280853	21		3		0		0.00000		0.00000		0.00000		1.99453
mcp1k	280972	7	3	7	0	1	0.02949	0.07602	0.05169	0.06901	0.08118	0.14503	1.07987	0.91585
mcp1k	281095	20	0	0	1	1	0.08468	0.09406	0.02069	0.02244	0.10537	0.11650	0.72788	0.70300
mcp1k	281148	13	0	7	1	1	0.08012	0.03853	0.01578	0.03545	0.09590	0.07397	0.71995	0.74880
mcp1k	281241	11	0	0	1	1	0.07731	0.08065	0.03864	0.03881	0.11595	0.11946	0.70259	0.70800
mcp1k	281485	23	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.71145	1.75416
mcp1k	281507	8	3	4	0	1	0.03936	0.08853	0.05522	0.03420	0.11190	0.13511	0.94809	0.89271
mcp1k	281527	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	281551	1	0	0	1	1	0.10051	0.10001	0.03199	0.02831	0.13250	0.12832	0.62533	0.62252
mcp1k	281595	20	3	3	0	0	-0.05339	-0.02316	0.12491	0.07788	0.07152	0.05471	1.23027	1.04231
mcp1k	281632	8	0	0	1	1	0.03746	0.06278	0.04240	0.02609	0.07987	0.08888	0.50401	0.48307
mcp1k	281837	13	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	281857	19	0	0	1	1	0.09214	0.09483	0.01344	0.01045	0.10558	0.10528	0.68502	0.67790
mcp1k	281953	10	5	0	1	1	0.09392	0.09357	0.05912	0.03698	0.15304	0.13054	0.77120	0.76875
mcp1k	282033	13	0	0	1	1	0.06953	0.08148	0.02092	0.02608	0.09045	0.10756	0.71336	0.74765
mcp1k	282057	19	3	3	0	0	-0.03975	-0.04774	0.09008	0.10373	0.05033	0.05598	0.93862	0.93662
mcp1k	282072	7	3	3	0	0	-0.00087	0.00031	0.06757	0.05408	0.06670	0.05439	0.94996	1.12838
mcp1k	282160	25		7		1		0.09759		0.07881		0.17640		1.14240
mcp1k	282217	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282385	11	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282459	10	4	3	1	0	0.07462	0.00321	0.04108	0.04636	0.13275	0.07686	0.91318	1.04121
mcp1k	282666	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282715	14	0	3	1	0	0.08199	-0.00702	0.04827	0.06609	0.13026	0.05907	0.87925	0.91497
mcp1k	282979	18	3	2	1	0	0.10134	0.02983	0.28458	0.16273	0.38592	0.19256	1.99425	4.85291
mcp1k	282979	19	3	3	0	0	-0.04744	0.09276	10.66705	7.39147	10.61961	7.48423	-13.18550	10.60232
mcp1k	283009	23	4	3	1	0	0.09627	-0.01852	0.07462	0.08433	0.17089	0.06581	0.76697	0.99234
mcp1k	283229	6	3	3	0	0	0.03729	-0.01159	0.10321	0.05411	0.14050	0.06736	0.99917	1.02655
mcp1k	283463	14	3	3	0	0	0.01546	-0.03755	0.02754	0.88244	0.04300	0.84489	1.35202	3.79787
mcp1k	283485	15	0	0	1	1	0.08729	0.08658	0.04979	0.04237	0.13708	0.12895	0.80639	0.81866
mcp1k	283515	23	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	283515	24		2		0		nan		nan		nan		nan
mcp1k	283529	12	0	0	1	1	0.08570	0.04085	0.02464	0.01729	0.11034	0.05813	0.70734	0.80377
mcp1k	283713	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	283771	21	3	3	0	0	0.05998	0.06900	0.06716	0.07359	0.13827	0.15083	0.95985	0.97435
mcp1k	283817	14	0	0	1	1	0.09528	0.09247	0.01111	0.01229	0.10639	0.10476	0.75288	0.74966
mcp1k	283839	16	0	0	1	1	0.10229	0.09881	0.01275	0.02518	0.11504	0.12399	0.62940	0.62692
mcp1k	283905	4	5	5	1	1	0.08911	0.09207	0.04858	0.03672	0.13769	0.12879	0.71033	0.71921
mcp1k	283969	22	0	0	1	1	0.09633	0.09671	0.04467	0.03922	0.14100	0.13593	0.71668	0.73171
mcp1k	284103	8	7	4	1	1	0.03237	0.02109	0.04795	0.02538	0.08338	0.07753	0.91882	0.94506
mcp1k	284145	11	4	7	1	1	0.08830	0.09198	0.02996	0.01700	0.11826	0.10898	0.75019	0.72751
mcp1k	284200	6	7	2	1	0	0.08052	nan	8.22545	nan	8.30597	nan	-32.28748	nan
mcp1k	284200	12	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.17062	1.15406
mcp1k	284211	14	7	2	1	0	0.10128	nan	0.12678	nan	0.22806	nan	0.51015	nan
mcp1k	284367	4	0	0	1	1	0.05968	0.06518	0.03207	0.03166	0.09175	0.09684	0.71341	0.70587
mcp1k	284637	23	3	3	0	0	0.00120	-0.01051	0.00705	0.02470	0.00825	0.01418	0.19327	0.18129
mcp1k	284657	5	7	4	1	1	0.06785	0.07491	0.05286	0.05322	0.12071	0.12813	0.69852	0.72309
mcp1k	284769	16	7	3	1	0	0.02075	-0.04187	0.06159	0.07708	0.08337	0.03521	0.93659	1.16177
mcp1k	284791	4	3	7	0	1	-0.01206	0.08289	0.12590	0.05826	0.11384	0.14115	0.85758	0.74689
mcp1k	284794	12	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	285080	19	0	0	1	1	0.09949	0.10586	0.02709	0.03958	0.12658	0.14543	0.75308	0.75866
mcp1k	285185	21	0	0	1	1	0.08438	0.07057	0.01654	0.01950	0.10093	0.09007	0.73499	0.74286
mcp1k	285201	2	0	0	1	1	0.07158	0.07121	0.02657	0.03270	0.09815	0.10392	0.53760	0.53057
mcp1k	285253	24	3	3	0	0	-0.04906	0.02350	0.04895	0.04190	0.03041	0.07071	0.98280	0.91903
mcp1k	285366	13	7	7	1	1	0.00009	0.01868	0.06357	0.05196	0.06366	0.07064	0.58511	0.57477
mcp1k	285421	16	0	0	1	1	0.06455	0.05744	0.07173	0.05116	0.13628	0.10860	0.34269	0.33174
mcp1k	285443	7	3	7	0	1	0.10200	0.09930	0.28568	0.07457	0.38768	0.17387	2.77577	1.41173
mcp1k	285467	18	3	3	0	0	-0.05130	-0.04613	0.06535	0.06185	0.02278	0.03166	1.02345	1.02079
mcp1k	285467	27	0	0	1	1	0.09067	0.08865	0.05126	0.04697	0.14194	0.13562	0.73870	0.76120
mcp1k	285663	7	0	0	1	1	0.08505	0.07156	0.04057	0.07037	0.12563	0.14193	0.73953	0.82029
mcp1k	285795	11	0	0	1	1	0.08499	0.08994	0.02843	0.01780	0.11343	0.10774	0.77784	0.76060
mcp1k	285929	13	3	3	0	0	-0.01435	-0.02524	0.07538	0.06927	0.06444	0.05548	0.97357	0.98065
mcp1k	285999	22	0	0	1	1	0.02147	0.04447	0.04869	0.03662	0.07017	0.08109	0.73437	0.73459
mcp1k	286021	8	3	7	0	1	-0.03339	0.01573	0.13966	0.03462	0.10627	0.05034	0.93603	0.55107
mcp1k	286065	3	0	0	1	1	0.09201	0.09487	0.03268	0.02445	0.12468	0.11932	0.77638	0.77318
mcp1k	286177	10	3	3	0	0	-0.04325	-0.03931	0.20811	0.43742	0.16485	0.39811	1.57732	1.31176
mcp1k	286180	6	7	4	1	1	0.09991	0.08822	0.20097	0.18713	0.30088	0.27535	0.60619	0.57568
mcp1k	286329	14	0	0	1	1	0.07898	0.06105	0.01732	0.02777	0.09630	0.08882	0.77019	0.76815
mcp1k	286353	9	7	3	1	0	0.05533	0.07953	0.09439	0.03409	0.14972	0.13824	1.17062	1.08736
mcp1k	286527	16	7	7	1	1	0.05027	0.08374	0.11024	0.06940	0.16051	0.15314	0.82998	0.85592
mcp1k	286631	7	0	0	1	1	0.09182	0.06201	0.01992	0.02089	0.11173	0.08291	0.71737	0.75908
mcp1k	286655	19	3	7	0	1	0.08333	0.07959	0.39886	0.29752	0.48218	0.37711	2.01124	1.77829
mcp1k	286681	3	3	3	0	0	0.10003	-0.01307	0.05922	0.07134	0.15925	0.05827	0.50713	0.50408
mcp1k	286681	10	3	7	0	1	0.06870	0.04588	0.06317	0.09264	0.13187	0.13852	1.39805	0.94295
mcp1k	286906	9	3	3	0	0	-0.04924	-0.03933	0.08517	0.19277	0.03593	0.15344	0.94294	0.90034
mcp1k	287007	12	0	0	1	1	0.09177	0.06680	0.01552	0.02336	0.10729	0.09016	0.77586	0.79863
mcp1k	287007	22	3	3	0	0	-0.03698	-0.04386	0.05470	0.09636	0.02644	0.05251	1.03887	0.85500
mcp1k	287013	15	3	7	0	1	0.10309	0.09278	15.77628	0.72576	15.87938	0.81854	39.22073	1.85749
mcp1k	287181	14	0	0	1	1	0.08156	0.06455	0.02204	0.02163	0.10360	0.08619	0.71505	0.73586
mcp1k	287599	6	7	7	1	1	0.01498	0.01364	0.07645	0.05568	0.09143	0.07803	0.89504	0.94131
mcp1k	287654	12	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	287896	28	3	3	0	0	-0.04906	0.10117	0.51906	0.36002	0.47001	0.46119	-1.20107	0.54115
mcp1k	288067	7	3	3	0	0	-0.04624	-0.04183	0.08118	0.10194	0.03494	0.06011	1.13942	1.09346
mcp1k	288287	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288327	22	7	7	1	1	0.02967	0.02416	0.07010	0.08134	0.09978	0.10549	0.69454	0.76881
mcp1k	288358	3	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288358	7	0	0	1	1	0.02478	0.07932	0.04338	0.01950	0.06816	0.09882	0.74139	0.69838
mcp1k	288397	13	0	0	1	1	0.07307	0.06632	0.06509	0.05301	0.13817	0.11933	0.63346	0.60011
mcp1k	288639	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288639	12	0	0	1	1	0.08433	0.08341	0.02547	0.01357	0.10980	0.09698	0.71660	0.66898
mcp1k	288859	9	5	7	1	1	0.08214	0.08887	0.04545	0.03370	0.12759	0.12258	0.85108	0.86054
mcp1k	288864	2	0	0	1	1	0.09016	0.07884	0.04078	0.03338	0.13095	0.11222	0.53306	0.55097
mcp1k	289251	12	3	3	0	0	-0.01719	0.01350	0.07216	0.03648	0.05851	0.06069	0.96774	0.92369
mcp1k	289295	15	0	3	1	0	0.01266	0.00342	0.03008	0.03297	0.04274	0.03639	0.79753	0.81966
mcp1k	289343	9	0	0	1	1	0.09584	0.06644	0.00857	0.02272	0.10441	0.08916	0.40235	0.41608
mcp1k	289559	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	289647	9	0	0	1	1	0.09783	0.10012	0.02945	0.03260	0.12729	0.13272	0.73288	0.73297
mcp1k	289656	19	7	7	1	1	0.09091	0.09067	0.16862	0.21726	0.25953	0.30793	1.50896	1.05322
