tag	event	mode	stmfit	wall_s	node_core_s	vmhwm_gb	peak_gb	hwm_gap	nclus	nstm	nstm1	nfit	nseg	sum_npts	max_npts	load_gb	steiner_gb	stm_gb	ms_load	ms_scope	ms_flag	ms_unmerge	ms_steiner	ms_fv	ms_tgm	ms_stm	ms_fc	ms_protect	ms_refresh	ms_michel	ms_nu	ms_w_pr	ms_w_disp	ms_w_stm	ms_done	d_load	d_scope	d_flag	d_unmerge	d_steiner	d_fv	d_tgm	d_stm	d_fc	d_protect	d_refresh	d_michel	d_nu	d_w_pr	d_w_disp	d_w_stm	d_done
d119vr3	039252_2	nu	1	52	50.241	2.05	2.169008255004883	0.11900825500488299	549	52	3	13	13	3774	555	0.6264457702636719	0.9661483764648438	0.000614166259765625	671.9	146.0	117.2	11.8	36973.5	0.3	6234.3	2699.6	141.5	2.6	18.1	573.5	0.0	191.0	424.5	47.8	1158.4	0.626	0.000	0.000	0.000	0.966	0.000	0.001	0.001	0.000	0.000	0.000	0.002	0.000	0.170	0.104	0.000	0.125
d119vr3	039252_3	nu	1	31	28.924	1.96	1.9612407684326172	0.001240768432617223	441	48	7	14	14	3941	785	0.47519683837890625	0.3755035400390625	0.12166595458984375	512.4	107.9	88.8	8.9	17958.6	0.3	2145.9	2413.9	109.9	4.1	21.2	3231.6	0.0	216.0	432.4	59.0	1021.0	0.475	0.000	0.000	0.000	0.376	0.000	0.021	0.122	0.000	0.000	0.000	0.464	0.000	0.178	0.127	0.001	0.048
d119vr3	039252_4	nu	1	30	27.373	1.87	1.87	0.0	471	61	3	18	18	4998	665	0.6113395690917969	0.3271217346191406	0.13848876953125	651.3	147.5	119.1	8.2	16435.8	0.3	1225.3	3011.2	91.1	101.2	757.8	2507.4	0.0	203.5	298.1	69.5	1079.3	0.611	0.000	0.000	0.000	0.327	0.000	0.002	0.138	0.000	0.000	0.021	0.200	0.000	0.179	0.092	0.001	0.126
d119vr3	039252_5	nu	1	79	77.11	2.74	2.74	0.0	737	61	7	22	22	7678	777	0.7192840576171875	0.9410629272460938	0.000850677490234375	759.4	169.5	137.9	14.5	40207.0	0.3	3843.8	8888.8	186.3	54.7	105.9	19334.8	0.0	214.0	682.0	76.5	1516.6	0.719	0.000	0.000	0.000	0.941	0.000	0.000	0.001	0.000	0.000	0.000	0.432	0.000	0.180	0.227	0.001	0.051
d119vr3	039252_6	nu	1	43	41.063	2.19	2.192668914794922	0.0026689147949219283	613	59	7	22	22	5892	558	0.545440673828125	0.5054092407226562	0.13703155517578125	577.6	123.1	101.7	10.9	26635.8	0.3	3817.8	4258.3	128.2	18.2	37.1	2817.8	0.0	198.5	385.5	70.6	1174.5	0.545	0.000	0.000	0.000	0.505	0.000	0.002	0.137	0.000	0.000	0.000	0.426	0.000	0.184	0.109	0.001	0.114
d119vr3	039252_7	nu	1	30	27.942	1.93	1.9626617431640625	0.03266174316406256	573	45	8	14	14	4233	683	0.4638023376464844	0.3735694885253906	0.1222991943359375	484.8	104.4	83.3	9.3	16593.2	0.3	2156.9	2561.4	103.6	9.3	48.0	3550.5	0.0	211.8	438.0	56.3	966.1	0.464	0.000	0.000	0.000	0.374	0.000	0.006	0.122	0.000	0.000	0.000	0.485	0.000	0.186	0.140	0.001	0.032
d119vr3	039252_8	nu	1	98	95.864	3.04	3.043241500854492	0.003241500854492152	492	47	11	20	20	8104	921	0.6698722839355469	1.970062255859375	0.000782012939453125	705.8	155.9	132.2	13.4	56397.5	0.2	12260.0	6848.5	172.7	162.9	548.8	14444.2	0.0	234.0	853.8	97.6	1712.8	0.670	0.000	0.000	0.000	1.970	0.000	-0.001	0.001	0.000	0.000	0.000	-0.032	0.000	0.182	0.064	0.001	0.007
d119vr3	039252_9	nu	1	33	30.016	2.03	2.03	0.0	417	47	8	22	22	6008	595	0.48778533935546875	0.33861541748046875	0.15682601928710938	516.3	110.8	91.1	8.1	14156.6	0.2	1727.7	3974.3	95.4	243.8	589.4	6295.6	0.0	205.7	374.1	63.5	1019.5	0.488	0.000	0.000	0.000	0.339	0.000	0.011	0.157	0.000	0.000	0.001	0.511	0.000	0.187	0.129	0.001	0.052
d119vr3	039253_0	nu	1	26	22.84	1.77	1.8350601196289062	0.06506011962890623	477	55	7	20	20	5183	664	0.45404815673828125	0.3060264587402344	0.14453125	485.1	102.2	86.5	7.8	12963.9	0.3	855.3	3023.6	92.6	315.8	1100.0	1876.6	0.0	192.4	290.4	66.3	946.5	0.454	0.000	0.000	0.000	0.306	0.000	0.001	0.145	0.000	0.000	0.055	0.374	0.000	0.185	0.097	0.001	0.068
d119vr3	039253_10	nu	1	22	19.118	1.05	1.379861831665039	0.329861831665039	379	42	2	15	15	6935	1020	0.37700653076171875	0.27600860595703125	0.1598968505859375	402.9	84.4	70.1	6.8	10498.4	0.2	552.7	4113.6	67.5	3.3	20.6	1718.6	0.0	184.2	309.3	81.8	659.1	0.377	0.000	0.001	0.000	0.276	0.000	0.000	0.160	0.000	0.000	0.000	0.089	0.000	0.182	0.087	0.001	0.061
d119vr3	039253_11	nu	1	55	53.992	2.16	2.272214889526367	0.11221488952636705	601	51	4	24	24	6483	531	0.6728363037109375	0.8455123901367188	0.0	718.5	152.6	127.7	12.8	39129.2	0.3	4187.9	4949.8	152.8	3.2	30.0	1816.4	0.0	201.2	404.3	78.7	1291.7	0.673	0.000	0.000	0.000	0.846	0.000	0.000	0.000	0.000	0.000	0.000	0.148	0.000	0.182	0.119	0.001	0.124
d119vr3	039253_12	nu	1	28	25.981	1.76	1.8574142456054688	0.09741424560546874	458	48	6	17	17	4013	514	0.46588134765625	0.3643760681152344	0.11729812622070312	493.2	104.1	85.8	8.9	17158.1	0.3	2185.2	2136.1	96.8	7.6	52.4	1628.6	0.0	196.2	289.0	54.8	942.9	0.466	0.000	0.000	0.000	0.364	0.000	0.033	0.117	0.000	0.000	0.000	0.358	0.000	0.185	0.085	0.001	0.093
d119vr3	039253_13	nu	1	33	30.688	1.96	1.9855594635009766	0.025559463500976598	507	44	8	14	14	4617	931	0.46613311767578125	0.33815765380859375	0.12170028686523438	494.4	105.7	86.4	8.9	14035.9	0.3	1234.9	2233.3	95.1	33.2	80.4	10043.5	0.0	220.3	430.1	61.6	997.0	0.466	0.000	0.000	0.000	0.338	0.000	0.007	0.122	0.000	0.000	0.000	0.547	0.000	0.184	0.135	0.001	0.032
d119vr3	039253_14	nu	1	37	33.715	2.11	2.11	0.0	628	64	7	17	17	5505	663	0.5230331420898438	0.38076019287109375	0.160980224609375	561.2	118.0	95.6	10.6	19326.4	0.3	1593.6	4085.1	119.6	21.8	48.6	5301.2	0.0	222.3	467.4	62.1	1105.9	0.523	0.002	0.000	0.000	0.381	0.000	0.002	0.161	0.000	0.000	0.000	0.491	0.000	0.185	0.148	0.001	0.058
d119vr3	039253_15	nu	1	32	28.747	1.91	1.91	0.0	491	59	7	21	21	7799	777	0.44775390625	0.3345680236816406	0.17709732055664062	486.9	104.7	82.2	8.7	16835.9	0.3	1260.1	5289.4	93.5	19.5	237.9	2096.0	0.0	209.7	402.5	85.4	967.0	0.448	0.000	0.000	0.000	0.335	0.000	0.021	0.177	0.000	0.000	0.000	0.414	0.000	0.186	0.132	0.001	0.038
d119vr3	039253_16	nu	1	21	17.044	1.28	1.28	0.0	347	48	5	19	19	6206	614	0.2952842712402344	0.23382568359375	0.1106414794921875	335.0	71.7	59.1	5.9	7344.8	0.2	339.6	3536.6	52.6	24.6	198.5	3608.1	0.0	195.5	303.6	76.2	593.8	0.295	0.002	0.000	0.000	0.234	0.000	0.000	0.111	0.000	0.000	0.000	0.193	0.000	0.184	0.100	0.001	0.016
d119vr3	039253_17	nu	1	40	36.322	2.38	2.38	0.0	659	61	7	16	16	5059	852	0.5889320373535156	0.4498786926269531	0.16707992553710938	619.7	131.3	108.3	11.7	21426.7	0.3	4131.4	3404.8	126.4	3.6	34.9	3666.7	0.0	211.2	409.6	69.0	1250.3	0.589	0.000	0.000	0.000	0.450	0.000	0.052	0.167	0.000	0.000	0.000	0.529	0.000	0.184	0.126	0.001	0.106
d119vr3	039253_1	nu	1	45	41.805	2.06	2.0607852935791016	0.0007852935791015092	594	47	4	15	15	4560	714	0.5613021850585938	0.9693050384521484	0.001216888427734375	584.0	128.4	103.7	11.4	28692.6	0.3	3801.1	3160.4	126.9	4.4	33.6	2581.1	0.0	194.3	476.0	62.2	1105.7	0.561	0.002	0.000	0.000	0.969	0.000	0.001	0.001	0.000	0.000	0.000	0.005	0.000	0.140	0.130	0.000	0.086
d119vr3	039253_2	nu	1	77	75.286	2.77	2.77	0.0	536	61	12	20	20	6441	758	0.5955467224121094	1.2114715576171875	0.0	649.3	135.5	111.5	11.0	40796.3	0.3	6250.2	5975.3	154.5	63.2	534.6	16950.5	0.0	235.4	726.3	74.3	1748.0	0.596	0.000	0.000	0.000	1.211	0.000	0.000	0.000	0.000	0.000	0.000	0.363	0.000	0.189	0.216	0.001	0.021
d119vr3	039253_3	nu	1	15	13.542	1.26	1.3073062896728516	0.047306289672851554	269	43	6	11	11	3053	601	0.2855796813964844	0.2410736083984375	0.061614990234375	307.6	68.1	56.6	5.4	7606.3	0.2	488.0	1358.1	57.6	2.8	14.1	2167.8	0.0	198.4	250.0	43.5	623.7	0.286	0.001	0.000	0.000	0.241	0.000	0.000	0.062	0.000	0.000	0.000	0.271	0.000	0.187	0.075	0.000	0.035
d119vr3	039253_4	nu	1	27	25.892	1.49	1.5713882446289062	0.08138824462890626	550	51	4	11	11	3173	603	0.4227447509765625	0.3743743896484375	0.07807159423828125	451.8	95.2	80.5	10.1	15576.9	0.3	2122.1	2096.4	84.0	62.3	205.7	3249.5	0.0	204.4	271.2	47.2	837.9	0.423	0.000	0.000	0.000	0.374	0.000	0.000	0.078	0.000	0.000	0.000	0.213	0.000	0.179	0.075	0.000	0.079
d119vr3	039253_5	nu	1	70	67.918	2.42	2.4241256713867188	0.004125671386718821	628	55	5	18	18	5545	737	0.6808319091796875	1.028604507446289	0.001789093017578125	711.2	154.7	127.1	12.7	38304.7	0.3	3524.7	4214.9	145.1	4035.6	9684.1	4081.2	0.0	188.7	475.2	69.4	1354.5	0.681	0.000	0.000	0.000	1.029	0.000	-0.000	0.002	0.000	-0.000	0.345	0.001	0.000	0.149	0.004	0.000	0.034
d119vr3	039253_6	nu	1	37	34.332	2.24	2.243680953979492	0.0036809539794919743	593	54	13	29	29	8920	842	0.44599151611328125	0.31801605224609375	0.18453598022460938	478.4	99.8	80.8	8.7	15574.7	0.3	1486.3	7231.3	96.7	32.2	283.2	6546.2	0.0	221.6	424.3	88.3	1141.6	0.446	0.000	0.000	0.000	0.318	0.000	0.018	0.185	0.000	0.000	0.000	0.774	0.000	0.178	0.141	0.001	0.033
d119vr3	039253_7	nu	1	27	23.475	1.28	1.3731193542480469	0.09311935424804685	467	47	1	14	14	3756	497	0.4342803955078125	0.4124298095703125	0.011013031005859375	459.9	103.4	84.5	8.6	17256.2	0.3	1458.1	2066.1	80.9	2.0	21.1	366.6	0.0	193.4	218.4	50.6	727.6	0.434	0.000	0.000	0.000	0.412	0.000	0.000	0.011	0.000	0.000	0.000	0.037	0.000	0.181	0.052	0.001	0.099
d119vr3	039253_8	nu	1	51	48.559	3.02	3.020496368408203	0.0004963684082031072	644	46	10	25	25	7852	718	0.7070770263671875	0.46765899658203125	0.22513961791992188	744.7	160.7	132.1	13.5	28532.5	0.3	3268.5	6721.5	147.9	26.4	195.2	5194.8	0.0	234.7	571.7	89.1	1658.6	0.707	0.000	0.000	0.000	0.468	0.000	0.087	0.225	0.000	0.000	0.000	0.894	0.000	0.186	0.169	0.001	0.093
d119vr3	039253_9	nu	1	50	48.219	2.37	2.4280738830566406	0.05807388305664052	522	44	7	18	18	6056	897	0.6201515197753906	0.7512664794921875	0.00091552734375	667.2	141.8	115.4	11.3	31501.7	0.3	3805.1	4225.1	141.1	59.1	202.1	4257.2	0.0	217.4	587.5	65.8	1359.1	0.620	0.000	0.000	0.000	0.751	0.000	0.000	0.001	0.000	0.000	0.000	0.471	0.000	0.179	0.170	0.001	0.064
d119vr3	039349_0	nu	1	13	10.627	0.67	0.9347953796386719	0.26479537963867184	238	29	2	12	12	3556	972	0.19645309448242188	0.21578598022460938	0.0469207763671875	231.6	51.4	42.2	4.1	6621.8	0.2	528.3	1580.5	43.8	2.6	11.6	531.8	0.0	184.2	146.8	52.2	399.5	0.196	0.000	0.000	0.000	0.216	0.000	0.000	0.047	0.000	0.000	0.000	0.064	0.000	0.179	0.040	0.001	0.044
d119vr3	039349_10	nu	1	17	14.875	1.18	1.18	0.0	300	32	1	7	7	2838	859	0.3270721435546875	0.26470947265625	0.0881195068359375	373.4	89.4	72.5	8.0	10375.6	0.2	971.5	1293.6	61.6	1.4	12.8	335.7	0.0	177.5	165.3	41.4	568.2	0.327	0.000	0.000	0.000	0.265	0.000	0.002	0.088	0.000	0.000	0.000	0.041	0.000	0.181	0.042	0.001	0.083
d119vr3	039349_11	nu	1	14	12.155	0.68	0.9721755981445312	0.2921755981445312	211	27	2	10	10	2855	538	0.21387100219726562	0.3150482177734375	0.00177001953125	261.5	54.6	45.6	4.5	7854.6	0.2	1061.9	1428.8	52.3	1.6	8.2	355.5	0.0	182.3	131.7	43.2	431.8	0.214	0.000	0.000	0.000	0.315	0.000	0.000	0.002	0.000	0.000	0.000	0.023	0.000	0.180	0.039	0.001	0.050
d119vr3	039349_12	nu	1	17	15.195	1.03	1.05010986328125	0.020109863281249973	226	32	5	14	14	2851	455	0.22390365600585938	0.40052032470703125	0.0	266.0	59.0	48.8	4.9	8862.7	0.2	687.2	1372.1	50.7	103.2	635.8	1941.7	0.0	183.3	215.1	42.0	498.4	0.224	0.001	0.000	0.000	0.401	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.185	0.062	0.000	0.027
d119vr3	039349_13	nu	1	12	10.158	0.58	0.8986244201660156	0.31862442016601566	203	29	3	12	12	2893	486	0.179534912109375	0.19620513916015625	0.026317596435546875	220.3	48.6	39.5	3.5	4914.1	0.2	341.2	1425.1	45.0	2.2	9.8	2169.9	0.0	182.8	173.6	41.9	382.2	0.180	0.002	0.000	0.000	0.196	0.000	0.000	0.026	0.000	0.000	0.000	0.084	0.000	0.183	0.045	0.000	0.036
d119vr3	039349_14	nu	1	12	9.98	0.65	0.9822845458984375	0.3322845458984375	192	31	2	10	10	3393	966	0.23373031616210938	0.20585250854492188	0.059001922607421875	272.1	58.3	48.7	4.2	6435.9	0.2	380.5	1452.2	51.3	11.3	93.2	183.3	0.0	182.2	114.8	49.5	446.4	0.234	0.000	0.000	0.000	0.206	0.000	0.000	0.059	0.000	0.000	0.001	0.060	0.000	0.182	0.030	0.001	0.062
d119vr3	039349_15	nu	1	14	11.804	1.11	1.1113834381103516	0.0013834381103514648	205	33	4	16	16	5157	898	0.24757003784179688	0.20653533935546875	0.08717727661132812	291.0	62.2	50.1	4.3	6972.9	0.2	402.2	2321.9	52.7	1.2	9.8	480.5	0.0	184.6	156.7	65.9	509.4	0.248	0.000	0.000	0.000	0.207	0.000	-0.001	0.087	0.000	0.000	0.000	0.142	0.000	0.182	0.046	0.001	0.053
d119vr3	039349_16	nu	1	21	17.65	1.03	1.1375617980957031	0.1075617980957031	255	33	2	14	14	3926	818	0.2850189208984375	0.3292503356933594	0.019153594970703125	316.1	76.7	57.8	5.5	10879.3	0.2	1480.3	1757.1	61.5	8.4	56.7	1675.8	0.0	186.2	152.8	54.8	554.5	0.285	0.000	0.000	0.000	0.329	0.000	0.000	0.019	0.000	0.000	0.000	0.066	0.000	0.179	0.043	0.001	0.064
d119vr3	039349_17	nu	1	11	6.682	0.75	0.752899169921875	0.002899169921875	192	41	3	9	9	1554	413	0.116455078125	0.15687179565429688	0.01454925537109375	153.0	37.3	29.3	3.1	4018.3	0.2	287.2	654.5	38.6	10.1	167.7	522.8	0.0	181.3	110.2	32.2	302.1	0.116	0.003	0.000	0.000	0.157	0.000	0.000	0.015	0.000	0.000	0.011	0.054	0.000	0.184	0.029	0.000	0.033
d119vr3	039349_18	nu	1	21	18.325	1.52	1.52	0.0	249	39	9	24	24	5845	597	0.3041572570800781	0.234710693359375	0.12445449829101562	337.2	72.7	59.3	5.6	8628.7	0.2	495.6	3830.4	68.7	4.5	24.0	3102.2	0.0	219.9	319.3	68.7	747.7	0.304	0.000	0.000	0.000	0.235	0.000	0.000	0.124	0.000	0.000	0.000	0.409	0.000	0.186	0.105	0.000	0.008
d119vr3	039349_19	nu	1	10	7.191	0.73	0.780487060546875	0.05048706054687502	208	27	2	9	9	1600	444	0.1402130126953125	0.15995025634765625	0.027957916259765625	182.2	40.6	33.1	3.5	4651.6	0.2	366.0	705.5	37.6	8.6	43.6	344.8	0.0	176.3	106.1	36.7	317.1	0.140	0.004	0.000	0.000	0.160	0.000	0.000	0.028	0.000	0.000	0.000	0.046	0.000	0.182	0.027	0.000	0.040
d119vr3	039349_1	nu	1	6	4.743	0.63	0.6433753967285156	0.01337539672851562	165	31	3	8	8	1884	480	0.07308578491210938	0.09821319580078125	0.028964996337890625	111.4	26.8	21.4	1.9	2422.5	0.2	115.0	702.5	24.7	5.8	4.1	681.1	0.0	184.5	104.1	34.8	218.8	0.073	0.003	0.000	0.000	0.098	0.000	0.000	0.029	0.000	0.000	0.000	0.058	0.000	0.183	0.028	0.000	0.017
d119vr3	039349_20	nu	1	12	10.507	0.63	0.9528274536132812	0.32282745361328125	235	43	6	13	13	3629	586	0.15393829345703125	0.14051437377929688	0.07836151123046875	182.1	43.0	34.4	3.6	4379.2	0.2	234.1	1741.0	41.1	2.4	10.0	2775.7	0.0	193.8	241.2	48.1	388.0	0.154	0.004	0.000	0.000	0.141	0.000	0.000	0.078	0.000	0.000	0.000	0.165	0.000	0.187	0.073	0.000	0.004
d119vr3	039349_21	nu	1	23	18.945	1.2	1.2	0.0	242	29	5	17	17	4449	662	0.2504692077636719	0.2504844665527344	0.06947708129882812	288.0	61.2	51.7	4.6	8483.7	0.2	657.7	2951.4	62.2	2.7	12.2	4982.1	0.0	188.3	301.8	59.7	540.7	0.250	0.000	0.000	0.000	0.250	0.000	0.000	0.069	0.000	0.000	0.000	0.198	0.000	0.185	0.089	0.001	0.012
d119vr3	039349_22	nu	1	25	20.534	1.1	1.399993896484375	0.2999938964843749	289	39	6	17	17	6180	710	0.29913330078125	0.2399444580078125	0.1234130859375	340.4	70.9	59.5	5.4	8983.6	0.2	479.6	3879.6	68.8	73.4	123.9	4883.1	0.0	201.5	320.4	72.3	649.0	0.299	0.000	0.000	0.000	0.240	0.000	0.000	0.123	0.000	0.000	0.000	0.288	0.000	0.177	0.094	0.001	0.028
d119vr3	039349_23	nu	1	18	14.535	0.92	1.2741279602050781	0.3541279602050781	256	30	6	15	15	3693	510	0.27227020263671875	0.2513771057128906	0.058917999267578125	307.0	67.5	53.6	5.0	8120.2	0.2	542.0	1952.0	63.3	24.9	69.8	1952.6	0.0	198.5	257.2	48.0	606.9	0.272	0.000	0.000	0.000	0.251	0.000	0.000	0.059	0.000	0.000	0.000	0.254	0.000	0.187	0.078	0.001	0.026
d119vr3	039349_24	nu	1	13	10.192	0.94	0.9663867950439453	0.026386795043945366	253	47	4	14	14	3886	737	0.18198776245117188	0.20189285278320312	0.04349517822265625	226.9	48.7	38.0	4.1	4885.3	0.2	328.3	1793.1	43.9	5.4	9.3	1745.4	0.0	187.7	214.2	54.4	401.7	0.182	0.003	0.000	0.000	0.202	0.000	0.000	0.043	0.000	0.000	0.000	0.129	0.000	0.180	0.061	0.001	0.020
d119vr3	039349_25	nu	1	24	21.945	1.54	1.54	0.0	278	36	6	15	15	4990	780	0.3625068664550781	0.26360321044921875	0.12116241455078125	397.3	87.1	69.7	6.1	11534.1	0.2	810.5	2658.8	87.8	5.9	10.1	4536.7	0.0	198.1	334.7	59.4	758.0	0.363	0.000	0.000	0.000	0.264	0.000	0.000	0.121	0.000	0.000	0.000	0.321	0.000	0.185	0.097	0.000	0.041
d119vr3	039349_26	nu	1	28	24.677	1.36	1.3633346557617188	0.0033346557617186523	252	38	4	17	17	4858	899	0.32952117919921875	0.3985748291015625	0.029052734375	376.5	75.8	62.4	5.7	14167.9	0.2	1999.1	2915.3	76.9	19.2	308.9	3102.2	0.0	201.8	223.2	65.9	674.6	0.330	0.000	0.000	0.000	0.399	0.000	0.000	0.029	0.000	0.000	0.000	0.146	0.000	0.180	0.065	0.000	0.067
d119vr3	039349_27	nu	1	19	15.702	1.06	1.1977291107177734	0.13772911071777338	223	34	5	18	18	4832	583	0.26013946533203125	0.2675132751464844	0.04266357421875	294.2	62.2	51.8	4.2	7294.8	0.2	502.1	3186.2	61.4	284.4	1452.3	1227.4	0.0	191.8	184.3	62.4	548.3	0.260	0.000	0.000	0.000	0.268	0.000	0.000	0.043	0.000	0.000	0.109	0.075	0.000	0.187	0.049	0.001	0.059
d119vr3	039349_28	nu	1	44	39.43	1.97	1.988077163696289	0.01807716369628909	439	44	3	23	23	7135	1068	0.60687255859375	1.0392951965332031	0.0005035400390625	645.8	138.0	113.1	9.9	27531.5	0.2	1478.6	6370.4	147.4	2.2	26.4	692.6	0.0	206.1	316.4	83.2	1062.6	0.607	0.000	0.000	0.000	1.039	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.000	0.022
d119vr3	039349_29	nu	1	17	13.379	0.99	1.0279369354248047	0.037936935424804696	222	37	4	13	13	4918	1051	0.20294570922851562	0.2108154296875	0.060649871826171875	240.8	53.1	42.6	4.3	6607.8	0.2	324.5	2409.3	50.7	2.8	18.9	2434.8	0.0	191.7	253.7	63.0	458.7	0.203	0.002	0.000	0.000	0.211	0.000	0.000	0.061	0.000	0.000	0.000	0.138	0.000	0.183	0.078	0.001	0.007
d119vr3	039349_2	nu	1	11	8.75	0.82	0.8214073181152344	0.0014073181152344238	246	32	2	13	13	2670	573	0.15567398071289062	0.18245315551757812	0.03620147705078125	195.5	44.0	34.7	3.7	4977.0	0.2	443.5	1183.2	34.2	1.7	12.3	978.3	0.0	183.5	101.6	42.5	348.2	0.156	0.003	0.000	0.000	0.182	0.000	0.000	0.036	0.000	0.000	0.000	0.048	0.000	0.182	0.022	0.000	0.045
d119vr3	039349_30	nu	1	21	19.85	1.15	1.2770652770996094	0.12706527709960946	279	46	3	18	18	6081	666	0.30562591552734375	0.293212890625	0.1004180908203125	348.3	70.9	57.8	5.5	10240.0	0.2	993.7	4081.0	63.3	231.1	1183.9	1136.2	0.0	187.9	241.0	75.5	592.0	0.306	0.000	0.000	0.000	0.293	0.000	0.000	0.100	0.000	0.000	0.041	0.082	0.000	0.182	0.067	0.001	0.061
