arm	evt	hit_base	hit_arm	moved	d_base	d_arm	adverse	rescued	nue_b	nue_a	numu_b	numu_a	agree	transferred	dual_d	has_vertex	off_ms	route
work-pr112i-snapD2-mcp1k	60017	1	1	0	7.781764723911196e-06	7.781764723911196e-06	0	0	-15.0	-15.0	1.7245792150497437	1.7245792150497437	True	True	0.0	True	1259.323283	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	60669	1	1	0	0.12932411525885562	0.12932411525885562	0	0	-15.0	-15.0	2.3510119915008545	2.3510119915008545	True	False	0.20752923152529035	True	1469.208429	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	60933	1	1	0	0.2266741170876689	0.2266741170876689	0	0	-15.0	-15.0	3.8215463161468506	3.8215463161468506	True	False	0.3703730931739897	True	2065.829238	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	61351	1	1	0	2.4135088753117267e-06	2.4135088753117267e-06	0	0	-15.0	-15.0	3.549459457397461	3.549459457397461	True	True	0.0	True	1695.803466	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	61417	1	1	0	0.3960839779084689	0.3960839779084689	0	0	-15.0	-15.0	4.1291303634643555	4.1291303634643555	True	False	0.2663444339549793	True	1730.066029	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	61461	1	1	0	1.3303999053127211	1.3303999053127211	0	0	-15.0	-15.0	3.7282814979553223	3.7282814979553223	True	False	1.1231512760704554	True	2234.833466	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	61843	0	0	0	12.279194318401698	12.279194318401698	0	0	-4.300936222076416	-4.300936222076416	-0.113683320581913	-0.113683320581913	True	True	1.1294600422896912	True	1477.41037	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	62149	1	1	0	0.11365364159249174	0.11365364159249174	0	0	-15.0	-15.0	4.301008224487305	4.301008224487305	True	False	0.6446759960775893	True	1539.991859	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	62281	1	0	1	0.5121189758638112	28.885715426637464	1	0	-4.300936222076416	-15.0	3.7368311882019043	2.9201810359954834	True	True	0.2838362498281871	True	1649.355087	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	62459	1	1	0	0.5284415803645393	0.5284415803645393	0	0	-15.0	-15.0	2.9254517555236816	2.9254517555236816	True	False	0.647516476420025	True	3123.64816	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	62495	1	1	0	0.7354012519228934	0.7354012519228934	0	0	-15.0	-15.0	2.7555017471313477	2.7555017471313477	True	False	0.21939502762069513	True	1638.233617	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	62613	1	1	0	4.0541665738654015e-06	4.0541665738654015e-06	0	0	-15.0	-15.0	-4.122855186462402	-4.122855186462402	True	True	0.0	True	1571.231779	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	62721	1	1	0	0.15007584515239805	0.15007584515239805	0	0	-15.0	-15.0	-0.9468968510627747	-0.9468968510627747	True	True	0.15007607185534017	True	1254.666417	dl-dual-snap-accept
