sample	event	arm	segid	source	nseg	npoints	len_cm	ke_mcs	amb	tracklen_cm	ke_range_mcs	ke_range_toolkit	ke_dqdx_toolkit	nsegs14	bad_path	cathode_drop	cathode_mask	nseg_chain	len_chain	ke_range_chain	nseg_bridged	len_bridged
nuecc48	219295	work-d84r2-prod98-nuecc48	15003	long_muon_else_pf	1	147	87.8	308.6	0.6944	87.8	224.6	225.5	284.7	6	false	0	0	0	0.0	-1.0	0	0
nuecc48	234638	work-d84r2-prod98-nuecc48	10007	long_muon_else_pf	1	74	43.7	119.3	0.7378	42.8	127.8	130.2	127.3	3	false	0	0	0	0.0	-1.0	0	0
nuecc48	271851	work-d84r2-prod98-nuecc48	23006	long_muon_else_pf	1	94	55.8	89.8	0.7662	50.1	144.0	156.9	104.7	3	false	0	0	0	0.0	-1.0	0	0
nuecc48	389538	work-d84r2-prod98-nuecc48	11001	long_muon_else_pf	1	274	164.0	556.9	0.54	163.7	384.9	388.2	376.8	11	false	0	0	0	0.0	-1.0	0	0
nuecc48	69314	work-d84r2-prod98-nuecc48	3005	long_muon_else_pf	1	257	153.8	351.1	0.3464	150.7	357.4	366.4	329.9	10	false	0	0	0	0.0	-1.0	0	0
mcp1k	278684	work-d84r2-on3-mcp1k	10005	long_muon_else_pf	4	283	167.3	598.0	0.4303	167.3	392.4	395.3	385.9	12	false	0	0	4	167.3	395.3	0	0
mcp1k	281595	work-d84r2-on3-mcp1k	20013	long_muon_else_pf	2	218	130.0	875.0	0.8616	128.7	310.9	315.1	274.7	9	false	2	2	2	130.0	315.1	0	0
mcp1k	283713	work-d84r2-on3-mcp1k	17006	long_muon_else_pf	2	833	498.4	2263.9	0.7759	491.8	1117.5	1139.3	1150.7	33	false	0	0	2	498.4	1139.3	0	0
mcp1k	286191	work-d84r2-on3-mcp1k	7001	long_muon_else_pf	2	186	110.6	254.4	0.116	110.0	271.4	274.0	339.5	8	false	0	0	2	110.6	274.0	0	0
mcp1k	286681	work-d84r2-on3-mcp1k	3004	long_muon_else_pf	1	109	65.0	15.4	1	61.7	168.9	176.9	135.2	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	313847	work-d84r2-on3-mcp1k	19022	long_muon_else_pf	2	166	98.5	447.7	0.8487	94.7	239.1	248.3	199.6	6	false	0	0	2	98.5	248.3	0	0
mcp1k	61579	work-d84r2-on3-mcp1k	20048	long_muon_else_pf	1	221	133.4	373.0	0.6545	133.4	320.8	322.5	314.3	9	false	2	2	0	0.0	-1.0	0	0
mcp1k	71222	work-d84r2-on3-mcp1k	22007	long_muon_else_pf	1	123	73.2	1307.8	0.8915	73.2	193.7	194.4	166.1	5	false	0	0	0	0.0	-1.0	0	0
mcp2k	159569	work-d84r2-on3-mcp2k	12000	long_muon_else_pf	1	115	68.3	874.5	0.9341	67.9	182.2	183.9	139.3	5	false	0	0	0	0.0	-1.0	0	0
mcp2k	177536	work-d84r2-on3-mcp2k	17006	long_muon_else_pf	1	488	292.4	674.3	0.03691	291.1	663.5	673.4	693.6	20	false	1	1	0	0.0	-1.0	0	0
mcp2k	178885	work-d84r2-on3-mcp2k	9016	long_muon_else_pf	1	324	193.9	426.5	0.1161	191.4	445.1	453.3	441.2	13	false	0	0	0	0.0	-1.0	0	0
mcp2k	294174	work-d84r2-on3-mcp2k	16001	long_muon_else_pf	1	409	245.8	547.4	0.01038	245.3	563.2	568.3	564.7	17	false	2	3	0	0.0	-1.0	0	0
mcp2k	319475	work-d84r2-on3-mcp2k	18000	long_muon_else_pf	1	114	67.6	673.9	0.9159	67.2	180.7	182.4	148.4	5	false	0	0	0	0.0	-1.0	0	0
mcp2k	392901	work-d84r2-on3-mcp2k	15016	long_muon_else_pf	2	341	203.3	926.0	0.7984	199.4	462.5	474.0	419.4	13	false	0	0	2	203.3	474.0	0	0
mcp2k	393538	work-d84r2-on3-mcp2k	8009	long_muon_else_pf	3	490	292.5	810.3	0.309	289.1	659.1	673.7	698.7	20	false	0	0	3	292.5	673.7	0	0
mcp2k	395695	work-d84r2-on3-mcp2k	11009	long_muon_else_pf	2	174	103.2	3092.8	0.9832	101.0	252.3	258.2	254.2	7	false	0	0	2	103.2	258.2	0	0
mcp2k	497311	work-d84r2-on3-mcp2k	15000	long_muon_else_pf	1	556	332.8	1031.4	0.6475	328.6	745.5	766.3	720.6	22	false	0	0	0	0.0	-1.0	0	0
mcp2k	499577	work-d84r2-on3-mcp2k	13026	long_muon_else_pf	4	492	294.7	985.3	0.3478	294.0	669.7	678.6	621.2	20	false	2	3	4	294.7	678.6	0	0
mcp2k	53793	work-d84r2-on3-mcp2k	37026	long_muon_else_pf	2	259	154.1	1328.9	0.8043	154.1	364.6	367.0	363.8	11	false	1	1	2	154.1	367.0	0	0
mcp2k	55278	work-d84r2-on3-mcp2k	13000	long_muon_else_pf	1	219	131.4	381.9	0.5031	131.4	316.6	318.2	266.2	9	false	0	0	0	0.0	-1.0	0	0
mcp2k	55740	work-d84r2-on3-mcp2k	17000	long_muon_else_pf	1	281	168.0	594.0	0.6772	165.1	387.8	397.1	368.1	11	false	0	0	0	0.0	-1.0	0	0
mcp2k	66366	work-d84r2-on3-mcp2k	22009	long_muon_else_pf	4	503	300.6	881.0	0.3532	297.7	677.8	692.2	643.2	20	false	2	3	4	300.6	692.2	0	0
mcp2k	66872	work-d84r2-on3-mcp2k	7023	long_muon_else_pf	1	111	66.3	43.9	0.8958	66.0	178.2	179.6	130.2	4	false	0	0	0	0.0	-1.0	0	0
mcp2k	74336	work-d84r2-on3-mcp2k	22002	long_muon_else_pf	1	175	104.4	248.7	0.3975	104.4	259.6	260.7	245.1	7	false	0	0	0	0.0	-1.0	0	0
mcp2k	74784	work-d84r2-on3-mcp2k	8007	long_muon_else_pf	3	167	99.0	328.6	0.9651	29.9	98.8	249.3	151.1	2	false	0	0	3	99.0	249.3	0	0
mcp2k	75554	work-d84r2-on3-mcp2k	4000	long_muon_else_pf	1	214	128.0	953.4	0.8522	128.0	309.3	310.9	291.0	9	false	0	0	0	0.0	-1.0	0	0
mcp2k	77978	work-d84r2-on3-mcp2k	15000	long_muon_else_pf	1	234	140.1	542.4	0.5932	139.7	334.2	336.7	307.6	10	false	1	1	0	0.0	-1.0	0	0
mcp2k	99232	work-d84r2-on3-mcp2k	17014	long_muon_else_pf	2	413	246.8	629.7	0.5849	246.2	565.1	570.5	570.5	16	false	0	0	2	246.8	570.5	0	0
mcp1k	166738	work-mcp1k-mcs80on	16001	pf_muon	1	284	171.1	412.4	0.2887	169.9	398.1	403.6	415.4	12	false	2	3	-1	-1	-1	0	0
mcp1k	167112	work-mcp1k-mcs80on	16001	pf_muon	1	89	53.1	145.1	0.6586	53.1	150.5	151.0	112.9	4	false	0	0	-1	-1	-1	0	0
mcp1k	168432	work-mcp1k-mcs80on	19031	pf_muon	1	145	86.5	218.1	0.3101	85.9	220.6	222.8	210.8	6	false	0	0	-1	-1	-1	0	0
mcp1k	168526	work-mcp1k-mcs80on	19027	pf_muon	1	409	244.6	578.8	0.0308	243.6	559.4	565.5	562.6	17	false	0	0	-1	-1	-1	0	0
mcp1k	168614	work-mcp1k-mcs80on	5002	pf_muon	1	295	176.4	518.1	0.7653	173.1	404.9	415.1	385.5	11	false	0	0	-1	-1	-1	0	0
mcp1k	168658	work-mcp1k-mcs80on	12000	pf_muon	1	153	91.2	207.3	0.1793	90.9	231.1	232.6	241.2	6	false	0	0	-1	-1	-1	0	0
mcp1k	169598	work-mcp1k-mcs80on	18002	pf_muon	1	140	83.3	210.1	0.3017	83.3	215.1	215.9	217.4	6	false	0	0	-1	-1	-1	0	0
mcp1k	169620	work-mcp1k-mcs80on	13006	pf_muon	1	304	182.3	421.0	0.03677	182.3	425.0	427.9	436.6	13	false	2	3	-1	-1	-1	0	0
mcp1k	169824	work-mcp1k-mcs80on	18006	pf_muon	1	308	185.3	450.8	0.1862	184.9	430.8	434.6	439.4	13	false	1	2	-1	-1	-1	0	0
mcp1k	169890	work-mcp1k-mcs80on	21002	pf_muon	1	148	88.0	4000.0	1	87.6	224.2	225.9	193.5	6	false	0	0	-1	-1	-1	0	0
mcp1k	170814	work-mcp1k-mcs80on	18012	pf_muon	1	89	52.9	128.1	0.3951	52.9	150.0	150.5	136.8	4	false	0	0	-1	-1	-1	0	0
mcp1k	171600	work-mcp1k-mcs80on	14000	pf_muon	1	593	355.2	889.9	0.2897	352.0	796.8	818.3	847.8	24	false	0	0	-1	-1	-1	0	0
mcp1k	172090	work-mcp1k-mcs80on	10002	pf_muon	1	507	303.8	637.1	0.009415	301.4	686.1	699.5	616.2	20	false	0	0	-1	-1	-1	0	0
mcp1k	172266	work-mcp1k-mcs80on	16007	pf_muon	1	190	113.7	502.0	0.7187	113.7	279.3	280.6	252.5	8	false	0	0	-1	-1	-1	0	0
mcp1k	172656	work-mcp1k-mcs80on	10003	pf_muon	1	425	255.8	602.2	0.111	255.5	585.4	590.6	571.6	18	false	2	3	-1	-1	-1	0	0
mcp1k	172788	work-mcp1k-mcs80on	26004	pf_muon	1	227	135.4	254.6	0.06533	127.7	308.7	326.7	290.7	8	false	0	0	-1	-1	-1	0	0
mcp1k	172794	work-mcp1k-mcs80on	20000	pf_muon	1	384	230.1	483.9	2.608e-05	228.9	527.1	533.1	521.9	16	false	1	1	-1	-1	-1	0	0
mcp1k	172832	work-mcp1k-mcs80on	21001	pf_muon	1	210	125.6	278.8	0.124	125.3	303.7	305.9	327.1	9	false	0	0	-1	-1	-1	0	0
mcp1k	173146	work-mcp1k-mcs80on	15001	pf_muon	1	233	139.3	525.4	0.6113	138.2	330.9	335.0	308.6	10	false	0	0	-1	-1	-1	0	0
mcp1k	173234	work-mcp1k-mcs80on	10001	pf_muon	1	392	235.6	515.6	0.009131	234.4	539.2	545.5	556.6	16	false	2	3	-1	-1	-1	0	0
mcp1k	173498	work-mcp1k-mcs80on	6000	pf_muon	1	288	172.0	974.8	0.8152	169.6	397.4	405.7	375.2	11	false	0	0	-1	-1	-1	0	0
mcp1k	174224	work-mcp1k-mcs80on	20017	pf_muon	1	295	176.8	781.4	0.6423	171.7	401.9	415.9	367.9	11	false	0	0	-1	-1	-1	0	0
mcp1k	174422	work-mcp1k-mcs80on	18000	pf_muon	1	223	134.2	816.8	0.8595	134.2	322.5	324.2	274.0	9	false	1	1	-1	-1	-1	0	0
mcp1k	174576	work-mcp1k-mcs80on	5001	pf_muon	1	167	99.6	257.9	0.4817	98.6	247.3	250.5	236.4	7	false	0	0	-1	-1	-1	0	0
mcp1k	174928	work-mcp1k-mcs80on	9023	pf_muon	1	150	89.6	288.5	0.8085	88.9	227.0	229.3	204.7	6	false	0	0	-1	-1	-1	0	0
mcp1k	175808	work-mcp1k-mcs80on	18001	pf_muon	1	227	135.7	561.3	0.7315	135.4	325.0	327.4	316.4	9	false	0	0	-1	-1	-1	0	0
mcp1k	276836	work-mcp1k-mcs80on	11004	pf_muon	1	357	222.3	605.2	0.2482	222.3	512.8	516.0	463.5	15	false	1	2	-1	-1	-1	0	0
mcp1k	277276	work-mcp1k-mcs80on	8018	pf_muon	1	229	137.0	461.8	0.7449	135.4	325.0	330.1	315.3	9	false	0	0	-1	-1	-1	0	0
mcp1k	278420	work-mcp1k-mcs80on	18001	pf_muon	1	105	62.0	163.4	0.6872	61.4	168.3	170.4	245.0	4	false	0	0	-1	-1	-1	0	0
mcp1k	278640	work-mcp1k-mcs80on	17002	pf_muon	1	213	128.6	285.3	0.08218	128.6	310.6	312.2	300.2	9	false	2	2	-1	-1	-1	0	0
mcp1k	278785	work-mcp1k-mcs80on	5000	pf_muon	1	332	198.8	404.8	0.003398	198.5	460.6	464.0	444.8	13	false	0	0	-1	-1	-1	0	0
mcp1k	279256	work-mcp1k-mcs80on	15005	pf_muon	1	339	202.8	455.9	0.0328	201.0	466.0	472.9	483.5	14	false	0	0	-1	-1	-1	0	0
mcp1k	279445	work-mcp1k-mcs80on	19001	pf_muon	1	207	123.8	876.8	0.8212	123.6	300.0	302.0	273.4	9	false	0	0	-1	-1	-1	0	0
mcp1k	280466	work-mcp1k-mcs80on	15005	pf_muon	1	163	97.3	272.5	0.5733	97.3	244.6	245.6	285.9	7	false	0	0	-1	-1	-1	0	0
mcp1k	280972	work-mcp1k-mcs80on	7172	pf_muon	1	804	483.1	1288.8	0.09901	481.5	1093.6	1107.2	1057.4	33	false	3	4	-1	-1	-1	0	0
mcp1k	280994	work-mcp1k-mcs80on	18001	pf_muon	1	202	120.7	291.6	0.3839	119.8	292.0	295.4	319.7	8	false	0	0	-1	-1	-1	0	0
mcp1k	281214	work-mcp1k-mcs80on	15000	pf_muon	1	133	79.1	186.9	0.4754	78.3	204.5	206.9	210.0	5	false	1	1	-1	-1	-1	0	0
mcp1k	281505	work-mcp1k-mcs80on	18001	pf_muon	1	166	98.9	224.6	0.15	98.9	247.9	249.0	226.9	7	false	0	0	-1	-1	-1	0	0
mcp1k	281507	work-mcp1k-mcs80on	8001	pf_muon	1	206	122.8	573.9	0.8413	119.8	292.0	299.9	275.0	8	false	0	0	-1	-1	-1	0	0
mcp1k	281527	work-mcp1k-mcs80on	14002	pf_muon	1	270	161.8	423.1	0.6052	159.4	375.8	383.4	361.1	11	false	0	0	-1	-1	-1	0	0
mcp1k	281837	work-mcp1k-mcs80on	13002	pf_muon	1	202	120.7	984.8	0.9063	120.1	292.6	295.4	270.3	8	false	0	0	-1	-1	-1	0	0
mcp1k	281953	work-mcp1k-mcs80on	10000	pf_muon	1	147	87.7	217.8	0.5652	85.1	218.9	225.2	196.0	6	false	0	0	-1	-1	-1	0	0
mcp1k	282072	work-mcp1k-mcs80on	7004	pf_muon	1	355	212.3	502.5	0.1777	210.3	486.4	493.9	465.6	14	false	0	0	-1	-1	-1	0	0
mcp1k	282204	work-mcp1k-mcs80on	4001	pf_muon	1	148	88.2	199.4	0.1013	87.6	224.1	226.3	222.9	6	false	0	0	-1	-1	-1	0	0
mcp1k	282217	work-mcp1k-mcs80on	9004	pf_muon	1	503	301.3	878.5	0.3581	299.9	682.8	693.8	684.3	21	false	0	0	-1	-1	-1	0	0
mcp1k	282231	work-mcp1k-mcs80on	19000	pf_muon	1	88	52.4	-1.0	-1	52.0	148.2	149.6	132.6	4	false	3	3	-1	-1	-1	0	0
mcp1k	282385	work-mcp1k-mcs80on	11005	pf_muon	1	168	100.3	1611.7	0.8948	99.2	248.7	252.1	231.4	7	false	0	0	-1	-1	-1	0	0
mcp1k	282459	work-mcp1k-mcs80on	10001	pf_muon	1	153	91.0	378.6	0.7843	90.8	231.0	232.4	203.3	6	false	0	0	-1	-1	-1	0	0
mcp1k	282666	work-mcp1k-mcs80on	10001	pf_muon	1	217	129.6	415.2	0.5682	129.6	312.7	314.3	367.3	9	false	0	0	-1	-1	-1	0	0
mcp1k	282737	work-mcp1k-mcs80on	21018	pf_muon	1	295	176.6	387.7	0.08446	174.5	408.0	415.6	400.4	12	false	0	0	-1	-1	-1	0	0
mcp1k	282899	work-mcp1k-mcs80on	7014	pf_muon	1	224	133.6	489.1	0.7216	132.6	319.0	322.9	437.6	9	false	0	0	-1	-1	-1	0	0
mcp1k	283009	work-mcp1k-mcs80on	23014	pf_muon	1	273	163.5	821.4	0.7376	162.8	383.1	387.2	358.3	11	false	0	0	-1	-1	-1	0	0
mcp1k	283040	work-mcp1k-mcs80on	2008	pf_muon	1	116	69.0	412.2	0.9149	69.0	184.6	185.3	206.4	5	false	0	0	-1	-1	-1	0	0
mcp1k	283091	work-mcp1k-mcs80on	24014	pf_muon	1	203	121.0	362.6	0.6142	121.0	294.7	296.1	294.9	8	false	0	0	-1	-1	-1	0	0
mcp1k	283229	work-mcp1k-mcs80on	6001	pf_muon	1	292	174.7	446.0	0.232	173.1	404.9	411.5	414.5	12	false	0	0	-1	-1	-1	0	0
mcp1k	283771	work-mcp1k-mcs80on	21001	pf_muon	1	234	139.7	1286.9	0.9104	137.8	330.0	336.0	308.0	9	false	0	0	-1	-1	-1	0	0
mcp1k	283905	work-mcp1k-mcs80on	4000	pf_muon	1	193	115.0	242.6	0.3211	113.8	279.3	283.3	296.4	8	false	0	0	-1	-1	-1	0	0
mcp1k	283991	work-mcp1k-mcs80on	15003	pf_muon	1	221	132.1	275.2	0.02697	132.1	318.1	319.8	325.3	9	false	0	0	-1	-1	-1	0	0
mcp1k	284013	work-mcp1k-mcs80on	8017	pf_muon	1	243	147.1	367.9	0.3928	147.1	349.8	351.9	345.7	10	false	2	3	-1	-1	-1	0	0
mcp1k	284103	work-mcp1k-mcs80on	8005	pf_muon	1	209	124.6	481.6	0.701	123.4	299.7	303.7	263.4	8	false	0	0	-1	-1	-1	0	0
mcp1k	284153	work-mcp1k-mcs80on	14005	pf_muon	1	228	136.3	317.8	0.3844	136.3	327.0	328.8	328.4	9	false	0	0	-1	-1	-1	0	0
mcp1k	284211	work-mcp1k-mcs80on	14004	pf_muon	1	236	141.1	347.8	0.3263	140.8	336.5	339.0	305.1	10	false	0	0	-1	-1	-1	0	0
mcp1k	284657	work-mcp1k-mcs80on	5005	pf_muon	1	134	80.0	551.6	0.8843	79.7	207.4	208.9	178.0	5	false	0	0	-1	-1	-1	0	0
mcp1k	284769	work-mcp1k-mcs80on	16004	pf_muon	1	478	285.9	1843.3	0.8809	282.7	645.1	658.7	628.5	19	false	0	0	-1	-1	-1	0	0
mcp1k	284794	work-mcp1k-mcs80on	12013	pf_muon	1	459	274.9	711.9	0.3513	271.7	621.0	633.8	578.0	18	false	0	0	-1	-1	-1	0	0
mcp1k	285311	work-mcp1k-mcs80on	11003	pf_muon	1	70	41.5	298.6	0.9238	41.5	124.9	125.3	114.9	3	false	0	0	-1	-1	-1	0	0
mcp1k	285366	work-mcp1k-mcs80on	13000	pf_muon	1	114	67.7	565.4	0.8696	67.7	181.9	182.6	225.9	5	false	0	0	-1	-1	-1	0	0
mcp1k	285443	work-mcp1k-mcs80on	7000	pf_muon	1	126	74.9	880.1	0.9401	74.9	197.2	197.9	384.1	5	false	0	0	-1	-1	-1	0	0
mcp1k	285467	work-mcp1k-mcs80on	18000	pf_muon	1	169	100.6	2716.4	0.9756	100.3	251.0	252.6	234.2	7	false	1	1	-1	-1	-1	0	0
mcp1k	285531	work-mcp1k-mcs80on	15002	pf_muon	1	254	152.1	358.3	0.2114	150.5	357.0	362.7	342.8	10	false	0	0	-1	-1	-1	0	0
mcp1k	285929	work-mcp1k-mcs80on	13005	pf_muon	1	464	277.6	751.8	0.2651	277.6	633.9	639.8	619.4	19	false	0	0	-1	-1	-1	0	0
mcp1k	285971	work-mcp1k-mcs80on	7009	pf_muon	1	191	113.9	708.1	0.7724	113.6	279.0	280.9	292.7	8	false	0	0	-1	-1	-1	0	0
mcp1k	286241	work-mcp1k-mcs80on	11000	pf_muon	1	509	306.5	642.1	0.02088	302.8	689.0	705.7	674.3	20	false	5	6	-1	-1	-1	0	0
mcp1k	286268	work-mcp1k-mcs80on	11003	pf_muon	1	337	201.8	462.0	0.06339	201.1	466.3	470.6	490.6	14	false	0	0	-1	-1	-1	0	0
mcp1k	286353	work-mcp1k-mcs80on	9004	pf_muon	1	328	196.4	1531.4	0.8033	193.9	450.6	458.9	425.8	13	false	0	0	-1	-1	-1	0	0
mcp1k	286400	work-mcp1k-mcs80on	11003	pf_muon	1	580	350.6	756.8	8.623e-05	348.9	790.1	807.6	831.8	24	false	2	3	-1	-1	-1	0	0
mcp1k	286818	work-mcp1k-mcs80on	5002	pf_muon	1	73	43.4	117.9	0.7077	43.4	129.1	129.5	121.2	3	false	0	0	-1	-1	-1	0	0
mcp1k	286906	work-mcp1k-mcs80on	9001	pf_muon	1	213	127.3	554.0	0.6256	127.3	307.9	309.5	293.4	9	false	0	0	-1	-1	-1	0	0
mcp1k	287007	work-mcp1k-mcs80on	21008	pf_muon	1	68	40.2	216.3	0.9699	39.5	120.3	122.2	112.7	3	false	0	0	-1	-1	-1	0	0
mcp1k	287211	work-mcp1k-mcs80on	10001	pf_muon	1	170	101.7	233.6	0.1472	99.1	248.3	254.9	239.5	7	false	0	0	-1	-1	-1	0	0
mcp1k	287249	work-mcp1k-mcs80on	14001	pf_muon	1	233	139.0	348.2	0.1552	138.5	331.5	334.6	331.8	10	false	0	0	-1	-1	-1	0	0
mcp1k	287517	work-mcp1k-mcs80on	13010	pf_muon	1	240	143.2	337.4	0.1166	143.2	341.5	343.4	376.1	10	false	0	0	-1	-1	-1	0	0
mcp1k	287555	work-mcp1k-mcs80on	65023	pf_muon	1	71	41.9	111.3	0.7672	41.9	125.7	126.1	126.2	3	false	1	1	-1	-1	-1	0	0
mcp1k	287621	work-mcp1k-mcs80on	6007	pf_muon	1	93	55.0	657.0	0.933	55.0	154.6	155.2	270.7	4	false	0	0	-1	-1	-1	0	0
mcp1k	287825	work-mcp1k-mcs80on	5001	pf_muon	1	205	122.4	250.1	0.2951	121.5	295.5	298.9	299.3	8	false	0	0	-1	-1	-1	0	0
mcp1k	288287	work-mcp1k-mcs80on	10003	pf_muon	1	230	137.5	3313.1	0.9924	134.2	322.5	331.4	298.0	9	false	0	0	-1	-1	-1	0	0
mcp1k	288327	work-mcp1k-mcs80on	22005	pf_muon	1	133	79.3	336.8	0.9431	78.1	204.0	207.5	169.2	5	false	0	0	-1	-1	-1	0	0
mcp1k	288358	work-mcp1k-mcs80on	3001	pf_muon	1	204	122.1	694.1	0.8506	120.1	292.7	298.4	342.6	8	false	0	0	-1	-1	-1	0	0
mcp1k	288639	work-mcp1k-mcs80on	8000	pf_muon	1	138	82.2	496.0	0.851	82.2	212.7	213.5	197.5	6	false	0	0	-1	-1	-1	0	0
mcp1k	288859	work-mcp1k-mcs80on	9006	pf_muon	1	408	244.1	1202.8	0.7425	239.7	550.8	564.5	522.7	16	false	0	0	-1	-1	-1	0	0
mcp1k	288947	work-mcp1k-mcs80on	16005	pf_muon	1	105	62.6	203.1	0.7402	62.6	170.8	171.5	166.4	4	false	0	0	-1	-1	-1	0	0
mcp1k	289251	work-mcp1k-mcs80on	12002	pf_muon	1	234	139.9	1349.8	0.9059	139.4	333.6	336.5	327.4	10	false	0	0	-1	-1	-1	0	0
mcp1k	289559	work-mcp1k-mcs80on	14007	pf_muon	1	167	101.1	1255.9	0.8861	101.1	252.7	253.8	224.6	7	false	1	1	-1	-1	-1	0	0
mcp1k	289832	work-mcp1k-mcs80on	10001	pf_muon	1	362	219.7	888.2	0.5605	218.8	505.0	510.0	495.5	15	false	2	3	-1	-1	-1	0	0
mcp1k	290052	work-mcp1k-mcs80on	8016	pf_muon	1	129	76.9	212.7	0.8839	76.4	200.5	202.3	200.6	5	false	0	0	-1	-1	-1	0	0
mcp1k	290729	work-mcp1k-mcs80on	12016	pf_muon	1	118	70.1	187.4	0.7353	69.9	186.5	187.7	144.0	5	false	0	0	-1	-1	-1	0	0
mcp1k	291037	work-mcp1k-mcs80on	13008	pf_muon	1	183	109.0	238.8	0.1158	108.4	267.9	270.5	277.1	7	false	0	0	-1	-1	-1	0	0
mcp1k	291064	work-mcp1k-mcs80on	14000	pf_muon	1	278	166.0	412.7	0.1742	165.5	388.7	392.6	402.6	12	false	1	1	-1	-1	-1	0	0
mcp1k	291262	work-mcp1k-mcs80on	18005	pf_muon	1	221	131.8	303.4	0.1176	131.8	317.4	319.1	333.8	9	false	0	0	-1	-1	-1	0	0
mcp1k	291499	work-mcp1k-mcs80on	12000	pf_muon	1	68	40.5	269.8	0.9133	40.0	121.4	123.0	96.7	3	false	0	0	-1	-1	-1	0	0
mcp1k	291548	work-mcp1k-mcs80on	21001	pf_muon	1	120	71.3	158.4	0.2326	71.3	189.5	190.2	180.9	5	false	0	0	-1	-1	-1	0	0
mcp1k	291570	work-mcp1k-mcs80on	17000	pf_muon	1	368	220.1	977.9	0.7717	213.3	493.0	511.0	422.6	14	false	0	0	-1	-1	-1	0	0
mcp1k	291961	work-mcp1k-mcs80on	4001	pf_muon	1	175	104.6	337.8	0.6411	104.1	259.0	261.2	319.3	7	false	0	0	-1	-1	-1	0	0
mcp1k	292005	work-mcp1k-mcs80on	18004	pf_muon	1	151	90.1	595.6	0.8856	88.3	225.6	230.3	199.1	6	false	0	0	-1	-1	-1	0	0
mcp1k	292027	work-mcp1k-mcs80on	12005	pf_muon	1	263	157.3	998.0	0.7801	156.5	369.6	373.8	345.1	11	false	0	0	-1	-1	-1	0	0
mcp1k	292384	work-mcp1k-mcs80on	19005	pf_muon	1	591	356.0	857.9	0.05924	353.1	799.2	820.1	806.6	24	false	3	4	-1	-1	-1	0	0
mcp1k	292406	work-mcp1k-mcs80on	6000	pf_muon	1	80	47.3	287.7	0.9279	46.1	135.2	138.3	105.3	3	false	0	0	-1	-1	-1	0	0
mcp1k	292533	work-mcp1k-mcs80on	3014	pf_muon	1	452	270.4	599.6	0.0235	268.0	612.9	623.5	603.9	18	false	0	0	-1	-1	-1	0	0
mcp1k	292577	work-mcp1k-mcs80on	12000	pf_muon	1	112	66.4	344.4	0.8953	66.2	178.5	179.8	156.2	4	false	0	0	-1	-1	-1	0	0
