sample	event	cls	apa	plane	comp	ncell	Q	Qfrac	d_bundle	main	main_gid	n_union	f_own	f_companion	f_other	f_unmatched	bclass	dom_cluster	dom_npts	dom_gid	dom_t0	dom_in_union
mcp1k	55539	BUNDLE	1	0	24	307	1947801.5	0.037971582918138465	1.0	18	1000005	6	0.0	0.0	0.0	1.0	UNMATCHED	11	10372	1000003	-167210.2	0
mcp1k	55539	BUNDLE	1	2	20	155	1689913.0	0.03726439996453305	1.0	18	1000005	6	0.0	0.0	0.066	0.934	UNMATCHED	19	5841	1000001	-143691.6	0
mcp1k	55627	BUNDLE	0	2	22	62	531568.0	0.0353656053042021	16.03	22	5	6	0.0	0.0	1.0	0.0	OTHER	24	476	10	-567335.4	0
mcp1k	55715	BUNDLE	0	0	16	425	5148467.7	0.6403730548134415	1.0	15	6	13	0.003	0.0	0.997	0.0	OTHER	6	2655	0	346234.5	0
mcp1k	55715	BUNDLE	0	2	21	169	2411519.0	0.3167819828070774	1.0	15	6	13	0.0	0.0	1.0	0.0	OTHER	6	2655	0	346234.5	0
mcp1k	55715	BUNDLE	0	0	21	295	2238919.0	0.27847963375779855	24.52	15	6	13	0.0	0.0	1.0	0.0	OTHER	6	2655	0	346234.5	0
mcp1k	55715	BUNDLE	0	2	17	72	857501.0	0.11264305487083108	1.0	15	6	13	0.0	0.0	1.0	0.0	OTHER	6	2655	0	346234.5	0
mcp1k	55715	BUNDLE	0	1	26	34	592883.3	0.07557637404019031	14.14	15	6	13	0.0	0.0	1.0	0.0	OTHER	6	2655	0	346234.5	0
mcp1k	56243	BUNDLE	1	2	12	693	6088111.0	0.30137866841273014	1.0	9	1000001	28	0.0	0.0	0.0	1.0	UNMATCHED	16	3893	1000000	-151428.7	0
mcp1k	56243	BUNDLE	1	0	16	700	5519068.2	0.2728400229487312	1.0	9	1000001	28	0.002	0.0	0.0	0.998	UNMATCHED	12	1317	1000003	242391.2	0
mcp1k	56243	BUNDLE	1	2	10	366	3235185.0	0.16015078361232876	1.0	9	1000001	28	0.0	0.0	0.0	1.0	UNMATCHED	16	3893	1000000	-151428.7	0
mcp1k	56243	BUNDLE	1	0	27	178	1831762.6	0.09055480594000045	10.82	9	1000001	28	0.0	0.0	0.0	1.0	UNMATCHED	14	508	1000002	94715.9	0
mcp1k	56243	BUNDLE	1	0	8	127	1022117.1	0.05052926380222854	1.0	9	1000001	28	0.0	0.0	0.335	0.665	UNMATCHED	12	1317	1000003	242391.2	0
mcp1k	56463	BUNDLE	1	1	40	1224	10454370.8	0.36933516294838126	1.0	14	12	18	0.0	0.0	0.005	0.995	UNMATCHED	10	9781	1000001	-198696.3	0
mcp1k	56463	BUNDLE	1	2	4	676	8586805.0	0.24125452843656717	1.0	14	12	18	0.0	0.0	0.0	1.0	UNMATCHED	10	9781	1000001	-198696.3	0
mcp1k	56463	BUNDLE	1	2	23	441	6047155.0	0.16990062402812564	17.72	14	12	18	0.0	0.0	0.009	0.991	UNMATCHED	15	2321	1000003	-1074616.6	0
mcp1k	56463	BUNDLE	1	2	12	393	5432302.0	0.15262573883243194	1.0	14	12	18	0.0	0.0	0.16	0.84	UNMATCHED	10	9781	1000001	-198696.3	0
mcp1k	56463	BUNDLE	1	1	31	448	4498897.6	0.15893841054347155	1.0	14	12	18	0.0	0.0	0.0	1.0	UNMATCHED	10	9781	1000001	-198696.3	0
mcp1k	56463	BUNDLE	1	2	26	341	4232078.0	0.11890429352905653	1.0	14	12	18	0.0	0.0	0.0	1.0	UNMATCHED	11	5526	1000000	5746.4	0
mcp1k	57661	BUNDLE	0	0	18	1649	21818175.1	0.9832502248404102	1.0	18	1000005	14	0.001	0.0	0.999	0.0	OTHER	2	31857	-1	-1000000000000.0	0
mcp1k	57661	BUNDLE	1	1	6	759	7215167.0	0.36112266137447446	1.0	18	1000005	14	0.0	0.0	0.0	1.0	UNMATCHED	14	12615	1000004	-314504.6	0
mcp1k	57661	BUNDLE	0	0	21	499	6511196.7	0.2934313062349168	1.0	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	19	43085	0	700098.2	0
mcp1k	57661	BUNDLE	0	0	70	672	6051648.7	0.27272147728478796	21.0	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	19	43085	0	700098.2	0
mcp1k	57661	BUNDLE	0	1	139	279	3819659.9	0.09057233467080587	11.0	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	19	43085	0	700098.2	0
mcp1k	57661	BUNDLE	0	1	92	296	3684719.4	0.08737260578220879	1.0	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	2	31857	-1	-1000000000000.0	0
mcp1k	57661	BUNDLE	0	0	22	235	3186159.3	0.14358633725065134	19.21	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	19	43085	0	700098.2	0
mcp1k	57661	BUNDLE	0	1	65	345	3181954.3	0.07545096613622847	14.42	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	19	43085	0	700098.2	0
mcp1k	57661	BUNDLE	1	2	9	147	2997336.0	0.21679212125284422	1.0	18	1000005	14	0.0	0.0	0.0	1.0	UNMATCHED	14	12615	1000004	-314504.6	0
mcp1k	57661	BUNDLE	0	0	39	263	2885553.1	0.13003932369962246	1.0	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	19	43085	0	700098.2	0
mcp1k	57661	BUNDLE	0	1	103	207	2806778.5	0.06655474264837624	1.0	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	19	43085	0	700098.2	0
mcp1k	57661	BUNDLE	0	0	3	142	1341937.2	0.06047527107900562	14.87	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	19	43085	0	700098.2	0
mcp1k	57661	BUNDLE	1	0	14	220	1318790.0	0.07762721677476364	1.0	18	1000005	14	0.0	0.0	0.0	1.0	UNMATCHED	14	12615	1000004	-314504.6	0
mcp1k	57661	BUNDLE	1	0	16	80	1169566.5	0.06884355524988937	1.0	18	1000005	14	0.0	0.0	0.0	1.0	UNMATCHED	14	12615	1000004	-314504.6	0
mcp1k	57661	BUNDLE	0	0	10	126	987297.0	0.044493180240095444	5.0	18	1000005	14	0.0	0.0	1.0	0.0	OTHER	19	43085	0	700098.2	0
mcp1k	57661	BUNDLE	1	2	11	23	520662.0	0.03765858063151691	1.0	18	1000005	14	0.0	0.0	0.0	1.0	UNMATCHED	14	12615	1000004	-314504.6	0
mcp1k	57903	BUNDLE	1	1	39	33	233838.2	0.49564652652632285	21.63	14	0	8	0.0	0.0	0.0	1.0	UNMATCHED	12	1045	1000006	-181678.8	0
mcp1k	57903	BUNDLE	1	0	12	29	229443.5	0.5553857117199025	12.65	14	0	8	0.0	0.0	0.0	1.0	UNMATCHED	12	1045	1000006	-181678.8	0
mcp1k	57903	BUNDLE	1	2	18	19	207781.0	0.5166188456317101	19.1	14	0	8	0.0	0.0	0.0	1.0	UNMATCHED	12	1045	1000006	-181678.8	0
mcp1k	58755	BUNDLE	0	0	7	2699	34757197.2	3.6459348172820296	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	22	7122	0	111959.7	0
mcp1k	58755	BUNDLE	0	2	20	1127	18303485.0	1.7491374476170962	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	22	7122	0	111959.7	0
mcp1k	58755	BUNDLE	0	1	25	1180	11679396.5	1.0035032148431224	1.0	30	-1	15	0.0	0.0	0.995	0.005	OTHER	17	1324	2	882726.0	0
mcp1k	58755	BUNDLE	0	0	47	1246	9305168.3	0.9760866761039936	25.0	30	-1	15	0.0	0.0	0.664	0.336	OTHER	21	6806	3	1987.5	0
mcp1k	58755	BUNDLE	0	1	66	887	6617111.1	0.56854754968068	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	3	6046	5	1034658.8	0
mcp1k	58755	BUNDLE	0	1	64	708	5348285.8	0.45952905136834943	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	21	6806	3	1987.5	0
mcp1k	58755	BUNDLE	0	1	63	618	5140774.6	0.4416995208514298	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	22	7122	0	111959.7	0
mcp1k	58755	BUNDLE	0	2	9	360	4289682.0	0.4099352349877087	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	22	7122	0	111959.7	0
mcp1k	58755	BUNDLE	0	1	110	318	3544851.2	0.30457648863453696	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	22	7122	0	111959.7	0
mcp1k	58755	BUNDLE	0	0	34	404	3289817.5	0.34509284787076333	6.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	21	6806	3	1987.5	0
mcp1k	58755	BUNDLE	0	2	51	109	3163611.0	0.3023244190815776	5.83	30	-1	15	0.0	0.0	1.0	0.0	OTHER	21	6806	3	1987.5	0
mcp1k	58755	BUNDLE	0	0	55	402	2943920.1	0.30880915771558226	7.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	21	6806	3	1987.5	0
mcp1k	58755	BUNDLE	0	0	35	213	1648242.3	0.17289610420275808	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	3	6046	5	1034658.8	0
mcp1k	58755	BUNDLE	0	1	23	149	1236839.3	0.10627023526380984	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	21	6806	3	1987.5	0
mcp1k	58755	BUNDLE	0	2	27	67	1223380.0	0.11690996390391246	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	22	7122	0	111959.7	0
mcp1k	58755	BUNDLE	0	1	65	135	1053732.8	0.09053757635385057	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	15	2187	11	231208.3	0
mcp1k	58755	BUNDLE	0	0	23	101	1046271.2	0.1097509840753054	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	22	7122	0	111959.7	0
mcp1k	58755	BUNDLE	0	0	26	114	832333.4	0.08730949464034259	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	21	6806	3	1987.5	0
mcp1k	58755	BUNDLE	0	1	112	71	820896.0	0.0705320497554698	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	22	7122	0	111959.7	0
mcp1k	58755	BUNDLE	0	1	90	92	793597.7	0.06818655769089677	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	22	7122	0	111959.7	0
mcp1k	58755	BUNDLE	0	1	111	100	675883.5	0.0580724582053038	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	21	6806	3	1987.5	0
mcp1k	58755	BUNDLE	0	1	106	75	470109.0	0.04039214636018954	1.0	30	-1	15	0.0	0.0	1.0	0.0	OTHER	21	6806	3	1987.5	0
mcp1k	59025	BUNDLE	0	2	2	295	3672990.0	0.12349842918177982	1.0	19	0	6	0.0	0.0	0.0	1.0	UNMATCHED	15	3945	1000008	-926817.6	0
mcp1k	59025	BUNDLE	0	1	8	490	3666303.4	0.0902012315449615	1.0	19	0	6	0.0	0.0	0.998	0.002	OTHER	3	1531	2	797356.8	0
mcp1k	59025	BUNDLE	0	0	15	391	3497087.2	0.08497691897811001	1.0	19	0	6	0.0	0.0	0.0	1.0	UNMATCHED	15	3945	1000008	-926817.6	0
mcp1k	59025	BUNDLE	0	1	22	468	3218196.1	0.07917654921117333	1.0	19	0	6	0.0	0.0	0.0	1.0	UNMATCHED	18	13335	1000006	-129485.5	0
mcp1k	59025	BUNDLE	0	0	13	257	3080784.2	0.07486102987435986	8.54	19	0	6	0.0	0.0	0.986	0.014	OTHER	5	841	5	1123566.5	0
mcp1k	59093	BUNDLE	0	1	5	457	5567600.2	0.31516646158902667	1.0	15	5	14	0.0	0.0	1.0	0.0	OTHER	12	6232	1	-144288.0	0
mcp1k	59093	BUNDLE	0	2	7	549	5249613.0	0.3594917931560454	1.0	15	5	14	0.0	0.0	1.0	0.0	OTHER	12	6232	1	-144288.0	0
mcp1k	59093	BUNDLE	0	1	7	187	2156612.4	0.12207986829352771	1.0	15	5	14	0.0	0.0	1.0	0.0	OTHER	14	6505	3	-674808.6	0
mcp1k	59093	BUNDLE	0	1	8	184	2078189.0	0.11764053633794282	1.0	15	5	14	0.0	0.0	1.0	0.0	OTHER	12	6232	1	-144288.0	0
mcp1k	59093	BUNDLE	0	2	3	208	1924284.0	0.13177434330901872	1.0	15	5	14	0.0	0.0	1.0	0.0	OTHER	12	6232	1	-144288.0	0
mcp1k	59093	BUNDLE	0	0	10	110	635218.3	0.060991900601121626	7.62	15	5	14	0.0	0.0	1.0	0.0	OTHER	12	6232	1	-144288.0	0
mcp1k	59093	BUNDLE	0	0	12	91	627011.1	0.060203868004117526	13.0	15	5	14	0.0	0.0	1.0	0.0	OTHER	12	6232	1	-144288.0	0
mcp1k	59179	BUNDLE	0	1	40	353	2626733.7	0.11250095643002687	1.0	15	5	5	0.0	0.0	1.0	0.0	OTHER	7	1846	7	68321.6	0
mcp1k	59179	BUNDLE	0	2	12	191	1657701.0	0.10337991694313933	1.0	15	5	5	0.0	0.0	1.0	0.0	OTHER	14	2604	0	659803.5	0
mcp1k	59179	BUNDLE	0	1	35	144	881583.6	0.03775753825864656	9.85	15	5	5	0.0	0.0	1.0	0.0	OTHER	7	1846	7	68321.6	0
mcp1k	60933	BUNDLE	1	0	71	620	4478622.7	1.096988115916172	1.0	18	3	6	0.0	0.0	0.0	1.0	UNMATCHED	17	7398	1000002	1081467.9	0
mcp1k	60933	BUNDLE	1	1	28	406	2845602.3	0.6965211591506727	1.0	18	3	6	0.0	0.0	0.0	1.0	UNMATCHED	16	2901	1000001	559596.5	0
mcp1k	60933	BUNDLE	0	2	11	256	2157393.0	0.20406253561812732	1.0	18	3	6	0.004	0.0	0.0	0.996	UNMATCHED	20	5808	1000003	-145817.7	0
mcp1k	60933	BUNDLE	0	1	25	187	1527179.5	0.11159866028365206	1.0	18	3	6	0.0	0.0	0.0	1.0	UNMATCHED	20	5808	1000003	-145817.7	0
mcp1k	60933	BUNDLE	1	0	75	163	1226404.3	0.3003939006535406	2.0	18	3	6	0.0	0.0	0.0	1.0	UNMATCHED	17	7398	1000002	1081467.9	0
mcp1k	61843	BUNDLE	1	2	2	484	5321957.0	0.3702458641630553	1.0	17	1000008	20	0.0	0.0	0.0	1.0	UNMATCHED	16	6551	1000002	56455.7	0
mcp1k	61843	BUNDLE	1	1	2	271	1927011.5	0.20725126885256046	12.53	17	1000008	20	0.0	0.0	0.0	1.0	UNMATCHED	20	1897	1000004	-625714.6	0
mcp1k	62149	BUNDLE	1	2	11	816	18782773.0	0.7833978623569628	1.0	13	1000005	5	0.0	0.0	0.0	1.0	UNMATCHED	10	3955	1000000	415906.2	0
mcp1k	62149	BUNDLE	1	1	78	725	4987423.4	0.24347562563591135	13.0	13	1000005	5	0.0	0.0	0.0	1.0	UNMATCHED	15	6438	1000004	-736267.2	0
mcp1k	62149	BUNDLE	1	0	26	464	4697819.1	0.21183937867724068	1.0	13	1000005	5	0.0	0.0	0.0	1.0	UNMATCHED	15	6438	1000004	-736267.2	0
mcp1k	62149	BUNDLE	1	2	21	331	4159896.0	0.1735022636980855	6.0	13	1000005	5	0.0	0.0	0.0	1.0	UNMATCHED	15	6438	1000004	-736267.2	0
mcp1k	62149	BUNDLE	1	0	15	445	3453327.4	0.15572134967587214	1.0	13	1000005	5	0.006	0.0	0.0	0.994	UNMATCHED	10	3955	1000000	415906.2	0
mcp1k	62149	BUNDLE	1	1	73	283	2281557.8	0.11138090116421506	1.0	13	1000005	5	0.0	0.0	0.0	1.0	UNMATCHED	10	3955	1000000	415906.2	0
mcp1k	62149	BUNDLE	1	1	69	281	1832625.5	0.08946496103956701	1.0	13	1000005	5	0.0	0.0	0.0	1.0	UNMATCHED	15	6438	1000004	-736267.2	0
mcp1k	62149	BUNDLE	1	0	9	226	1526493.8	0.06883438703432836	1.0	13	1000005	5	0.0	0.0	0.0	1.0	UNMATCHED	14	3495	1000007	-607694.5	0
mcp1k	62281	BUNDLE	1	1	56	1407	13552100.3	0.7036869391841714	1.0	19	1000002	3	0.053	0.0	0.0	0.947	UNMATCHED	12	17262	1000000	370165.6	0
mcp1k	62281	BUNDLE	1	1	120	1680	13174497.1	0.6840800565495919	1.0	19	1000002	3	0.0	0.0	0.0	1.0	UNMATCHED	8	2434	1000006	-60913.6	0
mcp1k	62281	BUNDLE	1	0	37	703	6162814.0	0.3210687131383381	1.0	19	1000002	3	0.0	0.0	0.0	1.0	UNMATCHED	23	5054	1000010	-493245.6	0
mcp1k	62281	BUNDLE	1	0	21	523	5826044.7	0.3035237919748081	1.0	19	1000002	3	0.0	0.0	0.0	1.0	UNMATCHED	16	9000	1000004	-866509.6	0
mcp1k	62281	BUNDLE	1	1	98	723	5480353.5	0.284564982157213	1.0	19	1000002	3	0.0	0.0	0.0	1.0	UNMATCHED	21	5384	1000013	-786993.7	0
mcp1k	62281	BUNDLE	1	2	26	367	4359512.0	0.258782739681011	1.0	19	1000002	3	0.0	0.0	0.0	1.0	UNMATCHED	16	9000	1000004	-866509.6	0
mcp1k	62281	BUNDLE	1	1	55	303	2343748.5	0.12169812587518207	16.03	19	1000002	3	0.0	0.0	0.0	1.0	UNMATCHED	23	5054	1000010	-493245.6	0
mcp1k	62281	BUNDLE	1	2	38	122	1560576.0	0.09263654573274106	1.0	19	1000002	3	0.0	0.0	0.0	1.0	UNMATCHED	16	9000	1000004	-866509.6	0
mcp1k	62281	BUNDLE	1	0	34	114	774064.3	0.040327004626024496	1.0	19	1000002	3	0.0	0.0	0.0	1.0	UNMATCHED	23	5054	1000010	-493245.6	0
mcp1k	62459	BUNDLE	1	2	9	187	2861767.0	0.07816312623334767	1.0	10	1000001	5	0.0	0.0	0.0	1.0	UNMATCHED	13	7834	1000002	-634914.6	0
mcp1k	62459	BUNDLE	1	1	6	157	1471537.4	0.04121074800521524	2.83	10	1000001	5	0.0	0.0	0.0	1.0	UNMATCHED	13	7834	1000002	-634914.6	0
mcp1k	62583	BUNDLE	0	1	7	507	4255421.7	0.33624049955946195	1.0	25	-1	31	0.0	0.0	1.0	0.0	OTHER	18	8617	3	834.4	0
