sample	event	cls	apa	plane	comp	ncell	Q	Qfrac	wmin	wmax	smin	smax	wext	sext	cw	cs	f_act	f_noblobslice	f_zsum	nplane_act	d_bundle	d_scope	Qbundle_plane	pca_rms	npartner_planes	qmax	f_topwire	f_topslice	nwire_q	floor	f_cov4	fq_cov4
mcp2k	397498	BUNDLE	0	1	16	1313	12248119.4	2.2539148737701282	1010	1247	385	520	238	136	1145.5	453.3	1.0	0.0	0.0	3.0	21.63	0.0	5434153.5	14.12	1	36711.7	0.017	0.115	0	3261.3	0.0	0.0
mcp2k	397498	BUNDLE	0	0	22	629	6228007.6	0.6058430671481861	608	687	431	558	80	128	645.2	486.6	1.0	0.0	0.0	3.0	13.0	0.0	10279902.4	14.41	1	59471.7	0.031	0.056	0	2537.1	0.0	0.0
mcp2k	397498	BUNDLE	0	1	10	672	5110517.5	0.9404440820451612	827	946	491	624	120	134	888.8	567.6	1.0	0.0	0.0	3.0	12.81	0.0	5434153.5	31.32	1	22133.3	0.017	0.019	0	3261.3	0.0	0.0
mcp2k	397498	BUNDLE	0	0	20	116	1349502.4	0.1312757988830711	587	606	402	443	20	42	598.9	419.8	1.0	0.0	0.0	3.0	1.0	0.0	10279902.4	1.55	1	47077.0	0.268	0.038	2	2537.1	0.0	0.0
mcp2k	397498	BUNDLE	0	0	17	35	444596.0	0.04324904874583245	576	582	381	394	7	14	579.3	387.8	1.0	0.0	0.0	3.0	1.0	0.0	10279902.4	0.74	1	27295.5	0.189	0.128	7	2537.1	0.0	0.0
mcp2k	397653	BUNDLE	0	2	10	878	16659078.0	8.242310626638288	845	1091	332	409	247	78	968.3	373.1	1.0	0.0	0.0	3.0	1.0	0.0	2021166.0	1.9	1	75697.0	0.012	0.022	0	4073.5	0.0	0.0
mcp2k	397653	BUNDLE	0	1	43	627	4501693.9	2.6579776221090756	1441	1632	354	376	192	23	1551.1	365.8	1.0	0.0	0.0	3.0	15.0	0.0	1693653.8	1.64	1	24447.4	0.02	0.104	0	2562.4	0.0	0.0
mcp2k	398191	BUNDLE	0	0	9	546	5098914.1	0.13966264785991103	608	700	538	720	93	183	651.1	628.8	1.0	0.0	0.0	3.0	19.24	0.0	36508788.7	1.52	1	24201.7	0.025	0.024	0	2580.9	0.0	0.0
mcp2k	398191	BUNDLE	0	2	10	242	2339668.0	0.06810904641227628	838	906	522	614	69	93	870.7	568.8	1.0	0.0	0.0	3.0	1.0	0.0	34351795.0	0.68	1	22750.0	0.027	0.021	0	3412.8	0.0	0.0
mcp2k	398225	BUNDLE	0	1	1	1752	14720047.0	0.4235405880958532	120	452	452	674	333	223	281.0	525.1	1.0	0.0	0.0	3.0	1.0	0.0	34754749.4	39.38	2	41904.1	0.008	0.014	0	3004.0	0.0	0.0
mcp2k	398225	BUNDLE	0	1	5	736	7832299.6	0.22535911595437946	485	706	393	444	222	52	602.5	417.7	1.0	0.0	0.0	3.0	1.0	0.0	34754749.4	1.44	1	38466.2	0.017	0.041	0	3004.0	0.0	0.0
mcp2k	398225	BUNDLE	0	1	3	1000	7753517.6	0.2230923178516718	396	706	191	462	311	272	546.2	330.7	1.0	0.0	0.0	3.0	1.0	0.0	34754749.4	0.83	2	23907.9	0.011	0.01	0	3004.0	0.0	0.0
mcp2k	398225	BUNDLE	0	2	2	207	4149051.0	0.09554838213291628	135	191	468	502	57	35	163.3	483.7	1.0	0.0	0.0	3.0	1.0	0.0	43423561.0	1.09	2	66260.0	0.042	0.044	0	4006.5	0.0	0.0
mcp2k	398225	BUNDLE	0	2	5	159	2603281.0	0.05995088703112119	322	350	33	112	29	80	336.7	70.7	1.0	0.0	0.0	3.0	1.0	0.0	43423561.0	1.59	1	46559.0	0.082	0.046	2	4006.5	0.0	0.0
mcp2k	398225	BUNDLE	0	0	12	278	2049747.9	0.05374771400557596	817	915	453	472	99	20	868.2	463.1	1.0	0.0	0.0	3.0	1.0	0.0	38136466.6	0.87	1	30328.5	0.034	0.077	0	2961.0	0.0	0.0
mcp2k	398225	BUNDLE	0	0	5	186	1707265.4	0.04476726745314155	628	672	60	112	45	53	647.2	82.0	1.0	0.0	0.0	3.0	1.0	0.0	38136466.6	2.8	1	23851.3	0.045	0.069	0	2961.0	0.0	0.0
mcp2k	398225	BUNDLE	0	1	16	163	1180917.6	0.033978596318119336	1059	1115	204	214	57	11	1090.9	208.2	1.0	0.0	0.0	3.0	1.0	0.0	34754749.4	1.22	1	16447.8	0.061	0.178	1	3004.0	0.0	0.0
mcp2k	399303	BUNDLE	1	2	4	740	9890219.0	0.20980229340012238	613	769	604	856	157	253	689.5	727.2	0.999	0.0	0.0	3.0	1.0	0.0	47140662.0	0.78	1	60649.0	0.016	0.015	0	3504.2	0.0	0.0
mcp2k	399303	BUNDLE	1	0	24	322	2302505.4	0.1236542900317379	1035	1138	653	709	104	57	1089.3	682.5	1.0	0.0	0.0	3.0	1.0	0.0	18620505.6	0.83	1	20488.9	0.024	0.036	0	2802.1	0.0	0.0
mcp2k	399303	BUNDLE	0	0	9	163	1312620.5	6.629208971867462	653	700	274	335	48	62	677.5	304.1	1.0	0.0	0.0	3.0	1.0	0.0	198005.6	0.64	1	19276.0	0.042	0.028	0	3205.7	0.0	0.0
mcp2k	399303	BUNDLE	0	1	35	147	1094899.8	2.4565290308655787	1280	1322	271	291	43	21	1298.0	281.8	1.0	0.0	0.0	3.0	1.0	0.0	445710.1	1.09	1	17503.9	0.068	0.118	2	2743.0	0.0	0.0
mcp2k	399303	BUNDLE	1	0	27	152	966476.4	0.05190387526319371	1152	1206	717	746	55	30	1179.6	730.9	1.0	0.0	0.0	3.0	1.0	0.0	18620505.6	0.74	1	15114.1	0.038	0.047	0	2802.1	0.0	0.0
mcp2k	400117	BUNDLE	1	2	25	567	6346982.0	0.4217181685432968	961	1108	393	458	148	66	1026.2	419.1	1.0	0.0	0.0	3.0	1.0	0.0	15050293.0	3.07	1	43396.0	0.031	0.042	0	3647.0	0.0	0.0
mcp2k	400117	BUNDLE	1	1	55	332	3996188.9	0.1459908272848459	1267	1293	362	458	27	97	1278.7	404.1	0.997	0.0	0.0	3.0	1.0	0.0	27372876.6	1.99	1	41094.0	0.091	0.039	4	2803.5	0.0	0.0
mcp2k	400185	NOBLOB-INSLICE	1	0	12	54	388631.5	0.03644592709638577	1141	1151	697	717	11	21	1146.0	707.7	1.0	0.352	0.0	3.0	0.0	1.0	10663235.4	0.72	1	12719.5	0.149	0.06	9	2761.5	0.352	0.316
mcp2k	400185	NOBLOB-INSLICE	1	0	9	49	378841.5	0.035527819258308786	1115	1124	639	657	10	19	1119.4	647.8	1.0	0.0	0.0	3.0	0.0	1.0	10663235.4	0.69	1	12649.3	0.139	0.069	8	2761.5	0.449	0.446
mcp2k	400185	NOBLOB-INSLICE	1	1	5	43	369025.7	0.034297451508779234	115	124	639	657	10	19	119.6	647.6	1.0	0.0	0.0	3.0	0.0	1.0	10759566.2	0.6	1	15451.0	0.139	0.079	8	3058.8	0.465	0.435
mcp2k	400185	NOBLOB-INSLICE	1	1	3	46	367172.2	0.034125186199421315	88	98	697	717	11	21	92.9	707.4	1.0	0.391	0.0	3.0	0.0	1.0	10759566.2	0.59	1	13168.2	0.125	0.064	9	3058.8	0.304	0.322
mcp2k	400185	NOBLOB-INSLICE	1	0	7	47	356300.9	0.033413958018782934	1093	1103	592	610	11	19	1098.0	600.7	1.0	0.0	0.0	3.0	0.0	1.0	10663235.4	0.66	1	16674.1	0.159	0.075	9	2761.5	0.468	0.513
mcp2k	400185	NOBLOB-INSLICE	1	1	7	41	341314.3	0.03172193875251216	136	145	592	610	10	19	140.5	600.8	1.0	0.0	0.0	3.0	0.0	1.0	10759566.2	0.57	1	15354.9	0.135	0.074	9	3058.8	0.488	0.519
mcp2k	400185	NOBLOB-SLICE	1	1	2	158	1263534.4	0.11743358203419019	56	87	722	791	32	70	70.9	757.8	1.0	0.62	0.0	3.0	0.0	1.0	10759566.2	0.61	1	15905.4	0.05	0.021	0	3058.8	0.095	0.094
mcp2k	400185	NOBLOB-SLICE	1	0	13	164	1196715.7	0.11222819858220516	1151	1183	722	791	33	70	1167.3	757.1	1.0	0.622	0.0	2.5	0.0	1.0	10663235.4	0.64	1	15070.2	0.051	0.022	1	2761.5	0.055	0.051
mcp2k	400239	BUNDLE	0	1	8	1170	11554899.3	1.0389119009955354	827	946	168	456	120	289	887.8	299.0	1.0	0.0	0.0	3.0	18.03	0.0	11122116.6	33.16	1	28211.5	0.015	0.01	0	3585.6	0.0	0.0
mcp2k	400239	BUNDLE	0	0	21	618	4893109.4	0.4025746131873485	1268	1442	134	316	175	183	1361.9	219.9	1.0	0.0	0.0	3.0	1.0	0.0	12154540.4	0.78	1	42360.5	0.022	0.019	0	2611.3	0.0	0.0
mcp2k	400239	BUNDLE	0	0	18	195	1423010.2	0.11707643013799188	1190	1245	339	398	56	60	1219.7	366.6	1.0	0.0	0.0	3.0	1.0	0.0	12154540.4	0.72	1	21044.4	0.043	0.036	0	2611.3	0.0	0.0
mcp2k	400779	BUNDLE	1	2	20	849	13319609.0	0.7162512610048891	838	1040	445	696	203	252	939.0	568.5	1.0	0.0	0.0	3.0	1.0	0.0	18596280.0	1.08	2	58540.0	0.014	0.011	0	3536.2	0.0	0.0
mcp2k	400779	BUNDLE	1	1	34	1010	11625838.4	1.0016288627788412	1162	1471	273	400	310	128	1318.1	341.0	1.0	0.0	0.0	3.0	3.0	0.0	11606932.3	2.47	2	49180.9	0.015	0.019	0	3982.1	0.0	0.0
mcp2k	400779	BUNDLE	1	2	9	1064	8461962.0	0.4550352005885048	407	831	331	439	425	109	637.3	380.2	1.0	0.0	0.0	3.0	19.65	0.0	18596280.0	1.01	2	33626.0	0.015	0.025	0	3536.2	0.0	0.0
mcp2k	400779	BUNDLE	1	0	17	735	5897122.5	0.5559802184895588	800	1027	444	513	228	70	903.7	481.8	1.0	0.0	0.0	3.0	21.38	0.0	10606712.8	1.08	2	30868.4	0.016	0.026	0	2624.4	0.0	0.0
mcp2k	400779	BUNDLE	1	0	16	685	4903479.1	0.4622996014373086	800	1027	344	392	228	49	908.2	366.8	1.0	0.0	0.0	3.0	21.1	0.0	10606712.8	1.25	2	44700.1	0.024	0.043	0	2624.4	0.0	0.0
mcp2k	400779	BUNDLE	1	0	36	475	3539952.1	0.3337463893620274	1125	1206	390	429	82	40	1165.4	410.8	1.0	0.0	0.0	3.0	1.0	0.0	10606712.8	10.53	1	20984.6	0.022	0.047	0	2624.4	0.0	0.0
mcp2k	400779	BUNDLE	1	2	24	408	3228418.0	0.17360558133132004	960	1135	255	299	176	45	1048.6	277.7	1.0	0.0	0.0	3.0	1.0	0.0	18596280.0	0.73	1	28060.0	0.025	0.037	0	3536.2	0.0	0.0
mcp2k	400779	BUNDLE	1	1	23	266	3070874.0	0.2645724055786902	953	1041	445	478	89	34	995.8	460.7	1.0	0.0	0.0	3.0	1.0	0.0	11606932.3	0.89	2	40691.1	0.034	0.053	0	3982.1	0.0	0.0
mcp2k	400779	BUNDLE	1	2	26	227	2948424.0	0.15854912918067485	1069	1135	392	427	67	36	1100.9	410.0	1.0	0.0	0.0	3.0	1.0	0.0	18596280.0	1.0	1	34677.0	0.038	0.043	0	3536.2	0.0	0.0
mcp2k	400779	BUNDLE	1	2	18	184	2492719.0	0.1340439593295003	838	874	273	304	37	32	853.3	291.9	1.0	0.0	0.0	3.0	1.0	0.0	18596280.0	4.42	1	54948.0	0.074	0.097	3	3536.2	0.0	0.0
mcp2k	400779	BUNDLE	1	1	32	201	2094788.1	0.18047732560652568	1085	1157	445	489	73	45	1122.3	466.9	1.0	0.0	0.0	3.0	1.0	0.0	11606932.3	0.71	2	31026.4	0.03	0.037	0	3982.1	0.0	0.0
mcp2k	400779	BUNDLE	1	0	27	189	1267489.1	0.1194987668564006	1035	1103	445	473	69	29	1067.7	458.5	1.0	0.0	0.0	3.0	1.0	0.0	10606712.8	0.76	2	25935.8	0.046	0.062	0	2624.4	0.0	0.0
mcp2k	400779	BUNDLE	1	2	19	89	689964.0	0.03710225916150972	838	874	321	331	37	11	855.9	326.0	1.0	0.0	0.0	3.0	1.0	0.0	18596280.0	0.7	1	17394.0	0.057	0.127	1	3536.2	0.0	0.0
mcp2k	400779	BUNDLE	1	0	25	41	339950.4	0.032050495418335455	1035	1047	392	397	13	6	1041.8	394.3	1.0	0.0	0.0	3.0	1.0	0.0	10606712.8	0.93	2	22266.3	0.152	0.329	9	2624.4	0.0	0.0
mcp2k	402209	BUNDLE	1	0	3	666	5848556.6	0.31023494018217945	432	601	337	474	170	138	516.9	403.5	1.0	0.0	0.0	3.0	7.07	0.0	18852024.2	1.74	1	24785.5	0.017	0.025	0	3032.5	0.0	0.0
mcp2k	402209	BUNDLE	1	1	52	370	3630160.9	0.204833525150769	1259	1356	118	172	98	55	1311.7	144.8	1.0	0.0	0.0	3.0	7.21	0.0	17722493.9	1.7	1	53551.5	0.038	0.052	0	2879.2	0.0	0.0
mcp2k	402209	BUNDLE	1	0	4	229	2258221.7	0.11978669643337293	505	572	125	155	68	31	537.8	138.9	1.0	0.0	0.0	3.0	1.0	0.0	18852024.2	0.95	1	24420.3	0.027	0.045	0	3032.5	0.0	0.0
mcp2k	402209	BUNDLE	1	1	37	184	1385348.5	0.07816893648359502	898	951	325	398	54	74	924.6	359.4	1.0	0.0	0.0	3.0	4.0	0.0	17722493.9	0.97	1	28898.6	0.052	0.045	2	2879.2	0.0	0.0
mcp2k	402297	BUNDLE	0	1	35	597	3930367.8	0.17170768920487622	1031	1247	276	362	217	87	1139.2	319.7	1.0	0.0	0.0	3.0	1.0	0.0	22889876.5	0.8	1	18007.4	0.009	0.015	0	2516.3	0.0	0.0
mcp2k	402297	BUNDLE	0	2	8	141	2961046.0	0.14648894797388054	231	254	334	395	24	62	243.3	365.5	1.0	0.0	0.0	3.0	1.0	0.0	20213443.0	0.68	1	45294.0	0.056	0.026	4	4046.5	0.0	0.0
mcp2k	402297	BUNDLE	0	0	11	240	1836999.9	0.0751309474818698	464	542	414	451	79	38	505.3	432.6	1.0	0.0	0.0	2.0	1.0	0.0	24450642.0	0.82	1	21463.8	0.027	0.034	0	2878.2	0.0	0.0
mcp2k	402297	BUNDLE	0	0	10	221	1704458.6	0.06971017775320583	308	380	337	373	73	37	343.7	354.8	1.0	0.0	0.0	3.0	1.0	0.0	24450642.0	0.79	2	22019.6	0.027	0.039	0	2878.2	0.0	0.0
mcp2k	402297	BUNDLE	0	1	34	233	1651563.3	0.07215256491226592	827	910	414	447	84	34	866.5	430.2	1.0	0.0	0.0	2.0	1.0	0.0	22889876.5	0.77	1	20278.0	0.026	0.041	0	2516.3	0.0	0.0
mcp2k	403023	BUNDLE	0	0	24	744	5057800.5	0.35431712515836145	1190	1442	644	661	253	18	1330.4	656.2	1.0	0.0	0.0	3.0	9.0	0.0	14274784.2	2.05	1	27619.2	0.022	0.274	0	2509.3	0.0	0.0
mcp2k	403023	BUNDLE	0	2	21	480	4362928.0	0.31573000362339265	1264	1453	653	659	190	7	1358.3	656.0	1.0	0.0	0.0	3.0	1.0	0.0	13818541.0	0.98	1	36638.0	0.019	0.398	0	3354.5	0.0	0.0
mcp2k	403023	BUNDLE	0	2	22	480	4310512.0	0.3119368390628215	1482	1667	632	654	186	23	1575.1	644.9	1.0	0.0	0.0	3.0	1.0	0.0	13818541.0	1.27	1	33228.0	0.02	0.101	0	3354.5	0.0	0.0
mcp2k	403397	NOBLOB-INSLICE	0	1	8	68	524882.8	0.04351739092844665	1085	1093	505	537	9	33	1089.2	521.3	1.0	0.0	0.0	3.0	0.0	1.0	12061449.2	0.6	1	13290.7	0.155	0.037	8	2915.8	1.0	1.0
mcp2k	403397	NOBLOB-INSLICE	0	2	25	56	479170.0	0.05024201980531886	746	754	505	537	9	33	750.0	521.1	1.0	0.0	0.0	3.0	0.0	1.0	9537236.0	0.47	1	14112.0	0.134	0.038	7	3794.5	1.0	1.0
mcp2k	403397	NOBLOB-INSLICE	0	1	12	48	375871.7	0.031163062892973097	1101	1107	452	470	7	19	1103.9	461.6	0.958	0.0	0.0	3.0	0.0	1.0	12061449.2	1.09	1	16937.7	0.375	0.064	6	2915.8	0.958	0.982
mcp2k	403397	NOBLOB-INSLICE	0	2	31	32	293660.0	0.030790891616816446	767	774	431	448	8	18	770.6	439.6	1.0	0.0	0.0	3.0	0.0	1.0	9537236.0	0.48	1	14018.0	0.165	0.067	6	3794.5	1.0	1.0
mcp2k	405201	BUNDLE	1	2	9	658	6334266.0	0.13555883312329803	913	1135	685	800	223	116	1023.2	743.4	1.0	0.0	0.0	3.0	1.0	0.0	46727062.0	1.13	1	28011.0	0.011	0.012	0	3075.0	0.0	0.0
mcp2k	405201	BUNDLE	1	1	25	255	1583665.5	0.03944784507510101	774	879	686	720	106	35	823.5	702.6	1.0	0.0	0.0	3.0	4.47	0.0	40145805.1	0.71	1	16511.5	0.026	0.052	0	2977.3	0.0	0.0
mcp2k	405707	BUNDLE	0	2	26	595	10158198.0	0.12300814366334895	1113	1258	720	856	146	137	1184.4	785.2	1.0	0.0	0.0	3.0	1.0	0.0	82581508.0	1.59	2	51064.0	0.018	0.017	0	3418.0	0.0	0.0
mcp2k	405707	BUNDLE	0	1	54	677	6680857.0	0.11453103091330348	1280	1372	187	364	93	178	1326.8	291.6	1.0	0.0	0.0	3.0	1.0	0.0	58332287.3	23.21	1	34828.5	0.026	0.02	0	2839.7	0.0	0.0
mcp2k	405707	BUNDLE	0	2	30	327	6369418.0	0.07712886521762233	1302	1382	301	336	81	36	1340.4	320.6	1.0	0.0	0.0	3.0	1.0	0.0	82581508.0	1.62	1	59189.0	0.028	0.048	0	3418.0	0.0	0.0
mcp2k	405707	BUNDLE	0	2	33	390	4489842.0	0.054368612401701356	1511	1606	187	336	96	150	1560.1	258.5	1.0	0.0	0.0	3.0	1.0	0.0	82581508.0	1.91	1	36067.0	0.031	0.021	0	3418.0	0.0	0.0
mcp2k	405707	BUNDLE	0	2	27	291	2879140.0	0.03486422166085899	1190	1262	725	832	73	108	1227.7	776.6	1.0	0.0	0.0	3.0	6.32	0.0	82581508.0	0.75	2	25938.0	0.026	0.019	0	3418.0	0.0	0.0
mcp2k	405707	BUNDLE	0	1	58	278	2188816.0	0.037523232866611765	1280	1372	706	740	93	35	1325.1	723.3	1.0	0.0	0.0	3.0	24.7	0.0	58332287.3	0.85	2	20446.6	0.022	0.037	0	2839.7	0.0	0.0
mcp2k	405707	BUNDLE	0	0	15	267	1640063.3	0.032343956608770166	759	863	720	770	105	51	807.1	737.6	1.0	0.0	0.0	3.0	1.0	0.0	50706947.2	4.6	2	18827.4	0.026	0.17	0	2754.1	0.0	0.0
mcp2k	405927	BUNDLE	1	0	1	461	3779203.9	0.5830569580583581	370	504	402	490	135	89	437.7	445.3	1.0	0.0	0.0	3.0	1.0	0.0	6481706.2	0.89	1	25985.0	0.022	0.025	0	2881.5	0.0	0.0
mcp2k	405927	BUNDLE	0	1	20	430	3227661.2	1.2194572664197625	1010	1179	705	732	170	28	1089.9	718.1	1.0	0.0	0.0	3.0	1.0	0.0	2646801.4	0.99	1	21875.9	0.035	0.054	0	3347.1	0.0	0.0
mcp2k	405927	BUNDLE	1	0	3	198	1809455.3	0.27916342459335786	548	601	334	376	54	43	578.3	354.0	1.0	0.0	0.0	3.0	1.0	0.0	6481706.2	1.31	1	30219.9	0.06	0.046	2	2881.5	0.0	0.0
mcp2k	405927	BUNDLE	0	0	45	238	1501902.6	0.5857146171987806	1247	1329	729	742	83	14	1289.1	735.5	1.0	0.0	0.0	3.0	1.0	0.0	2564222.5	0.86	1	16435.7	0.029	0.122	0	2401.9	0.0	0.0
mcp2k	405927	BUNDLE	1	1	38	158	1294872.8	0.15472794064841797	884	940	355	373	57	19	911.5	364.3	1.0	0.0	0.0	3.0	1.0	0.0	8368707.0	0.9	1	31155.0	0.085	0.11	3	3051.5	0.0	0.0
mcp2k	405927	BUNDLE	1	1	47	172	1236441.0	0.14774576287591382	1091	1157	412	434	67	23	1125.9	422.8	1.0	0.0	0.0	3.0	1.0	0.0	8368707.0	0.81	1	21577.7	0.051	0.062	1	3051.5	0.0	0.0
mcp2k	405927	BUNDLE	0	1	32	142	1027276.8	0.3881200909142636	1192	1247	732	742	56	11	1218.9	737.3	1.0	0.0	0.0	3.0	1.0	0.0	2646801.4	0.78	1	16204.1	0.037	0.133	0	3347.1	0.0	0.0
mcp2k	405927	BUNDLE	0	0	49	132	887232.4	0.34600445164177446	1344	1389	721	729	46	9	1366.8	725.3	1.0	0.0	0.0	3.0	1.0	0.0	2564222.5	0.85	1	15928.4	0.042	0.185	0	2401.9	0.0	0.0
mcp2k	405927	BUNDLE	0	0	46	73	634750.2	0.24754099926975914	1262	1277	721	730	16	10	1270.1	726.2	1.0	0.0	0.0	3.0	20.0	0.0	2564222.5	2.11	1	23738.8	0.134	0.24	12	2401.9	0.0	0.0
mcp2k	406125	BUNDLE	0	1	20	437	4617930.0	0.7061258569914438	827	946	85	115	120	31	903.5	92.5	1.0	0.0	0.0	3.0	4.0	0.0	6539811.5	2.93	1	50916.4	0.035	0.131	0	2779.4	0.0	0.0
mcp2k	406125	BUNDLE	0	0	7	167	1152624.2	0.12494187306005283	618	680	108	139	63	32	647.4	124.3	1.0	0.0	0.0	3.0	1.0	0.0	9225283.5	0.72	1	21762.4	0.04	0.052	0	2919.2	0.0	0.0
mcp2k	406125	BUNDLE	0	1	22	63	433191.7	0.06623917218409124	836	859	103	112	24	10	846.9	107.4	1.0	0.0	0.0	3.0	1.0	0.0	6539811.5	0.93	1	24734.7	0.12	0.191	6	2779.4	0.0	0.0
mcp2k	406125	BUNDLE	0	1	21	29	198902.5	0.030414102914128334	829	839	96	101	11	6	832.7	99.0	1.0	0.0	0.0	3.0	21.21	0.0	6539811.5	1.21	1	14153.8	0.277	0.336	6	2779.4	0.0	0.0
mcp2k	406147	BUNDLE	1	1	26	1727	12283811.7	0.3699524590551309	1202	1843	627	792	642	166	1538.2	705.2	1.0	0.0	0.0	3.0	22.02	0.0	33203757.4	3.51	1	26696.9	0.009	0.017	0	3030.1	0.0	0.0
mcp2k	406147	BUNDLE	0	1	6	844	10301649.2	8.738408257712255	453	662	404	635	210	232	565.7	510.4	1.0	0.0	0.0	3.0	1.0	0.0	1178893.1	1.18	1	49722.5	0.014	0.014	0	3041.4	0.0	0.0
mcp2k	406147	BUNDLE	0	1	2	584	6859233.5	5.818367670486832	300	445	646	820	146	175	370.5	729.6	1.0	0.0	0.0	3.0	1.0	0.0	1178893.1	1.13	1	53269.4	0.019	0.017	0	3041.4	0.0	0.0
mcp2k	406147	BUNDLE	1	0	13	425	2939172.7	0.09541273469484056	1310	1458	619	654	149	36	1387.7	635.5	1.0	0.0	0.0	3.0	1.0	0.0	30804826.1	0.86	1	40128.3	0.039	0.057	0	2606.9	0.0	0.0
mcp2k	406147	BUNDLE	0	0	45	395	2655301.7	4.266884255716574	1002	1131	573	644	130	72	1065.9	608.2	1.0	0.0	0.0	3.0	1.0	0.0	622304.6	0.8	1	27960.2	0.026	0.027	0	2507.9	0.0	0.0
mcp2k	406147	BUNDLE	0	1	16	320	2593513.7	2.1999566372896746	615	732	653	694	118	42	672.1	674.0	1.0	0.0	0.0	3.0	22.83	0.0	1178893.1	0.76	1	28105.3	0.021	0.034	0	3041.4	0.0	0.0
mcp2k	406147	BUNDLE	0	0	25	277	1830449.5	2.941404418350756	625	700	647	717	76	71	663.4	680.4	1.0	0.0	0.0	3.0	13.6	0.0	622304.6	0.91	1	14487.0	0.024	0.028	0	2507.9	0.0	0.0
mcp2k	406147	BUNDLE	0	0	41	249	1682327.8	2.703383198517254	994	1086	727	744	93	18	1037.8	733.8	1.0	0.0	0.0	3.0	17.12	0.0	622304.6	0.83	1	16756.5	0.026	0.08	0	2507.9	0.0	0.0
mcp2k	406147	BUNDLE	1	0	12	201	1438833.9	0.04670806760373174	1231	1296	655	671	66	17	1264.7	663.0	1.0	0.0	0.0	3.0	1.0	0.0	30804826.1	0.92	1	17750.6	0.04	0.081	0	2606.9	0.0	0.0
mcp2k	406147	BUNDLE	0	1	24	81	698755.4	0.5927215962159758	766	793	634	644	28	11	779.3	639.1	1.0	0.0	0.0	3.0	14.76	0.0	1178893.1	0.83	1	21513.3	0.073	0.144	3	3041.4	0.0	0.0
mcp2k	406147	BUNDLE	0	1	42	84	657965.3	0.5581212579834423	949	980	573	584	32	12	965.2	578.3	1.0	0.0	0.0	3.0	1.0	0.0	1178893.1	0.73	1	22681.9	0.069	0.103	2	3041.4	0.0	0.0
mcp2k	406631	BUNDLE	0	1	1	1121	8793929.0	0.13833130698249993	162	540	528	720	379	193	340.3	627.7	1.0	0.0	0.0	3.0	1.0	0.0	63571502.3	0.95	1	29278.1	0.011	0.013	0	2752.9	0.0	0.0
mcp2k	406631	BUNDLE	0	2	15	348	7922684.0	0.22040224471517042	1049	1091	351	464	43	114	1069.4	408.2	1.0	0.0	0.0	3.0	1.0	0.0	35946476.0	1.62	1	59738.0	0.031	0.014	0	4345.0	0.0	0.0
mcp2k	406631	BUNDLE	0	0	8	656	6771713.8	0.11336006028559321	759	924	118	199	166	82	844.1	159.2	1.0	0.0	0.0	3.0	1.0	0.0	59736328.5	1.58	1	46147.6	0.019	0.028	0	2912.9	0.0	0.0
mcp2k	406631	BUNDLE	0	2	12	297	3898128.0	0.10844256332665266	739	829	329	374	91	46	780.7	352.6	1.0	0.0	0.0	3.0	1.0	0.0	35946476.0	1.02	1	41105.0	0.029	0.05	0	4345.0	0.0	0.0
mcp2k	406631	BUNDLE	0	1	3	277	2751650.7	0.043284342833597	1010	1073	1	99	64	99	1038.8	50.4	0.996	0.0	0.0	3.0	1.0	0.0	63571502.3	1.32	1	30019.3	0.035	0.019	0	2752.9	0.0	0.0
mcp2k	406631	BUNDLE	0	0	9	433	2678294.2	0.04483526636559192	764	924	331	383	161	53	845.9	356.8	1.0	0.0	0.0	3.0	1.0	0.0	59736328.5	0.78	1	17722.6	0.017	0.028	0	2912.9	0.0	0.0
mcp2k	407534	BUNDLE	1	0	8	511	3994382.2	0.5382196830553206	604	758	118	268	155	151	682.4	191.8	1.0	0.0	0.0	3.0	11.31	0.0	7421471.8	0.79	1	31243.4	0.021	0.025	0	2930.0	0.0	0.0
mcp2k	407534	BUNDLE	1	1	34	233	1682004.0	0.187963757142508	800	879	147	191	80	45	840.8	169.8	1.0	0.0	0.0	3.0	17.8	0.0	8948554.9	0.85	1	23485.2	0.042	0.037	0	2757.0	0.0	0.0
mcp2k	407534	BUNDLE	1	1	35	186	1591535.0	0.17785385660426578	884	943	191	225	60	35	911.0	207.1	1.0	0.0	0.0	3.0	18.03	0.0	8948554.9	1.0	1	36826.6	0.061	0.07	3	2757.0	0.0	0.0
mcp2k	407798	BUNDLE	0	2	5	749	9025233.0	1.9595219888515305	257	275	330	742	19	413	265.7	535.2	1.0	0.0	0.0	3.0	16.0	0.0	4605834.0	1.03	2	41130.0	0.077	0.01	12	4034.8	0.0	0.0
mcp2k	407798	BUNDLE	0	1	5	613	6116393.0	0.7993217910719899	827	946	108	220	120	113	867.6	158.4	1.0	0.0	0.0	3.0	1.0	0.0	7651978.3	28.47	2	35758.8	0.028	0.016	0	3326.0	0.0	0.0
mcp2k	407798	BUNDLE	0	2	1	259	4199473.0	0.9117725475994142	247	254	111	263	8	153	250.5	195.0	1.0	0.0	0.0	3.0	1.0	0.0	4605834.0	0.83	2	48451.0	0.255	0.016	6	4034.8	0.0	0.0
mcp2k	407798	BUNDLE	0	1	2	418	3953476.4	0.5166606915233933	677	732	433	563	56	131	707.9	487.5	1.0	0.0	0.0	3.0	1.0	0.0	7651978.3	1.89	2	30408.9	0.048	0.023	0	3326.0	0.0	0.0
