mode,sample,apa,event,flash_index,time_ns,total_pe,n_active_pmt,n_zero_excl_chmask,n_zero_incl_chmask,min_pe_active,min_nonzero_pe
data,10,0,659286,1,-1.34831e+06,13240.4,53,4,10,0,37.08
data,10,0,659286,2,678333,8528.49,53,4,10,0,42.4199
data,10,0,659286,3,-69662.1,7671.27,53,4,10,0,22.545
data,10,0,659286,4,1.21924e+06,3819.1,53,5,11,0,1.1168
data,10,0,659286,5,1.02972e+06,7034.08,53,4,10,0,14.523
data,10,0,659286,6,-1.03319e+06,5064.85,53,4,10,0,4.03575
data,10,0,659286,7,633547,745.336,53,4,10,0,1.17655
data,10,0,659286,8,72458.5,598.379,53,5,11,0,0.90505
data,10,0,659286,9,1.42462e+06,271.314,53,6,12,0,1.10557
data,10,0,659286,10,946451,399.491,53,6,12,0,1.15758
data,10,0,659286,11,-1.45464e+06,183.02,53,10,16,0,0.7888
data,10,0,659286,12,373340,297.144,53,8,14,0,0.6085
data,10,0,659286,13,-1.34017e+06,54.1824,53,34,40,0,0.1842
data,10,0,659286,14,-732790,142.158,53,8,14,0,0.915425
data,10,0,659286,15,-1.20367e+06,215.163,53,7,13,0,1.25478
data,10,0,659286,16,-900386,201.386,53,11,17,0,0.47385
data,10,0,659374,0,-505347,16094.8,53,4,10,0,94.7746
data,10,0,659374,1,-1.06831e+06,11334.3,53,4,10,0,13.2279
data,10,0,659374,2,1.13155e+06,13079.3,53,4,11,0,21.9798
data,10,0,659374,3,-554914,13894.9,53,4,10,0,82.6284
data,10,0,659374,4,-663439,6486.91,53,4,11,0,3.55278
data,10,0,659374,5,-1.32755e+06,6906.56,53,4,10,0,4.32463
data,10,0,659374,6,23092,13016,53,4,10,0,36.3827
data,10,0,659374,7,1.23633e+06,9049.3,53,4,10,0,23.083
data,10,0,659374,8,-224474,6952.61,53,4,10,0,17.162
data,10,0,659374,9,-724.203,5063.45,53,4,10,0,14.473
data,10,0,659374,10,-590861,2442.37,53,4,10,0,7.57835
data,10,0,659374,11,-674177,2014.84,53,4,10,0,2.51365
data,10,0,659374,12,471741,1363.57,53,4,10,0,1.39825
data,10,0,659374,13,1.03223e+06,204.395,53,8,14,0,0.940875
data,10,0,659374,14,173485,285.85,53,7,13,0,0.8928
data,10,0,659374,15,1.06225e+06,160.931,53,11,17,0,0.7621
data,10,0,659484,0,559115,21593.8,53,4,10,0,69.4086
data,10,0,659484,1,-1.29948e+06,14077.4,53,4,10,0,38.5298
data,10,0,659484,2,-636799,12126.3,53,4,10,0,41.2509
data,10,0,659484,3,724195,7901.72,53,4,10,0,41.2269
data,10,0,659484,4,-600832,4645.19,53,4,10,0,24.2889
data,10,0,659484,5,46568.1,3360.58,53,4,10,0,3.17752
data,10,0,659484,6,1.16788e+06,203.511,53,7,13,0,0.7157
data,10,0,659484,7,1.50039e+06,175.261,53,7,13,0,0.760625
data,10,0,659484,8,-704.745,208.979,53,8,14,0,0.4246
data,10,0,659484,9,910353,124.905,53,12,18,0,0.538625
data,10,0,659572,0,287933,6991.33,53,5,11,0,2.83878
data,10,0,659572,1,-819060,11769.9,53,4,10,0,5.54605
data,10,0,659572,2,646410,14317,53,4,10,0,56.474
data,10,0,659572,3,-855473,7772.23,53,4,10,0,13.691
data,10,0,659572,4,-170197,6750.88,53,4,10,0,28.1857
data,10,0,659572,5,959382,4566.82,53,4,10,0,1.0663
data,10,0,659572,6,58367.2,6175.31,53,4,10,0,8.1308
data,10,0,659572,7,1.12484e+06,2960.01,53,4,10,0,1.37177
data,10,0,659572,8,-1.43749e+06,1411.15,53,4,10,0,0.8994
data,10,0,659572,9,462394,620.399,53,6,12,0,0.8926
data,10,0,659572,10,-1.02953e+06,299.009,53,8,14,0,0.767725
data,10,0,659572,11,137637,337.809,53,4,10,0,0.7265
data,10,0,659572,12,489933,191.532,53,8,14,0,0.787625
data,10,0,659572,13,-291139,116.18,53,11,17,0,0.14665
data,10,0,659704,0,-732.943,10351.6,53,4,10,0,27.3725
data,10,0,659704,1,401569,5955.31,53,4,10,0,2.5549
data,10,0,659704,2,-457647,4579.5,53,4,10,0,5.8075
data,10,0,659704,3,-523154,2960.42,53,5,11,0,1.1635
data,10,0,659704,4,259790,4918.28,53,4,10,0,14.7015
data,10,0,659704,5,44848,7388.8,53,5,11,0,0.683125
data,10,0,659704,6,1.20518e+06,514.678,53,4,10,0,1.2996
data,10,0,659704,7,-78543.3,233.453,53,5,11,0,0.52
data,10,0,659924,0,-775674,16482.4,53,4,10,0,27.5591
data,10,0,659924,1,392379,13197.3,53,4,10,0,12.8364
data,10,0,659924,2,716568,10503.5,53,4,10,0,4.3636
data,10,0,659924,3,-969119,11215.6,53,4,10,0,16.2241
data,10,0,659924,4,-743.623,5884.54,53,4,10,0,12.751
data,10,0,659924,5,-1.02821e+06,7448.67,53,4,10,0,13.8183
data,10,0,659924,6,1.23271e+06,4426.99,53,4,10,0,18.143
data,10,0,659924,7,-1.19903e+06,3264.04,53,4,11,0,8.61515
data,10,0,659924,8,-1.16331e+06,1138.15,53,4,10,0,0.590525
data,10,0,659924,9,1.03976e+06,654.782,53,4,10,0,0.335525
data,10,0,659924,10,85720.5,366.566,53,4,10,0,1.0244
data,10,0,659924,11,-241385,254.575,53,6,12,0,0.8039
data,10,0,659924,12,1.48416e+06,168.661,53,6,12,0,0.81095
data,10,0,660496,0,-1.36624e+06,16024.4,53,4,10,0,9.56
data,10,0,660496,1,-303743,15520.2,53,4,10,0,61.9896
data,10,0,660496,2,539804,14703.5,53,4,10,0,26.067
data,10,0,660496,3,-1.50052e+06,10575,53,4,10,0,28.7636
data,10,0,660496,4,1.29642e+06,6543.1,53,4,10,0,3.0318
data,10,0,660496,5,49052.9,7982.11,53,4,10,0,12.741
data,10,0,660496,6,-694991,3266.3,53,4,10,0,1.13755
data,10,0,660496,7,626355,442.042,53,4,10,0,0.6522
data,10,0,660496,8,-1.35796e+06,309.888,53,6,12,0,1.1942
data,10,0,660496,9,-398942,149.53,53,12,18,0,0.53245
data,10,0,660496,10,1.09598e+06,117.905,53,20,26,0,0.886375
data,10,0,660496,11,-726.513,198.942,53,8,14,0,0.73075
data,10,0,660496,12,237366,183.708,53,9,15,0,0.7602
data,10,0,660826,0,1.51843e+06,13856.7,53,4,10,0,26.5126
data,10,0,660826,1,672801,7429.66,53,4,10,0,1.16353
data,10,0,660826,2,1.16529e+06,6585.37,53,4,10,0,26.2786
data,10,0,660826,3,536783,1403.1,53,4,10,0,0.9
data,10,0,660826,4,-387777,1125.9,53,4,10,0,1.9966
data,10,0,660826,5,-754.772,289.776,53,7,14,0,0.81175
data,10,0,660826,6,-710016,540.125,53,6,12,0,0.85075
data,10,0,660826,7,1.25681e+06,351.33,53,5,11,0,0.60765
data,10,0,660826,8,-1.51801e+06,331.878,53,4,10,0,1.01585
data,10,0,660826,9,292299,233.153,53,5,12,0,0.5162
data,10,0,660826,10,1.50705e+06,213.248,53,4,10,0,0.78325
data,10,0,660826,11,-1.50026e+06,282.45,53,6,12,0,0.539725
data,10,0,660826,12,-982956,109.363,53,13,19,0,0.62895
data,10,0,660892,0,-1.14366e+06,18114.7,53,4,10,0,77.82
data,10,0,660892,1,-942447,5848.1,53,4,11,0,2.2135
data,10,0,660892,2,-736.427,9760.25,53,4,10,0,43.8718
data,10,0,660892,3,315357,662.797,53,6,12,0,0.9518
data,10,0,660892,4,-200106,325.055,53,7,13,0,0.706125
data,10,0,660892,5,1.48789e+06,290.389,53,5,11,0,0.76
data,10,0,660892,6,-1.48203e+06,254.009,53,4,11,0,0.6622
data,10,0,660892,7,509466,223.019,53,14,20,0,0.7316
data,10,1,659242,0,-318907,12908.9,48,1,13,0,10.2891
data,10,1,659242,1,-108065,22343.5,48,1,13,0,86.3711
data,10,1,659242,2,-909273,6699.57,48,1,13,0,10.2274
data,10,1,659242,3,1.26073e+06,14633.6,48,1,13,0,61.885
data,10,1,659242,4,1.49936e+06,8130.58,48,1,13,0,13.2416
data,10,1,659242,5,1.34396e+06,7075.26,48,1,13,0,12.2644
data,10,1,659242,6,1.51514e+06,4323.51,48,1,13,0,11.1204
data,10,1,659242,7,183455,1086.48,48,1,13,0,2.63785
data,10,1,659242,8,-675665,841.043,48,1,13,0,0.5195
data,10,1,659242,9,-1.37347e+06,1656.92,48,5,17,0,0.582575
data,10,1,659242,10,-99417.4,646.429,48,2,14,0,0.9844
data,10,1,659242,11,-1.43774e+06,254.062,48,4,16,0,0.8124
data,10,1,659242,12,-684.396,298.872,48,5,17,0,0.76895
data,10,1,659242,13,547303,208.679,48,3,15,0,0.748375
data,10,1,659242,14,-206658,185.308,48,6,18,0,0.8144
data,10,1,659286,0,-1.20367e+06,16674,48,1,13,0,34.6139
data,10,1,659286,1,1.4246e+06,19442.1,48,1,13,0,44.4636
data,10,1,659286,2,678343,14806.4,48,1,13,0,84.1785
data,10,1,659286,3,-732799,10198.7,48,1,13,0,3.98677
data,10,1,659286,4,-1.34832e+06,12710.1,48,1,13,0,41.9619
data,10,1,659286,5,-1.45465e+06,5686.39,48,1,13,0,5.44045
data,10,1,659286,6,-734.442,4828.54,48,1,13,0,4.63423
data,10,1,659286,7,-900400,7206.97,48,1,13,0,4.513
data,10,1,659286,8,947840,9229.1,48,1,13,0,14.0204
data,10,1,659286,9,373339,5194.84,48,1,13,0,12.013
data,10,1,659286,10,72466.3,913.926,48,2,14,0,0.9761
data,10,1,659286,11,-67951.1,494.572,48,3,15,0,2.771
data,10,1,659286,12,650226,294.112,48,5,17,0,0.89305
data,10,1,659286,13,1.02973e+06,207.443,48,3,15,0,0.823125
data,10,1,659286,14,-1.03316e+06,173.961,48,3,15,0,0.48
data,10,1,659286,15,633554,160.98,48,5,17,0,0.6208
data,10,1,659374,0,1.31028e+06,17260.3,48,1,13,0,3.9466
data,10,1,659374,1,1.03222e+06,18855.4,48,1,13,0,8.0943
data,10,1,659374,2,1.06224e+06,15230.8,48,1,13,0,18.0589
data,10,1,659374,3,737032,8576.31,48,1,13,0,2.63655
data,10,1,659374,4,-738.262,13972,48,1,13,0,15.9692
data,10,1,659374,5,-590856,11411.7,48,1,13,0,13.0765
data,10,1,659374,6,1.23634e+06,11271.4,48,1,13,0,53.1617
data,10,1,659374,7,173467,11627.3,48,1,13,0,19.3286
data,10,1,659374,8,1.49277e+06,4769.69,48,1,13,0,1.5058
data,10,1,659374,9,23107,6594.43,48,1,13,0,26.47
data,10,1,659374,10,471740,2268.52,48,1,13,0,5.79312
data,10,1,659374,11,-206020,1346.57,48,1,13,0,1.40905
data,10,1,659374,12,-505336,591.849,48,1,13,0,1.37685
data,10,1,659374,13,-554905,411.916,48,1,13,0,2.415
data,10,1,659374,14,1.13156e+06,224.685,48,4,16,0,0.372
data,10,1,659374,15,-1.0683e+06,212.045,48,5,17,0,0.581
data,10,1,659374,16,-224462,216.094,48,1,13,0,0.6202
data,10,1,659374,17,1.04123e+06,36.2019,48,30,42,0,0.6212
data,10,1,659484,0,-600826,13282.5,48,1,13,0,38.6405
data,10,1,659484,1,1.16785e+06,20257.9,48,1,13,0,56.1923
data,10,1,659484,2,910333,7704.16,48,1,13,0,9.7846
data,10,1,659484,3,-728.809,10089.8,48,1,13,0,20.9162
data,10,1,659484,4,1.51178e+06,8789.21,48,1,13,0,5.3211
data,10,1,659484,5,-1.30319e+06,11483.9,48,1,13,0,17.6076
data,10,1,659484,6,1.50037e+06,4748.68,48,1,13,0,10.1814
data,10,1,659484,7,724200,4878.5,48,1,13,0,16.347
data,10,1,659484,8,638018,2461.49,48,1,13,0,1.2095
data,10,1,659484,9,559136,325.75,48,1,13,0,0.859025
data,10,1,659484,10,-636780,312.971,48,2,14,0,1.1668
data,10,1,659572,0,-1.02953e+06,16259,48,1,13,0,10.1716
data,10,1,659572,1,137628,13728,48,1,13,0,40.01
data,10,1,659572,2,-855477,12093.4,48,1,13,0,34.9066
data,10,1,659572,3,-603749,5960.15,48,1,13,0,0.8922
data,10,1,659572,4,489912,14003.8,48,1,13,0,27.794
data,10,1,659572,5,-170190,13522.3,48,1,13,0,66.7409
data,10,1,659572,6,58361.3,7732.62,48,1,13,0,23.024
data,10,1,659572,7,-753.32,2831.27,48,1,13,0,4.3578
data,10,1,659572,8,-291153,1839.11,48,1,13,0,1.17
data,10,1,659572,9,646419,2493.55,48,1,13,0,8.2342
data,10,1,659572,10,1.49936e+06,1286.32,48,1,13,0,1.6332
data,10,1,659572,11,959367,903.437,48,2,14,0,0.7476
data,10,1,659572,12,-819040,211.799,48,4,16,0,0.58285
data,10,1,659572,13,462405,186.556,48,4,16,0,0.65425
data,10,1,659704,0,407021,24509.8,48,1,13,0,66.8707
data,10,1,659704,1,-78561.4,11526.1,48,1,13,0,32.5416
data,10,1,659704,2,39553.9,12130.7,48,1,13,0,24.5042
data,10,1,659704,3,1.20518e+06,8247.83,48,1,13,0,22.7125
data,10,1,659704,4,-751222,1875.35,48,1,13,0,2.17075
data,10,1,659704,5,-722.004,692.416,48,1,13,0,1.18645
data,10,1,659704,6,259802,257.645,48,3,15,0,1.27562
data,10,1,659924,0,85698.4,16675.6,48,1,13,0,73.3426
data,10,1,659924,1,-241407,21046.6,48,1,13,0,55.4346
data,10,1,659924,2,941776,7910.01,48,1,13,0,1.69225
data,10,1,659924,3,1.23272e+06,12842.4,48,1,13,0,52.6029
data,10,1,659924,4,1.48414e+06,6142.54,48,1,13,0,3.38668
data,10,1,659924,5,-1.19903e+06,6600.31,48,1,13,0,22.1576
data,10,1,659924,6,-263020,1617.29,48,2,14,0,0.55425
data,10,1,659924,7,1.03977e+06,990.872,48,1,13,0,0.7228
data,10,1,659924,8,-775659,392.184,48,1,13,0,1.20963
data,10,1,659924,9,392408,350.31,48,1,13,0,0.4787
data,10,1,659924,10,-1.02819e+06,240.321,48,3,15,0,0.3905
data,10,1,659924,11,716588,185.159,48,5,17,0,0.58855
data,10,1,659924,12,-969116,202.55,48,4,16,0,1.0134
data,10,1,660496,0,626341,19135.9,48,1,13,0,22.571
data,10,1,660496,1,513839,11440.1,48,1,13,0,8.9494
data,10,1,660496,2,237356,7648.98,48,1,13,0,4.669
data,10,1,660496,3,-746.817,4395.55,48,1,13,0,4.59125
data,10,1,660496,4,-1.50052e+06,2202.2,48,1,13,0,4.2582
data,10,1,660496,5,1.09499e+06,1444.41,48,1,13,0,0.745375
data,10,1,660496,6,-398940,864.73,48,3,15,0,1.26063
data,10,1,660496,7,-303738,429.934,48,1,13,0,0.86325
data,10,1,660496,8,-1.36622e+06,273.862,48,2,14,0,0.633625
data,10,1,660496,9,539831,267.422,48,4,16,0,0.9338
data,10,1,660496,10,49065.8,235.391,48,5,17,0,0.499
data,10,1,660826,0,1.00879e+06,14248,48,1,13,0,2.69113
data,10,1,660826,1,-387768,14403.7,48,1,13,0,13.7888
data,10,1,660826,2,-1.51802e+06,20923.1,48,1,13,0,15.2537
data,10,1,660826,3,292277,21006.7,48,1,13,0,53.3288
data,10,1,660826,4,1.50704e+06,13753.1,48,1,13,0,32.3508
data,10,1,660826,5,-1.50027e+06,5815.09,48,1,13,0,3.79115
data,10,1,660826,6,-110768,6608.48,48,1,13,0,8.06663
data,10,1,660826,7,-982958,1213.73,48,2,14,0,2.08263
data,10,1,660826,8,680261,599.757,48,1,13,0,1.06583
data,10,1,660826,9,1.51845e+06,418.396,48,3,15,0,1.91452
data,10,1,660826,10,1.25682e+06,226.562,48,2,14,0,0.4827
data,10,1,660826,11,1.09086e+06,55.7427,48,38,50,0,0.79605
data,10,1,660826,12,1.16531e+06,207.921,48,3,15,0,0.5806
data,10,1,660892,0,-1.48204e+06,26482.7,48,1,13,0,39.6556
data,10,1,660892,1,1.48788e+06,27232.1,48,1,13,0,71.9972
data,10,1,660892,2,-200121,11935.1,48,1,13,0,24.55
data,10,1,660892,3,-942723,8797.85,48,1,13,0,3.74127
data,10,1,660892,4,-1.14367e+06,11605.3,48,1,13,0,33.9302
data,10,1,660892,5,-1.05944e+06,4024.72,48,1,13,0,1.6096
data,10,1,660892,6,678920,2164.81,48,1,13,0,1.594
data,10,1,660892,7,505466,1992.99,48,1,13,0,0.79705
data,10,1,660892,8,-1.50904e+06,975.869,48,2,14,0,0.6165
data,10,1,660892,9,315362,262.076,48,5,17,0,0.7868
data,10,1,660892,10,-727.819,293.318,48,2,14,0,1.142
mc,100,0,1,0,603.759,41634.6,53,4,10,0,129.98
mc,100,0,1,1,1.1647e+06,13856.6,53,4,11,0,29.633
mc,100,0,1,2,-792803,6919.85,53,5,12,0,2.1004
mc,100,0,1,3,347481,4118.51,53,10,17,0,1.35138
mc,100,0,1,4,1.08604e+06,3269.1,53,6,13,0,1.8017
mc,100,0,1,5,-1.10656e+06,2410.35,53,4,11,0,13.1055
mc,100,0,1,6,-1.15351e+06,11138.8,53,5,12,0,2.13317
mc,100,0,1,7,747174,2947.05,53,7,14,0,1.90885
mc,100,0,1,8,-1.03826e+06,1382.85,53,12,19,0,0.9446
mc,100,0,1,9,619281,153.802,53,36,43,0,0.9821
mc,100,0,1,10,977822,848.852,53,30,37,0,1.6731
mc,100,0,1,11,998628,126.372,53,31,38,0,1.83853
mc,100,0,1,12,43732.7,275.108,53,22,29,0,1.64958
mc,100,0,1,13,-967649,131.146,53,29,36,0,1.45855
mc,100,0,1,14,9148.91,49.5375,53,31,37,0,0.3554
mc,100,0,1,15,790692,53.4243,53,46,53,0,1.62105
mc,100,0,2,0,667567,54055.3,53,4,11,0,125.92
mc,100,0,2,1,-189812,21059.6,53,4,11,0,59.7412
mc,100,0,2,2,739932,22522.1,53,4,11,0,82.3692
mc,100,0,2,3,-95104.5,22090.1,53,4,11,0,148.343
mc,100,0,2,4,1.13862e+06,18714.2,53,4,11,0,18.2494
mc,100,0,2,5,1.25918e+06,17704.3,53,4,11,0,69.669
mc,100,0,2,6,-324555,10467.4,53,6,13,0,2.44525
mc,100,0,2,7,1.27579e+06,6762.22,53,6,13,0,5.0447
mc,100,0,2,8,779649,6230.32,53,9,16,0,0.949375
mc,100,0,2,9,1.22546e+06,978.894,53,11,18,0,1.77722
mc,100,0,2,10,346.66,704.289,53,4,10,0,0.757725
mc,100,0,2,11,675728,6236.92,53,4,11,0,26.4786
mc,100,0,2,12,-427169,192.791,53,30,37,0,1.10765
mc,100,0,2,13,580448,210.924,53,34,41,0,1.2994
mc,100,0,2,14,864710,410.689,53,22,29,0,1.2901
mc,100,0,2,15,892771,340.258,53,31,38,0,1.4447
mc,100,0,2,16,-1.33976e+06,87.5695,53,40,47,0,1.3637
mc,100,0,2,17,1.26775e+06,33.6491,53,40,47,0,1.0616
mc,100,0,3,0,950837,17260.3,53,4,11,0,33.7187
mc,100,0,3,1,-1.30621e+06,9988.15,53,4,11,0,1.99428
mc,100,0,3,2,-1.00239e+06,3176.97,53,9,16,0,2.38385
mc,100,0,3,3,1.30218e+06,1437.13,53,21,28,0,1.25475
mc,100,0,3,4,-240722,2814.12,53,6,13,0,2.67765
mc,100,0,3,5,-476694,1569.6,53,5,12,0,5.8828
mc,100,0,3,6,-220261,1464.62,53,13,20,0,2.5017
mc,100,0,3,7,-846463,2564.35,53,7,14,0,1.9062
mc,100,0,3,8,250500,1230.26,53,12,19,0,2.0597
mc,100,0,3,9,170795,979.207,53,12,19,0,1.0357
mc,100,0,3,10,310687,711.336,53,22,29,0,1.8676
mc,100,0,3,11,-1.46617e+06,1097.94,53,16,23,0,1.08912
mc,100,0,3,12,1.13465e+06,474.925,53,17,24,0,1.535
mc,100,0,4,0,331998,21659.3,53,4,11,0,8.7283
mc,100,0,4,1,-781418,25234.2,53,4,11,0,18.4503
mc,100,0,4,2,447413,22386.1,53,4,11,0,78.5149
mc,100,0,4,3,1.35858e+06,25280.4,53,4,11,0,43.6501
mc,100,0,4,4,178199,17146.9,53,4,11,0,45.1186
mc,100,0,4,5,-1.14882e+06,9949.34,53,4,11,0,14.8695
mc,100,0,4,6,773169,17176.9,53,4,11,0,110.656
mc,100,0,4,7,-310550,9911.63,53,4,11,0,25.0849
mc,100,0,4,8,188362,3373.24,53,5,12,0,1.51705
mc,100,0,4,9,-1.10107e+06,2503.89,53,4,11,0,2.51313
mc,100,0,4,10,-1.24838e+06,2128.36,53,15,22,0,1.97295
mc,100,0,4,11,-671023,777.114,53,14,21,0,2.01405
mc,100,0,4,12,-240331,1308.55,53,7,14,0,1.316
mc,100,0,4,13,-407328,616.465,53,27,34,0,1.28838
mc,100,0,4,14,-1.17885e+06,668.726,53,28,35,0,1.52097
mc,100,0,4,15,-1.26272e+06,275.132,53,34,41,0,1.60487
mc,100,0,4,16,1.34828e+06,482.583,53,32,39,0,1.5126
mc,100,0,4,17,-219174,128.425,53,33,40,0,1.55435
mc,100,0,4,18,-320884,97.7501,53,38,45,0,1.35712
mc,100,0,4,19,472346,66.9581,53,40,47,0,1.9728
mc,100,0,4,20,455533,266.891,53,14,21,0,0.60115
mc,100,0,5,0,344644,39861.2,53,4,11,0,46.642
mc,100,0,5,1,-164472,15641.1,53,4,11,0,26.6528
mc,100,0,5,2,-1.35666e+06,14065.1,53,5,12,0,6.22325
mc,100,0,5,3,-194798,9480.49,53,4,11,0,45.39
mc,100,0,5,4,314274,7051.03,53,5,12,0,11.3744
mc,100,0,5,5,908952,6660.4,53,4,11,0,27.9512
mc,100,0,5,6,1.00397e+06,7985.19,53,4,11,0,11.1121
mc,100,0,5,7,1.13849e+06,9473.91,53,4,11,0,8.0363
mc,100,0,5,8,-1.1654e+06,811.216,53,15,22,0,1.8975
mc,100,0,5,9,800581,1445.95,53,25,32,0,2.0522
mc,100,0,5,10,-708271,7828.89,53,6,13,0,2.0451
mc,100,0,5,11,509389,483.089,53,24,31,0,1.72448
mc,100,0,5,12,870193,457.094,53,24,31,0,1.2656
mc,100,0,5,13,464799,326.588,53,41,48,0,2.74203
mc,100,0,5,14,-1.078e+06,88.5828,53,34,41,0,1.0322
mc,100,0,5,15,110659,313.629,53,26,33,0,1.4411
mc,100,0,5,16,-1.24947e+06,99.3641,53,32,39,0,1.06363
mc,100,0,5,17,650.902,82.9144,53,29,35,0,0.747
mc,100,0,6,0,-407406,28849.1,53,4,11,0,27.5143
mc,100,0,6,1,-1.38301e+06,17959,53,5,12,0,2.1452
mc,100,0,6,2,-354704,14833.5,53,4,11,0,19.2005
mc,100,0,6,3,-591321,15973.5,53,4,11,0,31.6982
mc,100,0,6,4,667075,17780.2,53,4,11,0,52.0984
mc,100,0,6,5,-539976,18933.8,53,4,11,0,25.819
mc,100,0,6,6,-378730,24414.8,53,4,11,0,128.617
mc,100,0,6,7,-1.13886e+06,10291.3,53,4,11,0,6.4158
mc,100,0,6,8,-237761,4849.59,53,5,12,0,3.05732
mc,100,0,6,9,15637.8,5695.63,53,4,11,0,13.1806
mc,100,0,6,10,216991,3096.07,53,5,12,0,9.70865
mc,100,0,6,11,241.189,1375.56,53,4,10,0,2.67625
mc,100,0,6,12,-1.00703e+06,571.022,53,28,35,0,1.6988
mc,100,0,6,13,-429232,513.565,53,23,30,0,1.3082
mc,100,0,6,14,698479,277.866,53,44,51,0,2.15647
mc,100,0,6,15,-227963,719.888,53,5,12,0,0.74295
mc,100,0,6,16,-762333,282.268,53,24,31,0,1.54825
mc,100,0,6,17,107423,324.837,53,39,46,0,1.6078
mc,100,0,6,18,1.5025e+06,149.833,53,38,45,0,1.1488
mc,100,0,6,19,538946,104.602,53,41,48,0,1.7545
mc,100,0,6,20,346269,45.4162,53,46,53,0,3.23347
mc,100,0,6,21,748441,35.9421,53,43,50,0,1.5528
mc,100,0,7,0,463547,25678,53,4,11,0,18.3975
mc,100,0,7,1,-605421,22824.5,53,4,11,0,165.678
mc,100,0,7,2,1.31545e+06,15731.3,53,4,11,0,9.91008
mc,100,0,7,3,-840543,25803.2,53,4,11,0,119.81
mc,100,0,7,4,56743,14854.6,53,4,11,0,13.4365
mc,100,0,7,5,-882491,16578.9,53,4,11,0,98.1955
mc,100,0,7,6,150559,19484.3,53,4,11,0,94.8694
mc,100,0,7,7,679325,3082.15,53,10,17,0,1.17538
mc,100,0,7,8,1.27524e+06,5248.1,53,4,11,0,13.0601
mc,100,0,7,9,514967,3552.12,53,7,14,0,1.484
mc,100,0,7,10,-1.10655e+06,6092.45,53,4,11,0,22.2244
mc,100,0,7,11,455264,2834.38,53,10,17,0,1.7025
mc,100,0,7,12,-1.40959e+06,2182.08,53,5,12,0,0.8648
mc,100,0,7,13,-1.41884e+06,1879.04,53,15,22,0,1.12215
mc,100,0,7,14,409291,1087.26,53,13,20,0,2.0086
mc,100,0,7,15,1.07456e+06,661.941,53,12,19,0,1.96258
mc,100,0,7,16,115718,423.879,53,10,17,0,1.6131
mc,100,0,7,17,-1.29219e+06,218.15,53,22,29,0,1.36325
mc,100,0,7,18,-908671,106.998,53,41,48,0,1.62615
mc,100,0,7,19,1.23297e+06,29.7299,53,47,54,0,2.83183
mc,100,0,7,20,1.22584e+06,133.486,53,28,35,0,1.22733
mc,100,0,7,21,1.08784e+06,29.5925,53,44,51,0,0.75
mc,100,0,7,22,-695798,52.6563,53,39,46,0,0.8308
mc,100,0,8,0,-767256,37557.4,53,4,11,0,38.8356
mc,100,0,8,1,399333,13783.2,53,5,12,0,4.40658
mc,100,0,8,2,188554,18971.7,53,4,11,0,24.2163
mc,100,0,8,3,-1.46391e+06,23241.1,53,4,11,0,194.132
mc,100,0,8,4,-1.0476e+06,9969.64,53,4,11,0,4.45205
mc,100,0,8,5,1.20511e+06,7707.19,53,4,11,0,31.6482
mc,100,0,8,6,-1.37721e+06,5929.43,53,4,11,0,23.821
mc,100,0,8,7,1.38861e+06,4127.4,53,4,11,0,13.2151
mc,100,0,8,8,33296,2095.43,53,6,13,0,2.92675
mc,100,0,8,9,928727,2205.33,53,5,12,0,2.4213
mc,100,0,8,10,-158908,2416.77,53,14,21,0,1.439
mc,100,0,8,11,558.978,1238.74,53,7,13,0,0.84225
mc,100,0,8,12,-834582,589.737,53,32,39,0,1.81245
mc,100,0,8,13,-191450,112.634,53,25,32,0,1.36153
mc,100,0,8,14,-867102,84.4372,53,39,46,0,1.10837
mc,100,0,9,0,486766,16352.4,53,4,11,0,23.1035
mc,100,0,9,1,-572381,22561.7,53,4,11,0,69.5731
mc,100,0,9,2,-688498,16562.2,53,4,11,0,34.3094
mc,100,0,9,3,-704007,15544,53,4,11,0,17.3001
mc,100,0,9,4,606967,23919.2,53,4,11,0,12.0265
mc,100,0,9,5,245426,15157.3,53,4,11,0,51.8346
mc,100,0,9,6,-7033.72,6731.09,53,13,20,0,1.1654
mc,100,0,9,7,-1.0376e+06,11092.3,53,4,11,0,13.9676
mc,100,0,9,8,639911,14664.2,53,4,11,0,88.9429
mc,100,0,9,9,283667,7853.12,53,4,11,0,33.4712
mc,100,0,9,10,-1.39242e+06,4970.49,53,5,12,0,1.28115
mc,100,0,9,11,-1.37329e+06,7225.42,53,4,11,0,21.5881
mc,100,0,9,12,-803598,8016.27,53,4,11,0,49.7759
mc,100,0,9,13,907334,4922.62,53,4,11,0,8.53467
mc,100,0,9,14,-871949,1530.04,53,9,16,0,1.28702
mc,100,0,9,15,-354845,653.083,53,30,37,0,1.74045
mc,100,0,9,16,161257,868.739,53,11,18,0,1.77358
mc,100,0,9,17,-603484,599.984,53,8,15,0,1.302
mc,100,0,9,18,-1.27126e+06,424.825,53,10,17,0,1.22425
mc,100,0,9,19,-1.35293e+06,578.483,53,25,32,0,1.17138
mc,100,0,9,20,-1.18369e+06,138.266,53,43,50,0,1.93782
mc,100,0,9,21,765846,184.939,53,21,28,0,1.5126
mc,100,0,9,22,-942361,196.819,53,40,47,0,1.7218
mc,100,0,9,23,-1.22026e+06,46.7025,53,41,48,0,1.0454
mc,100,0,9,24,761300,51.8249,53,45,52,0,1.70525
