sample	event	nflash	nclus	n_noflash	n_correct	n_wrong	n_oob	note
mcp1k	55715	12	16	0	11	4	1	
mcp1k	55925	14	13	0	7	6	0	
mcp1k	55957	13	19	0	13	6	0	
mcp1k	56211	20	27	0	10	15	2	
mcp1k	56243	14	16	0	6	10	0	
mcp1k	56299	10	14	0	8	5	1	
mcp1k	56353	12	12	0	6	5	1	
mcp1k	56387	18	15	0	4	11	0	
mcp1k	56463	13	16	0	9	7	0	
mcp1k	56519	13	15	0	9	5	1	
mcp1k	57245	13	19	0	9	10	0	
mcp1k	57311	13	15	0	8	7	0	
mcp1k	57333	10	12	0	7	5	0	
mcp1k	57355	14	15	0	6	9	0	
mcp1k	57441	20	21	0	14	7	0	
mcp1k	57485	15	17	0	11	5	1	
mcp1k	57487	13	25	0	8	15	2	
mcp1k	57575	16	17	0	7	9	1	
mcp1k	57661	10	20	1	8	10	1	
mcp1k	57883	17	21	0	12	9	0	
mcp1k	57903	11	15	0	7	8	0	
mcp1k	57949	18	13	0	5	8	0	
mcp1k	58169	16	14	0	8	6	0	
mcp1k	58211	8	7	0	3	4	0	
mcp1k	58255	11	14	0	9	5	0	
mcp1k	58321	21	22	0	11	11	0	
mcp1k	58343	12	18	0	7	9	2	
mcp1k	58345	15	15	1	9	5	0	
mcp1k	58433	13	15	0	7	8	0	
mcp1k	58519	21	20	0	11	9	0	
mcp1k	58543	12	13	0	4	9	0	
mcp1k	58607	17	24	1	10	12	1	
mcp1k	58653	15	18	0	8	10	0	
mcp1k	58667	12	17	1	2	13	1	
mcp1k	58711	17	15	1	6	8	0	
mcp1k	58717	26	27	0	13	14	0	
mcp1k	58755	22	24	0	18	6	0	
mcp1k	58777	14	14	0	7	7	0	
mcp1k	58821	19	26	0	9	16	1	
mcp1k	58997	15	16	0	8	8	0	
mcp1k	59003	19	22	0	15	7	0	
mcp1k	59019	16	23	0	13	8	2	
mcp1k	59025	15	19	0	8	9	2	
mcp1k	59047	8	10	0	2	8	0	
mcp1k	59063	14	15	0	10	5	0	
mcp1k	59069	6	9	0	2	7	0	
mcp1k	59085	17	18	0	6	12	0	
mcp1k	59093	15	15	0	7	8	0	
mcp1k	59179	14	16	0	10	6	0	
mcp1k	59247	15	17	0	8	6	3	
mcp1k	59261	13	15	0	10	5	0	
mcp1k	59335	9	13	0	6	5	2	
mcp1k	59371	11	11	0	7	4	0	
mcp1k	59377	12	7	0	5	2	0	
mcp1k	59415	13	19	1	10	8	0	
mcp1k	59459	16	20	0	12	7	1	
mcp1k	59553	10	14	0	3	10	1	
mcp1k	59663	12	12	0	9	3	0	
mcp1k	59685	5	10	0	6	3	1	
mcp1k	59723	10	14	0	8	6	0	
mcp1k	59753	24	20	0	8	11	1	
mcp1k	59773	23	27	0	17	10	0	
mcp1k	59789	13	15	0	7	8	0	
mcp1k	59795	15	19	0	7	12	0	
mcp1k	59863	17	20	0	7	13	0	
mcp1k	59899	12	17	0	9	8	0	
mcp1k	59929	17	22	0	11	10	1	
mcp1k	60017	12	13	0	3	10	0	
mcp1k	60119	18	24	0	9	14	1	
mcp1k	60345	15	16	0	9	7	0	
mcp1k	60369	17	18	1	12	4	1	
mcp1k	60559	16	17	0	7	7	3	
mcp1k	60669	17	19	0	7	12	0	
mcp1k	60763	16	20	0	10	10	0	
mcp1k	60933	16	21	0	10	11	0	
mcp1k	60985	14	15	0	6	9	0	
mcp1k	61071	12	13	0	6	6	1	
mcp1k	61093	19	16	0	8	8	0	
mcp1k	61307	16	16	0	11	5	0	
mcp1k	61313	16	21	0	15	6	0	
mcp1k	61351	13	18	0	7	11	0	
mcp1k	61417	13	12	0	8	4	0	
mcp1k	61461	10	10	1	3	6	0	
mcp1k	61483	14	11	0	4	7	0	
mcp1k	61579	22	20	0	13	7	0	
mcp1k	61637	11	11	0	5	6	0	
mcp1k	61681	16	17	0	13	4	0	
mcp1k	61711	12	17	0	7	10	0	
mcp1k	61843	17	20	0	5	15	0	
mcp1k	61997	17	12	0	6	6	0	
mcp1k	62011	13	13	0	8	5	0	
mcp1k	62019	24	24	1	11	12	0	
mcp1k	62149	17	20	0	10	10	0	
mcp1k	62209	15	21	0	14	7	0	
mcp1k	62231	13	13	0	4	9	0	
mcp1k	62281	25	24	0	7	17	0	
mcp1k	62303	12	16	0	4	11	1	
mcp1k	62327	10	15	0	7	8	0	
mcp1k	62429	14	11	0	3	8	0	
mcp1k	62459	17	16	0	9	7	0	
mcp1k	62473	13	13	0	9	4	0	
mcp1k	62495	17	21	0	16	5	0	
mcp1k	62561	16	17	0	9	8	0	
mcp1k	62583	16	20	0	12	8	0	
mcp1k	62613	14	17	0	10	7	0	
mcp1k	62721	14	19	0	9	10	0	
mcp1k	62825	15	15	0	11	4	0	
mcp1k	62943	17	26	0	17	9	0	
mcp1k	62979	14	14	0	6	8	0	
mcp1k	63097	15	16	0	11	5	0	
mcp1k	63163	5	10	0	1	4	5	
mcp1k	63273	16	21	0	10	11	0	
mcp1k	63359	15	23	0	7	16	0	
mcp1k	63427	11	19	0	10	8	1	
mcp1k	63493	15	19	0	7	9	3	
mcp1k	63515	10	14	0	2	11	1	
mcp1k	63537	14	19	0	9	10	0	
mcp1k	63551	8	8	0	6	2	0	
mcp1k	63559	12	14	0	8	6	0	
mcp1k	63581	15	17	0	11	6	0	
mcp1k	63603	14	16	0	10	6	0	
mcp1k	63669	9	6	0	4	2	0	
mcp1k	63711	19	26	0	9	17	0	
mcp1k	63947	12	15	0	9	6	0	
mcp1k	64057	18	22	0	12	8	2	
mcp1k	64079	16	11	0	3	8	0	
mcp1k	64107	18	21	0	10	10	1	
mcp1k	64409	9	9	0	4	5	0	
mcp1k	64453	15	14	0	9	4	1	
mcp1k	64475	18	25	0	12	13	0	
mcp1k	64503	15	16	0	8	8	0	
mcp1k	64591	14	21	0	11	10	0	
mcp1k	64613	15	14	0	7	7	0	
mcp1k	64701	14	11	0	8	3	0	
mcp1k	64717	22	20	0	12	8	0	
mcp1k	64921	12	16	0	10	6	0	
mcp1k	64959	10	20	0	8	10	2	
mcp1k	65018	17	16	0	8	8	0	
mcp1k	65025	16	23	0	13	10	0	
mcp1k	65053	10	17	0	11	5	1	
mcp1k	65267	17	16	0	11	5	0	
mcp1k	65289	13	14	0	8	6	0	
mcp1k	65295	16	17	0	9	8	0	
mcp1k	65355	17	19	0	9	10	0	
mcp1k	65612	13	13	0	5	8	0	
mcp1k	65647	10	13	0	9	3	1	
mcp1k	65691	12	14	0	5	9	0	
mcp1k	65788	13	16	0	11	5	0	
mcp1k	65942	9	14	0	7	7	0	
mcp1k	65999	16	25	0	15	10	0	
mcp1k	66043	15	21	0	8	13	0	
mcp1k	66087	7	10	0	4	6	0	
mcp1k	66118	14	15	0	5	10	0	
mcp1k	66272	13	24	0	12	12	0	
mcp1k	66329	17	13	0	7	6	0	
mcp1k	66338	15	22	0	14	8	0	
mcp1k	66461	13	13	0	7	6	0	
mcp1k	66571	18	20	0	10	10	0	
mcp1k	66615	19	19	0	8	11	0	
mcp1k	66624	9	15	0	8	7	0	
mcp1k	66646	19	16	0	11	5	0	
mcp1k	66712	15	21	0	9	12	0	
mcp1k	66822	11	18	0	10	8	0	
mcp1k	66954	14	20	0	13	7	0	
mcp1k	67108	10	9	0	4	4	1	
mcp1k	67152	17	19	0	9	8	2	
mcp1k	67394	16	20	0	13	4	3	
mcp1k	67746	12	13	0	8	5	0	
mcp1k	67922	10	17	0	6	11	0	
mcp1k	67988	14	18	0	10	8	0	
mcp1k	68054	11	18	0	10	6	2	
mcp1k	68362	17	14	0	6	8	0	
mcp1k	68428	13	15	0	9	6	0	
mcp1k	68516	11	14	0	9	5	0	
mcp1k	68648	14	16	0	7	9	0	
mcp1k	68714	19	16	0	11	5	0	
mcp1k	68956	9	13	0	7	6	0	
mcp1k	68978	12	21	1	10	10	0	
mcp1k	69000	9	10	0	5	5	0	
mcp1k	69066	7	11	0	6	5	0	
mcp1k	69286	12	17	0	6	11	0	
mcp1k	69308	10	12	0	4	8	0	
mcp1k	70562	6	10	0	4	6	0	
mcp1k	70980	17	15	0	6	8	1	
mcp1k	71046	16	21	0	12	9	0	
mcp1k	71178	17	19	1	9	9	0	
mcp1k	71222	13	17	0	13	4	0	
mcp1k	71266	20	26	0	14	12	0	
mcp1k	71288	18	21	0	7	14	0	
mcp1k	71376	10	13	0	7	5	1	
mcp1k	71486	14	19	0	8	11	0	
mcp1k	71530	16	16	0	11	5	0	
mcp1k	71640	10	18	0	14	4	0	
mcp1k	71882	10	13	0	3	10	0	
mcp1k	71948	12	19	0	9	9	1	
mcp1k	72256	11	20	0	13	7	0	
mcp1k	72564	15	14	1	8	5	0	
mcp1k	72586	18	18	0	10	8	0	
mcp1k	72828	13	19	0	12	7	0	
mcp1k	73004	14	19	0	13	6	0	
mcp1k	73070	11	11	0	10	1	0	
mcp1k	73422	12	14	0	9	5	0	
mcp1k	166650	14	20	0	12	8	0	
mcp1k	166738	9	19	0	8	8	3	
mcp1k	166804	19	13	0	6	7	0	
mcp1k	166870	23	28	0	17	11	0	
mcp1k	167112	19	19	0	9	10	0	
mcp1k	167200	10	16	0	6	8	2	
mcp1k	167222	12	9	0	8	1	0	
mcp1k	167354	14	22	0	9	12	1	
mcp1k	167376	12	13	0	7	6	0	
mcp1k	167398	18	16	0	12	4	0	
mcp1k	167640	13	15	0	6	9	0	
mcp1k	167684	16	20	0	7	13	0	
mcp1k	167904	22	21	0	11	10	0	
mcp1k	168388	7	10	0	6	4	0	
mcp1k	168410	15	15	0	5	10	0	
mcp1k	168432	15	20	0	13	7	0	
mcp1k	168526	15	20	0	9	9	2	
mcp1k	168614	7	14	1	6	6	1	
mcp1k	168658	17	22	0	12	9	1	
mcp1k	169054	11	8	0	5	3	0	
mcp1k	169202	12	12	0	6	6	0	
mcp1k	169208	9	17	0	7	8	2	
mcp1k	169340	14	14	0	9	5	0	
mcp1k	169356	14	17	0	7	10	0	
mcp1k	169488	10	11	0	5	6	0	
mcp1k	169532	11	9	0	3	6	0	
mcp1k	169598	12	19	0	10	9	0	
mcp1k	169620	13	14	0	9	5	0	
mcp1k	169626	11	15	0	7	8	0	
mcp1k	169708	7	14	0	8	6	0	
mcp1k	169736	13	21	1	8	12	0	
mcp1k	169758	7	6	0	3	3	0	
mcp1k	169774	14	11	0	7	4	0	
mcp1k	169824	13	20	1	14	5	0	
mcp1k	169846	18	21	0	12	9	0	
mcp1k	169890	15	23	0	11	11	1	
mcp1k	170792	13	10	0	4	6	0	
mcp1k	170808	16	18	0	7	11	0	
mcp1k	170814	22	27	0	15	12	0	
mcp1k	170880	15	16	0	10	6	0	
mcp1k	170924	14	16	1	5	10	0	
mcp1k	170940	29	30	0	15	15	0	
mcp1k	170984	16	21	0	9	12	0	
mcp1k	171050	16	25	0	12	12	1	
mcp1k	171116	12	15	0	9	6	0	
mcp1k	171144	13	20	0	10	10	0	
mcp1k	171358	11	15	0	10	5	0	
mcp1k	171446	8	8	0	4	4	0	
mcp1k	171600	14	18	0	10	8	0	
mcp1k	171892	19	24	0	14	10	0	
mcp1k	172090	10	12	0	7	5	0	
mcp1k	172200	17	23	0	7	13	3	
mcp1k	172266	8	18	0	8	8	2	
mcp1k	172414	11	15	0	5	8	2	
mcp1k	172552	14	14	0	9	5	0	
mcp1k	172596	16	17	0	6	11	0	
mcp1k	172656	14	13	0	7	6	0	
mcp1k	172722	15	11	0	5	6	0	
mcp1k	172788	18	26	0	18	7	1	
mcp1k	172794	16	22	0	11	10	1	
mcp1k	172832	15	21	0	11	10	0	
mcp1k	172860	12	20	0	12	8	0	
mcp1k	172926	15	16	0	11	5	0	
mcp1k	172942	12	14	0	7	7	0	
mcp1k	173058	18	16	0	8	8	0	
mcp1k	173146	10	17	1	8	7	1	
mcp1k	173234	15	15	0	6	9	0	
mcp1k	173256	15	17	0	7	10	0	
mcp1k	173294	7	10	0	7	3	0	
mcp1k	173476	10	13	0	6	7	0	
mcp1k	173498	15	21	0	12	9	0	
mcp1k	173586	9	13	0	4	9	0	
mcp1k	173718	14	14	0	6	8	0	
mcp1k	173822	9	10	0	6	3	1	
mcp1k	173888	10	13	0	6	7	0	
mcp1k	173982	9	11	0	7	2	2	
mcp1k	174114	13	22	0	9	12	1	
mcp1k	174136	12	8	0	5	3	0	
mcp1k	174224	13	21	0	10	10	1	
mcp1k	174240	16	21	0	8	13	0	
mcp1k	174306	17	20	0	11	9	0	
mcp1k	174422	10	13	0	8	5	0	
mcp1k	174488	12	16	0	9	7	0	
mcp1k	174576	13	14	0	8	6	0	
mcp1k	174642	13	9	0	4	5	0	
mcp1k	174752	11	14	0	10	4	0	
mcp1k	174878	15	13	0	3	10	0	
mcp1k	174928	15	16	0	10	6	0	
mcp1k	175016	17	20	0	12	8	0	
mcp1k	175104	5	10	0	3	5	2	
mcp1k	175428	13	19	0	8	11	0	
mcp1k	175500	12	19	0	9	9	1	
mcp1k	175808	19	19	0	9	10	0	
mcp1k	175896	17	17	0	12	5	0	
mcp1k	175956	14	12	0	7	5	0	
mcp1k	176022	6	11	0	4	6	1	
mcp1k	176066	18	17	0	9	8	0	
mcp1k	176088	11	11	0	5	6	0	
mcp1k	176132	24	33	0	7	26	0	
mcp1k	176160	16	22	0	11	11	0	
mcp1k	276198	16	22	0	10	11	1	
mcp1k	276330	16	22	1	13	8	0	
mcp1k	276418	17	21	0	12	9	0	
mcp1k	276550	14	18	0	10	8	0	
mcp1k	276638	12	14	0	4	9	1	
mcp1k	276836	14	16	0	9	7	0	
mcp1k	277276	10	11	0	7	4	0	
mcp1k	277298	16	21	0	16	5	0	
mcp1k	277320	10	13	0	1	11	1	
mcp1k	277782	13	13	0	9	4	0	
mcp1k	277958	16	18	1	8	9	0	
mcp1k	278046	17	16	0	6	10	0	
mcp1k	278266	20	25	0	13	12	0	
mcp1k	278398	15	20	0	6	13	1	
mcp1k	278420	16	18	0	9	9	0	
mcp1k	278640	11	17	0	8	9	0	
mcp1k	278662	14	17	0	7	10	0	
mcp1k	278684	17	17	0	7	10	0	
mcp1k	278785	14	15	0	6	9	0	
mcp1k	278794	11	12	0	5	7	0	
mcp1k	278860	16	14	0	7	7	0	
mcp1k	278917	11	13	0	5	8	0	
mcp1k	278939	15	17	0	10	7	0	
mcp1k	279080	11	17	0	8	8	1	
mcp1k	279115	15	18	0	8	10	0	
mcp1k	279124	12	10	0	4	6	0	
mcp1k	279190	12	18	0	4	14	0	
mcp1k	279256	24	19	1	10	8	0	
mcp1k	279432	17	16	0	10	6	0	
mcp1k	279445	14	21	0	11	9	1	
mcp1k	279564	13	16	0	6	9	1	
mcp1k	279643	16	21	0	18	3	0	
mcp1k	279797	16	25	0	11	13	1	
mcp1k	279951	14	17	0	10	7	0	
mcp1k	280017	14	12	0	6	6	0	
mcp1k	280092	14	13	0	5	7	1	
mcp1k	280281	18	17	0	11	6	0	
mcp1k	280466	11	12	0	7	5	0	
mcp1k	280598	14	18	0	11	6	1	
mcp1k	280752	11	15	0	8	7	0	
mcp1k	280774	23	17	0	8	9	0	
mcp1k	280853	10	12	0	7	5	0	
mcp1k	280884	15	11	1	6	4	0	
mcp1k	280972	10	12	0	8	4	0	
mcp1k	280994	16	20	1	8	11	0	
mcp1k	281095	16	22	0	10	11	1	
mcp1k	281148	12	13	0	8	5	0	
mcp1k	281155	18	16	0	9	7	0	
mcp1k	281214	13	18	0	8	10	0	
mcp1k	281241	12	17	0	12	5	0	
mcp1k	281337	11	16	0	12	4	0	
mcp1k	281485	15	17	0	9	7	1	
mcp1k	281505	13	20	0	7	11	2	
mcp1k	281507	16	22	0	16	6	0	
mcp1k	281527	15	14	0	7	6	1	
mcp1k	281551	22	19	0	7	12	0	
mcp1k	281557	18	23	0	9	14	0	
mcp1k	281595	16	21	0	10	10	1	
mcp1k	281632	16	18	0	10	8	0	
mcp1k	281639	18	24	0	12	12	0	
mcp1k	281676	11	17	0	10	7	0	
mcp1k	281720	13	21	0	12	8	1	
mcp1k	281727	9	14	0	5	9	0	
mcp1k	281808	14	16	0	4	12	0	
mcp1k	281837	8	17	0	7	10	0	
mcp1k	281857	15	22	0	9	12	1	
mcp1k	281901	11	14	0	7	5	2	
mcp1k	281918	14	22	0	11	11	0	
mcp1k	281925	12	15	0	5	10	0	
mcp1k	281953	7	10	2	6	2	0	
mcp1k	281997	14	19	0	6	13	0	
mcp1k	282011	19	21	0	10	11	0	
mcp1k	282033	12	14	0	6	8	0	
mcp1k	282057	17	20	0	12	7	1	
mcp1k	282072	11	10	0	1	9	0	
mcp1k	282094	14	13	0	9	3	1	
mcp1k	282160	11	19	1	11	7	0	
mcp1k	282204	16	18	0	9	9	0	
mcp1k	282217	13	12	0	4	8	0	
mcp1k	282231	19	19	0	13	6	0	
mcp1k	282292	10	16	0	9	7	0	
mcp1k	282299	20	21	0	10	11	0	
mcp1k	282385	12	18	0	4	13	1	
mcp1k	282459	16	18	0	7	10	1	
mcp1k	282541	16	15	0	7	8	0	
mcp1k	282666	16	24	0	15	9	0	
mcp1k	282715	16	15	0	9	6	0	
mcp1k	282737	19	22	0	18	4	0	
mcp1k	282871	16	18	1	9	8	0	
mcp1k	282899	17	10	0	5	5	0	
mcp1k	282930	12	13	0	6	7	0	
mcp1k	282952	17	25	0	17	8	0	
mcp1k	282979	16	14	0	6	8	0	
mcp1k	283009	20	26	0	19	7	0	
mcp1k	283040	14	19	0	8	10	1	
mcp1k	283047	15	29	0	14	14	1	
mcp1k	283091	16	24	0	15	9	0	
mcp1k	283119	14	15	0	8	7	0	
mcp1k	283229	7	8	0	2	6	0	
mcp1k	283265	16	17	0	11	6	0	
mcp1k	283331	17	12	0	7	5	0	
mcp1k	283463	14	19	0	12	7	0	
mcp1k	283485	14	15	0	11	4	0	
mcp1k	283515	18	19	0	9	10	0	
mcp1k	283529	13	13	0	10	3	0	
mcp1k	283537	11	15	0	4	11	0	
mcp1k	283581	9	12	0	5	7	0	
mcp1k	283595	9	13	0	8	5	0	
mcp1k	283683	19	16	0	6	10	0	
mcp1k	283691	16	26	1	15	10	0	
mcp1k	283713	15	17	0	8	9	0	
mcp1k	283771	17	22	0	13	9	0	
mcp1k	283793	17	18	0	8	10	0	
mcp1k	283801	18	16	0	6	10	0	
mcp1k	283817	13	15	0	7	7	1	
mcp1k	283839	15	16	0	12	4	0	
mcp1k	283905	18	21	0	15	6	0	
mcp1k	283969	22	23	0	11	12	0	
mcp1k	283991	11	17	0	8	9	0	
mcp1k	284013	10	9	0	5	4	0	
mcp1k	284081	11	11	0	5	6	0	
mcp1k	284103	14	10	0	4	6	0	
mcp1k	284125	16	11	0	5	6	0	
mcp1k	284145	11	15	0	8	5	2	
mcp1k	284153	18	19	0	11	8	0	
mcp1k	284200	13	9	0	4	5	0	
mcp1k	284211	11	14	1	6	7	0	
mcp1k	284235	16	14	0	8	6	0	
mcp1k	284255	12	7	0	3	4	0	
mcp1k	284323	13	7	0	5	2	0	
mcp1k	284349	11	11	0	8	3	0	
mcp1k	284365	11	14	0	10	4	0	
mcp1k	284367	14	18	0	6	11	1	
mcp1k	284563	12	10	0	5	5	0	
mcp1k	284587	11	17	0	6	11	0	
mcp1k	284596	19	27	0	16	11	0	
mcp1k	284637	13	23	0	16	7	0	
mcp1k	284657	25	28	0	16	12	0	
mcp1k	284769	17	18	0	5	13	0	
mcp1k	284791	12	13	0	8	5	0	
mcp1k	284794	11	13	0	9	4	0	
mcp1k	284835	15	16	0	12	3	1	
mcp1k	284937	15	13	0	10	3	0	
mcp1k	284989	23	19	0	7	12	0	
mcp1k	285025	8	14	0	6	8	0	
mcp1k	285049	11	10	0	2	8	0	
mcp1k	285069	11	11	0	7	4	0	
mcp1k	285080	16	24	0	14	10	0	
mcp1k	285185	23	21	0	11	10	0	
mcp1k	285201	12	15	0	7	8	0	
mcp1k	285253	11	15	0	5	9	1	
mcp1k	285311	10	13	2	5	6	0	
mcp1k	285333	12	12	0	8	4	0	
mcp1k	285366	15	20	0	11	9	0	
mcp1k	285421	11	14	0	6	8	0	
mcp1k	285443	8	10	0	8	2	0	
mcp1k	285467	18	18	0	9	9	0	
mcp1k	285531	18	23	0	7	16	0	
mcp1k	285564	19	19	0	9	10	0	
mcp1k	285577	11	11	0	4	5	2	
mcp1k	285586	14	16	0	10	6	0	
mcp1k	285652	18	25	0	13	12	0	
mcp1k	285663	8	7	0	1	6	0	
mcp1k	285665	10	13	0	8	5	0	
mcp1k	285674	16	18	0	8	10	0	
mcp1k	285753	15	16	0	11	5	0	
mcp1k	285795	22	26	0	8	18	0	
mcp1k	285929	11	16	0	10	6	0	
mcp1k	285971	9	10	0	5	4	1	
mcp1k	285979	16	13	0	4	9	0	
mcp1k	285993	14	21	0	7	13	1	
mcp1k	285999	18	23	0	15	8	0	
mcp1k	286021	11	16	0	10	6	0	
mcp1k	286065	15	13	0	7	6	0	
mcp1k	286089	15	14	0	5	9	0	
mcp1k	286114	19	28	0	11	16	1	
mcp1k	286133	22	19	0	12	7	0	
mcp1k	286177	12	13	0	4	9	0	
mcp1k	286180	9	11	0	5	5	1	
mcp1k	286191	20	18	0	8	10	0	
mcp1k	286197	15	12	0	7	5	0	
mcp1k	286213	11	13	0	4	8	1	
mcp1k	286221	17	24	0	16	7	1	
mcp1k	286241	17	14	0	9	5	0	
mcp1k	286268	11	13	0	8	5	0	
mcp1k	286325	13	15	0	5	10	0	
mcp1k	286329	15	19	0	8	11	0	
mcp1k	286353	12	11	0	5	6	0	
mcp1k	286391	16	19	0	11	8	0	
mcp1k	286400	15	16	0	11	5	0	
mcp1k	286527	19	22	0	11	11	0	
mcp1k	286532	12	13	0	8	5	0	
mcp1k	286551	19	25	0	15	10	0	
mcp1k	286587	14	16	0	12	4	0	
mcp1k	286617	12	14	0	8	6	0	
mcp1k	286631	12	12	0	6	6	0	
mcp1k	286655	21	22	0	15	6	1	
mcp1k	286681	10	18	0	8	10	0	
mcp1k	286683	5	13	0	5	7	1	
mcp1k	286787	22	22	0	10	12	0	
mcp1k	286818	11	16	0	8	8	0	
mcp1k	286884	20	22	0	6	16	0	
mcp1k	286906	8	9	0	4	5	0	
mcp1k	287007	11	17	0	10	6	1	
mcp1k	287013	10	8	0	3	5	0	
mcp1k	287016	20	23	0	16	7	0	
mcp1k	287029	17	21	0	11	10	0	
mcp1k	287099	15	21	0	13	8	0	
mcp1k	287181	15	17	1	5	10	1	
mcp1k	287211	9	12	0	3	9	0	
mcp1k	287249	17	18	0	9	9	0	
mcp1k	287277	15	15	0	5	10	0	
mcp1k	287315	12	13	0	7	6	0	
mcp1k	287431	14	19	0	12	7	0	
mcp1k	287434	19	22	0	17	5	0	
mcp1k	287517	19	19	0	10	9	0	
mcp1k	287522	16	17	0	9	8	0	
mcp1k	287555	19	23	0	11	12	0	
mcp1k	287599	19	20	0	12	8	0	
mcp1k	287621	8	8	1	5	2	0	
mcp1k	287654	22	19	0	8	11	0	
mcp1k	287717	13	21	0	11	9	1	
mcp1k	287759	11	11	0	6	5	0	
mcp1k	287783	7	10	0	4	4	2	
mcp1k	287825	8	8	0	5	3	0	
mcp1k	287830	13	18	0	8	10	0	
mcp1k	287896	12	18	0	6	12	0	
mcp1k	288067	15	16	0	11	5	0	
mcp1k	288287	15	15	0	11	4	0	
mcp1k	288327	16	17	0	14	3	0	
mcp1k	288358	15	16	0	4	10	2	
mcp1k	288397	15	17	0	9	8	0	
mcp1k	288468	15	13	0	5	8	0	
mcp1k	288613	12	13	0	9	4	0	
mcp1k	288639	10	10	1	7	2	0	
mcp1k	288727	7	9	0	3	4	2	
mcp1k	288745	17	24	0	14	10	0	
mcp1k	288776	12	13	0	9	4	0	
mcp1k	288859	12	13	0	5	8	0	
mcp1k	288864	9	9	0	5	4	0	
mcp1k	288921	19	25	0	12	13	0	
mcp1k	288947	15	18	0	11	7	0	
mcp1k	288952	14	14	0	3	11	0	
mcp1k	288974	14	10	0	5	4	1	
mcp1k	289062	12	14	0	6	8	0	
mcp1k	289141	11	19	1	7	10	1	
mcp1k	289145	12	18	0	5	13	0	
mcp1k	289251	15	13	0	6	6	1	
mcp1k	289295	16	19	0	7	12	0	
mcp1k	289343	10	13	0	6	7	0	
mcp1k	289475	9	17	0	8	9	0	
mcp1k	289493	17	14	0	10	4	0	
mcp1k	289559	13	17	0	10	7	0	
mcp1k	289647	14	14	0	8	6	0	
mcp1k	289656	11	13	0	7	6	0	
mcp1k	289805	11	21	0	12	8	1	
mcp1k	289832	15	15	0	12	3	0	
mcp1k	289849	19	18	0	11	7	0	
mcp1k	290052	11	10	0	5	5	0	
mcp1k	290069	20	23	0	12	11	0	
mcp1k	290135	18	18	0	10	8	0	
mcp1k	290201	13	9	0	6	3	0	
mcp1k	290223	16	15	0	9	6	0	
mcp1k	290294	13	20	0	6	14	0	
mcp1k	290316	13	21	0	12	9	0	
mcp1k	290329	21	19	0	8	11	0	
mcp1k	290602	13	17	0	4	13	0	
mcp1k	290712	21	24	0	12	12	0	
mcp1k	290729	12	16	0	8	8	0	
mcp1k	290800	18	21	0	15	6	0	
mcp1k	290844	8	7	0	4	3	0	
mcp1k	291037	14	16	0	9	7	0	
mcp1k	291064	12	17	0	10	7	0	
mcp1k	291262	17	19	0	11	8	0	
mcp1k	291301	16	19	0	11	8	0	
mcp1k	291345	10	13	0	5	8	0	
mcp1k	291372	13	14	0	11	3	0	
mcp1k	291499	13	17	0	8	8	1	
mcp1k	291526	23	22	0	10	12	0	
mcp1k	291548	20	21	0	9	12	0	
mcp1k	291570	18	22	0	13	9	0	
mcp1k	291724	15	19	0	10	9	0	
mcp1k	291768	21	32	0	16	16	0	
