sample	event	kind	gid	npts	Q	Qfrac	ext	rms	dvtx	dheld	cx	cy	cz	cluster	cl_class	cl_npts	cl_gid	dcand	n_cand_pts	Qcand	f_absorbed	dfit	dfit_max	dfit_p90	f_far12
nuecc48	42280	UNHELD	4	13	102567.9	0.0007	2.4	0.71	45.9	3.1	17.2	12.4	130.7	-1	OWN	0	0	0.0	16059	150409224.8	0.0	3.7	6.8	6.7	0.0
nuecc48	42280	UNHELD	5	268	1982426.0	0.0132	10.2	1.37	79.8	3.0	22.3	16.8	176.1	-1	OWN	0	0	0.0	16059	150409224.8	0.0	3.5	10.0	8.9	0.0
nuecc48	42280	UNHELD	6	46	273846.4	0.0018	2.9	0.57	28.5	3.0	19.5	-16.1	118.0	-1	OWN	0	0	0.0	16059	150409224.8	0.0	3.4	5.2	4.7	0.0
nuecc48	42280	UNHELD	7	10	66722.5	0.0004	0.9	0.34	45.0	3.0	13.9	2.5	132.6	-1	OWN	0	0	0.0	16059	150409224.8	0.0	6.8	8.2	8.0	0.0
nuecc48	42280	UNHELD	8	101	709539.6	0.0047	2.1	0.8	72.4	3.1	16.8	21.0	156.0	-1	OWN	0	0	0.0	16059	150409224.8	0.0	5.0	7.7	7.3	0.0
nuecc48	42280	UNHELD	9	65	561515.8	0.0037	2.8	1.11	31.0	3.0	18.2	1.4	121.1	-1	OWN	0	0	0.0	16059	150409224.8	0.0	4.8	6.9	6.7	0.0
nuecc48	42280	UNHELD	10	12	73273.0	0.0005	0.8	0.38	81.0	3.1	25.6	12.5	166.6	-1	OWN	0	0	0.0	16059	150409224.8	0.0	4.4	5.8	5.5	0.0
nuecc48	42280	UNHELD	11	1079	10679791.7	0.071	15.1	2.48	54.3	3.0	19.7	-7.3	154.7	-1	OWN	0	0	0.0	16059	150409224.8	0.0	3.6	11.0	9.2	0.0
nuecc48	42280	UNHELD	12	102	838358.4	0.0056	3.9	1.27	48.0	3.0	18.5	9.2	135.9	-1	OWN	0	0	0.0	16059	150409224.8	0.0	3.4	8.8	8.2	0.0
nuecc48	42280	UNHELD	13	13	178458.0	0.0012	1.9	0.4	21.3	3.1	16.6	-13.7	111.6	-1	OWN	0	0	0.0	16059	150409224.8	0.0	5.6	7.4	7.2	0.0
nuecc48	42280	UNHELD	14	5	10783.0	0.0001	1.5	0.32	38.3	3.1	17.2	-15.7	127.8	-1	OWN	0	0	0.0	16059	150409224.8	0.0	3.9	5.0	4.8	0.0
nuecc48	42280	UNHELD	15	25	226769.5	0.0015	2.5	0.52	91.7	4.2	19.2	26.4	174.5	-1	OWN	0	0	0.0	16059	150409224.8	0.0	13.7	15.9	15.6	1.0
nuecc48	42280	NEARBY	-1	14	37986.8	0.0003	0.9	0.42	118.3	nan	27.2	13.3	204.7	102	UNMATCHED	14	1000002	0.8	16059	150409224.8					
nuecc48	42280	NEARBY	-1	7	18710.9	0.0001	2.6	0.27	90.1	nan	17.5	27.2	172.4	105	UNMATCHED	7	1000002	1.0	16059	150409224.8					
nuecc48	46363	UNHELD	0	33	220017.0	0.0022	3.1	0.6	63.9	3.2	-59.3	33.8	358.8	-1	OWN	0	0	0.0	10721	100533992.2	0.97	3.2	5.6	5.5	0.0
nuecc48	46363	UNHELD	1	5	9727.9	0.0001	1.5	0.29	72.7	3.2	-60.7	23.8	369.4	-1	OWN	0	0	0.0	10721	100533992.2	1.0	3.7	4.2	4.2	0.0
nuecc48	46363	UNHELD	4	24	70057.5	0.0007	1.3	0.61	40.3	3.0	-70.4	12.3	338.4	-1	OWN	0	0	0.0	10721	100533992.2	0.0	4.5	6.4	6.2	0.0
nuecc48	46363	UNHELD	8	19	59806.0	0.0006	2.0	0.54	77.2	3.0	-60.7	22.7	374.0	-1	OWN	0	0	0.0	10721	100533992.2	0.842	3.4	5.1	4.7	0.0
nuecc48	46363	UNHELD	9	16	291679.0	0.0029	3.7	0.45	62.6	3.0	-60.0	26.8	359.1	-1	OWN	0	0	0.0	10721	100533992.2	1.0	3.3	5.1	5.0	0.0
nuecc48	46363	UNHELD	11	13	117032.3	0.0012	1.6	0.4	63.1	3.1	-59.9	29.9	358.3	-1	OWN	0	0	0.0	10721	100533992.2	0.923	3.7	5.2	5.0	0.0
nuecc48	46363	UNHELD	12	87	532112.1	0.0053	3.9	0.7	71.9	3.0	-56.1	30.7	369.8	-1	OWN	0	0	0.0	10721	100533992.2	0.218	3.0	6.3	5.6	0.0
nuecc48	46363	UNHELD	13	12	54543.0	0.0005	1.9	0.2	53.1	7.0	-72.1	34.8	348.6	-1	OWN	0	0	0.0	10721	100533992.2	0.0	9.4	12.7	12.3	0.333
nuecc48	46363	UNHELD	14	14	83565.2	0.0008	1.7	0.33	86.2	3.0	-50.5	30.8	379.8	-1	OWN	0	0	0.0	10721	100533992.2	0.0	5.7	7.1	7.0	0.0
nuecc48	46363	NEARBY	-1	18	313762.0	0.0031	1.3	0.46	65.3	nan	-60.3	10.3	361.7	88	COMPANION	18	0	4.3	10721	100533992.2					
nuecc48	52672	UNHELD	0	8	46302.0	0.0011	3.2	0.22	45.5	3.1	-132.2	69.4	343.7	-1	OWN	0	0	0.0	5326	42585809.3	0.0	6.5	9.4	9.4	0.0
nuecc48	52672	UNHELD	1	32	579054.0	0.0136	4.4	0.58	56.2	3.0	-131.3	87.9	352.3	-1	OWN	0	0	0.0	5326	42585809.3	0.0	6.3	8.8	8.4	0.0
nuecc48	52672	UNHELD	2	5	38531.0	0.0009	1.6	0.21	64.9	3.0	-131.0	86.9	358.2	-1	OWN	0	0	0.0	5326	42585809.3	0.0	5.1	6.5	6.2	0.0
nuecc48	52672	UNHELD	3	34	236408.0	0.0056	2.1	1.06	73.9	3.0	-128.4	88.7	368.4	-1	OWN	0	0	0.0	5326	42585809.3	0.0	3.9	7.1	6.8	0.0
nuecc48	52672	UNHELD	4	13	113744.0	0.0027	2.4	0.64	68.6	3.1	-128.4	74.1	365.7	-1	OWN	0	0	0.0	5326	42585809.3	0.0	5.0	7.3	7.0	0.0
nuecc48	52672	NEARBY	-1	56	306857.7	0.0072	2.0	0.91	110.7	nan	-125.9	96.8	403.2	65	COMPANION	56	0	2.5	5326	42585809.3					
nuecc48	54095	UNHELD	0	135	1565294.0	0.0071	4.4	1.87	63.8	3.1	192.8	38.1	251.0	-1	OWN	0	0	0.0	16799	221055909.2	0.0	3.6	7.5	7.0	0.0
nuecc48	54095	UNHELD	1	13	129476.7	0.0006	1.8	0.39	89.9	3.1	196.3	18.8	275.8	-1	OWN	0	0	0.0	16799	221055909.2	0.0	4.4	5.4	5.2	0.0
nuecc48	54095	UNHELD	3	12	23114.0	0.0001	1.0	0.32	105.8	3.0	196.8	37.1	290.7	-1	OWN	0	0	0.0	16799	221055909.2	0.0	3.0	3.6	3.6	0.0
nuecc48	54095	UNHELD	4	11	171371.0	0.0008	1.5	0.36	72.4	3.0	195.1	35.8	257.0	-1	OWN	0	0	0.0	16799	221055909.2	0.0	4.2	5.1	5.1	0.0
nuecc48	54095	UNHELD	6	22	196532.4	0.0009	3.1	0.49	57.6	3.1	186.6	17.8	244.0	-1	OWN	0	0	0.0	16799	221055909.2	0.0	4.1	5.8	5.6	0.0
nuecc48	54095	UNHELD	8	31	251106.4	0.0011	2.2	0.64	85.5	3.0	192.0	29.1	271.9	-1	OWN	0	0	0.0	16799	221055909.2	0.0	3.9	5.1	5.1	0.0
nuecc48	54095	NEARBY	-1	218	1426027.2	0.0065	10.5	1.99	90.0	nan	201.8	32.4	287.1	13	UNMATCHED	218	1000000	0.3	16799	221055909.2					
nuecc48	54095	NEARBY	-1	24	211613.1	0.001	1.0	0.48	100.7	nan	178.7	42.5	286.8	51	UNMATCHED	24	1000000	0.9	16799	221055909.2					
nuecc48	54095	NEARBY	-1	5	38806.5	0.0002	0.9	0.26	106.1	nan	198.1	47.4	289.0	77	UNMATCHED	5	1000000	3.5	16799	221055909.2					
nuecc48	54095	NEARBY	-1	12	78712.9	0.0004	1.2	0.33	76.0	nan	185.4	20.5	262.2	90	UNMATCHED	12	1000000	4.0	16799	221055909.2					
nuecc48	54095	NEARBY	-1	11	105760.6	0.0005	1.1	0.3	80.6	nan	192.6	32.4	265.6	92	UNMATCHED	11	1000000	1.2	16799	221055909.2					
nuecc48	54095	NEARBY	-1	6	54626.7	0.0002	0.8	0.29	80.3	nan	192.4	22.4	265.5	94	UNMATCHED	6	1000000	1.1	16799	221055909.2					
nuecc48	69314	UNHELD	0	34	166903.2	0.0032	6.8	0.24	71.4	3.0	-119.7	-1.6	239.8	-1	OWN	0	0	0.0	6776	52794586.5	1.0	3.0	5.0	4.7	0.0
nuecc48	69314	UNHELD	1	86	991280.3	0.0188	6.6	0.52	11.7	3.0	-117.0	-35.3	163.5	-1	OWN	0	0	0.0	6776	52794586.5	0.953	3.0	7.1	6.1	0.0
nuecc48	69314	UNHELD	2	13	149177.0	0.0028	1.7	0.41	25.3	3.1	-117.6	-44.4	168.7	-1	OWN	0	0	0.0	6776	52794586.5	1.0	3.1	4.1	4.0	0.0
nuecc48	69314	UNHELD	3	13	41554.0	0.0008	2.6	0.85	59.0	3.1	-117.7	-6.8	225.0	-1	OWN	0	0	0.0	6776	52794586.5	1.0	3.1	6.4	6.0	0.0
nuecc48	69314	UNHELD	4	276	1362394.5	0.0258	30.3	0.77	4.4	3.0	-114.8	-13.5	197.7	-1	OWN	0	0	0.0	6776	52794586.5	1.0	3.0	6.9	4.9	0.0
nuecc48	69314	UNHELD	6	23	141965.0	0.0027	3.4	0.26	8.9	3.0	-112.5	-11.7	174.8	-1	OWN	0	0	0.0	6776	52794586.5	1.0	3.0	4.0	3.8	0.0
nuecc48	69314	UNHELD	7	121	720732.9	0.0137	13.3	1.33	117.1	3.0	-125.5	14.4	291.4	-1	OWN	0	0	0.0	6776	52794586.5	1.0	3.0	8.2	6.5	0.0
nuecc48	69314	UNHELD	8	327	1393883.0	0.0264	15.6	1.8	102.4	3.0	-125.6	2.7	287.3	-1	OWN	0	0	0.0	6776	52794586.5	1.0	3.0	10.5	7.6	0.0
nuecc48	74544	UNHELD	0	6	32777.0	0.0002	1.6	0.29	44.1	3.0	141.8	-176.9	450.7	-1	OWN	0	0	0.0	11394	154117039.0	0.0	5.4	6.2	6.1	0.0
nuecc48	74544	UNHELD	1	160	1999145.2	0.013	4.7	1.15	81.1	3.0	149.3	-177.7	489.1	-1	OWN	0	0	0.0	11394	154117039.0	0.0	3.6	6.7	6.2	0.0
nuecc48	74544	UNHELD	2	8	76581.7	0.0005	0.9	0.29	27.9	3.1	139.0	-176.7	433.5	-1	OWN	0	0	0.0	11394	154117039.0	0.0	4.6	5.7	5.6	0.0
nuecc48	74544	NEARBY	-1	9	25236.9	0.0002	1.2	0.28	57.8	nan	142.1	-179.5	463.2	54	UNMATCHED	9	1000000	1.4	11394	154117039.0					
nuecc48	81597	UNHELD	0	9	85649.0	0.0012	1.0	0.28	51.0	3.1	-195.2	29.1	406.4	-1	OWN	0	0	0.0	6425	71614208.8	0.0	4.5	5.1	4.9	0.0
nuecc48	81597	NEARBY	-1	44	360673.5	0.005	11.9	3.35	66.9	nan	-201.8	4.8	439.6	3	COMPANION	44	0	0.3	6425	71614208.8					
nuecc48	81597	NEARBY	-1	52	344440.7	0.0048	1.8	0.68	76.3	nan	-195.6	14.5	429.6	97	COMPANION	52	0	1.8	6425	71614208.8					
nuecc48	81597	NEARBY	-1	19	202240.2	0.0028	1.4	0.34	74.7	nan	-195.0	12.7	426.6	105	COMPANION	19	0	2.3	6425	71614208.8					
nuecc48	81597	NEARBY	-1	39	280228.5	0.0039	2.5	0.43	77.8	nan	-192.5	8.9	429.4	116	COMPANION	39	0	0.8	6425	71614208.8					
nuecc48	81597	NEARBY	-1	28	272531.0	0.0038	2.9	0.5	33.5	nan	-190.2	32.7	391.8	118	COMPANION	28	0	1.1	6425	71614208.8					
nuecc48	90055	UNHELD	0	171	870259.4	0.0049	4.9	1.5	61.1	3.1	126.9	15.8	266.2	-1	OWN	0	0	0.0	14755	176138399.7	0.0	4.5	9.1	8.3	0.0
nuecc48	90055	UNHELD	1	9	48685.7	0.0003	0.7	0.29	56.5	3.5	116.3	5.6	254.0	-1	OWN	0	0	0.0	14755	176138399.7	0.0	5.2	6.1	6.0	0.0
nuecc48	90055	UNHELD	2	11	52960.1	0.0003	3.2	0.53	51.7	3.0	117.6	8.1	252.8	-1	OWN	0	0	0.0	14755	176138399.7	0.0	4.1	5.2	4.9	0.0
nuecc48	90055	UNHELD	6	57	895310.1	0.0051	4.7	0.91	36.4	3.0	123.7	10.3	239.0	-1	OWN	0	0	0.0	14755	176138399.7	0.0	3.4	5.6	5.1	0.0
nuecc48	90055	UNHELD	7	21	84231.0	0.0005	4.2	0.41	71.5	3.2	121.5	0.0	270.7	-1	OWN	0	0	0.0	14755	176138399.7	0.0	4.0	8.0	7.9	0.0
nuecc48	90055	UNHELD	8	6	26513.0	0.0002	2.0	0.15	51.3	3.0	117.8	14.2	252.6	-1	OWN	0	0	0.0	14755	176138399.7	0.0	4.2	4.5	4.5	0.0
nuecc48	90055	UNHELD	9	96	638680.8	0.0036	9.7	0.56	63.1	3.2	122.0	21.3	271.5	-1	OWN	0	0	0.0	14755	176138399.7	0.0	4.0	7.6	7.4	0.0
nuecc48	90055	NEARBY	-1	2	21836.0	0.0001	0.0	0.0	140.6	nan	0.4	73.4	172.3	9	UNMATCHED	2	1000000	0.3	14755	176138399.7					
nuecc48	90055	NEARBY	-1	12	67265.9	0.0004	1.1	0.4	57.2	nan	127.0	24.5	260.0	115	UNMATCHED	12	1000000	2.0	14755	176138399.7					
nuecc48	90055	NEARBY	-1	52	273612.4	0.0016	2.4	0.65	60.3	nan	125.7	26.2	264.2	134	UNMATCHED	52	1000000	1.1	14755	176138399.7					
nuecc48	90055	NEARBY	-1	14	82715.8	0.0005	1.0	0.42	134.4	nan	112.2	1.8	334.2	136	UNMATCHED	14	1000000	1.2	14755	176138399.7					
nuecc48	90055	NEARBY	-1	12	87381.0	0.0005	1.8	0.22	80.7	nan	122.1	8.5	281.4	141	UNMATCHED	12	1000000	1.5	14755	176138399.7					
nuecc48	111412	UNHELD	2	44	202639.7	0.0019	3.4	0.87	18.2	3.0	155.5	83.6	192.1	-1	OWN	0	0	0.0	6886	105848948.1	0.0	7.8	12.5	12.0	0.114
nuecc48	111412	UNHELD	3	24	253788.1	0.0024	3.5	0.64	52.4	5.4	158.2	133.9	180.2	-1	OWN	0	0	0.0	6886	105848948.1	0.0	12.6	16.0	15.6	1.0
nuecc48	111412	UNHELD	4	42	465598.7	0.0044	4.7	1.09	50.8	3.0	157.4	122.9	206.0	-1	OWN	0	0	0.0	6886	105848948.1	0.0	10.5	15.0	14.4	0.667
nuecc48	111412	UNHELD	5	10	211374.0	0.002	1.1	0.37	60.7	3.0	157.5	128.3	208.4	-1	OWN	0	0	0.0	6886	105848948.1	0.0	12.7	13.7	13.7	1.0
nuecc48	116962	UNHELD	0	19	106465.3	0.0034	1.1	0.53	13.3	3.1	-71.3	-69.6	166.0	-1	OWN	0	0	0.0	4326	31702091.2	0.0	7.7	9.6	9.4	0.0
nuecc48	116962	UNHELD	1	68	300715.1	0.0095	5.0	1.37	18.6	3.0	-67.5	-84.0	177.4	-1	OWN	0	0	0.0	4326	31702091.2	1.0	3.0	7.7	7.0	0.0
nuecc48	116962	UNHELD	2	21	72977.0	0.0023	4.1	0.81	19.5	3.0	-67.7	-72.9	176.9	-1	OWN	0	0	0.0	4326	31702091.2	1.0	3.2	5.5	4.9	0.0
nuecc48	122660	UNHELD	0	525	7101175.8	0.081	9.1	2.01	13.5	3.0	-100.7	-79.5	407.0	-1	OWN	0	0	0.0	8667	87685404.4	0.977	3.0	10.6	8.1	0.0
nuecc48	122660	UNHELD	1	85	882995.7	0.0101	8.1	1.16	12.7	3.0	-100.1	-67.5	408.1	-1	OWN	0	0	0.0	8667	87685404.4	1.0	3.0	6.9	5.8	0.0
nuecc48	122660	UNHELD	2	48	477969.0	0.0055	2.8	0.71	105.2	3.1	-105.6	-48.0	490.1	-1	OWN	0	0	0.0	8667	87685404.4	0.0	3.2	5.4	5.0	0.0
nuecc48	122660	NEARBY	-1	47	721281.4	0.0082	2.3	0.54	117.1	nan	-105.9	-43.0	500.7	3	COMPANION	47	0	0.0	8667	87685404.4					
nuecc48	122660	NEARBY	-1	29	234501.0	0.0027	1.1	0.66	66.6	nan	-102.2	-64.5	453.8	49	COMPANION	29	0	3.9	8667	87685404.4					
nuecc48	122660	NEARBY	-1	4	41502.4	0.0005	0.8	0.15	81.4	nan	-103.4	-49.3	465.1	51	COMPANION	4	0	2.6	8667	87685404.4					
nuecc48	122660	NEARBY	-1	22	462343.0	0.0053	1.5	0.4	53.7	nan	-102.3	-60.3	440.2	56	COMPANION	22	0	0.8	8667	87685404.4					
nuecc48	131357	NEARBY	-1	20	169140.0	0.0081	1.1	0.56	35.1	nan	65.3	160.8	159.3	108	UNMATCHED	20	1000003	1.4	2354	20887832.5					
nuecc48	137238	UNHELD	0	31	493100.4	0.0183	1.8	0.55	23.1	3.0	-124.7	14.0	406.9	-1	OWN	0	0	0.0	3616	26936533.2	1.0	3.0	4.1	4.0	0.0
nuecc48	137238	UNHELD	1	13	53239.2	0.002	1.3	0.43	9.1	3.0	-111.8	27.3	402.0	-1	OWN	0	0	0.0	3616	26936533.2	1.0	3.4	4.8	4.5	0.0
nuecc48	137238	NEARBY	-1	4	5127.5	0.0002	71.3	0.11	110.8	nan	-118.6	21.3	500.5	6	COMPANION	4	1	0.4	3616	26936533.2					
nuecc48	137238	NEARBY	-1	67	1125514.6	0.0418	5.8	1.45	23.0	nan	-123.8	9.0	402.8	145	COMPANION	67	1	3.5	3616	26936533.2					
nuecc48	168596	UNHELD	0	10	259072.0	0.0022	1.0	0.26	12.7	3.1	-185.6	33.4	158.3	-1	OWN	0	0	0.0	8515	119527373.9	1.0	3.1	3.5	3.4	0.0
nuecc48	168596	NEARBY	-1	8	120470.4	0.001	0.7	0.28	16.9	nan	-201.7	14.7	152.2	4	COMPANION	8	0	0.3	8515	119527373.9					
nuecc48	168596	NEARBY	-1	18	101613.7	0.0009	1.1	0.35	65.3	nan	-166.9	41.9	207.9	61	COMPANION	18	0	1.4	8515	119527373.9					
nuecc48	168596	NEARBY	-1	9	67448.0	0.0006	0.9	0.26	42.6	nan	-173.0	26.6	187.9	124	COMPANION	9	0	1.1	8515	119527373.9					
nuecc48	168596	NEARBY	-1	12	105445.2	0.0009	0.8	0.41	79.8	nan	-161.0	43.2	221.2	126	COMPANION	12	0	0.6	8515	119527373.9					
nuecc48	174637	UNHELD	0	6	47374.3	0.0016	1.3	0.26	46.5	3.1	-140.6	-54.0	336.9	-1	OWN	0	0	0.0	3336	29136117.5	0.0	5.6	6.5	6.4	0.0
nuecc48	174637	NEARBY	-1	28931	258232205.3	8.863	189.1	37.45	40.1	nan	-126.7	-32.0	373.1	3	OTHER	28931	1	0.1	3336	29136117.5					
nuecc48	196649	UNHELD	0	8	25571.3	0.0003	1.0	0.26	60.0	3.1	-35.9	-15.0	251.3	-1	OWN	0	0	0.0	10793	94645353.2	0.0	3.6	4.0	4.0	0.0
nuecc48	196649	UNHELD	2	6	51929.0	0.0005	0.9	0.33	85.9	3.1	-30.7	-11.4	276.6	-1	OWN	0	0	0.0	10793	94645353.2	0.0	6.5	6.9	6.8	0.0
nuecc48	196649	UNHELD	3	21	238344.0	0.0025	1.9	0.55	78.7	3.0	-29.4	-14.7	269.9	-1	OWN	0	0	0.0	10793	94645353.2	0.0	5.0	6.5	6.3	0.0
nuecc48	196649	UNHELD	4	33	330026.3	0.0035	2.4	0.52	45.3	3.0	-39.0	-12.8	237.4	-1	OWN	0	0	0.0	10793	94645353.2	0.0	5.7	6.9	6.6	0.0
nuecc48	196649	NEARBY	-1	1425	8642018.1	0.0913	27.2	8.83	87.6	nan	-5.7	-21.3	320.0	18	OTHER	1425	2	1.8	10793	94645353.2					
nuecc48	196649	NEARBY	-1	22	139119.6	0.0015	1.6	0.38	77.5	nan	-29.4	-30.3	267.3	39	COMPANION	22	0	1.2	10793	94645353.2					
nuecc48	196649	NEARBY	-1	6	17507.4	0.0002	0.5	0.17	103.1	nan	-26.4	-25.5	293.2	43	COMPANION	6	0	2.0	10793	94645353.2					
nuecc48	196649	NEARBY	-1	9	44472.1	0.0005	0.7	0.25	59.1	nan	-35.2	-11.3	249.2	51	COMPANION	9	0	1.3	10793	94645353.2					
nuecc48	214469	UNHELD	1	14	206173.0	0.0019	1.4	0.43	71.4	3.1	-57.4	35.9	360.2	-1	OWN	0	0	0.0	11686	107406138.4	0.0	4.0	5.6	5.4	0.0
nuecc48	214469	NEARBY	-1	25	121073.9	0.0011	1.5	0.5	110.3	nan	-76.2	43.6	394.0	63	COMPANION	25	0	1.3	11686	107406138.4					
nuecc48	214469	NEARBY	-1	27	178921.6	0.0017	1.9	0.67	80.2	nan	-60.9	27.4	373.2	82	COMPANION	27	0	1.0	11686	107406138.4					
nuecc48	214469	NEARBY	-1	26	142577.1	0.0013	1.3	0.46	77.7	nan	-57.6	30.8	369.1	102	COMPANION	26	0	1.1	11686	107406138.4					
nuecc48	214469	NEARBY	-1	42	445321.3	0.0041	2.7	0.77	102.2	nan	-69.9	52.1	384.4	106	COMPANION	42	0	3.3	11686	107406138.4					
nuecc48	214469	NEARBY	-1	60	332100.6	0.0031	2.4	0.91	102.7	nan	-70.4	36.8	392.1	107	COMPANION	60	0	1.8	11686	107406138.4					
nuecc48	219295	NEARBY	-1	8	38202.4	0.0007	0.7	0.17	90.9	nan	155.0	61.7	165.7	58	UNMATCHED	8	1000000	1.3	6246	54519825.8					
nuecc48	234638	UNHELD	0	5	52181.6	0.0009	2.9	0.0	22.3	3.3	98.0	-24.2	379.1	-1	OWN	0	0	0.0	5554	57652674.4	1.0	3.3	6.4	6.2	0.0
nuecc48	234638	UNHELD	1	246	2495943.1	0.0433	11.5	1.99	39.1	3.0	97.7	-34.2	404.6	-1	OWN	0	0	0.0	5554	57652674.4	1.0	3.0	10.8	8.9	0.0
nuecc48	234638	UNHELD	2	338	2667846.5	0.0463	13.6	2.28	33.7	3.0	97.6	-39.7	393.1	-1	OWN	0	0	0.0	5554	57652674.4	1.0	3.0	12.3	9.8	0.003
nuecc48	234638	UNHELD	3	6	42119.0	0.0007	0.7	0.27	72.9	3.1	95.4	-58.4	415.0	-1	OWN	0	0	0.0	5554	57652674.4	1.0	3.1	3.3	3.3	0.0
nuecc48	234638	UNHELD	4	16	91377.0	0.0016	3.0	0.23	6.7	3.1	101.6	-7.4	372.7	-1	OWN	0	0	0.0	5554	57652674.4	1.0	3.1	3.7	3.6	0.0
nuecc48	234638	UNHELD	5	16	47199.0	0.0008	4.6	0.51	24.0	3.1	98.0	-23.3	385.6	-1	OWN	0	0	0.0	5554	57652674.4	1.0	3.1	4.6	4.4	0.0
nuecc48	234638	NEARBY	-1	3	11475.0	0.0002	0.5	0.0	81.1	nan	135.5	45.9	416.7	75	UNMATCHED	3	1000001	1.2	5554	57652674.4					
nuecc48	239794	UNHELD	2	8	178273.0	0.0011	1.5	0.25	49.6	3.1	-157.0	-29.4	243.0	-1	OWN	0	0	0.0	11102	160219925.5	0.0	3.3	5.0	4.8	0.0
nuecc48	239794	UNHELD	3	41	359075.3	0.0022	3.5	1.0	57.4	3.0	-153.0	-43.3	249.6	-1	OWN	0	0	0.0	11102	160219925.5	0.0	4.0	5.8	5.3	0.0
nuecc48	239794	NEARBY	-1	10	66710.2	0.0004	0.6	0.2	76.4	nan	-157.1	-30.7	269.9	22	COMPANION	10	0	1.1	11102	160219925.5					
nuecc48	239794	NEARBY	-1	8	80774.7	0.0005	0.7	0.18	62.4	nan	-143.4	-35.9	249.8	38	COMPANION	8	0	1.0	11102	160219925.5					
nuecc48	246579	UNHELD	1	13	75207.2	0.0006	1.8	0.29	61.8	3.1	-115.5	-44.6	90.7	-1	OWN	0	0	0.0	10760	121601820.9	0.0	7.2	8.4	8.2	0.0
nuecc48	246579	UNHELD	2	35	234755.3	0.0019	2.3	0.66	43.6	3.0	-113.8	-48.4	72.5	-1	OWN	0	0	0.0	10760	121601820.9	0.0	3.2	4.4	4.1	0.0
nuecc48	246579	NEARBY	-1	11	341754.3	0.0028	2.6	0.25	72.8	nan	-114.2	-24.1	95.9	44	COMPANION	11	0	1.9	10760	121601820.9					
nuecc48	256587	UNHELD	2	88	528240.7	0.0015	2.5	1.16	75.0	3.0	-124.4	-37.2	320.3	-1	OWN	0	0	0.0	30203	342682162.7	0.0	4.7	7.1	6.6	0.0
nuecc48	256587	UNHELD	3	188	2479272.2	0.0072	2.9	1.19	86.6	3.1	-135.0	-50.9	327.0	-1	OWN	0	0	0.0	30203	342682162.7	0.0	3.5	8.9	7.7	0.0
nuecc48	256587	UNHELD	4	84	1065324.4	0.0031	3.5	1.05	69.8	3.0	-134.8	-31.3	313.8	-1	OWN	0	0	0.0	30203	342682162.7	0.0	3.6	5.4	5.0	0.0
