arm	evt	row	cid	segid	ke_mcs	amb	tracklen	ke_mcs_range	ke_range_tk	ke_dqdx_tk	sel_len	isfc	stm	tgm	lm	act_sel	cdrop	cmask	nseg14
work-mcp1k-mcs80on	48367	0	19	19000	402.9798583984375	0.23215782642364502	174.52224731445312	408.05499267578125	419.0	389.4	178.1	0	0	0	0	1	0	0	12
work-mcp1k-mcs80on	486247	0	7	7002	280.03924560546875	0.950799822807312	46.21533203125	135.48204040527344	135.8	126.6	46.2	1	0	0	0	1	1	1	3
work-mcp1k-mcs80on	486687	0	20	20069	637.4920654296875	0.02970000170171261	289.4601745605469	659.8452758789062	684.8	643.5	297.4	0	0	0	0	1	0	0	19
work-mcp1k-mcs80on	486907	0	95	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	487303	0	7	7001	270.1876525878906	0.0869336947798729	122.14291381835938	296.9962158203125	298.5	293.6	122.1	1	0	0	0	1	0	0	8
work-mcp1k-mcs80on	487303	1	4	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	487853	0	13	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	488139	0	14	14005	366.27655029296875	0.7839194536209106	142.46620178222656	339.9739685058594	344.7	335.6	143.8	0	0	0	0	1	3	4	10
work-mcp1k-mcs80on	488755	0	9	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	48895	0	17	17001	806.7713012695312	0.9612269401550293	178.3773193359375	416.50018310546875	424.8	407.2	180.8	0	0	0	0	1	0	0	12
work-mcp1k-mcs80on	489327	0	19	19007	1674.4853515625	0.7569559216499329	390.95703125	885.2335205078125	910.4	871.1	394.4	0	0	0	0	1	3	4	26
work-mcp1k-mcs80on	489503	0	18	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	490361	0	20	20008	105.2635269165039	0.5813153982162476	42.87493133544922	127.96681213378906	128.4	108.0	42.9	0	0	0	0	1	0	0	3
work-mcp1k-mcs80on	490581	0	6	6002	949.4221801757812	0.7553580403327942	186.25753784179688	433.7630920410156	440.2	398.8	187.9	0	0	0	0	1	0	0	13
work-mcp1k-mcs80on	490779	0	15	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	490977	0	17	17000	647.014892578125	0.9266903400421143	75.17659759521484	197.9166717529297	198.6	173.5	75.2	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	491483	0	13	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	492649	0	20	20000	223.7436065673828	0.4189394414424896	79.34434509277344	206.7442626953125	210.0	179.5	80.5	0	0	0	0	1	0	0	6
work-mcp1k-mcs80on	492803	0	16	16011	546.71923828125	0.11475927382707596	238.3265380859375	547.8287353515625	560.0	549.4	242.1	1	0	0	0	1	0	0	16
work-mcp1k-mcs80on	492913	0	15	15000	-1.0	-1.0	48.88994598388672	141.43206787109375	144.4	103.8	50.1	0	0	0	0	1	3	2	3
work-mcp1k-mcs80on	493243	0	13	13000	471.5580139160156	0.19895599782466888	188.01197814941406	437.6064758300781	441.8	411.1	188.6	0	0	0	0	1	0	0	13
work-mcp1k-mcs80on	49951	0	16	16001	184.05996704101562	0.8131250739097595	53.81120300292969	152.0068359375	153.1	150.1	54.1	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	50303	0	12	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	50743	0	17	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	50831	0	14	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	51051	0	19	19001	1055.2081298828125	0.7131789922714233	252.2247314453125	578.2749633789062	586.3	562.7	253.9	0	0	0	0	1	2	3	17
work-mcp1k-mcs80on	51513	0	16	16002	187.0921173095703	0.8261560797691345	66.80155944824219	179.92044067382812	180.6	174.7	66.8	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	51865	0	15	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	52085	0	6	6002	351.0416564941406	0.6734791994094849	104.58721160888672	259.9754638671875	261.1	267.0	104.6	1	0	0	0	1	1	1	7
work-mcp1k-mcs80on	52657	0	23	23000	276.8962707519531	0.5957515239715576	101.27973175048828	253.00076293945312	255.4	263.2	101.9	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	52723	0	7	7000	1129.1431884765625	0.9175829887390137	61.19619369506836	167.8756561279297	168.6	142.4	61.2	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	53361	0	27	27004	277.9864807128906	0.19445030391216278	114.09605407714844	280.0273132324219	281.3	286.9	114.1	1	0	0	0	1	0	0	8
work-mcp1k-mcs80on	53427	0	14	14004	419.52557373046875	0.033523932099342346	187.5605926513672	436.6176452636719	442.2	418.4	188.8	1	0	0	0	1	3	3	13
work-mcp1k-mcs80on	53713	0	15	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	54175	0	18	18001	539.9452514648438	0.5013793110847473	184.738037109375	430.4343566894531	434.9	418.8	185.5	0	0	0	0	1	0	0	13
work-mcp1k-mcs80on	54341	0	18	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	54351	0	17	17012	105.64584350585938	0.6909509301185608	41.7870979309082	125.51940155029297	127.1	125.9	42.3	1	0	0	0	1	0	0	3
work-mcp1k-mcs80on	55539	0	18	18002	471.337646484375	0.13779783248901367	199.0611572265625	461.8114929199219	466.4	428.6	199.9	1	0	0	0	1	0	0	14
work-mcp1k-mcs80on	55595	0	8	8012	410.9591064453125	0.043867215514183044	189.05596923828125	439.89349365234375	445.1	438.1	190.1	0	0	0	0	1	0	0	13
work-mcp1k-mcs80on	55627	0	22	22001	890.343505859375	0.7075342535972595	186.02613830566406	433.25616455078125	438.2	409.1	187.0	0	0	0	0	1	0	0	13
work-mcp1k-mcs80on	55715	0	15	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	55957	0	13	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	56211	0	11	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	56243	0	9	9002	279.22247314453125	0.7906327843666077	72.64659881591797	192.480224609375	193.2	158.1	72.6	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	56463	0	14	14006	550.9640502929688	0.008440244942903519	244.73887634277344	561.8759765625	568.9	546.6	246.1	0	0	0	0	1	2	3	17
work-mcp1k-mcs80on	57441	0	20	20000	858.5795288085938	0.8970951437950134	101.88756561279297	254.28253173828125	255.4	235.9	101.9	1	0	0	0	1	1	1	7
work-mcp1k-mcs80on	57485	0	16	16006	116.13385772705078	0.6646485924720764	46.109561920166016	135.24407958984375	135.6	130.6	46.1	1	0	0	0	1	0	0	3
work-mcp1k-mcs80on	57575	0	12	12002	829.155029296875	0.5692161321640015	214.08543395996094	494.7246398925781	503.6	480.6	216.8	0	0	0	0	1	3	4	15
work-mcp1k-mcs80on	57661	0	18	18028	299.4122619628906	0.44657403230667114	111.37109375	274.2810363769531	275.5	285.0	111.4	0	0	0	0	1	0	0	8
work-mcp1k-mcs80on	57883	0	16	16017	235.2110137939453	0.5330333113670349	88.9494400024414	226.99911499023438	228.5	227.3	89.2	1	0	0	0	1	0	0	6
work-mcp1k-mcs80on	57903	0	14	14004	143.5453643798828	0.3485614061355591	54.70526885986328	153.92799377441406	154.5	150.0	54.7	1	0	0	0	1	0	0	4
work-mcp1k-mcs80on	58321	0	19	19004	328.0074768066406	0.08223599195480347	148.24465942382812	352.1962585449219	358.1	326.5	150.0	1	0	0	0	1	2	3	10
work-mcp1k-mcs80on	58343	0	2	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	58345	0	7	7001	357.67852783203125	0.9277189373970032	48.25503921508789	140.06777954101562	140.9	116.2	48.5	0	0	0	0	1	0	0	3
work-mcp1k-mcs80on	58607	0	23	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	58653	0	4	4000	508.1292724609375	0.8545421361923218	92.78221893310547	235.08154296875	236.8	208.8	93.1	0	0	0	0	1	0	0	6
work-mcp1k-mcs80on	58717	0	21	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	58755	0	30	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	59003	0	19	19000	837.560791015625	0.49588289856910706	313.9867248535156	713.57470703125	734.5	721.2	319.1	0	0	0	0	1	4	5	21
work-mcp1k-mcs80on	59025	0	19	19004	326.6536560058594	0.20772384107112885	142.1992950439453	339.409423828125	343.0	323.8	143.0	0	0	0	0	1	2	3	10
work-mcp1k-mcs80on	59047	0	2	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	59085	0	84	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	59093	0	15	15005	284.04119873046875	0.24269887804985046	114.72257995605469	281.3485107421875	284.4	276.1	115.5	1	0	0	0	1	0	0	8
work-mcp1k-mcs80on	59179	0	15	15003	417.5952453613281	0.6006094217300415	147.61874389648438	350.87237548828125	355.0	363.8	148.6	0	0	0	0	1	0	0	10
work-mcp1k-mcs80on	59247	0	15	15005	279.99853515625	0.24012836813926697	117.75093841552734	287.7345886230469	289.7	307.2	118.0	1	0	0	0	1	0	0	8
work-mcp1k-mcs80on	59261	0	11	11006	289.4010009765625	0.7071087956428528	87.92713165283203	224.84332275390625	227.3	239.9	88.7	1	0	0	0	1	0	0	6
work-mcp1k-mcs80on	59335	0	11	11020	185.88404846191406	0.4594266414642334	69.13257598876953	184.92930603027344	185.6	251.7	69.1	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	59371	0	8	8001	681.1256103515625	0.8234843015670776	101.36724090576172	253.185302734375	255.4	221.5	101.9	0	0	0	0	1	1	1	7
work-mcp1k-mcs80on	59553	0	10	10004	228.2166748046875	0.748038113117218	70.26791381835938	187.36892700195312	188.1	176.1	70.3	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	59685	0	6	6007	611.1525268554688	0.7517350316047668	103.7584228515625	258.22772216796875	260.8	225.1	104.5	0	0	0	0	1	0	0	7
work-mcp1k-mcs80on	59753	0	14	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	59899	0	5	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	59929	0	20	20000	646.441162109375	0.7414675354957581	137.55337524414062	329.5826110839844	334.1	297.1	138.8	0	0	0	0	1	0	0	10
work-mcp1k-mcs80on	60017	0	7	7000	699.0662231445312	0.9237759113311768	46.62297821044922	136.39915466308594	136.7	169.7	46.6	0	0	0	0	1	0	0	3
work-mcp1k-mcs80on	60669	0	17	17000	253.24952697753906	0.7482959628105164	72.79413604736328	192.79725646972656	193.5	196.2	72.8	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	60933	0	18	18003	390.9549865722656	0.7099117040634155	143.19622802734375	341.5180969238281	343.5	340.2	143.2	1	0	0	0	1	2	3	10
work-mcp1k-mcs80on	61071	0	4	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	61351	0	17	17000	1168.89306640625	0.31023913621902466	359.8612976074219	814.59130859375	830.7	785.3	360.5	0	0	0	0	1	0	0	25
work-mcp1k-mcs80on	61417	0	9	9001	937.65673828125	0.8075696229934692	150.88035583496094	357.77117919921875	360.0	345.7	150.9	0	0	0	0	1	0	0	10
work-mcp1k-mcs80on	61461	0	10	10012	269.63519287109375	0.6202185153961182	92.76567840576172	235.04664611816406	236.0	224.3	92.8	1	0	0	0	1	0	0	6
work-mcp1k-mcs80on	61579	0	20	20048	373.0259704589844	0.6545121669769287	133.42185974121094	320.84381103515625	322.5	314.3	133.4	1	0	0	0	1	2	2	9
work-mcp1k-mcs80on	61681	0	2	2001	309.5229797363281	0.5872786641120911	105.0436019897461	260.9378662109375	262.9	266.4	105.4	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	61843	0	17	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	62149	0	13	13002	275.9108581542969	0.461852103471756	101.46287536621094	253.38697814941406	254.5	236.5	101.5	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	62281	0	19	19002	261.1999206542969	0.45004427433013916	100.85215759277344	252.09910583496094	253.8	232.8	101.2	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	62459	0	10	10001	438.62591552734375	0.10277888178825378	195.06190490722656	453.05047607421875	458.7	453.8	196.4	0	0	0	0	1	0	0	13
work-mcp1k-mcs80on	62495	0	16	16001	237.6499786376953	0.8479165434837341	60.00042724609375	165.30621337890625	166.6	134.7	60.3	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	62561	0	15	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	62583	0	25	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	62583	1	12	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	62613	0	17	17000	856.3509521484375	0.5564594864845276	300.6043395996094	684.2584228515625	697.4	690.8	302.9	0	0	0	0	1	0	0	20
work-mcp1k-mcs80on	62721	0	16	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	63163	0	6	6004	1049.2818603515625	0.9876486659049988	88.85382843017578	226.79750061035156	233.2	259.1	91.4	0	0	0	0	1	0	0	6
work-mcp1k-mcs80on	63359	0	3	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	63427	0	18	18002	297.1043701171875	0.9151694774627686	44.331336975097656	131.24342346191406	131.6	122.9	44.3	1	0	0	0	1	0	0	3
work-mcp1k-mcs80on	63537	0	2	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	63551	0	6	6000	275.76812744140625	0.8437374830245972	96.8037109375	243.56190490722656	247.3	244.3	98.1	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	63559	0	11	11000	1288.6978759765625	0.8824353218078613	163.1374969482422	383.6968994140625	388.4	361.2	164.0	0	0	0	0	1	0	0	11
work-mcp1k-mcs80on	63603	0	13	13002	612.5908203125	0.9556854367256165	73.69355773925781	194.72991943359375	195.4	183.1	73.7	0	0	0	0	1	2	3	5
work-mcp1k-mcs80on	63669	0	5	5001	742.3363037109375	0.818358838558197	105.42010498046875	261.7318420410156	266.4	236.7	107.0	0	0	0	0	1	0	0	7
work-mcp1k-mcs80on	64409	0	8	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	64503	0	9	9000	136.63853454589844	0.7594097256660461	50.72342300415039	145.371826171875	146.7	134.1	51.1	1	0	0	0	1	0	0	3
work-mcp1k-mcs80on	64591	0	17	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	64613	0	20	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	64717	0	17	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	64921	0	62	11002	237.26673889160156	0.6089326739311218	84.7123031616211	218.0640106201172	218.9	209.4	84.7	1	0	0	0	1	0	0	6
work-mcp1k-mcs80on	64959	0	19	19000	545.6834716796875	0.7716895937919617	88.31804656982422	225.66766357421875	230.0	195.7	89.9	0	0	0	0	1	0	0	6
work-mcp1k-mcs80on	65025	0	16	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	65053	0	6	6000	263.7673645019531	0.014651834964752197	115.78632354736328	283.5917053222656	284.9	253.8	115.8	0	0	0	0	1	0	0	8
work-mcp1k-mcs80on	65267	0	15	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	65289	0	18	18011	210.4181671142578	0.7485008239746094	74.18922424316406	195.79501342773438	197.2	192.5	74.5	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	65295	0	13	13000	644.1053466796875	0.8788757920265198	64.53125	175.04200744628906	175.8	155.1	64.5	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	65999	0	27	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	66118	0	9	9003	191.13201904296875	0.47538357973098755	72.79194641113281	192.79254150390625	193.5	174.7	72.8	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	66272	0	24	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	66646	0	14	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	66712	0	11	11008	189.02291870117188	0.7342936396598816	63.47742462158203	172.77755737304688	174.5	134.6	63.9	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	67394	0	19	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	67746	0	10	10001	762.5409545898438	0.8753760457038879	138.42669677734375	331.4298095703125	336.2	299.4	139.8	0	0	0	0	1	0	0	9
work-mcp1k-mcs80on	68648	0	15	15002	290.4814147949219	0.7709426879882812	89.43146514892578	228.01559448242188	229.8	197.6	89.8	0	0	0	0	1	0	0	6
work-mcp1k-mcs80on	68714	0	5	5001	198.71395874023438	0.1258402317762375	93.68211364746094	236.97918701171875	238.7	241.4	94.0	1	0	0	0	1	0	0	6
work-mcp1k-mcs80on	68956	0	16	16009	411.9415588378906	0.8317369222640991	70.23450469970703	187.29713439941406	188.0	149.7	70.2	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	68978	0	18	18001	519.01318359375	0.5923854112625122	151.85887145996094	359.84088134765625	365.8	363.1	153.6	0	0	0	0	1	0	0	10
work-mcp1k-mcs80on	71046	0	19	19001	699.892822265625	0.6445720195770264	194.49703979492188	451.81304931640625	455.8	417.8	195.0	0	0	0	0	1	0	0	13
work-mcp1k-mcs80on	71178	0	81	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	71222	0	15	22007	1307.7860107421875	0.8914663791656494	73.21167755126953	193.69447326660156	194.4	166.1	73.2	0	0	0	0	0	0	0	5
work-mcp1k-mcs80on	71266	0	15	15000	626.8876953125	0.8919241428375244	94.8484878540039	239.4387969970703	240.4	227.3	94.8	0	0	0	0	1	0	0	7
work-mcp1k-mcs80on	71530	0	17	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	71640	0	9	9001	524.7199096679688	0.05150720849633217	241.28076171875	554.3004150390625	565.7	548.1	244.7	1	0	0	0	1	0	0	16
work-mcp1k-mcs80on	72256	0	9	9001	393.77813720703125	0.8955932855606079	68.36083984375	183.27101135253906	185.5	160.4	69.1	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	72586	0	17	17004	742.6112670898438	0.23475158214569092	308.2756042480469	701.0635375976562	711.1	685.4	308.9	0	0	0	0	1	1	1	21
work-mcp1k-mcs80on	73004	0	15	15021	213.23948669433594	0.15177319943904877	96.4192886352539	242.75125122070312	246.6	223.8	97.7	1	0	0	0	1	0	0	7
