run	idx	wall_s	peak_rss_gb	total_wall_s	total_core_s	node_wall_s	node_core_s	tfs_wall_s	tfs_core_s	mem_peak_res_gb	mains	tgm	stm_eval	stm	nu_cands	steiner_kept	clusters	conn_calls	lazy_calls	ncomp_max	conn_max_pairs	conn_max_walked	load_ms	scope_ms	flag_ms	steiner_ms	tgm_ms	stm_ms	fc_ms	protect_ms	refresh_ms	nu_ms	w_trk_ms	w_tag_ms	w_disp_ms	w_stm_ms	done_ms	other_ms	m_load_gb	m_steiner_gb	m_stm_gb	m_protect_gb	m_nu_gb	m_disp_gb	m_done_gb
039253	11	286	3.35	285.352	285.079	284.108	284.044	1.244	1.035	3.348	85	24	61	11	10	85	128	2	0	88	0	0	786.0	183.0	132.7	34800.8	3033.2	47880.3	169.5	4419.5	494.4	187876.3	228.0	28.2	1350.3	132.9	1655.5	232.7	0.938	1.958	2.954	2.954	2.826	3.337	3.348
039253	12	67	1.84	66.363	66.065	65.144	65.083	1.219	0.981	1.842	76	19	57	5	3	76	110	0	0	0	0	0	536.5	122.3	87.7	15205.3	1927.2	20129.9	104.2	0.8	25.4	24710.6	176.4	27.2	473.5	91.9	880.7	166.9	0.677	1.051	1.684	1.684	1.685	1.842	1.842
039253	13	72	1.78	71.002	69.72	68.795	68.742	2.207	0.978	1.798	76	19	57	5	4	76	107	2	0	36	0	0	553.6	119.4	86.4	14018.1	1326.0	13958.5	96.2	513.7	626.9	35420.7	172.5	27.4	436.2	82.3	843.3	159.3	0.671	1.01	1.617	1.617	1.617	1.78	1.798
039253	14	73	2.24	72.121	71.86	70.911	70.86	1.21	1.0	2.236	96	19	77	9	8	96	129	2	0	3	0	0	623.0	148.0	106.6	17921.3	1774.1	27257.8	142.1	10.1	131.2	20367.0	173.6	31.6	408.6	91.9	1119.2	179.4	0.746	1.273	1.794	1.794	1.849	2.184	2.236
039253	15	368	2.64	367.301	365.055	364.118	364.043	3.183	1.011	2.637	82	15	67	9	7	82	108	2	0	12	0	0	550.4	122.7	86.9	15295.0	1759.8	15084.1	112.0	26.8	141.2	328602.2	177.9	42.1	608.6	71.9	866.5	158.8	0.654	1.03	1.956	1.956	2.481	2.475	2.475
039253	16	44	1.5	44.075	43.793	42.893	42.839	1.182	0.953	1.504	62	10	52	6	5	62	119	5	0	87	0	0	367.2	87.8	61.5	6866.9	657.2	11755.7	55.4	3062.2	1615.0	16753.4	173.1	25.8	369.7	70.3	612.8	120.1	0.482	0.749	1.346	1.346	1.347	1.504	1.504
039253	17	124	2.38	122.822	119.553	118.575	118.516	4.247	1.036	2.382	104	21	83	4	4	104	131	0	0	0	0	0	675.4	151.0	106.7	20511.0	2946.0	25972.9	130.1	0.9	19.4	65291.8	174.3	27.2	562.8	105.7	1097.7	205.7	0.827	1.31	2.222	2.222	2.225	2.382	2.381
039253	1	97	2.21	96.625	74.897	73.667	73.614	22.958	1.283	2.21	78	16	62	6	6	78	119	2	0	18	0	0	659.3	154.4	114.3	16761.0	2218.7	26178.7	130.0	70.5	177.7	24460.5	174.2	31.0	368.6	97.3	1213.9	233.7	0.805	1.16	1.783	1.783	1.803	2.124	2.21
039253	2	104	2.78	104.004	82.22	81.041	80.971	22.963	1.249	2.853	84	21	63	7	6	84	122	3	0	13	0	0	683.3	155.0	113.3	31971.8	5621.4	24001.7	179.9	79.4	418.0	14787.5	191.5	31.5	538.1	118.8	1315.6	208.4	0.827	1.914	2.089	2.089	2.506	2.774	2.853
039253	3	68	1.43	67.693	46.947	45.772	45.717	21.921	1.229	1.587	64	16	48	7	5	64	88	1	0	13	0	0	373.3	79.3	56.0	7753.3	596.0	10121.0	54.7	37.5	267.1	24886.2	169.5	28.4	329.3	57.6	604.7	109.7	0.475	0.714	1.274	1.274	1.431	1.358	1.358
039253	4	60	1.67	59.761	37.947	36.812	36.738	22.949	1.209	1.826	81	16	65	3	3	81	112	1	0	4	0	0	492.0	112.3	80.7	17622.2	1908.7	11186.5	117.0	5.5	38.8	3507.0	161.0	26.2	203.3	81.2	748.8	150.5	0.618	1.069	1.667	1.667	1.67	1.825	1.826
039253	5	150	2.85	149.462	149.2	148.247	148.168	1.215	1.032	2.851	83	24	59	8	8	83	122	3	0	65	0	0	792.4	188.1	135.1	27781.7	3826.0	37772.2	177.0	2094.3	839.2	71016.5	191.9	32.5	805.5	100.5	1533.8	245.9	0.954	1.778	2.172	2.172	2.403	2.836	2.851
039253	6	47	1.97	46.505	46.226	45.296	45.239	1.209	0.986	1.967	82	21	61	6	5	82	122	2	0	11	0	0	558.5	129.3	92.4	16658.4	2380.0	13477.8	127.8	52.1	374.8	9390.4	164.0	31.4	333.0	70.4	908.1	166.8	0.655	1.026	1.756	1.756	1.809	1.967	1.967
039253	7	48	1.5	47.378	44.089	43.12	43.054	4.258	1.035	1.586	76	16	60	4	3	76	106	2	0	11	0	0	545.9	114.6	86.0	18302.6	1296.2	14255.6	85.8	34.5	231.3	6329.1	172.2	28.6	300.4	82.0	783.2	155.0	0.628	1.127	1.339	1.339	1.34	1.515	1.586
039253	8	106	2.88	105.579	101.272	100.114	100.051	5.465	1.22	2.878	81	24	57	9	8	81	108	3	0	25	0	0	836.7	202.6	187.7	26617.5	3147.8	29962.5	170.6	237.7	477.6	34945.7	177.6	31.5	569.3	102.1	1529.1	239.0	0.973	1.513	2.195	2.195	2.436	2.793	2.878
039253	9	154	2.77	153.056	149.741	148.697	148.623	4.359	1.117	2.766	90	25	65	9	9	90	123	6	0	73	0	0	705.1	170.7	117.6	25243.6	3878.6	32418.3	148.2	1493.2	2084.7	78986.8	195.2	26.3	767.3	115.4	1434.8	229.7	0.85	1.639	2.602	2.602	2.608	2.766	2.765
039349	0	52	1.16	52.274	31.52	30.473	30.417	21.801	1.102	1.159	51	8	43	4	4	51	73	1	0	2	0	0	269.2	57.0	41.6	5843.3	360.0	8531.3	47.7	2.0	33.2	14006.4	169.1	26.4	304.1	71.5	442.1	85.5	0.371	0.574	1.003	1.003	1.003	1.159	1.159
039349	10	40	1.59	40.173	39.797	38.924	38.839	1.249	0.958	1.526	50	11	39	4	3	50	66	0	0	0	0	0	389.2	134.9	64.1	10066.9	1029.7	10468.3	69.9	0.5	8.7	15080.3	167.3	33.1	300.7	67.8	630.8	117.6	0.517	0.787	1.212	1.212	1.366	1.365	1.387
039349	11	39	1.32	39.096	38.825	37.938	37.887	1.158	0.937	1.323	40	9	31	8	6	40	64	0	0	0	0	0	262.2	62.1	42.7	6564.9	796.8	8479.5	47.6	0.9	2.9	20232.9	181.1	26.1	386.5	64.7	477.1	85.9	0.369	0.617	1.167	1.167	1.168	1.323	1.323
039349	12	78	1.15	77.495	77.053	76.27	76.143	1.225	0.91	1.266	43	12	31	4	4	43	60	1	0	151	0	0	286.1	68.8	50.4	8039.7	1142.5	10653.9	59.3	23738.3	2843.6	27961.8	176.2	35.0	371.6	49.0	501.9	94.9	0.405	0.903	1.109	1.109	1.11	1.145	1.145
039349	13	22	1.03	22.335	22.065	21.249	21.192	1.086	0.873	1.028	47	11	36	5	3	47	73	0	0	0	0	0	240.4	62.6	43.6	4641.8	287.8	6278.0	48.2	0.5	33.2	8552.4	167.9	26.6	200.7	48.4	389.1	79.6	0.358	0.562	0.871	0.871	0.871	1.028	1.028
039349	14	56	1.2	54.928	54.647	53.783	53.73	1.145	0.916	1.23	41	5	36	4	4	41	54	1	0	10	0	0	317.5	80.9	58.3	6847.9	385.1	9296.1	56.2	15.2	78.5	35182.9	176.8	31.8	345.2	66.6	532.8	102.5	0.432	0.639	1.05	1.05	0.913	1.204	1.23
039349	15	21	1.2	20.028	19.766	18.9	18.846	1.128	0.92	1.205	55	13	42	5	5	55	69	0	0	0	0	0	314.9	75.8	52.4	6844.2	499.6	6749.0	67.1	1.6	7.6	2998.7	160.6	30.6	219.6	54.8	522.1	97.6	0.431	0.665	0.911	0.911	0.916	1.196	1.205
039349	16	32	1.35	32.056	31.772	30.913	30.86	1.143	0.911	1.345	56	13	43	6	6	56	74	3	0	6	0	0	339.8	80.8	56.6	10126.0	1350.8	8549.2	80.6	12.4	97.8	8463.5	184.8	31.5	400.3	58.8	660.5	117.4	0.465	0.809	0.931	0.931	1.046	1.341	1.345
039349	17	9	0.6	8.58	8.295	7.426	7.371	1.154	0.924	0.752	51	7	44	3	1	51	72	3	0	3	0	0	172.6	40.8	28.7	4370.6	305.2	1497.5	48.4	3.5	82.0	170.3	160.6	25.9	50.4	30.0	256.1	73.7	0.281	0.439	0.595	0.595	0.595	0.752	0.752
039349	18	71	1.8	70.992	70.635	69.785	69.684	1.207	0.95	1.8	53	6	47	13	12	53	61	2	0	8	0	0	448.8	112.9	62.0	7783.9	496.9	31426.7	69.9	32.5	287.0	27049.5	194.9	34.0	450.3	100.1	835.9	122.7	0.494	0.709	1.21	1.21	1.457	1.792	1.8
039349	19	46	1.34	46.456	43.19	42.271	42.203	4.185	0.986	1.339	42	10	32	6	5	42	67	2	0	8	0	0	205.5	52.4	33.8	4377.3	348.2	6657.3	43.4	23.1	184.3	29165.2	168.0	26.0	337.5	55.4	363.9	77.2	0.312	0.479	1.138	1.138	1.181	1.339	1.339
039349	1	30	0.65	29.751	7.923	6.869	6.82	22.882	1.103	0.651	43	8	35	4	3	43	68	0	0	0	0	0	158.4	31.1	21.7	2332.5	138.8	1647.8	22.7	0.5	70.3	1768.0	172.4	33.6	71.5	34.5	229.2	54.2	0.226	0.351	0.417	0.417	0.417	0.63	0.651
039349	20	22	0.94	22.521	20.234	19.356	19.302	3.165	0.931	0.955	56	11	45	4	4	56	82	2	0	9	0	0	212.7	49.3	36.3	4367.8	318.2	5135.7	44.6	62.0	416.4	7578.5	178.0	31.4	262.6	51.5	381.0	80.8	0.326	0.478	0.669	0.669	0.682	0.949	0.955
039349	21	56	1.53	54.893	51.604	50.698	50.622	4.195	0.982	1.525	46	11	35	5	5	46	66	0	0	0	0	0	320.7	72.6	57.9	8475.8	654.0	13536.3	70.3	1.1	2.6	26129.4	161.0	25.9	307.6	67.6	518.8	101.7	0.428	0.662	1.365	1.365	1.369	1.525	1.525
039349	22	65	2.09	64.064	59.713	58.734	58.648	5.33	1.064	2.092	57	5	52	7	7	57	69	0	0	0	0	0	357.6	86.7	60.9	9110.9	588.4	21359.7	74.7	0.6	14.7	25320.9	191.6	27.2	385.0	86.1	697.1	113.8	0.484	0.753	1.844	1.844	1.921	2.086	2.092
039349	23	43	1.67	43.175	42.87	41.997	41.926	1.178	0.943	1.673	46	10	36	5	5	46	66	1	0	7	0	0	337.4	80.9	57.0	8216.3	619.7	14218.1	64.5	13.5	196.7	16609.8	180.0	28.1	326.0	90.4	597.9	108.9	0.463	0.72	1.513	1.513	1.515	1.673	1.672
039349	24	17	0.77	16.872	15.603	14.683	14.631	2.189	0.972	0.955	58	14	44	4	3	58	79	0	0	0	0	0	239.8	57.6	37.9	5969.3	398.5	4072.3	44.6	0.6	44.8	2839.5	164.7	30.4	121.2	42.6	388.6	87.1	0.353	0.626	0.768	0.768	0.769	0.941	0.955
039349	25	65	1.67	64.177	63.885	62.986	62.931	1.191	0.954	1.665	60	18	42	6	6	60	76	3	0	18	0	0	448.4	101.8	73.7	10200.6	826.4	8623.3	82.8	61.2	346.1	40233.1	175.8	31.6	522.2	64.2	756.8	128.0	0.558	0.834	1.339	1.339	1.34	1.652	1.665
039349	26	55	1.25	53.894	52.583	51.666	51.609	2.228	0.974	1.498	45	6	39	5	5	45	60	1	0	8	0	0	391.1	98.8	69.3	11560.8	2059.2	10390.1	92.3	26.8	238.3	24856.6	177.4	29.2	420.5	66.0	697.0	126.9	0.518	0.831	1.252	1.252	1.253	1.496	1.498
039349	27	25	1.17	24.166	22.84	21.946	21.894	2.22	0.945	1.216	48	10	38	5	5	48	66	0	0	0	0	0	329.0	71.6	54.5	6472.4	691.0	11105.2	53.2	0.6	1.0	1868.1	170.5	33.1	122.0	69.4	567.0	106.5	0.437	0.666	0.919	0.919	0.922	1.179	1.216
039349	28	93	2.33	92.478	92.195	91.211	91.153	1.267	1.041	2.332	58	12	46	6	6	58	73	1	0	3	0	0	746.8	161.0	120.8	20719.3	1699.4	33290.5	147.6	12.6	248.1	31328.6	184.2	31.4	474.2	115.2	1234.9	203.7	0.859	1.236	2.116	2.116	1.929	2.257	2.332
039349	29	66	0.85	65.156	62.89	61.997	61.943	3.159	0.946	1.046	42	8	34	3	3	42	58	0	0	0	0	0	289.2	61.7	43.5	7922.7	366.2	3716.2	51.4	0.5	2.8	48357.9	169.8	28.7	261.1	49.4	420.9	87.6	0.377	0.635	0.849	0.849	0.81	1.046	1.046
039349	2	33	0.57	32.548	11.723	10.662	10.611	21.886	1.112	0.804	47	9	38	3	1	47	64	2	0	14	0	0	215.0	49.7	35.1	5114.9	497.4	1744.9	44.2	46.9	384.6	1710.5	157.3	30.1	70.2	33.7	314.5	72.7	0.323	0.528	0.568	0.568	0.572	0.776	0.804
039349	30	36	1.31	35.263	32.998	32.01	31.96	3.253	1.038	1.326	56	11	45	3	3	56	66	1	0	9	0	0	478.6	81.8	60.4	9517.9	1018.2	8245.1	66.0	23.6	248.6	10685.9	165.9	27.0	342.0	62.8	577.0	119.3	0.491	0.795	1.169	1.169	1.17	1.326	1.326
039349	31	46	1.77	44.889	44.632	43.491	43.436	1.398	1.195	1.795	53	12	41	6	6	53	67	0	0	0	0	0	505.7	132.6	86.1	8601.2	422.6	12061.6	71.2	1.9	1.4	19873.1	176.6	37.8	414.4	66.5	645.4	151.6	0.485	0.712	1.474	1.474	1.639	1.704	1.704
039349	32	24	1.12	23.738	23.496	22.626	22.572	1.112	0.923	1.375	47	12	35	7	7	47	68	1	0	7	0	0	237.4	54.1	38.2	5182.7	498.5	7079.5	52.8	12.2	73.1	8196.7	171.2	27.9	233.7	57.3	451.6	78.7	0.348	0.551	1.07	1.07	1.2	1.372	1.375
039349	33	55	1.89	54.301	53.995	53.098	53.045	1.203	0.949	1.891	57	14	43	5	4	57	70	1	0	2	0	0	452.8	103.8	74.1	14381.0	1059.7	23556.4	69.2	6.1	161.1	11407.8	188.6	36.2	382.6	79.1	709.0	139.5	0.567	1.016	1.398	1.398	1.57	1.866	1.891
039349	34	57	1.13	56.066	53.769	52.927	52.871	3.139	0.897	1.13	42	11	31	6	6	42	62	0	0	0	0	0	225.8	55.1	38.1	4472.3	299.0	4991.7	40.3	0.5	27.6	41407.4	177.5	33.4	393.9	47.0	447.9	78.5	0.349	0.528	0.901	0.901	0.903	1.13	1.13
039349	35	61	1.15	60.176	57.888	57.043	56.989	3.133	0.898	1.146	59	11	48	7	6	59	75	1	0	13	0	0	247.5	57.0	41.0	5355.7	559.7	4661.1	48.5	32.4	208.0	44410.2	175.4	31.6	395.4	51.8	479.1	85.9	0.348	0.543	0.825	0.825	0.827	1.146	1.145
039349	36	16	0.68	15.373	15.036	14.134	14.086	1.239	0.95	0.977	44	11	33	4	3	44	68	0	0	0	0	0	254.4	59.2	42.5	4833.5	355.1	3677.5	42.9	0.5	11.3	3786.3	163.2	32.0	187.3	45.5	401.4	85.0	0.372	0.57	0.678	0.678	0.735	0.955	0.977
039349	37	42	2.13	42.111	39.794	38.858	38.806	3.253	0.987	2.135	58	18	40	3	3	58	67	0	0	0	0	0	537.2	123.6	89.2	14677.0	1987.9	8513.1	118.7	0.5	36.9	10748.8	165.4	27.5	324.9	69.5	844.1	162.3	0.688	1.037	1.975	1.975	1.977	2.135	2.135
039349	38	162	2.69	161.056	158.752	157.858	157.798	3.198	0.953	2.692	48	4	44	13	13	48	69	3	0	19	0	0	419.0	100.3	70.9	10727.7	868.5	33207.6	77.1	151.0	505.3	108884.8	206.7	26.3	963.3	100.0	999.6	130.3	0.558	0.929	2.44	2.44	2.534	2.692	2.691
039349	39	26	0.82	25.624	24.321	23.476	23.423	2.148	0.897	1.002	48	8	40	5	5	48	61	1	0	3	0	0	221.8	52.5	38.1	4991.7	307.8	8020.9	40.5	1.6	9.6	8688.8	159.6	26.3	235.4	61.2	394.9	78.5	0.336	0.532	0.823	0.823	0.823	1.002	1.002
039349	3	45	1.14	44.758	22.957	21.841	21.788	22.917	1.168	1.142	48	13	35	4	3	48	71	1	0	6	0	0	321.9	69.8	47.9	5695.9	455.4	8012.6	49.9	20.4	229.3	5779.4	156.8	27.5	184.8	53.9	447.7	101.8	0.407	0.612	0.984	0.984	0.987	1.06	1.077
039349	40	17	0.9	16.895	16.53	15.716	15.666	1.179	0.864	1.054	47	6	41	2	1	47	60	2	0	11	0	0	160.1	40.0	27.6	4059.0	262.4	4808.7	31.0	14.7	107.8	5445.8	161.0	24.4	91.9	44.6	257.0	66.5	0.28	0.46	0.855	0.855	0.897	1.053	1.054
039349	41	38	1.03	37.833	37.561	36.726	36.671	1.107	0.889	1.187	46	6	40	5	4	46	65	0	0	0	0	0	278.8	68.8	47.6	5570.0	441.4	8825.8	51.1	0.7	35.0	20128.8	167.6	27.7	265.3	62.9	441.0	90.4	0.378	0.592	1.028	1.028	1.031	1.187	1.187
039349	42	22	0.95	22.588	21.341	20.483	20.434	2.105	0.907	0.963	44	10	34	5	5	44	64	0	0	0	0	0	203.5	49.8	33.6	5277.0	818.8	3751.4	40.8	0.5	8.8	9234.9	161.7	27.5	223.9	41.4	358.1	76.8	0.312	0.493	0.769	0.769	0.769	0.963	0.963
039349	43	26	1.0	26.054	23.791	22.965	22.913	3.089	0.877	0.999	48	14	34	6	5	48	67	1	0	5	0	0	212.7	54.9	36.9	4322.6	277.5	6730.8	42.3	3.8	20.6	10221.0	162.4	27.1	211.8	54.0	376.4	75.1	0.326	0.535	0.839	0.839	0.842	0.999	0.999
039349	44	97	1.62	97.118	95.786	94.925	94.868	2.193	0.918	1.626	67	13	54	5	5	67	81	2	0	3	0	0	428.4	99.0	70.2	10779.1	638.4	14772.2	77.9	8.6	245.3	65829.2	186.7	31.1	535.9	83.3	744.6	130.2	0.553	0.853	1.302	1.302	1.304	1.62	1.626
039349	45	25	1.03	25.328	25.068	24.221	24.167	1.107	0.901	1.184	47	6	41	3	3	47	68	1	0	18	0	0	295.7	66.8	46.7	6424.0	501.3	6868.8	52.9	112.7	292.2	8371.4	162.5	25.9	218.2	56.7	445.0	91.3	0.397	0.618	1.025	1.025	1.028	1.184	1.184
039349	46	32	1.08	32.097	29.853	28.96	28.908	3.137	0.945	1.084	52	14	38	3	3	52	69	2	0	9	0	0	284.9	68.0	46.6	5870.1	691.2	5775.1	64.4	14.0	131.5	14901.5	156.0	25.3	193.2	44.5	415.5	89.8	0.392	0.603	0.909	0.909	0.928	1.084	1.084
039349	47	25	1.08	24.392	22.145	21.279	21.228	3.113	0.917	1.089	54	5	49	4	2	54	76	1	0	2	0	0	308.2	74.5	52.6	6891.6	727.6	9902.3	59.9	1.2	60.4	2047.3	160.6	24.1	124.9	58.6	471.3	103.3	0.435	0.683	0.928	0.928	0.929	1.084	1.089
039349	48	56	2.14	55.661	55.256	54.383	54.327	1.278	0.929	2.137	55	14	41	9	6	55	69	3	0	13	0	0	422.8	94.6	69.6	9773.8	802.4	18183.2	76.2	83.4	968.9	21970.8	183.8	26.2	465.7	85.0	753.1	126.6	0.546	0.803	1.717	1.717	1.982	2.137	2.137
039349	49	22	1.02	22.0	21.681	20.835	20.782	1.165	0.898	1.016	52	9	43	2	2	52	85	2	0	19	0	0	280.0	66.4	45.8	5947.6	691.9	4315.5	53.3	86.3	433.1	7754.7	161.9	23.6	214.9	45.8	419.2	94.3	0.397	0.616	0.847	0.847	0.847	1.012	1.016
039349	4	63	1.12	63.003	41.19	40.086	40.03	22.917	1.159	1.181	47	9	38	3	2	47	69	0	0	0	0	0	338.7	81.2	58.6	7880.7	566.6	6667.2	73.1	0.5	18.3	23040.9	166.3	26.9	275.7	54.1	502.7	105.2	0.461	0.702	0.954	0.954	0.956	1.175	1.181
039349	50	40	1.8	39.198	36.878	36.003	35.951	3.195	0.927	1.952	47	9	38	9	8	47	68	1	0	2	0	0	273.9	64.7	44.6	7522.6	549.7	10656.4	56.3	3.2	54.8	15402.8	164.4	25.6	302.5	58.8	506.8	95.0	0.384	0.63	1.554	1.554	1.794	1.952	1.951
039349	51	21	1.11	20.294	18.03	17.161	17.108	3.133	0.922	1.155	49	16	33	5	4	49	73	2	0	3	0	0	329.2	79.5	54.0	6820.5	685.3	3136.1	57.1	4.9	30.2	4705.4	171.3	31.4	152.3	40.2	539.5	113.6	0.444	0.715	0.832	0.832	0.866	1.104	1.155
039349	52	38	1.37	36.653	34.394	33.519	33.467	3.134	0.926	1.386	47	12	35	6	6	47	60	2	0	32	0	0	369.7	83.3	60.9	7734.3	675.7	9585.8	68.2	207.2	489.6	12633.5	181.9	33.2	339.0	56.7	645.7	115.5	0.488	0.731	0.873	0.873	1.077	1.378	1.386
