run	idx	wall_s	peak_rss_gb	total_wall_s	total_core_s	node_wall_s	node_core_s	tfs_wall_s	tfs_core_s	mem_peak_res_gb	mains	tgm	stm_eval	stm	nu_cands	steiner_kept	clusters	conn_calls	lazy_calls	ncomp_max	conn_max_pairs	conn_max_walked	load_ms	scope_ms	flag_ms	steiner_ms	tgm_ms	stm_ms	fc_ms	protect_ms	refresh_ms	nu_ms	w_trk_ms	w_tag_ms	w_disp_ms	w_stm_ms	done_ms	other_ms	m_load_gb	m_steiner_gb	m_stm_gb	m_protect_gb	m_nu_gb	m_disp_gb	m_done_gb
039252	2	90	2.17	89.813	68.323	67.02	66.916	22.793	1.407	2.287	92	31	61	6	5	92	121	1	0	2	0	0	624.3	137.4	114.4	30458.7	6997.4	19229.7	161.8	1.6	8.9	6333.9	175.8	33.1	438.2	88.2	1293.2	207.6	0.772	1.593	1.595	1.595	1.873	2.167	2.287
039252	3	83	1.7	82.879	57.849	56.578	56.526	26.301	1.323	1.719	75	19	56	3	3	75	105	1	0	5	0	0	511.8	117.4	90.7	16808.0	1778.9	12011.7	112.3	10.0	144.6	22581.1	190.8	33.8	563.6	80.2	842.5	164.0	0.611	0.963	1.155	1.155	1.367	1.696	1.719
039252	4	111	2.09	110.285	87.416	86.438	86.026	23.846	1.389	2.089	92	24	68	5	4	92	133	1	0	2	0	0	651.7	136.4	115.7	36806.7	3873.3	15343.1	159.4	4.3	38.1	25405.7	293.8	61.0	798.2	137.2	1628.7	226.9	0.749	1.93	1.931	1.931	1.932	2.089	2.089
039252	5	539	3.2	538.441	512.899	512.067	511.475	26.374	1.423	3.199	81	20	61	13	11	81	113	6	1	385	73817	52859	753.1	168.7	139.0	39349.6	5233.2	36849.5	350.0	17050.1	9978.1	398208.4	236.9	33.6	1046.6	115.2	1648.0	231.0	0.862	2.208	2.208	2.208	2.662	3.19	3.199
039252	6	119	2.14	118.722	93.211	92.406	91.842	26.316	1.368	2.142	92	17	75	8	7	92	115	2	0	7	0	0	562.7	129.0	102.3	23437.8	3657.8	19810.9	127.2	21.0	208.7	40394.4	255.0	41.7	777.8	118.8	1660.7	200.1	0.672	1.196	1.314	1.314	1.738	2.083	2.142
039252	7	99	1.78	98.417	73.212	72.043	71.879	26.374	1.332	1.781	75	21	54	5	5	75	116	1	0	18	0	0	499.4	109.7	88.2	16428.5	2064.9	10014.6	157.5	45.2	372.0	39432.1	211.4	41.5	681.7	82.0	1004.3	155.9	0.593	0.958	1.114	1.114	1.476	1.768	1.781
039252	8	136	2.44	135.218	109.898	108.852	108.504	26.366	1.393	2.442	72	20	52	7	6	72	112	3	0	13	0	0	713.9	161.0	127.0	57623.1	11932.6	14667.6	291.3	39.0	169.4	19718.3	182.8	31.3	671.9	81.6	1435.3	228.8	0.802	2.071	2.071	2.071	2.072	2.396	2.442
039252	9	87	1.92	86.774	62.804	61.586	61.498	25.188	1.305	1.928	74	17	57	8	7	74	110	2	0	10	0	0	489.4	100.9	82.6	11867.4	1630.1	11896.4	90.3	24.3	222.4	32658.0	222.7	39.8	662.6	74.2	970.8	150.2	0.593	0.885	1.098	1.098	1.549	1.915	1.928
039253	0	73	2.04	72.915	69.612	68.636	68.578	4.279	1.033	2.042	82	15	67	10	9	82	123	2	0	8	0	0	492.3	104.8	87.5	12492.3	877.5	11312.3	109.4	32.0	385.4	40173.4	215.4	33.7	671.5	78.6	1033.0	154.9	0.594	0.895	1.069	1.069	1.66	2.033	2.042
039253	10	48	1.12	47.537	47.117	46.266	46.176	1.271	0.941	1.416	63	10	53	2	2	63	93	0	0	0	0	0	417.5	86.6	71.4	9967.8	669.2	12385.7	74.6	0.6	2.2	20871.2	208.7	28.8	363.3	83.7	622.2	130.8	0.524	0.832	0.998	0.998	1.085	1.371	1.416
039253	11	227	3.19	226.239	223.915	222.953	222.858	3.286	1.056	3.192	85	24	61	11	10	85	128	2	0	88	0	0	743.4	149.0	125.0	30603.3	2729.0	27940.0	166.5	377.8	394.2	155383.2	240.4	31.7	1424.9	124.1	1601.1	215.7	0.831	1.789	1.789	1.789	2.577	3.189	3.192
039253	12	82	1.73	80.642	78.389	77.446	77.39	3.196	0.999	1.728	76	19	57	5	3	76	110	3	0	23	0	0	506.6	104.9	87.7	14719.9	1834.3	12346.5	103.1	66.3	398.6	45075.5	168.8	31.4	483.3	86.0	814.1	160.1	0.599	0.961	1.157	1.157	1.405	1.689	1.728
039253	13	55	1.88	54.736	54.385	53.484	53.431	1.252	0.953	1.884	76	19	57	6	6	76	107	3	0	36	0	0	498.3	101.0	83.6	12835.6	1184.8	8817.0	96.3	170.0	610.8	26878.7	173.0	28.7	533.3	74.7	876.2	147.3	0.599	0.923	1.106	1.106	1.575	1.877	1.884
039253	14	72	2.16	71.545	71.272	70.265	70.208	1.28	1.063	2.183	96	19	77	10	8	96	129	2	0	27	0	0	584.8	117.5	97.9	17098.3	1758.7	21078.7	132.2	45.6	140.8	26621.2	183.5	30.8	547.7	81.8	1120.0	173.1	0.661	1.146	1.243	1.243	1.802	2.157	2.183
039253	15	82	1.71	82.166	80.913	79.985	79.931	2.181	0.981	1.9	82	15	67	10	6	82	108	2	0	12	0	0	485.1	98.2	82.7	14936.6	1706.0	10206.0	108.8	18.4	125.0	49860.7	196.8	32.2	621.3	71.0	847.1	149.3	0.58	0.965	1.097	1.097	1.505	1.889	1.9
039253	16	40	1.02	39.746	39.459	38.602	38.548	1.144	0.911	1.374	62	10	52	8	5	62	119	3	0	87	0	0	344.8	90.3	73.9	6545.3	638.1	8271.4	56.3	430.9	1328.2	19122.7	186.2	31.5	477.6	65.3	583.9	126.9	0.429	0.674	0.783	0.783	1.02	1.369	1.374
039253	17	133	2.37	132.532	131.216	130.252	130.194	2.28	1.021	2.365	104	21	83	6	6	104	131	0	0	0	0	0	614.5	129.9	107.5	20116.7	2949.7	20523.1	133.7	1.1	12.4	82568.8	210.4	34.6	813.2	113.2	1138.9	196.5	0.735	1.221	1.458	1.458	1.937	2.343	2.365
039253	1	83	2.23	82.687	79.383	78.338	78.282	4.349	1.1	2.229	78	16	62	7	7	78	119	3	0	18	0	0	598.0	127.2	107.8	16766.7	2139.3	14642.4	156.1	56.9	316.0	40385.0	205.9	32.9	615.5	85.5	1234.2	210.0	0.716	1.06	1.31	1.31	1.819	2.189	2.229
039253	2	127	2.45	126.897	123.595	122.598	122.542	4.299	1.052	2.45	84	21	63	9	8	84	122	3	0	13	0	0	634.7	132.0	111.3	33930.7	6033.1	13933.3	170.5	43.7	295.8	64134.4	176.9	30.3	742.6	96.1	1281.9	198.4	0.734	1.76	1.763	1.763	2.094	2.448	2.45
039253	3	48	1.06	47.621	44.322	43.419	43.369	4.202	0.953	1.398	64	16	48	8	6	64	88	1	0	13	0	0	322.0	69.5	57.2	6928.1	555.3	5447.9	57.3	19.8	262.1	28106.4	177.2	31.0	407.0	48.7	597.5	108.5	0.425	0.631	0.754	0.754	1.059	1.393	1.398
039253	4	36	1.38	35.455	35.141	34.22	34.165	1.235	0.975	1.517	81	16	65	3	3	81	112	1	0	4	0	0	441.2	95.3	78.8	16554.9	2014.8	8452.1	126.3	6.0	39.2	4534.7	177.2	35.0	238.5	78.3	794.1	141.6	0.555	0.975	1.049	1.049	1.18	1.438	1.517
039253	5	129	2.66	128.703	128.441	127.429	127.355	1.274	1.086	2.663	83	24	59	7	7	83	122	3	0	65	0	0	742.0	158.3	130.9	28458.6	3647.1	20563.2	172.5	258.4	932.9	68910.1	196.3	35.8	806.3	101.8	1409.8	225.5	0.842	1.596	1.602	1.602	2.207	2.651	2.663
039253	6	73	1.81	72.123	71.868	70.882	70.826	1.241	1.041	1.814	82	21	61	8	6	82	122	2	0	29	0	0	467.5	112.5	84.4	16417.8	2361.7	9803.8	112.3	54.9	162.3	39071.8	189.7	31.0	531.9	69.9	873.0	151.5	0.585	0.934	1.069	1.069	1.448	1.793	1.814
039253	7	61	1.65	60.12	58.892	57.946	57.894	2.174	0.998	1.65	76	16	60	6	5	76	106	1	0	3	0	0	477.3	100.7	82.2	17962.6	1263.2	10339.1	79.5	1.4	1.4	25632.9	184.8	31.6	469.1	71.2	781.6	142.0	0.562	1.001	1.025	1.025	1.304	1.625	1.65
039253	8	107	3.22	106.395	106.139	105.162	105.101	1.233	1.037	3.219	81	24	57	13	12	81	108	3	0	23	0	0	766.5	164.0	129.3	24837.4	2717.1	21751.6	166.1	52.0	356.2	50439.0	212.1	31.1	869.4	98.0	1681.2	220.7	0.863	1.39	1.627	1.627	2.739	3.203	3.219
039253	9	117	2.43	116.178	115.828	114.841	114.778	1.337	1.05	2.441	90	25	65	8	7	90	123	6	0	19	0	0	661.3	138.7	114.3	23311.1	3741.2	21572.4	141.5	88.8	1589.3	60333.2	176.6	29.8	719.8	110.3	1289.9	199.6	0.758	1.466	1.495	1.495	2.087	2.425	2.441
039349	0	38	0.73	37.372	28.297	27.343	27.291	10.029	1.006	1.05	51	8	43	4	4	51	73	1	0	2	0	0	222.8	50.8	41.1	5552.0	403.4	5836.5	47.9	1.6	0.1	13965.0	191.4	31.9	283.2	63.1	410.6	76.1	0.335	0.526	0.626	0.626	0.758	1.044	1.05
039349	10	46	1.5	45.253	44.961	44.077	44.024	1.176	0.937	1.506	50	11	39	6	5	50	66	0	0	0	0	0	356.3	74.4	61.0	9272.5	1034.6	7235.5	70.5	0.5	8.2	24028.9	185.6	40.7	594.2	63.8	641.8	107.2	0.462	0.722	0.873	0.873	1.136	1.497	1.506
039349	11	35	1.01	35.069	33.72	32.853	32.796	2.216	0.923	1.142	40	9	31	7	5	40	64	0	0	0	0	0	223.2	49.9	40.7	6259.6	805.0	5637.5	48.3	0.5	0.1	18399.3	186.0	30.2	391.8	59.7	434.1	78.0	0.333	0.561	0.651	0.651	0.822	1.137	1.142
039349	12	43	1.1	42.845	42.52	41.639	41.588	1.206	0.931	1.114	43	12	31	4	4	43	60	2	0	151	0	0	264.5	58.9	49.4	7739.9	1104.5	2695.6	59.9	1228.6	2779.6	24251.7	178.0	31.2	398.0	44.4	468.0	88.9	0.364	0.805	0.805	0.805	0.826	1.108	1.114
039349	13	19	0.91	17.997	16.76	15.905	15.857	2.092	0.902	0.908	47	11	36	3	3	47	73	2	0	13	0	0	215.9	48.9	39.7	4400.9	268.8	3380.1	49.4	29.4	344.7	6142.7	164.8	31.1	172.1	42.8	363.6	73.0	0.32	0.49	0.551	0.551	0.638	0.881	0.908
039349	14	42	0.82	41.744	41.422	40.577	40.524	1.167	0.897	1.104	41	5	36	3	3	41	54	1	0	10	0	0	294.6	62.2	51.0	6153.7	412.2	5335.3	57.6	9.5	67.2	26802.8	178.6	32.6	322.9	59.2	453.4	93.8	0.387	0.573	0.697	0.697	0.819	1.098	1.104
039349	15	18	0.82	17.71	17.323	16.48	16.428	1.23	0.894	1.14	55	13	42	5	5	55	69	0	0	0	0	0	284.1	63.2	52.9	6546.2	473.4	4882.4	71.5	1.5	0.8	2910.6	167.3	31.0	136.2	51.9	518.7	92.8	0.387	0.61	0.682	0.682	0.86	1.091	1.14
039349	16	26	1.22	26.074	25.791	24.915	24.862	1.159	0.928	1.221	56	13	43	4	4	56	74	2	0	6	0	0	314.1	67.0	56.4	9231.0	1359.0	5327.0	80.2	5.7	34.5	6916.6	174.5	32.1	346.9	49.8	537.7	105.6	0.416	0.729	0.762	0.762	0.918	1.212	1.221
039349	17	9	0.43	9.11	7.829	7.019	6.967	2.091	0.862	0.72	51	7	44	4	2	51	72	3	0	3	0	0	156.5	36.8	28.5	3926.8	247.6	1473.3	47.3	3.0	14.0	352.2	157.8	29.5	66.0	28.2	277.0	65.0	0.258	0.409	0.431	0.431	0.486	0.683	0.72
039349	18	66	1.87	65.006	63.681	62.782	62.729	2.224	0.951	1.866	53	6	47	14	13	53	61	2	0	8	0	0	339.8	73.1	60.0	7482.3	481.4	18136.6	66.8	23.5	228.2	33902.5	184.5	30.7	558.1	82.0	770.0	101.0	0.442	0.648	0.862	0.862	1.481	1.86	1.866
039349	19	69	0.96	68.148	67.881	67.027	66.974	1.121	0.906	0.961	42	10	32	5	4	42	67	2	0	8	0	0	185.7	40.9	32.1	4008.5	323.6	4569.0	42.9	8.4	76.3	56561.0	176.7	31.9	368.3	45.5	340.3	69.2	0.283	0.448	0.514	0.514	0.657	0.954	0.961
039349	1	15	0.35	14.774	5.691	4.748	4.697	10.026	0.994	0.613	43	8	35	3	2	43	68	0	0	0	0	0	111.3	26.1	20.9	2176.1	126.1	1221.1	25.1	0.5	4.0	423.9	173.7	29.6	55.2	31.7	200.9	49.4	0.21	0.325	0.346	0.346	0.374	0.586	0.613
039349	20	14	0.55	13.532	12.258	11.409	11.354	2.123	0.903	0.805	56	11	45	1	1	56	82	1	0	9	0	0	189.5	42.3	34.3	4106.2	262.7	3013.8	44.0	17.7	147.4	2714.4	169.2	28.9	100.1	42.9	305.6	68.6	0.297	0.442	0.523	0.523	0.547	0.764	0.805
039349	21	44	1.05	43.339	42.991	42.105	42.048	1.234	0.943	1.259	46	11	35	6	6	46	66	0	0	0	0	0	272.5	59.6	49.2	7613.8	630.3	7433.5	62.7	0.8	1.9	24473.1	187.0	32.4	382.8	65.9	528.5	90.6	0.385	0.604	0.723	0.723	0.951	1.251	1.259
039349	22	53	1.57	52.085	51.767	50.882	50.83	1.203	0.937	1.573	57	5	52	8	8	57	69	1	0	8	0	0	337.1	72.3	59.5	8448.9	506.6	14424.7	72.6	4.6	27.0	25193.1	169.9	30.5	448.0	78.6	663.9	104.9	0.438	0.689	0.848	0.848	1.259	1.569	1.573
039349	23	81	1.15	80.127	79.81	78.918	78.864	1.209	0.945	1.582	46	10	36	7	7	46	66	1	0	7	0	0	320.0	68.7	61.4	7330.4	563.1	9117.9	64.1	9.6	131.9	59229.2	202.3	30.9	726.3	75.4	624.6	100.0	0.413	0.656	0.791	0.791	1.154	1.578	1.582
039349	24	19	0.67	18.799	17.528	16.692	16.642	2.107	0.886	0.93	58	14	44	4	3	58	79	0	0	0	0	0	201.3	45.7	37.1	5079.7	363.7	2141.8	45.6	0.6	1.9	7729.4	167.4	30.4	239.1	38.5	350.0	73.1	0.318	0.525	0.551	0.551	0.65	0.923	0.93
039349	25	27	1.32	26.477	26.181	25.287	25.236	1.19	0.944	1.359	60	18	42	4	3	60	76	2	0	18	0	0	390.7	83.8	68.1	9248.4	833.5	5693.3	84.8	32.5	242.6	7032.0	170.6	31.7	276.9	58.4	650.9	118.5	0.499	0.74	0.906	0.906	1.04	1.316	1.359
039349	26	43	1.37	42.199	41.954	41.076	41.026	1.123	0.927	1.367	45	6	39	4	4	45	60	1	0	7	0	0	353.9	76.1	63.4	11377.0	1995.4	6224.7	89.8	6.4	49.7	19092.7	182.8	32.3	377.1	61.4	627.8	118.5	0.463	0.761	0.898	0.898	1.053	1.343	1.367
039349	27	22	0.81	21.585	21.298	20.451	20.398	1.134	0.899	1.171	48	10	38	5	5	48	66	0	0	0	0	0	293.3	61.0	49.7	6079.0	671.1	6685.0	56.7	0.6	1.4	5290.2	167.3	30.0	187.0	54.9	508.5	95.6	0.393	0.61	0.719	0.719	0.88	1.126	1.171
039349	28	60	1.98	59.646	58.351	57.401	57.35	2.245	1.001	2.072	58	12	46	4	4	58	73	1	0	3	0	0	649.1	136.8	116.3	19800.8	1663.3	19143.4	141.6	9.9	161.5	13162.3	169.3	30.8	422.3	94.8	1051.2	191.8	0.758	1.111	1.379	1.379	1.668	1.98	2.072
039349	29	62	0.73	61.455	61.04	60.208	60.15	1.247	0.889	1.023	42	8	34	3	3	42	58	0	0	0	0	0	245.8	53.0	43.9	5871.7	360.3	2485.7	55.9	0.5	10.7	49865.7	173.4	31.6	341.1	43.4	389.2	81.1	0.343	0.573	0.594	0.594	0.731	1.019	1.023
039349	2	25	0.55	25.145	16.075	15.077	15.02	10.068	1.055	0.82	47	9	38	4	2	47	64	2	0	14	0	0	215.7	43.6	37.2	4978.7	470.7	1641.0	45.5	31.3	118.5	6548.6	177.9	29.8	167.9	32.6	321.5	69.4	0.296	0.48	0.493	0.493	0.555	0.796	0.82
039349	30	33	1.36	32.513	32.118	31.214	31.158	1.299	0.959	1.37	56	11	45	5	5	56	66	1	0	9	0	0	351.2	81.0	64.1	8869.7	997.8	5905.6	66.7	15.8	179.6	13010.5	184.2	30.7	412.0	53.9	590.4	113.2	0.441	0.72	0.815	0.815	1.042	1.358	1.37
039349	31	50	1.38	50.165	49.823	48.938	48.887	1.227	0.935	1.384	53	12	41	6	6	53	67	0	0	0	0	0	339.0	70.3	58.2	6790.2	423.7	8106.3	72.5	1.8	0.9	31466.1	180.1	32.5	410.3	62.3	584.5	106.3	0.435	0.664	0.774	0.774	1.061	1.378	1.384
039349	32	17	0.92	16.326	16.079	15.238	15.187	1.088	0.891	0.95	47	12	35	4	4	47	68	1	0	7	0	0	210.7	45.5	37.4	4765.8	471.1	4088.4	53.0	8.8	66.4	4488.0	158.7	29.9	148.4	52.2	382.3	72.7	0.313	0.507	0.578	0.578	0.706	0.92	0.95
039349	33	35	1.3	34.407	33.069	32.159	32.104	2.248	0.964	1.299	57	14	43	3	2	57	70	0	0	0	0	0	401.7	85.6	71.1	13400.4	972.0	14210.3	70.8	0.6	7.4	1483.6	165.3	28.8	173.9	69.7	629.0	124.5	0.504	0.902	0.928	0.928	0.98	1.213	1.299
039349	34	47	0.8	47.369	47.005	46.166	46.114	1.203	0.89	1.138	42	11	31	7	7	42	62	0	0	0	0	0	213.3	47.5	37.9	4050.0	284.6	2897.1	40.8	0.4	1.3	37232.0	185.1	30.1	435.5	40.4	407.0	74.6	0.319	0.491	0.551	0.551	0.803	1.129	1.138
039349	35	38	0.95	38.115	37.763	36.901	36.847	1.214	0.916	0.948	59	11	48	5	3	59	75	0	0	0	0	0	206.2	50.2	38.4	4920.3	573.7	3895.3	48.7	0.7	17.9	26031.8	174.3	30.6	282.4	41.0	360.5	75.3	0.319	0.501	0.555	0.555	0.659	0.943	0.948
039349	36	15	0.84	14.681	14.412	13.554	13.496	1.127	0.915	0.943	44	11	33	3	3	44	68	1	0	7	0	0	235.9	51.8	41.3	4275.1	308.9	2768.2	42.4	10.0	108.4	4668.7	160.0	30.5	195.2	46.8	377.3	79.1	0.332	0.509	0.572	0.572	0.697	0.927	0.943
039349	37	42	1.46	41.681	41.337	40.386	40.33	1.295	1.007	1.632	58	18	40	2	2	58	67	0	0	0	0	0	515.3	104.4	87.5	13967.7	1883.3	6351.5	116.9	0.5	0.6	15325.9	178.1	29.3	441.9	66.9	754.9	150.6	0.612	0.944	1.142	1.142	1.26	1.568	1.632
039349	38	134	2.29	133.996	133.691	132.782	132.724	1.214	0.966	2.314	48	4	44	13	13	48	69	3	0	19	0	0	393.3	82.8	70.9	10207.8	842.5	17150.1	76.1	85.1	478.6	100598.3	200.2	30.7	1012.7	89.9	939.0	122.0	0.5	0.842	0.98	0.98	1.807	2.312	2.314
039349	39	20	0.61	19.264	17.963	17.111	17.061	2.153	0.902	0.896	48	8	40	3	3	48	61	1	0	3	0	0	204.9	44.2	35.5	4564.3	276.9	5684.1	38.9	1.4	7.9	5276.3	164.5	30.5	213.6	50.2	325.3	72.3	0.303	0.489	0.57	0.57	0.634	0.888	0.896
039349	3	30	0.72	29.518	20.439	19.443	19.387	10.075	1.052	0.993	48	13	35	3	2	48	71	0	0	0	0	0	304.1	56.4	47.3	5299.8	378.9	5553.9	52.9	0.8	5.8	6586.7	173.8	29.0	200.8	48.2	423.6	90.4	0.362	0.559	0.653	0.653	0.721	0.968	0.993
039349	40	18	0.5	17.672	15.334	14.495	14.44	3.177	0.893	0.785	47	6	41	4	3	47	60	3	0	11	0	0	153.3	35.3	28.3	3650.5	226.3	2484.4	30.9	10.2	56.6	6961.8	162.4	30.5	181.2	39.2	269.1	63.4	0.253	0.428	0.451	0.451	0.528	0.773	0.785
039349	41	38	0.77	37.761	37.386	36.543	36.492	1.218	0.894	1.114	46	6	40	5	4	46	65	0	0	0	0	0	243.9	51.5	42.2	4875.2	440.8	5509.6	49.6	0.5	2.7	23986.0	175.6	30.1	360.9	59.2	419.4	82.4	0.341	0.545	0.636	0.636	0.801	1.109	1.114
039349	42	20	0.63	19.02	18.753	17.937	17.884	1.083	0.868	0.91	44	10	34	4	4	44	64	2	0	6	0	0	187.5	40.7	33.1	4902.3	767.1	2142.2	39.9	8.6	73.3	8702.0	170.2	30.2	227.0	38.4	334.6	70.7	0.283	0.454	0.521	0.521	0.634	0.903	0.91
039349	43	22	0.71	21.575	21.218	20.375	20.319	1.2	0.898	1.035	48	14	34	9	7	48	67	1	0	10	0	0	205.9	41.5	33.5	3694.8	259.6	4354.3	40.9	8.8	32.5	10560.2	187.9	33.0	292.6	51.2	382.9	63.0	0.301	0.5	0.544	0.544	0.739	1.03	1.035
039349	44	116	2.01	115.537	113.244	112.376	112.32	3.161	0.923	2.009	67	13	54	10	10	67	81	3	0	3	0	0	398.2	82.2	68.0	9618.3	610.3	10093.3	78.2	9.4	59.2	88820.3	195.1	30.8	909.0	73.4	878.0	117.3	0.496	0.789	0.912	0.912	1.556	2.008	2.009
039349	45	28	0.75	27.437	25.145	24.31	24.253	3.127	0.892	1.074	47	6	41	4	4	47	68	1	0	18	0	0	254.4	55.0	44.5	5735.4	462.5	4867.1	52.2	54.1	246.9	11314.0	176.4	31.1	292.3	50.3	423.5	81.8	0.355	0.56	0.637	0.637	0.783	1.07	1.074
039349	46	22	0.68	21.285	18.967	18.115	18.066	3.17	0.901	1.028	52	14	38	4	4	52	69	2	0	9	0	0	252.7	53.4	43.5	5481.0	643.5	3144.7	63.0	11.1	59.4	7249.8	169.5	30.7	182.9	43.0	419.4	83.8	0.355	0.552	0.618	0.618	0.748	1.006	1.028
039349	47	19	1.03	18.448	18.102	17.256	17.203	1.192	0.899	1.078	54	5	49	4	3	54	76	1	0	2	0	0	297.4	61.4	50.7	6435.0	781.7	6023.8	57.1	1.1	3.7	2395.1	166.6	31.5	150.7	50.0	462.6	96.5	0.393	0.633	0.713	0.713	0.795	1.032	1.078
039349	48	42	1.34	41.262	40.85	39.97	39.914	1.292	0.935	1.442	55	14	41	8	4	55	69	0	0	0	0	0	383.5	79.9	66.0	8826.0	752.8	10739.3	74.8	0.6	1.8	17418.2	167.9	29.6	354.4	78.6	630.0	114.9	0.488	0.724	0.913	0.913	1.148	1.421	1.442
039349	49	14	0.65	13.498	13.229	12.401	12.346	1.097	0.882	0.924	52	9	43	1	1	52	85	0	0	0	0	0	253.3	53.9	44.2	5356.8	651.3	3071.2	50.9	0.5	2.6	1912.0	183.6	29.0	105.8	41.6	378.3	85.3	0.357	0.569	0.625	0.625	0.652	0.871	0.924
039349	4	51	1.13	50.719	41.63	40.664	40.611	10.055	1.019	1.134	47	9	38	3	2	47	69	0	0	0	0	0	373.0	75.4	55.3	7785.2	554.9	4975.3	74.0	0.5	1.2	25332.6	180.0	30.2	336.4	55.1	484.9	116.7	0.415	0.654	0.733	0.733	0.844	1.126	1.134
039349	50	37	1.24	36.401	36.174	35.328	35.272	1.073	0.901	1.24	47	9	38	9	8	47	68	0	0	0	0	0	237.0	51.7	42.2	6807.9	526.7	5321.8	55.7	0.6	0.1	20911.3	178.1	29.9	340.7	55.1	475.9	83.5	0.347	0.579	0.646	0.646	0.927	1.234	1.24
039349	51	17	0.82	16.967	15.692	14.82	14.768	2.147	0.924	1.11	49	16	33	5	4	49	73	2	0	3	0	0	302.4	62.0	51.9	6288.7	633.4	1988.5	58.5	5.2	28.5	4200.3	169.1	31.6	166.5	37.5	492.6	101.9	0.399	0.64	0.671	0.671	0.822	1.07	1.11
039349	52	29	1.26	28.577	28.274	27.383	27.328	1.194	0.945	1.272	47	12	35	5	5	47	60	2	0	32	0	0	339.1	70.7	58.2	7062.4	658.0	5528.5	67.5	99.9	435.1	11613.4	173.5	32.5	298.8	45.8	569.0	103.3	0.437	0.673	0.752	0.752	0.974	1.258	1.272
