run	idx	event	wall_s	peak_rss_gb	ql_took_ms	prefit_ms	xtpc_cull_ms	fit_ms	output_ms	build_bundles_ms	decompose_ms	vis_loop_ms	cand_pts	nflash	ngroups
039349	11	19629	24	0.47	2608	2002.8	89.3	161.9	354.7	1531.5	65.3	1104.2	2652339	177	67
039349	12	19649	27	0.51	2356	1487.0	336.2	128.3	405.4	1068.1	67.3	714.5	2025714	161	70
039349	13	19669	22	0.49	1832	1065.5	137.9	235.1	393.9	706.5	61.5	468.0	1468783	152	74
039349	14	19689	23	0.48	2190	1524.1	130.5	88.7	446.9	959.2	81.9	571.4	1581141	151	63
039349	15	19709	27	0.56	2824	1891.0	335.3	179.6	418.4	1402.4	87.9	1043.7	2807214	185	70
039349	16	19729	32	0.56	2381	1642.2	327.1	93.3	319.2	1297.1	60.7	1022.8	3497584	178	75
039349	17	19749	18	0.42	1765	1127.4	187.1	145.6	305.3	864.3	52.7	591.0	1781301	178	75
039349	18	19769	27	0.56	2562	1794.5	217.0	34.6	516.7	1236.3	92.9	881.1	2713020	174	62
039349	19	19789	21	0.44	1606	1042.7	86.0	166.4	311.3	673.0	54.7	447.9	1384416	157	70
039349	1	19429	13	0.39	1275	775.8	82.6	211.6	205.0	561.9	51.0	347.8	1002876	184	66
039349	20	19809	20	0.48	1784	1160.5	81.2	221.7	321.4	784.8	49.8	550.1	1474192	156	81
039349	21	19829	28	0.53	2161	1523.9	49.5	158.7	429.8	1096.7	71.4	754.8	2081909	154	70
039349	22	19849	29	0.56	2872	1839.5	465.5	88.9	478.8	1327.5	81.4	961.2	2935786	181	74
039349	23	19869	30	0.57	2356	1640.4	98.4	164.6	452.9	1187.9	85.0	836.2	2560493	184	70
039349	24	19889	20	0.46	2026	1284.4	275.0	131.1	335.6	932.1	56.5	637.9	1867004	165	80
039349	25	19909	33	0.64	2031	1320.9	278.2	64.7	367.4	902.4	67.8	654.6	3560593	161	84
039349	26	19929	36	0.60	2075	1624.7	81.3	47.9	321.5	1245.2	62.7	1047.7	5740205	170	64
039349	27	19949	28	0.52	2191	1563.0	122.8	60.7	444.9	1124.4	73.5	820.5	2487121	156	70
039349	28	22777	51	0.94	3444	1903.2	953.5	43.3	544.3	1313.2	87.4	973.0	5546989	173	89
039349	29	22797	21	0.46	1689	1153.1	53.0	107.0	376.3	783.4	64.0	503.5	1488586	159	61
039349	2	19449	21	0.42	1815	1235.5	130.7	107.7	341.7	921.7	58.8	703.6	1894037	144	67
039349	30	22817	35	0.59	2678	1974.5	193.7	36.6	473.7	1533.1	79.4	1227.6	4526049	172	69
039349	31	22837	30	0.60	2890	1842.0	584.6	132.5	331.3	1306.0	80.0	940.0	2882769	186	75
039349	32	22857	22	0.44	2063	1507.1	100.1	101.0	355.7	1154.3	64.7	849.1	2185915	165	67
039349	33	22877	39	0.66	2235	1457.5	191.8	39.4	546.7	1060.3	59.9	783.7	3904534	190	73
039349	34	22897	22	0.43	1875	1303.7	138.0	105.9	327.4	952.7	63.8	688.9	1791411	149	65
039349	35	22917	24	0.50	2239	1409.6	276.6	203.2	350.1	1044.7	63.3	714.7	2102312	176	75
039349	36	22937	22	0.47	1831	1014.8	288.4	148.8	379.0	654.1	68.8	412.4	1304803	136	72
039349	37	22957	45	0.76	2494	1885.7	135.5	32.3	440.9	1458.6	69.3	1201.4	6618270	175	79
039349	38	22977	35	0.64	1788	1312.9	71.8	50.3	353.8	920.7	58.8	689.7	3786790	173	73
039349	39	22997	22	0.41	1608	1036.6	71.9	58.9	441.0	703.4	59.2	465.5	1432222	176	65
039349	3	19469	26	0.51	2048	1377.2	117.6	133.1	420.1	943.7	67.6	653.7	1804534	153	73
039349	40	23017	18	0.31	1248	893.2	34.8	56.3	264.7	651.8	42.0	398.6	1132348	138	65
039349	41	23037	27	0.46	2251	1616.5	177.0	95.2	362.5	1248.0	64.0	972.4	2540657	166	67
039349	42	23057	24	0.41	1947	1403.0	108.4	109.3	327.1	1110.7	52.6	887.2	2662916	155	69
039349	43	23077	21	0.39	1802	1212.6	103.8	179.6	306.4	867.5	62.7	604.8	1631016	166	68
039349	44	23097	33	0.64	2151	1338.6	385.5	70.1	357.5	961.0	62.4	697.7	2887442	188	86
039349	45	23117	25	0.50	2126	1367.4	243.8	122.2	392.9	945.9	69.8	653.8	1958243	172	69
039349	46	23137	24	0.47	2445	1589.5	393.5	77.2	385.7	1192.1	73.0	882.8	2522941	163	69
039349	47	23157	29	0.58	2623	1787.5	210.7	179.3	445.6	1334.6	72.1	975.2	2842573	182	79
039349	48	23177	33	0.62	1857	1220.3	184.1	37.0	415.6	823.1	66.8	585.9	3110231	177	77
039349	49	23197	28	0.55	2244	1520.5	123.4	238.0	363.0	1124.2	70.1	797.2	2326473	167	82
039349	4	19489	27	0.60	2772	1753.4	375.2	197.7	446.6	1263.0	79.6	912.3	2549521	163	79
039349	50	23217	29	0.50	2165	1541.9	155.8	132.5	335.3	1173.8	62.1	861.0	2419481	167	73
039349	51	23237	28	0.57	2421	1654.6	162.9	149.5	454.0	1181.1	77.9	820.0	2383430	173	76
039349	52	23257	31	0.55	2423	1743.4	177.1	65.5	437.5	1248.8	80.7	942.8	2868940	172	63
039349	53	23277	33	0.60	1930	1267.8	87.8	60.2	514.6	887.5	60.7	652.8	3077458	150	66
039349	54	23297	28	0.53	3167	2131.1	490.9	119.5	425.8	1619.0	77.3	1273.1	3567370	186	72
039349	55	23317	25	0.50	2291	1457.0	299.6	123.1	412.2	961.8	112.7	609.2	1792106	166	75
039349	56	55766	31	0.54	2135	1387.4	348.2	65.1	335.0	955.8	65.4	685.1	2162769	157	71
039349	57	55786	31	0.57	1780	1347.0	23.5	120.0	290.1	1014.1	54.2	792.9	3807540	166	74
039349	58	55806	30	0.58	2369	1586.3	161.7	219.2	402.6	1179.0	71.3	821.5	2470963	158	83
039349	59	55826	22	0.47	1993	1419.0	78.3	135.9	360.7	861.5	109.4	574.5	1516122	163	70
039349	5	19509	31	0.57	2469	1956.3	59.1	134.4	319.4	1503.5	79.6	1174.2	3736716	178	74
039349	60	55846	25	0.49	1885	1250.0	128.0	132.1	375.5	880.9	68.5	618.5	1843117	169	64
039349	61	55866	20	0.43	1701	1156.0	118.4	90.8	336.3	822.9	56.4	562.7	1544300	170	71
039349	62	55886	27	0.58	2270	1580.1	54.6	209.9	425.8	1136.7	72.1	809.8	2349029	175	80
039349	63	55906	34	0.61	2260	1818.6	50.3	62.7	328.9	1284.7	86.7	1031.8	4893236	157	70
039349	64	55926	22	0.54	2119	1435.0	196.4	111.6	376.7	1050.3	61.8	802.8	2562250	191	84
039349	65	55946	14	0.30	1124	810.7	75.3	39.7	199.2	540.6	39.7	368.0	1604316	167	61
039349	66	55966	18	0.42	1676	1241.9	62.0	141.0	231.4	892.1	53.7	713.6	3434754	172	79
039349	67	55986	14	0.35	1096	663.8	108.0	129.9	194.9	468.2	33.0	331.7	1929321	162	84
039349	68	56006	19	0.55	1533	1049.2	130.3	85.1	268.7	787.0	42.7	611.5	3374337	178	73
039349	69	56026	23	0.59	1928	1503.3	88.8	42.2	294.2	1203.6	49.2	1013.0	5777548	165	74
039349	6	19529	24	0.50	1947	1199.1	165.2	177.3	405.5	793.4	72.4	524.8	1452990	138	80
039349	70	56046	17	0.60	1528	938.0	217.1	108.8	264.5	587.6	52.2	371.9	2052528	191	78
039349	71	56066	22	0.59	1593	1167.1	91.6	18.2	316.4	830.3	49.0	640.7	3665665	170	72
039349	72	56086	21	0.64	1585	1082.1	123.2	36.6	343.3	699.1	56.5	481.6	2740943	181	80
039349	73	56106	18	0.60	1589					677.4	44.1	488.9	2808926	193	80
039349	74	56126	15	0.47	1181	766.1	112.5	93.5	208.9	570.2	32.1	418.9	2149703	181	74
039349	75	56146	25	0.68	1947	1277.2	228.8	97.1	344.4	929.7	53.7	722.7	4113632	181	81
039349	76	56166	18	0.53	1345	862.4	128.0	91.8	262.8	614.0	38.4	442.4	2391887	160	81
039349	77	56186	23	0.64	1828	1225.9	198.6	86.1	317.5	893.6	51.4	688.7	3927261	172	81
039349	78	56206	15	0.47	1169	755.9	127.8	56.8	228.6	490.2	36.5	335.3	1907009	186	66
039349	79	56226	21	0.66	2020	1291.4	295.5	123.0	310.4	961.0	51.2	755.2	4287417	180	80
039349	7	19549	38	0.70	2403	1810.0	130.4	78.5	384.5	1283.5	81.7	971.2	4727500	185	78
039349	80	56246	14	0.38	1201	815.0	46.5	121.7	218.5	598.4	41.3	408.1	1680244	159	74
039349	81	56266	17	0.51	1268	879.3	87.2	59.6	242.9	629.8	40.0	475.9	2700071	150	73
039349	82	56286	14	0.48	1065	718.1	45.3	64.9	236.7	435.0	39.3	275.4	1537845	164	63
039349	83	56306	19	0.55	1460	1102.2	45.9	33.6	278.6	804.5	43.8	624.8	3540847	171	78
039349	8	19569	22	0.40	1746	1330.7	31.9	103.3	280.4	1051.8	54.0	834.8	2542634	150	60
039349	9	19589	25	0.47	2016	1324.5	207.9	70.0	414.1	913.5	80.0	643.4	1991062	152	59
