fileidx	file	entry	run	subrun	event
008	reco1-detsim-g4-filter-gen-0dc2-5db0-ca0e-a346_nuecc.root	4	291	52	5271
008	reco1-detsim-g4-filter-gen-0dc2-5db0-ca0e-a346_nuecc.root	5	291	52	5987
008	reco1-detsim-g4-filter-gen-0dc2-5db0-ca0e-a346_nuecc.root	6	291	52	6321
008	reco1-detsim-g4-filter-gen-0dc2-5db0-ca0e-a346_nuecc.root	7	291	52	6372
008	reco1-detsim-g4-filter-gen-0dc2-5db0-ca0e-a346_nuecc.root	8	291	52	7370
008	reco1-detsim-g4-filter-gen-0dc2-5db0-ca0e-a346_nuecc.root	9	291	52	8141
008	reco1-detsim-g4-filter-gen-0dc2-5db0-ca0e-a346_nuecc.root	10	291	52	9006
008	reco1-detsim-g4-filter-gen-0dc2-5db0-ca0e-a346_nuecc.root	11	291	52	11557
008	reco1-detsim-g4-filter-gen-0dc2-5db0-ca0e-a346_nuecc.root	12	291	52	12313
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	0	292	49	382
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	1	292	49	3165
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	2	292	49	4569
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	3	292	49	5314
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	4	292	49	6739
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	5	292	49	6954
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	6	292	49	8234
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	7	292	49	9392
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	8	292	49	9654
009	reco1-detsim-g4-filter-gen-0de4-1917-6919-c2ad_nuecc.root	9	292	49	12417
010	reco1-detsim-g4-filter-gen-0e5b-72ab-f199-c46e_nuecc.root	0	300	21	2622
010	reco1-detsim-g4-filter-gen-0e5b-72ab-f199-c46e_nuecc.root	1	300	21	5092
010	reco1-detsim-g4-filter-gen-0e5b-72ab-f199-c46e_nuecc.root	2	300	21	5839
010	reco1-detsim-g4-filter-gen-0e5b-72ab-f199-c46e_nuecc.root	3	300	21	8042
010	reco1-detsim-g4-filter-gen-0e5b-72ab-f199-c46e_nuecc.root	4	300	21	9352
010	reco1-detsim-g4-filter-gen-0e5b-72ab-f199-c46e_nuecc.root	5	300	21	9929
010	reco1-detsim-g4-filter-gen-0e5b-72ab-f199-c46e_nuecc.root	6	300	21	10477
010	reco1-detsim-g4-filter-gen-0e5b-72ab-f199-c46e_nuecc.root	7	300	21	10938
011	reco1-detsim-g4-filter-gen-0f0b-3271-af6a-9106_nuecc.root	0	296	78	4022
011	reco1-detsim-g4-filter-gen-0f0b-3271-af6a-9106_nuecc.root	1	296	78	4279
011	reco1-detsim-g4-filter-gen-0f0b-3271-af6a-9106_nuecc.root	2	296	78	7636
011	reco1-detsim-g4-filter-gen-0f0b-3271-af6a-9106_nuecc.root	3	296	78	9082
011	reco1-detsim-g4-filter-gen-0f0b-3271-af6a-9106_nuecc.root	4	296	78	9268
011	reco1-detsim-g4-filter-gen-0f0b-3271-af6a-9106_nuecc.root	5	296	78	10126
011	reco1-detsim-g4-filter-gen-0f0b-3271-af6a-9106_nuecc.root	6	296	78	11863
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	0	291	19	562
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	1	291	19	1056
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	2	291	19	1655
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	3	291	19	3596
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	4	291	19	3726
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	5	291	19	4976
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	6	291	19	6515
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	7	291	19	7520
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	8	291	19	7906
012	reco1-detsim-g4-filter-gen-106b-b5ce-662c-2f7f_nuecc.root	9	291	19	8935
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	0	291	28	440
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	1	291	28	1911
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	2	291	28	2162
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	3	291	28	3972
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	4	291	28	6975
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	5	291	28	7423
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	6	291	28	8682
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	7	291	28	8877
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	8	291	28	11603
013	reco1-detsim-g4-filter-gen-12cf-05ca-1978-b7e3_nuecc.root	9	291	28	12135
014	reco1-detsim-g4-filter-gen-134d-73da-dfcc-60c3_nuecc.root	0	296	68	1078
014	reco1-detsim-g4-filter-gen-134d-73da-dfcc-60c3_nuecc.root	1	296	68	3511
014	reco1-detsim-g4-filter-gen-134d-73da-dfcc-60c3_nuecc.root	2	296	68	7106
014	reco1-detsim-g4-filter-gen-134d-73da-dfcc-60c3_nuecc.root	3	296	68	8037
014	reco1-detsim-g4-filter-gen-134d-73da-dfcc-60c3_nuecc.root	4	296	68	9391
014	reco1-detsim-g4-filter-gen-134d-73da-dfcc-60c3_nuecc.root	5	296	68	10769
015	reco1-detsim-g4-filter-gen-1384-f5a5-c1ff-d4aa_nuecc.root	0	291	90	687
015	reco1-detsim-g4-filter-gen-1384-f5a5-c1ff-d4aa_nuecc.root	1	291	90	2904
015	reco1-detsim-g4-filter-gen-1384-f5a5-c1ff-d4aa_nuecc.root	2	291	90	3899
015	reco1-detsim-g4-filter-gen-1384-f5a5-c1ff-d4aa_nuecc.root	3	291	90	5486
015	reco1-detsim-g4-filter-gen-1384-f5a5-c1ff-d4aa_nuecc.root	4	291	90	5915
015	reco1-detsim-g4-filter-gen-1384-f5a5-c1ff-d4aa_nuecc.root	5	291	90	8299
015	reco1-detsim-g4-filter-gen-1384-f5a5-c1ff-d4aa_nuecc.root	6	291	90	8570
015	reco1-detsim-g4-filter-gen-1384-f5a5-c1ff-d4aa_nuecc.root	7	291	90	11280
015	reco1-detsim-g4-filter-gen-1384-f5a5-c1ff-d4aa_nuecc.root	8	291	90	12130
016	reco1-detsim-g4-filter-gen-1529-2e59-bae3-4ec3_nuecc.root	0	300	77	1475
016	reco1-detsim-g4-filter-gen-1529-2e59-bae3-4ec3_nuecc.root	1	300	77	1918
016	reco1-detsim-g4-filter-gen-1529-2e59-bae3-4ec3_nuecc.root	2	300	77	3846
016	reco1-detsim-g4-filter-gen-1529-2e59-bae3-4ec3_nuecc.root	3	300	77	4179
016	reco1-detsim-g4-filter-gen-1529-2e59-bae3-4ec3_nuecc.root	4	300	77	6976
016	reco1-detsim-g4-filter-gen-1529-2e59-bae3-4ec3_nuecc.root	5	300	77	7751
016	reco1-detsim-g4-filter-gen-1529-2e59-bae3-4ec3_nuecc.root	6	300	77	7994
017	reco1-detsim-g4-filter-gen-19cd-3d0f-5f36-9762_nuecc.root	0	300	40	4304
017	reco1-detsim-g4-filter-gen-19cd-3d0f-5f36-9762_nuecc.root	1	300	40	6500
017	reco1-detsim-g4-filter-gen-19cd-3d0f-5f36-9762_nuecc.root	2	300	40	8313
017	reco1-detsim-g4-filter-gen-19cd-3d0f-5f36-9762_nuecc.root	3	300	40	11275
017	reco1-detsim-g4-filter-gen-19cd-3d0f-5f36-9762_nuecc.root	4	300	40	11512
017	reco1-detsim-g4-filter-gen-19cd-3d0f-5f36-9762_nuecc.root	5	300	40	11719
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	0	293	54	114
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	1	293	54	863
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	2	293	54	2140
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	3	293	54	4187
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	4	293	54	5074
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	5	293	54	5671
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	6	293	54	6869
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	7	293	54	7766
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	8	293	54	9869
018	reco1-detsim-g4-filter-gen-1ac4-7328-e737-4662_nuecc.root	9	293	54	10628
019	reco1-detsim-g4-filter-gen-1c1c-633a-bc66-a7dc_nuecc.root	0	295	76	1107
019	reco1-detsim-g4-filter-gen-1c1c-633a-bc66-a7dc_nuecc.root	1	295	76	3364
019	reco1-detsim-g4-filter-gen-1c1c-633a-bc66-a7dc_nuecc.root	2	295	76	5591
019	reco1-detsim-g4-filter-gen-1c1c-633a-bc66-a7dc_nuecc.root	3	295	76	5728
019	reco1-detsim-g4-filter-gen-1c1c-633a-bc66-a7dc_nuecc.root	4	295	76	6093
019	reco1-detsim-g4-filter-gen-1c1c-633a-bc66-a7dc_nuecc.root	5	295	76	7817
019	reco1-detsim-g4-filter-gen-1c1c-633a-bc66-a7dc_nuecc.root	6	295	76	9610
019	reco1-detsim-g4-filter-gen-1c1c-633a-bc66-a7dc_nuecc.root	7	295	76	9892
019	reco1-detsim-g4-filter-gen-1c1c-633a-bc66-a7dc_nuecc.root	8	295	76	10307
020	reco1-detsim-g4-filter-gen-1e6c-9f56-6707-7d33_nuecc.root	0	295	86	279
020	reco1-detsim-g4-filter-gen-1e6c-9f56-6707-7d33_nuecc.root	1	295	86	610
020	reco1-detsim-g4-filter-gen-1e6c-9f56-6707-7d33_nuecc.root	2	295	86	2236
020	reco1-detsim-g4-filter-gen-1e6c-9f56-6707-7d33_nuecc.root	3	295	86	3016
020	reco1-detsim-g4-filter-gen-1e6c-9f56-6707-7d33_nuecc.root	4	295	86	3092
020	reco1-detsim-g4-filter-gen-1e6c-9f56-6707-7d33_nuecc.root	5	295	86	6689
020	reco1-detsim-g4-filter-gen-1e6c-9f56-6707-7d33_nuecc.root	6	295	86	7299
020	reco1-detsim-g4-filter-gen-1e6c-9f56-6707-7d33_nuecc.root	7	295	86	9681
020	reco1-detsim-g4-filter-gen-1e6c-9f56-6707-7d33_nuecc.root	8	295	86	12381
021	reco1-detsim-g4-filter-gen-1ed3-e0a7-3061-db4f_nuecc.root	0	294	78	2753
021	reco1-detsim-g4-filter-gen-1ed3-e0a7-3061-db4f_nuecc.root	1	294	78	4462
021	reco1-detsim-g4-filter-gen-1ed3-e0a7-3061-db4f_nuecc.root	2	294	78	4611
021	reco1-detsim-g4-filter-gen-1ed3-e0a7-3061-db4f_nuecc.root	3	294	78	5400
021	reco1-detsim-g4-filter-gen-1ed3-e0a7-3061-db4f_nuecc.root	4	294	78	5540
021	reco1-detsim-g4-filter-gen-1ed3-e0a7-3061-db4f_nuecc.root	5	294	78	7132
021	reco1-detsim-g4-filter-gen-1ed3-e0a7-3061-db4f_nuecc.root	6	294	78	8223
021	reco1-detsim-g4-filter-gen-1ed3-e0a7-3061-db4f_nuecc.root	7	294	78	10068
021	reco1-detsim-g4-filter-gen-1ed3-e0a7-3061-db4f_nuecc.root	8	294	78	10582
022	reco1-detsim-g4-filter-gen-21f5-8432-6192-00e8_nuecc.root	0	293	77	262
022	reco1-detsim-g4-filter-gen-21f5-8432-6192-00e8_nuecc.root	1	293	77	1298
022	reco1-detsim-g4-filter-gen-21f5-8432-6192-00e8_nuecc.root	2	293	77	4066
022	reco1-detsim-g4-filter-gen-21f5-8432-6192-00e8_nuecc.root	3	293	77	8034
022	reco1-detsim-g4-filter-gen-21f5-8432-6192-00e8_nuecc.root	4	293	77	10416
023	reco1-detsim-g4-filter-gen-2288-8a04-4afc-4d4e_nuecc.root	0	295	18	6314
023	reco1-detsim-g4-filter-gen-2288-8a04-4afc-4d4e_nuecc.root	1	295	18	7461
023	reco1-detsim-g4-filter-gen-2288-8a04-4afc-4d4e_nuecc.root	2	295	18	7595
023	reco1-detsim-g4-filter-gen-2288-8a04-4afc-4d4e_nuecc.root	3	295	18	11633
024	reco1-detsim-g4-filter-gen-2326-7354-00a7-50fa_nuecc.root	0	293	39	199
024	reco1-detsim-g4-filter-gen-2326-7354-00a7-50fa_nuecc.root	1	293	39	2881
024	reco1-detsim-g4-filter-gen-2326-7354-00a7-50fa_nuecc.root	2	293	39	3515
024	reco1-detsim-g4-filter-gen-2326-7354-00a7-50fa_nuecc.root	3	293	39	3719
024	reco1-detsim-g4-filter-gen-2326-7354-00a7-50fa_nuecc.root	4	293	39	3755
024	reco1-detsim-g4-filter-gen-2326-7354-00a7-50fa_nuecc.root	5	293	39	5336
024	reco1-detsim-g4-filter-gen-2326-7354-00a7-50fa_nuecc.root	6	293	39	10317
024	reco1-detsim-g4-filter-gen-2326-7354-00a7-50fa_nuecc.root	7	293	39	12153
025	reco1-detsim-g4-filter-gen-235c-8220-750a-be38_nuecc.root	0	294	51	199
025	reco1-detsim-g4-filter-gen-235c-8220-750a-be38_nuecc.root	1	294	51	2140
025	reco1-detsim-g4-filter-gen-235c-8220-750a-be38_nuecc.root	2	294	51	7886
025	reco1-detsim-g4-filter-gen-235c-8220-750a-be38_nuecc.root	3	294	51	8099
025	reco1-detsim-g4-filter-gen-235c-8220-750a-be38_nuecc.root	4	294	51	10373
025	reco1-detsim-g4-filter-gen-235c-8220-750a-be38_nuecc.root	5	294	51	10967
025	reco1-detsim-g4-filter-gen-235c-8220-750a-be38_nuecc.root	6	294	51	11333
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	0	294	90	211
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	1	294	90	1209
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	2	294	90	1253
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	3	294	90	1986
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	4	294	90	3868
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	5	294	90	4596
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	6	294	90	6557
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	7	294	90	7140
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	8	294	90	7515
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	9	294	90	9075
026	reco1-detsim-g4-filter-gen-244c-024d-5d0b-fe49_nuecc.root	10	294	90	9355
027	reco1-detsim-g4-filter-gen-2798-e723-859a-80dd_nuecc.root	0	295	82	1317
027	reco1-detsim-g4-filter-gen-2798-e723-859a-80dd_nuecc.root	1	295	82	2415
027	reco1-detsim-g4-filter-gen-2798-e723-859a-80dd_nuecc.root	2	295	82	3511
027	reco1-detsim-g4-filter-gen-2798-e723-859a-80dd_nuecc.root	3	295	82	4230
027	reco1-detsim-g4-filter-gen-2798-e723-859a-80dd_nuecc.root	4	295	82	6771
027	reco1-detsim-g4-filter-gen-2798-e723-859a-80dd_nuecc.root	5	295	82	6784
027	reco1-detsim-g4-filter-gen-2798-e723-859a-80dd_nuecc.root	6	295	82	8758
027	reco1-detsim-g4-filter-gen-2798-e723-859a-80dd_nuecc.root	7	295	82	9820
027	reco1-detsim-g4-filter-gen-2798-e723-859a-80dd_nuecc.root	8	295	82	10554
028	reco1-detsim-g4-filter-gen-2804-8bc0-7b56-6635_nuecc.root	0	299	93	2052
028	reco1-detsim-g4-filter-gen-2804-8bc0-7b56-6635_nuecc.root	1	299	93	2116
028	reco1-detsim-g4-filter-gen-2804-8bc0-7b56-6635_nuecc.root	2	299	93	3731
028	reco1-detsim-g4-filter-gen-2804-8bc0-7b56-6635_nuecc.root	3	299	93	5386
028	reco1-detsim-g4-filter-gen-2804-8bc0-7b56-6635_nuecc.root	4	299	93	10371
028	reco1-detsim-g4-filter-gen-2804-8bc0-7b56-6635_nuecc.root	5	299	93	11114
028	reco1-detsim-g4-filter-gen-2804-8bc0-7b56-6635_nuecc.root	6	299	93	12304
029	reco1-detsim-g4-filter-gen-29e7-dc9e-fd81-b440_nuecc.root	0	297	76	1089
029	reco1-detsim-g4-filter-gen-29e7-dc9e-fd81-b440_nuecc.root	1	297	76	3474
029	reco1-detsim-g4-filter-gen-29e7-dc9e-fd81-b440_nuecc.root	2	297	76	7029
029	reco1-detsim-g4-filter-gen-29e7-dc9e-fd81-b440_nuecc.root	3	297	76	8730
029	reco1-detsim-g4-filter-gen-29e7-dc9e-fd81-b440_nuecc.root	4	297	76	12019
030	reco1-detsim-g4-filter-gen-29ef-f471-c4dd-fcef_nuecc.root	0	300	94	2844
030	reco1-detsim-g4-filter-gen-29ef-f471-c4dd-fcef_nuecc.root	1	300	94	6136
030	reco1-detsim-g4-filter-gen-29ef-f471-c4dd-fcef_nuecc.root	2	300	94	7447
030	reco1-detsim-g4-filter-gen-29ef-f471-c4dd-fcef_nuecc.root	3	300	94	7702
030	reco1-detsim-g4-filter-gen-29ef-f471-c4dd-fcef_nuecc.root	4	300	94	8495
030	reco1-detsim-g4-filter-gen-29ef-f471-c4dd-fcef_nuecc.root	5	300	94	10695
030	reco1-detsim-g4-filter-gen-29ef-f471-c4dd-fcef_nuecc.root	6	300	94	11308
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	0	300	91	521
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	1	300	91	652
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	2	300	91	1128
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	3	300	91	2010
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	4	300	91	2251
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	5	300	91	2428
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	6	300	91	2932
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	7	300	91	3686
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	8	300	91	5470
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	9	300	91	7319
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	10	300	91	7483
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	11	300	91	9610
031	reco1-detsim-g4-filter-gen-29f9-d155-044a-a870_nuecc.root	12	300	91	11037
032	reco1-detsim-g4-filter-gen-2d66-6a85-3ade-f37f_nuecc.root	0	296	62	3105
032	reco1-detsim-g4-filter-gen-2d66-6a85-3ade-f37f_nuecc.root	1	296	62	4020
032	reco1-detsim-g4-filter-gen-2d66-6a85-3ade-f37f_nuecc.root	2	296	62	4768
032	reco1-detsim-g4-filter-gen-2d66-6a85-3ade-f37f_nuecc.root	3	296	62	5339
032	reco1-detsim-g4-filter-gen-2d66-6a85-3ade-f37f_nuecc.root	4	296	62	6054
032	reco1-detsim-g4-filter-gen-2d66-6a85-3ade-f37f_nuecc.root	5	296	62	6654
