run	subrun	event	idx	flav	mode	ccnc	Etot	Edep	T	vx	vy	vz
291	19	8935	0	nue	QE	CC	1653.1	1423.3	1.409	155.6800	-197.7600	181.6100
291	19	8935	1	numu	RES	NC	608.6	0.0	1.543	239.3800	449.0000	-350.7200
291	26	923	0	nue	RES	CC	856.8	546.2	0.405	-18.3700	-122.4100	146.1300
291	26	3245	0	nue	QE	CC	813.9	627.8	0.226	76.5800	-29.7100	445.4200
291	26	5381	0	nue	DIS	CC	1704.5	1394.6	0.255	121.1200	167.8500	105.1700
291	26	5381	1	numu	RES	CC	1015.1	0.0	0.889	-270.7200	-507.3200	470.8800
291	26	5474	0	nue	MEC	CC	1568.1	1375.3	1.256	-144.5900	-97.3100	87.9600
291	26	6105	0	nue	RES	CC	1996.6	1763.4	0.710	153.6000	-24.5100	118.5300
291	26	8053	0	nue	MEC	CC	1400.0	952.2	0.072	-150.8100	167.8200	437.4300
291	26	8472	0	numu	RES	CC	1587.9	7.6	0.200	383.7600	246.3700	-324.3100
291	26	8472	1	nue	QE	CC	1582.6	1599.9	0.141	-52.6800	44.7800	109.3100
291	26	9856	0	nue	DIS	CC	1949.8	480.9	0.892	-83.9600	-135.3400	495.8400
291	26	9856	1	numu	MEC	CC	3788.0	420.0	0.328	190.0600	-207.8200	96.0000
291	26	11568	0	nue	RES	CC	1341.9	1234.3	0.806	-116.2000	109.2700	266.5700
291	26	11568	1	numu	QE	NC	748.5	0.0	1.548	203.8700	-50.1800	-274.6900
291	26	11568	2	numu	QE	CC	478.4	0.0	1.552	-159.8600	-575.3900	-127.6700
291	28	440	0	nue	RES	CC	679.9	300.5	0.428	93.1600	-175.1900	223.0900
291	28	440	1	numu	QE	NC	944.9	0.0	0.802	32.3900	366.2900	-464.4000
291	28	1911	0	nue	QE	CC	232.9	151.3	0.309	134.2200	-186.0700	78.0400
291	28	2162	0	nue	DIS	CC	1829.9	176.3	0.853	-86.5700	-84.7500	494.6300
291	28	3972	0	numu	QE	CC	426.9	0.0	0.429	-599.6000	175.5000	858.4500
291	28	3972	1	nue	RES	CC	2351.8	1599.2	0.263	-37.7700	73.4700	340.0200
291	28	6975	0	nue	RES	CC	2481.6	2108.0	1.238	-132.5700	151.6400	21.1300
291	28	7423	0	nue	QE	CC	347.6	317.7	0.832	-71.1000	75.8100	427.9100
291	28	8682	0	nue	QE	CC	1075.0	961.7	1.455	164.3600	-23.5000	413.6900
291	28	8877	0	nue	QE	CC	671.6	579.6	1.237	-66.2800	-131.3600	100.0900
291	28	8877	1	numu	RES	NC	2048.1	553.6	0.570	67.2400	-114.8000	486.5500
291	28	8877	2	numu	QE	CC	406.5	0.0	0.522	299.2000	-203.6600	-337.7500
291	28	11603	0	nue	QE	CC	1400.7	1216.8	1.073	154.0600	-26.1000	283.1700
291	28	12135	0	numu	MEC	CC	785.6	0.0	1.203	-123.8300	-149.5000	759.4000
291	28	12135	1	numu	QE	CC	696.1	0.0	0.677	-36.3800	113.2300	975.1800
291	28	12135	2	nue	MEC	CC	849.5	592.6	0.289	121.7300	180.0100	17.7300
291	37	293	0	nue	MEC	CC	663.2	532.8	0.299	-65.0600	-153.5800	394.6000
291	37	690	0	nue	RES	CC	2188.1	1400.2	1.135	-187.9200	-130.4500	398.6400
291	37	4348	0	numu	QE	CC	814.2	660.1	1.323	82.8400	123.1300	391.5800
291	37	4348	1	numu	RES	CC	2427.2	0.0	0.422	532.3100	208.8800	100.9800
291	37	4348	2	nue	RES	CC	1805.6	1636.6	1.388	-19.4500	141.9500	30.4400
291	37	4819	0	numu	MEC	CC	1025.4	4.4	0.951	-168.9900	-79.1700	611.5500
291	37	4819	1	nue	QE	CC	1331.0	952.9	0.865	-187.4800	192.2600	318.3700
291	37	4819	2	numu	RES	CC	1076.7	0.0	0.145	-251.5300	-524.0500	-326.2800
291	37	9656	0	nue	QE	CC	548.2	453.7	0.274	177.6500	-149.3900	138.6600
291	37	10354	0	numu	RES	NC	3280.3	0.0	1.494	-340.2400	-97.2900	371.0400
291	37	10354	1	nue	RES	CC	1349.4	1114.6	1.127	-4.0800	-193.9500	160.0900
291	37	10354	2	numu	QE	CC	713.2	0.0	0.262	703.7000	-64.0400	-226.0300
291	37	11789	0	nue	QE	CC	719.3	657.1	1.090	79.2000	-182.2300	195.8300
291	37	11789	1	numu	RES	NC	900.7	0.0	0.767	31.6300	-224.3300	-449.5700
291	42	410	0	nue	QE	CC	2398.0	2322.3	0.525	62.4900	-4.1200	249.2800
291	42	410	1	numu	QE	CC	1053.1	943.2	1.506	-112.3300	73.0700	175.1600
291	42	410	2	numu	MEC	CC	714.9	0.0	1.238	-140.0300	-434.2700	684.8500
291	42	410	3	nue	QE	NC	1135.9	0.0	0.323	-496.8500	-17.2900	-28.5900
291	42	3653	0	nue	RES	CC	1433.0	1229.6	1.183	171.1500	37.4400	240.0900
291	42	4539	0	nue	QE	CC	629.7	460.4	1.215	97.4600	10.5500	4.2800
291	42	4958	0	nue	QE	CC	1385.2	1325.6	1.404	143.3400	178.2300	0.5100
291	42	6815	0	nue	QE	CC	1565.0	640.8	1.591	-16.3500	161.0100	439.6800
291	42	7180	0	nue	QE	CC	993.6	771.1	0.253	143.7300	119.0200	73.7200
291	42	7180	1	numu	QE	CC	1053.9	0.0	0.371	-293.6500	10.0700	-327.0600
291	42	9911	0	nue	QE	CC	1206.4	1182.0	0.725	-110.5300	-63.1200	151.2400
291	42	9911	1	numu	QE	CC	327.1	0.0	1.029	321.7300	-454.1600	685.7900
291	42	10003	0	numu	RES	CC	2945.1	0.0	0.343	-625.4600	-283.9000	1154.8200
291	42	10003	1	numu	MEC	CC	758.6	18.0	0.762	-257.0900	243.1900	76.5800
291	42	10003	2	nue	DIS	CC	2076.0	1440.2	0.750	-18.5500	61.9200	247.6800
291	42	10350	0	nue	QE	CC	1151.8	26.2	1.178	201.9800	-97.1600	20.6300
291	45	526	0	numu	QE	NC	519.9	0.0	0.699	-236.9600	-436.7100	393.3000
291	45	526	1	nue	QE	CC	982.1	580.9	1.440	-124.9900	110.3600	454.3900
291	45	540	0	nue	MEC	CC	1435.9	1313.1	0.724	-30.2900	-105.4100	33.0800
291	45	1571	0	nue	RES	CC	1383.0	335.4	1.080	-141.5200	140.3300	479.1500
291	45	1571	1	numu	QE	CC	386.6	0.0	1.093	-133.4500	-281.3900	-281.2200
291	45	1571	2	numu	QE	CC	849.0	0.0	0.219	73.9600	-268.0100	-292.7000
291	45	1571	3	numu	QE	CC	1631.5	0.0	1.525	-49.5700	-111.1900	746.4400
291	45	1832	0	nue	RES	CC	1975.0	1632.3	1.548	122.8300	105.2900	307.6100
291	45	2138	0	numu	MEC	NC	736.7	0.0	0.595	-12.5400	343.9500	-409.2400
291	45	2138	1	nue	RES	CC	2279.4	1004.0	0.889	123.2800	4.7800	474.3500
291	45	3433	0	numu	QE	CC	387.9	0.0	0.803	-244.0300	3.3300	-439.6400
291	45	3433	1	numu	QE	CC	1354.0	0.0	0.120	-41.3800	-320.2700	723.3100
291	45	3433	2	nue	DIS	CC	1551.3	809.0	0.537	-138.4300	169.5800	65.6400
291	45	3433	3	numu	QE	NC	449.7	0.0	0.336	303.1900	-703.7700	-243.0800
291	45	3460	0	nue	RES	CC	2592.9	1870.1	0.162	-13.8100	21.6300	187.6400
291	45	3471	0	numu	QE	CC	412.4	0.0	0.675	694.5300	-53.5000	-322.0800
291	45	3471	1	nue	QE	CC	1076.1	123.1	1.271	9.6500	195.2600	491.0500
291	45	4221	0	nue	MEC	CC	379.9	331.3	0.686	-53.1800	-2.1900	23.6700
291	45	4221	1	numu	QE	CC	475.0	0.0	1.274	-573.3300	35.7400	103.4800
291	45	6535	0	numu	QE	NC	559.4	0.0	1.589	-486.0900	-510.7400	965.7000
291	45	6535	1	nue	QE	CC	2656.4	2615.7	0.391	20.7500	-8.5500	212.4400
291	45	9190	0	numu	DIS	CC	3443.0	0.0	0.167	530.7700	-438.4200	-767.4700
291	45	9190	1	nue	DIS	CC	1598.7	819.0	1.539	-185.0800	-16.3500	16.8400
291	45	9852	0	nue	RES	CC	1006.1	961.4	1.577	139.4000	-110.5200	100.2300
291	45	12214	0	numu	QE	NC	448.1	0.0	0.241	488.7900	83.9700	934.5400
291	45	12214	1	nue	QE	CC	739.4	376.1	1.126	-86.1300	-184.6600	139.8400
291	52	93	0	nue	RES	CC	1925.5	1478.2	0.977	-44.0400	45.5000	275.8400
291	52	1290	0	nue	QE	CC	999.0	650.7	0.530	-191.1800	-66.4600	486.2200
291	52	1981	0	numu	QE	CC	316.1	0.0	0.443	-535.6200	-170.2700	141.8300
291	52	1981	1	numu	MEC	CC	460.4	0.0	0.088	-474.6300	1.8400	-338.9600
291	52	1981	2	nue	RES	CC	1247.1	1003.4	1.012	83.6300	162.8600	135.2000
291	52	2953	0	nue	RES	CC	1399.3	782.6	0.512	-74.9600	51.0300	483.6500
291	52	5271	0	nue	RES	CC	426.0	340.4	0.884	193.9100	69.7400	327.1100
291	52	5987	0	numu	RES	CC	702.2	0.0	0.692	-626.3900	-181.4200	797.8200
291	52	5987	1	numu	MEC	CC	696.1	0.0	0.847	47.6000	-627.7900	872.4100
291	52	5987	2	nue	RES	CC	1483.2	1198.2	0.698	99.7000	-185.8000	387.2400
291	52	6321	0	nue	QE	CC	505.5	482.9	1.484	-34.1500	-149.9100	86.4100
291	52	6321	1	numu	RES	NC	3039.7	0.0	1.032	-1.8700	-5.9800	-347.6500
291	52	6372	0	numu	QE	CC	298.4	0.0	0.650	164.2400	-331.1600	-493.4500
291	52	6372	1	nue	QE	CC	772.3	550.6	0.607	108.8800	-126.2900	459.9200
291	52	6372	2	numu	QE	CC	1296.5	903.3	1.314	23.7200	89.8500	111.8600
291	52	7370	0	nue	RES	CC	2706.3	1888.8	0.945	19.2700	177.7300	385.5000
291	52	7370	1	numu	QE	CC	576.4	0.0	1.556	-218.1900	-513.0800	-476.1000
291	52	8141	0	numu	QE	NC	564.2	0.0	0.562	-152.8600	-453.2000	920.3800
291	52	8141	1	nue	QE	CC	347.8	147.0	0.755	-69.0800	-184.5000	416.3000
291	52	9006	0	nue	MEC	CC	2194.3	2162.5	0.704	-144.8200	73.5300	66.6800
291	52	11557	0	numu	QE	CC	507.2	0.0	0.687	-87.8700	-511.3400	64.2800
291	52	11557	1	numu	QE	CC	260.0	0.1	1.393	374.7800	-29.8400	232.7000
291	52	11557	2	nue	RES	CC	925.9	433.5	0.087	-169.8100	-104.1200	254.0400
291	52	12313	0	nue	MEC	CC	2927.8	2689.6	1.431	50.7400	82.3300	213.9700
291	52	12313	1	numu	QE	CC	764.1	0.0	1.187	629.7400	156.9600	918.9700
291	69	3289	0	nue	RES	CC	2011.7	927.4	0.192	152.7700	118.9000	467.2400
291	69	3289	1	numu	QE	CC	465.6	0.0	1.594	178.5800	-247.9200	576.1200
291	69	7548	0	numu	RES	NC	2502.7	0.0	1.446	563.5800	627.1100	-467.0000
291	69	7548	1	nue	MEC	CC	961.3	792.5	0.667	-37.4700	75.8000	62.6600
291	69	11249	0	nue	RES	CC	2259.1	1956.0	0.943	65.7900	115.2000	323.7000
291	69	11249	1	numu	QE	CC	444.5	0.7	0.877	-133.6700	215.4100	617.8000
291	90	687	0	nue	QE	CC	1391.0	716.6	0.406	-77.6700	193.2700	118.0700
291	90	2904	0	nue	QE	CC	5227.8	2313.3	1.096	-49.7400	128.3100	430.7800
291	90	3899	0	numu	RES	CC	1082.0	0.4	0.314	-108.4400	-228.8300	-297.0600
291	90	3899	1	nue	RES	CC	2210.3	1733.1	1.020	56.0700	-159.0200	356.9900
291	90	5486	0	numu	QE	CC	707.3	0.0	0.944	-86.1200	-163.7300	955.0700
291	90	5486	1	nue	QE	CC	423.4	670.5	0.698	19.9300	96.4700	364.4900
291	90	5915	0	nue	DIS	CC	2445.9	2358.5	1.055	-142.6300	140.6300	265.9300
291	90	8299	0	nue	RES	CC	2406.2	1577.3	0.730	30.2600	154.5000	301.8300
291	90	8570	0	numu	RES	CC	1461.9	0.0	0.232	319.2500	-469.2500	591.8300
291	90	8570	1	nue	QE	CC	645.7	303.6	1.165	142.2800	183.6400	221.3400
291	90	11280	0	nue	QE	CC	998.2	986.8	0.159	-44.5400	-90.4300	135.4500
291	90	11280	1	numu	QE	NC	456.1	0.0	0.335	-625.2700	-400.3200	311.7600
291	90	11280	2	numu	QE	CC	596.9	0.0	1.206	160.5700	-96.4500	-325.9000
291	90	12130	0	numu	QE	NC	666.6	0.0	0.240	-178.6200	-345.2500	-298.6300
291	90	12130	1	nue	QE	CC	790.4	750.0	1.567	84.1100	-164.6900	322.6500
292	11	124	0	nue	MEC	CC	900.0	792.4	0.174	-101.4900	-159.8700	9.7700
292	11	2794	0	nue	RES	CC	2289.9	1710.1	0.752	-11.9100	-100.5600	328.8700
292	11	4202	0	nue	RES	CC	2021.0	1851.4	0.592	85.5000	-192.4800	76.0500
292	11	4202	1	numu	QE	NC	992.5	9.8	0.847	-114.9300	-167.1300	249.4800
292	11	4551	0	nue	RES	CC	825.4	653.3	1.039	141.5800	-162.4500	365.5000
292	11	4551	1	numu	QE	CC	401.7	12.2	1.449	173.9800	-227.9200	219.2600
292	11	4551	2	numu	MEC	CC	739.4	0.0	0.297	211.4500	-236.2900	-300.2400
292	11	5630	0	nue	QE	CC	329.7	243.9	1.060	163.3300	-191.4400	383.0400
292	11	5693	0	nue	MEC	CC	1211.3	1074.2	0.253	-15.7700	-8.4900	146.5400
292	11	7372	0	numu	RES	CC	5592.6	0.0	1.125	-102.0900	-460.2200	1830.4700
292	11	7372	1	numu	QE	CC	648.1	0.0	1.509	478.1300	102.5500	839.1100
292	11	7372	2	nue	QE	CC	570.0	304.6	0.702	117.1500	185.7000	450.0500
292	11	7380	0	nue	QE	CC	673.9	544.1	1.305	-167.2600	143.9300	420.6500
292	11	7993	0	numu	QE	CC	411.9	0.0	1.114	225.2000	-531.6800	408.3500
292	11	7993	1	numu	QE	CC	1120.2	527.5	1.454	-141.3600	-163.5300	391.9400
292	11	7993	2	nue	QE	CC	526.6	476.2	0.809	81.1900	-53.9800	294.0300
292	11	7993	3	numu	RES	NC	2049.4	0.0	0.370	-595.4900	-109.4400	194.1800
292	11	7993	4	numu	QE	CC	401.4	0.0	0.689	677.2600	-617.7500	-398.9700
292	11	9329	0	numu	QE	CC	251.0	0.0	1.356	-640.4700	-170.3200	-356.1300
292	11	9329	1	numu	QE	CC	346.7	0.0	0.848	-489.4500	-120.9600	302.3700
292	11	9329	2	numu	QE	CC	513.6	0.0	0.616	116.3300	-392.4000	-318.2100
292	11	9329	3	nue	RES	CC	2083.1	1848.4	1.584	12.0700	156.0900	252.6300
292	11	11165	0	nue	DIS	CC	3588.3	798.0	0.437	109.1200	164.2800	458.6300
292	11	11584	0	nue	RES	CC	1668.7	1506.6	1.564	-166.0800	-29.4000	265.9800
292	15	312	0	nue	RES	CC	879.9	565.6	0.637	-163.0700	4.5900	296.7200
292	15	312	1	numu	RES	CC	2654.9	0.0	0.090	603.9300	-128.6600	357.9000
292	15	8217	0	nue	RES	CC	3226.7	2835.3	0.271	120.7100	44.7900	65.1500
292	15	8217	1	numu	RES	NC	2129.8	0.0	0.666	557.0600	-339.3700	554.8000
292	15	8398	0	numu	QE	CC	1322.9	0.0	0.445	-548.9800	285.7400	847.1900
292	15	8398	1	nue	RES	CC	1913.2	1557.5	1.145	18.6000	157.2800	141.2700
292	15	9805	0	nue	MEC	CC	1220.8	1007.3	0.271	-3.7100	125.8200	128.9100
292	20	793	0	numu	RES	CC	2494.0	0.0	0.460	236.4900	-439.6600	52.7500
292	20	793	1	nue	DIS	CC	2314.7	1817.0	1.218	-197.2300	-1.8900	116.5400
292	20	1399	0	nue	MEC	CC	999.2	955.4	0.538	30.5600	-163.9000	157.9000
292	20	2424	0	numu	QE	NC	1835.3	0.0	0.530	-207.8300	87.3200	974.3600
292	20	2424	1	nue	MEC	CC	761.9	781.5	0.746	27.0000	129.8200	101.7000
292	20	4450	0	numu	RES	NC	2540.9	0.0	0.294	71.5600	268.2500	-361.6500
292	20	4450	1	nue	DIS	CC	4029.8	2795.1	1.059	-0.5300	124.7900	421.1100
292	20	4450	2	numu	RES	CC	649.3	0.0	0.302	-544.5500	-623.7500	461.6200
292	20	4753	0	numu	QE	CC	918.3	0.0	0.289	-238.9900	149.5300	624.4500
292	20	4753	1	nue	QE	CC	496.7	457.4	1.530	110.3100	126.9500	373.1100
292	20	5939	0	numu	DIS	NC	1655.3	0.0	1.014	-17.7000	492.0000	-374.2700
292	20	5939	1	nue	DIS	CC	1971.7	1816.2	0.920	-123.5100	1.0800	262.3100
292	20	6688	0	numu	RES	CC	4159.6	0.0	0.658	627.7100	-64.3900	852.9000
292	20	6688	1	nue	MEC	CC	2074.3	1488.0	0.469	-150.3600	65.8900	306.4400
292	20	10695	0	numu	QE	CC	491.7	0.0	0.391	-440.6600	-87.6400	-334.3600
292	20	10695	1	nue	QE	CC	620.3	505.4	1.490	-156.2100	164.8900	284.0700
292	20	11081	0	numu	RES	CC	848.3	0.0	0.616	263.1500	222.4200	-297.7500
292	20	11081	1	nue	QE	CC	358.0	327.8	0.845	147.2800	-71.7800	302.4800
292	26	339	0	nue	MEC	CC	1983.7	1992.7	1.222	-178.2200	58.0400	143.1100
292	26	1623	0	numu	QE	CC	1105.4	0.0	1.361	138.0600	120.5700	-280.0800
292	26	1623	1	numu	QE	NC	1093.0	0.0	0.765	-663.0300	-75.6200	670.7800
292	26	1623	2	nue	RES	CC	2052.0	202.7	1.347	199.6700	-23.0000	478.0400
292	26	1643	0	numu	MEC	NC	729.9	0.0	0.159	-53.3000	-152.0900	-421.3200
292	26	1643	1	numu	RES	NC	510.7	0.0	0.898	-365.4500	-375.1500	120.4100
292	26	1643	2	nue	MEC	CC	2313.6	2238.3	0.727	88.5900	-8.0800	47.2100
292	26	1643	3	numu	QE	CC	1445.4	0.0	0.661	-669.5000	-20.9100	968.0700
292	26	3585	0	nue	MEC	CC	608.1	456.9	1.236	36.7200	24.1600	107.7000
292	26	3585	1	numu	QE	NC	234.6	0.0	0.793	-668.8100	589.0100	-129.1700
292	26	6046	0	nue	QE	CC	1227.9	975.9	0.425	105.7600	-109.3900	84.1700
292	26	6046	1	numu	QE	NC	496.2	0.0	1.183	-45.1500	420.4100	-354.7700
292	26	6733	0	numu	DIS	NC	3231.8	0.0	1.238	459.0800	-0.5900	-426.7600
292	26	6733	1	nue	QE	CC	966.7	755.0	1.590	-173.5100	178.3800	415.8100
292	26	6733	2	numu	QE	NC	316.4	0.0	1.550	-635.0100	404.3100	430.1400
292	26	7989	0	nue	QE	CC	3616.4	1676.4	0.748	190.1200	-148.1100	128.9500
292	26	8039	0	nue	QE	CC	808.3	534.5	1.224	146.5000	-13.4100	296.5900
292	26	8687	0	numu	QE	CC	491.2	0.0	0.479	-111.5100	-487.3900	126.4900
292	26	8687	1	nue	MEC	CC	3004.1	329.9	0.247	-89.1300	191.1900	491.8400
292	26	9241	0	numu	QE	CC	582.0	0.0	1.456	-480.8100	-168.5900	409.7000
292	26	9241	1	nue	QE	CC	1365.5	1175.8	1.473	-109.2300	44.7800	304.6700
292	26	10658	0	nue	DIS	CC	2226.3	1641.9	0.506	-43.5300	108.3100	315.9800
292	26	10709	0	nue	QE	CC	1245.3	726.1	0.963	-200.5900	178.7000	400.2500
292	26	10709	1	numu	QE	CC	445.0	0.0	0.221	226.8900	-531.1000	235.7000
292	26	11557	0	nue	RES	CC	1916.7	1190.1	0.888	-161.6000	134.8700	418.7900
292	26	11863	0	nue	RES	CC	3330.5	2727.8	0.138	-83.8100	189.6000	101.6300
292	26	11863	1	numu	DIS	CC	3006.6	0.0	1.273	-493.5700	-323.9500	1143.4400
292	41	2895	0	numu	RES	CC	6184.7	0.0	1.045	70.4400	-37.2700	-1689.1800
292	41	2895	1	nue	RES	CC	2160.7	1562.3	0.422	35.5500	170.2000	36.7200
292	41	3222	0	nue	RES	CC	1618.3	1400.7	0.855	7.0700	-11.6300	1.5600
292	41	8082	0	nue	MEC	CC	1143.9	917.6	0.520	54.1700	-52.0000	121.6200
292	41	8082	1	numu	QE	CC	919.4	0.0	1.312	-4.1200	-173.9200	568.0400
292	41	8911	0	numu	RES	NC	995.3	666.2	0.545	89.4400	17.9300	334.8600
292	41	8911	1	nue	DIS	CC	3835.6	2944.3	1.544	-84.4900	-1.2100	131.7100
292	41	8911	2	numu	QE	CC	4016.1	948.7	0.893	-182.8800	-96.5900	-616.1500
292	41	10003	0	nue	QE	CC	1205.3	1127.0	0.516	-101.6200	-2.9000	23.9600
292	41	10003	1	numu	RES	CC	1271.2	0.0	1.196	58.0700	-82.4300	586.9000
292	49	382	0	numu	QE	CC	630.8	18.6	0.453	86.5700	-71.7700	-139.9100
292	49	382	1	nue	DIS	CC	2203.6	1206.0	1.466	184.8100	104.4700	66.9000
292	49	382	2	numu	DIS	CC	1972.5	0.0	1.410	-309.3600	196.8600	-415.2400
292	49	3165	0	nue	RES	CC	838.3	550.8	0.187	-99.3400	42.2400	344.2500
292	49	3165	1	numu	QE	CC	475.4	0.0	0.712	-1.2100	-506.5800	788.6400
292	49	4569	0	nue	QE	CC	1796.5	1739.2	0.996	-137.6600	-95.8700	168.2800
292	49	4569	1	numu	QE	NC	80.5	39.2	1.290	194.3600	39.7600	31.0300
292	49	5314	0	numu	QE	CC	439.9	0.0	0.085	149.0300	-489.1000	721.7800
292	49	5314	1	nue	QE	CC	681.6	601.0	0.293	-83.7800	-92.6500	179.2300
292	49	6739	0	numu	MEC	CC	1313.2	161.7	0.850	-2.1000	58.3800	471.3800
292	49	6739	1	nue	RES	CC	1206.7	1038.9	0.851	-113.7500	97.4100	435.4700
292	49	6739	2	numu	QE	CC	553.9	297.4	0.897	-156.2100	24.9000	48.1000
292	49	6954	0	nue	MEC	CC	433.0	449.5	0.149	75.7400	-76.1400	391.7900
292	49	6954	1	numu	RES	NC	3038.4	0.0	0.784	-446.0900	-541.2900	1231.9200
292	49	8234	0	nue	MEC	CC	1009.4	593.6	0.554	-166.3300	-188.1500	39.8800
292	49	8234	1	numu	QE	CC	458.4	0.0	1.046	-353.8700	218.6100	-508.8500
292	49	9392	0	nue	RES	CC	4391.1	3962.7	1.238	-0.6000	-163.2500	84.6700
292	49	9654	0	nue	RES	CC	2511.9	2442.7	0.173	-31.2600	44.1200	8.8900
292	49	12417	0	numu	RES	CC	1373.3	0.1	0.188	-493.3300	-132.1200	-115.9800
292	49	12417	1	nue	QE	CC	1706.0	1613.4	1.519	-147.1700	152.6800	54.9200
292	49	12417	2	numu	QE	CC	474.4	0.0	0.271	553.4700	97.6100	106.9300
292	85	5275	0	numu	RES	CC	629.1	0.0	0.372	324.3800	-538.7800	-363.5900
