label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	V	2	806.927	1561	2.31319e+07	3.37224	1.79454	1.15049	9.48134	0.474067	9.47529	0.164444	0	0.506519	3.48698
all	rms	V	3	1147.69	1711	2.31192e+07	3.29374	1.95262	1.37208	8.9579	0.447895	8.91863	0.164445	0	0.512639	3.4595
all	rms	V	4	1530.2	1921	2.31341e+07	3.23886	2.10725	1.58431	8.59923	0.429962	8.55975	0.164444	0	0.522942	3.44661
all	rms	V	5	1972.9	2009	2.31489e+07	3.2464	2.27065	1.79895	8.64813	0.432406	8.61945	0.164444	0	0.521948	3.49099
all	share	V	0	215.202	1403	2.31226e+07	3.41741	1.35985	0.594142	9.76683	0.488341	10.1825	0.164444	0	0.502443	3.48342
all	share	V	1	508.256	1477	2.31428e+07	3.39926	1.62025	0.913079	9.82025	0.491013	9.76348	0.164444	0	0.501483	3.47667
all	share	V	2	806.927	1561	2.31319e+07	3.37224	1.79454	1.15049	9.54319	0.477159	9.47529	0.164444	0	0.506519	3.48698
all	share	V	3	1147.69	1711	2.31192e+07	3.29374	1.95262	1.37208	9.2172	0.46086	8.91863	0.164445	0	0.512639	3.4595
all	share	V	4	1530.2	1921	2.31341e+07	3.23886	2.10725	1.58431	8.69342	0.434671	8.55975	0.164444	0	0.522942	3.44661
all	share	V	5	1972.9	2009	2.31489e+07	3.2464	2.27065	1.79895	8.74266	0.437133	8.61945	0.164444	0	0.521948	3.49099
all	truth	V	0	215.202	1403	2.31226e+07	3.41741	1.35985	0.594142	10.2436	0.512182	10.1825	0.164444	0	0.502443	3.48342
all	truth	V	1	508.256	1477	2.31428e+07	3.39926	1.62025	0.913079	10.1967	0.509835	9.76348	0.164444	0	0.501483	3.47667
all	truth	V	2	806.927	1561	2.31319e+07	3.37224	1.79454	1.15049	10.2685	0.513425	9.47529	0.164444	0	0.506519	3.48698
all	truth	V	3	1147.69	1711	2.31192e+07	3.29374	1.95262	1.37208	10.0776	0.503879	8.91863	0.164445	0	0.512639	3.4595
all	truth	V	4	1530.2	1921	2.31341e+07	3.23886	2.10725	1.58431	9.98853	0.499427	8.55975	0.164444	0	0.522942	3.44661
all	truth	V	5	1972.9	2009	2.31489e+07	3.2464	2.27065	1.79895	10.2965	0.514825	8.61945	0.164444	0	0.521948	3.49099
all	rms	W	0	252.529	1743	2.97927e+07	1.55746	1.44201	0.64361	0.617586	0.0308793	0.760543	0.197341	0	0.863939	1.69454
all	rms	W	1	604.278	1758	2.98141e+07	1.76417	1.71678	0.995601	1.12504	0.0562521	1.15616	0.197341	0	0.821899	1.81474
all	rms	W	2	956.781	1766	2.97982e+07	1.93521	1.90107	1.25278	1.69271	0.0846353	1.70044	0.197341	0	0.78343	1.95282
all	rms	W	3	1310.89	1774	2.98152e+07	2.07834	2.05305	1.46639	2.25425	0.112713	2.25477	0.197341	0	0.750832	2.08533
all	rms	W	4	1666.1	1778	2.98054e+07	2.20311	2.18984	1.65317	2.79199	0.1396	2.79129	0.197341	0	0.72104	2.20653
all	rms	W	5	2022.06	1782	2.98145e+07	2.32863	2.3176	1.82123	3.36887	0.168444	3.36812	0.197341	0	0.694445	2.33166
all	share	W	0	252.529	1743	2.97927e+07	1.55746	1.44201	0.64361	0.480753	0.0240377	0.760543	0.197341	0	0.863939	1.69454
all	share	W	1	604.278	1758	2.98141e+07	1.76417	1.71678	0.995601	0.932061	0.0466031	1.15616	0.197341	0	0.821899	1.81474
all	share	W	2	956.781	1766	2.97982e+07	1.93521	1.90107	1.25278	1.46543	0.0732716	1.70044	0.197341	0	0.78343	1.95282
all	share	W	3	1310.89	1774	2.98152e+07	2.07834	2.05305	1.46639	2.00886	0.100443	2.25477	0.197341	0	0.750832	2.08533
all	share	W	4	1666.1	1778	2.98054e+07	2.20311	2.18984	1.65317	2.58143	0.129071	2.79129	0.197341	0	0.72104	2.20653
all	share	W	5	2022.06	1782	2.98145e+07	2.32863	2.3176	1.82123	3.15827	0.157913	3.36812	0.197341	0	0.694445	2.33166
all	truth	W	0	252.529	1743	2.97927e+07	1.55746	1.44201	0.64361	0.736234	0.0368117	0.760543	0.197341	0	0.863939	1.69454
all	truth	W	1	604.278	1758	2.98141e+07	1.76417	1.71678	0.995601	1.17131	0.0585654	1.15616	0.197341	0	0.821899	1.81474
all	truth	W	2	956.781	1766	2.97982e+07	1.93521	1.90107	1.25278	1.71054	0.0855269	1.70044	0.197341	0	0.78343	1.95282
all	truth	W	3	1310.89	1774	2.98152e+07	2.07834	2.05305	1.46639	2.26419	0.113209	2.25477	0.197341	0	0.750832	2.08533
all	truth	W	4	1666.1	1778	2.98054e+07	2.20311	2.18984	1.65317	2.79953	0.139976	2.79129	0.197341	0	0.72104	2.20653
all	truth	W	5	2022.06	1782	2.98145e+07	2.32863	2.3176	1.82123	3.38035	0.169018	3.36812	0.197341	0	0.694445	2.33166
