det	est	plane	window	inversion	tbin	t_us	extent	sig_true_mm	sig_old_mm	sig_corr_mm	c_pred_mm	DT_pred_cm2s	c_input_mm	DT_input_cm2s	sig_true_lo_pitch	sig_true_hi_pitch
pdhd	share	V	full	bin	5	1972.9	0.164444	3.2331	3.21674	3.2331	nan	nan	nan	nan	nan	nan
pdhd	share	V	full	old	-1	nan	nan	nan	nan	nan	2.76984	6.78057	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	full	corrected	-1	nan	nan	nan	nan	nan	2.78948	6.77114	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	q1	bin	0	215.202	0.164444	2.84123	3.12136	2.84123	nan	nan	nan	nan	nan	nan
pdhd	share	V	q1	bin	1	508.256	0.164444	2.91024	3.18178	2.91024	nan	nan	nan	nan	nan	nan
pdhd	share	V	q1	bin	2	806.927	0.164444	2.97892	3.24239	2.97892	nan	nan	nan	nan	nan	nan
pdhd	share	V	q1	bin	3	1147.69	0.164445	3.05539	3.31037	3.05539	nan	nan	nan	nan	nan	nan
pdhd	share	V	q1	bin	4	1530.2	0.164444	3.13902	3.38528	3.13902	nan	nan	nan	nan	nan	nan
pdhd	share	V	q1	bin	5	1972.9	0.164444	3.2331	3.47021	3.2331	nan	nan	nan	nan	nan	nan
pdhd	share	V	q1	old	-1	nan	nan	nan	nan	nan	3.07552	6.5424	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	q1	corrected	-1	nan	nan	nan	nan	nan	2.78948	6.77114	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	q2	bin	0	215.202	0.164444	2.84123	2.54871	2.84123	nan	nan	nan	nan	nan	nan
pdhd	share	V	q2	bin	1	508.256	0.164444	2.91024	2.62633	2.91024	nan	nan	nan	nan	nan	nan
pdhd	share	V	q2	bin	2	806.927	0.164444	2.97892	2.70308	2.97892	nan	nan	nan	nan	nan	nan
pdhd	share	V	q2	bin	3	1147.69	0.164445	3.05539	2.78801	3.05539	nan	nan	nan	nan	nan	nan
pdhd	share	V	q2	bin	4	1530.2	0.164444	3.13902	2.88028	3.13902	nan	nan	nan	nan	nan	nan
pdhd	share	V	q2	bin	5	1972.9	0.164444	3.2331	2.98343	3.2331	nan	nan	nan	nan	nan	nan
pdhd	share	V	q2	old	-1	nan	nan	nan	nan	nan	2.49043	6.8407	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	q2	corrected	-1	nan	nan	nan	nan	nan	2.78948	6.77114	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	q3	bin	0	215.202	0.164444	2.84123	2.54871	2.84123	nan	nan	nan	nan	nan	nan
pdhd	share	V	q3	bin	1	508.256	0.164444	2.91024	2.62633	2.91024	nan	nan	nan	nan	nan	nan
pdhd	share	V	q3	bin	2	806.927	0.164444	2.97892	2.70308	2.97892	nan	nan	nan	nan	nan	nan
pdhd	share	V	q3	bin	3	1147.69	0.164445	3.05539	2.78801	3.05539	nan	nan	nan	nan	nan	nan
pdhd	share	V	q3	bin	4	1530.2	0.164444	3.13902	2.88028	3.13902	nan	nan	nan	nan	nan	nan
pdhd	share	V	q3	bin	5	1972.9	0.164444	3.2331	2.98343	3.2331	nan	nan	nan	nan	nan	nan
pdhd	share	V	q3	old	-1	nan	nan	nan	nan	nan	2.49043	6.8407	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	q3	corrected	-1	nan	nan	nan	nan	nan	2.78948	6.77114	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	q4	bin	0	215.202	0.164444	2.84123	3.12136	2.84123	nan	nan	nan	nan	nan	nan
pdhd	share	V	q4	bin	1	508.256	0.164444	2.91024	3.18178	2.91024	nan	nan	nan	nan	nan	nan
pdhd	share	V	q4	bin	2	806.927	0.164444	2.97892	3.24239	2.97892	nan	nan	nan	nan	nan	nan
pdhd	share	V	q4	bin	3	1147.69	0.164445	3.05539	3.31037	3.05539	nan	nan	nan	nan	nan	nan
pdhd	share	V	q4	bin	4	1530.2	0.164444	3.13902	3.38528	3.13902	nan	nan	nan	nan	nan	nan
pdhd	share	V	q4	bin	5	1972.9	0.164444	3.2331	3.47021	3.2331	nan	nan	nan	nan	nan	nan
pdhd	share	V	q4	old	-1	nan	nan	nan	nan	nan	3.07552	6.5424	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	q4	corrected	-1	nan	nan	nan	nan	nan	2.78948	6.77114	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	centre	bin	0	215.202	0.164444	2.84123	2.54871	2.84123	nan	nan	nan	nan	nan	nan
pdhd	share	V	centre	bin	1	508.256	0.164444	2.91024	2.62633	2.91024	nan	nan	nan	nan	nan	nan
pdhd	share	V	centre	bin	2	806.927	0.164444	2.97892	2.70308	2.97892	nan	nan	nan	nan	nan	nan
pdhd	share	V	centre	bin	3	1147.69	0.164445	3.05539	2.78801	3.05539	nan	nan	nan	nan	nan	nan
pdhd	share	V	centre	bin	4	1530.2	0.164444	3.13902	2.88028	3.13902	nan	nan	nan	nan	nan	nan
pdhd	share	V	centre	bin	5	1972.9	0.164444	3.2331	2.98343	3.2331	nan	nan	nan	nan	nan	nan
pdhd	share	V	centre	old	-1	nan	nan	nan	nan	nan	2.49043	6.8407	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	centre	corrected	-1	nan	nan	nan	nan	nan	2.78948	6.77114	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	edge	bin	0	215.202	0.164444	2.84123	3.12136	2.84123	nan	nan	nan	nan	nan	nan
pdhd	share	V	edge	bin	1	508.256	0.164444	2.91024	3.18178	2.91024	nan	nan	nan	nan	nan	nan
pdhd	share	V	edge	bin	2	806.927	0.164444	2.97892	3.24239	2.97892	nan	nan	nan	nan	nan	nan
pdhd	share	V	edge	bin	3	1147.69	0.164445	3.05539	3.31037	3.05539	nan	nan	nan	nan	nan	nan
pdhd	share	V	edge	bin	4	1530.2	0.164444	3.13902	3.38528	3.13902	nan	nan	nan	nan	nan	nan
pdhd	share	V	edge	bin	5	1972.9	0.164444	3.2331	3.47021	3.2331	nan	nan	nan	nan	nan	nan
pdhd	share	V	edge	old	-1	nan	nan	nan	nan	nan	3.07552	6.5424	2.78948	6.77114	0.608493	0.692416
pdhd	share	V	edge	corrected	-1	nan	nan	nan	nan	nan	2.78948	6.77114	2.78948	6.77114	0.608493	0.692416
pdhd	share	W	full	bin	0	252.529	0.197341	0.70063	0.650094	0.70063	nan	nan	nan	nan	nan	nan
pdhd	share	W	full	bin	1	604.278	0.197341	0.983479	0.933151	0.983479	nan	nan	nan	nan	nan	nan
pdhd	share	W	full	bin	2	956.781	0.197341	1.20192	1.1547	1.20192	nan	nan	nan	nan	nan	nan
pdhd	share	W	full	bin	3	1310.89	0.197341	1.38714	1.34378	1.38714	nan	nan	nan	nan	nan	nan
pdhd	share	W	full	bin	4	1666.1	0.197341	1.55086	1.51127	1.55086	nan	nan	nan	nan	nan	nan
pdhd	share	W	full	bin	5	2022.06	0.197341	1.69919	1.66296	1.69919	nan	nan	nan	nan	nan	nan
pdhd	share	W	full	old	-1	nan	nan	nan	nan	nan	0.298469	6.55094	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	full	corrected	-1	nan	nan	nan	nan	nan	0.385877	6.77114	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	q1	bin	0	252.529	0.197341	0.70063	1.37244	0.70063	nan	nan	nan	nan	nan	nan
pdhd	share	W	q1	bin	1	604.278	0.197341	0.983479	1.69478	0.983479	nan	nan	nan	nan	nan	nan
pdhd	share	W	q1	bin	2	956.781	0.197341	1.20192	1.88797	1.20192	nan	nan	nan	nan	nan	nan
pdhd	share	W	q1	bin	3	1310.89	0.197341	1.38714	2.0283	1.38714	nan	nan	nan	nan	nan	nan
pdhd	share	W	q1	bin	4	1666.1	0.197341	1.55086	2.14389	1.55086	nan	nan	nan	nan	nan	nan
pdhd	share	W	q1	bin	5	2022.06	0.197341	1.69919	2.24692	1.69919	nan	nan	nan	nan	nan	nan
pdhd	share	W	q1	old	-1	nan	nan	nan	nan	nan	1.19164	10.268	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	q1	corrected	-1	nan	nan	nan	nan	nan	0.385877	6.77114	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	q2	bin	0	252.529	0.197341	0.70063	0.09584	0.70063	nan	nan	nan	nan	nan	nan
pdhd	share	W	q2	bin	1	604.278	0.197341	0.983479	0.09584	0.983479	nan	nan	nan	nan	nan	nan
pdhd	share	W	q2	bin	2	956.781	0.197341	1.20192	0.393111	1.20192	nan	nan	nan	nan	nan	nan
pdhd	share	W	q2	bin	3	1310.89	0.197341	1.38714	0.661398	1.38714	nan	nan	nan	nan	nan	nan
pdhd	share	W	q2	bin	4	1666.1	0.197341	1.55086	0.893215	1.55086	nan	nan	nan	nan	nan	nan
pdhd	share	W	q2	bin	5	2022.06	0.197341	1.69919	1.10178	1.69919	nan	nan	nan	nan	nan	nan
pdhd	share	W	q2	old	-1	nan	nan	nan	nan	nan	-0.381205	2.33814	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	q2	corrected	-1	nan	nan	nan	nan	nan	0.385877	6.77114	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	q3	bin	0	252.529	0.197341	0.70063	0.09584	0.70063	nan	nan	nan	nan	nan	nan
pdhd	share	W	q3	bin	1	604.278	0.197341	0.983479	0.09584	0.983479	nan	nan	nan	nan	nan	nan
pdhd	share	W	q3	bin	2	956.781	0.197341	1.20192	0.393111	1.20192	nan	nan	nan	nan	nan	nan
pdhd	share	W	q3	bin	3	1310.89	0.197341	1.38714	0.661398	1.38714	nan	nan	nan	nan	nan	nan
pdhd	share	W	q3	bin	4	1666.1	0.197341	1.55086	0.893215	1.55086	nan	nan	nan	nan	nan	nan
pdhd	share	W	q3	bin	5	2022.06	0.197341	1.69919	1.10178	1.69919	nan	nan	nan	nan	nan	nan
pdhd	share	W	q3	old	-1	nan	nan	nan	nan	nan	-0.381205	2.33814	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	q3	corrected	-1	nan	nan	nan	nan	nan	0.385877	6.77114	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	q4	bin	0	252.529	0.197341	0.70063	1.37244	0.70063	nan	nan	nan	nan	nan	nan
pdhd	share	W	q4	bin	1	604.278	0.197341	0.983479	1.69478	0.983479	nan	nan	nan	nan	nan	nan
pdhd	share	W	q4	bin	2	956.781	0.197341	1.20192	1.88797	1.20192	nan	nan	nan	nan	nan	nan
pdhd	share	W	q4	bin	3	1310.89	0.197341	1.38714	2.0283	1.38714	nan	nan	nan	nan	nan	nan
pdhd	share	W	q4	bin	4	1666.1	0.197341	1.55086	2.14389	1.55086	nan	nan	nan	nan	nan	nan
pdhd	share	W	q4	bin	5	2022.06	0.197341	1.69919	2.24692	1.69919	nan	nan	nan	nan	nan	nan
pdhd	share	W	q4	old	-1	nan	nan	nan	nan	nan	1.19164	10.268	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	q4	corrected	-1	nan	nan	nan	nan	nan	0.385877	6.77114	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	centre	bin	0	252.529	0.197341	0.70063	0.09584	0.70063	nan	nan	nan	nan	nan	nan
pdhd	share	W	centre	bin	1	604.278	0.197341	0.983479	0.09584	0.983479	nan	nan	nan	nan	nan	nan
pdhd	share	W	centre	bin	2	956.781	0.197341	1.20192	0.393111	1.20192	nan	nan	nan	nan	nan	nan
pdhd	share	W	centre	bin	3	1310.89	0.197341	1.38714	0.661398	1.38714	nan	nan	nan	nan	nan	nan
pdhd	share	W	centre	bin	4	1666.1	0.197341	1.55086	0.893215	1.55086	nan	nan	nan	nan	nan	nan
pdhd	share	W	centre	bin	5	2022.06	0.197341	1.69919	1.10178	1.69919	nan	nan	nan	nan	nan	nan
pdhd	share	W	centre	old	-1	nan	nan	nan	nan	nan	-0.381205	2.33814	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	centre	corrected	-1	nan	nan	nan	nan	nan	0.385877	6.77114	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	edge	bin	0	252.529	0.197341	0.70063	1.37244	0.70063	nan	nan	nan	nan	nan	nan
pdhd	share	W	edge	bin	1	604.278	0.197341	0.983479	1.69478	0.983479	nan	nan	nan	nan	nan	nan
pdhd	share	W	edge	bin	2	956.781	0.197341	1.20192	1.88797	1.20192	nan	nan	nan	nan	nan	nan
pdhd	share	W	edge	bin	3	1310.89	0.197341	1.38714	2.0283	1.38714	nan	nan	nan	nan	nan	nan
pdhd	share	W	edge	bin	4	1666.1	0.197341	1.55086	2.14389	1.55086	nan	nan	nan	nan	nan	nan
pdhd	share	W	edge	bin	5	2022.06	0.197341	1.69919	2.24692	1.69919	nan	nan	nan	nan	nan	nan
pdhd	share	W	edge	old	-1	nan	nan	nan	nan	nan	1.19164	10.268	0.385877	6.77114	0.146208	0.354588
pdhd	share	W	edge	corrected	-1	nan	nan	nan	nan	nan	0.385877	6.77114	0.385877	6.77114	0.146208	0.354588
