sel	plane	n	q_tot	tail_t2p	frac_zero_t2p	frac_over10pct_t2p	top1_t2p	top5_t2p	top10_t2p	tail_t3	frac_zero_t3	frac_over10pct_t3	top1_t3	top5_t3	top10_t3	top1_q	top5_q	top10_q	r1_t2p	r5_t2p	r1_t3	r5_t3	dec0_q	dec0_t2p	dec1_q	dec1_t2p	dec2_q	dec2_t2p	dec3_q	dec3_t2p	dec4_q	dec4_t2p	dec5_q	dec5_t2p	dec6_q	dec6_t2p	dec7_q	dec7_t2p	dec8_q	dec8_t2p	dec9_q	dec9_t2p	slope_t2p	dec_lo_t2p	dec_mid_t2p	dec_hi_t2p	tail_from_hidec_t2p	tail_from_lodec_t2p	dec0_t3	dec1_t3	dec2_t3	dec3_t3	dec4_t3	dec5_t3	dec6_t3	dec7_t3	dec8_t3	dec9_t3	slope_t3	dec_lo_t3	dec_mid_t3	dec_hi_t3	tail_from_hidec_t3	tail_from_lodec_t3
S1n2_gauss	V	1060	4.28969e+06	0.014378	0.926415	0.0396226	0.50865	0.97174	1	0.000805886	0.984906	0.00283019	0.944461	1	1	0.0376936	0.151105	0.260459	13.4943	6.43091	25.0562	6.61793	421.5	0.00159939	1053.5	0.0106496	1673.5	0.0135552	2376.5	0.00607017	3188.5	0.0135002	3895.5	0.0111638	4631.5	0.0107597	5630	0.0143781	6909	0.0181745	9984.5	0.0178298	0.612216	0.00159939	0.012332	0.0178298	0.322989	0.00115116	0	0.00129695	0.00246	0	0.00118667	0.0026044	0	0	0.00157462	0.000204961	-0.619101	0	0.00189554	0.000204961	0.0662424	0
S1n2_gauss	W	10566	1.79275e+08	0.00459626	0.645183	0	0.130419	0.434794	0.664042	1.09887e-06	0.999905	0	1	1	1	0.0118822	0.0568955	0.111652	10.976	7.64198	84.1596	17.5761	15190	0.00208168	15851	0.0027831	16232	0.00314924	16540	0.00402656	16806	0.00462799	17081	0.00443641	17365	0.00486299	17683	0.00496044	18094.5	0.00597157	18802.5	0.00807728	5.99968	0.00208168	0.0045322	0.00807728	0.196032	0.0403037	0	0	0	1.12701e-05	0	0	0	0	0	0	nan	0	0	0	0	0
S2_gauss	U	10553	1.85867e+08	0.0806631	0.00123188	0.208092	0.0414336	0.139791	0.231252	0.0225255	0.039041	0.0072965	0.0674184	0.217417	0.343728	0.0141408	0.0619678	0.117143	2.93007	2.25587	4.76764	3.50854	16196	0.0517131	16633	0.0595889	16862	0.0623331	17075	0.0661365	17264	0.0700475	17489	0.0733774	17748	0.077064	18116	0.0855839	18624	0.0958752	20038	0.146734	4.74542	0.0517131	0.0717125	0.146734	0.213094	0.0570604	0.00748891	0.00797385	0.0107002	0.0130097	0.0158786	0.01928	0.0232756	0.0278409	0.0340607	0.055795	10.2518	0.00748891	0.0175793	0.055795	0.29016	0.0295906
S2_gauss	V	10612	1.9523e+08	0.10824	0.00310969	0.264512	0.0671991	0.244787	0.368542	0.0323654	0.0085752	0.0392951	0.0877777	0.295247	0.421787	0.0186926	0.0800783	0.140582	3.59496	3.05684	4.69586	3.68697	16538.5	0.058044	16951	0.0644246	17150	0.0685084	17360	0.0736102	17544	0.0735985	17719	0.0771983	17933	0.0807569	18301	0.0925363	19186	0.131556	24924	0.274838	3.84321	0.058044	0.0753984	0.274838	0.356959	0.0461957	0.0126782	0.0117303	0.0148046	0.0177042	0.0211657	0.0244904	0.0267585	0.0341932	0.0471161	0.0840157	4.75199	0.0126782	0.0228281	0.0840157	0.364929	0.033745
S2_gauss	W	10615	1.78868e+08	0.00186208	0.277814	0	0.0672539	0.253544	0.421718	0.000820858	0.516816	0	0.0988864	0.340262	0.525851	0.0110536	0.0542403	0.106599	6.08434	4.67447	8.94607	6.27324	16189.5	0.00121615	16571.5	0.000729904	16648	0.000769332	16692	0.000957146	16737	0.00112444	16786	0.00135003	16855	0.00180834	16970	0.00243411	17209	0.00278603	17875	0.00513303	20.1894	0.00121615	0.00123723	0.00513303	0.293581	0.062327	0.000324673	0.000320726	0.000523221	0.000627247	0.000803078	0.00100114	0.00132687	0.00159744	0.0010516	0.000601115	8.39456	0.000324673	0.000902107	0.000601115	0.0779908	0.0377456
S3_gauss	U	10620	1.9438e+08	0.08403	0.000188324	0.274482	0.0320447	0.117993	0.20106	0.0314687	0.0467043	0.00583804	0.0421535	0.152422	0.249827	0.0131518	0.0598507	0.115263	2.43653	1.97145	3.20516	2.54671	16215	0.0531939	16933.5	0.0658692	17389	0.0736413	17716.5	0.0807759	18009	0.0866693	18321.5	0.0899466	18662	0.0880025	19109	0.0861513	19677.5	0.0841397	20612.5	0.120505	2.7205	0.0531939	0.088308	0.120505	0.165295	0.0557276	0.0108848	0.0167022	0.0226109	0.0262077	0.0285716	0.0306232	0.0341631	0.0375428	0.0411076	0.057073	6.42974	0.0108848	0.0295974	0.057073	0.209045	0.0304499
S3_gauss	V	10620	2.05753e+08	0.118421	0	0.375989	0.0603689	0.222825	0.337957	0.0449132	0.00207156	0.0508475	0.0652737	0.227705	0.327131	0.0184107	0.0792947	0.139225	3.27901	2.81009	3.54542	2.87163	17439	0.0706067	17842	0.0838354	18050.5	0.0889722	18259	0.0892482	18460	0.0887248	18658	0.0866185	18864	0.0852626	19183	0.0963948	20102	0.138685	25994	0.277174	3.36275	0.0706067	0.0876717	0.277174	0.325868	0.0528676	0.0295139	0.029799	0.0311024	0.0336537	0.0342483	0.0352475	0.0383375	0.0438209	0.0593638	0.0900892	2.97403	0.0295139	0.0347479	0.0900892	0.279264	0.0582671
S3_gauss	W	10620	1.83565e+08	0.00549392	0.168738	0	0.0294232	0.127099	0.239796	0.00103993	0.488606	0	0.068965	0.227173	0.378205	0.010978	0.0548074	0.109425	2.6802	2.31901	6.28211	4.14494	14849	0.000818521	15221.5	0.00210749	15870.5	0.00286383	16667	0.00509435	17437.5	0.00541984	18061.5	0.00662406	18438	0.00856043	18625	0.00873319	18795	0.00667176	18905	0.00609419	7.49398	0.000818521	0.00602195	0.00609419	0.12138	0.0127983	0.000246945	0.000672397	0.000712931	0.00117298	0.00123799	0.00127533	0.00136752	0.0013768	0.00102146	0.00107605	4.67234	0.000246945	0.00125666	0.00107605	0.113225	0.0203988
S5_gauss	U	8913	1.57939e+08	0.00587549	0.77314	0.0104342	0.310528	0.703606	0.892624	0.000503383	0.992707	0.00145854	1	1	1	0.0147836	0.0686189	0.132002	21.0049	10.2538	67.6426	14.5732	9778	0.00609627	13841.5	0.00645488	15881.5	0.00388425	17042	0.00439116	17992	0.00423217	18813	0.00461125	19601	0.00473488	20450	0.00529286	21396	0.006474	23032	0.0110755	0.219998	0.00609627	0.00442171	0.0110755	0.24883	0.0523475	0.000849238	0.000326436	0.000267098	0.000228572	0.000379973	0.00016284	0.00010122	0.000744232	0.000330357	0.00148899	-0.264993	0.000849238	0.000271406	0.00148899	0.390458	0.0851152
S5_gauss	V	6320	1.0789e+08	0.00691946	0.82057	0.0186709	0.394557	0.81192	0.952824	0.000774606	0.990348	0.00300633	1	1	1	0.0156854	0.0732117	0.14048	25.1544	11.09	63.7536	13.659	7497	0.00781943	12179	0.006275	14470	0.00446584	16123.5	0.0043973	17410	0.00377392	18420	0.00581328	19395	0.00500714	20393.5	0.00713999	21615.5	0.00718827	23616.5	0.0144174	0.164745	0.00781943	0.0047936	0.0144174	0.292704	0.0445871	0.000745155	0.000604588	0.00029048	6.90834e-05	0.000183535	0.000724243	0.000325126	0.000677108	0.00109137	0.00226361	0.466336	0.000745155	0.000453889	0.00226361	0.41052	0.0379553
S5_gauss	W	10592	1.78886e+08	0.00315941	0.545223	0	0.105565	0.364325	0.571694	0	1	0	nan	nan	nan	0.0112369	0.0546867	0.107683	9.39452	6.66205	nan	nan	15836	0.00119101	16228	0.00188353	16449	0.00217821	16624	0.00246384	16780	0.00291298	16932	0.00285294	17093	0.00353606	17293	0.00433299	17562	0.00504794	18106	0.00474321	11.0326	0.00119101	0.00288296	0.00474321	0.161665	0.0351395	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0
S1_raw	U	10436	2.62664e+06	0.137884	0.315255	0.437045	0.071292	0.255992	0.420064	0.0606432	0.509295	0.237351	0.088044	0.30092	0.485626	0.0196197	0.0853501	0.158772	3.6337	2.99932	4.48753	3.52571	131.292	0.112953	171.296	0.109364	196.84	0.10849	217.464	0.117724	237.498	0.133778	256.574	0.129244	278.453	0.138655	302.506	0.142569	332.257	0.146273	387.43	0.180235	0.439276	0.112953	0.131511	0.180235	0.207363	0.0404816	0.0470513	0.0448179	0.0465216	0.0538486	0.0563366	0.0577729	0.0615342	0.0631784	0.0659229	0.0797711	0.517162	0.0470513	0.0570548	0.0797711	0.208674	0.038341
S1_raw	V	10400	2.3491e+06	0.195218	0.228173	0.562404	0.0593769	0.219274	0.369537	0.0856316	0.432212	0.323942	0.0804652	0.280128	0.450999	0.02103	0.089862	0.165687	2.82343	2.44012	3.8262	3.11731	108.15	0.156746	146.988	0.152815	171.844	0.156679	191.567	0.169674	211.161	0.170735	230.351	0.181143	250.267	0.188312	274.509	0.200262	306.413	0.207568	360.115	0.266286	0.417004	0.156746	0.175939	0.266286	0.226005	0.0362983	0.0590578	0.0547957	0.0659527	0.0720149	0.0738562	0.079843	0.0838894	0.0891371	0.0941629	0.122728	0.619946	0.0590578	0.0768496	0.122728	0.237464	0.0311783
S1_raw	W	10619	2.60411e+07	0.0216671	0.072229	0.000188342	0.03663	0.146282	0.257582	0.00981705	0.303795	0	0.0539692	0.206217	0.351686	0.0111411	0.0543963	0.107279	3.28783	2.6892	4.84415	3.791	2305.45	0.013743	2358.73	0.0155828	2388.98	0.0166073	2413.27	0.0184893	2436.32	0.0203979	2458.38	0.0218027	2483.36	0.0226963	2511.49	0.024963	2548.07	0.0273964	2617.35	0.0329283	7.11873	0.013743	0.0211003	0.0329283	0.162886	0.0593243	0.00567418	0.00660673	0.0070852	0.00822313	0.0087819	0.00974164	0.0104261	0.0116111	0.0130197	0.0158929	8.46238	0.00567418	0.00926177	0.0158929	0.173515	0.0540597
S1_rawdecon	U	7815	2.82372e+10	0.365585	0.200128	0.69469	0.0560673	0.214448	0.368145	0.121516	0.422905	0.366475	0.0808071	0.299463	0.490309	0.0402863	0.157894	0.273996	1.39172	1.35818	2.00582	1.8966	454166	0.174465	934344	0.185134	1.40675e+06	0.194513	1.9553e+06	0.222138	2.51867e+06	0.270004	3.17722e+06	0.29773	4.03656e+06	0.330178	5.11324e+06	0.38024	6.60274e+06	0.419436	9.26102e+06	0.460913	0.367777	0.174465	0.283867	0.460913	0.345099	0.00576919	0.0644591	0.0763603	0.066517	0.070609	0.0918443	0.0906625	0.102247	0.115704	0.135925	0.164967	0.309938	0.0644591	0.0912534	0.164967	0.371601	0.00641277
S1_rawdecon	V	10615	1.26993e+11	0.526885	0.000565238	0.957042	0.0209383	0.0952676	0.179603	0.175247	0.254734	0.606218	0.0509869	0.229051	0.424784	0.01742	0.0827128	0.159712	1.20197	1.15179	2.92691	2.76924	5.76498e+06	0.570575	7.25975e+06	0.489401	8.35217e+06	0.422781	9.61389e+06	0.372489	1.11236e+07	0.422694	1.26383e+07	0.569658	1.39644e+07	0.631646	1.51258e+07	0.636084	1.68581e+07	0.564735	1.89444e+07	0.487362	0.144104	0.570575	0.496176	0.487362	0.147601	0.0509728	0.243385	0.207703	0.172451	0.120802	0.0838753	0.0513313	0.0381971	0.0650095	0.254958	0.4239	-0.286075	0.243385	0.0676033	0.4239	0.385982	0.0653708
S1_rawdecon	W	8222	8.1688e+08	0.434702	0.118463	0.803819	0.0533896	0.203377	0.345585	0.175196	0.315373	0.496473	0.0713441	0.264605	0.439737	0.0414031	0.162261	0.27995	1.28951	1.2534	1.72316	1.63074	12770.8	0.193639	25676.3	0.232028	38341.9	0.261146	51993.2	0.318026	68280.8	0.345912	87516.4	0.400207	109340	0.424201	139846	0.43864	180216	0.483503	260334	0.512585	0.351076	0.193639	0.37306	0.512585	0.330107	0.00548529	0.0574701	0.0711481	0.079467	0.103598	0.112393	0.143069	0.153493	0.168902	0.199948	0.237572	0.498226	0.0574701	0.127731	0.237572	0.379623	0.0040394
S1_wiener	U	9732	1.27429e+08	0.0371193	0.391389	0.0722359	0.0689013	0.244204	0.413768	0.000416657	0.985512	0.00113029	0.981203	1	1	0.0166117	0.0780126	0.1504	4.14776	3.13032	59.0671	12.8184	3182.5	0.0106504	7097.5	0.0130979	9809	0.0170183	12017	0.0188175	13680	0.0228988	14977	0.0304986	15955	0.0357076	16923	0.0428966	17934	0.0526995	19468	0.0677747	0.972988	0.0106504	0.0266987	0.0677747	0.27461	0.00660901	0.000195217	0.000132599	0.000140659	0.000407512	8.86838e-05	0.000165844	0.000558904	0.000396049	0.000429742	0.00100343	0.673734	0.000195217	0.000127264	0.00100343	0.362207	0.0107922
S1_wiener	V	10073	1.43195e+08	0.0409274	0.314008	0.0830934	0.0580192	0.216802	0.369239	0.00033719	0.984612	0.000893478	0.967505	1	1	0.0158689	0.0740153	0.142379	3.65617	2.92915	60.9688	13.5107	4488	0.0119746	8698.5	0.0153705	11823.5	0.0169966	13828	0.0247599	15005	0.0316572	15880	0.0359817	16692	0.041829	17485	0.0479248	18462	0.0548536	19960	0.0740395	1.1807	0.0119746	0.0338194	0.0740395	0.25757	0.00845085	0.000714459	0.000320172	0.00015014	0.000386276	0.000277687	0.000129561	0.000148719	0.000565224	0.00044494	0.00041088	-0.420329	0.000714459	0.000203624	0.00041088	0.173494	0.0612004
S1_wiener	W	10561	1.79879e+08	0.00516092	0.498627	0	0.0942358	0.333173	0.532131	0	1	0	nan	nan	nan	0.0119458	0.0569254	0.111246	7.88859	5.8528	nan	nan	15517	0.00179989	16083	0.00314393	16389	0.00379973	16637	0.00405312	16867	0.00465289	17088	0.00540729	17322	0.00615072	17604	0.00706711	17998	0.00764388	18765.5	0.0069467	7.43448	0.00179989	0.00503009	0.0069467	0.149739	0.0315326	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0
S1_rawdecon_abs	U	10615	5.71394e+10	0.50167	0	0.99887	0.0292573	0.117989	0.20925	0.202353	0	0.831465	0.0366818	0.146017	0.254361	0.0283663	0.114334	0.202834	1.03141	1.03197	1.29315	1.27711	2.20565e+06	0.53531	2.90242e+06	0.529037	3.4558e+06	0.531123	4.01232e+06	0.528187	4.5752e+06	0.510215	5.17197e+06	0.509263	5.87443e+06	0.506893	6.77615e+06	0.489849	7.99987e+06	0.487021	1.02556e+07	0.47694	-0.0826061	0.53531	0.509739	0.47694	0.192687	0.0416962	0.228779	0.224512	0.223003	0.221065	0.214352	0.209583	0.206829	0.194301	0.188002	0.182627	-0.160995	0.228779	0.211967	0.182627	0.18292	0.0441789
S1_rawdecon_abs	V	10615	2.53866e+11	0.507695	0	0.998116	0.018242	0.0852435	0.163801	0.203268	0	0.804522	0.022989	0.105771	0.200873	0.0157635	0.0756298	0.147522	1.15724	1.12712	1.45837	1.39853	1.18821e+07	0.60405	1.46152e+07	0.529977	1.69091e+07	0.489271	1.93454e+07	0.440968	2.26164e+07	0.443079	2.60694e+07	0.472048	2.88616e+07	0.504997	3.10791e+07	0.526164	3.29052e+07	0.535075	3.4993e+07	0.540488	-0.0417255	0.60405	0.457563	0.540488	0.156909	0.057688	0.289796	0.223515	0.171566	0.111919	0.108902	0.154896	0.207783	0.236695	0.248535	0.252784	0.0471105	0.289796	0.131899	0.252784	0.183293	0.0691256
S1_rawdecon_abs	W	10615	1.48087e+09	0.521655	0	0.998964	0.034103	0.13229	0.228971	0.227743	0	0.861705	0.0408132	0.15807	0.270844	0.0308608	0.121077	0.211181	1.10506	1.09261	1.3225	1.30553	60665	0.513684	78527.9	0.513286	91208.8	0.511229	103492	0.519972	115672	0.516653	129465	0.510373	146803	0.514991	169800	0.518751	204346	0.526105	276930	0.538163	0.0271549	0.513684	0.513513	0.538163	0.217703	0.041507	0.210322	0.208327	0.213952	0.216868	0.225072	0.217854	0.222727	0.225129	0.231777	0.251132	0.110413	0.210322	0.221463	0.251132	0.232697	0.038927
