det	est	plane	window	inversion	tbin	t_us	extent	sig_true_mm	sig_old_mm	sig_corr_mm	c_pred_mm	DT_pred_cm2s	c_input_mm	DT_input_cm2s	sig_true_lo_pitch	sig_true_hi_pitch
pdvd	share	U	q2	bin	0	187.284	0.434755	2.33963	1.2536	2.33963	nan	nan	nan	nan	nan	nan
pdvd	share	U	q2	bin	1	486.241	0.367693	2.40108	1.35211	2.40108	nan	nan	nan	nan	nan	nan
pdvd	share	U	q2	bin	2	759.022	0.35	2.4558	1.43529	2.4558	nan	nan	nan	nan	nan	nan
pdvd	share	U	q2	bin	3	1033.86	0.283746	2.50973	1.49852	2.50973	nan	nan	nan	nan	nan	nan
pdvd	share	U	q2	bin	4	1349.12	0.23235	2.57021	1.57723	2.57021	nan	nan	nan	nan	nan	nan
pdvd	share	U	q2	bin	5	1830.89	0.301911	2.65996	1.71252	2.65996	nan	nan	nan	nan	nan	nan
pdvd	share	U	q2	old	-1	nan	nan	nan	nan	nan	1.19393	4.04584	2.3003	4.87198	0.305834	0.347707
pdvd	share	U	q2	corrected	-1	nan	nan	nan	nan	nan	2.3003	4.87198	2.3003	4.87198	0.305834	0.347707
pdvd	share	U	q3	bin	0	187.284	0.434755	2.33963	1.2536	2.33963	nan	nan	nan	nan	nan	nan
pdvd	share	U	q3	bin	1	486.241	0.367693	2.40108	1.35211	2.40108	nan	nan	nan	nan	nan	nan
pdvd	share	U	q3	bin	2	759.022	0.35	2.4558	1.43529	2.4558	nan	nan	nan	nan	nan	nan
pdvd	share	U	q3	bin	3	1033.86	0.283746	2.50973	1.49852	2.50973	nan	nan	nan	nan	nan	nan
pdvd	share	U	q3	bin	4	1349.12	0.23235	2.57021	1.57723	2.57021	nan	nan	nan	nan	nan	nan
pdvd	share	U	q3	bin	5	1830.89	0.301911	2.65996	1.71252	2.65996	nan	nan	nan	nan	nan	nan
pdvd	share	U	q3	old	-1	nan	nan	nan	nan	nan	1.19393	4.04584	2.3003	4.87198	0.305834	0.347707
pdvd	share	U	q3	corrected	-1	nan	nan	nan	nan	nan	2.3003	4.87198	2.3003	4.87198	0.305834	0.347707
pdvd	share	U	q4	bin	0	187.284	0.434755	2.33963	3.37194	2.33963	nan	nan	nan	nan	nan	nan
pdvd	share	U	q4	bin	1	486.241	0.367693	2.40108	3.40323	2.40108	nan	nan	nan	nan	nan	nan
pdvd	share	U	q4	bin	2	759.022	0.35	2.4558	3.43807	2.4558	nan	nan	nan	nan	nan	nan
pdvd	share	U	q4	bin	3	1033.86	0.283746	2.50973	3.46257	2.50973	nan	nan	nan	nan	nan	nan
pdvd	share	U	q4	bin	4	1349.12	0.23235	2.57021	3.49777	2.57021	nan	nan	nan	nan	nan	nan
pdvd	share	U	q4	bin	5	1830.89	0.301911	2.65996	3.56556	2.65996	nan	nan	nan	nan	nan	nan
pdvd	share	U	q4	old	-1	nan	nan	nan	nan	nan	3.34793	3.94067	2.3003	4.87198	0.305834	0.347707
pdvd	share	U	q4	corrected	-1	nan	nan	nan	nan	nan	2.3003	4.87198	2.3003	4.87198	0.305834	0.347707
pdvd	share	U	centre	bin	0	187.284	0.434755	2.33963	1.2536	2.33963	nan	nan	nan	nan	nan	nan
pdvd	share	U	centre	bin	1	486.241	0.367693	2.40108	1.35211	2.40108	nan	nan	nan	nan	nan	nan
pdvd	share	U	centre	bin	2	759.022	0.35	2.4558	1.43529	2.4558	nan	nan	nan	nan	nan	nan
pdvd	share	U	centre	bin	3	1033.86	0.283746	2.50973	1.49852	2.50973	nan	nan	nan	nan	nan	nan
pdvd	share	U	centre	bin	4	1349.12	0.23235	2.57021	1.57723	2.57021	nan	nan	nan	nan	nan	nan
pdvd	share	U	centre	bin	5	1830.89	0.301911	2.65996	1.71252	2.65996	nan	nan	nan	nan	nan	nan
pdvd	share	U	centre	old	-1	nan	nan	nan	nan	nan	1.19393	4.04584	2.3003	4.87198	0.305834	0.347707
pdvd	share	U	centre	corrected	-1	nan	nan	nan	nan	nan	2.3003	4.87198	2.3003	4.87198	0.305834	0.347707
pdvd	share	U	edge	bin	0	187.284	0.434755	2.33963	3.37194	2.33963	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	1	486.241	0.367693	2.40108	3.40323	2.40108	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	2	759.022	0.35	2.4558	3.43807	2.4558	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	3	1033.86	0.283746	2.50973	3.46257	2.50973	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	4	1349.12	0.23235	2.57021	3.49777	2.57021	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	5	1830.89	0.301911	2.65996	3.56556	2.65996	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	old	-1	nan	nan	nan	nan	nan	3.34793	3.94067	2.3003	4.87198	0.305834	0.347707
pdvd	share	U	edge	corrected	-1	nan	nan	nan	nan	nan	2.3003	4.87198	2.3003	4.87198	0.305834	0.347707
pdvd	share	V	full	bin	0	194.424	0.382499	2.34443	2.331	2.34443	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	1	503.433	0.3285	2.40779	2.38334	2.40779	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	2	782.937	0.418797	2.46369	2.45911	2.46369	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	3	1068.67	0.416352	2.51956	2.51409	2.51956	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	4	1379.44	0.425796	2.57896	2.57704	2.57896	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	5	1875.99	0.327265	2.67112	2.64846	2.67112	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	old	-1	nan	nan	nan	nan	nan	2.2913	4.83792	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	full	corrected	-1	nan	nan	nan	nan	nan	2.30367	4.87198	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	q1	bin	0	194.424	0.382499	2.34443	3.3661	2.34443	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	1	503.433	0.3285	2.40779	3.40158	2.40779	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	2	782.937	0.418797	2.46369	3.44994	2.46369	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	3	1068.67	0.416352	2.51956	3.48637	2.51956	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	4	1379.44	0.425796	2.57896	3.52788	2.57896	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	5	1875.99	0.327265	2.67112	3.57977	2.67112	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	old	-1	nan	nan	nan	nan	nan	3.34071	4.51436	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	q1	corrected	-1	nan	nan	nan	nan	nan	2.30367	4.87198	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	q2	bin	0	194.424	0.382499	2.34443	1.25976	2.34443	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	1	503.433	0.3285	2.40779	1.35886	2.40779	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	2	782.937	0.418797	2.46369	1.44765	2.46369	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	3	1068.67	0.416352	2.51956	1.53204	2.51956	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	4	1379.44	0.425796	2.57896	1.62451	2.57896	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	5	1875.99	0.327265	2.67112	1.74086	2.67112	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	old	-1	nan	nan	nan	nan	nan	1.19099	4.33145	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	q2	corrected	-1	nan	nan	nan	nan	nan	2.30367	4.87198	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	q3	bin	0	194.424	0.382499	2.34443	1.25976	2.34443	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	1	503.433	0.3285	2.40779	1.35886	2.40779	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	2	782.937	0.418797	2.46369	1.44765	2.46369	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	3	1068.67	0.416352	2.51956	1.53204	2.51956	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	4	1379.44	0.425796	2.57896	1.62451	2.57896	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	5	1875.99	0.327265	2.67112	1.74086	2.67112	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	old	-1	nan	nan	nan	nan	nan	1.19099	4.33145	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	q3	corrected	-1	nan	nan	nan	nan	nan	2.30367	4.87198	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	q4	bin	0	194.424	0.382499	2.34443	3.3661	2.34443	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	1	503.433	0.3285	2.40779	3.40158	2.40779	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	2	782.937	0.418797	2.46369	3.44994	2.46369	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	3	1068.67	0.416352	2.51956	3.48637	2.51956	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	4	1379.44	0.425796	2.57896	3.52788	2.57896	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	5	1875.99	0.327265	2.67112	3.57977	2.67112	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	old	-1	nan	nan	nan	nan	nan	3.34071	4.51436	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	q4	corrected	-1	nan	nan	nan	nan	nan	2.30367	4.87198	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	centre	bin	0	194.424	0.382499	2.34443	1.25976	2.34443	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	1	503.433	0.3285	2.40779	1.35886	2.40779	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	2	782.937	0.418797	2.46369	1.44765	2.46369	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	3	1068.67	0.416352	2.51956	1.53204	2.51956	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	4	1379.44	0.425796	2.57896	1.62451	2.57896	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	5	1875.99	0.327265	2.67112	1.74086	2.67112	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	old	-1	nan	nan	nan	nan	nan	1.19099	4.33145	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	centre	corrected	-1	nan	nan	nan	nan	nan	2.30367	4.87198	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	edge	bin	0	194.424	0.382499	2.34443	3.3661	2.34443	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	1	503.433	0.3285	2.40779	3.40158	2.40779	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	2	782.937	0.418797	2.46369	3.44994	2.46369	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	3	1068.67	0.416352	2.51956	3.48637	2.51956	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	4	1379.44	0.425796	2.57896	3.52788	2.57896	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	5	1875.99	0.327265	2.67112	3.57977	2.67112	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	old	-1	nan	nan	nan	nan	nan	3.34071	4.51436	2.30367	4.87198	0.306461	0.349165
pdvd	share	V	edge	corrected	-1	nan	nan	nan	nan	nan	2.30367	4.87198	2.30367	4.87198	0.306461	0.349165
pdvd	share	W	full	bin	0	181.731	0.276956	1.24915	1.21969	1.24915	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	1	488.72	1.45519e-11	1.36364	1.26759	1.36364	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	2	782.641	1.45519e-11	1.46489	1.37412	1.46489	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	3	1088.27	1.45519e-11	1.56324	1.47743	1.56324	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	4	1407.91	1.45519e-11	1.65987	1.57874	1.65987	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	5	1882.88	1.45519e-11	1.79387	1.71884	1.79387	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	old	-1	nan	nan	nan	nan	nan	1.11793	4.37911	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	full	corrected	-1	nan	nan	nan	nan	nan	1.17614	4.87198	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	q1	bin	0	181.731	0.276956	1.24915	2.00662	1.24915	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	1	488.72	1.45519e-11	1.36364	2.03885	1.36364	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	2	782.641	1.45519e-11	1.46489	2.11858	1.46489	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	3	1088.27	1.45519e-11	1.56324	2.19204	1.56324	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	4	1407.91	1.45519e-11	1.65987	2.26192	1.65987	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	5	1882.88	1.45519e-11	1.79387	2.3572	1.79387	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	old	-1	nan	nan	nan	nan	nan	1.94641	4.64471	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	q1	corrected	-1	nan	nan	nan	nan	nan	1.17614	4.87198	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	q2	bin	0	181.731	0.276956	1.24915	0.330285	1.24915	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	1	488.72	1.45519e-11	1.36364	0.499643	1.36364	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	2	782.641	1.45519e-11	1.46489	0.638072	1.46489	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	3	1088.27	1.45519e-11	1.56324	0.775901	1.56324	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	4	1407.91	1.45519e-11	1.65987	0.913161	1.65987	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	5	1882.88	1.45519e-11	1.79387	1.10413	1.79387	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	old	-1	nan	nan	nan	nan	nan	-0.224055	3.18296	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	q2	corrected	-1	nan	nan	nan	nan	nan	1.17614	4.87198	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	q3	bin	0	181.731	0.276956	1.24915	0.330285	1.24915	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	1	488.72	1.45519e-11	1.36364	0.499643	1.36364	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	2	782.641	1.45519e-11	1.46489	0.638072	1.46489	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	3	1088.27	1.45519e-11	1.56324	0.775901	1.56324	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	4	1407.91	1.45519e-11	1.65987	0.913161	1.65987	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	5	1882.88	1.45519e-11	1.79387	1.10413	1.79387	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	old	-1	nan	nan	nan	nan	nan	-0.224055	3.18296	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	q3	corrected	-1	nan	nan	nan	nan	nan	1.17614	4.87198	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	q4	bin	0	181.731	0.276956	1.24915	2.00662	1.24915	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	1	488.72	1.45519e-11	1.36364	2.03885	1.36364	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	2	782.641	1.45519e-11	1.46489	2.11858	1.46489	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	3	1088.27	1.45519e-11	1.56324	2.19204	1.56324	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	4	1407.91	1.45519e-11	1.65987	2.26192	1.65987	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	5	1882.88	1.45519e-11	1.79387	2.3572	1.79387	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	old	-1	nan	nan	nan	nan	nan	1.94641	4.64471	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	q4	corrected	-1	nan	nan	nan	nan	nan	1.17614	4.87198	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	centre	bin	0	181.731	0.276956	1.24915	0.330285	1.24915	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	1	488.72	1.45519e-11	1.36364	0.499643	1.36364	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	2	782.641	1.45519e-11	1.46489	0.638072	1.46489	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	3	1088.27	1.45519e-11	1.56324	0.775901	1.56324	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	4	1407.91	1.45519e-11	1.65987	0.913161	1.65987	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	5	1882.88	1.45519e-11	1.79387	1.10413	1.79387	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	old	-1	nan	nan	nan	nan	nan	-0.224055	3.18296	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	centre	corrected	-1	nan	nan	nan	nan	nan	1.17614	4.87198	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	edge	bin	0	181.731	0.276956	1.24915	2.00662	1.24915	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	1	488.72	1.45519e-11	1.36364	2.03885	1.36364	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	2	782.641	1.45519e-11	1.46489	2.11858	1.46489	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	3	1088.27	1.45519e-11	1.56324	2.19204	1.56324	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	4	1407.91	1.45519e-11	1.65987	2.26192	1.65987	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	5	1882.88	1.45519e-11	1.79387	2.3572	1.79387	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	old	-1	nan	nan	nan	nan	nan	1.94641	4.64471	1.17614	4.87198	0.244932	0.351739
pdvd	share	W	edge	corrected	-1	nan	nan	nan	nan	nan	1.17614	4.87198	1.17614	4.87198	0.244932	0.351739
