label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	share	W	0	174.84	972	1.59223e+07	1.20548	1.03263	0.554723	0.562971	0.0281485	0.694589	0.250078	0	0.784708	1.22658
all	share	W	1	369.711	976	1.59241e+07	1.34032	1.21241	0.806655	0.894926	0.0447463	0.977209	0.250078	0	0.735637	1.34603
all	share	W	2	565.097	978	1.59215e+07	1.45712	1.34898	0.997282	1.2242	0.0612098	1.29804	0.250078	0	0.695615	1.45922
all	share	W	3	760.739	978	1.59154e+07	1.56447	1.4699	1.15711	1.56522	0.0782609	1.62588	0.250078	0	0.660278	1.56597
all	share	W	4	956.716	982	1.59286e+07	1.66032	1.58174	1.29762	1.89397	0.0946986	1.93859	0.250078	0	0.630681	1.66172
all	share	W	5	1153.25	984	1.59334e+07	1.75363	1.68683	1.42468	2.23443	0.111722	2.25955	0.250078	0	0.603716	1.75501
all	truth	W	0	174.84	972	1.59223e+07	1.20548	1.03263	0.554723	0.665894	0.0332947	0.694589	0.250078	0	0.784708	1.22658
all	truth	W	1	369.711	976	1.59241e+07	1.34032	1.21241	0.806655	0.981929	0.0490965	0.977209	0.250078	0	0.735637	1.34603
all	truth	W	2	565.097	978	1.59215e+07	1.45712	1.34898	0.997282	1.30613	0.0653065	1.29804	0.250078	0	0.695615	1.45922
all	truth	W	3	760.739	978	1.59154e+07	1.56447	1.4699	1.15711	1.63345	0.0816723	1.62588	0.250078	0	0.660278	1.56597
all	truth	W	4	956.716	982	1.59286e+07	1.66032	1.58174	1.29762	1.9451	0.0972548	1.93859	0.250078	0	0.630681	1.66172
all	truth	W	5	1153.25	984	1.59334e+07	1.75363	1.68683	1.42468	2.26543	0.113272	2.25955	0.250078	0	0.603716	1.75501
