# doc pdvd/42 d42_proj2d_resid.py det=pdvd files=120
det	event	block	cluster	pass	status	npts	length_cm	kink_num	exit_L	left_L	plane	Ncells	Nlive	Ndead	Nfoot	Q_all	Q_foot	f_off	U_all	U_foot	B_foot	chi2N_foot	uncov_foot	pull_rms	pull_tail3	Nfoot_pred	absx_med	fit_chi2_med	f_off_near	f_off_far
pdvd	039252_0_d42fit	350	35	0	0	473	307.1	473	304.0	0.0	W	3459	3426	33	2308	18778750	17270030	0.0803	0.2422	0.1764	-0.0568	10.720	0.0036	1.801	0.1964	2194	216.7	1.441	0.0272	0.0532
pdvd	039252_0_d42fit	350	35	0	0	473	307.1	473	304.0	0.0	ALL	8598	7515	1075	5298	53504444	46147848	0.1375	0.3569	0.3255	-0.0917	7.357	0.0395	1.819	0.1816	4456	216.7	1.441	0.0879	0.0496
pdvd	039252_0_d42fit	410	41	0	7	168	107.5	168	108.1	0.0	U	2625	1848	769	604	17006227	11069071	0.3491	0.5244	0.2956	-0.1933	11.668	0.0028	2.495	0.3242	583	25.3	3.364	0.1183	0.2308
pdvd	039252_0_d42fit	410	41	0	7	168	107.5	168	108.1	0.0	V	1239	962	273	377	20064556	16439966	0.1806	0.6427	0.5641	-0.2252	86.798	0.0002	6.655	0.6408	373	25.3	3.364	0.0532	0.1275
pdvd	039252_0_d42fit	410	41	0	7	168	107.5	168	108.1	0.0	W	1627	1590	37	634	9967057	7655503	0.2319	0.4227	0.2518	-0.1319	26.918	0.0000	3.253	0.3901	628	25.3	3.364	0.0530	0.1789
pdvd	039252_0_d42fit	410	41	0	7	168	107.5	168	108.1	0.0	ALL	5491	4400	1079	1615	47037840	35164540	0.2524	0.5533	0.4116	-0.1949	35.193	0.0010	3.521	0.4249	1584	25.3	3.364	0.0767	0.1757
pdvd	039252_0_d42fit	440	44	0	0	437	285.4	437	285.5	0.0	U	3496	2718	769	1587	25368442	17591464	0.3066	0.3441	0.3316	-0.2576	4.725	0.0842	1.407	0.1267	1129	135.3	1.196	0.2346	0.0719
pdvd	039252_0_d42fit	440	44	0	0	437	285.4	437	285.5	0.0	V	2631	2354	273	1989	33192962	32131867	0.0320	0.2889	0.2655	-0.2164	2.768	0.0165	1.185	0.0797	1643	135.3	1.196	0.0018	0.0302
pdvd	039252_0_d42fit	440	44	0	0	437	285.4	437	285.5	0.0	W	3390	3331	59	2252	17046150	15571258	0.0865	0.2433	0.1717	-0.0423	10.262	0.0051	1.976	0.2137	2176	135.3	1.196	0.0125	0.0740
pdvd	039252_0_d42fit	440	44	0	0	437	285.4	437	285.5	0.0	ALL	9517	8403	1101	5828	75607554	65294589	0.1364	0.2971	0.2609	-0.1860	6.197	0.0320	1.601	0.1494	4948	135.3	1.196	0.0823	0.0541
pdvd	039252_0_d42fit	740	74	0	0	5	2.6	5	3.2	0.0	U	1657	881	769	28	2588403	218449	0.9156	0.9834	0.8282	-0.5066	18.921	0.4867	3.258	0.4545	11	338.6	3.775	0.0821	0.8335
pdvd	039252_0_d42fit	740	74	0	0	5	2.6	5	3.2	0.0	V	710	434	273	21	1679550	152013	0.9095	0.9483	0.7297	-0.0377	12.123	0.3177	2.610	0.3333	9	338.6	3.775	0.1015	0.8080
pdvd	039252_0_d42fit	740	74	0	0	5	2.6	5	3.2	0.0	W	742	683	59	23	1999329	199567	0.9002	0.9677	0.6922	-0.6833	119.702	0.4790	4.846	0.7778	9	338.6	3.775	0.0504	0.8498
pdvd	039252_0_d42fit	740	74	0	0	5	2.6	5	3.2	0.0	ALL	3109	1998	1101	72	6267282	570029	0.9090	0.9690	0.7544	-0.4434	49.132	0.4389	4.961	0.5172	29	338.6	3.775	0.0772	0.8319
pdvd	039252_0_d42fit	750	75	0	0	507	332.0	500	328.8	3.8	U	4417	3638	769	2093	26992727	22413128	0.1697	0.3731	0.2453	-0.1688	6.120	0.0212	1.402	0.1447	1907	203.9	1.378	0.0426	0.1270
pdvd	039252_0_d42fit	750	75	0	0	507	332.0	500	328.8	3.8	V	3149	2831	313	1622	23162062	15402770	0.3350	0.4151	0.3933	-0.2875	4.390	0.0730	1.175	0.1035	1227	203.9	1.378	0.2469	0.0881
pdvd	039252_0_d42fit	750	75	0	0	507	332.0	500	328.8	3.8	W	3624	3549	75	2266	20733610	17677764	0.1474	0.3298	0.2142	-0.0683	12.109	0.0175	2.381	0.2423	2072	203.9	1.378	0.0537	0.0936
pdvd	039252_0_d42fit	750	75	0	0	507	332.0	500	328.8	3.8	ALL	11190	10018	1157	5981	70888399	55493662	0.2172	0.3742	0.2765	-0.1697	7.920	0.0344	1.636	0.1738	5206	203.9	1.378	0.1126	0.1046
pdvd	039252_0_d42fit	760	76	0	0	575	367.7	575	368.3	0.0	U	4613	3835	769	2418	38244614	34299432	0.1032	0.4060	0.3380	-0.1934	5.432	0.0805	1.721	0.1778	1800	171.8	1.314	0.0253	0.0778
pdvd	039252_0_d42fit	760	76	0	0	575	367.7	575	368.3	0.0	V	4246	3904	335	2025	32402885	19739998	0.3908	0.4037	0.3915	-0.3245	3.729	0.0890	1.115	0.1113	1554	171.8	1.314	0.3020	0.0888
pdvd	039252_0_d42fit	760	76	0	0	575	367.7	575	368.3	0.0	W	4254	4179	75	2905	21161059	18547846	0.1235	0.3002	0.2021	-0.0780	11.195	0.0169	2.321	0.2439	2468	171.8	1.314	0.0229	0.1006
pdvd	039252_0_d42fit	760	76	0	0	575	367.7	575	368.3	0.0	ALL	13113	11918	1179	7348	91808558	72587276	0.2094	0.3808	0.3178	-0.1996	7.241	0.0666	1.780	0.1881	5822	171.8	1.314	0.1224	0.0869
pdvd	039252_0_d42fit	770	77	0	0	198	125.4	198	126.0	0.0	U	2978	2199	769	812	11599970	8268206	0.2872	0.4269	0.1963	-0.1307	3.475	0.0063	1.425	0.1058	728	197.8	1.554	0.0030	0.2842
pdvd	039252_0_d42fit	770	77	0	0	198	125.4	198	126.0	0.0	V	2391	2050	335	721	11690854	6684677	0.4282	0.4422	0.2698	-0.1836	2.603	0.0105	1.218	0.0865	624	197.8	1.554	0.1755	0.2527
pdvd	039252_0_d42fit	770	77	0	0	198	125.4	198	126.0	0.0	W	1895	1648	247	695	8041488	5756387	0.2842	0.4447	0.2240	+0.0351	17.270	0.0074	3.496	0.4296	582	197.8	1.554	0.0118	0.2724
pdvd	039252_0_d42fit	770	77	0	0	198	125.4	198	126.0	0.0	ALL	7264	5897	1351	2228	31332312	20709270	0.3390	0.4372	0.2277	-0.1017	7.496	0.0080	1.753	0.1970	1934	197.8	1.554	0.0696	0.2694
pdvd	039252_0_d42fit	790	79	0	7	344	223.0	344	223.6	0.0	U	3847	3068	769	1441	21941605	17189984	0.2166	0.4935	0.3538	-0.2842	8.524	0.0623	2.097	0.2602	1053	253.6	1.880	0.0375	0.1791
pdvd	039252_0_d42fit	790	79	0	7	344	223.0	344	223.6	0.0	V	3209	2838	367	1258	19635090	12603518	0.3581	0.4464	0.3225	-0.2513	4.916	0.0405	1.344	0.1368	1045	253.6	1.880	0.1854	0.1727
pdvd	039252_0_d42fit	790	79	0	7	344	223.0	344	223.6	0.0	W	2804	2557	247	1419	14453565	11099092	0.2321	0.4405	0.2717	-0.1009	25.094	0.0607	3.613	0.4271	1035	253.6	1.880	0.0494	0.1827
pdvd	039252_0_d42fit	790	79	0	7	344	223.0	344	223.6	0.0	ALL	9860	8463	1383	4118	56030260	40892594	0.2702	0.4633	0.3219	-0.2243	13.132	0.0551	2.143	0.2742	3133	253.6	1.880	0.0924	0.1778
pdvd	039252_0_d42fit	800	80	0	3	429	275.8	429	276.2	0.0	U	4663	3883	769	1560	24890267	19583076	0.2132	0.4287	0.2744	-0.1514	8.049	0.0050	2.015	0.2410	1506	260.8	1.898	0.0391	0.1742
pdvd	039252_0_d42fit	800	80	0	3	429	275.8	429	276.2	0.0	V	2724	2353	367	815	27562014	18560319	0.3266	0.4830	0.4461	-0.2389	16.975	0.0960	3.792	0.4376	521	260.8	1.898	0.1911	0.1355
pdvd	039252_0_d42fit	800	80	0	3	429	275.8	429	276.2	0.0	W	3879	3626	253	1996	19872826	16195615	0.1850	0.2973	0.1402	-0.0417	7.857	0.0012	1.957	0.1682	1992	260.8	1.898	0.0275	0.1576
pdvd	039252_0_d42fit	800	80	0	3	429	275.8	429	276.2	0.0	ALL	11266	9862	1389	4371	72325107	54339010	0.2487	0.4133	0.2930	-0.1486	9.626	0.0349	2.184	0.2304	4019	260.8	1.898	0.0938	0.1549
pdvd	039252_0_d42fit	810	81	0	3	185	120.3	185	120.9	0.0	U	3397	2619	769	804	11468641	6993494	0.3902	0.5837	0.3174	-0.2100	3.299	0.0695	1.737	0.1027	565	194.6	1.256	0.0111	0.3792
pdvd	039252_0_d42fit	810	81	0	3	185	120.3	185	120.9	0.0	V	2521	2102	415	496	15727432	6651075	0.5771	0.4707	0.3805	-0.1914	3.766	0.0397	1.879	0.1351	385	194.6	1.256	0.3332	0.2439
pdvd	039252_0_d42fit	810	81	0	3	185	120.3	185	120.9	0.0	W	2321	2068	253	919	8757280	5947599	0.3208	0.4389	0.1739	-0.0752	8.807	0.0040	1.883	0.1917	871	194.6	1.256	0.0057	0.3152
pdvd	039252_0_d42fit	810	81	0	3	185	120.3	185	120.9	0.0	ALL	8239	6789	1437	2219	35953353	19592168	0.4551	0.4990	0.2952	-0.1628	5.685	0.0395	1.825	0.1521	1821	194.6	1.256	0.1506	0.3044
pdvd	039252_0_d42fit	820	82	0	0	171	110.7	160	104.1	7.2	U	3231	2451	769	596	10453876	5899570	0.4357	0.6861	0.4444	-0.2164	9.407	0.1000	2.296	0.2483	435	224.8	1.689	0.0085	0.4272
pdvd	039252_0_d42fit	820	82	0	0	171	110.7	160	104.1	7.2	V	2516	2097	415	518	10838046	4346381	0.5990	0.6205	0.4752	-0.3334	5.312	0.1222	1.751	0.1939	330	224.8	1.689	0.2315	0.3675
pdvd	039252_0_d42fit	820	82	0	0	171	110.7	160	104.1	7.2	W	2131	1878	253	747	8732636	5674969	0.3501	0.4931	0.2209	-0.1406	11.502	0.0137	2.414	0.3065	620	224.8	1.689	0.0224	0.3277
pdvd	039252_0_d42fit	820	82	0	0	171	110.7	160	104.1	7.2	ALL	7878	6426	1437	1861	30024558	15920920	0.4697	0.6063	0.3731	-0.2213	9.108	0.0753	2.250	0.2614	1385	224.8	1.689	0.0930	0.3767
pdvd	039252_0_d42fit	860	86	0	3	185	117.7	185	118.3	0.0	U	3209	2431	769	395	21192060	15027518	0.2909	0.5431	0.3563	-0.1411	30.518	0.0306	3.538	0.4335	376	23.4	1.980	0.0586	0.2323
pdvd	039252_0_d42fit	860	86	0	3	185	117.7	185	118.3	0.0	V	3070	2650	415	672	14813936	9459460	0.3614	0.5812	0.3698	-0.1739	10.274	0.0048	1.940	0.2231	641	23.4	1.980	0.0629	0.2986
pdvd	039252_0_d42fit	860	86	0	3	185	117.7	185	118.3	0.0	W	2288	2035	253	696	11207750	7506334	0.3303	0.4897	0.2416	-0.1412	27.092	0.0000	2.779	0.3405	696	23.4	1.980	0.0460	0.2842
pdvd	039252_0_d42fit	860	86	0	3	185	117.7	185	118.3	0.0	ALL	8567	7116	1437	1763	47213746	31993312	0.3224	0.5424	0.3334	-0.1508	21.449	0.0158	2.573	0.3170	1713	23.4	1.980	0.0570	0.2654
pdvd	039252_0_d42fit	990	99	0	3	435	289.2	435	283.2	0.0	U	4954	4170	769	1907	24662197	17015259	0.3101	0.4046	0.2502	-0.1724	3.167	0.0076	1.161	0.0912	1710	63.6	1.198	0.1004	0.2097
pdvd	039252_0_d42fit	990	99	0	3	435	289.2	435	283.2	0.0	V	4090	3669	415	1568	22881924	14426447	0.3695	0.4280	0.3056	-0.2048	2.783	0.0246	0.929	0.0726	1419	63.6	1.198	0.1734	0.1961
pdvd	039252_0_d42fit	990	99	0	3	435	289.2	435	283.2	0.0	W	4127	3836	291	2138	20331549	16276329	0.1995	0.3686	0.2118	-0.0763	10.634	0.0028	2.106	0.2161	2110	63.6	1.198	0.0333	0.1661
pdvd	039252_0_d42fit	990	99	0	3	435	289.2	435	283.2	0.0	ALL	13171	11675	1475	5613	67875670	47718035	0.2970	0.4017	0.2539	-0.1494	5.904	0.0111	1.420	0.1365	5239	63.6	1.198	0.1049	0.1921
pdvd	039252_10_d42fit	290	29	0	3	288	190.2	288	190.3	0.0	U	1491	1491	0	1065	27484439	17737290	0.3546	0.2826	0.3182	-0.2397	5.753	0.0361	1.812	0.2026	839	95.4	1.339	0.3538	0.0008
pdvd	039252_10_d42fit	290	29	0	3	288	190.2	288	190.3	0.0	V	1474	1474	0	1397	28222072	27598802	0.0221	0.2771	0.2628	-0.1901	3.479	0.0141	1.223	0.0921	1238	95.4	1.339	0.0220	0.0001
pdvd	039252_10_d42fit	290	29	0	3	288	190.2	288	190.3	0.0	W	1754	1754	0	1530	12179367	11946228	0.0191	0.2247	0.2123	-0.0674	13.771	0.0035	3.101	0.3663	1496	95.4	1.339	0.0191	0.0000
pdvd	039252_10_d42fit	290	29	0	3	288	190.2	288	190.3	0.0	ALL	4719	4719	0	3992	67885878	57282320	0.1562	0.2699	0.2694	-0.1799	8.030	0.0187	2.118	0.2329	3573	95.4	1.339	0.1558	0.0004
pdvd	039252_10_d42fit	300	30	0	3	457	297.1	457	294.7	0.0	U	3362	2741	617	1205	39568647	21532203	0.4558	0.6477	0.5158	-0.4437	22.343	0.1592	2.384	0.3364	883	237.5	2.532	0.3445	0.1113
pdvd	039252_10_d42fit	300	30	0	3	457	297.1	457	294.7	0.0	V	3730	3700	28	1798	40375199	25986907	0.3564	0.6356	0.4341	-0.2875	15.369	0.0903	2.015	0.2882	1551	237.5	2.532	0.2120	0.1443
pdvd	039252_10_d42fit	300	30	0	3	457	297.1	457	294.7	0.0	W	4034	4034	0	1966	40767085	27876400	0.3162	0.6028	0.4193	-0.2860	49.540	0.0682	3.707	0.4389	1661	237.5	2.532	0.1968	0.1194
pdvd	039252_10_d42fit	300	30	0	3	457	297.1	457	294.7	0.0	ALL	11126	10475	645	4969	120710931	75395510	0.3754	0.6285	0.4520	-0.3316	30.580	0.1018	2.734	0.3597	4095	237.5	2.532	0.2503	0.1251
pdvd	039252_10_d42fit	310	31	0	2	150	90.9	20	12.6	78.9	U	1557	889	666	154	6348129	1796966	0.7169	0.9341	0.8531	-0.7876	25.754	0.1021	3.455	0.4804	102	277.8	0.843	0.3525	0.3644
pdvd	039252_10_d42fit	310	31	0	2	150	90.9	20	12.6	78.9	V	1278	1247	28	178	6108083	1355826	0.7780	0.9318	0.6935	-0.5640	16.797	0.2106	2.729	0.3167	120	277.8	0.843	0.2439	0.5341
pdvd	039252_10_d42fit	310	31	0	2	150	90.9	20	12.6	78.9	W	1179	1179	0	237	7573799	2581898	0.6591	0.9362	0.8132	-0.7335	10.706	0.1967	1.495	0.2410	166	277.8	0.843	0.2946	0.3645
pdvd	039252_10_d42fit	310	31	0	2	150	90.9	20	12.6	78.9	ALL	4014	3315	694	569	20030011	5734690	0.7137	0.9342	0.7974	-0.7104	16.684	0.1703	2.148	0.3273	388	277.8	0.843	0.2975	0.4162
pdvd	039252_10_d42fit	320	32	0	0	116	75.3	113	73.5	2.4	U	1592	801	790	258	5547603	3088307	0.4433	0.5770	0.4348	-0.3560	13.035	0.1316	2.544	0.3529	153	270.5	1.872	0.1834	0.2599
pdvd	039252_10_d42fit	320	32	0	0	116	75.3	113	73.5	2.4	V	1274	1244	28	357	6695712	4103660	0.3871	0.5702	0.2990	-0.1909	8.567	0.0178	1.700	0.2199	332	270.5	1.872	0.0383	0.3488
pdvd	039252_10_d42fit	320	32	0	0	116	75.3	113	73.5	2.4	W	1269	1269	0	476	6739136	4541202	0.3261	0.5029	0.2624	-0.1351	25.672	0.0224	2.578	0.3263	426	270.5	1.872	0.0265	0.2996
pdvd	039252_10_d42fit	320	32	0	0	116	75.3	113	73.5	2.4	ALL	4135	3314	818	1091	18982451	11733169	0.3819	0.5483	0.3206	-0.2128	17.086	0.0495	2.228	0.2920	911	270.5	1.872	0.0765	0.3054
pdvd	039252_10_d42fit	360	36	0	7	450	287.4	450	287.9	0.0	U	2772	1760	1008	1009	19353531	15864527	0.1803	0.3144	0.1934	-0.1066	7.338	0.0017	1.614	0.1788	917	72.6	1.275	0.0881	0.0922
pdvd	039252_10_d42fit	360	36	0	7	450	287.4	450	287.9	0.0	V	2675	2513	156	1198	20253637	17210155	0.1503	0.3499	0.2351	-0.1075	7.141	0.0001	1.840	0.1569	1192	72.6	1.275	0.0249	0.1253
pdvd	039252_10_d42fit	360	36	0	7	450	287.4	450	287.9	0.0	W	4329	4329	0	2227	20171488	16753755	0.1694	0.2932	0.1570	-0.0600	8.752	0.0000	1.575	0.1549	2227	72.6	1.275	0.0381	0.1313
pdvd	039252_10_d42fit	360	36	0	7	450	287.4	450	287.9	0.0	ALL	9776	8602	1164	4434	59778656	49828437	0.1665	0.3192	0.1956	-0.0912	7.995	0.0006	1.728	0.1605	4336	72.6	1.275	0.0498	0.1166
pdvd	039252_10_d42fit	700	70	0	0	226	143.8	226	144.4	0.0	U	1949	939	1008	50	2685963	66405	0.9753	0.9921	0.6892	-0.4882	0.991	0.0000	0.262	0.0400	50	264.2	0.783	0.0845	0.8908
pdvd	039252_10_d42fit	700	70	0	0	226	143.8	226	144.4	0.0	V	1543	1385	156	134	3349449	278526	0.9168	0.9699	0.6701	-0.0412	1.176	0.0555	0.457	0.0312	128	264.2	0.783	0.0776	0.8393
pdvd	039252_10_d42fit	700	70	0	0	226	143.8	226	144.4	0.0	W	1360	1348	12	211	8434049	3995277	0.5263	0.9337	0.8632	-0.8618	6.844	0.0420	1.536	0.2020	203	264.2	0.783	0.1020	0.4243
pdvd	039252_10_d42fit	700	70	0	0	226	143.8	226	144.4	0.0	ALL	4852	3672	1176	395	14469461	4340208	0.7000	0.9529	0.8482	-0.8034	4.180	0.0422	1.000	0.1234	381	264.2	0.783	0.0931	0.6069
pdvd	039252_10_d42fit	730	73	0	0	557	352.4	542	343.3	9.7	U	4768	2541	2223	1513	15642344	12690486	0.1887	0.4185	0.2837	-0.1951	3.585	0.0408	1.331	0.0917	1200	186.5	1.351	0.0103	0.1784
pdvd	039252_10_d42fit	730	73	0	0	557	352.4	542	343.3	9.7	V	3981	3821	156	1906	24551698	15505966	0.3684	0.3818	0.3113	-0.1974	2.595	0.0369	1.155	0.0639	1518	186.5	1.351	0.2372	0.1313
pdvd	039252_10_d42fit	730	73	0	0	557	352.4	542	343.3	9.7	W	4046	4034	12	2596	21303881	17657726	0.1711	0.3690	0.2392	-0.1177	14.077	0.0320	2.873	0.3362	2085	186.5	1.351	0.0241	0.1470
pdvd	039252_10_d42fit	730	73	0	0	557	352.4	542	343.3	9.7	ALL	12795	10396	2391	6015	61497923	45854178	0.2544	0.3867	0.2759	-0.1661	7.800	0.0361	1.708	0.1890	4803	186.5	1.351	0.1057	0.1487
pdvd	039252_10_d42fit	820	82	0	3	555	353.6	555	354.2	0.0	U	7015	4784	2223	2438	43163323	32288649	0.2519	0.5107	0.3460	-0.2567	8.359	0.0409	1.558	0.1952	2162	150.0	1.524	0.0470	0.2049
pdvd	039252_10_d42fit	820	82	0	3	555	353.6	555	354.2	0.0	V	4810	4647	156	1737	32308628	17054412	0.4721	0.6182	0.4837	-0.3446	4.799	0.0761	1.571	0.1798	1318	150.0	1.524	0.2164	0.2557
pdvd	039252_10_d42fit	820	82	0	3	555	353.6	555	354.2	0.0	W	5375	5315	60	2562	29893733	19704842	0.3408	0.5346	0.2945	-0.1513	25.620	0.0107	2.343	0.2910	2447	150.0	1.524	0.0650	0.2759
pdvd	039252_10_d42fit	820	82	0	3	555	353.6	555	354.2	0.0	ALL	17200	14746	2439	6737	105365684	69047903	0.3447	0.5505	0.3653	-0.2484	14.005	0.0410	1.846	0.2313	5927	150.0	1.524	0.1041	0.2406
pdvd	039252_10_d42fit	830	83	0	4	8	5.2	8	5.8	0.0	U	4050	1821	2223	13	11442798	548581	0.9521	0.9837	0.6726	-0.6726	7.306	0.2719	0.565	0.8000	5	320.5	1.538	0.0470	0.9050
pdvd	039252_10_d42fit	830	83	0	4	8	5.2	8	5.8	0.0	V	1879	1705	170	0	4240555	0	1.0000	1.0000	nan	+nan	nan	nan	nan	nan	0	320.5	1.538	0.0000	1.0000
pdvd	039252_10_d42fit	830	83	0	4	8	5.2	8	5.8	0.0	W	1664	1604	60	13	5714219	76479	0.9866	0.9955	0.7078	-0.0516	23.563	0.0842	1.878	0.3000	10	320.5	1.538	0.0131	0.9735
pdvd	039252_10_d42fit	830	83	0	4	8	5.2	8	5.8	0.0	ALL	7593	5130	2453	26	21397572	625060	0.9708	0.9901	0.6769	-0.5966	15.435	0.2489	3.500	0.4667	15	320.5	1.538	0.0286	0.9422
pdvd	039252_10_d42fit	860	86	0	3	418	271.9	418	272.2	0.0	U	5976	3747	2223	1998	27252451	22251448	0.1835	0.4390	0.3136	-0.2854	6.670	0.0413	1.721	0.2455	1458	218.4	1.883	0.0074	0.1761
pdvd	039252_10_d42fit	860	86	0	3	418	271.9	418	272.2	0.0	V	3925	3750	170	1503	32640667	20263292	0.3792	0.4586	0.4047	-0.2799	6.757	0.0755	1.577	0.1809	1172	218.4	1.883	0.2416	0.1376
pdvd	039252_10_d42fit	860	86	0	3	418	271.9	418	272.2	0.0	W	3437	3319	118	1745	17563540	12644909	0.2800	0.4448	0.2302	-0.0218	17.298	0.0333	3.315	0.4324	1316	218.4	1.883	0.0172	0.2629
pdvd	039252_10_d42fit	860	86	0	3	418	271.9	418	272.2	0.0	ALL	13338	10816	2511	5246	77456658	55159649	0.2879	0.4486	0.3279	-0.2229	10.230	0.0520	2.351	0.2886	3946	218.4	1.883	0.1083	0.1796
pdvd	039252_10_d42fit	920	92	0	3	104	65.1	104	65.7	0.0	U	4238	2009	2223	280	16207944	10935791	0.3253	0.6802	0.5261	-0.1840	22.095	0.2001	3.032	0.3803	142	317.4	2.546	0.0236	0.3017
pdvd	039252_10_d42fit	920	92	0	3	104	65.1	104	65.7	0.0	V	2535	2361	170	447	11087458	5807964	0.4762	0.7007	0.4420	-0.2837	10.889	0.0429	2.601	0.3468	346	317.4	2.546	0.0655	0.4107
pdvd	039252_10_d42fit	920	92	0	3	104	65.1	104	65.7	0.0	W	2161	2031	130	447	10361864	5108536	0.5070	0.6808	0.3539	-0.2247	41.895	0.0224	4.706	0.5558	421	317.4	2.546	0.0561	0.4509
pdvd	039252_10_d42fit	920	92	0	3	104	65.1	104	65.7	0.0	ALL	8934	6401	2523	1174	37657266	21852291	0.4197	0.6864	0.4635	-0.2200	25.367	0.1168	3.578	0.4488	909	317.4	2.546	0.0449	0.3748
pdvd	039252_10_d42fit	960	96	0	3	375	249.0	375	240.9	0.0	U	5445	3207	2233	1279	29755095	20407266	0.3142	0.4190	0.2794	-0.1673	7.346	0.0072	1.753	0.2174	1164	45.8	1.306	0.1321	0.1821
pdvd	039252_10_d42fit	960	96	0	3	375	249.0	375	240.9	0.0	V	3644	3469	170	1312	24580813	16048578	0.3471	0.5629	0.4328	-0.2882	2.896	0.0169	1.297	0.0776	1237	45.8	1.306	0.1507	0.1964
pdvd	039252_10_d42fit	960	96	0	3	375	249.0	375	240.9	0.0	W	4004	3838	166	1856	18848548	13616318	0.2776	0.4001	0.1717	-0.0581	7.331	0.0000	1.867	0.1757	1855	45.8	1.306	0.0278	0.2498
pdvd	039252_10_d42fit	960	96	0	3	375	249.0	375	240.9	0.0	ALL	13093	10514	2569	4447	73184456	50072162	0.3158	0.4625	0.2993	-0.1764	6.027	0.0084	1.673	0.1586	4256	45.8	1.306	0.1115	0.2043
pdvd	039252_10_d42fit	980	98	0	7	352	240.8	352	235.3	0.0	U	5790	3550	2233	1444	23007274	13994070	0.3918	0.5119	0.3610	-0.2413	5.477	0.0638	1.328	0.1337	1174	69.5	1.317	0.1596	0.2322
pdvd	039252_10_d42fit	980	98	0	7	352	240.8	352	235.3	0.0	V	3840	3663	170	1613	25068820	18763254	0.2515	0.4947	0.3629	-0.2870	5.575	0.0308	1.089	0.1282	1428	69.5	1.317	0.0651	0.1864
pdvd	039252_10_d42fit	980	98	0	7	352	240.8	352	235.3	0.0	W	4247	4081	166	1942	22697126	16209872	0.2858	0.4615	0.2473	-0.1184	16.076	0.0060	2.424	0.2715	1908	69.5	1.317	0.0657	0.2201
pdvd	039252_10_d42fit	980	98	0	7	352	240.8	352	235.3	0.0	ALL	13877	11294	2569	4999	70773220	48967196	0.3081	0.4896	0.3241	-0.2181	9.626	0.0320	1.654	0.1902	4510	69.5	1.317	0.0960	0.2121
pdvd	039252_10_d42fit	990	99	0	3	897	594.5	897	588.8	0.0	U	8644	6382	2251	3566	53199850	41007258	0.2292	0.3494	0.2565	-0.1603	5.080	0.0145	1.381	0.1212	3283	117.5	1.218	0.1220	0.1072
