sel	plane	n	q_tot	tail_t2p	frac_zero_t2p	frac_over10pct_t2p	top1_t2p	top5_t2p	top10_t2p	tail_t3	frac_zero_t3	frac_over10pct_t3	top1_t3	top5_t3	top10_t3	top1_q	top5_q	top10_q	r1_t2p	r5_t2p	r1_t3	r5_t3	dec0_q	dec0_t2p	dec1_q	dec1_t2p	dec2_q	dec2_t2p	dec3_q	dec3_t2p	dec4_q	dec4_t2p	dec5_q	dec5_t2p	dec6_q	dec6_t2p	dec7_q	dec7_t2p	dec8_q	dec8_t2p	dec9_q	dec9_t2p	slope_t2p	dec_lo_t2p	dec_mid_t2p	dec_hi_t2p	tail_from_hidec_t2p	tail_from_lodec_t2p	dec0_t3	dec1_t3	dec2_t3	dec3_t3	dec4_t3	dec5_t3	dec6_t3	dec7_t3	dec8_t3	dec9_t3	slope_t3	dec_lo_t3	dec_mid_t3	dec_hi_t3	tail_from_hidec_t3	tail_from_lodec_t3
S1n2_gauss	V	1395	2.04084e+07	0.0104041	0.762007	0.0179211	0.222224	0.604405	0.842543	0.00072176	0.994982	0.00215054	1	1	1	0.0180946	0.0827097	0.157777	12.2812	7.30755	55.2652	12.0905	3729	0.00858154	8835	0.00798811	11529	0.00733223	13445	0.00443943	14843	0.00603735	15960	0.0118591	17072	0.00971769	18327	0.0064359	20065	0.0128441	22697	0.0200363	0.252192	0.00858154	0.00894822	0.0200363	0.301854	0.0201572	0	0	0	0	0	0.000335826	7.68063e-05	0	0.000837871	0.00358567	8.58342	0	0.000167913	0.00358567	0.778683	0
S1n2_gauss	W	5870	9.58666e+07	0.00573279	0.530664	0.000170358	0.0925866	0.33697	0.542906	1.76287e-06	0.99983	0	1	1	1	0.0113375	0.0550446	0.10835	8.16641	6.12177	88.203	18.1671	15091	0.00371176	15569	0.00410123	15826	0.00468815	16038	0.00521772	16234	0.00559162	16426	0.00575375	16623	0.0059008	16849	0.00729905	17129	0.00694945	17606	0.00755676	5.04089	0.00371176	0.00567269	0.00755676	0.142823	0.0591812	1.92863e-05	0	0	0	0	0	0	0	0	0	nan	1.92863e-05	0	0	0	1
S2_gauss	U	5861	1.07384e+08	0.070776	0.0271285	0.175738	0.0245035	0.105962	0.194669	0.0383153	0.104078	0	0.0266054	0.114029	0.208022	0.0117749	0.057154	0.111976	2.081	1.85397	2.2595	1.99511	15968	0.0109738	16888	0.0384214	17520	0.0562288	17969	0.0645143	18324.5	0.0689164	18574	0.0768145	18835	0.0839696	19122	0.0853967	19547	0.091114	20455	0.112903	8.42761	0.0109738	0.0728655	0.112903	0.178625	0.0135136	0.00217903	0.0170294	0.0275965	0.0310771	0.0379829	0.0443411	0.0483684	0.0477057	0.0500232	0.065138	12.0453	0.00217903	0.041162	0.065138	0.190364	0.0049567
S2_gauss	V	5861	1.10089e+08	0.0894446	0.00341239	0.300973	0.0263446	0.121081	0.211609	0.050516	0.0346357	0.0382187	0.0265656	0.123413	0.214393	0.0127699	0.061821	0.117361	2.06303	1.95857	2.08033	1.9963	16397	0.0479898	17557	0.0568193	17891	0.0619738	18152	0.0667756	18509	0.0784246	18959.5	0.0887565	19311.5	0.0954376	19574	0.100571	19892	0.117366	22378.5	0.155848	4.19172	0.0479898	0.0835906	0.155848	0.20449	0.0455821	0.0252906	0.0357879	0.0431144	0.0460037	0.0493349	0.0514039	0.0493796	0.048769	0.0652111	0.0797146	3.50465	0.0252906	0.0503694	0.0797146	0.185197	0.0425335
S2_gauss	W	5861	9.33841e+07	0.00171977	0.532503	0	0.10563	0.361223	0.552382	0.000290713	0.909913	0	0.419184	0.890268	1	0.0111433	0.0538819	0.106128	9.47916	6.70397	37.6174	16.5226	15284	0.000748891	15532.5	0.000802222	15698	0.00195429	15761	0.00259596	15831.5	0.000774462	15905	0.000571536	15995.5	0.00143632	16112	0.00162685	16307.5	0.00264025	16811.5	0.0038385	16.5754	0.000748891	0.000672999	0.0038385	0.236876	0.0417499	0.000218468	0.000146078	0.000272722	0.000380008	0.000310539	0.000109758	0.000288353	5.98223e-05	0.00030932	0.000778254	10.036	0.000218468	0.000210149	0.000778254	0.284109	0.0720495
S3_gauss	U	5866	1.15801e+08	0.0926469	0.00443232	0.413911	0.0185865	0.0842786	0.159375	0.0577017	0.0202864	0.0138084	0.0202799	0.0905457	0.169593	0.0113923	0.0552909	0.109297	1.6315	1.52428	1.78014	1.63762	17379	0.0487288	18662	0.0789671	19070	0.0913382	19409	0.0892463	19745	0.0943256	20022	0.0961573	20279	0.101971	20553	0.104776	20907.5	0.101205	21467.5	0.110377	3.53924	0.0487288	0.0952415	0.110377	0.129997	0.0458758	0.0271596	0.0413673	0.0509364	0.0545593	0.0565794	0.0572164	0.0645586	0.0677198	0.0691747	0.0794321	4.91721	0.0271596	0.0568979	0.0794321	0.150207	0.0410548
S3_gauss	V	5866	1.06168e+08	0.0662449	0.0117627	0.0910331	0.0292764	0.132554	0.222361	0.0490965	0.0668258	0.0260825	0.0274364	0.12096	0.205211	0.0127295	0.060892	0.117221	2.29989	2.17688	2.15534	1.98647	16129	0.0428129	16804	0.049357	17209	0.0545241	17503	0.0558084	17792	0.0588557	18065	0.0628515	18377.5	0.0652401	18755.5	0.0681684	19255.5	0.0717418	21129	0.118777	3.54829	0.0428129	0.0608536	0.118777	0.209843	0.0571528	0.0388557	0.0432453	0.0477557	0.0456052	0.047127	0.0492069	0.0504642	0.0477489	0.0462978	0.0695693	1.73421	0.0388557	0.0481669	0.0695693	0.165837	0.0699874
S3_gauss	W	5866	9.49131e+07	0.00276618	0.368394	0	0.0765349	0.271449	0.423117	0.00107722	0.769519	0	0.132949	0.468281	0.748733	0.011265	0.0552189	0.109797	6.79405	4.91587	11.802	8.48046	14649	0.00189411	14845	0.00272632	15046	0.0029915	15424	0.00238207	15792	0.00658318	16723	0.00120338	16950.5	0.000859393	17167.5	0.000649275	17438	0.00211069	17704	0.00623264	-2.22895	0.00189411	0.00389328	0.00623264	0.246973	0.0619127	0.000445825	0.000707577	0.000896759	0.00128589	0.00369908	0.000606177	0.00048205	0.000223052	0.000735046	0.00170892	-0.999201	0.000445825	0.00215263	0.00170892	0.173891	0.037421
S5_gauss	U	5622	9.806e+07	0.00645027	0.709356	0.00889363	0.247261	0.611002	0.82428	0.000113981	0.997688	0.000355745	1	1	1	0.0133486	0.0620649	0.119511	18.5234	9.84457	74.9141	16.1122	14296	0.00486221	15485	0.00446228	16210	0.00431691	16783.5	0.00402733	17272	0.00594789	17713	0.00608676	18155	0.00544267	18651	0.00515131	19257	0.00647308	20505	0.0153503	2.52859	0.00486221	0.00601732	0.0153503	0.284412	0.0605853	0	0	0	3.34896e-05	1.54565e-06	6.62892e-05	0	0	9.9075e-05	0.000777524	20.9163	0	3.39174e-05	0.000777524	0.815246	0
S5_gauss	V	4821	8.52509e+07	0.00609955	0.793404	0.0103713	0.346751	0.735957	0.921885	0.000454763	0.995022	0.00124456	1	1	1	0.0143162	0.0674326	0.130367	24.2209	10.914	69.8509	14.8296	11934	0.00481384	14451.5	0.00499425	15693.5	0.0052001	16708.5	0.00519696	17560	0.0050894	18363	0.00418363	19226	0.00626454	20076.5	0.00508972	21079.5	0.00573309	22757.5	0.0120245	0.844813	0.00481384	0.00463652	0.0120245	0.257002	0.0477988	2.22728e-05	2.86587e-05	0.000175195	0	0.000274755	0	0.000419334	5.48126e-05	0.000273917	0.00248382	5.63669	2.22728e-05	0.000137377	0.00248382	0.712038	0.00296629
S5_gauss	W	5870	9.58102e+07	0.00358498	0.452129	0	0.0848526	0.306308	0.498847	0	1	0	nan	nan	nan	0.0109584	0.0533764	0.105362	7.74316	5.73864	nan	nan	15628	0.00226681	15873	0.00274131	16024	0.00306886	16139	0.00317827	16240	0.00383082	16342	0.00378364	16461	0.00369304	16592	0.00442534	16776	0.00460192	17130	0.00409271	7.31899	0.00226681	0.00380723	0.00409271	0.120284	0.0603387	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0
S1_raw	U	5636	202659	0.109809	0.442867	0.33907	0.090568	0.315379	0.503018	0.0367029	0.699077	0.129879	0.150517	0.46126	0.689807	0.0212971	0.0918615	0.16881	4.2526	3.4332	7.06752	5.02126	15.3726	0.0892894	22.3876	0.0919214	26.7621	0.0929168	30.5913	0.0701679	33.7394	0.0922479	37.0865	0.0963517	40.4817	0.0917777	44.2065	0.110909	49.3758	0.114833	58.7124	0.173916	0.383576	0.0892894	0.0942998	0.173916	0.26695	0.0329094	0.0273613	0.03056	0.0265495	0.0214219	0.0340162	0.0314077	0.0240046	0.0372323	0.040797	0.062886	0.478888	0.0273613	0.0327119	0.062886	0.288792	0.0301714
S1_raw	V	5724	184274	0.276517	0.189029	0.653739	0.051551	0.198114	0.340752	0.1131	0.393606	0.40007	0.075639	0.262171	0.42645	0.0227701	0.0974539	0.178766	2.26398	2.0329	3.32186	2.69021	12.4856	0.203612	18.4355	0.227114	22.7792	0.224841	26.409	0.233089	29.5388	0.255707	32.8226	0.249346	36.2478	0.268153	40.5598	0.297215	45.7831	0.309519	55.7043	0.338091	0.341296	0.203612	0.252526	0.338091	0.218573	0.0268011	0.0725749	0.0794414	0.0872966	0.0915874	0.102389	0.104212	0.108955	0.125851	0.13048	0.142545	0.483336	0.0725749	0.1033	0.142545	0.225307	0.0233559
S1_raw	W	5870	2.72448e+06	0.024178	0.0635434	0.000170358	0.0345706	0.139317	0.247009	0.0105254	0.292845	0	0.051337	0.19692	0.338012	0.0112502	0.0544345	0.107173	3.07289	2.55936	4.56322	3.61756	437.388	0.0157693	446.886	0.0173951	452.454	0.0199807	456.84	0.0214217	461.12	0.0224358	465.015	0.0237541	469.864	0.0263227	474.828	0.0276113	481.577	0.0315819	494.548	0.0335142	6.64431	0.0157693	0.023095	0.0335142	0.148558	0.0611961	0.00548183	0.0073683	0.00810491	0.00888713	0.00921595	0.00998394	0.0114802	0.0128922	0.0146459	0.0160489	8.90945	0.00548183	0.00959995	0.0160489	0.163415	0.0488671
S1_rawdecon	U	5863	2.89836e+09	0.525572	0.027972	0.897322	0.0225631	0.1	0.187808	0.169175	0.159134	0.653931	0.0311776	0.134528	0.245982	0.0175061	0.0777076	0.14631	1.28887	1.28688	1.78096	1.7312	295282	0.421431	362841	0.454578	405081	0.475173	442123	0.502049	475446	0.495661	507292	0.525944	539332	0.550305	578692	0.545929	625930	0.568834	706432	0.591613	0.399271	0.421431	0.510803	0.591613	0.164694	0.0458336	0.149447	0.147787	0.163025	0.159693	0.16433	0.170053	0.166928	0.178391	0.168185	0.194562	0.273825	0.149447	0.167191	0.194562	0.168265	0.0504941
S1_rawdecon	V	5731	1.10261e+09	0.44651	0.0713663	0.841214	0.0375994	0.151918	0.269446	0.152411	0.308672	0.497295	0.0705223	0.250004	0.402316	0.0240738	0.101303	0.185101	1.56184	1.49964	2.92942	2.46788	66253.4	0.260148	105243	0.330349	130301	0.392647	153172	0.394126	174039	0.422611	195703	0.428019	219479	0.45842	245236	0.452503	280429	0.489115	341462	0.532781	0.413866	0.260148	0.425315	0.532781	0.220865	0.019227	0.0820164	0.107079	0.125233	0.139125	0.136911	0.145124	0.149961	0.153487	0.16019	0.200133	0.483152	0.0820164	0.141018	0.200133	0.243059	0.0177585
S1_rawdecon	W	5173	5.19965e+08	0.355883	0.157355	0.730137	0.053225	0.202237	0.34314	0.122605	0.415233	0.38353	0.0871119	0.305094	0.487205	0.0342186	0.136516	0.239778	1.55544	1.48142	2.54575	2.23486	19511.5	0.194178	36836.9	0.240942	50412.9	0.256078	64692.9	0.305183	78887.1	0.306705	94624.5	0.329166	114201	0.344927	136168	0.354762	168761	0.388681	227658	0.429943	0.319405	0.194178	0.317935	0.429943	0.289676	0.010236	0.0618364	0.082692	0.0951329	0.0940705	0.10874	0.110344	0.108198	0.112621	0.136799	0.158723	0.341389	0.0618364	0.109542	0.158723	0.310413	0.0094618
S1_wiener	U	5870	1.00151e+08	0.033556	0.212095	0.0591141	0.0548958	0.208951	0.354137	0.000381972	0.967973	0	0.769494	1	1	0.0132413	0.0613536	0.118381	4.14581	3.40568	58.1133	16.299	14444	0.023165	15382	0.0236334	15940	0.0254649	16383	0.0267025	16800	0.0268093	17211	0.030918	17615	0.0329347	18081	0.0388456	18711	0.042134	19850	0.0561186	2.87984	0.023165	0.0288636	0.0561186	0.197978	0.057803	0.00027952	0.000269089	0.000214	0.000322693	0.000227739	0.00025496	0.000251574	0.000669832	0.000501973	0.000702346	3.33597	0.00027952	0.000241349	0.000702346	0.217671	0.061273
S1_wiener	V	5870	1.00158e+08	0.0296827	0.349915	0.0734242	0.0733858	0.266157	0.440041	0.000409062	0.982624	0.00102215	0.959703	1	1	0.0136276	0.0639642	0.12369	5.38509	4.16103	70.4235	15.6337	13303	0.0190648	14658	0.0225032	15452	0.022016	16120	0.0256151	16784	0.0253144	17392	0.0297803	17984	0.0301194	18639	0.0320432	19462	0.0319297	20847	0.0488103	1.83254	0.0190648	0.0275473	0.0488103	0.203397	0.0491865	0.000508985	0.000209347	5.40652e-05	0.000247429	0.000110379	0.000410537	0.000286367	0.000178785	0.000229221	0.00157895	2.18275	0.000508985	0.000260458	0.00157895	0.477435	0.0952869
S1_wiener	W	5870	9.65103e+07	0.00722285	0.353492	0	0.0687324	0.26126	0.43316	0	1	0	nan	nan	nan	0.0118331	0.0566189	0.110567	5.80851	4.61436	nan	nan	15085	0.00415691	15584	0.00572403	15862	0.005651	16083	0.00653489	16287	0.00787583	16489	0.00768009	16711	0.00819353	16962	0.00919691	17298	0.00923588	18032	0.00735593	3.82709	0.00415691	0.00777796	0.00735593	0.112604	0.0523154	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0
S1_rawdecon_abs	U	5866	5.69631e+09	0.50563	0	1	0.0191984	0.0868816	0.164638	0.221111	0	0.809069	0.0267513	0.118366	0.220071	0.0137718	0.0647983	0.125654	1.39404	1.3408	1.94247	1.82669	734343	0.510829	819426	0.507823	872919	0.513488	917265	0.504148	954280	0.503805	989878	0.508609	1.02706e+06	0.504468	1.06799e+06	0.495426	1.12233e+06	0.504297	1.20606e+06	0.50672	-0.0338602	0.510829	0.506207	0.50672	0.125721	0.0749797	0.222663	0.221175	0.22819	0.216706	0.217438	0.223572	0.222117	0.216407	0.217536	0.225842	-0.0162111	0.222663	0.220505	0.225842	0.128135	0.0747373
S1_rawdecon_abs	V	5866	2.12458e+09	0.521939	0	0.998807	0.0245059	0.102145	0.185545	0.221348	0	0.85595	0.0344122	0.134513	0.236797	0.0207746	0.0888618	0.16423	1.17961	1.14948	1.65646	1.51374	197214	0.516953	245697	0.519605	278766	0.518761	306453	0.524106	334487	0.529062	362253	0.527738	395153	0.526922	432816	0.524625	481432	0.519072	577218	0.514375	0.000987881	0.516953	0.5284	0.514375	0.16161	0.0521396	0.220975	0.219062	0.210506	0.212249	0.222386	0.225901	0.220786	0.231443	0.221088	0.222051	0.0341641	0.220975	0.224143	0.222051	0.164507	0.0525536
S1_rawdecon_abs	W	5866	9.60903e+08	0.518716	0	0.999318	0.0254942	0.103588	0.186813	0.221174	0	0.854415	0.0344791	0.135688	0.238232	0.0223029	0.0925907	0.169865	1.14309	1.11877	1.54595	1.46546	84258	0.519002	108877	0.526139	123533	0.526348	137574	0.520077	150275	0.533726	163879	0.532982	178177	0.513651	195652	0.525377	220374	0.505275	267383	0.504351	-0.0294553	0.519002	0.533354	0.504351	0.164918	0.0499107	0.214265	0.218759	0.212771	0.22709	0.226855	0.229209	0.22231	0.229846	0.208159	0.220652	0.0161048	0.214265	0.228032	0.220652	0.169215	0.0483249
