tag	est	plane	window	n_bins	sig_mean_mm	sig_err_mm	q_frac	c_fit_mm	DT_fit_cm2s	chi2_ndf	sig_artefact_old_mm	sig_artefact_true_mm
data_pdhd	share	U	full	6	3.81048	0.0670786	1	3.56656	8.76001	1.02254	3.4077	3.39628
data_pdhd	share	U	q1	6	3.58957	0.0767834	0.246053	3.48782	1.9067	1.20862	3.63499	3.39628
data_pdhd	share	U	q2	6	4.01766	0.0791583	0.242355	3.71976	11.4063	0.833629	3.19222	3.39628
data_pdhd	share	U	q3	6	3.91804	0.0851869	0.24628	3.58945	11.1942	0.735657	3.19222	3.39628
data_pdhd	share	U	q4	6	3.65309	0.0747136	0.265313	3.48364	5.32568	1.18718	3.63499	3.39628
data_pdhd	share	U	centre	6	3.9662	0.0718924	0.488635	3.66702	11.3177	0.878064	3.19222	3.39628
data_pdhd	share	U	edge	6	3.62033	0.0744807	0.511366	3.53036	2.90099	0.996171	3.63499	3.39628
data_pdhd	share	V	full	6	3.35623	0.0793748	1	3.04724	8.76001	1.02254	2.96861	2.95356
data_pdhd	share	V	q1	6	2.9961	0.0741531	0.229807	2.94436	1.9067	1.20862	3.23635	2.95356
data_pdhd	share	V	q2	6	3.59663	0.0821276	0.279916	3.21884	11.4063	0.833629	2.7157	2.95356
data_pdhd	share	V	q3	6	3.55226	0.0986361	0.259517	3.1262	11.1942	0.735657	2.7157	2.95356
data_pdhd	share	V	q4	6	3.14109	0.101545	0.23076	2.90276	5.32568	1.18718	3.23635	2.95356
data_pdhd	share	V	centre	6	3.57257	0.0794787	0.539433	3.19165	11.3177	0.878064	2.7157	2.95356
data_pdhd	share	V	edge	6	3.07975	0.0751158	0.460567	2.97417	2.90099	0.996171	3.23635	2.95356
data_pdhd	share	W	full	6	2.3322	0.135823	1	1.43495	8.76001	1.02254	1.83248	1.8364
data_pdhd	share	W	q1	6	2.99512	0.151458	0.191694	2.54361	1.9067	1.20862	2.35754	1.8364
data_pdhd	share	W	q2	6	2.22818	0.113592	0.302756	1.3488	11.4063	0.833629	1.31926	1.8364
data_pdhd	share	W	q3	6	2.29401	0.135023	0.323934	1.34247	11.1942	0.735657	1.31926	1.8364
data_pdhd	share	W	q4	6	2.83942	0.14568	0.181616	2.26749	5.32568	1.18718	2.35754	1.8364
data_pdhd	share	W	centre	6	2.26134	0.111921	0.62669	1.32981	11.3177	0.878064	1.31926	1.8364
data_pdhd	share	W	edge	6	2.9299	0.134922	0.374322	2.47499	2.90099	0.996171	2.35754	1.8364
sim_pdhd_S1_truth	share	U	full	6	2.96103	0.0302239	1	2.70131	6.91952	5.92864	2.9126	2.93115
sim_pdhd_S1_truth	share	U	q1	6	2.82135	0.0335706	0.251631	2.56181	7.18045	9.72293	3.20108	2.93115
sim_pdhd_S1_truth	share	U	q2	6	3.00351	0.0306562	0.254082	2.78961	6.18861	2.55407	2.64878	2.93115
sim_pdhd_S1_truth	share	U	q3	6	3.05307	0.0311606	0.247638	2.82257	6.55938	3.60781	2.64878	2.93115
sim_pdhd_S1_truth	share	U	q4	6	2.91017	0.0349603	0.246649	2.65391	7.00463	10.6454	3.20108	2.93115
sim_pdhd_S1_truth	share	U	centre	6	3.02776	0.0309025	0.501719	2.80623	6.36906	3.02091	2.64878	2.93115
sim_pdhd_S1_truth	share	U	edge	6	2.8651	0.0323695	0.49828	2.5984	7.0601	10.3101	3.20108	2.93115
sim_pdhd_S1_truth	share	V	full	6	3.06571	0.031361	1	2.80456	6.91952	5.92864	3.0085	3.02632
sim_pdhd_S1_truth	share	V	q1	6	2.91828	0.0313196	0.252097	2.64311	7.18045	9.72293	3.28523	3.02632
sim_pdhd_S1_truth	share	V	q2	6	3.08635	0.0315011	0.249013	2.86887	6.18861	2.55407	2.75497	3.02632
sim_pdhd_S1_truth	share	V	q3	6	3.16599	0.0323158	0.251149	2.93797	6.55938	3.60781	2.75497	3.02632
sim_pdhd_S1_truth	share	V	q4	6	3.0422	0.0338281	0.247742	2.78169	7.00463	10.6454	3.28523	3.02632
sim_pdhd_S1_truth	share	V	centre	6	3.12598	0.0320048	0.500162	2.90487	6.36906	3.02091	2.75497	3.02632
sim_pdhd_S1_truth	share	V	edge	6	2.97919	0.0325645	0.499838	2.7176	7.0601	10.3101	3.28523	3.02632
sim_pdhd_S1_truth	share	W	full	6	1.32181	0.013992	1	0.470904	6.91952	5.92864	1.20933	1.25387
sim_pdhd_S1_truth	share	W	q1	6	1.29139	0.0137264	0.245007	0.266476	7.18045	9.72293	1.89572	1.25387
sim_pdhd_S1_truth	share	W	q2	6	1.3443	0.0141037	0.251084	0.66444	6.18861	2.55407	0.540197	1.25387
sim_pdhd_S1_truth	share	W	q3	6	1.32785	0.0140067	0.254129	0.577291	6.55938	3.60781	0.540197	1.25387
sim_pdhd_S1_truth	share	W	q4	6	1.37182	0.0144891	0.24978	0.55635	7.00463	10.6454	1.89572	1.25387
sim_pdhd_S1_truth	share	W	centre	6	1.33626	0.0140556	0.505214	0.623295	6.36906	3.02091	0.540197	1.25387
sim_pdhd_S1_truth	share	W	edge	6	1.33119	0.0141016	0.494787	0.437477	7.0601	10.3101	1.89572	1.25387
sim_pdhd_S1_centroid	share	U	full	6	2.96103	0.0302239	1	2.70131	6.91952	5.92864	2.9126	2.93115
sim_pdhd_S1_centroid	share	U	q1	6	2.91589	0.0310137	0.260473	2.92548	-0.417672	2.06085	3.20108	2.93115
sim_pdhd_S1_centroid	share	U	q2	6	2.95808	0.0309879	0.227138	2.77188	5.14303	2.79577	2.64878	2.93115
sim_pdhd_S1_centroid	share	U	q3	6	2.96119	0.0302244	0.233603	2.80987	4.26656	1.97759	2.64878	2.93115
sim_pdhd_S1_centroid	share	U	q4	6	2.91245	0.0297347	0.278785	2.85937	1.28807	2.1478	3.20108	2.93115
sim_pdhd_S1_centroid	share	U	centre	6	2.95961	0.0302074	0.460741	2.78143	4.91208	2.43094	2.64878	2.93115
sim_pdhd_S1_centroid	share	U	edge	6	2.91401	0.0304047	0.539259	2.89539	0.370345	1.79799	3.20108	2.93115
sim_pdhd_S1_centroid	share	V	full	6	3.06571	0.031361	1	2.80456	6.91952	5.92864	3.0085	3.02632
sim_pdhd_S1_centroid	share	V	q1	6	3.01817	0.0316582	0.272676	3.02595	-0.417672	2.06085	3.28523	3.02632
sim_pdhd_S1_centroid	share	V	q2	6	3.06873	0.0339595	0.225777	2.90254	5.14303	2.79577	2.75497	3.02632
sim_pdhd_S1_centroid	share	V	q3	6	3.05601	0.0313095	0.223357	2.90382	4.26656	1.97759	2.75497	3.02632
sim_pdhd_S1_centroid	share	V	q4	6	3.0041	0.0306738	0.27819	2.94832	1.28807	2.1478	3.28523	3.02632
sim_pdhd_S1_centroid	share	V	centre	6	3.06209	0.0324098	0.449133	2.89355	4.91208	2.43094	2.75497	3.02632
sim_pdhd_S1_centroid	share	V	edge	6	3.01056	0.031208	0.550944	2.99031	0.370345	1.79799	3.28523	3.02632
sim_pdhd_S1_centroid	share	W	full	6	1.32181	0.013992	1	0.470904	6.91952	5.92864	1.20933	1.25387
sim_pdhd_S1_centroid	share	W	q1	6	1.7333	0.0176985	0.190305	1.75831	-0.417672	2.06085	1.89572	1.25387
sim_pdhd_S1_centroid	share	W	q2	6	1.34568	0.0139948	0.363693	0.912248	5.14303	2.79577	0.540197	1.25387
sim_pdhd_S1_centroid	share	W	q3	6	1.48671	0.0153187	0.25952	1.10923	4.26656	1.97759	0.540197	1.25387
sim_pdhd_S1_centroid	share	W	q4	6	1.69411	0.0173134	0.186483	1.58656	1.28807	2.1478	1.89572	1.25387
sim_pdhd_S1_centroid	share	W	centre	6	1.40527	0.01456	0.623213	0.980654	4.91208	2.43094	0.540197	1.25387
sim_pdhd_S1_centroid	share	W	edge	6	1.71383	0.017502	0.376788	1.68021	0.370345	1.79799	1.89572	1.25387
sim_pdhd_S1_jitter026	share	U	full	6	2.96103	0.0302239	1	2.70142	6.91676	5.95615	2.9126	2.93115
sim_pdhd_S1_jitter026	share	U	q1	6	2.6785	0.0317621	0.240559	2.56415	3.44062	4.42862	3.20108	2.93115
sim_pdhd_S1_jitter026	share	U	q2	6	3.15256	0.0321772	0.248158	2.92598	6.58165	4.19179	2.64878	2.93115
sim_pdhd_S1_jitter026	share	U	q3	6	3.13413	0.0319918	0.251967	2.93103	5.81225	4.22894	2.64878	2.93115
sim_pdhd_S1_jitter026	share	U	q4	6	2.72595	0.0300073	0.259316	2.5929	3.4143	5.48588	3.20108	2.93115
sim_pdhd_S1_jitter026	share	U	centre	6	3.14306	0.0320802	0.500125	2.92785	6.23065	4.10651	2.64878	2.93115
sim_pdhd_S1_jitter026	share	U	edge	6	2.70303	0.029084	0.499875	2.57381	3.40432	4.88968	3.20108	2.93115
sim_pdhd_S1_jitter026	share	V	full	6	3.06571	0.0312984	1	2.80322	6.91676	5.95615	3.0085	3.02632
sim_pdhd_S1_jitter026	share	V	q1	6	2.79276	0.0314312	0.241469	2.67041	3.44062	4.42862	3.28523	3.02632
sim_pdhd_S1_jitter026	share	V	q2	6	3.23194	0.032993	0.257534	3.00282	6.58165	4.19179	2.75497	3.02632
sim_pdhd_S1_jitter026	share	V	q3	6	3.26251	0.0337624	0.250952	3.0625	5.81225	4.22894	2.75497	3.02632
sim_pdhd_S1_jitter026	share	V	q4	6	2.84114	0.0312281	0.250045	2.72115	3.4143	5.48588	3.28523	3.02632
sim_pdhd_S1_jitter026	share	V	centre	6	3.24691	0.0331467	0.508487	3.02798	6.23065	4.10651	2.75497	3.02632
sim_pdhd_S1_jitter026	share	V	edge	6	2.81721	0.030068	0.491513	2.68776	3.40432	4.88968	3.28523	3.02632
sim_pdhd_S1_jitter026	share	W	full	6	1.32181	0.013992	1	0.471192	6.91676	5.95615	1.20933	1.25387
sim_pdhd_S1_jitter026	share	W	q1	6	0.809924	0.0120901	0.253896	-0.25927	3.44062	4.42862	1.89572	1.25387
sim_pdhd_S1_jitter026	share	W	q2	6	1.69684	0.0175628	0.251964	1.16389	6.58165	4.19179	0.540197	1.25387
sim_pdhd_S1_jitter026	share	W	q3	6	1.71515	0.0177016	0.248619	1.26212	5.81225	4.22894	0.540197	1.25387
sim_pdhd_S1_jitter026	share	W	q4	6	0.795981	0.0128574	0.245522	-0.325787	3.4143	5.48588	1.89572	1.25387
sim_pdhd_S1_jitter026	share	W	centre	6	1.70598	0.0176319	0.500583	1.21152	6.23065	4.10651	0.540197	1.25387
sim_pdhd_S1_jitter026	share	W	edge	6	0.802407	0.0093433	0.499418	-0.282931	3.40432	4.88968	1.89572	1.25387
sim_pdhd_S3_truth	share	U	full	6	3.37831	0.0344823	1	3.37602	0.0137602	0.211423	2.9126	2.93115
sim_pdhd_S3_truth	share	U	q1	6	3.47419	0.0354657	0.250549	3.46761	0.0459484	0.499803	3.20108	2.93115
sim_pdhd_S3_truth	share	U	q2	6	3.23442	0.0330131	0.266158	3.23169	0.0407776	0.218959	2.64878	2.93115
sim_pdhd_S3_truth	share	U	q3	6	3.33793	0.0340696	0.241206	3.33623	0.00962143	0.221949	2.64878	2.93115
sim_pdhd_S3_truth	share	U	q4	6	3.58475	0.0365887	0.242086	3.58423	-0.027706	0.424531	3.20108	2.93115
sim_pdhd_S3_truth	share	U	centre	6	3.28305	0.0335095	0.507365	3.28085	0.0262018	0.145844	2.64878	2.93115
sim_pdhd_S3_truth	share	U	edge	6	3.52804	0.0360117	0.492636	3.52501	0.0133236	0.227004	3.20108	2.93115
sim_pdhd_S3_truth	share	V	full	6	3.67506	0.0376817	1	3.67356	0.0137602	0.211423	3.0085	3.02632
sim_pdhd_S3_truth	share	V	q1	6	3.65093	0.0372628	0.247134	3.64905	0.0459484	0.499803	3.28523	3.02632
sim_pdhd_S3_truth	share	V	q2	6	3.50032	0.0357286	0.253602	3.49653	0.0407776	0.218959	2.75497	3.02632
sim_pdhd_S3_truth	share	V	q3	6	3.67213	0.0376691	0.247163	3.66877	0.00962143	0.221949	2.75497	3.02632
sim_pdhd_S3_truth	share	V	q4	6	3.95735	0.0423088	0.2521	3.95126	-0.027706	0.424531	3.28523	3.02632
sim_pdhd_S3_truth	share	V	centre	6	3.58331	0.0365737	0.500765	3.58128	0.0262018	0.145844	2.75497	3.02632
sim_pdhd_S3_truth	share	V	edge	6	3.80224	0.0388079	0.499235	3.80088	0.0133236	0.227004	3.28523	3.02632
sim_pdhd_S3_truth	share	W	full	6	0.550913	0.00562298	1	0.54791	0.0137602	0.211423	1.20933	1.25387
sim_pdhd_S3_truth	share	W	q1	6	0.370263	0.00464752	0.220186	0.356979	0.0459484	0.499803	1.89572	1.25387
sim_pdhd_S3_truth	share	W	q2	6	0.851651	0.00869218	0.25476	0.846165	0.0407776	0.218959	0.540197	1.25387
sim_pdhd_S3_truth	share	W	q3	6	0.794186	0.00810568	0.270666	0.792782	0.00962143	0.221949	0.540197	1.25387
sim_pdhd_S3_truth	share	W	q4	6	0.57972	0.00591758	0.254389	0.584622	-0.027706	0.424531	1.89572	1.25387
sim_pdhd_S3_truth	share	W	centre	6	0.822886	0.00839859	0.525426	0.819243	0.0262018	0.145844	0.540197	1.25387
sim_pdhd_S3_truth	share	W	edge	6	0.482664	0.00492632	0.474574	0.479429	0.0133236	0.227004	1.89572	1.25387
sim_pdhd_S3_centroid	share	U	full	6	3.37831	0.0344823	1	3.37602	0.0137602	0.211423	2.9126	2.93115
sim_pdhd_S3_centroid	share	U	q1	6	3.44162	0.0351293	0.230344	3.42347	0.479755	0.420501	3.20108	2.93115
sim_pdhd_S3_centroid	share	U	q2	6	3.32911	0.0344636	0.21903	3.32187	0.0668747	0.28489	2.64878	2.93115
sim_pdhd_S3_centroid	share	U	q3	6	3.2951	0.0336339	0.255238	3.28835	0.129025	0.384716	2.64878	2.93115
sim_pdhd_S3_centroid	share	U	q4	6	3.4351	0.0350615	0.295389	3.43461	-0.0289327	0.753757	3.20108	2.93115
sim_pdhd_S3_centroid	share	U	centre	6	3.31071	0.0337933	0.474268	3.30577	0.0726997	0.231596	2.64878	2.93115
sim_pdhd_S3_centroid	share	U	edge	6	3.43793	0.0350907	0.525732	3.42509	0.341509	0.530951	3.20108	2.93115
sim_pdhd_S3_centroid	share	V	full	6	3.67506	0.0376817	1	3.67356	0.0137602	0.211423	3.0085	3.02632
sim_pdhd_S3_centroid	share	V	q1	6	3.57781	0.0365173	0.240959	3.56147	0.479755	0.420501	3.28523	3.02632
sim_pdhd_S3_centroid	share	V	q2	6	3.55192	0.0362544	0.213372	3.54775	0.0668747	0.28489	2.75497	3.02632
sim_pdhd_S3_centroid	share	V	q3	6	3.66472	0.0440924	0.228497	3.64337	0.129025	0.384716	2.75497	3.02632
sim_pdhd_S3_centroid	share	V	q4	6	3.78785	0.0497424	0.317172	3.7529	-0.0289327	0.753757	3.28523	3.02632
sim_pdhd_S3_centroid	share	V	centre	6	3.60926	0.0374522	0.441869	3.60449	0.0726997	0.231596	2.75497	3.02632
sim_pdhd_S3_centroid	share	V	edge	6	3.69545	0.0379214	0.55813	3.68055	0.341509	0.530951	3.28523	3.02632
sim_pdhd_S3_centroid	share	W	full	6	0.550913	0.00562298	1	0.54791	0.0137602	0.211423	1.20933	1.25387
sim_pdhd_S3_centroid	share	W	q1	6	1.91518	0.0201498	0.0700191	1.88611	0.479755	0.420501	1.89572	1.25387
sim_pdhd_S3_centroid	share	W	q2	6	0.962552	0.00982415	0.681027	0.954551	0.0668747	0.28489	0.540197	1.25387
sim_pdhd_S3_centroid	share	W	q3	6	1.25291	0.0127882	0.171	1.24073	0.129025	0.384716	0.540197	1.25387
sim_pdhd_S3_centroid	share	W	q4	6	1.55748	0.0159703	0.0779545	1.5562	-0.0289327	0.753757	1.89572	1.25387
sim_pdhd_S3_centroid	share	W	centre	6	1.02755	0.0104875	0.852028	1.01944	0.0726997	0.231596	0.540197	1.25387
sim_pdhd_S3_centroid	share	W	edge	6	1.72604	0.0176202	0.147974	1.70106	0.341509	0.530951	1.89572	1.25387
sim_pdhd_S3_jitter026	share	U	full	6	3.37831	0.0344823	1	3.37602	0.0137574	0.211489	2.9126	2.93115
sim_pdhd_S3_jitter026	share	U	q1	6	3.18375	0.0325003	0.255384	3.17861	0.0287178	0.896664	3.20108	2.93115
sim_pdhd_S3_jitter026	share	U	q2	6	3.48909	0.0356119	0.250314	3.48848	-0.0154047	0.217531	2.64878	2.93115
sim_pdhd_S3_jitter026	share	U	q3	6	3.51816	0.0359093	0.247263	3.51554	0.0332878	0.318115	2.64878	2.93115
sim_pdhd_S3_jitter026	share	U	q4	6	3.24093	0.0344308	0.247039	3.23431	-0.0352445	1.28979	3.20108	2.93115
sim_pdhd_S3_jitter026	share	U	centre	6	3.50343	0.0357583	0.497576	3.50191	0.014167	0.142252	2.64878	2.93115
sim_pdhd_S3_jitter026	share	U	edge	6	3.21175	0.0341786	0.502423	3.20222	0.0102099	0.748914	3.20108	2.93115
sim_pdhd_S3_jitter026	share	V	full	6	3.67506	0.0375098	1	3.67366	0.0137574	0.211489	3.0085	3.02632
sim_pdhd_S3_jitter026	share	V	q1	6	3.49172	0.0356699	0.250697	3.48661	0.0287178	0.896664	3.28523	3.02632
sim_pdhd_S3_jitter026	share	V	q2	6	3.7382	0.0382555	0.251947	3.73712	-0.0154047	0.217531	2.75497	3.02632
sim_pdhd_S3_jitter026	share	V	q3	6	3.83736	0.0402224	0.250851	3.833	0.0332878	0.318115	2.75497	3.02632
sim_pdhd_S3_jitter026	share	V	q4	6	3.57881	0.040967	0.246506	3.56296	-0.0352445	1.28979	3.28523	3.02632
sim_pdhd_S3_jitter026	share	V	centre	6	3.78694	0.0386513	0.502798	3.78583	0.014167	0.142252	2.75497	3.02632
sim_pdhd_S3_jitter026	share	V	edge	6	3.53446	0.0394125	0.497202	3.52122	0.0102099	0.748914	3.28523	3.02632
sim_pdhd_S3_jitter026	share	W	full	6	0.550913	0.00562298	1	0.54791	0.0137574	0.211489	1.20933	1.25387
sim_pdhd_S3_jitter026	share	W	q1	6	0.13691	0.0146801	0.239382	0.0864469	0.0287178	0.896664	1.89572	1.25387
sim_pdhd_S3_jitter026	share	W	q2	6	1.15928	0.0118799	0.249211	1.16049	-0.0154047	0.217531	0.540197	1.25387
sim_pdhd_S3_jitter026	share	W	q3	6	1.17404	0.0119838	0.256206	1.16995	0.0332878	0.318115	0.540197	1.25387
sim_pdhd_S3_jitter026	share	W	q4	6	0.166483	0.0169674	0.255203	0.188874	-0.0352445	1.28979	1.89572	1.25387
sim_pdhd_S3_jitter026	share	W	centre	6	1.16682	0.0119093	0.505416	1.16515	0.014167	0.142252	0.540197	1.25387
sim_pdhd_S3_jitter026	share	W	edge	6	0.152163	0.00963197	0.494584	0.143019	0.0102099	0.748914	1.89572	1.25387
data_pdvd	share	U	full	6	2.60551	0.0548106	1	2.39076	4.85956	0.214066	2.46486	2.4894
data_pdvd	share	U	q1	6	2.60544	0.107348	0.19178	2.22172	7.07173	0.658394	3.45652	2.4894
data_pdvd	share	U	q2	6	2.85831	0.0561871	0.298601	2.70155	3.77491	0.62412	1.47155	2.4894
data_pdvd	share	U	q3	6	2.87699	0.0617297	0.324599	2.67348	4.50527	0.483876	1.47155	2.4894
data_pdvd	share	U	q4	6	2.64506	0.103938	0.185019	2.38089	6.00402	1.34533	3.45652	2.4894
data_pdvd	share	U	centre	6	2.86782	0.0517312	0.6232	2.7227	3.88378	0.269588	1.47155	2.4894
data_pdvd	share	U	edge	6	2.62374	0.0799884	0.3768	2.24924	6.91423	0.671601	3.45652	2.4894
data_pdvd	share	V	full	6	2.66615	0.0518549	1	2.44715	4.85956	0.214066	2.48551	2.49759
data_pdvd	share	V	q1	6	2.20415	0.113259	0.248425	1.83158	7.07173	0.658394	3.46861	2.49759
data_pdvd	share	V	q2	6	2.9391	0.0622223	0.257314	2.72733	3.77491	0.62412	1.49395	2.49759
data_pdvd	share	V	q3	6	2.99237	0.0762486	0.267345	2.78491	4.50527	0.483876	1.49395	2.49759
data_pdvd	share	V	q4	6	2.08571	0.0735094	0.226915	1.62728	6.00402	1.34533	3.46861	2.49759
data_pdvd	share	V	centre	6	2.96555	0.0576414	0.524659	2.79787	3.88378	0.269588	1.49395	2.49759
data_pdvd	share	V	edge	6	2.14196	0.0682419	0.475378	1.7365	6.91423	0.671601	3.46861	2.49759
data_pdvd	share	W	full	6	1.60927	0.0435594	1	1.21289	4.85956	0.214066	1.4394	1.51578
