sample	event	krow	nkrow	run	subrun	numu_score	nue_score	cosmic_flag	cosmict_flag	event_label	n_inbeam_bundle	nu_x	nu_y	nu_z	nu_len	Enu	exc	exc_main	exc_other	n_exc	flagged	pio_flag	pio_mass	pio_vtxdis	g1	gd1	g2	gd2	pio_angle	n_part	n_mu	e_mu	n_e	e_e	n_p	n_pi	n_nu_nodes	wall_s	maxrss	exc_frac	cathode_cross	mu_cathode_cross	x_min	x_max	trk_diag	trk_npts	final_state
ncpi0	359980	0	1	18255	1	0.3045272	-15.0	1.0	0.0	nu-candidate	1	112.9233	155.85793	275.69632	47.5	905.0010375976562	3.75791335105896	0.0	3.75791335105896	1	13.147154808044434	1	179.90908813476562	0.0	569.2283325195312	3.7620205879211426	160.32620239257812	24.516820907592773	34.647151947021484	7	1	56.64099884033203	5	569.2283325195312	1	0	1	None	None	0.0042	0	0	-6.35373	184.657	255.0021839972021	504	gamma 569 + e- 569 + gamma 160 + e- 160 + mu- 56 + proton 9
ncpi0	37112	0	1	18259	1	0.30225757	-0.9002349	1.0	0.0	nu-candidate	1	-165.95512	70.14817	8.208933	54.3	1260.89697265625	1.4111032485961914	0.0	1.4111032485961914	1	7.172598838806152	1	21.287221908569336	2.003203868865967	4.655402660369873	156.40797424316406	759.3529052734375	15.684708595275879	20.624740600585938	9	2	45.098785400390625	5	759.3529052734375	2	0	1	None	None	0.0011	0	0	-195.186	-132.052	372.98052344442453	498	gamma 759 + e- 759 + e- 175 + proton 103 + mu- 45 + e- 38
ncpi0	399860	0	1	18255	1	0.398171	6.5814023	1.0	0.0	nu-candidate	1	-32.13763	-84.64111	407.50034	56.4	1343.1070556640625	0.0	0.0	0.0	0	1.8259696960449219	1	79.70947265625	0.0	874.9030151367188	0.0	3.5238664150238037	11.381946563720703	82.51900482177734	7	1	47.298221588134766	2	874.9030151367188	3	1	1	None	None	0.0000	0	0	-70.4213	5.57735	164.67037396275174	554	e- 874 + proton 152 + mu- 47 + pi+ 10
ncpi0	463565	0	1	18255	1	-0.46209982	-15.0	1.0	0.0	nu-candidate	1	30.587358	-142.66469	251.16335	58.2	1235.221923828125	6.189815521240234	0.0	6.189815521240234	4	1057.65087890625	1	725.326904296875	62.98857116699219	697.1151733398438	0.0	205.40826416015625	11.810224533081055	149.33770751953125	11	0	0	6	697.1151733398438	5	0	1	191.521	None	0.0050	1	0	-115.204	133.96	487.09781625049396	672	gamma 697 + e- 697 + gamma 205 + e- 205 + pi0 107 + proton 82
ncpi0	506114	0	1	18255	1	-1.0116671	-15.0	1.0	0.0	nu-candidate	1	118.14703	-13.734578	167.6085	93.0	2205.29052734375	106.77519226074219	0.0	106.77519226074219	6	11.618071556091309	1	84.8780517578125	0.0	1677.556640625	6.201864242553711	12.199724197387695	84.48733520507812	34.51361846923828	12	0	0	10	1677.556640625	2	0	1	None	None	0.0484	0	0	76.5282	197.193	543.9048602133212	1053	gamma 1677 + e- 1677 + proton 424 + pi0 115 + gamma 42 + e- 42
ncpi0	506746	0	1	18255	1	0.7606694	-15.0	1.0	0.0	nu-candidate	1	53.9722	-11.691616	40.601692	47.9	1739.6162109375	171.79647827148438	169.2056121826172	2.5908515453338623	4	84.21223449707031	1	147.1912841796875	0.0	74.5897216796875	0.0	988.7481079101562	30.998384475708008	31.1647891998291	15	2	198.09288024902344	13	988.7481079101562	0	0	1	None	None	0.0988	0	0	-67.5156	106.485	330.62807221252405	919	gamma 988 + e- 988 + mu- 198 + pi0 147 + proton 140 + gamma 74
ncpi0	521075	0	1	18255	1	-0.14146121	-15.0	1.0	0.0	nu-candidate	1	-87.48913	-35.401386	445.37714	52.2	848.62890625	4.144372463226318	0.0	4.144372463226318	3	8.743510246276855	1	78.71133422851562	0.0	640.8761596679688	6.612515926361084	4.019110679626465	73.0603256225586	101.69216918945312	6	0	0	4	640.8761596679688	2	0	1	49.901	None	0.0049	1	0	-114.092	201.835	556.5823621298109	319	gamma 640 + e- 640 + proton 190
ncpi0	56982	0	1	18255	1	1.1343111	-0.16142167	1.0	0.0	nu-candidate	1	-89.93941	-149.6068	386.85107	73.0	1183.552001953125	138.4949493408203	127.0409927368164	11.453959465026855	3	69.77029418945312	1	131.17906188964844	0.0	508.03082275390625	0.0	16.281951904296875	72.19384002685547	98.24952697753906	22	3	11.945230484008789	16	508.03082275390625	2	1	1	None	None	0.1170	1	0	-123.784	199.753	659.5255810426235	655	e- 508 + e- 142 + e- 135 + proton 127 + e- 124 + e- 32
ncpi0	71372	0	1	18255	1	2.625735	-15.0	1.0	0.0	nu-candidate	1	-165.82068	-156.63315	223.2751	62.6	2497.334716796875	0.0	0.0	0.0	0	17.319400787353516	1	76.8521957397461	0.0	1813.0560302734375	7.416784286499023	2.2203807830810547	12.625263214111328	74.54829406738281	13	2	160.11056518554688	8	1813.0560302734375	2	1	1	None	None	0.0000	0	0	-193.268	-111.827	239.0914251640991	1466	gamma 1813 + e- 1813 + mu- 160 + pi0 142 + gamma 112 + e- 112
ncpi0	84229	0	1	18364	1	0.77285826	-15.0	1.0	0.0	nu-candidate	1	97.52778	122.7356	384.502	96.4	1518.0303955078125	2.465029239654541	0.0	2.465029239654541	2	56.574974060058594	1	72.35322570800781	0.0	30.00210189819336	20.212383270263672	914.7410888671875	14.416860580444336	25.227216720581055	14	1	167.3108367919922	11	914.7410888671875	1	1	1	None	None	0.0016	1	0	-197.276	168.238	656.2115420120606	779	gamma 914 + e- 914 + mu- 167 + pi+ 97 + neutron 42 + proton 42
nuecc48	10550	0	1	18255	1	-0.83358747	14.073776	1.0	0.0	nu-candidate	2	90.19311	54.91705	128.83075	56.9	867.6304931640625	3.9132399559020996	0.0	3.9132399559020996	2	9.13458251953125	1	43.62572479248047	0.0	753.4210815429688	0.0	25.094036102294922	86.51983642578125	13.64018726348877	8	0	0	7	753.4210815429688	1	0	1	None	None	0.0045	1	0	-69.1046	92.9958	361.81549263492025	440	e- 753 + e- 48 + gamma 25 + e- 25 + gamma 18 + e- 18
nuecc48	111412	0	1	18259	1	0.10343438	0.49182382	1.0	0.0	nu-candidate	1	156.42763	117.019966	190.65251	98.4	994.3753051757812	171.65040588378906	170.12747192382812	1.5229288339614868	3	10.190510749816895	1	3.0933685302734375	45.250450134277344	1.3194788694381714	8.561478614807129	2.4952831268310547	27.124671936035156	116.94610595703125	15	1	4.977299213409424	13	488.9847717285156	0	1	1	None	None	0.1726	0	0	-149.069	194.083	393.18297587891567	454	e- 488 + pi+ 147 + proton 104 + mu- 65 + e- 51 + e- 28
nuecc48	116962	0	1	18259	1	1.4654753	-8.179392	1.0	0.0	cosmic-tagged	1	-69.71748	-79.10433	155.9381	38.3	739.1444091796875	0.0	0.0	0.0	0	204.655517578125	1	306.4774169921875	0.0	112.36221313476562	26.510908126831055	232.243896484375	0.0	131.3626251220703	9	0	0	9	232.243896484375	0	0	1	None	None	0.0000	0	0	-98.3677	-58.6232	114.45493187600086	471	e- 232 + pi0 115 + gamma 112 + e- 112 + gamma 111 + e- 111
nuecc48	122660	0	1	18255	1	-0.08162663	3.9100184	1.0	0.0	nu-candidate	1	-97.26547	-73.252144	387.1075	49.2	1376.1451416015625	9.066094398498535	0.0	9.066094398498535	6	88.26847839355469	1	55.09325408935547	0.0	5.25104284286499	44.437103271484375	914.546142578125	0.0	42.677467346191406	14	2	91.86396026611328	12	914.546142578125	0	0	1	None	None	0.0066	1	0	-167.441	184.842	631.5244555729889	782	e- 914 + e- 105 + neutron 91 + mu- 91 + gamma 69 + e- 69
nuecc48	131357	0	1	18259	1	-0.03034404	11.4199295	1.0	0.0	nu-candidate	1	42.986717	177.45601	136.58759	61.7	779.507568359375	1.9237251281738281	0.0	1.9237251281738281	1	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0	0	1	617.4544677734375	1	0	1	299.674	None	0.0025	0	0	34.9072	128.427	177.4402480894343	387	e- 617 + proton 153
nuecc48	137238	0	1	18264	1	0.82452863	-15.0	1.0	0.0	nu-candidate	1	-112.8567	30.182383	392.6678	100.5	749.0557861328125	426.5330505371094	112.48481750488281	314.0482177734375	8	6.483670234680176	1	3.0955097675323486	27.132829666137695	1.228541612625122	47.338050842285156	361.5545654296875	0.0	9.29592514038086	9	2	88.10848999023438	7	361.5545654296875	0	0	1	None	None	0.5694	0	0	-188.136	-93.511	196.60991053883828	566	e- 361 + mu- 207 + mu- 88 + mu- 66 + mu- 60 + mu- 58
nuecc48	138009	0	1	18255	1	-0.44828352	5.831756	1.0	0.0	nu-candidate	1	-103.69176	161.3623	81.93808	73.1	1381.361328125	1.396438717842102	0.0	1.396438717842102	1	7.273368835449219	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	0	0	1	1127.0657958984375	4	0	1	None	None	0.0010	0	0	-197.641	-4.14158	370.4824721627953	629	e- 1127 + proton 222 + proton 6 + neutron 4 + proton 4
nuecc48	163543	0	1	18255	1	0.33249018	1.5718127	1.0	0.0	nu-candidate	1	-72.938934	-97.40249	261.92355	64.6	1246.51513671875	3.486797332763672	0.0	3.486797332763672	1	9.3301362991333	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9	0	0	6	184.1162872314453	1	2	1	None	None	0.0028	1	0	-103.698	75.2013	405.7656340185674	665	pi+ 357 + e- 184 + e- 183 + e- 155 + pi+ 77
nuecc48	168596	0	1	18255	1	-1.4165292	7.872671	1.0	0.0	nu-candidate	1	-189.24548	24.90644	148.24516	87.3	2296.50927734375	47.75189971923828	44.847721099853516	2.9041779041290283	2	0.9476930499076843	1	95.91101837158203	0.0	33.39670944213867	115.90127563476562	1894.109375	0.0	16.22038459777832	5	1	65.3005142211914	3	1894.109375	0	1	1	None	None	0.0208	0	0	-201.025	148.628	508.2041377881251	867	e- 1894 + mu- 65 + pi+ 57 + mu- 44 + gamma 33 + e- 33
nuecc48	172230	0	1	18253	1	-0.06662213	11.303021	1.0	0.0	nu-candidate	1	-55.21282	-87.87091	19.694452	65.4	1553.827880859375	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0	0	2	1415.040771484375	1	0	1	None	None	0.0000	0	0	-114.635	-32.2954	183.5643620440798	683	e- 1415 + proton 119 + e- 10
nuecc48	174637	0	1	18255	1	0.65282845	10.534938	1.0	0.0	nu-candidate	1	-166.43303	-57.092247	297.48874	77.1	977.7158203125	68.9788589477539	42.719566345214844	26.25929069519043	5	0.0	1	15.536477088928223	26.391313552856445	6.991342067718506	0.0	18.65024185180664	13.742782592773438	85.73406982421875	4	1	87.18658447265625	3	758.862548828125	0	0	1	None	None	0.0706	0	0	-192.098	34.8657	459.0343223667376	468	e- 758 + mu- 87 + mu- 42 + gamma 18 + e- 18 + e- 7
nuecc48	196649	0	1	18255	1	-1.0107433	4.2417903	1.0	0.0	nu-candidate	1	-53.717606	-21.493496	193.68175	108.2	1537.64111328125	1.0453968048095703	0.0	1.0453968048095703	2	2.69930100440979	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0	0	1	1534.9417724609375	1	0	1	None	None	0.0007	0	0	-188.62	21.0971	450.2697035748797	793	e- 1534
nuecc48	214469	0	1	18409	1	-0.26515597	10.200479	1.0	0.0	nu-candidate	1	-31.025566	2.7472808	300.8884	157.1	2296.03369140625	0.0	0.0	0.0	0	112.9875717163086	1	125.67127990722656	0.0	1736.1446533203125	0.0	14.391997337341309	211.56216430664062	42.81090545654297	8	0	0	4	1736.1446533203125	4	0	1	None	None	0.0000	1	0	-117.555	38.8591	331.2294532245736	1120	e- 1736 + proton 409 + neutron 105 + proton 105 + gamma 14 + gamma 14
nuecc48	219295	0	1	18255	1	-0.22762084	9.619375	1.0	0.0	nu-candidate	1	97.164566	52.403244	95.765854	131.3	1698.8553466796875	95.1260757446289	94.68708038330078	0.43899470567703247	2	6.634064674377441	1	25.5810546875	87.25148010253906	8.65583324432373	7.872221946716309	20.089458465576172	107.28695678710938	151.83729553222656	7	1	225.53753662109375	5	1330.5172119140625	1	0	1	None	None	0.0560	0	0	-26.5272	179.886	294.5994070249633	745	e- 1330 + mu- 225 + proton 94 + gamma 20 + e- 20 + gamma 8
nuecc48	234638	0	1	18255	1	0.0072436463	10.486917	1.0	0.0	nu-candidate	1	102.945	-6.6696754	364.00763	114.5	1377.631591796875	130.323486328125	130.323486328125	0.0	1	126.89087677001953	1	55.08574295043945	33.626102447509766	12.702701568603516	83.60027313232422	99.50749969482422	3.0165860652923584	101.55558776855469	14	1	109.08343505859375	12	973.3658447265625	1	0	1	None	None	0.0946	1	0	-13.8633	196.389	335.739564635001	809	e- 973 + mu- 130 + neutron 112 + proton 112 + mu- 109 + e- 31
nuecc48	235435	0	1	18255	1	0.06465792	-15.0	1.0	0.0	nu-candidate	1	-83.01007	182.11824	170.8545	60.2	415.18267822265625	147.41433715820312	147.41433715820312	0.0	5	128.3782958984375	1	83.01061248779297	30.625913619995117	126.99592590332031	4.408849716186523	40.07320022583008	0.0	68.02395629882812	9	2	103.81550598144531	7	126.99592590332031	0	0	1	None	None	0.3551	0	0	-122.37	-83.0101	120.6493199069518	235	gamma 126 + e- 126 + mu- 103 + mu- 49 + proton 40 + gamma 38
nuecc48	239794	0	1	18255	1	-0.76241416	12.4734335	1.0	0.0	nu-candidate	1	-171.82056	-26.57904	194.87144	97.2	2792.92822265625	0.0	0.0	0.0	0	11.245657920837402	1	129.84971618652344	0.0	2571.026611328125	0.0	6.921236038208008	45.03273391723633	60.45100021362305	4	0	0	2	2571.026611328125	2	0	1	None	None	0.0000	0	0	-187.734	-114.457	191.16749024179006	1072	e- 2571 + proton 202 + gamma 6 + e- 6 + neutron 4 + proton 4
nuecc48	246579	0	1	18255	1	-2.3004298	13.616134	1.0	0.0	nu-candidate	1	-103.84355	-59.03937	30.06676	108.1	1749.5963134765625	0.0	0.0	0.0	0	7.54111385345459	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	0	0	3	1605.29541015625	2	0	1	None	None	0.0000	0	0	-188.946	-96.8151	298.88838089116143	978	e- 1605 + proton 112 + gamma 15 + e- 15 + neutron 5 + proton 5
nuecc48	256587	0	1	18306	1	-2.2989028	11.69869	1.0	0.0	nu-candidate	1	-110.02762	-25.116732	245.5463	130.6	3792.1630859375	71.83094024658203	46.82521057128906	25.005733489990234	3	25.718576431274414	1	79.93192291259766	0.0	16.899677276611328	81.27063751220703	3483.938720703125	0.0	16.468610763549805	15	0	0	13	3483.938720703125	1	1	1	None	None	0.0189	1	0	-175.165	64.0504	380.7870499877458	1769	e- 3483 + pi+ 106 + proton 46 + gamma 16 + e- 16 + gamma 13
nuecc48	267597	0	1	18279	1	-0.7017695	14.423111	1.0	0.0	nu-candidate	1	81.897255	-128.90167	367.69308	127.2	1792.065673828125	8.745173454284668	0.0	8.745173454284668	4	107.20999145507812	1	22.384836196899414	0.0	8.213958740234375	202.59011840820312	1256.9918212890625	0.0	11.736449241638184	18	0	0	15	1256.9918212890625	3	0	1	None	None	0.0049	1	0	-71.4743	198.566	488.9315514150115	868	e- 1256 + proton 395 + neutron 89 + proton 89 + gamma 8 + e- 8
nuecc48	268067	0	1	18255	1	0.53079236	9.8920145	1.0	0.0	nu-candidate	1	-80.801315	-64.77833	280.91022	101.8	1562.872314453125	0.0	0.0	0.0	0	7.32405948638916	1	7.147413730621338	4.952964782714844	6.968207359313965	4.043859004974365	2.024343490600586	5.005003929138184	144.1709442138672	10	2	30.922542572021484	5	689.7579345703125	2	1	1	420.346	None	0.0000	0	0	-135.57	3.39995	175.52108643195123	549	e- 689 + proton 393 + proton 164 + mu- 30 + gamma 6 + e- 6
nuecc48	268784	0	1	18255	1	-0.50878155	8.43209	1.0	0.0	nu-candidate	1	91.875725	19.349285	398.13812	132.8	1764.4964599609375	1.7383599281311035	0.0	1.7383599281311035	1	0.41458192467689514	1	348.2156066894531	0.0	1004.9190673828125	0.0	93.01766204833984	35.20933151245117	75.78445434570312	9	0	0	8	1004.9190673828125	1	0	1	None	None	0.0010	1	0	-166.816	147.525	479.51595386155816	814	e- 1004 + proton 495 + gamma 93 + e- 93 + gamma 92 + e- 92
nuecc48	269774	0	1	18255	1	-0.928978	10.897349	1.0	0.0	nu-candidate	1	60.749844	-10.388426	111.10973	51.1	2369.20654296875	7.774987697601318	0.0	7.774987697601318	2	3.2139949798583984	1	1384.578125	0.0	1095.5164794921875	0.0	882.8189086914062	27.389806747436523	88.4386978149414	9	0	0	7	1095.5164794921875	2	0	1	None	None	0.0033	1	0	-30.5597	185.751	300.2219039123062	1216	e- 1095 + gamma 882 + e- 882 + gamma 244 + e- 244 + pi0 146
nuecc48	271851	0	1	18255	1	-0.24095096	5.549643	1.0	0.0	nu-candidate	1	-156.37962	4.7344637	316.71094	64.7	1476.2003173828125	9.102178573608398	0.0	9.102178573608398	1	2.3954131603240967	1	0.47733545303344727	17.96670913696289	1.4256410598754883	9.010138511657715	0.9697720408439636	2.9263553619384766	35.38068771362305	4	1	156.9272918701172	3	1211.2193603515625	0	0	1	None	None	0.0062	0	0	-193.51	43.8512	308.00662141564425	840	e- 1211 + mu- 156
nuecc48	30504	0	1	18342	1	-0.9888835	-2.4965603	1.0	0.0	nu-candidate	1	22.210236	-41.861534	161.91505	83.8	1197.7451171875	1.5321940183639526	0.0	1.5321940183639526	1	19.628902435302734	1	121.78571319580078	0.0	11.593419075012207	20.765045166015625	628.2681884765625	0.0	83.92700958251953	12	2	11.399944305419922	9	628.2681884765625	1	0	1	None	None	0.0013	0	0	7.03568	49.322	341.9380161368759	560	e- 628 + e- 342 + e- 47 + e- 19 + mu- 11 + gamma 11
nuecc48	342199	0	1	18269	1	-1.1118225	11.419701	1.0	0.0	nu-candidate	1	-52.305603	5.0073376	174.98341	64.2	1186.440185546875	1.058962345123291	0.0	1.058962345123291	1	87.7624282836914	1	269.65167236328125	0.0	717.1950073242188	0.0	56.749366760253906	5.571305274963379	83.4762191772461	6	0	0	5	717.1950073242188	1	0	1	None	None	0.0009	0	0	-126.427	10.7067	357.37547607866156	642	e- 717 + proton 258 + gamma 64 + e- 64 + gamma 57 + e- 57
nuecc48	350186	0	1	18255	1	-1.0562408	9.254956	1.0	0.0	nu-candidate	1	-13.615965	83.38781	334.62048	48.4	638.9827880859375	24.449079513549805	0.0	24.449079513549805	3	15.497562408447266	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0	0	2	623.4852294921875	0	0	1	None	None	0.0383	0	0	-66.1677	-3.75315	175.12545651935503	262	e- 623 + gamma 15 + e- 15
nuecc48	360535	0	1	18255	1	-0.72086954	7.7804394	1.0	0.0	nu-candidate	2	-185.81572	-111.69973	80.96386	100.9	2134.303466796875	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0	0	1	1852.2259521484375	1	0	1	None	None	0.0000	0	0	-201.446	-158.097	131.24604181159143	795	e- 1852 + proton 273
nuecc48	388	0	1	18255	1	-1.7770171	12.446195	1.0	0.0	nu-candidate	1	-163.45227	31.432192	426.6447	86.3	2681.31103515625	8.901837348937988	0.0	8.901837348937988	2	32.3431396484375	1	71.7784423828125	0.0	1879.85546875	0.0	8.070406913757324	63.84956359863281	36.60792541503906	9	0	0	5	1879.85546875	3	1	1	None	None	0.0033	1	0	-197.463	170.335	483.21796260926607	1027	e- 1879 + pi+ 599 + proton 21 + gamma 12 + e- 12 + neutron 9
nuecc48	38856	0	1	18304	1	0.59681493	-0.2719045	1.0	0.0	nu-candidate	1	-58.81727	-65.39347	427.7352	94.3	1240.5882568359375	274.3650207519531	271.52587890625	2.83913516998291	2	1.5970193147659302	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10	2	30.281700134277344	6	347.70501708984375	1	1	1	None	None	0.2212	0	0	-94.9534	-39.9938	198.30453694305635	641	e- 347 + proton 271 + e- 259 + proton 201 + e- 75 + e- 34
nuecc48	389538	0	1	18255	1	4.7597985	-15.0	1.0	0.0	nu-candidate	2	-97.52166	146.1065	417.33154	171.8	981.2047119140625	807.35302734375	0.0	807.35302734375	26	33.835784912109375	1	63.799110412597656	159.76776123046875	937.009765625	144.50424194335938	17.79244613647461	198.83045959472656	28.606693267822266	18	2	388.18572998046875	12	43.62406921386719	3	1	1	None	None	0.8228	0	0	-201.411	-38.7882	406.2840822144525	956	mu- 388 + pi+ 142 + proton 69 + gamma 43 + e- 43 + e- 23
nuecc48	400474	0	1	18355	1	-0.06853404	3.937575	1.0	0.0	nu-candidate	1	61.217186	-118.30275	260.4	91.0	1733.1585693359375	0.4825999438762665	0.0	0.4825999438762665	1	37.00173568725586	1	132.71966552734375	0.0	55.765262603759766	34.84555435180664	1206.8299560546875	0.0	41.19710159301758	13	2	99.55134582519531	8	1206.8299560546875	3	0	1	None	None	0.0003	0	0	-66.6015	104.159	387.3571756741444	787	gamma 1206 + e- 1206 + proton 143 + pi0 132 + mu- 99 + gamma 55
nuecc48	42280	0	1	18259	1	-2.0829804	11.256037	1.0	0.0	nu-candidate	1	14.27093	-9.733913	89.25329	114.6	1886.001953125	1.2144336700439453	0.0	1.2144336700439453	1	24.958478927612305	1	60.534183502197266	0.0	1768.08935546875	0.0	11.225319862365723	34.1081657409668	25.391889572143555	6	1	19.742523193359375	2	1768.08935546875	3	0	1	None	None	0.0006	1	0	-104.958	67.8933	283.97215008732815	1064	e- 1768 + proton 73 + neutron 19 + mu- 19 + gamma 11 + e- 11
nuecc48	422851	0	1	18255	1	-0.03525145	12.446733	1.0	0.0	nu-candidate	1	-108.999535	-59.10198	346.2008	59.4	1291.1666259765625	0.0	0.0	0.0	0	52.217655181884766	1	344.0262451171875	0.0	1139.5814208984375	0.0	27.151594161987305	2.718065023422241	145.7184295654297	4	0	0	1	1139.5814208984375	3	0	1	None	None	0.0000	0	0	-195.781	-78.5063	201.64316497647525	626	e- 1139 + proton 90 + proton 50
