sample	event	kind	gid	npts	Q	Qfrac	ext	rms	dvtx	dheld	cx	cy	cz	cluster	cl_class	cl_npts	cl_gid	dcand	n_cand_pts	Qcand
mcp1k	288287	NEARBY	-1	1	1638.0	0.0	0.0	0.0	238.1	nan	-201.4	-34.3	312.6	73	COMPANION	1	0	0.8	5119	44369195.9
mcp1k	288327	NEARBY	-1	4099	26015805.9	0.9622	258.9	1.28	107.0	nan	-72.9	-35.1	96.0	13	COMPANION	4099	1	2.9	3388	27038371.3
mcp1k	288639	NEARBY	-1	10	39981.0	0.0038	1.1	0.32	79.9	nan	-201.7	134.1	205.2	4	COMPANION	10	0	0.5	1414	10606193.6
mcp1k	289251	NEARBY	-1	7	85165.1	0.0035	0.6	0.21	280.7	nan	-201.7	-0.4	364.4	1	COMPANION	7	5	0.5	3006	24172398.6
mcp1k	290052	NEARBY	-1	5317	40508898.1	3.4493	256.1	1.74	16.8	nan	97.0	5.9	428.4	4	UNMATCHED	5317	1000002	4.5	1825	11744112.5
mcp1k	290729	NEARBY	-1	2	2086.0	0.0001	0.0	0.0	32.7	nan	-114.9	-129.6	122.6	83	COMPANION	2	4	1.1	1507	15004748.6
mcp1k	291262	NEARBY	-1	12	62845.0	0.0066	0.5	0.24	153.5	nan	-131.2	9.0	270.9	51	COMPANION	12	0	1.7	1440	9537736.4
mcp1k	291262	NEARBY	-1	12	158929.9	0.0167	1.2	0.26	3.4	nan	-89.0	7.8	122.6	54	COMPANION	12	0	2.0	1440	9537736.4
mcp1k	291548	NEARBY	-1	6473	70816579.3	5.7964	240.2	1.32	18.6	nan	-140.7	0.2	412.2	5	OTHER	6473	4	4.5	965	12217403.0
mcp1k	292027	NEARBY	-1	42	145257.4	0.0055	1.9	0.59	278.5	nan	201.9	117.3	370.1	11	UNMATCHED	42	1000000	0.3	4143	26422080.6
mcp1k	292027	NEARBY	-1	10	29752.8	0.0011	0.8	0.33	269.4	nan	198.8	123.0	360.6	60	UNMATCHED	10	1000000	2.0	4143	26422080.6
mcp1k	292384	NEARBY	-1	1684	13789595.9	0.4527	118.9	0.55	277.6	nan	-121.8	-38.3	286.6	20	OTHER	1684	7	4.5	4650	30460634.1
mcp1k	292384	NEARBY	-1	4	22851.7	0.0008	0.3	0.16	101.9	nan	-13.1	-7.4	146.5	58	COMPANION	4	5	1.2	4650	30460634.1
mcp1k	292406	NEARBY	-1	11	76741.8	0.0186	0.9	0.37	45.2	nan	-201.7	22.1	153.2	5	COMPANION	11	3	0.4	458	4119852.9
mcp1k	292577	NEARBY	-1	3	5938.8	0.0011	0.3	0.14	63.4	nan	-118.9	93.0	500.5	2	COMPANION	3	2	0.3	1026	5643319.9
mcp1k	292643	NEARBY	-1	36	131493.4	0.0067	3.7	0.73	17.8	nan	-24.3	-19.0	62.9	114	UNMATCHED	36	1000006	2.2	3443	19731560.7
mcp1k	292687	NEARBY	-1	12	49960.0	0.0037	1.7	0.24	100.0	nan	-201.7	45.0	275.2	3	COMPANION	12	1	0.3	1442	13356578.5
mcp1k	313847	NEARBY	-1	16595	118401608.9	3.1311	263.5	7.69	83.2	nan	-107.2	-6.1	321.5	12	COMPANION	16595	1	0.3	4329	37814391.1
mcp1k	314507	NEARBY	-1	20	49561.2	0.0061	1.0	0.33	45.3	nan	111.2	-51.9	137.1	50	UNMATCHED	20	1000008	1.0	777	8167610.9
mcp1k	315013	NEARBY	-1	14	49608.3	0.0034	0.9	0.31	32.0	nan	-89.9	-51.1	265.8	54	COMPANION	14	4	1.1	2233	14386922.4
mcp1k	315167	UNHELD	0	15	93770.5	0.0014	1.2	0.51	20.1	3.0	136.7	152.3	239.2	-1	OWN	0	0	0.0	5605	68936857.4
mcp1k	315167	UNHELD	1	46	334780.6	0.0049	3.0	0.94	20.2	3.1	136.1	156.9	244.2	-1	OWN	0	0	0.0	5605	68936857.4
mcp1k	315497	NEARBY	-1	119	954428.1	0.0266	65.5	2.45	55.5	nan	23.0	156.5	108.0	3	OTHER	119	8	0.4	7374	35849897.4
mcp1k	315497	NEARBY	-1	2425	16700258.8	0.4658	154.7	1.2	192.8	nan	102.4	96.8	429.1	16	UNMATCHED	2425	1000001	3.0	7374	35849897.4
mcp1k	315497	NEARBY	-1	2	7175.7	0.0002	0.0	0.0	249.2	nan	21.6	196.2	449.1	54	UNMATCHED	2	1000010	2.3	7374	35849897.4
mcp1k	316311	NEARBY	-1	29	189663.4	0.0297	26.9	0.49	80.7	nan	203.3	177.1	209.3	10	UNMATCHED	29	1000000	0.4	837	6395162.7
mcp1k	317741	NEARBY	-1	12049	131384198.0	51.8637	168.4	6.36	7.0	nan	39.0	-55.8	54.3	12	UNMATCHED	12049	1000006	0.7	342	2533259.0
mcp1k	317741	NEARBY	-1	17	71856.2	0.0284	0.9	0.46	1.6	nan	35.7	49.4	19.0	94	UNMATCHED	17	1000010	0.6	342	2533259.0
mcp1k	319611	NEARBY	-1	3	11413.1	0.0011	0.6	0.13	104.5	nan	-195.0	-191.5	500.7	1	COMPANION	3	1	0.3	1844	10217103.1
mcp1k	320667	UNHELD	0	10	26031.2	0.0011	2.1	0.25	11.9	3.1	-127.3	-9.7	426.2	-1	OWN	0	0	0.0	2612	24733304.5
mcp1k	321107	NEARBY	-1	2446	25192531.8	0.6416	145.5	0.79	169.8	nan	-67.0	87.8	213.4	15	OTHER	2446	5	0.4	8217	39262450.5
mcp1k	348471	NEARBY	-1	1719	15309774.1	0.423	92.0	2.36	93.7	nan	-123.6	29.0	262.4	21	UNMATCHED	1719	1000006	1.8	3565	36190262.4
mcp1k	348713	NEARBY	-1	7	50823.2	0.0039	0.7	0.37	0.6	nan	201.7	87.7	66.4	6	UNMATCHED	7	1000004	0.3	1435	12957013.9
mcp1k	349549	NEARBY	-1	9	43875.5	0.0016	0.8	0.37	125.2	nan	13.0	-32.0	226.2	53	UNMATCHED	9	1000002	1.3	3971	27117758.2
mcp1k	349549	NEARBY	-1	12	50316.0	0.0019	0.9	0.37	131.7	nan	22.4	-28.2	230.7	59	UNMATCHED	12	1000002	0.9	3971	27117758.2
mcp1k	349879	NEARBY	-1	5	36442.0	0.0018	0.5	0.2	258.8	nan	201.9	-12.1	400.6	8	UNMATCHED	5	1000002	0.3	2817	20600702.3
mcp1k	349945	NEARBY	-1	27	125862.1	0.0055	2.8	0.41	173.8	nan	-201.7	-1.3	240.7	4	COMPANION	27	0	0.4	3038	22728699.0
mcp1k	350121	UNHELD	0	23	137576.4	0.0038	2.0	0.55	36.4	3.1	-41.8	-36.8	370.9	-1	OWN	0	0	0.0	4934	35866289.0
mcp1k	350121	NEARBY	-1	6	23578.2	0.0007	0.8	0.21	178.8	nan	-102.8	-56.8	500.8	1	COMPANION	6	1	0.4	4934	35866289.0
mcp1k	350297	NEARBY	-1	3	4664.0	0.0004	0.6	0.13	231.5	nan	-0.2	92.2	416.8	8	COMPANION	3	5	0.3	2416	12483517.6
mcp1k	350935	NEARBY	-1	5	35414.8	0.0023	0.5	0.21	434.9	nan	-201.7	-41.0	450.7	1	COMPANION	5	2	0.3	2518	15511085.0
mcp1k	351639	UNHELD	0	306	2467208.9	0.8801	8.4	2.23	nan	6.1	201.7	5.3	329.1	-1	OWN	0	0	0.0	356	2803277.9
mcp1k	351639	NEARBY	-1	5747	55935167.7	19.9535	133.5	2.55	nan	nan	192.0	-96.4	381.9	14	UNMATCHED	5747	1000000	0.3	356	2803277.9
mcp1k	352123	NEARBY	-1	7	30181.0	0.0047	0.7	0.27	22.7	nan	201.7	-52.3	429.3	9	UNMATCHED	7	1000006	0.4	606	6468078.0
mcp1k	352123	NEARBY	-1	3823	53804340.9	8.3184	221.8	3.13	19.6	nan	159.2	20.1	420.5	19	UNMATCHED	3823	1000005	1.0	606	6468078.0
mcp1k	353223	NEARBY	-1	19	96320.0	0.0137	48.7	13.17	23.0	nan	-15.8	-147.8	497.1	4	COMPANION	19	5	0.0	759	7026704.1
mcp1k	353729	NEARBY	-1	1562	10726304.5	2.4131	109.3	1.47	253.3	nan	-164.2	-37.5	64.4	23	COMPANION	1562	4	3.5	407	4445092.9
mcp1k	386332	NEARBY	-1	798	15474689.3	3.6022	55.8	0.42	10.2	nan	-171.5	-46.1	429.0	6	OTHER	798	3	4.0	393	4295911.2
mcp1k	386948	NEARBY	-1	14	53610.9	0.0009	1.4	0.41	91.1	nan	-0.1	132.3	405.5	6	OTHER	14	6	0.6	5965	62560918.5
mcp1k	386948	NEARBY	-1	98	421500.0	0.0067	54.2	10.75	78.9	nan	2.3	121.7	407.4	10	COMPANION	98	4	0.3	5965	62560918.5
mcp1k	386948	NEARBY	-1	6363	67387659.6	1.0772	271.7	1.97	89.6	nan	28.0	32.5	385.9	12	UNMATCHED	6363	1000002	0.4	5965	62560918.5
mcp1k	387850	NEARBY	-1	17	69329.3	0.0074	28.4	0.32	0.6	nan	231.0	182.3	124.3	14	UNMATCHED	17	1000008	0.7	1305	9325861.5
mcp1k	388224	NEARBY	-1	23	229412.6	0.0105	2.6	0.49	14.0	nan	-75.3	-2.6	358.3	79	COMPANION	23	2	2.5	2722	21753101.8
mcp1k	390182	UNHELD	0	12	172716.4	0.0064	1.1	0.4	12.3	3.2	-182.6	-43.9	500.0	-1	OWN	0	0	0.0	2106	27025300.1
mcp1k	390182	NEARBY	-1	93	552811.5	0.0205	152.8	11.43	16.0	nan	-166.0	8.8	493.6	3	COMPANION	93	0	0.3	2106	27025300.1
mcp1k	390864	NEARBY	-1	5	77387.3	0.0055	0.6	0.24	92.9	nan	-202.0	-57.1	288.8	3	COMPANION	5	1	0.3	1908	14118852.3
mcp1k	391238	NEARBY	-1	4	21162.0	0.1032	0.3	0.16	91.5	nan	-201.6	-193.9	55.1	1	COMPANION	4	2	0.3	41	205132.0
mcp1k	393212	NEARBY	-1	14	112664.0	0.0091	1.1	0.27	31.9	nan	57.8	180.0	224.9	51	UNMATCHED	14	1000004	3.8	1558	12370471.5
mcp1k	394532	NEARBY	-1	37	341637.9	0.0652	15.2	2.18	2.3	nan	207.0	-190.8	19.0	7	UNMATCHED	37	1000000	0.3	672	5236944.3
mcp1k	395610	NEARBY	-1	3	2059.0	0.0	0.9	0.13	23.1	nan	-0.2	112.3	203.0	3	COMPANION	3	7	0.4	3834	44360162.9
mcp1k	395610	NEARBY	-1	7126	55409257.2	1.2491	185.8	2.59	127.2	nan	-40.6	67.9	367.4	18	OTHER	7126	11	4.3	3834	44360162.9
mcp1k	395610	NEARBY	-1	1773	14557747.2	0.3282	94.1	1.27	104.2	nan	-32.7	117.7	282.5	20	OTHER	1773	9	2.1	3834	44360162.9
mcp1k	395610	NEARBY	-1	24	123147.6	0.0028	2.2	0.32	106.8	nan	-38.2	133.5	275.4	46	OTHER	24	9	3.3	3834	44360162.9
mcp1k	395654	UNHELD	0	6	17598.7	0.0013	1.7	0.27	164.5	3.7	-28.1	78.5	275.6	-1	OWN	0	0	0.0	2390	13974881.1
mcp1k	395654	UNHELD	2	12	42161.8	0.003	3.3	0.89	146.5	3.1	-25.2	87.9	262.4	-1	OWN	0	0	0.0	2390	13974881.1
mcp1k	395654	UNHELD	3	9	27057.2	0.0019	2.5	0.15	142.5	3.5	-24.3	90.7	257.6	-1	OWN	0	0	0.0	2390	13974881.1
mcp1k	395654	NEARBY	-1	2	4300.0	0.0003	0.0	0.0	64.4	nan	-0.2	121.5	188.6	6	COMPANION	2	7	0.4	2390	13974881.1
mcp1k	395654	NEARBY	-1	74	339071.9	0.0243	7.8	0.53	89.7	nan	-11.4	113.6	215.6	46	COMPANION	74	7	1.2	2390	13974881.1
mcp1k	397722	NEARBY	-1	9	76631.1	0.0113	0.7	0.32	65.5	nan	201.8	-124.2	102.5	10	UNMATCHED	9	1000007	0.4	686	6773353.0
mcp1k	397920	NEARBY	-1	3239	22306214.4	1.8289	187.5	1.01	172.3	nan	158.9	-42.3	387.3	7	UNMATCHED	3239	1000000	0.2	2306	12196676.2
mcp1k	398260	NEARBY	-1	35	184187.4	0.012	45.7	1.23	140.1	nan	2.9	85.4	443.7	4	COMPANION	35	2	0.3	1735	15347378.6
mcp1k	398514	NEARBY	-1	6	28630.9	0.0808	0.6	0.21	214.5	nan	201.9	127.4	458.7	7	UNMATCHED	6	1000013	0.3	54	354340.7
mcp1k	398690	NEARBY	-1	1	379.0	0.0	0.0	0.0	255.6	nan	-0.4	31.5	217.8	7	OTHER	1	5	2.9	3875	31220763.5
mcp1k	398690	NEARBY	-1	3629	29986856.2	0.9605	103.6	2.12	255.6	nan	-24.4	122.1	256.4	8	OTHER	3629	5	3.2	3875	31220763.5
mcp1k	398690	NEARBY	-1	1	12289.0	0.0004	0.0	0.0	409.7	nan	154.4	199.9	144.0	14	UNMATCHED	1	1000001	0.4	3875	31220763.5
mcp1k	398690	NEARBY	-1	14	95778.0	0.0031	1.3	0.43	406.7	nan	161.2	194.7	158.9	41	UNMATCHED	14	1000001	3.9	3875	31220763.5
mcp1k	399052	NEARBY	-1	8	61876.9	0.0022	1.0	0.2	51.3	nan	-140.4	-115.7	500.7	3	COMPANION	8	0	0.5	3285	28111755.2
mcp1k	399118	UNHELD	2	60	262136.0	0.0078	8.2	1.09	30.1	3.0	-3.5	48.3	324.4	-1	OWN	0	0	0.0	4360	33424456.6
mcp1k	399118	NEARBY	-1	13	23008.3	0.0007	1.8	0.55	20.8	nan	-0.3	59.4	308.1	1	COMPANION	13	2	0.5	4360	33424456.6
mcp1k	399118	NEARBY	-1	8	19134.8	0.0006	1.2	0.19	0.3	nan	-0.3	64.2	286.3	4	COMPANION	8	2	0.4	4360	33424456.6
mcp1k	400054	NEARBY	-1	11	30339.9	0.0251	0.7	0.25	11.1	nan	-159.5	-96.1	256.4	80	COMPANION	11	4	1.0	129	1210778.0
mcp1k	400504	NEARBY	-1	3	33874.0	0.0014	1.7	0.0	6.1	nan	48.6	63.1	463.7	64	UNMATCHED	3	1000004	1.2	2584	24976901.5
mcp1k	400636	NEARBY	-1	5689	64412620.4	1.8025	295.9	1.39	166.7	nan	0.2	16.6	290.4	22	UNMATCHED	5689	1000002	0.0	7155	35735851.5
mcp1k	400636	NEARBY	-1	9	31626.0	0.0009	0.5	0.2	169.5	nan	49.6	-31.9	290.2	50	UNMATCHED	9	1000002	3.6	7155	35735851.5
mcp1k	401054	NEARBY	-1	8	31532.3	0.0181	0.4	0.2	248.7	nan	0.3	135.6	369.0	6	UNMATCHED	8	1000009	0.3	147	1741580.9
mcp1k	401252	NEARBY	-1	4147	73569025.6	7.1097	31.4	4.91	24.6	nan	107.1	162.1	492.4	14	UNMATCHED	4147	1000009	2.7	1180	10347627.9
mcp1k	401450	NEARBY	-1	6269	33616922.6	0.3942	258.3	3.18	35.1	nan	-78.8	14.5	224.5	17	COMPANION	6269	0	2.8	8321	85289016.2
mcp1k	401450	NEARBY	-1	20	94543.2	0.0011	1.2	0.52	43.4	nan	-155.3	105.7	46.6	69	COMPANION	20	0	1.2	8321	85289016.2
mcp1k	401516	NEARBY	-1	11332	66006224.3	3.381	206.2	6.58	12.8	nan	56.9	18.2	244.5	6	UNMATCHED	11332	1000002	2.2	1769	19522744.2
mcp1k	404244	NEARBY	-1	4390	40907621.3	2.6827	196.2	1.48	98.5	nan	-40.9	34.2	375.2	17	OTHER	4390	0	4.4	2082	15248914.3
mcp1k	405432	NEARBY	-1	12	49154.0	0.0059	1.2	0.34	86.5	nan	201.8	82.3	118.4	14	UNMATCHED	12	1000003	0.5	1080	8393528.3
mcp1k	406796	NEARBY	-1	16	144060.2	0.0188	1.1	0.39	8.7	nan	-54.8	-149.4	93.3	60	COMPANION	16	3	0.7	1058	7682008.7
mcp1k	407148	NEARBY	-1	13	50668.0	0.0037	1.5	0.43	150.4	nan	201.8	83.5	241.3	6	UNMATCHED	13	1000001	0.4	2070	13745960.2
mcp1k	407148	NEARBY	-1	1309	14452935.2	1.0514	62.8	1.22	126.4	nan	158.3	117.8	233.4	8	UNMATCHED	1309	1000003	4.6	2070	13745960.2
mcp1k	407280	NEARBY	-1	8	59022.8	0.0028	1.1	0.26	30.1	nan	-87.0	-144.6	78.2	50	COMPANION	8	8	0.8	3746	21150712.0
mcp1k	408534	NEARBY	-1	21	295622.3	0.0116	36.1	0.37	0.5	nan	206.8	9.9	249.5	8	UNMATCHED	21	1000002	0.4	2476	25391078.9
mcp1k	409546	NEARBY	-1	5	83749.0	0.0237	0.5	0.21	19.1	nan	-201.9	47.8	477.9	1	COMPANION	5	1	0.4	283	3537439.3
mcp1k	409634	NEARBY	-1	136	709638.0	0.0823	10.4	1.6	0.9	nan	-0.3	177.2	226.4	9	OTHER	136	10	0.3	1219	8624289.2
mcp1k	409942	NEARBY	-1	1	16606.7	0.001	0.0	0.0	1.6	nan	104.4	2.8	0.6	12	UNMATCHED	1	1000006	0.5	1179	16309322.3
mcp1k	410008	NEARBY	-1	224	2532185.9	0.1156	42.8	15.86	177.8	nan	4.4	21.6	446.1	3	COMPANION	224	3	0.3	2173	21907254.2
mcp1k	410008	NEARBY	-1	34	188874.5	0.0086	2.8	0.53	171.0	nan	-6.6	8.6	474.3	99	COMPANION	34	3	1.1	2173	21907254.2
mcp1k	486687	UNHELD	0	6	11026.9	0.0003	0.9	0.29	55.3	3.0	-147.3	123.7	196.8	-1	OWN	0	0	0.0	5361	36881734.7
mcp1k	486687	UNHELD	3	72	178154.4	0.0048	10.1	0.77	13.8	3.0	-139.2	142.5	170.4	-1	OWN	0	0	0.0	5361	36881734.7
mcp1k	486687	NEARBY	-1	85	566995.0	0.0154	4.8	1.36	263.4	nan	-201.7	-12.9	352.5	3	COMPANION	85	1	0.4	5361	36881734.7
mcp1k	486907	NEARBY	-1	3612	55709237.0	2.2708	97.3	3.89	175.6	nan	-83.2	125.1	458.6	16	COMPANION	3612	6	4.1	3018	24532731.7
mcp1k	488139	NEARBY	-1	20	147488.1	0.0123	1.8	0.55	108.1	nan	-0.1	42.7	481.6	3	COMPANION	20	7	0.5	1581	11986875.4
mcp1k	489327	NEARBY	-1	8	16990.8	0.0005	1.2	0.32	336.8	nan	-0.0	137.4	461.5	1	COMPANION	8	1	0.4	5777	34828678.3
mcp1k	490361	NEARBY	-1	10	104880.0	0.006	0.7	0.29	41.5	nan	-201.8	-95.3	464.8	5	COMPANION	10	0	0.4	1287	17604340.9
mcp1k	490977	NEARBY	-1	5	30892.0	0.0023	0.5	0.19	75.1	nan	201.6	-29.9	225.7	10	UNMATCHED	5	1000000	0.4	1453	13509892.1
mcp1k	491483	NEARBY	-1	4382	30377577.5	5.2745	282.3	2.61	3.8	nan	71.6	9.8	305.3	11	UNMATCHED	4382	1000004	2.4	587	5759356.6
mcp1k	492649	NEARBY	-1	3251	19751582.5	2.8672	266.8	1.51	62.1	nan	-20.3	84.5	356.9	16	OTHER	3251	4	0.2	1008	6888910.3
mcp1k	492913	NEARBY	-1	13	49631.6	0.012	1.7	0.47	26.5	nan	-0.4	-117.9	475.1	2	COMPANION	13	2	0.3	660	4123073.9
