sample	event	kind	gid	npts	Q	Qfrac	ext	rms	dvtx	dheld	cx	cy	cz	cluster	cl_class	cl_npts	cl_gid	dcand	n_cand_pts	Qcand
mcp2k	165157	NEARBY	-1	12	67352.0	0.0034	1.3	0.26	105.3	nan	-182.5	84.9	221.9	59	COMPANION	12	1	1.2	1847	19657101.9
mcp2k	166006	NEARBY	-1	24	128817.2	0.0067	2.1	0.62	83.2	nan	-73.2	-143.7	285.1	25	COMPANION	24	1	0.9	3051	19263044.7
mcp2k	166050	NEARBY	-1	3	5766.3	0.0011	0.6	0.13	354.9	nan	-0.5	-15.2	6.3	14	UNMATCHED	3	1000002	0.3	447	5387204.0
mcp2k	166295	NEARBY	-1	5	9345.1	0.001	0.6	0.25	338.7	nan	-0.3	171.6	364.4	3	COMPANION	5	1	0.3	1048	9567138.8
mcp2k	166996	UNHELD	0	9	31843.0	0.0031	1.2	0.22	11.7	3.1	-87.0	70.5	293.9	-1	OWN	0	0	0.0	1328	10344948.2
mcp2k	167351	NEARBY	-1	1848	25913363.3	1.1734	110.7	0.96	129.8	nan	-126.0	104.5	204.0	14	OTHER	1848	5	3.5	3636	22084645.1
mcp2k	167351	NEARBY	-1	16	111744.7	0.0051	1.4	0.31	135.4	nan	-98.2	17.3	216.1	38	COMPANION	16	2	0.8	3636	22084645.1
mcp2k	167612	NEARBY	-1	11	100621.0	0.005	0.7	0.27	224.7	nan	-199.1	5.6	270.4	101	UNMATCHED	11	1000002	1.0	2426	19962464.9
mcp2k	168869	NEARBY	-1	1	2208.0	0.0016	0.0	0.0	39.8	nan	123.9	199.9	337.8	3	UNMATCHED	1	1000003	0.5	116	1372222.4
mcp2k	169067	NEARBY	-1	2803	16940131.4	1.2688	161.0	1.28	127.0	nan	-93.4	79.9	208.2	13	OTHER	2803	3	0.2	2455	13350788.6
mcp2k	169067	NEARBY	-1	20	111385.9	0.0083	1.1	0.3	125.8	nan	-118.1	121.8	223.8	50	OTHER	20	3	4.3	2455	13350788.6
mcp2k	169240	UNHELD	0	68	67443.0	0.0016	6.5	1.99	243.7	3.3	-18.4	-3.5	417.7	-1	OWN	0	0	0.0	10693	42755452.8
mcp2k	169724	NEARBY	-1	9	58442.2	0.0085	0.6	0.29	366.2	nan	0.1	178.3	168.0	1	COMPANION	9	5	0.3	605	6901348.9
mcp2k	169793	NEARBY	-1	675	4949150.7	0.2191	52.2	0.5	81.9	nan	-177.3	128.0	411.6	3	OTHER	675	4	2.9	3027	22587140.2
mcp2k	169793	NEARBY	-1	12	81597.0	0.0036	0.7	0.33	175.6	nan	-78.8	192.5	454.3	57	COMPANION	12	2	1.7	3027	22587140.2
mcp2k	170326	NEARBY	-1	7	37310.4	0.0053	1.6	0.28	113.9	nan	-130.2	93.5	500.6	7	COMPANION	7	7	0.2	1125	7090299.3
mcp2k	170365	NEARBY	-1	2	3915.0	0.0008	0.0	0.0	96.0	nan	-0.4	-77.9	489.5	5	COMPANION	2	7	0.3	961	4953970.8
mcp2k	170585	NEARBY	-1	9	54785.0	0.0161	1.2	0.25	20.5	nan	201.7	155.9	422.1	10	UNMATCHED	9	1000003	0.4	278	3397701.7
mcp2k	170761	NEARBY	-1	4	8143.0	0.0002	1.1	0.24	304.7	nan	201.7	25.8	412.0	6	UNMATCHED	4	1000000	0.3	4926	34118617.5
mcp2k	170761	NEARBY	-1	4434	53079705.3	1.5557	232.7	1.14	42.3	nan	100.1	1.7	162.6	13	UNMATCHED	4434	1000002	2.7	4926	34118617.5
mcp2k	171352	UNHELD	0	55	615080.8	0.0389	2.9	0.53	8.3	3.0	-46.8	-174.2	461.6	-1	OWN	0	0	0.0	2090	15829165.9
mcp2k	171352	NEARBY	-1	10	50248.8	0.0032	11.1	0.49	49.5	nan	-58.5	-192.3	500.6	3	COMPANION	10	5	0.0	2090	15829165.9
mcp2k	171528	NEARBY	-1	19	201764.9	0.0129	1.3	0.54	90.1	nan	26.1	-113.0	447.2	36	UNMATCHED	19	1000004	1.2	1485	15649777.1
mcp2k	172262	NEARBY	-1	1	456.2	0.0001	0.0	0.0	1.0	nan	40.0	43.0	0.6	9	UNMATCHED	1	1000005	0.4	1045	6325237.3
mcp2k	172344	NEARBY	-1	4	17294.2	0.0031	0.6	0.13	29.1	nan	-96.2	-192.6	500.6	5	COMPANION	4	5	0.5	786	5669305.0
mcp2k	172463	NEARBY	-1	144	3950657.0	0.2941	5.3	1.58	0.7	nan	-201.7	-111.7	270.1	2	COMPANION	144	0	0.4	1698	13433610.7
mcp2k	172850	NEARBY	-1	13	37536.0	0.0088	2.1	0.42	49.4	nan	201.8	54.6	440.2	11	UNMATCHED	13	1000003	0.3	629	4267270.6
mcp2k	173049	NEARBY	-1	35	125625.8	0.0343	78.8	7.82	42.0	nan	-196.3	99.0	483.3	5	COMPANION	35	4	0.3	499	3664005.7
mcp2k	173450	NEARBY	-1	13	64995.4	0.003	1.1	0.44	270.8	nan	-0.2	-22.0	228.3	4	COMPANION	13	6	0.3	2962	21984515.6
mcp2k	173495	NEARBY	-1	9092	81173689.5	7.9264	267.5	2.0	205.0	nan	-47.1	11.0	186.2	13	OTHER	9092	2	3.0	1216	10240955.4
mcp2k	173495	NEARBY	-1	7	23913.4	0.0023	0.7	0.25	1.0	nan	0.2	199.7	459.2	16	COMPANION	7	11	0.5	1216	10240955.4
mcp2k	173643	NEARBY	-1	8	79821.1	0.008	0.9	0.33	139.6	nan	-164.1	-181.2	500.7	2	COMPANION	8	1	0.0	1495	9970088.7
mcp2k	173671	NEARBY	-1	11	52710.0	0.0035	1.5	0.35	367.7	nan	201.6	-166.3	409.9	6	UNMATCHED	11	1000000	0.3	2970	15138974.7
mcp2k	173912	NEARBY	-1	10	28483.3	0.0059	1.4	0.24	53.9	nan	-171.1	175.9	500.7	1	COMPANION	10	7	0.3	613	4844852.5
mcp2k	174771	NEARBY	-1	29	181376.5	0.0023	64.3	0.5	75.2	nan	201.8	17.4	260.5	5	UNMATCHED	29	1000000	0.3	9147	77950576.1
mcp2k	174771	NEARBY	-1	15	85579.3	0.0011	1.1	0.48	118.9	nan	201.8	151.2	234.1	6	UNMATCHED	15	1000000	0.3	9147	77950576.1
mcp2k	174771	NEARBY	-1	1479	11875776.9	0.1524	70.8	1.0	12.6	nan	165.3	42.3	251.7	10	UNMATCHED	1479	1000003	2.5	9147	77950576.1
mcp2k	175094	NEARBY	-1	5	101107.0	0.0093	0.3	0.18	108.2	nan	-201.7	-68.1	96.7	3	COMPANION	5	0	0.3	1062	10850314.2
mcp2k	175117	NEARBY	-1	8	77883.4	0.0197	0.4	0.2	265.5	nan	201.6	166.5	483.6	9	UNMATCHED	8	1000005	0.3	423	3946380.0
mcp2k	176502	UNHELD	0	16	88302.6	0.0003	1.6	0.47	41.0	3.1	131.9	-29.4	159.8	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	2	11	19478.0	0.0001	2.8	0.74	80.7	3.1	126.3	6.7	192.6	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	3	19	177675.4	0.0007	2.3	1.15	77.8	3.0	125.6	-66.0	191.0	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	4	37	440138.2	0.0017	5.6	0.7	66.5	3.0	130.3	3.4	178.7	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	5	85	854978.7	0.0033	2.8	0.93	37.3	3.0	130.7	-40.8	157.1	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	7	249	2811076.1	0.0108	4.4	1.75	16.7	3.0	132.4	-32.9	139.7	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	11	44	311639.2	0.0012	2.9	1.05	43.9	3.0	130.4	-22.6	163.6	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	13	58	469696.8	0.0018	2.5	1.29	13.9	3.0	126.4	-43.6	128.3	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	14	9	112285.0	0.0004	1.4	0.4	14.9	3.0	127.2	-19.3	129.6	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	15	148	778793.5	0.003	6.3	1.36	36.4	3.0	126.5	-8.3	152.6	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	16	8	12210.0	0.0	4.0	0.14	71.7	3.0	127.0	-17.2	191.5	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	19	253	2010884.5	0.0077	12.3	2.91	83.1	3.0	126.3	-20.5	215.1	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	20	166	1134078.0	0.0044	8.9	2.04	56.6	3.1	126.2	-68.4	175.5	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	21	19	161091.0	0.0006	6.2	0.6	64.7	3.0	126.4	-62.2	182.2	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	UNHELD	24	9	55626.0	0.0002	2.2	0.51	91.6	3.0	126.4	3.5	204.1	-1	OWN	0	0	0.0	29221	259872097.4
mcp2k	176502	NEARBY	-1	12	86995.0	0.0003	1.7	0.31	108.4	nan	125.6	1.8	223.0	77	UNMATCHED	12	1000000	2.1	29221	259872097.4
mcp2k	176502	NEARBY	-1	6	17868.6	0.0001	0.5	0.17	53.4	nan	133.6	17.6	139.6	89	UNMATCHED	6	1000000	3.4	29221	259872097.4
mcp2k	176502	NEARBY	-1	9	89663.8	0.0003	0.6	0.32	138.1	nan	142.0	10.1	249.9	97	UNMATCHED	9	1000000	1.4	29221	259872097.4
mcp2k	176502	NEARBY	-1	13	27943.0	0.0001	2.8	0.27	53.5	nan	131.8	2.2	162.0	111	UNMATCHED	13	1000000	2.2	29221	259872097.4
mcp2k	176502	NEARBY	-1	144	1081304.3	0.0042	3.9	1.28	78.8	nan	129.1	6.1	190.9	113	UNMATCHED	144	1000000	1.0	29221	259872097.4
mcp2k	176502	NEARBY	-1	8	59282.2	0.0002	0.9	0.2	44.0	nan	132.1	-14.9	159.9	114	UNMATCHED	8	1000000	1.1	29221	259872097.4
mcp2k	176502	NEARBY	-1	51	549487.0	0.0021	4.0	0.51	89.9	nan	126.2	16.8	197.1	115	UNMATCHED	51	1000000	4.4	29221	259872097.4
mcp2k	176502	NEARBY	-1	25	171948.0	0.0007	3.8	0.53	48.2	nan	128.9	15.8	136.5	117	UNMATCHED	25	1000000	2.3	29221	259872097.4
mcp2k	176502	NEARBY	-1	8	22656.5	0.0001	0.7	0.29	61.6	nan	148.7	-28.9	176.8	120	UNMATCHED	8	1000000	2.2	29221	259872097.4
mcp2k	176502	NEARBY	-1	104	1132648.4	0.0044	11.1	0.71	31.5	nan	129.4	-30.2	160.2	129	UNMATCHED	104	1000000	0.9	29221	259872097.4
mcp2k	176502	NEARBY	-1	36	237394.7	0.0009	2.4	0.54	94.8	nan	160.2	-79.7	195.1	160	UNMATCHED	36	1000000	2.4	29221	259872097.4
mcp2k	176502	NEARBY	-1	5	221134.9	0.0009	0.9	0.18	4.7	nan	129.9	-34.3	121.9	167	UNMATCHED	5	1000000	1.3	29221	259872097.4
mcp2k	176533	NEARBY	-1	12	70356.0	0.0027	0.7	0.36	72.8	nan	-97.3	-84.0	386.3	58	COMPANION	12	0	1.7	2325	25669816.6
mcp2k	177178	NEARBY	-1	22	120315.0	0.0132	3.2	0.21	93.4	nan	-201.6	-94.4	236.5	2	COMPANION	22	0	0.3	957	9132228.7
mcp2k	177521	NEARBY	-1	5	30166.0	0.0026	0.9	0.27	102.0	nan	-201.7	-64.8	110.8	2	COMPANION	5	1	0.3	942	11690848.4
mcp2k	178115	NEARBY	-1	87	372105.7	0.0291	28.8	2.51	19.1	nan	201.7	190.3	426.6	6	UNMATCHED	87	1000002	0.3	1416	12791218.6
mcp2k	178350	NEARBY	-1	7	34520.8	0.0024	0.9	0.24	142.9	nan	-32.3	-195.9	500.7	3	COMPANION	7	7	0.2	2868	14337117.9
mcp2k	178548	NEARBY	-1	5	14551.0	0.0021	0.5	0.21	100.0	nan	201.8	-127.0	327.7	6	UNMATCHED	5	1000005	0.4	990	6815103.5
mcp2k	178570	NEARBY	-1	9	133533.1	0.0087	1.3	0.41	50.8	nan	-65.8	-109.5	500.7	5	COMPANION	9	8	0.8	1440	15431412.6
mcp2k	178841	UNHELD	0	6	6780.0	0.0002	3.5	0.0	74.0	8.7	-179.2	134.8	175.1	-1	OWN	0	0	0.0	7944	42914693.1
mcp2k	178841	UNHELD	1	29	134129.4	0.0031	4.7	0.34	95.4	3.5	-181.5	124.1	197.6	-1	OWN	0	0	0.0	7944	42914693.1
mcp2k	178841	UNHELD	2	146	874213.0	0.0204	12.4	2.04	101.5	3.1	-181.7	115.2	211.3	-1	OWN	0	0	0.0	7944	42914693.1
mcp2k	178841	UNHELD	11	5	47763.3	0.0011	2.9	0.0	245.5	4.0	-188.3	47.5	325.8	-1	OWN	0	0	0.0	7944	42914693.1
mcp2k	178841	UNHELD	14	24	134983.0	0.0031	5.5	0.62	218.7	3.0	-187.7	58.5	304.4	-1	OWN	0	0	0.0	7944	42914693.1
mcp2k	179048	NEARBY	-1	49	311282.3	0.0086	6.1	0.56	242.8	nan	140.6	-31.1	359.3	138	UNMATCHED	49	1000001	1.2	5311	36278360.2
mcp2k	179369	NEARBY	-1	505	2564698.7	0.0729	53.7	5.04	38.0	nan	-0.2	173.8	193.4	2	OTHER	505	0	0.9	6105	35179466.8
mcp2k	179369	NEARBY	-1	11	68344.2	0.0019	1.6	0.51	439.3	nan	201.6	70.0	499.7	7	UNMATCHED	11	1000000	0.3	6105	35179466.8
mcp2k	179369	NEARBY	-1	1	2455.0	0.0001	0.0	0.0	145.4	nan	0.3	173.6	194.4	8	UNMATCHED	1	1000000	0.3	6105	35179466.8
mcp2k	179369	NEARBY	-1	8252	56398225.3	1.6032	45.6	13.65	6.6	nan	-4.0	42.3	77.8	12	OTHER	8252	0	2.5	6105	35179466.8
mcp2k	179369	NEARBY	-1	72	690927.0	0.0196	2.5	1.03	129.5	nan	-3.0	164.2	183.9	67	OTHER	72	0	3.8	6105	35179466.8
mcp2k	179369	NEARBY	-1	3394	19567374.2	0.5562	47.3	9.22	65.0	nan	-1.5	148.3	171.9	99	OTHER	3394	0	1.2	6105	35179466.8
mcp2k	179369	NEARBY	-1	4	25810.0	0.0007	0.6	0.15	63.2	nan	16.7	-3.5	113.3	114	UNMATCHED	4	1000000	1.1	6105	35179466.8
mcp2k	179752	NEARBY	-1	4	22700.0	0.001	0.4	0.15	21.1	nan	-201.7	-23.7	52.9	6	COMPANION	4	0	0.4	1965	23764067.2
mcp2k	180117	NEARBY	-1	2	9901.2	0.0004	0.0	0.0	56.6	nan	-201.5	25.2	246.7	4	COMPANION	2	2	0.3	4167	25323171.9
mcp2k	180403	NEARBY	-1	152	1086839.0	0.0593	4.5	1.07	111.9	nan	-201.7	78.1	119.2	6	COMPANION	152	2	0.3	2382	18336916.2
mcp2k	180645	NEARBY	-1	10	83486.5	0.0074	0.7	0.33	130.8	nan	-198.2	75.5	500.7	2	COMPANION	10	5	0.3	1306	11343468.4
mcp2k	180698	NEARBY	-1	9	18836.6	0.0005	0.7	0.22	70.6	nan	-149.5	192.6	70.7	57	COMPANION	9	1	1.2	5806	35021865.3
mcp2k	181050	NEARBY	-1	833	10238466.1	0.808	15.8	4.38	6.4	nan	-36.9	190.1	487.4	18	OTHER	833	0	4.1	1574	12670629.5
mcp2k	237292	NEARBY	-1	20	148557.0	0.0128	1.2	0.47	44.2	nan	-73.1	-59.5	419.0	64	COMPANION	20	4	1.8	1305	11593351.1
mcp2k	237380	NEARBY	-1	11	38276.0	0.0307	1.0	0.33	16.4	nan	-201.8	-61.2	272.9	1	COMPANION	11	3	0.4	181	1246495.7
mcp2k	237446	NEARBY	-1	65	340674.1	0.0514	105.4	0.82	41.3	nan	202.2	-183.1	206.9	11	UNMATCHED	65	1000011	0.3	717	6626401.9
mcp2k	240196	NEARBY	-1	10	127182.0	0.0312	0.5	0.28	29.1	nan	-201.7	66.6	377.4	1	COMPANION	10	3	0.3	250	4080116.1
mcp2k	240636	NEARBY	-1	3	15214.2	0.0009	0.6	0.13	257.6	nan	-119.3	11.7	500.7	2	COMPANION	3	0	0.3	3115	16881529.5
