# doc pdvd/98 -- m3-200k-w predictions on the real-data Michel crops (d98_predict.py; bf16, CUDA)
# variants: Z = Michel only, muon zeroed; S = overlap cells scaled by (charge-pred_mu)/charge; M = muon left in; Zw = Z with the wider mask.  mu/sig in cm from the response plane.
# tier A = Bragg ratio>=0.8 & q2d_ovl<0.2 & n_stop_gammas==0 & frac_lost<0.2; inrange = 80<=drift_tick<=340
det	key	tier	inrange	drift_tick	drift_fit	mu_Z	sig_Z	mu_S	sig_S	mu_M	sig_M	mu_Zw	sig_Zw	q_keep	q_overlap	frac_overlap	frac_lost	n_pix	ke_best	ke_region	ratio	q2d_ovl	n_stop_gammas	kind	source	conn_type	michel_len	kink_deg	apa	face	d97
pdhd	029107_12/108	B	1	324.8	326.9	365.6	93.03	365.6	93.03	365.6	93.03	365.6	93.03	1.632e+05	0	0	0	94	7.921	11.88	0.9715	0	1	both	agent	2	0.1084	-1	3	1	
pdhd	029107_15/142	B	1	275.4	275.8	92.58	13.32	155.5	39.01	175	43.69	92.58	13.32	1.458e+06	6.934e+05	0.4755	0.4169	323	26.54	49.9	0.896	0.2492	0	attached	agent	1	5.97	38.77	3	1	
pdhd	029107_16/106	B	1	283.4	282.7	184.4	32.21	108.6	19.24	192.2	26.09	182	32.21	1.272e+06	7.27e+05	0.5717	0.4533	246	30.06	32.81	1.028	0.2378	0	both	agent	1	5.559	88.75	3	1	
pdhd	029107_23/55	B	1	223.9	223.8	94.92	14.63	97.27	13.96	103.1	16.97	93.36	13.64	1.078e+06	4.194e+05	0.389	0.3116	153	25.64	33.33	1.013	0.3132	0	both	agent	1	10.07	40.6	2	0	
pdhd	029107_25/89	B	1	195.4	195	110.9	22.66	102.3	12.91	107.8	17.79	113.3	25.09	1.351e+06	6.837e+05	0.5062	0.3994	332	13.03	23.04	0.9009	0.2251	0	attached	agent	1	11.64	56.06	3	1	
pdhd	029107_25/123	B	1	313.4	312.6	310.9	67.14	309.4	38.25	331.2	37.81	293.8	66.88	1.213e+06	7.466e+05	0.6156	0.4129	317	11.54	23.12	1.269	0.1687	0	both	agent	1	3.993	31.06	2	0	
pdhd	029107_3/111	B	1	264.7	264.2	207.8	25.68	128.9	20.96	215.6	22.84	206.2	25.88	1.815e+06	8.6e+05	0.4738	0.3599	505	39.8	43.94	0.821	0.3037	0	both	agent	1	8.944	58.83	3	1	both
pdhd	029107_9/115	B	0	30.56	30.84	71.88	3.02	66.02	3.02	65.62	3.02	71.88	3.02	1.912e+06	8.632e+05	0.4514	0.3836	339	24.32	57.3	0.9311	0.3048	0	attached	agent	1	9.726	50.88	1	1	
pdhd	028084_12/101	B	1	220.9	221	102.3	18.5	92.58	12.71	94.53	12.52	101.6	18.94	1.108e+06	4.955e+05	0.4472	0.2454	348	26.27	35.64	0.6701	0.06685	0	both	agent	1	5.4	60.89	3	1	
pdhd	028084_12/117	B	1	291.9	291.2	126.6	25.68	83.2	4.064	140.6	16.97	126.6	25.68	3.673e+06	2.893e+06	0.7875	0.7005	400	26.7	73.12	0.6122	0.6804	0	both	agent	1	11.71	75.46	1	1	
pdhd	028084_19/59	B	0	71.65	71.79	83.98	5.73	70.31	3.02	73.05	3.02	83.98	5.73	1.27e+06	8.21e+05	0.6465	0.5753	203	19.05	37.42	0.7086	0.3223	0	both	agent	1	11.6	123.4	2	0	
pdhd	028084_20/116	B	1	114.1	115	90.23	8.738	84.38	5.821	93.36	10.38	90.23	8.602	1.17e+06	3.874e+05	0.3311	0.3095	359	22.56	40.16	0.6424	0.1616	0	attached	owner_review	1	1.883	58.49	3	1	
pdhd	028084_25/36	B	1	85.73	85.45	87.89	4.064	82.03	3.642	82.42	3.02	87.89	4.064	1.586e+06	4.768e+05	0.3007	0.2298	290	43.83	54.7	0.8654	0.1078	0	both	agent	2	15.93	-1	2	0	
pdhd	028084_4/119	B	1	307.9	307.9	221.9	32.21	237.5	29.33	234.4	30.03	221.9	32.21	1.558e+06	1.804e+05	0.1158	0.05521	491	23.98	61.02	0.7764	0.003257	0	both	agent	2	7.891	-1	2	0	
pdhd	028084_7/61	B	1	93.56	91.67	160.2	104.9	160.2	104.9	160.2	104.9	146.9	104.2	3.692e+04	0	0	0	62	1.811	10.69	0.6622	0	1	both	agent	2	0.1546	-1	2	0	
pdhd	028084_8/110	B	1	187.4	187.6	90.62	9.301	134.4	31.22	210.9	31.22	90.62	9.301	2.552e+06	2.205e+06	0.864	0.7981	159	19.69	70.27	0.7835	0.1625	0	attached	agent	2	8.618	-1	3	1	
pdhd	029107_2/108	B	1	181.1	179.8	144.5	21.97	96.48	11.58	142.2	14.75	116.4	21.13	4.637e+06	2.505e+06	0.5403	0.4375	798	38.05	73.33	0.7212	0.3999	0	attached	agent	2	8.764	-1	1	1	
pdhd	029107_20/57	B	1	311.3	310.7	198.4	30.03	145.3	29.56	189.1	28.21	198.4	30.03	1.134e+06	5.625e+05	0.4958	0.4015	307	21.73	33.82	0.7904	0.2374	0	both	agent	1	10.12	97.63	2	0	both
pdhd	029107_20/139	B	1	293.8	293.9	125.8	23.57	107	19.09	141.4	18.35	153.1	22.31	2.282e+06	9.483e+05	0.4155	0.3964	606	16.16	58.94	0.7585	0.2013	0	attached	agent	1	19.2	132.1	3	1	
pdhd	029107_23/128	B	1	276.6	274.9	163.3	18.94	119.5	17.38	121.9	17.93	163.3	18.94	4.002e+06	2.601e+06	0.65	0.1589	590	33.93	68.95	0.717	0.02534	0	attached	agent	2	9.621	-1	3	1	
pdhd	029107_25/110	A	1	125.3	125	84.38	8.738	84.38	8.738	84.38	8.738	86.72	9.157	8.733e+05	0	0	0	479	23.76	37.12	0.9224	0	0	attached	agent	2	16.19	-1	3	1	
pdhd	029107_3/107	B	1	334.6	333.7	199.2	40.72	96.09	5.218	203.1	32.21	225	35.38	5.894e+06	5.09e+06	0.8636	0.8472	257	19.05	70.01	0.8967	0.945	0	both	agent	2	8.805	-1	3	1	
pdhd	029107_4/69	B	1	310.8	311.7	203.1	64.06	203.1	64.06	203.1	64.06	203.1	64.06	2.161e+05	0	0	0	86	26	42.73	0.75	0	0	both	agent	1	7.855	76.08	2	0	
pdvd	039252_0/75	B	1	268.3	267.8	117.2	24.7	117.2	24.32	130.5	25.28	114.8	23.57	1.984e+06	1.501e+05	0.07565	0.02961	601	39.78	58.6	0.7283	0.006508	0	attached	flat	2	4.924	-1	4	1	
pdvd	039252_1/30	B	1	171.7	171.8	89.84	12.13	89.45	10.22	94.14	13.85	89.84	12.13	1.468e+06	7.132e+05	0.4859	0.422	259	30.99	41.1	0.8865	0.3982	0	both	flat	1	9.874	84.07	2	0	
pdvd	039252_12/117	A	1	320.5	320.8	243.8	41.69	165.6	38.1	275	31.96	243.8	41.69	1.071e+06	3.474e+05	0.3244	0.1661	303	42.71	37.61	0.8869	0.04824	0	attached	flat	1	4.112	34.95	7	1	
pdvd	039252_12/93	B	1	173.1	172.6	100	16.32	102.3	15.95	131.2	23.94	100	16.32	1.43e+06	4.565e+05	0.3191	0.2666	398	24.06	52.8	0.8717	0.1271	0	both	flat	1	12.66	103.8	6	0	
pdvd	039252_14/37	B	1	93.67	93.63	89.06	8.876	85.55	8.209	90.62	9.448	89.06	8.876	9.707e+05	5.567e+05	0.5735	0.5227	248	14.72	24.22	0.8169	0.6505	0	both	flat	1	10.51	75.82	2	1	
pdvd	039252_14/86	B	1	101.6	101.2	87.89	11.76	88.67	8.469	92.19	11.05	87.89	11.76	1.04e+06	3.701e+05	0.3559	0.2978	298	28.12	34.94	0.7174	0.1743	0	both	flat	1	7.85	60.27	4	1	
pdvd	039252_15/94	A	1	164.6	163.6	125.8	22.14	111.7	18.5	125	23.2	125.8	22.14	1.343e+06	3.119e+05	0.2322	0.171	419	51.31	36.38	0.8768	0.1774	0	both	flat	1	5.896	49.5	7	1	
pdvd	039252_16/99	B	1	113.7	112.7	91.8	15.7	93.36	15.22	100	16.32	91.8	15.7	9.465e+05	5.056e+05	0.5342	0.3913	246	17.4	34.89	0.8682	0.1341	0	attached	flat	1	8.116	58.89	4	0	
pdvd	039252_2/51	B	0	63.01	62.95	74.22	3.938	67.58	3.02	66.41	3.02	74.22	3.938	9.855e+05	3.098e+05	0.3144	0.2438	292	23.53	33.79	0.6856	0.1233	0	both	flat	1	13.27	66.79	3	0	
pdvd	039252_2/90	A	0	58.55	58.2	80.08	4.826	77.73	3.877	79.69	3.938	80.08	4.826	1.612e+06	2.844e+05	0.1764	0.132	550	46.08	43.4	0.8986	0.08283	0	both	flat	1	18.08	83.23	4	1	
pdvd	039252_3/40	B	0	78.95	78.5	84.38	4.677	80.86	4.979	86.33	6.596	84.38	4.677	1.516e+06	8.942e+05	0.5899	0.5215	426	30.63	41.28	0.8944	0.39	0	attached	flat	1	13.43	128.8	1	1	
pdvd	039252_3/77	B	1	189.2	189	209.4	37.51	114.1	20.96	204.7	26.09	209.4	37.51	1.159e+06	4.058e+05	0.35	0.2696	314	17.92	31.92	0.9311	0.2447	0	attached	flat	1	8.38	103.6	4	0	
pdvd	039252_8/38	B	1	123.4	123.9	86.72	5.821	82.81	6.596	88.28	8.081	86.72	5.821	1.27e+06	5.669e+05	0.4462	0.3394	426	33.62	37.76	0.809	0.3027	0	both	flat	1	11.96	52.37	1	0	
pdvd	039253_1/31	A	1	105.2	105.4	178.9	67.14	178.9	67.14	178.9	67.14	178.9	67.14	1.325e+05	0	0	0	115	4.895	9.59	0.9813	0	0	attached	flat	2	4.775	-1	0	1	
pdvd	039253_11/118	B	0	37.77	37.62	98.44	14.29	99.22	19.39	96.09	15.46	98.44	14.29	7.845e+05	2.666e+05	0.3398	0.2512	182	14.68	30.51	0.8575	0.07692	1	both	flat	1	5.543	41.07	7	1	
pdvd	039253_12/35	B	1	137.5	137.7	93.75	11.22	92.97	11.22	100.8	16.45	93.75	11.22	9.418e+05	3.197e+05	0.3395	0.2792	334	26.76	29.31	0.9174	0.1343	0	both	flat	1	7.938	66.02	0	0	
pdvd	039253_14/45	A	1	153.9	154.2	149.2	35.1	170.3	34.56	170.3	34.56	149.2	35.1	9.978e+05	2.217e+04	0.02222	0	471	22.66	35.33	1	0	0	both	flat	2	16.01	-1	2	1	
pdvd	039253_15/41	B	0	20.75	20.21	170.3	27.13	162.5	27.77	164.8	25.48	159.4	29.79	1.267e+06	3.679e+05	0.2905	0.2163	432	35.86	39.96	0.9475	0.1834	0	both	flat	1	11.04	87.53	3	1	
pdvd	039253_17/110	B	0	24.48	24.35	82.03	10.71	81.25	9.157	81.25	8.876	81.64	11.58	1.283e+06	3.006e+05	0.2342	0.1413	351	18.58	26.7	0.7582	0.04343	0	attached	flat	1	10.13	101.7	6	1	
pdvd	039253_2/121	B	1	177.5	177.2	109.4	23.38	99.61	16.71	101.6	17.65	109.4	23.38	1.036e+06	3.083e+05	0.2977	0.2245	307	23.4	33.71	1.002	0.1312	0	both	flat	1	3.988	50	4	1	
pdvd	039253_2/32	B	0	51.79	51.42	82.81	3.02	79.3	3.02	78.91	3.02	82.42	3.02	1.321e+06	4.364e+05	0.3305	0.2556	408	25.76	51.18	0.8315	0.1141	0	attached	flat	1	6.06	34.23	2	0	
pdvd	039253_2/78	B	1	99.68	99.27	109.4	22.66	90.23	4.127	95.31	11.94	109.4	22.66	1.973e+06	1.174e+06	0.5949	0.5692	298	19.68	49.3	1.429	0.6494	0	attached	flat	1	5.301	42.16	5	1	
pdvd	039253_2/92	A	1	236.9	236.6	221.9	45.07	116.4	28.65	190.6	41.69	221.9	45.07	1.072e+06	2.404e+05	0.2242	0.129	302	24.46	41.13	1.001	0.1353	0	attached	flat	2	7.874	-1	4	1	
pdvd	039253_3/61	B	1	186.3	186.1	114.1	27.34	94.92	16.45	110.9	22.14	114.1	27.34	1.417e+06	2.208e+05	0.1558	0.08099	408	28.29	47.6	0.7538	0.02343	0	both	flat	2	5.292	-1	4	0	
pdvd	039253_4/77	B	0	22.02	21.79	82.42	4.463	99.22	3.02	88.67	3.02	83.2	4.677	1.881e+06	6.79e+05	0.3609	0.2906	467	45.01	56.25	0.9381	0.13	0	both	flat	1	13.71	137.8	4	0	
pdvd	039253_5/32	B	0	19.67	19.73	108.6	22.31	94.14	12.13	96.88	13.85	108.6	22.31	8.135e+05	4.023e+05	0.4945	0.4127	246	21.39	23.86	0.8071	0.218	1	both	flat	1	3.836	72.29	0	0	
pdvd	039253_7/34	B	1	81.87	82.06	83.2	5.554	70.31	3.02	78.12	3.53	80.86	4.826	1.374e+06	6.046e+05	0.4401	0.3307	388	24.11	41.82	0.6851	0.235	0	both	flat	1	13.21	131.6	3	1	
pdvd	039253_8/28	B	0	13.01	12.34	108.6	26.71	107	16.97	139.8	28.65	108.6	26.71	6.64e+05	3.559e+05	0.536	0.4676	165	18.31	20.49	0.7652	0.23	0	both	flat	1	3.23	51.16	0	1	
pdvd	039253_8/68	B	0	24.8	24.16	93.36	13.64	84.77	9.015	84.77	8.876	93.36	13.64	7.793e+05	3.14e+05	0.4029	0.3209	156	12.76	26.59	0.812	0.2637	0	attached	flat	1	5.331	50.64	4	1	
pdvd	039253_9/106	B	1	114.4	114.9	96.09	11.05	96.09	11.05	96.09	11.05	94.53	10.22	1.342e+06	0	0	0	432	29	42.16	0.6604	0	0	both	flat	2	6.729	-1	6	1	
pdvd	039349_0/28	B	1	322.7	322.7	89.84	10.22	140.6	37.96	182.8	47.79	91.8	10.71	1.508e+06	1.029e+06	0.6821	0.632	176	29.11	46.34	0.8238	0.3469	0	attached	flat	2	6.789	-1	2	0	
pdvd	039349_1/61	B	0	79.5	81.36	78.52	13.85	87.89	15.95	91.41	13.96	78.52	13.85	3.883e+05	2.256e+05	0.581	0.4993	79	9.284	10.96	1.094	0.3464	0	attached	flat	1	2.63	44.61	4	1	
pdvd	039349_11/19	B	1	84.71	85.01	86.72	3.642	80.47	4.394	74.61	3.02	86.72	3.642	8.412e+05	5.136e+05	0.6106	0.5601	102	7.988	24.87	0.625	0.2848	0	attached	flat	1	3.6	61.11	3	0	
pdvd	039349_18/40	B	1	116.9	116.8	86.33	15.58	92.58	21.29	98.05	22.31	86.33	15.58	1.213e+06	8.508e+05	0.7013	0.6748	68	13.91	31.65	0.7533	0.505	0	attached	flat	1	9.537	81.65	4	1	
pdvd	039349_18/34	B	0	60.79	60.48	89.06	8.209	85.55	7.244	82.03	4.463	89.06	8.209	9.486e+05	4.165e+05	0.4391	0.3421	193	24.35	32.26	0.9437	0.1551	0	both	flat	1	9.111	91.99	4	0	
pdvd	039349_21/53	B	1	203.9	204.5	107	18.5	92.19	12.71	104.7	14.98	109.4	19.39	2.735e+06	2.116e+06	0.7734	0.7041	191	27.15	46.12	0.9631	1.093	0	both	flat	1	11.12	33.74	5	1	
pdvd	039349_23/56	A	1	151.1	150.2	114.8	20.32	113.3	20.96	102.3	14.52	114.8	20.32	1.313e+06	3.493e+05	0.2661	0.1981	470	47.62	38.13	1.03	0.1347	0	both	flat	1	12.66	38.56	6	1	
pdvd	039349_27/65	B	1	278.3	277.6	187.5	23.38	183.6	20.32	206.2	21.13	187.5	23.38	1.393e+06	4.208e+05	0.3021	0.2151	558	50.76	29.15	1.066	0.1134	0	attached	flat	1	12.84	42.94	6	1	
pdvd	039349_3/47	B	0	20.54	20.2	91.8	10.71	90.62	8.738	88.67	8.469	91.8	10.71	7.674e+05	2.263e+05	0.2949	0.2084	88	19.64	24.24	0.7981	0.1626	0	attached	flat	1	7.824	53.55	4	0	
pdvd	039349_34/46	B	1	94.9	95.08	112.5	20.8	120.3	23.94	164.1	28.65	112.5	20.8	1.006e+06	4.112e+05	0.4088	0.2573	332	26.01	29.25	0.8657	0.2102	0	attached	flat	1	8.949	109.7	4	1	
pdvd	039349_35/67	B	1	192.8	193	113.3	30.26	117.2	31.71	215.6	46.32	113.3	30.26	9.003e+05	3.36e+05	0.3732	0.3123	282	13.77	31.18	0.9473	0.2004	0	attached	flat	1	6.111	92.01	6	1	
pdvd	039349_36/49	A	1	108.9	108.5	77.73	3.817	76.95	4.259	75.78	3.758	75.39	3.422	1.767e+06	3.673e+05	0.2079	0.1534	517	46.03	42.11	1.022	0.08087	0	attached	flat	1	5.422	49.43	6	0	
pdvd	039349_37/38	B	1	202.3	201.5	114.8	36.22	95.7	16.45	95.7	16.97	89.06	13.12	5.194e+05	4.103e+05	0.79	0.8165	75	4.663	44.78	0.2838	0.386	0	both	flat	1	1.8	104.4	4	1	
pdvd	039349_38/72	B	1	207.7	206.3	109.4	37.51	138.3	35.66	193.8	39.62	89.84	36.79	1.273e+06	1.015e+06	0.7974	0.7709	202	17.81	23.99	1.005	1.277	0	both	flat	1	8.786	135.4	0	1	
pdvd	039349_4/39	B	0	8.075	8.164	65.62	3.02	62.5	3.02	62.11	3.02	65.23	3.02	1.313e+06	3.476e+05	0.2648	0.2019	412	29.05	52.63	0.7643	0.07718	0	both	flat	1	9.457	73.85	3	1	
pdvd	039349_42/56	B	1	138.2	137.8	101.6	14.07	95.31	9.597	113.3	17.24	101.6	14.07	1.72e+06	6.364e+05	0.3701	0.3277	541	44.14	44.48	0.8397	0.3433	0	both	flat	1	12.55	81.3	6	0	
pdvd	039349_43/52	B	0	78.35	77.73	89.84	9.015	88.28	9.301	89.84	7.711	90.23	9.015	1.386e+06	3.947e+05	0.2848	0.2108	431	48.24	35.85	0.9304	0.115	0	attached	flat	1	10.22	76.6	6	0	
pdvd	039349_47/32	B	0	16.05	16.01	85.55	6.393	76.17	3.02	75	3.02	86.33	7.358	8.213e+05	4.746e+05	0.5778	0.4606	174	13.76	28.22	0.8521	0.2017	0	attached	flat	1	2.331	48.6	3	1	
pdvd	039349_5/66	B	1	271.1	271.4	94.53	17.79	110.9	23.57	232.8	36.22	94.53	17.79	2.551e+06	1.55e+06	0.6078	0.5729	235	27.82	57.07	0.7234	0.5386	0	attached	flat	1	13.18	83.33	4	0	
pdvd	039349_52/33	A	1	187.5	187.5	111.7	27.99	124.2	33.76	124.2	33.76	111.7	27.99	8.807e+05	1.976e+05	0.2244	0.08436	173	11.29	34.86	0.8296	0.001868	0	both	flat	2	6.269	-1	4	0	
pdvd	039349_53/48	A	1	138.5	138.1	134.4	30.5	132.8	27.34	132.8	26.29	134.4	30.5	1.634e+06	4.413e+05	0.27	0.1701	361	38.31	48.91	0.8372	0.05594	0	both	flat	1	5.916	58.85	5	1	
pdvd	039349_54/58	A	1	135.2	134.5	125	30.26	111.7	24.89	101.6	17.24	127.3	29.56	1.195e+06	3.119e+05	0.2611	0.1966	321	29.69	41.81	0.8229	0.1894	0	attached	flat	1	12.35	87.87	5	1	
pdvd	039349_56/38	A	1	157.5	157.7	125.8	29.33	108.6	22.66	138.3	27.77	125.8	29.33	1.14e+06	2.79e+05	0.2448	0.07095	322	32.82	42.4	0.9073	0.0259	0	attached	flat	1	11.01	50.39	5	0	
pdvd	039349_59/60	A	1	246	243.6	207.8	39.78	196.1	39.62	207.8	39.62	207.8	39.78	1.12e+06	1.46e+05	0.1303	0.09515	431	34.65	49.94	0.9658	0.05538	0	attached	flat	1	8.055	51.15	6	1	
pdvd	039349_61/16	A	1	137.4	137.1	117.2	23.75	111.7	22.14	118.8	24.13	117.2	23.75	1.313e+06	3.022e+05	0.2301	0.1737	388	33.77	48	0.9758	0.1295	0	attached	flat	1	17.61	84.09	2	1	
pdvd	039349_61/44	A	1	211.5	210.3	125.8	33.24	109.4	24.32	110.9	24.13	125.8	33.24	1.096e+06	2.498e+05	0.228	0.1439	296	8.621	33.04	0.8358	0.1014	0	both	flat	1	5.139	63.25	4	0	
pdvd	039349_61/45	B	1	236.1	235.7	117.2	31.22	125	32.21	133.6	32.72	129.7	35.66	1.461e+06	3.012e+05	0.2062	0.141	279	35.36	50.27	0.7992	0.1263	0	both	flat	1	9.511	78.75	4	1	
pdvd	039349_63/55	B	1	203.6	203.6	103.1	20.96	86.72	7.956	109.4	32.47	103.1	20.96	9.768e+05	6.268e+05	0.6417	0.4829	112	6.129	25.74	1.102	0.2245	0	attached	flat	1	5.681	126	6	0	
pdvd	039349_64/45	B	0	31.53	31	78.91	6.005	70.7	3.02	75.78	3.476	80.08	6.493	2.279e+06	9.251e+05	0.406	0.3694	347	45.47	77.19	0.768	0.1422	0	attached	flat	2	13.64	-1	5	0	
pdvd	039349_64/66	A	1	257.9	257.3	176.6	25.68	144.5	24.89	180.5	19.85	176.6	25.68	1.662e+06	3.661e+05	0.2203	0.1707	549	48.13	33.33	1.033	0.0883	0	both	flat	1	20.59	63.29	6	1	
pdvd	039349_67/78	B	0	20.78	21.34	91.02	11.05	86.33	6.912	92.58	11.22	91.02	11.05	1.139e+06	7.988e+05	0.7011	0.6389	118	16	24.23	0.9588	0.7794	0	both	flat	1	5.154	43.71	6	0	
pdvd	039349_77/59	B	1	107.9	107.7	102.3	16.2	89.45	8.081	103.1	15.7	101.6	17.11	1.314e+06	6.804e+05	0.5178	0.4637	310	15.2	40.38	0.6726	0.3905	0	both	flat	1	4.859	123.5	7	1	
pdvd	039349_81/64	B	0	45.41	45.46	92.19	3.476	85.55	3.877	86.72	4.979	93.75	3.938	1.871e+06	2.247e+05	0.1201	0.1031	710	43.26	40.01	0.7848	0.0185	0	attached	flat	1	0.6	43.9	6	0	
pdvd	039349_82/48	B	1	216.2	216.2	132.8	32.21	121.1	28.21	163.3	32.21	142.2	32.21	1.587e+06	3.286e+05	0.2071	0.1638	382	24.77	21.56	1.008	0.111	2	both	flat	1	10.81	40.81	7	0	
pdvd	039349_83/67	A	1	171.4	171.1	101.6	13.75	99.22	15.95	116.4	21.29	101.6	13.75	1.602e+06	2.754e+05	0.1719	0.1319	443	41.52	57.32	0.9898	0.1097	0	attached	flat	1	8.648	32.75	5	0	
pdvd	039349_9/50	A	1	221.4	221.1	185.2	23.2	172.7	23.57	185.9	21.13	185.2	23.2	1.279e+06	2.896e+05	0.2264	0.1479	480	23.79	36.33	0.9934	0.06238	0	both	flat	1	1.731	43.45	5	1	
