evt	sample	lockbox	d_base	d_new	cls_base	cls_new	route_base	route_new	rows_same	trans
172942	mcp1k	0	29.610	29.610	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
173058	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
173146	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
173234	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
173498	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
174114	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
174224	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
174576	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
174752	mcp1k	0	13.230	13.230	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
174928	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
175016	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
175808	mcp1k	0	9.392	9.392	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
175896	mcp1k	0	44.751	44.751	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
276836	mcp1k	0	225.333	225.333	selection-wrong	selection-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
277276	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
277298	mcp1k	0	6.428	6.428	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
278266	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
278420	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
278640	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
278684	mcp1k	0	164.682	164.682	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
278785	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
278794	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
279190	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
279256	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
279445	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
279643	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
280017	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
280598	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
280752	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
280774	mcp1k	0	37.815	37.815	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
280853	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
280972	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
280994	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
281214	mcp1k	0	0.000	81.377	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
281485	mcp1k	0	3.932	3.932	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
281505	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
281507	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
281527	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
281595	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
281639	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
281727	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
281837	mcp1k	0	0.000	15.098	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
281953	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
282057	mcp1k	0	4.849	4.849	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
282072	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
282204	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
282217	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
282231	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
282385	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
282459	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
282666	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
282737	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
282899	mcp1k	0	128.551	128.551	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
282979	mcp1k	0	101.993	101.993	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
283009	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
283229	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
283463	mcp1k	0	7.724	7.724	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
283595	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
283691	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
283713	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
283771	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
283905	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
283991	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
284013	mcp1k	0	8.680	8.680	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
284103	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
284145	mcp1k	0	4.671	4.671	selection-wrong	selection-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
284153	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
284200	mcp1k	0	0.000	45.558	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
284211	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
284235	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
284657	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
284769	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
284791	mcp1k	0	8.077	8.077	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
284794	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
285069	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
285311	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
285366	mcp1k	0	66.922	66.922	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
285443	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
285467	mcp1k	0	99.372	99.372	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
285531	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
285564	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
285665	mcp1k	0	89.143	89.143	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
285753	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
285929	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
285971	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
286177	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
286180	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
286191	mcp1k	0	14.685	14.685	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
286241	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
286268	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
286400	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
286527	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
286655	mcp1k	0	27.882	27.882	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
286681	mcp1k	0	34.056	34.056	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
286818	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
286906	mcp1k	0	2.788	9.813	selection-wrong	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	still-wrong
287211	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
287249	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
287431	mcp1k	0	nan	499.212	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
287517	mcp1k	0	1.050	1.050	selection-wrong	selection-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
287555	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
287599	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
287621	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
287654	mcp1k	0	52.109	52.109	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
287825	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
287830	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
288067	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
288287	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
288358	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
288639	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
288745	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
288859	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
288947	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
289251	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
289559	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
289832	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
290052	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
290294	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
290729	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
291037	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
291064	mcp1k	0	159.360	159.360	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
291262	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
291372	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
291499	mcp1k	0	39.207	39.207	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
291548	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
291961	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
292005	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
292027	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
292384	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
292406	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
292533	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
292577	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
292643	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
292687	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
293149	mcp1k	0	24.806	24.806	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
313781	mcp1k	0	43.430	43.430	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
313979	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
314507	mcp1k	0	67.089	67.089	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
314705	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
315013	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
315167	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
315343	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
315497	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
315849	mcp1k	0	70.162	70.162	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
315871	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
316003	mcp1k	0	0.000	0.000	correct	correct	dl-veto-protected	dl-veto-protected	1	still-correct
316025	mcp1k	0	2.092	2.092	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
316311	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
316553	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
316729	mcp1k	0	5.941	5.941	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
317191	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
317741	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
317939	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
318731	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
319039	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
319611	mcp1k	0	0.000	0.000	correct	correct	dl-veto-protected	dl-veto-protected	1	still-correct
320029	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
320667	mcp1k	0	133.863	133.863	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
321107	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
321173	mcp1k	0	22.399	22.399	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
321371	mcp1k	0	0.000	30.551	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
321767	mcp1k	0	30.513	30.513	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
321789	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
345633	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
346623	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
347085	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
348471	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
348515	mcp1k	0	56.181	56.181	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
348691	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
348713	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
348845	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
349087	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
349241	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
349461	mcp1k	0	0.000	0.000	correct	correct	dl-veto-protected	dl-veto-protected	1	still-correct
349549	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
349835	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
349879	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
350121	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
350297	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
350935	mcp1k	0	0.000	94.717	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
351705	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
351749	mcp1k	0	7.036	7.036	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
352123	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
352233	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
353223	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
353751	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
386332	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
386442	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
386948	mcp1k	0	49.582	49.582	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
387850	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
388026	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
388224	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
389588	mcp1k	0	4.161	4.161	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
389874	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
390182	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
390864	mcp1k	0	93.114	93.114	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
391260	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
391766	mcp1k	0	115.517	115.517	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
392552	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
393042	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
393212	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
393608	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
394532	mcp1k	0	7.409	7.409	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
394642	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
394796	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395060	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
395610	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395654	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
395962	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
397722	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
397920	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
398260	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
398414	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
399052	mcp1k	0	0.000	32.800	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
399118	mcp1k	0	10.374	10.374	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
399328	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
399702	mcp1k	0	206.107	206.107	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
399856	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
399998	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
400054	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
400460	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
400504	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
400592	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
400636	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
400856	mcp1k	0	6.122	6.122	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
401054	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
401516	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
401626	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
