evt	sample	lockbox	d_base	d_new	cls_base	cls_new	route_base	route_new	rows_same	trans
95412	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
95690	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
96306	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
96383	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
97084	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
97231	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
98470	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
98704	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
98778	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
98947	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
99232	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
99716	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
99782	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
99838	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
