evt	sample	lockbox	d_base	d_new	cls_base	cls_new	route_base	route_new	rows_same	trans
174311	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
174795	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
174896	nuecc	0	11.042	11.042	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
174993	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
175057	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
176150	nuecc	0	0.000	2.597	correct	selection-wrong	dl-rerank-accept	dl-rerank-accept	1	regressed
176502	nuecc	0	0.000	38.678	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
176533	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
176986	nuecc	0	21.961	21.961	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
177178	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
177266	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
177360	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
177366	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
177939	nuecc	0	4.181	4.181	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
178225	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
178445	nuecc	0	18.965	18.965	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
178535	nuecc	0	15.148	15.148	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
178865	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
179048	nuecc	0	37.264	37.264	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
179246	nuecc	0	31.909	0.000	candidate-missing	correct	dl-rerank-accept	dl-rerank-reject	1	fixed
179604	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
179912	nuecc	0	5.496	5.496	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
180117	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
180645	nuecc	0	2.492	0.282	selection-wrong	correct	dl-rerank-accept	dl-rerank-accept	1	fixed
180698	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
237292	nuecc	0	32.974	32.974	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
237798	nuecc	0	54.403	108.282	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-reject	1	still-wrong
240636	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
242022	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
275539	nuecc	0	14.616	14.616	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
278509	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
279213	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
279955	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
280709	nuecc	0	27.431	27.431	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
280945	nuecc	0	105.723	105.723	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
281567	nuecc	0	10.585	13.641	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-reject	1	still-wrong
281781	nuecc	0	0.000	56.296	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
282491	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
282909	nuecc	0	9.664	9.664	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
283833	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
283849	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
284047	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
284866	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
286296	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
287374	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
287464	nuecc	0	45.359	45.359	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
287638	nuecc	0	109.051	109.051	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
289862	nuecc	0	14.520	14.520	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
292436	nuecc	0	228.369	228.369	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
293470	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
316021	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
316197	nuecc	0	33.233	33.233	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
317077	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
317407	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
317427	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
317957	nuecc	0	2.896	2.896	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
318021	nuecc	0	5.081	5.081	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
318549	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
318703	nuecc	0	0.000	34.552	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
318769	nuecc	0	122.539	6.000	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-reject	1	still-wrong
319475	nuecc	0	1.104	6.666	selection-wrong	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	still-wrong
321169	nuecc	0	18.547	18.547	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
321235	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
321849	nuecc	0	0.000	403.511	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
321937	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
321983	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
322707	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
322907	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
323171	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
323369	nuecc	0	235.151	235.151	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
347890	nuecc	0	0.000	30.999	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
350354	nuecc	0	61.731	61.731	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
350596	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
352664	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
354248	nuecc	0	0.000	242.963	correct	net-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
354578	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
355106	nuecc	0	353.268	353.268	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
388323	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
389379	nuecc	0	155.594	155.594	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
390370	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
390634	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
390810	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
391777	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
392759	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
392891	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
393133	nuecc	0	31.958	31.958	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
393727	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
394407	nuecc	0	313.472	313.472	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
395277	nuecc	0	10.342	10.342	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
395597	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395695	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395837	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
396037	nuecc	0	33.738	33.738	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
396057	nuecc	0	56.447	56.447	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
396091	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
396222	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
396323	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
396355	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
396420	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
396551	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
396761	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
396816	nuecc	0	32.781	32.781	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
396829	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
396882	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
397005	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
397379	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
397476	nuecc	0	24.201	24.201	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
397487	nuecc	0	5.819	5.819	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
397542	nuecc	0	2.518	2.518	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
397927	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
398115	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
400185	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
400779	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
401241	nuecc	0	17.277	17.277	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
403023	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
405707	nuecc	0	3.631	3.631	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
405927	nuecc	0	5.876	5.876	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
406125	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
406631	nuecc	0	205.510	205.510	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
407534	nuecc	0	1.757	1.757	selection-wrong	selection-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
407886	nuecc	0	103.973	103.973	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
409052	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
409514	nuecc	0	2.459	2.459	selection-wrong	selection-wrong	dl-veto-protected	dl-veto-protected	1	still-wrong
409624	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
409888	nuecc	0	2.827	2.827	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
410566	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
412612	nuecc	0	146.450	146.450	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
412638	nuecc	0	2.860	2.860	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
414024	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
414288	nuecc	0	4.549	4.549	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
414306	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
415186	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
415564	nuecc	0	62.582	62.582	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
417782	nuecc	0	6.573	6.573	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
473952	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
474612	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
474678	nuecc	0	0.000	11.901	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
477142	nuecc	0	68.051	68.051	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
478880	nuecc	0	23.151	23.151	selection-wrong	selection-wrong	dl-veto-protected	dl-rerank-reject	1	still-wrong
479650	nuecc	0	3.763	3.763	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
480772	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
493659	nuecc	0	70.152	70.152	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
494847	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
495881	nuecc	0	33.159	33.159	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
497311	nuecc	0	191.730	79.380	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-reject	1	still-wrong
497399	nuecc	0	121.194	121.194	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
499423	nuecc	0	41.359	41.359	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
499577	nuecc	0	1.658	1.658	selection-wrong	selection-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
500567	nuecc	0	4.787	4.787	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
502019	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
51128	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
51546	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
51868	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
52044	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
52605	nuecc	0	29.863	29.863	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
52693	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
53658	nuecc	0	72.294	72.294	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
53881	nuecc	0	4.866	4.866	selection-wrong	selection-wrong	dl-veto-protected	dl-veto-protected	1	still-wrong
54332	nuecc	0	69.983	69.983	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
54629	nuecc	0	123.310	123.310	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
55740	nuecc	0	235.894	0.771	selection-wrong	correct	dl-rerank-accept	dl-rerank-accept	1	fixed
56763	nuecc	0	11.789	11.789	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
56972	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
57280	nuecc	0	1.884	1.884	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
65266	nuecc	0	45.330	45.330	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
66872	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
66944	nuecc	0	49.325	49.325	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
67942	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
68748	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
69232	nuecc	0	28.499	28.499	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
70010	nuecc	0	78.181	78.181	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
70084	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
70472	nuecc	0	4.664	4.664	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
70538	nuecc	0	9.721	9.721	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
70612	nuecc	0	44.850	44.850	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
70766	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
71092	nuecc	0	54.097	54.097	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
72099	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
73688	nuecc	0	57.669	57.669	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
74146	nuecc	0	96.175	96.175	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
74270	nuecc	0	16.994	16.994	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
75316	nuecc	0	9.567	9.567	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
75554	nuecc	0	513.454	513.454	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
75729	nuecc	0	3.986	3.986	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
75954	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
76346	nuecc	0	27.549	27.549	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
76350	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
76866	nuecc	0	19.960	19.960	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
77702	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
82322	nuecc	0	13.604	13.604	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
90135	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
92904	nuecc	0	25.825	25.825	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
92992	nuecc	0	0.000	0.000	correct	correct	dl-veto-protected	dl-veto-protected	1	still-correct
94546	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
95170	nuecc	0	68.769	66.170	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-reject	1	still-wrong
95899	nuecc	0	0.000	8.342	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
97010	nuecc	0	4.557	4.557	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
97062	nuecc	0	35.384	35.384	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
97260	nuecc	0	17.528	17.528	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
98294	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
98338	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
98353	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
98844	nuecc	0	45.736	45.736	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
99035	nuecc	0	6.264	6.264	selection-wrong	selection-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
100135	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
100420	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
100564	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
101454	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
101554	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
101675	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
102841	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
103204	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
103952	nuecc	0	0.000	162.798	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
104216	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
104920	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
105316	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
105426	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
